ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Backscatter,DE-1588,SE-1631,DE-1631,SE-1588,Xray-La,continuum
4126,1575.430,494.814,494.814,579.444,342.167,247.805,276.291,0.000,55.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4127,1575.848,428.040,428.040,580.170,342.037,248.185,276.401,0.000,55.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4128,1576.266,476.163,476.163,580.889,341.906,248.555,276.512,0.000,55.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4129,1576.685,491.574,491.574,581.600,341.776,248.917,276.624,0.000,56.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4130,1577.103,454.320,454.320,582.302,341.645,249.269,276.736,0.000,56.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4131,1577.521,467.529,467.529,582.996,341.514,249.612,276.850,0.000,56.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4132,1577.939,458.562,458.562,583.682,341.384,249.945,276.964,0.000,56.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4133,1578.357,513.141,513.141,584.359,341.253,250.269,277.080,0.000,57.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4134,1578.775,479.092,479.092,585.026,341.123,250.583,277.196,0.000,57.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4135,1579.193,429.179,429.179,585.685,340.992,250.887,277.314,0.000,57.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4136,1579.611,477.835,477.835,586.334,340.862,251.180,277.432,0.000,57.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4137,1580.030,521.089,521.089,586.973,340.731,251.464,277.551,0.000,57.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4138,1580.448,468.265,468.265,587.603,340.600,251.737,277.671,0.000,58.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4139,1580.866,492.893,492.893,588.222,340.470,251.999,277.792,0.000,58.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4140,1581.284,488.955,488.955,588.831,340.339,252.251,277.914,0.000,58.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4141,1581.702,479.510,479.510,589.430,340.209,252.492,278.037,0.000,58.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4142,1582.121,468.309,468.309,590.018,340.078,252.722,278.160,0.000,59.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4143,1582.539,506.694,506.694,590.595,339.947,252.941,278.285,0.000,59.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4144,1582.957,514.168,514.168,591.161,339.817,253.148,278.410,0.000,59.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4145,1583.375,459.637,459.637,591.716,339.686,253.344,278.536,0.000,59.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4146,1583.794,510.810,510.810,592.259,339.556,253.529,278.663,0.000,60.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4147,1584.212,510.924,510.924,592.791,339.425,253.702,278.791,0.000,60.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4148,1584.630,479.445,479.445,593.311,339.295,253.864,278.920,0.000,60.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4149,1585.048,521.638,521.638,593.818,339.164,254.014,279.049,0.000,60.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4150,1585.467,557.607,557.607,594.314,339.033,254.151,279.180,0.000,60.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4151,1585.885,485.060,485.060,594.797,338.903,254.277,279.311,0.000,61.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4152,1586.303,471.880,471.880,595.267,338.772,254.391,279.443,0.000,61.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4153,1586.721,495.609,495.609,595.724,338.642,254.492,279.575,0.000,61.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4154,1587.140,509.557,509.557,596.169,338.511,254.581,279.709,0.000,61.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4155,1587.558,540.035,540.035,596.601,338.380,254.658,279.843,0.000,62.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4156,1587.976,559.299,559.299,597.019,338.250,254.722,279.978,0.000,62.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4157,1588.395,560.176,560.176,597.424,338.119,254.774,280.114,0.000,62.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4158,1588.813,512.124,512.124,597.815,337.989,254.812,280.251,0.000,62.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4159,1589.231,523.581,523.581,598.192,337.858,254.839,280.388,0.000,62.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4160,1589.650,507.078,507.078,598.556,337.727,254.852,280.526,0.000,63.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4161,1590.068,509.286,509.286,598.905,337.597,254.852,280.665,0.000,63.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4162,1590.486,444.305,444.305,599.240,337.466,254.840,280.804,0.000,63.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4163,1590.905,538.138,538.138,599.561,337.336,254.814,280.944,0.000,63.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4164,1591.323,502.731,502.731,599.867,337.205,254.775,281.085,0.000,64.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4165,1591.742,511.287,511.287,600.159,337.075,254.723,281.227,0.000,64.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4166,1592.160,553.756,553.756,600.435,336.944,254.658,281.369,0.000,64.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4167,1592.578,511.938,511.938,600.697,336.813,254.580,281.511,0.000,64.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4168,1592.997,496.387,496.387,600.944,336.683,254.488,281.655,0.000,64.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4169,1593.415,502.348,502.348,601.176,336.552,254.383,281.799,0.000,64.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4170,1593.834,520.639,520.639,601.392,336.422,254.264,281.944,0.000,65.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4171,1594.252,523.571,523.571,601.593,336.291,254.132,282.089,0.000,65.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4172,1594.670,528.621,528.621,601.778,336.160,253.987,282.235,0.000,65.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4173,1595.089,573.181,573.181,601.948,336.030,253.828,282.381,0.000,65.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4174,1595.507,549.147,549.147,602.102,335.899,253.655,282.528,0.000,65.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4175,1595.926,555.772,555.772,602.240,335.769,253.469,282.675,0.000,66.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4176,1596.344,554.296,554.296,602.362,335.638,253.270,282.823,0.000,66.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4177,1596.763,509.015,509.015,602.468,335.507,253.056,282.972,0.000,66.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4178,1597.181,522.059,522.059,602.558,335.377,252.830,283.121,0.000,66.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4179,1597.600,543.051,543.051,602.632,335.246,252.589,283.270,0.000,66.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4180,1598.018,559.756,559.756,602.689,335.116,252.335,283.420,0.000,66.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4181,1598.437,540.248,540.248,602.730,334.985,252.067,283.571,0.000,67.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4182,1598.855,552.185,552.185,602.755,334.855,251.786,283.722,0.000,67.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4183,1599.274,589.380,589.380,602.763,334.724,251.491,283.873,0.000,67.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4184,1599.692,556.429,556.429,602.754,334.593,251.182,284.025,0.000,67.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4185,1600.111,591.744,591.744,602.729,334.463,250.860,284.177,0.000,67.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4186,1600.529,557.741,557.741,602.687,334.332,250.524,284.329,0.000,67.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4187,1600.948,554.630,554.630,602.628,334.202,250.174,284.482,0.000,67.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4188,1601.366,585.156,585.156,602.553,334.071,249.811,284.635,0.000,68.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4189,1601.785,589.498,589.498,602.460,333.940,249.435,284.789,0.000,68.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4190,1602.203,559.807,559.807,602.351,333.810,249.044,284.943,0.000,68.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4191,1602.622,589.052,589.052,602.224,333.679,248.641,285.097,0.000,68.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4192,1603.041,600.795,600.795,602.081,333.549,248.224,285.252,0.000,68.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4193,1603.459,548.255,548.255,601.920,333.418,247.793,285.406,0.000,68.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4194,1603.878,570.566,570.566,601.743,333.287,247.349,285.561,0.000,68.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4195,1604.296,579.529,579.529,601.548,333.157,246.892,285.717,0.000,68.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4196,1604.715,589.802,589.802,601.337,333.026,246.422,285.872,0.000,69.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4197,1605.134,566.350,566.350,601.108,332.896,245.938,286.028,0.000,69.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4198,1605.552,602.443,602.443,600.862,332.765,245.441,286.184,0.000,69.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4199,1605.971,606.471,606.471,600.599,332.635,244.931,286.340,0.000,69.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4200,1606.389,579.101,579.101,600.318,332.504,244.408,286.496,0.000,69.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4201,1606.808,606.032,606.032,600.021,332.373,243.872,286.653,0.000,69.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4202,1607.227,562.218,562.218,599.707,332.243,243.323,286.809,0.000,69.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4203,1607.645,568.306,568.306,599.375,332.112,242.761,286.966,0.000,69.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4204,1608.064,562.511,562.511,599.026,331.982,242.187,287.122,0.000,69.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4205,1608.483,525.480,525.480,598.660,331.851,241.599,287.279,0.000,69.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4206,1608.901,497.447,497.447,598.277,331.720,240.999,287.436,0.000,69.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4207,1609.320,571.133,571.133,597.877,331.590,240.387,287.593,0.000,69.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4208,1609.739,584.994,584.994,597.460,331.459,239.761,287.750,0.000,69.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4209,1610.157,586.488,586.488,597.026,331.329,239.124,287.907,0.000,69.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4210,1610.576,592.070,592.070,596.575,331.198,238.474,288.064,0.000,70.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4211,1610.995,586.722,586.722,596.107,331.068,237.812,288.221,0.000,70.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4212,1611.413,575.952,575.952,595.623,330.937,237.138,288.377,0.000,70.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4213,1611.832,559.299,559.299,595.121,330.806,236.452,288.534,0.000,70.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4214,1612.251,638.258,638.258,594.603,330.676,235.754,288.691,0.000,70.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4215,1612.670,583.311,583.311,594.068,330.545,235.044,288.847,0.000,70.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4216,1613.088,600.137,600.137,593.516,330.415,234.322,289.004,0.000,70.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4217,1613.507,609.187,609.187,592.948,330.284,233.589,289.160,0.000,70.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4218,1613.926,611.608,611.608,592.363,330.153,232.844,289.316,0.000,70.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4219,1614.344,574.663,574.663,591.762,330.023,232.088,289.472,0.000,70.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4220,1614.763,588.690,588.690,591.144,329.892,231.321,289.628,0.000,70.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4221,1615.182,577.876,577.876,590.510,329.762,230.542,289.783,0.000,70.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4222,1615.601,583.010,583.010,589.860,329.631,229.753,289.939,0.000,70.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4223,1616.019,613.399,613.399,589.193,329.500,228.952,290.094,0.000,70.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4224,1616.438,637.573,637.573,588.511,329.370,228.141,290.249,0.000,70.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4225,1616.857,625.388,625.388,587.813,329.239,227.318,290.403,0.000,70.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4226,1617.276,624.499,624.499,587.099,329.109,226.486,290.557,0.000,70.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4227,1617.695,637.342,637.342,586.369,328.978,225.643,290.711,0.000,70.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4228,1618.113,570.979,570.979,585.623,328.848,224.789,290.865,0.000,69.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4229,1618.532,656.497,656.497,584.862,328.717,223.926,291.018,0.000,69.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4230,1618.951,618.993,618.993,584.085,328.586,223.052,291.171,0.000,69.862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4231,1619.370,629.380,629.380,583.293,328.456,222.168,291.323,0.000,69.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4232,1619.789,611.641,611.641,582.486,328.325,221.275,291.475,0.000,69.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4233,1620.207,625.284,625.284,581.664,328.195,220.372,291.627,0.000,69.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4234,1620.626,603.142,603.142,580.827,328.064,219.460,291.778,0.000,69.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4235,1621.045,613.619,613.619,579.974,327.933,218.538,291.929,0.000,69.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4236,1621.464,618.780,618.780,579.108,327.803,217.607,292.079,0.000,69.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4237,1621.883,597.934,597.934,578.226,327.672,216.667,292.228,0.000,69.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4238,1622.302,643.938,643.938,577.330,327.542,215.718,292.378,0.000,69.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4239,1622.720,584.850,584.850,576.420,327.411,214.760,292.526,0.000,69.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4240,1623.139,619.626,619.626,575.495,327.280,213.794,292.674,0.000,69.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4241,1623.558,631.004,631.004,574.557,327.150,212.819,292.822,0.000,68.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4242,1623.977,582.662,582.662,573.604,327.019,211.835,292.969,0.000,68.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4243,1624.396,595.132,595.132,572.638,326.889,210.844,293.115,0.000,68.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4244,1624.815,592.669,592.669,571.658,326.758,209.844,293.260,0.000,68.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4245,1625.234,644.236,644.236,570.665,326.628,208.837,293.405,0.000,68.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4246,1625.653,635.682,635.682,569.658,326.497,207.822,293.550,0.000,68.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4247,1626.072,656.992,656.992,568.639,326.366,206.799,293.693,0.000,68.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4248,1626.490,631.417,631.417,567.606,326.236,205.769,293.836,0.000,68.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4249,1626.909,612.492,612.492,566.560,326.105,204.732,293.978,0.000,67.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4250,1627.328,650.233,650.233,565.502,325.975,203.688,294.120,0.000,67.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4251,1627.747,597.787,597.787,564.431,325.844,202.636,294.261,0.000,67.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4252,1628.166,634.855,634.855,563.348,325.713,201.578,294.401,0.000,67.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4253,1628.585,645.753,645.753,562.252,325.583,200.513,294.540,0.000,67.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4254,1629.004,686.995,686.995,561.145,325.452,199.442,294.678,0.000,67.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4255,1629.423,641.203,641.203,560.026,325.322,198.365,294.816,0.000,66.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4256,1629.842,632.547,632.547,558.895,325.191,197.281,294.952,0.000,66.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4257,1630.261,621.338,621.338,557.753,325.061,196.191,295.088,0.000,66.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4258,1630.680,580.840,580.840,556.599,324.930,195.096,295.223,0.000,66.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4259,1631.099,618.032,618.032,555.434,324.799,193.995,295.357,0.000,66.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4260,1631.518,647.790,647.790,554.258,324.669,192.888,295.490,0.000,65.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4261,1631.937,645.526,645.526,553.072,324.538,191.776,295.623,0.000,65.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4262,1632.356,606.213,606.213,551.875,324.408,190.659,295.754,0.000,65.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4263,1632.775,631.418,631.418,550.667,324.277,189.537,295.884,0.000,65.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4264,1633.194,671.097,671.097,549.450,324.146,188.409,296.014,0.000,65.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4265,1633.613,660.510,660.510,548.222,324.016,187.278,296.142,0.000,64.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4266,1634.032,616.987,616.987,546.984,323.885,186.141,296.270,0.000,64.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4267,1634.451,605.091,605.091,545.737,323.755,185.001,296.396,0.000,64.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4268,1634.870,711.168,711.168,544.480,323.624,183.856,296.522,0.000,64.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4269,1635.289,620.640,620.640,543.215,323.493,182.707,296.646,0.000,63.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4270,1635.708,641.051,641.051,541.940,323.363,181.554,296.769,0.000,63.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4271,1636.127,650.801,650.801,540.656,323.232,180.398,296.892,0.000,63.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4272,1636.546,628.907,628.907,539.363,323.102,179.238,297.013,0.000,63.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4273,1636.965,654.120,654.120,538.062,322.971,178.074,297.133,0.000,62.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4274,1637.384,680.961,680.961,536.753,322.841,176.908,297.252,0.000,62.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4275,1637.803,582.718,582.718,535.436,322.710,175.738,297.370,0.000,62.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4276,1638.222,619.958,619.958,534.111,322.579,174.565,297.486,0.000,62.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4277,1638.641,664.138,664.138,532.778,322.449,173.390,297.602,0.000,61.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4278,1639.060,677.263,677.263,531.437,322.318,172.212,297.716,0.000,61.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4279,1639.479,646.416,646.416,530.090,322.188,171.031,297.830,0.000,61.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4280,1639.898,640.236,640.236,528.735,322.057,169.848,297.942,0.000,60.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
