ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Backscatter,DE-1588,SE-1631,DE-1631,SE-1588,Xray-La,continuum
6735,2588.198,233.049,233.049,628.129,98.388,0.000,628.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6736,2588.502,225.572,225.572,629.807,98.229,0.000,629.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6737,2588.806,249.201,249.201,631.471,98.069,0.000,631.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6738,2589.110,258.453,258.453,633.120,97.910,0.000,633.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6739,2589.414,244.783,244.783,634.753,97.750,0.000,634.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6740,2589.718,245.298,245.298,636.371,97.591,0.000,636.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6741,2590.021,249.023,249.023,637.974,97.431,0.000,637.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6742,2590.325,261.265,261.265,639.561,97.271,0.000,639.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6743,2590.628,241.075,241.075,641.132,97.112,0.000,641.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6744,2590.932,212.241,212.241,642.687,96.952,0.000,642.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6745,2591.235,266.201,266.201,644.226,96.793,0.000,644.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6746,2591.538,249.407,249.407,645.857,96.742,0.000,645.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6747,2591.841,254.684,254.684,647.472,96.692,0.000,647.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6748,2592.144,251.386,251.386,649.070,96.641,0.000,649.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6749,2592.446,242.047,242.047,650.650,96.591,0.000,650.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6750,2592.749,280.962,280.962,652.214,96.540,0.000,652.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6751,2593.051,242.401,242.401,653.760,96.490,0.000,653.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6752,2593.354,269.656,269.656,655.289,96.439,0.000,655.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6753,2593.656,278.332,278.332,656.800,96.389,0.000,656.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6754,2593.958,315.462,315.462,658.293,96.338,0.000,658.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6755,2594.260,251.338,251.338,659.769,96.288,0.000,659.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6756,2594.562,273.444,273.444,661.225,96.237,0.000,661.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6757,2594.864,256.928,256.928,662.664,96.187,0.000,662.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6758,2595.165,282.413,282.413,664.084,96.136,0.000,664.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6759,2595.467,269.749,269.749,665.485,96.086,0.000,665.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6760,2595.768,277.621,277.621,666.867,96.035,0.000,666.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6761,2596.070,302.722,302.722,668.231,95.985,0.000,668.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6762,2596.371,301.138,301.138,669.575,95.934,0.000,669.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6763,2596.672,288.147,288.147,670.899,95.884,0.000,670.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6764,2596.973,299.906,299.906,672.204,95.833,0.000,672.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6765,2597.274,309.100,309.100,673.490,95.783,0.000,673.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6766,2597.574,286.371,286.371,674.756,95.732,0.000,674.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6767,2597.875,292.228,292.228,676.001,95.682,0.000,676.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6768,2598.175,286.845,286.845,677.227,95.631,0.000,677.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6769,2598.476,318.845,318.845,678.432,95.581,0.000,678.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6770,2598.776,311.571,311.571,679.617,95.530,0.000,679.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6771,2599.076,326.397,326.397,680.781,95.480,0.000,680.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6772,2599.376,325.350,325.350,681.925,95.429,0.000,681.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6773,2599.676,285.070,285.070,683.048,95.379,0.000,683.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6774,2599.976,326.410,326.410,684.150,95.328,0.000,684.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6775,2600.275,323.971,323.971,685.230,95.278,0.000,685.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6776,2600.575,325.238,325.238,686.290,95.227,0.000,686.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6777,2600.874,298.158,298.158,687.328,95.177,0.000,687.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6778,2601.173,331.722,331.722,688.345,95.126,0.000,688.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6779,2601.473,314.168,314.168,689.340,95.076,0.000,689.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6780,2601.772,329.033,329.033,690.313,95.025,0.000,690.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6781,2602.071,325.858,325.858,691.265,94.975,0.000,691.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6782,2602.369,341.833,341.833,692.194,94.924,0.000,692.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6783,2602.668,346.688,346.688,693.102,94.874,0.000,693.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6784,2602.967,326.104,326.104,693.987,94.823,0.000,693.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6785,2603.265,337.697,337.697,694.850,94.773,0.000,694.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6786,2603.563,340.324,340.324,695.690,94.722,0.000,695.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6787,2603.862,333.162,333.162,696.509,94.672,0.000,696.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6788,2604.160,348.119,348.119,697.304,94.621,0.000,697.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6789,2604.458,373.061,373.061,698.077,94.570,0.000,698.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6790,2604.755,368.646,368.646,698.827,94.520,0.000,698.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6791,2605.053,315.479,315.479,699.554,94.469,0.000,699.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6792,2605.351,353.031,353.031,700.258,94.419,0.000,700.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6793,2605.648,357.314,357.314,700.939,94.368,0.000,700.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6794,2605.946,361.521,361.521,701.597,94.318,0.000,701.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6795,2606.243,350.956,350.956,702.231,94.267,0.000,702.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6796,2606.540,339.764,339.764,702.843,94.217,0.000,702.843,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6797,2606.837,350.062,350.062,703.431,94.166,0.000,703.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6798,2607.134,390.057,390.057,703.995,94.116,0.000,703.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6799,2607.431,374.437,374.437,704.536,94.065,0.000,704.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6800,2607.727,343.329,343.329,705.053,94.015,0.000,705.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6801,2608.024,381.515,381.515,705.547,93.964,0.000,705.547,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6802,2608.320,352.299,352.299,706.017,93.914,0.000,706.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6803,2608.616,385.758,385.758,706.463,93.863,0.000,706.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6804,2608.913,387.603,387.603,706.885,93.813,0.000,706.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6805,2609.209,411.893,411.893,707.283,93.762,0.000,707.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6806,2609.505,405.392,405.392,707.657,93.712,0.000,707.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6807,2609.800,378.593,378.593,708.007,93.661,0.000,708.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6808,2610.096,383.393,383.393,708.334,93.611,0.000,708.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6809,2610.392,399.268,399.268,708.636,93.560,0.000,708.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6810,2610.687,387.375,387.375,708.913,93.510,0.000,708.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6811,2610.982,407.211,407.211,709.167,93.459,0.000,709.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6812,2611.278,434.720,434.720,709.396,93.409,0.000,709.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6813,2611.573,404.328,404.328,709.602,93.358,0.000,709.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6814,2611.868,396.910,396.910,709.782,93.308,0.000,709.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6815,2612.162,368.532,368.532,709.939,93.257,0.000,709.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6816,2612.457,413.387,413.387,710.071,93.207,0.000,710.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6817,2612.752,426.027,426.027,710.179,93.156,0.000,710.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6818,2613.046,432.967,432.967,710.262,93.106,0.000,710.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6819,2613.340,412.919,412.919,710.321,93.055,0.000,710.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6820,2613.635,413.876,413.876,710.356,93.005,0.000,710.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6821,2613.929,405.110,405.110,710.366,92.954,0.000,710.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6822,2614.223,453.115,453.115,710.352,92.904,0.000,710.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6823,2614.517,478.366,478.366,710.313,92.853,0.000,710.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6824,2614.810,443.942,443.942,710.250,92.803,0.000,710.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6825,2615.104,435.238,435.238,710.162,92.752,0.000,710.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6826,2615.397,413.521,413.521,710.050,92.702,0.000,710.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6827,2615.691,414.734,414.734,709.913,92.651,0.000,709.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6828,2615.984,444.698,444.698,709.753,92.601,0.000,709.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6829,2616.277,449.232,449.232,709.567,92.550,0.000,709.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6830,2616.570,473.829,473.829,709.357,92.500,0.000,709.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6831,2616.863,448.781,448.781,709.123,92.449,0.000,709.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6832,2617.156,446.679,446.679,708.865,92.399,0.000,708.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6833,2617.448,458.818,458.818,708.582,92.348,0.000,708.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6834,2617.741,499.186,499.186,708.275,92.298,0.000,708.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6835,2618.033,441.868,441.868,707.944,92.247,0.000,707.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6836,2618.325,455.768,455.768,707.588,92.197,0.000,707.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6837,2618.618,464.813,464.813,707.208,92.146,0.000,707.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6838,2618.910,485.555,485.555,706.804,92.095,0.000,706.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6839,2619.202,506.848,506.848,706.376,92.045,0.000,706.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6840,2619.493,513.940,513.940,705.924,91.994,0.000,705.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6841,2619.785,524.558,524.558,705.448,91.944,0.000,705.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6842,2620.076,516.603,516.603,704.948,91.893,0.000,704.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6843,2620.368,505.519,505.519,704.424,91.843,0.000,704.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6844,2620.659,490.142,490.142,703.876,91.792,0.000,703.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6845,2620.950,490.352,490.352,703.304,91.742,0.000,703.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6846,2621.241,522.825,522.825,702.709,91.691,0.000,702.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6847,2621.532,509.348,509.348,702.089,91.641,0.000,702.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6848,2621.823,550.874,550.874,701.447,91.590,0.000,701.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6849,2622.114,527.028,527.028,700.780,91.540,0.000,700.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6850,2622.404,552.513,552.513,700.090,91.489,0.000,700.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6851,2622.694,510.340,510.340,699.377,91.439,0.000,699.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6852,2622.985,559.772,559.772,698.641,91.388,0.000,698.641,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6853,2623.275,514.476,514.476,697.881,91.338,0.000,697.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6854,2623.565,517.156,517.156,697.098,91.287,0.000,697.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6855,2623.855,559.154,559.154,696.292,91.237,0.000,696.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6856,2624.145,545.169,545.169,695.463,91.186,0.000,695.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6857,2624.434,551.131,551.131,694.611,91.136,0.000,694.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6858,2624.724,564.524,564.524,693.736,91.085,0.000,693.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6859,2625.013,562.628,562.628,692.839,91.035,0.000,692.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6860,2625.302,521.729,521.729,691.919,90.984,0.000,691.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6861,2625.592,557.368,557.368,690.977,90.934,0.000,690.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6862,2625.881,510.522,510.522,690.012,90.883,0.000,690.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6863,2626.170,606.423,606.423,689.025,90.833,0.000,689.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6864,2626.458,600.366,600.366,688.015,90.782,0.000,688.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6865,2626.747,529.936,529.936,686.984,90.732,0.000,686.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6866,2627.035,603.058,603.058,685.931,90.681,0.000,685.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6867,2627.324,565.211,565.211,684.855,90.631,0.000,684.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6868,2627.612,561.101,561.101,683.758,90.580,0.000,683.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6869,2627.900,600.483,600.483,682.640,90.530,0.000,682.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6870,2628.188,533.894,533.894,681.500,90.479,0.000,681.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6871,2628.476,566.552,566.552,680.339,90.429,0.000,680.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6872,2628.764,619.598,619.598,679.156,90.378,0.000,679.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6873,2629.052,611.009,611.009,677.952,90.328,0.000,677.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6874,2629.339,614.604,614.604,676.728,90.277,0.000,676.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6875,2629.627,593.415,593.415,675.482,90.227,0.000,675.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6876,2629.914,610.463,610.463,674.216,90.176,0.000,674.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6877,2630.201,633.593,633.593,672.930,90.126,0.000,672.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6878,2630.488,612.315,612.315,671.622,90.075,0.000,671.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6879,2630.775,609.028,609.028,670.295,90.025,0.000,670.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6880,2631.062,628.612,628.612,668.948,89.974,0.000,668.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6881,2631.348,599.247,599.247,667.580,89.924,0.000,667.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6882,2631.635,576.420,576.420,666.193,89.873,0.000,666.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6883,2631.921,673.892,673.892,664.786,89.823,0.000,664.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6884,2632.207,643.750,643.750,663.360,89.772,0.000,663.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6885,2632.494,683.167,683.167,661.914,89.722,0.000,661.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6886,2632.780,604.133,604.133,660.449,89.671,0.000,660.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6887,2633.065,631.449,631.449,658.965,89.621,0.000,658.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6888,2633.351,662.772,662.772,657.462,89.570,0.000,657.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6889,2633.637,650.799,650.799,655.940,89.519,0.000,655.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6890,2633.922,637.231,637.231,654.400,89.469,0.000,654.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6891,2634.208,608.558,608.558,652.841,89.418,0.000,652.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6892,2634.493,628.350,628.350,651.264,89.368,0.000,651.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6893,2634.778,670.739,670.739,649.670,89.317,0.000,649.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6894,2635.063,656.586,656.586,648.057,89.267,0.000,648.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6895,2635.348,659.212,659.212,646.426,89.216,0.000,646.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6896,2635.633,630.365,630.365,644.778,89.166,0.000,644.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6897,2635.917,663.385,663.385,643.113,89.115,0.000,643.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6898,2636.202,688.115,688.115,641.431,89.065,0.000,641.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6899,2636.486,695.564,695.564,639.731,89.014,0.000,639.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
