ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
3750,1318.462,19.300,23.279,8.352,5.999,15.490,0.000,1.412,0.000,0.379,0.000,0.000,0.000,0.000,0.000
3751,1318.826,25.226,23.269,8.343,5.995,15.485,0.000,1.411,0.000,0.378,0.000,0.000,0.000,0.000,0.000
3752,1319.189,12.449,23.258,8.333,5.990,15.480,0.000,1.410,0.000,0.378,0.000,0.000,0.000,0.000,0.000
3753,1319.553,32.375,23.248,8.324,5.986,15.475,0.000,1.409,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3754,1319.917,18.708,23.237,8.314,5.982,15.469,0.000,1.408,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3755,1320.280,21.078,23.227,8.305,5.979,15.464,0.000,1.407,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3756,1320.644,27.634,23.217,8.296,5.975,15.459,0.000,1.407,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3757,1321.008,22.115,23.207,8.286,5.972,15.454,0.000,1.406,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3758,1321.371,18.486,23.197,8.277,5.968,15.449,0.000,1.405,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3759,1321.735,41.079,23.188,8.267,5.965,15.443,0.000,1.404,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3760,1322.099,29.300,23.178,8.258,5.962,15.438,0.000,1.403,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3761,1322.462,20.893,23.169,8.249,5.959,15.433,0.000,1.402,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3762,1322.826,21.856,23.160,8.239,5.956,15.427,0.000,1.401,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3763,1323.190,35.671,23.150,8.230,5.953,15.422,0.000,1.401,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3764,1323.553,23.559,23.142,8.220,5.950,15.417,0.000,1.400,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3765,1323.917,30.671,23.133,8.211,5.948,15.412,0.000,1.399,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3766,1324.281,17.560,23.124,8.201,5.945,15.406,0.000,1.398,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3767,1324.644,29.893,23.116,8.192,5.943,15.401,0.000,1.397,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3768,1325.008,17.523,23.108,8.183,5.941,15.396,0.000,1.396,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3769,1325.371,31.411,23.100,8.173,5.939,15.391,0.000,1.395,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3770,1325.735,16.819,23.092,8.164,5.937,15.385,0.000,1.395,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3771,1326.099,22.523,23.084,8.154,5.936,15.380,0.000,1.394,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3772,1326.462,13.523,23.077,8.145,5.935,15.375,0.000,1.393,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3773,1326.826,30.523,23.070,8.135,5.933,15.370,0.000,1.392,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3774,1327.190,36.522,23.063,8.126,5.932,15.365,0.000,1.391,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3775,1327.553,11.115,23.056,8.117,5.931,15.360,0.000,1.391,0.000,0.374,0.000,0.000,0.000,0.000,0.000
3776,1327.917,17.116,23.050,8.107,5.930,15.355,0.000,1.390,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3777,1328.281,24.300,23.043,8.098,5.929,15.350,0.000,1.389,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3778,1328.644,10.190,23.037,8.088,5.928,15.345,0.000,1.388,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3779,1329.008,19.300,23.030,8.079,5.927,15.340,0.000,1.387,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3780,1329.372,28.819,23.024,8.070,5.927,15.335,0.000,1.387,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3781,1329.735,26.264,23.017,8.060,5.926,15.330,0.000,1.386,0.000,0.375,0.000,0.000,0.000,0.000,0.000
3782,1330.099,23.041,23.011,8.051,5.925,15.325,0.000,1.385,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3783,1330.463,21.153,23.004,8.041,5.925,15.320,0.000,1.384,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3784,1330.826,20.967,22.998,8.032,5.924,15.314,0.000,1.383,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3785,1331.190,28.412,22.992,8.022,5.924,15.309,0.000,1.382,0.000,0.376,0.000,0.000,0.000,0.000,0.000
3786,1331.553,10.967,22.985,8.013,5.924,15.303,0.000,1.381,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3787,1331.917,26.042,22.979,8.004,5.924,15.298,0.000,1.381,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3788,1332.281,27.078,22.973,7.994,5.924,15.292,0.000,1.380,0.000,0.377,0.000,0.000,0.000,0.000,0.000
3789,1332.644,36.115,22.967,7.985,5.924,15.286,0.000,1.379,0.000,0.378,0.000,0.000,0.000,0.000,0.000
3790,1333.008,19.708,22.961,7.975,5.924,15.281,0.000,1.378,0.000,0.378,0.000,0.000,0.000,0.000,0.000
3791,1333.372,21.967,22.955,7.966,5.924,15.275,0.000,1.377,0.000,0.379,0.000,0.000,0.000,0.000,0.000
3792,1333.735,18.893,22.949,7.957,5.924,15.269,0.000,1.376,0.000,0.379,0.000,0.000,0.000,0.000,0.000
3793,1334.099,11.449,22.943,7.947,5.925,15.263,0.000,1.375,0.000,0.379,0.000,0.000,0.000,0.000,0.000
3794,1334.463,30.745,22.937,7.938,5.925,15.257,0.000,1.374,0.000,0.380,0.000,0.000,0.000,0.000,0.000
3795,1334.826,18.264,22.931,7.928,5.926,15.251,0.000,1.373,0.000,0.380,0.000,0.000,0.000,0.000,0.000
3796,1335.190,16.968,22.925,7.919,5.927,15.245,0.000,1.372,0.000,0.381,0.000,0.000,0.000,0.000,0.000
3797,1335.554,13.930,22.920,7.909,5.927,15.239,0.000,1.371,0.000,0.382,0.000,0.000,0.000,0.000,0.000
3798,1335.917,21.931,22.914,7.900,5.928,15.233,0.000,1.371,0.000,0.382,0.000,0.000,0.000,0.000,0.000
3799,1336.281,16.190,22.909,7.891,5.929,15.227,0.000,1.370,0.000,0.383,0.000,0.000,0.000,0.000,0.000
3800,1336.644,21.190,22.903,7.881,5.930,15.221,0.000,1.369,0.000,0.383,0.000,0.000,0.000,0.000,0.000
3801,1337.008,25.301,22.898,7.872,5.931,15.215,0.000,1.368,0.000,0.384,0.000,0.000,0.000,0.000,0.000
3802,1337.372,21.486,22.893,7.862,5.933,15.209,0.000,1.367,0.000,0.385,0.000,0.000,0.000,0.000,0.000
3803,1337.735,23.004,22.887,7.853,5.934,15.202,0.000,1.366,0.000,0.385,0.000,0.000,0.000,0.000,0.000
3804,1338.099,17.375,22.882,7.844,5.935,15.196,0.000,1.365,0.000,0.386,0.000,0.000,0.000,0.000,0.000
3805,1338.463,34.634,22.877,7.834,5.937,15.190,0.000,1.364,0.000,0.387,0.000,0.000,0.000,0.000,0.000
3806,1338.826,22.857,22.873,7.825,5.939,15.183,0.000,1.363,0.000,0.388,0.000,0.000,0.000,0.000,0.000
3807,1339.190,26.190,22.868,7.815,5.941,15.177,0.000,1.362,0.000,0.389,0.000,0.000,0.000,0.000,0.000
3808,1339.553,27.338,22.863,7.806,5.943,15.171,0.000,1.361,0.000,0.389,0.000,0.000,0.000,0.000,0.000
3809,1339.917,17.560,22.859,7.796,5.945,15.164,0.000,1.360,0.000,0.390,0.000,0.000,0.000,0.000,0.000
3810,1340.281,23.560,22.855,7.787,5.947,15.158,0.000,1.359,0.000,0.391,0.000,0.000,0.000,0.000,0.000
3811,1340.644,32.338,22.851,7.778,5.949,15.152,0.000,1.358,0.000,0.392,0.000,0.000,0.000,0.000,0.000
3812,1341.008,33.116,22.847,7.768,5.952,15.145,0.000,1.357,0.000,0.393,0.000,0.000,0.000,0.000,0.000
3813,1341.372,14.191,22.843,7.759,5.954,15.139,0.000,1.356,0.000,0.394,0.000,0.000,0.000,0.000,0.000
3814,1341.735,26.078,22.839,7.749,5.957,15.132,0.000,1.355,0.000,0.395,0.000,0.000,0.000,0.000,0.000
3815,1342.099,24.857,22.836,7.740,5.960,15.126,0.000,1.354,0.000,0.396,0.000,0.000,0.000,0.000,0.000
3816,1342.462,32.857,22.833,7.731,5.963,15.120,0.000,1.353,0.000,0.397,0.000,0.000,0.000,0.000,0.000
3817,1342.826,15.819,22.830,7.721,5.966,15.114,0.000,1.352,0.000,0.398,0.000,0.000,0.000,0.000,0.000
3818,1343.190,23.783,22.827,7.712,5.969,15.107,0.000,1.351,0.000,0.400,0.000,0.000,0.000,0.000,0.000
3819,1343.553,17.894,22.824,7.702,5.972,15.101,0.000,1.350,0.000,0.401,0.000,0.000,0.000,0.000,0.000
3820,1343.917,22.449,22.821,7.693,5.975,15.095,0.000,1.349,0.000,0.402,0.000,0.000,0.000,0.000,0.000
3821,1344.281,20.338,22.817,7.683,5.978,15.088,0.000,1.348,0.000,0.403,0.000,0.000,0.000,0.000,0.000
3822,1344.644,25.228,22.814,7.674,5.981,15.082,0.000,1.347,0.000,0.404,0.000,0.000,0.000,0.000,0.000
3823,1345.008,23.264,22.811,7.665,5.984,15.075,0.000,1.346,0.000,0.406,0.000,0.000,0.000,0.000,0.000
3824,1345.371,12.042,22.808,7.655,5.987,15.069,0.000,1.345,0.000,0.407,0.000,0.000,0.000,0.000,0.000
3825,1345.735,24.301,22.804,7.646,5.990,15.062,0.000,1.344,0.000,0.408,0.000,0.000,0.000,0.000,0.000
3826,1346.099,23.116,22.801,7.636,5.993,15.055,0.000,1.342,0.000,0.410,0.000,0.000,0.000,0.000,0.000
3827,1346.462,29.153,22.797,7.627,5.996,15.048,0.000,1.341,0.000,0.411,0.000,0.000,0.000,0.000,0.000
3828,1346.826,29.004,22.793,7.618,5.999,15.041,0.000,1.340,0.000,0.413,0.000,0.000,0.000,0.000,0.000
3829,1347.190,18.376,22.790,7.608,6.002,15.034,0.000,1.339,0.000,0.414,0.000,0.000,0.000,0.000,0.000
3830,1347.553,26.190,22.786,7.599,6.005,15.027,0.000,1.338,0.000,0.416,0.000,0.000,0.000,0.000,0.000
3831,1347.917,15.301,22.782,7.589,6.008,15.020,0.000,1.337,0.000,0.417,0.000,0.000,0.000,0.000,0.000
3832,1348.280,23.227,22.778,7.580,6.011,15.013,0.000,1.336,0.000,0.419,0.000,0.000,0.000,0.000,0.000
3833,1348.644,27.302,22.774,7.570,6.014,15.005,0.000,1.334,0.000,0.420,0.000,0.000,0.000,0.000,0.000
3834,1349.008,17.116,22.770,7.561,6.017,14.998,0.000,1.333,0.000,0.422,0.000,0.000,0.000,0.000,0.000
3835,1349.371,28.783,22.766,7.552,6.019,14.991,0.000,1.332,0.000,0.424,0.000,0.000,0.000,0.000,0.000
3836,1349.735,15.264,22.761,7.542,6.022,14.983,0.000,1.331,0.000,0.426,0.000,0.000,0.000,0.000,0.000
3837,1350.098,32.857,22.757,7.533,6.025,14.976,0.000,1.329,0.000,0.427,0.000,0.000,0.000,0.000,0.000
3838,1350.462,17.708,22.753,7.523,6.027,14.968,0.000,1.328,0.000,0.429,0.000,0.000,0.000,0.000,0.000
3839,1350.826,23.375,22.748,7.514,6.030,14.960,0.000,1.327,0.000,0.431,0.000,0.000,0.000,0.000,0.000
3840,1351.189,22.893,22.744,7.504,6.033,14.953,0.000,1.325,0.000,0.433,0.000,0.000,0.000,0.000,0.000
3841,1351.553,22.709,22.739,7.495,6.035,14.945,0.000,1.324,0.000,0.435,0.000,0.000,0.000,0.000,0.000
3842,1351.916,8.153,22.734,7.486,6.038,14.937,0.000,1.323,0.000,0.437,0.000,0.000,0.000,0.000,0.000
3843,1352.280,21.635,22.730,7.476,6.040,14.930,0.000,1.321,0.000,0.439,0.000,0.000,0.000,0.000,0.000
3844,1352.644,26.746,22.725,7.467,6.042,14.922,0.000,1.320,0.000,0.441,0.000,0.000,0.000,0.000,0.000
3845,1353.007,16.376,22.720,7.457,6.045,14.914,0.000,1.319,0.000,0.443,0.000,0.000,0.000,0.000,0.000
3846,1353.371,17.487,22.715,7.448,6.047,14.906,0.000,1.317,0.000,0.445,0.000,0.000,0.000,0.000,0.000
3847,1353.734,23.486,22.710,7.439,6.049,14.898,0.000,1.316,0.000,0.447,0.000,0.000,0.000,0.000,0.000
3848,1354.098,19.598,22.705,7.429,6.051,14.890,0.000,1.314,0.000,0.449,0.000,0.000,0.000,0.000,0.000
3849,1354.462,34.190,22.700,7.420,6.053,14.882,0.000,1.313,0.000,0.452,0.000,0.000,0.000,0.000,0.000
3850,1354.825,23.486,22.695,7.410,6.055,14.874,0.000,1.311,0.000,0.454,0.000,0.000,0.000,0.000,0.000
3851,1355.189,17.709,22.690,7.401,6.057,14.866,0.000,1.310,0.000,0.456,0.000,0.000,0.000,0.000,0.000
3852,1355.552,23.635,22.685,7.391,6.059,14.858,0.000,1.308,0.000,0.459,0.000,0.000,0.000,0.000,0.000
3853,1355.916,18.523,22.679,7.382,6.061,14.850,0.000,1.307,0.000,0.461,0.000,0.000,0.000,0.000,0.000
3854,1356.280,15.116,22.674,7.373,6.063,14.842,0.000,1.305,0.000,0.464,0.000,0.000,0.000,0.000,0.000
3855,1356.643,30.264,22.669,7.363,6.065,14.834,0.000,1.304,0.000,0.466,0.000,0.000,0.000,0.000,0.000
3856,1357.007,34.560,22.664,7.354,6.066,14.826,0.000,1.302,0.000,0.469,0.000,0.000,0.000,0.000,0.000
3857,1357.370,26.746,22.658,7.344,6.068,14.819,0.000,1.301,0.000,0.471,0.000,0.000,0.000,0.000,0.000
3858,1357.734,24.117,22.653,7.335,6.069,14.811,0.000,1.299,0.000,0.474,0.000,0.000,0.000,0.000,0.000
3859,1358.098,25.746,22.648,7.326,6.071,14.803,0.000,1.298,0.000,0.477,0.000,0.000,0.000,0.000,0.000
3860,1358.461,27.339,22.642,7.316,6.072,14.795,0.000,1.296,0.000,0.479,0.000,0.000,0.000,0.000,0.000
3861,1358.825,15.487,22.637,7.307,6.073,14.787,0.000,1.294,0.000,0.482,0.000,0.000,0.000,0.000,0.000
3862,1359.188,28.931,22.632,7.297,6.074,14.779,0.000,1.293,0.000,0.485,0.000,0.000,0.000,0.000,0.000
3863,1359.552,7.783,22.626,7.288,6.076,14.772,0.000,1.291,0.000,0.488,0.000,0.000,0.000,0.000,0.000
3864,1359.915,19.413,22.621,7.278,6.077,14.764,0.000,1.289,0.000,0.491,0.000,0.000,0.000,0.000,0.000
3865,1360.279,20.635,22.616,7.269,6.078,14.757,0.000,1.288,0.000,0.494,0.000,0.000,0.000,0.000,0.000
3866,1360.643,24.191,22.610,7.260,6.079,14.749,0.000,1.286,0.000,0.497,0.000,0.000,0.000,0.000,0.000
3867,1361.006,14.153,22.605,7.250,6.079,14.741,0.000,1.284,0.000,0.500,0.000,0.000,0.000,0.000,0.000
3868,1361.370,23.894,22.599,7.241,6.080,14.733,0.000,1.282,0.000,0.503,0.000,0.000,0.000,0.000,0.000
3869,1361.733,22.524,22.593,7.231,6.080,14.726,0.000,1.281,0.000,0.507,0.000,0.000,0.000,0.000,0.000
3870,1362.097,20.635,22.587,7.222,6.081,14.718,0.000,1.279,0.000,0.510,0.000,0.000,0.000,0.000,0.000
3871,1362.461,20.746,22.581,7.213,6.081,14.710,0.000,1.277,0.000,0.513,0.000,0.000,0.000,0.000,0.000
3872,1362.824,13.302,22.575,7.203,6.081,14.702,0.000,1.275,0.000,0.517,0.000,0.000,0.000,0.000,0.000
3873,1363.188,26.746,22.568,7.194,6.081,14.694,0.000,1.273,0.000,0.520,0.000,0.000,0.000,0.000,0.000
3874,1363.551,18.931,22.562,7.184,6.081,14.686,0.000,1.271,0.000,0.524,0.000,0.000,0.000,0.000,0.000
3875,1363.915,25.005,22.555,7.175,6.081,14.677,0.000,1.270,0.000,0.527,0.000,0.000,0.000,0.000,0.000
3876,1364.278,18.153,22.548,7.165,6.081,14.669,0.000,1.268,0.000,0.531,0.000,0.000,0.000,0.000,0.000
3877,1364.642,23.709,22.541,7.156,6.080,14.661,0.000,1.266,0.000,0.534,0.000,0.000,0.000,0.000,0.000
3878,1365.006,20.969,22.534,7.147,6.079,14.653,0.000,1.264,0.000,0.538,0.000,0.000,0.000,0.000,0.000
3879,1365.369,16.561,22.526,7.137,6.079,14.644,0.000,1.262,0.000,0.542,0.000,0.000,0.000,0.000,0.000
3880,1365.733,28.672,22.519,7.128,6.078,14.636,0.000,1.260,0.000,0.546,0.000,0.000,0.000,0.000,0.000
3881,1366.096,38.450,22.511,7.118,6.077,14.627,0.000,1.257,0.000,0.550,0.000,0.000,0.000,0.000,0.000
3882,1366.460,19.005,22.504,7.109,6.075,14.619,0.000,1.255,0.000,0.554,0.000,0.000,0.000,0.000,0.000
3883,1366.823,25.228,22.490,7.094,6.074,14.606,0.000,1.253,0.000,0.558,0.000,0.000,0.000,0.000,0.000
3884,1367.187,10.562,22.477,7.080,6.072,14.593,0.000,1.251,0.000,0.562,0.000,0.000,0.000,0.000,0.000
3885,1367.550,17.857,22.464,7.065,6.069,14.580,0.000,1.249,0.000,0.566,0.000,0.000,0.000,0.000,0.000
3886,1367.914,24.598,22.450,7.050,6.067,14.567,0.000,1.246,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3887,1368.278,13.413,22.437,7.036,6.065,14.554,0.000,1.244,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3888,1368.641,17.080,22.423,7.021,6.062,14.541,0.000,1.241,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3889,1369.005,30.043,22.409,7.007,6.059,14.528,0.000,1.239,0.000,0.583,0.000,0.000,0.000,0.000,0.000
3890,1369.368,23.339,22.395,6.992,6.056,14.514,0.000,1.237,0.000,0.588,0.000,0.000,0.000,0.000,0.000
3891,1369.732,20.006,22.381,6.977,6.053,14.501,0.000,1.234,0.000,0.592,0.000,0.000,0.000,0.000,0.000
3892,1370.095,19.562,22.367,6.963,6.050,14.488,0.000,1.232,0.000,0.597,0.000,0.000,0.000,0.000,0.000
3893,1370.459,24.932,22.353,6.948,6.047,14.475,0.000,1.229,0.000,0.601,0.000,0.000,0.000,0.000,0.000
3894,1370.822,23.005,22.338,6.933,6.044,14.462,0.000,1.227,0.000,0.606,0.000,0.000,0.000,0.000,0.000
3895,1371.186,33.672,22.324,6.919,6.040,14.448,0.000,1.224,0.000,0.611,0.000,0.000,0.000,0.000,0.000
3896,1371.550,25.117,22.309,6.904,6.036,14.435,0.000,1.222,0.000,0.616,0.000,0.000,0.000,0.000,0.000
3897,1371.913,21.598,22.295,6.889,6.033,14.422,0.000,1.219,0.000,0.621,0.000,0.000,0.000,0.000,0.000
3898,1372.277,21.153,22.280,6.875,6.029,14.409,0.000,1.217,0.000,0.626,0.000,0.000,0.000,0.000,0.000
3899,1372.640,20.191,22.265,6.860,6.025,14.396,0.000,1.214,0.000,0.631,0.000,0.000,0.000,0.000,0.000
3900,1373.004,34.821,22.250,6.846,6.020,14.382,0.000,1.211,0.000,0.636,0.000,0.000,0.000,0.000,0.000
3901,1373.367,28.154,22.235,6.831,6.016,14.369,0.000,1.209,0.000,0.642,0.000,0.000,0.000,0.000,0.000
3902,1373.731,28.561,22.221,6.816,6.012,14.356,0.000,1.206,0.000,0.647,0.000,0.000,0.000,0.000,0.000
3903,1374.094,30.376,22.206,6.802,6.007,14.343,0.000,1.203,0.000,0.653,0.000,0.000,0.000,0.000,0.000
3904,1374.458,40.635,22.191,6.787,6.002,14.330,0.000,1.201,0.000,0.658,0.000,0.000,0.000,0.000,0.000
3905,1374.821,27.154,22.176,6.772,5.997,14.317,0.000,1.198,0.000,0.664,0.000,0.000,0.000,0.000,0.000
3906,1375.185,20.376,22.161,6.758,5.993,14.304,0.000,1.195,0.000,0.670,0.000,0.000,0.000,0.000,0.000
3907,1375.549,18.339,22.146,6.743,5.987,14.291,0.000,1.192,0.000,0.675,0.000,0.000,0.000,0.000,0.000
3908,1375.912,27.969,22.131,6.729,5.982,14.278,0.000,1.190,0.000,0.681,0.000,0.000,0.000,0.000,0.000
3909,1376.276,13.414,22.116,6.714,5.977,14.265,0.000,1.187,0.000,0.687,0.000,0.000,0.000,0.000,0.000
3910,1376.639,29.858,22.101,6.699,5.972,14.252,0.000,1.184,0.000,0.694,0.000,0.000,0.000,0.000,0.000
3911,1377.003,32.672,22.087,6.685,5.966,14.240,0.000,1.181,0.000,0.700,0.000,0.000,0.000,0.000,0.000
3912,1377.366,17.562,22.072,6.670,5.961,14.227,0.000,1.178,0.000,0.706,0.000,0.000,0.000,0.000,0.000
3913,1377.730,29.784,22.057,6.655,5.955,14.214,0.000,1.176,0.000,0.712,0.000,0.000,0.000,0.000,0.000
3914,1378.093,18.784,22.043,6.641,5.949,14.202,0.000,1.173,0.000,0.719,0.000,0.000,0.000,0.000,0.000
3915,1378.457,22.414,22.028,6.626,5.943,14.189,0.000,1.170,0.000,0.726,0.000,0.000,0.000,0.000,0.000
3916,1378.820,35.043,22.013,6.611,5.937,14.177,0.000,1.167,0.000,0.732,0.000,0.000,0.000,0.000,0.000
3917,1379.184,28.228,21.998,6.597,5.931,14.164,0.000,1.164,0.000,0.739,0.000,0.000,0.000,0.000,0.000
3918,1379.547,28.599,21.983,6.582,5.925,14.152,0.000,1.161,0.000,0.746,0.000,0.000,0.000,0.000,0.000
3919,1379.911,30.895,21.968,6.568,5.918,14.139,0.000,1.158,0.000,0.753,0.000,0.000,0.000,0.000,0.000
3920,1380.274,22.969,21.953,6.553,5.912,14.126,0.000,1.155,0.000,0.760,0.000,0.000,0.000,0.000,0.000
3921,1380.638,30.191,21.938,6.538,5.905,14.113,0.000,1.152,0.000,0.767,0.000,0.000,0.000,0.000,0.000
3922,1381.001,26.969,21.923,6.524,5.899,14.101,0.000,1.149,0.000,0.775,0.000,0.000,0.000,0.000,0.000
3923,1381.365,21.561,21.908,6.509,5.892,14.088,0.000,1.146,0.000,0.782,0.000,0.000,0.000,0.000,0.000
3924,1381.728,19.154,21.893,6.494,5.885,14.075,0.000,1.143,0.000,0.790,0.000,0.000,0.000,0.000,0.000
3925,1382.092,31.746,21.878,6.480,5.878,14.062,0.000,1.140,0.000,0.798,0.000,0.000,0.000,0.000,0.000
3926,1382.455,21.191,21.863,6.465,5.871,14.050,0.000,1.137,0.000,0.805,0.000,0.000,0.000,0.000,0.000
3927,1382.819,26.859,21.848,6.451,5.864,14.037,0.000,1.134,0.000,0.813,0.000,0.000,0.000,0.000,0.000
3928,1383.183,42.895,21.832,6.436,5.857,14.024,0.000,1.131,0.000,0.821,0.000,0.000,0.000,0.000,0.000
3929,1383.546,16.451,21.817,6.421,5.849,14.011,0.000,1.127,0.000,0.830,0.000,0.000,0.000,0.000,0.000
3930,1383.910,40.006,21.802,6.407,5.842,13.998,0.000,1.124,0.000,0.838,0.000,0.000,0.000,0.000,0.000
3931,1384.273,26.969,21.787,6.392,5.834,13.985,0.000,1.121,0.000,0.846,0.000,0.000,0.000,0.000,0.000
3932,1384.637,30.932,21.772,6.377,5.827,13.972,0.000,1.118,0.000,0.855,0.000,0.000,0.000,0.000,0.000
3933,1385.000,6.673,21.757,6.363,5.819,13.959,0.000,1.115,0.000,0.863,0.000,0.000,0.000,0.000,0.000
3934,1385.364,36.377,21.742,6.348,5.812,13.947,0.000,1.112,0.000,0.872,0.000,0.000,0.000,0.000,0.000
3935,1385.727,14.525,21.727,6.333,5.804,13.934,0.000,1.108,0.000,0.881,0.000,0.000,0.000,0.000,0.000
3936,1386.091,20.229,21.712,6.319,5.796,13.921,0.000,1.105,0.000,0.890,0.000,0.000,0.000,0.000,0.000
3937,1386.454,26.117,21.698,6.304,5.789,13.908,0.000,1.102,0.000,0.899,0.000,0.000,0.000,0.000,0.000
3938,1386.818,19.599,21.683,6.290,5.781,13.895,0.000,1.099,0.000,0.909,0.000,0.000,0.000,0.000,0.000
3939,1387.181,33.413,21.669,6.275,5.773,13.882,0.000,1.095,0.000,0.918,0.000,0.000,0.000,0.000,0.000
3940,1387.545,22.896,21.654,6.260,5.765,13.869,0.000,1.092,0.000,0.928,0.000,0.000,0.000,0.000,0.000
3941,1387.908,31.191,21.640,6.246,5.757,13.856,0.000,1.089,0.000,0.938,0.000,0.000,0.000,0.000,0.000
3942,1388.272,26.970,21.626,6.231,5.750,13.843,0.000,1.085,0.000,0.948,0.000,0.000,0.000,0.000,0.000
3943,1388.635,27.599,21.612,6.216,5.742,13.830,0.000,1.082,0.000,0.958,0.000,0.000,0.000,0.000,0.000
3944,1388.998,26.673,21.598,6.202,5.734,13.818,0.000,1.079,0.000,0.968,0.000,0.000,0.000,0.000,0.000
3945,1389.362,24.488,21.584,6.187,5.726,13.805,0.000,1.075,0.000,0.978,0.000,0.000,0.000,0.000,0.000
3946,1389.725,28.192,21.571,6.173,5.718,13.792,0.000,1.072,0.000,0.989,0.000,0.000,0.000,0.000,0.000
3947,1390.089,15.673,21.558,6.158,5.710,13.779,0.000,1.069,0.000,0.999,0.000,0.000,0.000,0.000,0.000
3948,1390.452,26.636,21.545,6.143,5.702,13.767,0.000,1.065,0.000,1.010,0.000,0.000,0.000,0.000,0.000
3949,1390.816,22.007,21.532,6.129,5.695,13.754,0.000,1.062,0.000,1.021,0.000,0.000,0.000,0.000,0.000
3950,1391.179,21.525,21.519,6.114,5.687,13.741,0.000,1.059,0.000,1.032,0.000,0.000,0.000,0.000,0.000
3951,1391.543,29.006,21.507,6.099,5.679,13.729,0.000,1.055,0.000,1.044,0.000,0.000,0.000,0.000,0.000
3952,1391.906,26.859,21.495,6.085,5.671,13.716,0.000,1.052,0.000,1.055,0.000,0.000,0.000,0.000,0.000
3953,1392.270,15.637,21.483,6.070,5.664,13.704,0.000,1.049,0.000,1.067,0.000,0.000,0.000,0.000,0.000
3954,1392.633,21.859,21.472,6.055,5.656,13.692,0.000,1.045,0.000,1.078,0.000,0.000,0.000,0.000,0.000
3955,1392.997,25.303,21.460,6.041,5.649,13.679,0.000,1.042,0.000,1.090,0.000,0.000,0.000,0.000,0.000
3956,1393.360,38.377,21.450,6.026,5.641,13.667,0.000,1.038,0.000,1.103,0.000,0.000,0.000,0.000,0.000
3957,1393.724,25.711,21.439,6.012,5.634,13.655,0.000,1.035,0.000,1.115,0.000,0.000,0.000,0.000,0.000
3958,1394.087,24.525,21.429,5.997,5.627,13.643,0.000,1.032,0.000,1.127,0.000,0.000,0.000,0.000,0.000
3959,1394.451,13.340,21.419,5.982,5.620,13.631,0.000,1.028,0.000,1.140,0.000,0.000,0.000,0.000,0.000
3960,1394.814,18.859,21.410,5.968,5.613,13.619,0.000,1.025,0.000,1.153,0.000,0.000,0.000,0.000,0.000
3961,1395.178,21.340,21.401,5.953,5.606,13.608,0.000,1.022,0.000,1.166,0.000,0.000,0.000,0.000,0.000
3962,1395.541,27.044,21.393,5.938,5.599,13.596,0.000,1.018,0.000,1.179,0.000,0.000,0.000,0.000,0.000
3963,1395.905,33.970,21.385,5.924,5.592,13.585,0.000,1.015,0.000,1.193,0.000,0.000,0.000,0.000,0.000
3964,1396.268,31.377,21.377,5.909,5.586,13.573,0.000,1.012,0.000,1.206,0.000,0.000,0.000,0.000,0.000
3965,1396.631,19.340,21.370,5.895,5.579,13.562,0.000,1.008,0.000,1.220,0.000,0.000,0.000,0.000,0.000
3966,1396.995,26.118,21.363,5.880,5.573,13.550,0.000,1.005,0.000,1.234,0.000,0.000,0.000,0.000,0.000
