ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
3967,1397.358,23.082,21.356,5.865,5.567,13.539,0.000,1.002,0.000,1.249,0.000,0.000,0.000,0.000,0.000
3968,1397.722,25.822,21.350,5.851,5.561,13.527,0.000,0.998,0.000,1.263,0.000,0.000,0.000,0.000,0.000
3969,1398.085,23.266,21.344,5.836,5.556,13.516,0.000,0.995,0.000,1.278,0.000,0.000,0.000,0.000,0.000
3970,1398.449,28.303,21.338,5.821,5.550,13.504,0.000,0.992,0.000,1.293,0.000,0.000,0.000,0.000,0.000
3971,1398.812,32.933,21.333,5.807,5.544,13.493,0.000,0.988,0.000,1.308,0.000,0.000,0.000,0.000,0.000
3972,1399.176,22.155,21.328,5.792,5.539,13.481,0.000,0.985,0.000,1.323,0.000,0.000,0.000,0.000,0.000
3973,1399.539,26.415,21.324,5.777,5.534,13.470,0.000,0.981,0.000,1.338,0.000,0.000,0.000,0.000,0.000
3974,1399.903,5.823,21.319,5.763,5.529,13.458,0.000,0.978,0.000,1.354,0.000,0.000,0.000,0.000,0.000
3975,1400.266,22.340,21.316,5.748,5.524,13.447,0.000,0.975,0.000,1.370,0.000,0.000,0.000,0.000,0.000
3976,1400.629,23.563,21.312,5.734,5.519,13.435,0.000,0.971,0.000,1.386,0.000,0.000,0.000,0.000,0.000
3977,1400.993,33.267,21.309,5.719,5.515,13.424,0.000,0.968,0.000,1.403,0.000,0.000,0.000,0.000,0.000
3978,1401.356,21.304,21.307,5.704,5.510,13.412,0.000,0.965,0.000,1.419,0.000,0.000,0.000,0.000,0.000
3979,1401.720,44.230,21.304,5.690,5.506,13.401,0.000,0.962,0.000,1.436,0.000,0.000,0.000,0.000,0.000
3980,1402.083,32.045,21.303,5.675,5.502,13.389,0.000,0.958,0.000,1.453,0.000,0.000,0.000,0.000,0.000
3981,1402.447,19.006,21.301,5.660,5.498,13.378,0.000,0.955,0.000,1.471,0.000,0.000,0.000,0.000,0.000
3982,1402.810,37.377,21.301,5.646,5.494,13.366,0.000,0.952,0.000,1.488,0.000,0.000,0.000,0.000,0.000
3983,1403.173,23.192,21.300,5.631,5.491,13.355,0.000,0.948,0.000,1.506,0.000,0.000,0.000,0.000,0.000
3984,1403.537,18.600,21.300,5.617,5.488,13.343,0.000,0.945,0.000,1.524,0.000,0.000,0.000,0.000,0.000
3985,1403.900,24.563,21.301,5.602,5.485,13.332,0.000,0.942,0.000,1.543,0.000,0.000,0.000,0.000,0.000
3986,1404.264,22.563,21.302,5.587,5.482,13.320,0.000,0.939,0.000,1.562,0.000,0.000,0.000,0.000,0.000
3987,1404.627,15.489,21.304,5.573,5.479,13.309,0.000,0.935,0.000,1.580,0.000,0.000,0.000,0.000,0.000
3988,1404.991,12.600,21.306,5.558,5.477,13.297,0.000,0.932,0.000,1.600,0.000,0.000,0.000,0.000,0.000
3989,1405.354,11.452,21.309,5.543,5.475,13.286,0.000,0.929,0.000,1.619,0.000,0.000,0.000,0.000,0.000
3990,1405.717,22.415,21.312,5.529,5.473,13.274,0.000,0.926,0.000,1.639,0.000,0.000,0.000,0.000,0.000
3991,1406.081,21.378,21.316,5.514,5.472,13.263,0.000,0.923,0.000,1.659,0.000,0.000,0.000,0.000,0.000
3992,1406.444,22.674,21.321,5.499,5.470,13.252,0.000,0.919,0.000,1.679,0.000,0.000,0.000,0.000,0.000
3993,1406.808,14.749,21.326,5.485,5.469,13.241,0.000,0.916,0.000,1.700,0.000,0.000,0.000,0.000,0.000
3994,1407.171,28.415,21.332,5.470,5.469,13.229,0.000,0.913,0.000,1.721,0.000,0.000,0.000,0.000,0.000
3995,1407.535,18.786,21.338,5.456,5.468,13.218,0.000,0.910,0.000,1.742,0.000,0.000,0.000,0.000,0.000
3996,1407.898,27.823,21.345,5.441,5.468,13.207,0.000,0.907,0.000,1.763,0.000,0.000,0.000,0.000,0.000
3997,1408.261,24.749,21.353,5.426,5.468,13.196,0.000,0.904,0.000,1.785,0.000,0.000,0.000,0.000,0.000
3998,1408.625,8.082,21.362,5.412,5.469,13.185,0.000,0.901,0.000,1.807,0.000,0.000,0.000,0.000,0.000
3999,1408.988,28.415,21.371,5.397,5.469,13.174,0.000,0.898,0.000,1.830,0.000,0.000,0.000,0.000,0.000
4000,1409.352,30.340,21.381,5.382,5.470,13.163,0.000,0.895,0.000,1.853,0.000,0.000,0.000,0.000,0.000
4001,1409.715,22.637,21.391,5.368,5.472,13.152,0.000,0.892,0.000,1.876,0.000,0.000,0.000,0.000,0.000
4002,1410.078,12.749,21.403,5.353,5.474,13.141,0.000,0.889,0.000,1.899,0.000,0.000,0.000,0.000,0.000
4003,1410.442,23.934,21.415,5.339,5.476,13.130,0.000,0.886,0.000,1.923,0.000,0.000,0.000,0.000,0.000
4004,1410.805,17.823,21.428,5.324,5.478,13.120,0.000,0.883,0.000,1.947,0.000,0.000,0.000,0.000,0.000
4005,1411.169,28.526,21.442,5.309,5.481,13.109,0.000,0.880,0.000,1.971,0.000,0.000,0.000,0.000,0.000
4006,1411.532,31.082,21.456,5.295,5.484,13.099,0.000,0.877,0.000,1.996,0.000,0.000,0.000,0.000,0.000
4007,1411.895,17.083,21.472,5.280,5.488,13.088,0.000,0.874,0.000,2.021,0.000,0.000,0.000,0.000,0.000
4008,1412.259,15.304,21.488,5.265,5.492,13.078,0.000,0.872,0.000,2.047,0.000,0.000,0.000,0.000,0.000
4009,1412.622,30.749,21.505,5.251,5.496,13.068,0.000,0.869,0.000,2.072,0.000,0.000,0.000,0.000,0.000
4010,1412.986,29.638,21.523,5.236,5.500,13.058,0.000,0.866,0.000,2.099,0.000,0.000,0.000,0.000,0.000
4011,1413.349,14.193,21.542,5.221,5.506,13.048,0.000,0.863,0.000,2.125,0.000,0.000,0.000,0.000,0.000
4012,1413.712,9.453,21.562,5.207,5.511,13.038,0.000,0.861,0.000,2.152,0.000,0.000,0.000,0.000,0.000
4013,1414.076,25.897,21.583,5.192,5.517,13.028,0.000,0.858,0.000,2.179,0.000,0.000,0.000,0.000,0.000
4014,1414.439,27.490,21.604,5.178,5.523,13.018,0.000,0.855,0.000,2.207,0.000,0.000,0.000,0.000,0.000
4015,1414.803,32.786,21.627,5.163,5.530,13.009,0.000,0.853,0.000,2.235,0.000,0.000,0.000,0.000,0.000
4016,1415.166,20.379,21.651,5.148,5.538,12.999,0.000,0.850,0.000,2.264,0.000,0.000,0.000,0.000,0.000
4017,1415.529,16.675,21.676,5.134,5.545,12.990,0.000,0.848,0.000,2.293,0.000,0.000,0.000,0.000,0.000
4018,1415.893,29.860,21.701,5.119,5.554,12.980,0.000,0.845,0.000,2.322,0.000,0.000,0.000,0.000,0.000
4019,1416.256,30.121,21.728,5.104,5.563,12.971,0.000,0.843,0.000,2.352,0.000,0.000,0.000,0.000,0.000
4020,1416.619,27.971,21.756,5.090,5.572,12.962,0.000,0.840,0.000,2.382,0.000,0.000,0.000,0.000,0.000
4021,1416.983,14.231,21.785,5.075,5.582,12.953,0.000,0.838,0.000,2.412,0.000,0.000,0.000,0.000,0.000
4022,1417.346,15.454,21.815,5.061,5.592,12.944,0.000,0.835,0.000,2.443,0.000,0.000,0.000,0.000,0.000
4023,1417.710,27.602,21.846,5.046,5.603,12.935,0.000,0.833,0.000,2.475,0.000,0.000,0.000,0.000,0.000
4024,1418.073,20.861,21.879,5.031,5.615,12.926,0.000,0.831,0.000,2.507,0.000,0.000,0.000,0.000,0.000
4025,1418.436,20.527,21.912,5.017,5.627,12.917,0.000,0.829,0.000,2.539,0.000,0.000,0.000,0.000,0.000
4026,1418.800,25.934,21.945,5.002,5.639,12.908,0.000,0.826,0.000,2.572,0.000,0.000,0.000,0.000,0.000
4027,1419.163,7.046,21.980,4.987,5.652,12.899,0.000,0.824,0.000,2.605,0.000,0.000,0.000,0.000,0.000
4028,1419.526,36.046,22.015,4.973,5.665,12.889,0.000,0.822,0.000,2.639,0.000,0.000,0.000,0.000,0.000
4029,1419.890,14.676,22.051,4.958,5.679,12.880,0.000,0.820,0.000,2.673,0.000,0.000,0.000,0.000,0.000
4030,1420.253,20.269,22.088,4.943,5.693,12.870,0.000,0.817,0.000,2.708,0.000,0.000,0.000,0.000,0.000
4031,1420.616,18.824,22.126,4.929,5.707,12.860,0.000,0.815,0.000,2.743,0.000,0.000,0.000,0.000,0.000
4032,1420.980,38.861,22.164,4.914,5.722,12.851,0.000,0.813,0.000,2.778,0.000,0.000,0.000,0.000,0.000
4033,1421.343,34.602,22.203,4.900,5.737,12.841,0.000,0.811,0.000,2.814,0.000,0.000,0.000,0.000,0.000
4034,1421.706,24.379,22.243,4.885,5.752,12.832,0.000,0.809,0.000,2.850,0.000,0.000,0.000,0.000,0.000
4035,1422.070,19.491,22.282,4.870,5.768,12.822,0.000,0.807,0.000,2.885,0.000,0.000,0.000,0.000,0.000
4036,1422.433,33.565,22.323,4.856,5.784,12.812,0.000,0.805,0.000,2.921,0.000,0.000,0.000,0.000,0.000
4037,1422.796,26.342,22.363,4.841,5.800,12.803,0.000,0.803,0.000,2.957,0.000,0.000,0.000,0.000,0.000
4038,1423.160,11.343,22.405,4.826,5.817,12.793,0.000,0.801,0.000,2.993,0.000,0.000,0.000,0.000,0.000
4039,1423.523,22.380,22.446,4.812,5.834,12.784,0.000,0.800,0.000,3.029,0.000,0.000,0.000,0.000,0.000
4040,1423.887,11.750,22.488,4.797,5.851,12.774,0.000,0.798,0.000,3.066,0.000,0.000,0.000,0.000,0.000
4041,1424.250,24.713,22.531,4.783,5.868,12.765,0.000,0.796,0.000,3.102,0.000,0.000,0.000,0.000,0.000
4042,1424.613,12.453,22.573,4.768,5.886,12.755,0.000,0.794,0.000,3.138,0.000,0.000,0.000,0.000,0.000
4043,1424.977,41.010,22.617,4.753,5.904,12.746,0.000,0.793,0.000,3.175,0.000,0.000,0.000,0.000,0.000
4044,1425.340,13.825,22.660,4.739,5.922,12.736,0.000,0.791,0.000,3.211,0.000,0.000,0.000,0.000,0.000
4045,1425.703,20.602,22.704,4.724,5.940,12.727,0.000,0.789,0.000,3.248,0.000,0.000,0.000,0.000,0.000
4046,1426.066,33.342,22.749,4.709,5.959,12.717,0.000,0.788,0.000,3.285,0.000,0.000,0.000,0.000,0.000
4047,1426.430,19.789,22.793,4.695,5.978,12.708,0.000,0.786,0.000,3.321,0.000,0.000,0.000,0.000,0.000
4048,1426.793,28.380,22.838,4.680,5.997,12.699,0.000,0.785,0.000,3.358,0.000,0.000,0.000,0.000,0.000
4049,1427.156,16.750,22.884,4.665,6.017,12.690,0.000,0.783,0.000,3.394,0.000,0.000,0.000,0.000,0.000
4050,1427.520,10.380,22.930,4.651,6.037,12.680,0.000,0.782,0.000,3.431,0.000,0.000,0.000,0.000,0.000
4051,1427.883,24.713,22.976,4.636,6.057,12.671,0.000,0.781,0.000,3.467,0.000,0.000,0.000,0.000,0.000
4052,1428.246,19.898,23.022,4.622,6.077,12.662,0.000,0.779,0.000,3.504,0.000,0.000,0.000,0.000,0.000
4053,1428.610,23.232,23.069,4.607,6.097,12.653,0.000,0.778,0.000,3.540,0.000,0.000,0.000,0.000,0.000
4054,1428.973,23.084,23.116,4.592,6.118,12.644,0.000,0.777,0.000,3.577,0.000,0.000,0.000,0.000,0.000
4055,1429.336,27.714,23.163,4.578,6.139,12.636,0.000,0.776,0.000,3.613,0.000,0.000,0.000,0.000,0.000
4056,1429.700,27.085,23.211,4.563,6.160,12.627,0.000,0.775,0.000,3.649,0.000,0.000,0.000,0.000,0.000
4057,1430.063,37.084,23.259,4.548,6.182,12.618,0.000,0.773,0.000,3.686,0.000,0.000,0.000,0.000,0.000
4058,1430.426,18.232,23.307,4.534,6.203,12.610,0.000,0.772,0.000,3.722,0.000,0.000,0.000,0.000,0.000
4059,1430.790,14.863,23.355,4.519,6.225,12.601,0.000,0.771,0.000,3.758,0.000,0.000,0.000,0.000,0.000
4060,1431.153,17.604,23.404,4.505,6.247,12.593,0.000,0.771,0.000,3.793,0.000,0.000,0.000,0.000,0.000
4061,1431.516,18.752,23.452,4.490,6.269,12.584,0.000,0.770,0.000,3.829,0.000,0.000,0.000,0.000,0.000
4062,1431.879,17.936,23.501,4.475,6.292,12.576,0.000,0.769,0.000,3.865,0.000,0.000,0.000,0.000,0.000
4063,1432.243,19.899,23.550,4.461,6.315,12.567,0.000,0.768,0.000,3.900,0.000,0.000,0.000,0.000,0.000
4064,1432.606,24.603,23.599,4.446,6.338,12.559,0.000,0.767,0.000,3.935,0.000,0.000,0.000,0.000,0.000
4065,1432.969,24.788,23.648,4.431,6.361,12.550,0.000,0.767,0.000,3.971,0.000,0.000,0.000,0.000,0.000
4066,1433.333,10.974,23.697,4.417,6.384,12.542,0.000,0.766,0.000,4.005,0.000,0.000,0.000,0.000,0.000
4067,1433.696,33.974,23.746,4.402,6.407,12.533,0.000,0.765,0.000,4.040,0.000,0.000,0.000,0.000,0.000
4068,1434.059,18.566,23.794,4.387,6.431,12.524,0.000,0.765,0.000,4.075,0.000,0.000,0.000,0.000,0.000
4069,1434.423,8.789,23.843,4.373,6.455,12.515,0.000,0.764,0.000,4.109,0.000,0.000,0.000,0.000,0.000
4070,1434.786,18.121,23.892,4.358,6.478,12.507,0.000,0.764,0.000,4.143,0.000,0.000,0.000,0.000,0.000
4071,1435.149,28.864,23.940,4.344,6.502,12.498,0.000,0.763,0.000,4.177,0.000,0.000,0.000,0.000,0.000
4072,1435.512,33.492,23.989,4.329,6.527,12.489,0.000,0.763,0.000,4.210,0.000,0.000,0.000,0.000,0.000
4073,1435.876,40.861,24.037,4.314,6.551,12.480,0.000,0.763,0.000,4.244,0.000,0.000,0.000,0.000,0.000
4074,1436.239,32.344,24.086,4.300,6.575,12.471,0.000,0.763,0.000,4.277,0.000,0.000,0.000,0.000,0.000
4075,1436.602,7.603,24.134,4.285,6.600,12.462,0.000,0.762,0.000,4.309,0.000,0.000,0.000,0.000,0.000
4076,1436.965,24.345,24.182,4.270,6.625,12.453,0.000,0.762,0.000,4.342,0.000,0.000,0.000,0.000,0.000
4077,1437.329,31.418,24.229,4.256,6.649,12.444,0.000,0.762,0.000,4.374,0.000,0.000,0.000,0.000,0.000
4078,1437.692,12.048,24.277,4.241,6.674,12.435,0.000,0.762,0.000,4.406,0.000,0.000,0.000,0.000,0.000
4079,1438.055,16.271,24.324,4.227,6.699,12.426,0.000,0.762,0.000,4.437,0.000,0.000,0.000,0.000,0.000
4080,1438.419,30.456,24.371,4.212,6.724,12.416,0.000,0.762,0.000,4.468,0.000,0.000,0.000,0.000,0.000
4081,1438.782,28.530,24.418,4.197,6.749,12.407,0.000,0.762,0.000,4.499,0.000,0.000,0.000,0.000,0.000
4082,1439.145,19.826,24.465,4.183,6.775,12.398,0.000,0.763,0.000,4.529,0.000,0.000,0.000,0.000,0.000
4083,1439.508,25.826,24.511,4.168,6.800,12.389,0.000,0.763,0.000,4.560,0.000,0.000,0.000,0.000,0.000
4084,1439.872,27.381,24.557,4.153,6.826,12.379,0.000,0.763,0.000,4.589,0.000,0.000,0.000,0.000,0.000
4085,1440.235,29.307,24.603,4.139,6.851,12.370,0.000,0.763,0.000,4.618,0.000,0.000,0.000,0.000,0.000
4086,1440.598,18.308,24.649,4.124,6.877,12.361,0.000,0.764,0.000,4.647,0.000,0.000,0.000,0.000,0.000
4087,1440.961,15.011,24.694,4.109,6.902,12.351,0.000,0.764,0.000,4.676,0.000,0.000,0.000,0.000,0.000
4088,1441.325,20.344,24.739,4.095,6.928,12.342,0.000,0.765,0.000,4.704,0.000,0.000,0.000,0.000,0.000
4089,1441.688,20.234,24.783,4.080,6.954,12.332,0.000,0.765,0.000,4.731,0.000,0.000,0.000,0.000,0.000
4090,1442.051,19.234,24.827,4.066,6.980,12.323,0.000,0.766,0.000,4.758,0.000,0.000,0.000,0.000,0.000
4091,1442.414,19.899,24.871,4.051,7.006,12.313,0.000,0.767,0.000,4.785,0.000,0.000,0.000,0.000,0.000
4092,1442.777,16.197,24.915,4.036,7.032,12.304,0.000,0.768,0.000,4.811,0.000,0.000,0.000,0.000,0.000
4093,1443.141,17.011,24.958,4.022,7.058,12.295,0.000,0.768,0.000,4.837,0.000,0.000,0.000,0.000,0.000
4094,1443.504,28.233,25.001,4.007,7.084,12.285,0.000,0.769,0.000,4.862,0.000,0.000,0.000,0.000,0.000
4095,1443.867,20.233,25.043,3.992,7.110,12.276,0.000,0.770,0.000,4.887,0.000,0.000,0.000,0.000,0.000
4096,1444.230,15.307,25.085,3.978,7.137,12.266,0.000,0.771,0.000,4.911,0.000,0.000,0.000,0.000,0.000
4097,1444.594,17.678,25.126,3.963,7.163,12.257,0.000,0.772,0.000,4.935,0.000,0.000,0.000,0.000,0.000
4098,1444.957,24.567,25.168,3.949,7.189,12.247,0.000,0.774,0.000,4.958,0.000,0.000,0.000,0.000,0.000
4099,1445.320,22.901,25.208,3.934,7.215,12.238,0.000,0.775,0.000,4.981,0.000,0.000,0.000,0.000,0.000
4100,1445.683,11.604,25.249,3.919,7.242,12.228,0.000,0.776,0.000,5.003,0.000,0.000,0.000,0.000,0.000
4101,1446.047,36.640,25.289,3.905,7.268,12.219,0.000,0.777,0.000,5.024,0.000,0.000,0.000,0.000,0.000
4102,1446.410,31.641,25.328,3.890,7.295,12.209,0.000,0.779,0.000,5.045,0.000,0.000,0.000,0.000,0.000
4103,1446.773,30.085,25.367,3.875,7.321,12.200,0.000,0.780,0.000,5.066,0.000,0.000,0.000,0.000,0.000
4104,1447.136,26.234,25.406,3.861,7.348,12.191,0.000,0.782,0.000,5.085,0.000,0.000,0.000,0.000,0.000
4105,1447.499,19.197,25.444,3.846,7.374,12.181,0.000,0.783,0.000,5.105,0.000,0.000,0.000,0.000,0.000
4106,1447.863,0.000,25.481,3.831,7.401,12.172,0.000,0.785,0.000,5.123,0.000,0.000,0.000,0.000,0.000
4107,1448.226,38.900,25.519,3.817,7.428,12.163,0.000,0.787,0.000,5.141,0.000,0.000,0.000,0.000,0.000
4108,1448.589,19.159,25.555,3.802,7.454,12.154,0.000,0.789,0.000,5.159,0.000,0.000,0.000,0.000,0.000
4109,1448.952,32.345,25.592,3.788,7.481,12.144,0.000,0.791,0.000,5.176,0.000,0.000,0.000,0.000,0.000
4110,1449.315,13.086,25.628,3.773,7.508,12.135,0.000,0.793,0.000,5.192,0.000,0.000,0.000,0.000,0.000
4111,1449.679,28.864,25.663,3.758,7.535,12.126,0.000,0.795,0.000,5.207,0.000,0.000,0.000,0.000,0.000
4112,1450.042,20.863,25.698,3.744,7.562,12.117,0.000,0.797,0.000,5.222,0.000,0.000,0.000,0.000,0.000
4113,1450.405,19.900,25.732,3.729,7.589,12.108,0.000,0.799,0.000,5.237,0.000,0.000,0.000,0.000,0.000
4114,1450.768,22.271,25.766,3.714,7.616,12.098,0.000,0.801,0.000,5.250,0.000,0.000,0.000,0.000,0.000
4115,1451.131,15.382,25.800,3.700,7.643,12.089,0.000,0.804,0.000,5.263,0.000,0.000,0.000,0.000,0.000
4116,1451.495,12.752,25.833,3.685,7.671,12.080,0.000,0.806,0.000,5.276,0.000,0.000,0.000,0.000,0.000
4117,1451.858,21.270,25.866,3.671,7.698,12.071,0.000,0.809,0.000,5.287,0.000,0.000,0.000,0.000,0.000
4118,1452.221,30.530,25.898,3.656,7.726,12.062,0.000,0.811,0.000,5.298,0.000,0.000,0.000,0.000,0.000
4119,1452.584,7.197,25.930,3.641,7.754,12.053,0.000,0.814,0.000,5.309,0.000,0.000,0.000,0.000,0.000
4120,1452.947,30.493,25.961,3.627,7.782,12.044,0.000,0.817,0.000,5.318,0.000,0.000,0.000,0.000,0.000
4121,1453.310,33.419,25.992,3.612,7.810,12.035,0.000,0.820,0.000,5.327,0.000,0.000,0.000,0.000,0.000
4122,1453.674,20.827,26.021,3.597,7.838,12.025,0.000,0.823,0.000,5.336,0.000,0.000,0.000,0.000,0.000
4123,1454.037,15.640,26.051,3.583,7.866,12.016,0.000,0.826,0.000,5.343,0.000,0.000,0.000,0.000,0.000
4124,1454.400,20.604,26.079,3.568,7.894,12.006,0.000,0.829,0.000,5.350,0.000,0.000,0.000,0.000,0.000
4125,1454.763,20.382,26.107,3.553,7.922,11.996,0.000,0.832,0.000,5.357,0.000,0.000,0.000,0.000,0.000
4126,1455.126,28.160,26.133,3.539,7.949,11.987,0.000,0.835,0.000,5.362,0.000,0.000,0.000,0.000,0.000
4127,1455.489,13.493,26.159,3.524,7.977,11.976,0.000,0.838,0.000,5.367,0.000,0.000,0.000,0.000,0.000
4128,1455.853,19.234,26.184,3.510,8.005,11.966,0.000,0.842,0.000,5.371,0.000,0.000,0.000,0.000,0.000
4129,1456.216,8.123,26.209,3.495,8.033,11.956,0.000,0.845,0.000,5.375,0.000,0.000,0.000,0.000,0.000
4130,1456.579,30.012,26.232,3.480,8.060,11.946,0.000,0.849,0.000,5.377,0.000,0.000,0.000,0.000,0.000
4131,1456.942,30.085,26.255,3.466,8.087,11.936,0.000,0.853,0.000,5.379,0.000,0.000,0.000,0.000,0.000
4132,1457.305,33.419,26.277,3.451,8.114,11.925,0.000,0.856,0.000,5.381,0.000,0.000,0.000,0.000,0.000
4133,1457.668,29.790,26.298,3.436,8.141,11.915,0.000,0.860,0.000,5.381,0.000,0.000,0.000,0.000,0.000
4134,1458.032,49.233,26.318,3.422,8.168,11.905,0.000,0.864,0.000,5.381,0.000,0.000,0.000,0.000,0.000
4135,1458.395,35.381,26.338,3.407,8.195,11.894,0.000,0.868,0.000,5.381,0.000,0.000,0.000,0.000,0.000
4136,1458.758,18.901,26.356,3.393,8.221,11.884,0.000,0.872,0.000,5.379,0.000,0.000,0.000,0.000,0.000
4137,1459.121,20.493,26.374,3.378,8.247,11.873,0.000,0.876,0.000,5.377,0.000,0.000,0.000,0.000,0.000
4138,1459.484,26.345,26.391,3.363,8.273,11.863,0.000,0.881,0.000,5.374,0.000,0.000,0.000,0.000,0.000
4139,1459.847,25.679,26.407,3.349,8.299,11.852,0.000,0.885,0.000,5.370,0.000,0.000,0.000,0.000,0.000
4140,1460.210,28.679,26.423,3.334,8.325,11.842,0.000,0.890,0.000,5.366,0.000,0.000,0.000,0.000,0.000
4141,1460.574,28.381,26.437,3.319,8.351,11.831,0.000,0.894,0.000,5.361,0.000,0.000,0.000,0.000,0.000
4142,1460.937,28.456,26.451,3.305,8.376,11.821,0.000,0.899,0.000,5.355,0.000,0.000,0.000,0.000,0.000
4143,1461.300,44.641,26.464,3.290,8.402,11.810,0.000,0.904,0.000,5.349,0.000,0.000,0.000,0.000,0.000
4144,1461.663,20.271,26.477,3.275,8.427,11.799,0.000,0.909,0.000,5.342,0.000,0.000,0.000,0.000,0.000
4145,1462.026,14.420,26.488,3.261,8.452,11.789,0.000,0.914,0.000,5.334,0.000,0.000,0.000,0.000,0.000
4146,1462.389,20.012,26.499,3.246,8.476,11.778,0.000,0.919,0.000,5.326,0.000,0.000,0.000,0.000,0.000
4147,1462.752,22.197,26.509,3.232,8.501,11.768,0.000,0.924,0.000,5.316,0.000,0.000,0.000,0.000,0.000
4148,1463.115,20.234,26.518,3.217,8.525,11.757,0.000,0.929,0.000,5.307,0.000,0.000,0.000,0.000,0.000
4149,1463.479,16.457,26.526,3.202,8.549,11.747,0.000,0.935,0.000,5.296,0.000,0.000,0.000,0.000,0.000
4150,1463.842,29.085,26.534,3.188,8.572,11.737,0.000,0.940,0.000,5.285,0.000,0.000,0.000,0.000,0.000
4151,1464.205,28.493,26.541,3.173,8.596,11.727,0.000,0.946,0.000,5.273,0.000,0.000,0.000,0.000,0.000
4152,1464.568,34.197,26.547,3.158,8.619,11.716,0.000,0.952,0.000,5.260,0.000,0.000,0.000,0.000,0.000
4153,1464.931,39.492,26.553,3.144,8.641,11.706,0.000,0.958,0.000,5.247,0.000,0.000,0.000,0.000,0.000
4154,1465.294,30.123,26.557,3.129,8.664,11.697,0.000,0.964,0.000,5.233,0.000,0.000,0.000,0.000,0.000
4155,1465.657,41.640,26.562,3.115,8.686,11.687,0.000,0.970,0.000,5.219,0.000,0.000,0.000,0.000,0.000
4156,1466.020,23.197,26.565,3.100,8.708,11.677,0.000,0.976,0.000,5.204,0.000,0.000,0.000,0.000,0.000
4157,1466.383,23.974,26.567,3.085,8.730,11.667,0.000,0.983,0.000,5.188,0.000,0.000,0.000,0.000,0.000
4158,1466.746,21.345,26.569,3.071,8.751,11.658,0.000,0.989,0.000,5.171,0.000,0.000,0.000,0.000,0.000
4159,1467.110,13.122,26.569,3.056,8.772,11.648,0.000,0.996,0.000,5.154,0.000,0.000,0.000,0.000,0.000
4160,1467.473,27.382,26.569,3.041,8.792,11.638,0.000,1.002,0.000,5.136,0.000,0.000,0.000,0.000,0.000
4161,1467.836,32.085,26.568,3.027,8.812,11.628,0.000,1.009,0.000,5.118,0.000,0.000,0.000,0.000,0.000
4162,1468.199,32.826,26.565,3.012,8.832,11.618,0.000,1.016,0.000,5.099,0.000,0.000,0.000,0.000,0.000
4163,1468.562,35.641,26.562,2.997,8.851,11.608,0.000,1.023,0.000,5.080,0.000,0.000,0.000,0.000,0.000
4164,1468.925,29.863,26.558,2.983,8.869,11.598,0.000,1.031,0.000,5.060,0.000,0.000,0.000,0.000,0.000
4165,1469.288,23.603,26.552,2.968,8.888,11.588,0.000,1.038,0.000,5.039,0.000,0.000,0.000,0.000,0.000
4166,1469.651,25.863,26.546,2.954,8.906,11.578,0.000,1.046,0.000,5.017,0.000,0.000,0.000,0.000,0.000
4167,1470.014,28.196,26.539,2.939,8.923,11.567,0.000,1.053,0.000,4.996,0.000,0.000,0.000,0.000,0.000
4168,1470.377,27.492,26.531,2.924,8.940,11.557,0.000,1.061,0.000,4.973,0.000,0.000,0.000,0.000,0.000
4169,1470.740,33.899,26.522,2.910,8.957,11.546,0.000,1.069,0.000,4.950,0.000,0.000,0.000,0.000,0.000
4170,1471.103,18.974,26.512,2.895,8.973,11.536,0.000,1.077,0.000,4.927,0.000,0.000,0.000,0.000,0.000
4171,1471.466,31.010,26.502,2.880,8.988,11.525,0.000,1.085,0.000,4.903,0.000,0.000,0.000,0.000,0.000
4172,1471.829,21.530,26.490,2.866,9.004,11.515,0.000,1.094,0.000,4.878,0.000,0.000,0.000,0.000,0.000
4173,1472.193,32.084,26.477,2.851,9.019,11.504,0.000,1.102,0.000,4.853,0.000,0.000,0.000,0.000,0.000
4174,1472.556,27.196,26.464,2.837,9.033,11.493,0.000,1.110,0.000,4.827,0.000,0.000,0.000,0.000,0.000
4175,1472.919,28.344,26.449,2.822,9.047,11.483,0.000,1.119,0.000,4.801,0.000,0.000,0.000,0.000,0.000
4176,1473.282,18.048,26.434,2.807,9.060,11.472,0.000,1.127,0.000,4.774,0.000,0.000,0.000,0.000,0.000
4177,1473.645,30.417,26.418,2.793,9.074,11.461,0.000,1.136,0.000,4.747,0.000,0.000,0.000,0.000,0.000
4178,1474.008,24.492,26.401,2.778,9.086,11.450,0.000,1.145,0.000,4.720,0.000,0.000,0.000,0.000,0.000
4179,1474.371,27.937,26.383,2.763,9.098,11.440,0.000,1.154,0.000,4.692,0.000,0.000,0.000,0.000,0.000
4180,1474.734,18.306,26.365,2.749,9.110,11.429,0.000,1.162,0.000,4.663,0.000,0.000,0.000,0.000,0.000
4181,1475.097,30.639,26.345,2.734,9.122,11.418,0.000,1.171,0.000,4.634,0.000,0.000,0.000,0.000,0.000
4182,1475.460,5.381,26.325,2.719,9.132,11.407,0.000,1.180,0.000,4.605,0.000,0.000,0.000,0.000,0.000
4183,1475.823,18.566,26.304,2.705,9.143,11.396,0.000,1.189,0.000,4.575,0.000,0.000,0.000,0.000,0.000
