spectrum,peak_kev,fwhm_kev,winner,cand_name,cand_kev,cand_intensity_pct,cand_miss_kev,cand_miss_fwhm
AS80_K40,241.494,20.293,Pb-214,Eu-152,244.000,7.55,2.506,0.1235
AS80_K40,241.494,20.293,Pb-214,Np-239,277.000,14.505,35.506,1.7497
AS80_K40,295.347,13.706,Pb-214,Np-239,277.000,14.505,18.347,1.3386
AS80_K40,295.347,13.706,Pb-214,I-131,284.000,6.1207,11.347,0.8279
AS80_K40,295.347,13.706,Pb-214,Pb-214,295.000,18.4672,0.347,0.0253
AS80_K40,295.347,13.706,Pb-214,Lu-176,307.000,93.6,11.653,0.8503
AS80_K40,295.347,13.706,Pb-214,Np-239,315.000,1.6,19.653,1.4340
AS80_K40,349.110,26.387,Pb-214,Lu-176,307.000,93.6,42.110,1.5958
AS80_K40,349.110,26.387,Pb-214,Np-239,315.000,1.6,34.110,1.2927
AS80_K40,349.110,26.387,Pb-214,Ac-228,338.000,11.27,11.110,0.4210
AS80_K40,349.110,26.387,Pb-214,Eu-152,345.000,26.59,4.110,0.1558
AS80_K40,349.110,26.387,Pb-214,Pb-214,353.000,35.7166,3.890,0.1474
AS80_K40,349.110,26.387,Pb-214,Ba-133,358.000,62.05,8.890,0.3369
AS80_K40,349.110,26.387,Pb-214,I-131,364.000,81.5,14.890,0.5643
AS80_K40,349.110,26.387,Pb-214,Pu-239,375.000,0.0016,25.890,0.9812
AS80_K40,349.110,26.387,Pb-214,Pu-241,400.000,0,50.890,1.9286
AS80_K40,349.110,26.387,Pb-214,Ac-228,328.000,2.95,21.110,0.8000
AS80_K40,504.826,21.994,Tl-208,Ac-228,463.000,4.4,41.826,1.9017
AS80_K40,504.826,21.994,Tl-208,Tl-208,510.000,8.1224,5.174,0.2352
AS80_K40,504.826,21.994,Tl-208,Annihilation,511.000,0,6.174,0.2807
AS80_K40,594.036,47.180,Tl-208,Tl-208,510.000,8.1224,84.036,1.7812
AS80_K40,594.036,47.180,Tl-208,Annihilation,511.000,0,83.036,1.7600
AS80_K40,594.036,47.180,Tl-208,Tl-208,583.000,30.549,11.036,0.2339
AS80_K40,594.036,47.180,Tl-208,Bi-214,609.000,45.44,14.964,0.3172
AS80_K40,594.036,47.180,Tl-208,Ag-108m,614.000,89.8,19.964,0.4232
AS80_K40,594.036,47.180,Tl-208,I-131,636.000,7.1557,41.964,0.8895
AS80_K40,594.036,47.180,Tl-208,Cs-137,662.000,85.1,67.964,1.4405
AS80_K40,765.427,47.509,,I-131,722.000,1.7686,43.427,0.9141
AS80_K40,765.427,47.509,,Bi-212,727.330,6.67,38.097,0.8019
AS80_K40,765.427,47.509,,Ac-228,726.863,0.62,38.564,0.8117
AS80_K40,765.427,47.509,,Pa-234m,766.000,0.317,0.573,0.0121
AS80_K40,765.427,47.509,,Eu-152,780.000,12.93,14.573,0.3067
AS80_K40,765.427,47.509,,Ac-228,794.000,4.25,28.573,0.6014
AS80_K40,765.427,47.509,,Cs-134,798.000,85.46,32.573,0.6856
AS80_K40,765.427,47.509,,Ac-228,835.000,1.61,69.573,1.4644
AS80_K40,765.427,47.509,,Bi-214,768.360,4.89,2.933,0.0617
AS80_K40,939.519,95.398,Ac-228,Pa-234m,766.000,0.317,173.519,1.8189
AS80_K40,939.519,95.398,Ac-228,Eu-152,780.000,12.93,159.519,1.6722
AS80_K40,939.519,95.398,Ac-228,Ac-228,794.000,4.25,145.519,1.5254
AS80_K40,939.519,95.398,Ac-228,Cs-134,798.000,85.46,141.519,1.4835
AS80_K40,939.519,95.398,Ac-228,Ac-228,835.000,1.61,104.519,1.0956
AS80_K40,939.519,95.398,Ac-228,Ac-228,911.000,25.8,28.519,0.2990
AS80_K40,939.519,95.398,Ac-228,Ac-228,964.000,4.99,24.481,0.2566
AS80_K40,939.519,95.398,Ac-228,Ac-228,968.000,15.8,28.481,0.2985
AS80_K40,939.519,95.398,Ac-228,Pa-234m,1001.000,0.842,61.481,0.6445
AS80_K40,939.519,95.398,Ac-228,Eu-152,1111.000,13.67,171.481,1.7975
AS80_K40,939.519,95.398,Ac-228,Bi-214,1120.000,14.9,180.481,1.8919
AS80_K40,939.519,95.398,Ac-228,Bi-214,768.360,4.89,171.159,1.7942
AS80_K40,1117.786,92.361,Bi-214,Ac-228,964.000,4.99,153.786,1.6651
AS80_K40,1117.786,92.361,Bi-214,Ac-228,968.000,15.8,149.786,1.6218
AS80_K40,1117.786,92.361,Bi-214,Pa-234m,1001.000,0.842,116.786,1.2645
AS80_K40,1117.786,92.361,Bi-214,Eu-152,1111.000,13.67,6.786,0.0735
AS80_K40,1117.786,92.361,Bi-214,Bi-214,1120.000,14.9,2.214,0.0240
AS80_K40,1117.786,92.361,Bi-214,Co-60,1173.000,99.85,55.214,0.5978
AS80_K40,1117.786,92.361,Bi-214,Bi-214,1238.000,5.83,120.214,1.3016
AS80_K40,1483.641,105.927,K-40,Co-60,1332.000,99.9826,151.641,1.4316
AS80_K40,1483.641,105.927,K-40,Bi-214,1377.000,3.985,106.641,1.0067
AS80_K40,1483.641,105.927,K-40,K-40,1460.000,10.66,23.641,0.2232
AS80_K40,1483.641,105.927,K-40,Ac-228,1588.000,3.22,104.359,0.9852
AS80_K40,1805.829,114.233,Bi-214,Ac-228,1588.000,3.22,217.829,1.9069
AS80_K40,1805.829,114.233,Bi-214,Bi-214,1764.000,15.29,41.829,0.3662
AS80_K40,2231.948,182.071,Bi-214,Tl-208 SE,2103.000,0,128.948,0.7082
AS80_K40,2231.948,182.071,Bi-214,Bi-214,2204.000,4.92,27.948,0.1535
AS80_K40,2231.948,182.071,Bi-214,Bi-214,2447.000,1.545,215.052,1.1811
AS80_K40,2614.120,97.086,Tl-208,Bi-214,2447.000,1.545,167.120,1.7214
AS80_K40,2614.120,97.086,Tl-208,Tl-208,2614.000,35.8516,0.120,0.0012
AS80_Lu176,52.123,9.899,,Pb-210,46.539,4.25,5.584,0.5641
AS80_Lu176,52.123,9.899,,Am-241,59.541,35.9,7.418,0.7493
AS80_Lu176,52.123,9.899,,W x-ray,59.318,100,7.195,0.7268
AS80_Lu176,52.123,9.899,,W x-ray,57.981,57.6,5.858,0.5917
AS80_Lu176,52.123,9.899,,W x-ray,67.244,22,15.121,1.5275
AS80_Lu176,52.123,9.899,,W x-ray,69.067,8,16.944,1.7116
AS80_Lu176,86.819,12.368,Pb x-ray,Am-243,74.660,67.2,12.159,0.9831
AS80_Lu176,86.819,12.368,Pb x-ray,Np-239,106.000,25.34,19.181,1.5509
AS80_Lu176,86.819,12.368,Pb x-ray,Pb x-ray,74.969,100,11.850,0.9581
AS80_Lu176,86.819,12.368,Pb x-ray,Pb x-ray,72.804,59.5,14.015,1.1332
AS80_Lu176,86.819,12.368,Pb x-ray,Pb x-ray,84.936,23,1.883,0.1522
AS80_Lu176,86.819,12.368,Pb x-ray,Pb x-ray,87.300,8,0.481,0.0389
AS80_Lu176,86.819,12.368,Pb x-ray,W x-ray,67.244,22,19.575,1.5827
AS80_Lu176,86.819,12.368,Pb x-ray,W x-ray,69.067,8,17.752,1.4353
AS80_Lu176,200.486,21.083,Lu-176,Ra-226,186.211,3.64,14.275,0.6771
AS80_Lu176,200.486,21.083,Lu-176,Lu-176,202.000,77.9688,1.514,0.0718
AS80_Lu176,200.486,21.083,Lu-176,U-237,208.005,21.2,7.519,0.3566
AS80_Lu176,200.486,21.083,Lu-176,Ac-228,211.000,3.89,10.514,0.4987
AS80_Lu176,200.486,21.083,Lu-176,Np-239,228.000,10.73,27.514,1.3050
AS80_Lu176,200.486,21.083,Lu-176,Pb-212,238.000,43.6,37.514,1.7794
AS80_Lu176,200.486,21.083,Lu-176,Pb-214,241.000,7.2615,40.514,1.9216
AS80_Lu176,200.486,21.083,Lu-176,U-235,185.715,57,14.771,0.7006
AS80_Lu176,304.486,29.133,Lu-176,Np-239,277.000,14.505,27.486,0.9435
AS80_Lu176,304.486,29.133,Lu-176,I-131,284.000,6.1207,20.486,0.7032
AS80_Lu176,304.486,29.133,Lu-176,Pb-214,295.000,18.4672,9.486,0.3256
AS80_Lu176,304.486,29.133,Lu-176,Lu-176,307.000,93.6,2.514,0.0863
AS80_Lu176,304.486,29.133,Lu-176,Np-239,315.000,1.6,10.514,0.3609
AS80_Lu176,304.486,29.133,Lu-176,Ac-228,338.000,11.27,33.514,1.1504
AS80_Lu176,304.486,29.133,Lu-176,Eu-152,345.000,26.59,40.514,1.3906
AS80_Lu176,304.486,29.133,Lu-176,Pb-214,353.000,35.7166,48.514,1.6652
AS80_Lu176,304.486,29.133,Lu-176,Ba-133,358.000,62.05,53.514,1.8369
AS80_Lu176,304.486,29.133,Lu-176,Ac-228,328.000,2.95,23.514,0.8071
AS80_Lu176,519.436,36.616,Annihilation,Ac-228,463.000,4.4,56.436,1.5413
AS80_Lu176,519.436,36.616,Annihilation,Tl-208,510.000,8.1224,9.436,0.2577
AS80_Lu176,519.436,36.616,Annihilation,Annihilation,511.000,0,8.436,0.2304
AS80_Lu176,519.436,36.616,Annihilation,Tl-208,583.000,30.549,63.564,1.7360
AS80_Lu176,598.126,37.352,Bi-214,Tl-208,583.000,30.549,15.126,0.4050
AS80_Lu176,598.126,37.352,Bi-214,Bi-214,609.000,45.44,10.874,0.2911
AS80_Lu176,598.126,37.352,Bi-214,Ag-108m,614.000,89.8,15.874,0.4250
AS80_Lu176,598.126,37.352,Bi-214,I-131,636.000,7.1557,37.874,1.0140
AS80_Lu176,598.126,37.352,Bi-214,Cs-137,662.000,85.1,63.874,1.7100
AS80_Lu176,901.945,54.908,Ac-228,Ac-228,794.000,4.25,107.945,1.9659
AS80_Lu176,901.945,54.908,Ac-228,Cs-134,798.000,85.46,103.945,1.8931
AS80_Lu176,901.945,54.908,Ac-228,Ac-228,835.000,1.61,66.945,1.2192
AS80_Lu176,901.945,54.908,Ac-228,Ac-228,911.000,25.8,9.055,0.1649
AS80_Lu176,901.945,54.908,Ac-228,Ac-228,964.000,4.99,62.055,1.1302
AS80_Lu176,901.945,54.908,Ac-228,Ac-228,968.000,15.8,66.055,1.2030
AS80_Lu176,901.945,54.908,Ac-228,Pa-234m,1001.000,0.842,99.055,1.8040
AS80_Lu176,1108.092,73.630,Eu-152,Ac-228,964.000,4.99,144.092,1.9570
AS80_Lu176,1108.092,73.630,Eu-152,Ac-228,968.000,15.8,140.092,1.9027
AS80_Lu176,1108.092,73.630,Eu-152,Pa-234m,1001.000,0.842,107.092,1.4545
AS80_Lu176,1108.092,73.630,Eu-152,Eu-152,1111.000,13.67,2.908,0.0395
AS80_Lu176,1108.092,73.630,Eu-152,Bi-214,1120.000,14.9,11.908,0.1617
AS80_Lu176,1108.092,73.630,Eu-152,Co-60,1173.000,99.85,64.908,0.8815
AS80_Lu176,1108.092,73.630,Eu-152,Bi-214,1238.000,5.83,129.908,1.7643
AS80_Lu176,1454.857,82.996,K-40,Co-60,1332.000,99.9826,122.857,1.4803
AS80_Lu176,1454.857,82.996,K-40,Bi-214,1377.000,3.985,77.857,0.9381
AS80_Lu176,1454.857,82.996,K-40,K-40,1460.000,10.66,5.143,0.0620
AS80_Lu176,1454.857,82.996,K-40,Ac-228,1588.000,3.22,133.143,1.6042
AS80_Lu176,1772.757,91.046,Bi-214,Bi-214,1764.000,15.29,8.757,0.0962
AS80_Lu176,2686.554,129.733,Tl-208,Bi-214,2447.000,1.545,239.554,1.8465
AS80_Lu176,2686.554,129.733,Tl-208,Tl-208,2614.000,35.8516,72.554,0.5593
AS80_Onyx,75.057,12.197,Pb x-ray,Am-241,59.541,35.9,15.516,1.2722
AS80_Onyx,75.057,12.197,Pb x-ray,Am-243,74.660,67.2,0.397,0.0326
AS80_Onyx,75.057,12.197,Pb x-ray,Pb x-ray,74.969,100,0.088,0.0072
AS80_Onyx,75.057,12.197,Pb x-ray,Pb x-ray,72.804,59.5,2.253,0.1847
AS80_Onyx,75.057,12.197,Pb x-ray,Pb x-ray,84.936,23,9.879,0.8100
AS80_Onyx,75.057,12.197,Pb x-ray,Pb x-ray,87.300,8,12.243,1.0038
AS80_Onyx,75.057,12.197,Pb x-ray,W x-ray,59.318,100,15.739,1.2905
AS80_Onyx,75.057,12.197,Pb x-ray,W x-ray,57.981,57.6,17.076,1.4001
AS80_Onyx,75.057,12.197,Pb x-ray,W x-ray,67.244,22,7.813,0.6406
AS80_Onyx,75.057,12.197,Pb x-ray,W x-ray,69.067,8,5.990,0.4911
AS80_Onyx,89.093,14.603,Pb x-ray,Am-243,74.660,67.2,14.433,0.9884
AS80_Onyx,89.093,14.603,Pb x-ray,Np-239,106.000,25.34,16.907,1.1577
AS80_Onyx,89.093,14.603,Pb x-ray,Th-234,112.810,0.21,23.717,1.6241
AS80_Onyx,89.093,14.603,Pb x-ray,Pb x-ray,74.969,100,14.124,0.9672
AS80_Onyx,89.093,14.603,Pb x-ray,Pb x-ray,72.804,59.5,16.289,1.1155
AS80_Onyx,89.093,14.603,Pb x-ray,Pb x-ray,84.936,23,4.157,0.2847
AS80_Onyx,89.093,14.603,Pb x-ray,Pb x-ray,87.300,8,1.793,0.1228
AS80_Onyx,89.093,14.603,Pb x-ray,W x-ray,67.244,22,21.849,1.4962
AS80_Onyx,89.093,14.603,Pb x-ray,W x-ray,69.067,8,20.026,1.3714
AS80_Onyx,107.126,14.663,Np-239,Np-239,106.000,25.34,1.126,0.0768
AS80_Onyx,107.126,14.663,Np-239,Th-234,112.810,0.21,5.684,0.3877
AS80_Onyx,107.126,14.663,Np-239,Eu-152,125.000,28.53,17.874,1.2190
AS80_Onyx,107.126,14.663,Np-239,Pb x-ray,84.936,23,22.190,1.5133
AS80_Onyx,107.126,14.663,Np-239,Pb x-ray,87.300,8,19.826,1.3521
AS80_Onyx,107.126,14.663,Np-239,Ac-228,129.065,2.42,21.939,1.4962
AS80_Onyx,121.793,16.417,Eu-152,Np-239,106.000,25.34,15.793,0.9620
AS80_Onyx,121.793,16.417,Eu-152,Th-234,112.810,0.21,8.983,0.5472
AS80_Onyx,121.793,16.417,Eu-152,Eu-152,125.000,28.53,3.207,0.1953
AS80_Onyx,121.793,16.417,Eu-152,U-235,145.000,10.96,23.207,1.4135
AS80_Onyx,121.793,16.417,Eu-152,Pu-238,152.000,0.0009,30.207,1.8399
AS80_Onyx,121.793,16.417,Eu-152,Ac-228,129.065,2.42,7.272,0.4429
AS80_Onyx,234.514,19.517,Pb-212,Lu-176,202.000,77.9688,32.514,1.6660
AS80_Onyx,234.514,19.517,Pb-212,U-237,208.005,21.2,26.509,1.3583
AS80_Onyx,234.514,19.517,Pb-212,Ac-228,211.000,3.89,23.514,1.2048
AS80_Onyx,234.514,19.517,Pb-212,Np-239,228.000,10.73,6.514,0.3338
AS80_Onyx,234.514,19.517,Pb-212,Pb-212,238.000,43.6,3.486,0.1786
AS80_Onyx,234.514,19.517,Pb-212,Pb-214,241.000,7.2615,6.486,0.3323
AS80_Onyx,234.514,19.517,Pb-212,Eu-152,244.000,7.55,9.486,0.4860
AS80_Onyx,291.848,16.744,Pb-214,Np-239,277.000,14.505,14.848,0.8867
AS80_Onyx,291.848,16.744,Pb-214,I-131,284.000,6.1207,7.848,0.4687
AS80_Onyx,291.848,16.744,Pb-214,Pb-214,295.000,18.4672,3.152,0.1883
AS80_Onyx,291.848,16.744,Pb-214,Lu-176,307.000,93.6,15.152,0.9049
AS80_Onyx,291.848,16.744,Pb-214,Np-239,315.000,1.6,23.152,1.3827
AS80_Onyx,346.793,27.362,Eu-152,Pb-214,295.000,18.4672,51.793,1.8929
AS80_Onyx,346.793,27.362,Eu-152,Lu-176,307.000,93.6,39.793,1.4543
AS80_Onyx,346.793,27.362,Eu-152,Np-239,315.000,1.6,31.793,1.1619
AS80_Onyx,346.793,27.362,Eu-152,Ac-228,338.000,11.27,8.793,0.3213
AS80_Onyx,346.793,27.362,Eu-152,Eu-152,345.000,26.59,1.793,0.0655
AS80_Onyx,346.793,27.362,Eu-152,Pb-214,353.000,35.7166,6.207,0.2269
AS80_Onyx,346.793,27.362,Eu-152,Ba-133,358.000,62.05,11.207,0.4096
AS80_Onyx,346.793,27.362,Eu-152,I-131,364.000,81.5,17.207,0.6289
AS80_Onyx,346.793,27.362,Eu-152,Pu-239,375.000,0.0016,28.207,1.0309
AS80_Onyx,346.793,27.362,Eu-152,Pu-241,400.000,0,53.207,1.9446
AS80_Onyx,346.793,27.362,Eu-152,Ac-228,328.000,2.95,18.793,0.6868
AS80_Onyx,501.026,24.038,Tl-208,Ac-228,463.000,4.4,38.026,1.5819
AS80_Onyx,501.026,24.038,Tl-208,Tl-208,510.000,8.1224,8.974,0.3733
AS80_Onyx,501.026,24.038,Tl-208,Annihilation,511.000,0,9.974,0.4149
AS80_Onyx,594.511,46.359,Tl-208,Tl-208,510.000,8.1224,84.511,1.8230
AS80_Onyx,594.511,46.359,Tl-208,Annihilation,511.000,0,83.511,1.8014
AS80_Onyx,594.511,46.359,Tl-208,Tl-208,583.000,30.549,11.511,0.2483
AS80_Onyx,594.511,46.359,Tl-208,Bi-214,609.000,45.44,14.489,0.3125
AS80_Onyx,594.511,46.359,Tl-208,Ag-108m,614.000,89.8,19.489,0.4204
AS80_Onyx,594.511,46.359,Tl-208,I-131,636.000,7.1557,41.489,0.8950
AS80_Onyx,594.511,46.359,Tl-208,Cs-137,662.000,85.1,67.489,1.4558
AS80_Onyx,763.433,45.415,,I-131,722.000,1.7686,41.433,0.9123
AS80_Onyx,763.433,45.415,,Bi-212,727.330,6.67,36.103,0.7950
AS80_Onyx,763.433,45.415,,Ac-228,726.863,0.62,36.570,0.8052
AS80_Onyx,763.433,45.415,,Pa-234m,766.000,0.317,2.567,0.0565
AS80_Onyx,763.433,45.415,,Eu-152,780.000,12.93,16.567,0.3648
AS80_Onyx,763.433,45.415,,Ac-228,794.000,4.25,30.567,0.6731
AS80_Onyx,763.433,45.415,,Cs-134,798.000,85.46,34.567,0.7611
AS80_Onyx,763.433,45.415,,Ac-228,835.000,1.61,71.567,1.5758
AS80_Onyx,763.433,45.415,,Bi-214,768.360,4.89,4.927,0.1085
AS80_Onyx,909.490,78.076,Ac-228,Pa-234m,766.000,0.317,143.490,1.8378
AS80_Onyx,909.490,78.076,Ac-228,Eu-152,780.000,12.93,129.490,1.6585
AS80_Onyx,909.490,78.076,Ac-228,Ac-228,794.000,4.25,115.490,1.4792
AS80_Onyx,909.490,78.076,Ac-228,Cs-134,798.000,85.46,111.490,1.4280
AS80_Onyx,909.490,78.076,Ac-228,Ac-228,835.000,1.61,74.490,0.9541
AS80_Onyx,909.490,78.076,Ac-228,Ac-228,911.000,25.8,1.510,0.0193
AS80_Onyx,909.490,78.076,Ac-228,Ac-228,964.000,4.99,54.510,0.6982
AS80_Onyx,909.490,78.076,Ac-228,Ac-228,968.000,15.8,58.510,0.7494
AS80_Onyx,909.490,78.076,Ac-228,Pa-234m,1001.000,0.842,91.510,1.1721
AS80_Onyx,909.490,78.076,Ac-228,Bi-214,768.360,4.89,141.130,1.8076
AS80_Onyx,1109.364,75.634,Eu-152,Ac-228,964.000,4.99,145.364,1.9219
AS80_Onyx,1109.364,75.634,Eu-152,Ac-228,968.000,15.8,141.364,1.8690
AS80_Onyx,1109.364,75.634,Eu-152,Pa-234m,1001.000,0.842,108.364,1.4327
AS80_Onyx,1109.364,75.634,Eu-152,Eu-152,1111.000,13.67,1.636,0.0216
AS80_Onyx,1109.364,75.634,Eu-152,Bi-214,1120.000,14.9,10.636,0.1406
AS80_Onyx,1109.364,75.634,Eu-152,Co-60,1173.000,99.85,63.636,0.8414
AS80_Onyx,1109.364,75.634,Eu-152,Bi-214,1238.000,5.83,128.636,1.7008
AS80_Onyx,1470.309,101.664,K-40,Co-60,1332.000,99.9826,138.309,1.3605
AS80_Onyx,1470.309,101.664,K-40,Bi-214,1377.000,3.985,93.309,0.9178
AS80_Onyx,1470.309,101.664,K-40,K-40,1460.000,10.66,10.309,0.1014
AS80_Onyx,1470.309,101.664,K-40,Ac-228,1588.000,3.22,117.691,1.1577
AS80_Onyx,1808.027,111.178,Bi-214,Ac-228,1588.000,3.22,220.027,1.9790
AS80_Onyx,1808.027,111.178,Bi-214,Bi-214,1764.000,15.29,44.027,0.3960
AS80_Onyx,2233.275,188.528,Bi-214,Tl-208 SE,2103.000,0,130.275,0.6910
AS80_Onyx,2233.275,188.528,Bi-214,Bi-214,2204.000,4.92,29.275,0.1553
AS80_Onyx,2233.275,188.528,Bi-214,Bi-214,2447.000,1.545,213.725,1.1337
AS80_Onyx,2625.190,95.876,Tl-208,Bi-214,2447.000,1.545,178.190,1.8586
AS80_Onyx,2625.190,95.876,Tl-208,Tl-208,2614.000,35.8516,11.190,0.1167
AS80_Th232Medal,39.343,6.970,,Am-241,26.345,2.27,12.998,1.8648
AS80_Th232Medal,39.343,6.970,,Pb-210,46.539,4.25,7.196,1.0325
AS80_Th232Medal,73.001,9.490,Pb x-ray,Am-241,59.541,35.9,13.460,1.4183
AS80_Th232Medal,73.001,9.490,Pb x-ray,Am-243,74.660,67.2,1.659,0.1748
AS80_Th232Medal,73.001,9.490,Pb x-ray,Pb x-ray,74.969,100,1.968,0.2073
AS80_Th232Medal,73.001,9.490,Pb x-ray,Pb x-ray,72.804,59.5,0.197,0.0208
AS80_Th232Medal,73.001,9.490,Pb x-ray,Pb x-ray,84.936,23,11.935,1.2576
AS80_Th232Medal,73.001,9.490,Pb x-ray,Pb x-ray,87.300,8,14.299,1.5067
AS80_Th232Medal,73.001,9.490,Pb x-ray,W x-ray,59.318,100,13.683,1.4418
AS80_Th232Medal,73.001,9.490,Pb x-ray,W x-ray,57.981,57.6,15.020,1.5827
AS80_Th232Medal,73.001,9.490,Pb x-ray,W x-ray,67.244,22,5.757,0.6067
AS80_Th232Medal,73.001,9.490,Pb x-ray,W x-ray,69.067,8,3.934,0.4146
AS80_Th232Medal,86.691,8.292,Pb x-ray,Am-243,74.660,67.2,12.031,1.4510
AS80_Th232Medal,86.691,8.292,Pb x-ray,Pb x-ray,74.969,100,11.722,1.4137
AS80_Th232Medal,86.691,8.292,Pb x-ray,Pb x-ray,72.804,59.5,13.887,1.6748
AS80_Th232Medal,86.691,8.292,Pb x-ray,Pb x-ray,84.936,23,1.755,0.2117
AS80_Th232Medal,86.691,8.292,Pb x-ray,Pb x-ray,87.300,8,0.609,0.0734
AS80_Th232Medal,129.016,11.900,Ac-228,Np-239,106.000,25.34,23.016,1.9342
AS80_Th232Medal,129.016,11.900,Ac-228,Th-234,112.810,0.21,16.206,1.3619
AS80_Th232Medal,129.016,11.900,Ac-228,Eu-152,125.000,28.53,4.016,0.3375
AS80_Th232Medal,129.016,11.900,Ac-228,U-235,145.000,10.96,15.984,1.3432
AS80_Th232Medal,129.016,11.900,Ac-228,Pu-238,152.000,0.0009,22.984,1.9315
AS80_Th232Medal,129.016,11.900,Ac-228,Ac-228,129.065,2.42,0.049,0.0041
AS80_Th232Medal,151.541,9.960,U-235,U-235,145.000,10.96,6.541,0.6567
AS80_Th232Medal,151.541,9.960,U-235,Pu-238,152.000,0.0009,0.459,0.0461
AS80_Th232Medal,239.327,21.695,Pb-212,Lu-176,202.000,77.9688,37.327,1.7205
AS80_Th232Medal,239.327,21.695,Pb-212,U-237,208.005,21.2,31.322,1.4437
AS80_Th232Medal,239.327,21.695,Pb-212,Ac-228,211.000,3.89,28.327,1.3057
AS80_Th232Medal,239.327,21.695,Pb-212,Np-239,228.000,10.73,11.327,0.5221
AS80_Th232Medal,239.327,21.695,Pb-212,Pb-212,238.000,43.6,1.327,0.0612
AS80_Th232Medal,239.327,21.695,Pb-212,Pb-214,241.000,7.2615,1.673,0.0771
AS80_Th232Medal,239.327,21.695,Pb-212,Eu-152,244.000,7.55,4.673,0.2154
AS80_Th232Medal,239.327,21.695,Pb-212,Np-239,277.000,14.505,37.673,1.7364
AS80_Th232Medal,291.681,12.610,Pb-214,Np-239,277.000,14.505,14.681,1.1643
AS80_Th232Medal,291.681,12.610,Pb-214,I-131,284.000,6.1207,7.681,0.6092
AS80_Th232Medal,291.681,12.610,Pb-214,Pb-214,295.000,18.4672,3.319,0.2632
AS80_Th232Medal,291.681,12.610,Pb-214,Lu-176,307.000,93.6,15.319,1.2148
AS80_Th232Medal,291.681,12.610,Pb-214,Np-239,315.000,1.6,23.319,1.8492
AS80_Th232Medal,341.983,29.281,Eu-152,I-131,284.000,6.1207,57.983,1.9802
AS80_Th232Medal,341.983,29.281,Eu-152,Pb-214,295.000,18.4672,46.983,1.6045
AS80_Th232Medal,341.983,29.281,Eu-152,Lu-176,307.000,93.6,34.983,1.1947
AS80_Th232Medal,341.983,29.281,Eu-152,Np-239,315.000,1.6,26.983,0.9215
AS80_Th232Medal,341.983,29.281,Eu-152,Ac-228,338.000,11.27,3.983,0.1360
AS80_Th232Medal,341.983,29.281,Eu-152,Eu-152,345.000,26.59,3.017,0.1030
AS80_Th232Medal,341.983,29.281,Eu-152,Pb-214,353.000,35.7166,11.017,0.3763
AS80_Th232Medal,341.983,29.281,Eu-152,Ba-133,358.000,62.05,16.017,0.5470
AS80_Th232Medal,341.983,29.281,Eu-152,I-131,364.000,81.5,22.017,0.7519
AS80_Th232Medal,341.983,29.281,Eu-152,Pu-239,375.000,0.0016,33.017,1.1276
AS80_Th232Medal,341.983,29.281,Eu-152,Pu-241,400.000,0,58.017,1.9814
AS80_Th232Medal,341.983,29.281,Eu-152,Ac-228,328.000,2.95,13.983,0.4775
AS80_Th232Medal,458.797,22.536,Ac-228,Ag-108m,433.000,90.5,25.797,1.1447
AS80_Th232Medal,458.797,22.536,Ac-228,Ac-228,463.000,4.4,4.203,0.1865
AS80_Th232Medal,507.184,21.785,Tl-208,Tl-208,510.000,8.1224,2.816,0.1293
AS80_Th232Medal,507.184,21.785,Tl-208,Annihilation,511.000,0,3.816,0.1752
AS80_Th232Medal,582.220,45.118,Tl-208,Tl-208,510.000,8.1224,72.220,1.6007
AS80_Th232Medal,582.220,45.118,Tl-208,Annihilation,511.000,0,71.220,1.5785
AS80_Th232Medal,582.220,45.118,Tl-208,Tl-208,583.000,30.549,0.780,0.0173
AS80_Th232Medal,582.220,45.118,Tl-208,Bi-214,609.000,45.44,26.780,0.5935
AS80_Th232Medal,582.220,45.118,Tl-208,Ag-108m,614.000,89.8,31.780,0.7044
AS80_Th232Medal,582.220,45.118,Tl-208,I-131,636.000,7.1557,53.780,1.1920
AS80_Th232Medal,582.220,45.118,Tl-208,Cs-137,662.000,85.1,79.780,1.7682
AS80_Th232Medal,721.539,45.769,,I-131,636.000,7.1557,85.539,1.8689
AS80_Th232Medal,721.539,45.769,,Cs-137,662.000,85.1,59.539,1.3009
AS80_Th232Medal,721.539,45.769,,I-131,722.000,1.7686,0.461,0.0101
AS80_Th232Medal,721.539,45.769,,Bi-212,727.330,6.67,5.791,0.1265
AS80_Th232Medal,721.539,45.769,,Ac-228,726.863,0.62,5.324,0.1163
AS80_Th232Medal,721.539,45.769,,Pa-234m,766.000,0.317,44.461,0.9714
AS80_Th232Medal,721.539,45.769,,Eu-152,780.000,12.93,58.461,1.2773
AS80_Th232Medal,721.539,45.769,,Ac-228,794.000,4.25,72.461,1.5832
AS80_Th232Medal,721.539,45.769,,Cs-134,798.000,85.46,76.461,1.6706
AS80_Th232Medal,721.539,45.769,,Bi-214,768.360,4.89,46.821,1.0230
AS80_Th232Medal,906.772,68.122,Ac-228,Eu-152,780.000,12.93,126.772,1.8610
AS80_Th232Medal,906.772,68.122,Ac-228,Ac-228,794.000,4.25,112.772,1.6554
AS80_Th232Medal,906.772,68.122,Ac-228,Cs-134,798.000,85.46,108.772,1.5967
AS80_Th232Medal,906.772,68.122,Ac-228,Ac-228,835.000,1.61,71.772,1.0536
