spectrum,peak_kev,fwhm_kev,winner,cand_name,cand_kev,cand_intensity_pct,cand_miss_kev,cand_miss_fwhm
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,Ba-133,358.000,62.05,6.257,0.2067
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,I-131,364.000,81.5,12.257,0.4049
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,Pu-239,375.000,0.0016,23.257,0.7683
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,Pu-241,400.000,0,48.257,1.5942
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,Ac-228,409.000,1.92,57.257,1.8915
G1S16_Ra226_Mar_2,351.743,30.270,Pb-214,Ac-228,328.000,2.95,23.743,0.7844
G1S16_Ra226_Mar_2,613.136,44.053,Ag-108m,Tl-208,583.000,30.549,30.136,0.6841
G1S16_Ra226_Mar_2,613.136,44.053,Ag-108m,Bi-214,609.000,45.44,4.136,0.0939
G1S16_Ra226_Mar_2,613.136,44.053,Ag-108m,Ag-108m,614.000,89.8,0.864,0.0196
G1S16_Ra226_Mar_2,613.136,44.053,Ag-108m,I-131,636.000,7.1557,22.864,0.5190
G1S16_Ra226_Mar_2,613.136,44.053,Ag-108m,Cs-137,662.000,85.1,48.864,1.1092
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,I-131,722.000,1.7686,56.384,1.1214
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Bi-212,727.330,6.67,51.054,1.0154
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Ac-228,726.863,0.62,51.521,1.0247
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Pa-234m,766.000,0.317,12.384,0.2463
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Eu-152,780.000,12.93,1.616,0.0321
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Ac-228,794.000,4.25,15.616,0.3106
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Cs-134,798.000,85.46,19.616,0.3901
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Ac-228,835.000,1.61,56.616,1.1260
G1S16_Ra226_Mar_2,778.384,50.281,Eu-152,Bi-214,768.360,4.89,10.024,0.1994
G1S16_Ra226_Mar_2,937.623,53.758,Ac-228,Ac-228,835.000,1.61,102.623,1.9090
G1S16_Ra226_Mar_2,937.623,53.758,Ac-228,Ac-228,911.000,25.8,26.623,0.4952
G1S16_Ra226_Mar_2,937.623,53.758,Ac-228,Ac-228,964.000,4.99,26.377,0.4907
G1S16_Ra226_Mar_2,937.623,53.758,Ac-228,Ac-228,968.000,15.8,30.377,0.5651
G1S16_Ra226_Mar_2,937.623,53.758,Ac-228,Pa-234m,1001.000,0.842,63.377,1.1789
G1S16_Ra226_Mar_2,1120.898,62.017,Bi-214,Pa-234m,1001.000,0.842,119.898,1.9333
G1S16_Ra226_Mar_2,1120.898,62.017,Bi-214,Eu-152,1111.000,13.67,9.898,0.1596
G1S16_Ra226_Mar_2,1120.898,62.017,Bi-214,Bi-214,1120.000,14.9,0.898,0.0145
G1S16_Ra226_Mar_2,1120.898,62.017,Bi-214,Co-60,1173.000,99.85,52.102,0.8401
G1S16_Ra226_Mar_2,1120.898,62.017,Bi-214,Bi-214,1238.000,5.83,117.102,1.8882
G1S16_Ra226_Mar_2,1247.088,53.941,Bi-214,Co-60,1173.000,99.85,74.088,1.3735
G1S16_Ra226_Mar_2,1247.088,53.941,Bi-214,Bi-214,1238.000,5.83,9.088,0.1685
G1S16_Ra226_Mar_2,1247.088,53.941,Bi-214,Co-60,1332.000,99.9826,84.912,1.5742
G1S16_Ra226_Mar_2,1388.300,67.820,Bi-214,Co-60,1332.000,99.9826,56.300,0.8301
G1S16_Ra226_Mar_2,1388.300,67.820,Bi-214,Bi-214,1377.000,3.985,11.300,0.1666
G1S16_Ra226_Mar_2,1388.300,67.820,Bi-214,K-40,1460.000,10.66,71.700,1.0572
G1S16_Ra226_Mar_2,1520.499,47.853,K-40,K-40,1460.000,10.66,60.499,1.2643
G1S16_Ra226_Mar_2,1520.499,47.853,K-40,Ac-228,1588.000,3.22,67.501,1.4106
G1S16_Ra226_Mar_2,1751.846,85.111,Bi-214,Ac-228,1588.000,3.22,163.846,1.9251
G1S16_Ra226_Mar_2,1751.846,85.111,Bi-214,Bi-214,1764.000,15.29,12.154,0.1428
G1S16_Ra226_Mar_2,2205.528,97.274,Bi-214,Tl-208 SE,2103.000,0,102.528,1.0540
G1S16_Ra226_Mar_2,2205.528,97.274,Bi-214,Bi-214,2204.000,4.92,1.528,0.0157
G1S16_Ra226_Mar_2,2454.902,103.740,Bi-214,Bi-214,2447.000,1.545,7.902,0.0762
G1S16_Ra226_Mar_2,2454.902,103.740,Bi-214,Tl-208,2614.000,35.8516,159.098,1.5336
G1S16_Th228_P25,76.639,12.370,Pb x-ray,Am-241,59.541,35.9,17.098,1.3822
G1S16_Th228_P25,76.639,12.370,Pb x-ray,Am-243,74.660,67.2,1.979,0.1600
G1S16_Th228_P25,76.639,12.370,Pb x-ray,Pb x-ray,74.969,100,1.670,0.1350
G1S16_Th228_P25,76.639,12.370,Pb x-ray,Pb x-ray,72.804,59.5,3.835,0.3100
G1S16_Th228_P25,76.639,12.370,Pb x-ray,Pb x-ray,84.936,23,8.297,0.6708
G1S16_Th228_P25,76.639,12.370,Pb x-ray,Pb x-ray,87.300,8,10.661,0.8619
G1S16_Th228_P25,76.639,12.370,Pb x-ray,W x-ray,59.318,100,17.321,1.4003
G1S16_Th228_P25,76.639,12.370,Pb x-ray,W x-ray,57.981,57.6,18.658,1.5084
G1S16_Th228_P25,76.639,12.370,Pb x-ray,W x-ray,67.244,22,9.395,0.7595
G1S16_Th228_P25,76.639,12.370,Pb x-ray,W x-ray,69.067,8,7.572,0.6121
G1S16_Th228_P25,238.254,23.088,Pb-212,Lu-176,202.000,77.9688,36.254,1.5702
G1S16_Th228_P25,238.254,23.088,Pb-212,U-237,208.005,21.2,30.249,1.3102
G1S16_Th228_P25,238.254,23.088,Pb-212,Ac-228,211.000,3.89,27.254,1.1804
G1S16_Th228_P25,238.254,23.088,Pb-212,Np-239,228.000,10.73,10.254,0.4441
G1S16_Th228_P25,238.254,23.088,Pb-212,Pb-212,238.000,43.6,0.254,0.0110
G1S16_Th228_P25,238.254,23.088,Pb-212,Pb-214,241.000,7.2615,2.746,0.1189
G1S16_Th228_P25,238.254,23.088,Pb-212,Eu-152,244.000,7.55,5.746,0.2488
G1S16_Th228_P25,238.254,23.088,Pb-212,Np-239,277.000,14.505,38.746,1.6781
G1S16_Th228_P25,238.254,23.088,Pb-212,I-131,284.000,6.1207,45.746,1.9813
G1S16_Th228_P25,293.607,25.474,Pb-214,Eu-152,244.000,7.55,49.607,1.9474
G1S16_Th228_P25,293.607,25.474,Pb-214,Np-239,277.000,14.505,16.607,0.6519
G1S16_Th228_P25,293.607,25.474,Pb-214,I-131,284.000,6.1207,9.607,0.3771
G1S16_Th228_P25,293.607,25.474,Pb-214,Pb-214,295.000,18.4672,1.393,0.0547
G1S16_Th228_P25,293.607,25.474,Pb-214,Lu-176,307.000,93.6,13.393,0.5257
G1S16_Th228_P25,293.607,25.474,Pb-214,Np-239,315.000,1.6,21.393,0.8398
G1S16_Th228_P25,293.607,25.474,Pb-214,Ac-228,338.000,11.27,44.393,1.7427
G1S16_Th228_P25,293.607,25.474,Pb-214,Ac-228,328.000,2.95,34.393,1.3501
G1S16_Th228_P25,346.270,25.329,Eu-152,Lu-176,307.000,93.6,39.270,1.5504
G1S16_Th228_P25,346.270,25.329,Eu-152,Np-239,315.000,1.6,31.270,1.2346
G1S16_Th228_P25,346.270,25.329,Eu-152,Ac-228,338.000,11.27,8.270,0.3265
G1S16_Th228_P25,346.270,25.329,Eu-152,Eu-152,345.000,26.59,1.270,0.0501
G1S16_Th228_P25,346.270,25.329,Eu-152,Pb-214,353.000,35.7166,6.730,0.2657
G1S16_Th228_P25,346.270,25.329,Eu-152,Ba-133,358.000,62.05,11.730,0.4631
G1S16_Th228_P25,346.270,25.329,Eu-152,I-131,364.000,81.5,17.730,0.7000
G1S16_Th228_P25,346.270,25.329,Eu-152,Pu-239,375.000,0.0016,28.730,1.1343
G1S16_Th228_P25,346.270,25.329,Eu-152,Ac-228,328.000,2.95,18.270,0.7213
G1S16_Th228_P25,514.351,31.999,Annihilation,Ac-228,463.000,4.4,51.351,1.6048
G1S16_Th228_P25,514.351,31.999,Annihilation,Tl-208,510.000,8.1224,4.351,0.1360
G1S16_Th228_P25,514.351,31.999,Annihilation,Annihilation,511.000,0,3.351,0.1047
G1S16_Th228_P25,585.661,42.476,Tl-208,Tl-208,510.000,8.1224,75.661,1.7813
G1S16_Th228_P25,585.661,42.476,Tl-208,Annihilation,511.000,0,74.661,1.7577
G1S16_Th228_P25,585.661,42.476,Tl-208,Tl-208,583.000,30.549,2.661,0.0626
G1S16_Th228_P25,585.661,42.476,Tl-208,Bi-214,609.000,45.44,23.339,0.5495
G1S16_Th228_P25,585.661,42.476,Tl-208,Ag-108m,614.000,89.8,28.339,0.6672
G1S16_Th228_P25,585.661,42.476,Tl-208,I-131,636.000,7.1557,50.339,1.1851
G1S16_Th228_P25,585.661,42.476,Tl-208,Cs-137,662.000,85.1,76.339,1.7972
G1S16_Th228_P25,732.104,54.309,Bi-212,I-131,636.000,7.1557,96.104,1.7696
G1S16_Th228_P25,732.104,54.309,Bi-212,Cs-137,662.000,85.1,70.104,1.2909
G1S16_Th228_P25,732.104,54.309,Bi-212,I-131,722.000,1.7686,10.104,0.1861
G1S16_Th228_P25,732.104,54.309,Bi-212,Bi-212,727.330,6.67,4.774,0.0879
G1S16_Th228_P25,732.104,54.309,Bi-212,Ac-228,726.863,0.62,5.241,0.0965
G1S16_Th228_P25,732.104,54.309,Bi-212,Pa-234m,766.000,0.317,33.896,0.6241
G1S16_Th228_P25,732.104,54.309,Bi-212,Eu-152,780.000,12.93,47.896,0.8819
G1S16_Th228_P25,732.104,54.309,Bi-212,Ac-228,794.000,4.25,61.896,1.1397
G1S16_Th228_P25,732.104,54.309,Bi-212,Cs-134,798.000,85.46,65.896,1.2134
G1S16_Th228_P25,732.104,54.309,Bi-212,Ac-228,835.000,1.61,102.896,1.8946
G1S16_Th228_P25,732.104,54.309,Bi-212,Bi-214,768.360,4.89,36.256,0.6676
G1S16_Th228_P25,1112.594,55.522,Eu-152,Eu-152,1111.000,13.67,1.594,0.0287
G1S16_Th228_P25,1112.594,55.522,Eu-152,Bi-214,1120.000,14.9,7.406,0.1334
G1S16_Th228_P25,1112.594,55.522,Eu-152,Co-60,1173.000,99.85,60.406,1.0880
G1S16_Th228_P25,1462.362,74.193,K-40,Co-60,1332.000,99.9826,130.362,1.7571
G1S16_Th228_P25,1462.362,74.193,K-40,Bi-214,1377.000,3.985,85.362,1.1505
G1S16_Th228_P25,1462.362,74.193,K-40,K-40,1460.000,10.66,2.362,0.0318
G1S16_Th228_P25,1462.362,74.193,K-40,Ac-228,1588.000,3.22,125.638,1.6934
G1S16_Th228_P25,1766.224,68.930,Bi-214,Bi-214,1764.000,15.29,2.224,0.0323
G1S16_Th228_P25,2109.872,83.813,Tl-208 SE,Tl-208 SE,2103.000,0,6.872,0.0820
G1S16_Th228_P25,2109.872,83.813,Tl-208 SE,Bi-214,2204.000,4.92,94.128,1.1231
G1S16_Th228_P25,2622.846,105.346,Tl-208,Bi-214,2447.000,1.545,175.846,1.6692
G1S16_Th228_P25,2622.846,105.346,Tl-208,Tl-208,2614.000,35.8516,8.846,0.0840
G1S16_Th228_P5,33.523,10.522,,Low Bremsstrahlung x-rays,15.000,0,18.523,1.7604
G1S16_Th228_P5,33.523,10.522,,Am-241,26.345,2.27,7.178,0.6822
G1S16_Th228_P5,33.523,10.522,,Pb-210,46.539,4.25,13.016,1.2370
G1S16_Th228_P5,71.960,12.580,Pb x-ray,Am-241,59.541,35.9,12.419,0.9872
G1S16_Th228_P5,71.960,12.580,Pb x-ray,Am-243,74.660,67.2,2.700,0.2147
G1S16_Th228_P5,71.960,12.580,Pb x-ray,Pb x-ray,74.969,100,3.009,0.2392
G1S16_Th228_P5,71.960,12.580,Pb x-ray,Pb x-ray,72.804,59.5,0.844,0.0671
G1S16_Th228_P5,71.960,12.580,Pb x-ray,Pb x-ray,84.936,23,12.976,1.0315
G1S16_Th228_P5,71.960,12.580,Pb x-ray,Pb x-ray,87.300,8,15.340,1.2194
G1S16_Th228_P5,71.960,12.580,Pb x-ray,W x-ray,59.318,100,12.642,1.0049
G1S16_Th228_P5,71.960,12.580,Pb x-ray,W x-ray,57.981,57.6,13.979,1.1112
G1S16_Th228_P5,71.960,12.580,Pb x-ray,W x-ray,67.244,22,4.716,0.3749
G1S16_Th228_P5,71.960,12.580,Pb x-ray,W x-ray,69.067,8,2.893,0.2299
G1S16_Th228_P5,128.163,19.254,Ac-228,Np-239,106.000,25.34,22.163,1.1511
G1S16_Th228_P5,128.163,19.254,Ac-228,Th-234,112.810,0.21,15.353,0.7974
G1S16_Th228_P5,128.163,19.254,Ac-228,Eu-152,125.000,28.53,3.163,0.1643
G1S16_Th228_P5,128.163,19.254,Ac-228,U-235,145.000,10.96,16.837,0.8744
G1S16_Th228_P5,128.163,19.254,Ac-228,Pu-238,152.000,0.0009,23.837,1.2380
G1S16_Th228_P5,128.163,19.254,Ac-228,Ac-228,129.065,2.42,0.902,0.0468
G1S16_Th228_P5,237.706,23.969,Pb-212,Lu-176,202.000,77.9688,35.706,1.4897
G1S16_Th228_P5,237.706,23.969,Pb-212,U-237,208.005,21.2,29.701,1.2392
G1S16_Th228_P5,237.706,23.969,Pb-212,Ac-228,211.000,3.89,26.706,1.1142
G1S16_Th228_P5,237.706,23.969,Pb-212,Np-239,228.000,10.73,9.706,0.4050
G1S16_Th228_P5,237.706,23.969,Pb-212,Pb-212,238.000,43.6,0.294,0.0123
G1S16_Th228_P5,237.706,23.969,Pb-212,Pb-214,241.000,7.2615,3.294,0.1374
G1S16_Th228_P5,237.706,23.969,Pb-212,Eu-152,244.000,7.55,6.294,0.2626
G1S16_Th228_P5,237.706,23.969,Pb-212,Np-239,277.000,14.505,39.294,1.6394
G1S16_Th228_P5,237.706,23.969,Pb-212,I-131,284.000,6.1207,46.294,1.9314
G1S16_Th228_P5,299.934,25.638,Pb-214,Np-239,277.000,14.505,22.934,0.8945
G1S16_Th228_P5,299.934,25.638,Pb-214,I-131,284.000,6.1207,15.934,0.6215
G1S16_Th228_P5,299.934,25.638,Pb-214,Pb-214,295.000,18.4672,4.934,0.1925
G1S16_Th228_P5,299.934,25.638,Pb-214,Lu-176,307.000,93.6,7.066,0.2756
G1S16_Th228_P5,299.934,25.638,Pb-214,Np-239,315.000,1.6,15.066,0.5876
G1S16_Th228_P5,299.934,25.638,Pb-214,Ac-228,338.000,11.27,38.066,1.4847
G1S16_Th228_P5,299.934,25.638,Pb-214,Eu-152,345.000,26.59,45.066,1.7578
G1S16_Th228_P5,299.934,25.638,Pb-214,Ac-228,328.000,2.95,28.066,1.0947
G1S16_Th228_P5,377.034,25.229,I-131,Ac-228,338.000,11.27,39.034,1.5472
G1S16_Th228_P5,377.034,25.229,I-131,Eu-152,345.000,26.59,32.034,1.2697
G1S16_Th228_P5,377.034,25.229,I-131,Pb-214,353.000,35.7166,24.034,0.9526
G1S16_Th228_P5,377.034,25.229,I-131,Ba-133,358.000,62.05,19.034,0.7544
G1S16_Th228_P5,377.034,25.229,I-131,I-131,364.000,81.5,13.034,0.5166
G1S16_Th228_P5,377.034,25.229,I-131,Pu-239,375.000,0.0016,2.034,0.0806
G1S16_Th228_P5,377.034,25.229,I-131,Pu-241,400.000,0,22.966,0.9103
G1S16_Th228_P5,377.034,25.229,I-131,Ac-228,409.000,1.92,31.966,1.2670
G1S16_Th228_P5,377.034,25.229,I-131,Ac-228,328.000,2.95,49.034,1.9435
G1S16_Th228_P5,510.621,32.375,Annihilation,Ac-228,463.000,4.4,47.621,1.4709
G1S16_Th228_P5,510.621,32.375,Annihilation,Tl-208,510.000,8.1224,0.621,0.0192
G1S16_Th228_P5,510.621,32.375,Annihilation,Annihilation,511.000,0,0.379,0.0117
G1S16_Th228_P5,587.888,41.776,Tl-208,Tl-208,510.000,8.1224,77.888,1.8644
G1S16_Th228_P5,587.888,41.776,Tl-208,Annihilation,511.000,0,76.888,1.8405
G1S16_Th228_P5,587.888,41.776,Tl-208,Tl-208,583.000,30.549,4.888,0.1170
G1S16_Th228_P5,587.888,41.776,Tl-208,Bi-214,609.000,45.44,21.112,0.5054
G1S16_Th228_P5,587.888,41.776,Tl-208,Ag-108m,614.000,89.8,26.112,0.6251
G1S16_Th228_P5,587.888,41.776,Tl-208,I-131,636.000,7.1557,48.112,1.1517
G1S16_Th228_P5,587.888,41.776,Tl-208,Cs-137,662.000,85.1,74.112,1.7741
G1S16_Th228_P5,730.695,47.999,Bi-212,I-131,636.000,7.1557,94.695,1.9729
G1S16_Th228_P5,730.695,47.999,Bi-212,Cs-137,662.000,85.1,68.695,1.4312
G1S16_Th228_P5,730.695,47.999,Bi-212,I-131,722.000,1.7686,8.695,0.1812
G1S16_Th228_P5,730.695,47.999,Bi-212,Bi-212,727.330,6.67,3.365,0.0701
G1S16_Th228_P5,730.695,47.999,Bi-212,Ac-228,726.863,0.62,3.832,0.0798
G1S16_Th228_P5,730.695,47.999,Bi-212,Pa-234m,766.000,0.317,35.305,0.7355
G1S16_Th228_P5,730.695,47.999,Bi-212,Eu-152,780.000,12.93,49.305,1.0272
G1S16_Th228_P5,730.695,47.999,Bi-212,Ac-228,794.000,4.25,63.305,1.3189
G1S16_Th228_P5,730.695,47.999,Bi-212,Cs-134,798.000,85.46,67.305,1.4022
G1S16_Th228_P5,730.695,47.999,Bi-212,Bi-214,768.360,4.89,37.665,0.7847
G1S16_Th228_P5,864.767,50.447,Ac-228,Pa-234m,766.000,0.317,98.767,1.9578
G1S16_Th228_P5,864.767,50.447,Ac-228,Eu-152,780.000,12.93,84.767,1.6803
G1S16_Th228_P5,864.767,50.447,Ac-228,Ac-228,794.000,4.25,70.767,1.4028
G1S16_Th228_P5,864.767,50.447,Ac-228,Cs-134,798.000,85.46,66.767,1.3235
G1S16_Th228_P5,864.767,50.447,Ac-228,Ac-228,835.000,1.61,29.767,0.5901
G1S16_Th228_P5,864.767,50.447,Ac-228,Ac-228,911.000,25.8,46.233,0.9165
G1S16_Th228_P5,864.767,50.447,Ac-228,Ac-228,964.000,4.99,99.233,1.9671
G1S16_Th228_P5,864.767,50.447,Ac-228,Bi-214,768.360,4.89,96.407,1.9110
G1S16_Th228_P5,1585.917,72.738,Ac-228,K-40,1460.000,10.66,125.917,1.7311
G1S16_Th228_P5,1585.917,72.738,Ac-228,Ac-228,1588.000,3.22,2.083,0.0286
G1S16_Th228_P5,2121.929,87.489,Tl-208 SE,Tl-208 SE,2103.000,0,18.929,0.2164
G1S16_Th228_P5,2121.929,87.489,Tl-208 SE,Bi-214,2204.000,4.92,82.071,0.9381
G1S16_Th228_P5,2318.379,160.866,,Tl-208 SE,2103.000,0,215.379,1.3389
G1S16_Th228_P5,2318.379,160.866,,Bi-214,2204.000,4.92,114.379,0.7110
G1S16_Th228_P5,2318.379,160.866,,Bi-214,2447.000,1.545,128.621,0.7995
G1S16_Th228_P5,2318.379,160.866,,Tl-208,2614.000,35.8516,295.621,1.8377
G1S16_Th228_P5,2618.323,110.483,Tl-208,Bi-214,2447.000,1.545,171.323,1.5507
G1S16_Th228_P5,2618.323,110.483,Tl-208,Tl-208,2614.000,35.8516,4.323,0.0391
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,Am-241,59.541,35.9,13.873,1.1716
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,Am-243,74.660,67.2,1.246,0.1053
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,Pb x-ray,74.969,100,1.555,0.1314
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,Pb x-ray,72.804,59.5,0.610,0.0515
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,Pb x-ray,84.936,23,11.522,0.9731
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,Pb x-ray,87.300,8,13.886,1.1728
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,W x-ray,59.318,100,14.096,1.1905
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,W x-ray,57.981,57.6,15.433,1.3034
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,W x-ray,67.244,22,6.170,0.5211
G1S16_Th232_Denta100,73.414,11.841,Pb x-ray,W x-ray,69.067,8,4.347,0.3671
G1S16_Th232_Denta100,123.475,14.133,Eu-152,Np-239,106.000,25.34,17.475,1.2365
G1S16_Th232_Denta100,123.475,14.133,Eu-152,Th-234,112.810,0.21,10.665,0.7546
G1S16_Th232_Denta100,123.475,14.133,Eu-152,Eu-152,125.000,28.53,1.525,0.1079
G1S16_Th232_Denta100,123.475,14.133,Eu-152,U-235,145.000,10.96,21.525,1.5231
G1S16_Th232_Denta100,123.475,14.133,Eu-152,Ac-228,129.065,2.42,5.590,0.3955
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Lu-176,202.000,77.9688,36.504,1.5782
G1S16_Th232_Denta100,238.504,23.130,Pb-212,U-237,208.005,21.2,30.499,1.3186
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Ac-228,211.000,3.89,27.504,1.1891
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Np-239,228.000,10.73,10.504,0.4541
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Pb-212,238.000,43.6,0.504,0.0218
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Pb-214,241.000,7.2615,2.496,0.1079
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Eu-152,244.000,7.55,5.496,0.2376
G1S16_Th232_Denta100,238.504,23.130,Pb-212,Np-239,277.000,14.505,38.496,1.6643
G1S16_Th232_Denta100,238.504,23.130,Pb-212,I-131,284.000,6.1207,45.496,1.9670
G1S16_Th232_Denta100,336.035,28.164,Ac-228,I-131,284.000,6.1207,52.035,1.8476
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Pb-214,295.000,18.4672,41.035,1.4570
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Lu-176,307.000,93.6,29.035,1.0309
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Np-239,315.000,1.6,21.035,0.7469
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Ac-228,338.000,11.27,1.965,0.0698
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Eu-152,345.000,26.59,8.965,0.3183
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Pb-214,353.000,35.7166,16.965,0.6024
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Ba-133,358.000,62.05,21.965,0.7799
G1S16_Th232_Denta100,336.035,28.164,Ac-228,I-131,364.000,81.5,27.965,0.9929
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Pu-239,375.000,0.0016,38.965,1.3835
G1S16_Th232_Denta100,336.035,28.164,Ac-228,Ac-228,328.000,2.95,8.035,0.2853
G1S16_Th232_Denta100,516.800,27.382,Annihilation,Ac-228,463.000,4.4,53.800,1.9648
G1S16_Th232_Denta100,516.800,27.382,Annihilation,Tl-208,510.000,8.1224,6.800,0.2484
G1S16_Th232_Denta100,516.800,27.382,Annihilation,Annihilation,511.000,0,5.800,0.2118
G1S16_Th232_Denta100,585.120,40.055,Tl-208,Tl-208,510.000,8.1224,75.120,1.8754
G1S16_Th232_Denta100,585.120,40.055,Tl-208,Annihilation,511.000,0,74.120,1.8504
G1S16_Th232_Denta100,585.120,40.055,Tl-208,Tl-208,583.000,30.549,2.120,0.0529
G1S16_Th232_Denta100,585.120,40.055,Tl-208,Bi-214,609.000,45.44,23.880,0.5962
G1S16_Th232_Denta100,585.120,40.055,Tl-208,Ag-108m,614.000,89.8,28.880,0.7210
G1S16_Th232_Denta100,585.120,40.055,Tl-208,I-131,636.000,7.1557,50.880,1.2702
G1S16_Th232_Denta100,585.120,40.055,Tl-208,Cs-137,662.000,85.1,76.880,1.9193
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Cs-137,662.000,85.1,68.965,1.6279
G1S16_Th232_Denta100,730.965,42.364,Bi-212,I-131,722.000,1.7686,8.965,0.2116
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Bi-212,727.330,6.67,3.635,0.0858
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Ac-228,726.863,0.62,4.102,0.0968
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Pa-234m,766.000,0.317,35.035,0.8270
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Eu-152,780.000,12.93,49.035,1.1575
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Ac-228,794.000,4.25,63.035,1.4879
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Cs-134,798.000,85.46,67.035,1.5824
G1S16_Th232_Denta100,730.965,42.364,Bi-212,Bi-214,768.360,4.89,37.395,0.8827
G1S16_Th232_Denta100,910.099,50.130,Ac-228,Ac-228,835.000,1.61,75.099,1.4981
G1S16_Th232_Denta100,910.099,50.130,Ac-228,Ac-228,911.000,25.8,0.901,0.0180
G1S16_Th232_Denta100,910.099,50.130,Ac-228,Ac-228,964.000,4.99,53.901,1.0752
G1S16_Th232_Denta100,910.099,50.130,Ac-228,Ac-228,968.000,15.8,57.901,1.1550
G1S16_Th232_Denta100,910.099,50.130,Ac-228,Pa-234m,1001.000,0.842,90.901,1.8133
G1S16_Th232_Denta100,969.944,39.388,Ac-228,Ac-228,911.000,25.8,58.944,1.4965
G1S16_Th232_Denta100,969.944,39.388,Ac-228,Ac-228,964.000,4.99,5.944,0.1509
G1S16_Th232_Denta100,969.944,39.388,Ac-228,Ac-228,968.000,15.8,1.944,0.0494
G1S16_Th232_Denta100,969.944,39.388,Ac-228,Pa-234m,1001.000,0.842,31.056,0.7884
G1S16_Th232_Denta100,1454.141,67.881,K-40,Co-60,1332.000,99.9826,122.141,1.7993
G1S16_Th232_Denta100,1454.141,67.881,K-40,Bi-214,1377.000,3.985,77.141,1.1364
G1S16_Th232_Denta100,1454.141,67.881,K-40,K-40,1460.000,10.66,5.859,0.0863
G1S16_Th232_Denta100,1454.141,67.881,K-40,Ac-228,1588.000,3.22,133.859,1.9720
G1S16_Th232_Denta100,1602.367,75.293,Ac-228,K-40,1460.000,10.66,142.367,1.8908
G1S16_Th232_Denta100,1602.367,75.293,Ac-228,Ac-228,1588.000,3.22,14.367,0.1908
G1S16_Th232_Denta100,2125.855,85.323,Tl-208 SE,Tl-208 SE,2103.000,0,22.855,0.2679
G1S16_Th232_Denta100,2125.855,85.323,Tl-208 SE,Bi-214,2204.000,4.92,78.145,0.9159
G1S16_Th232_Denta100,2623.441,110.290,Tl-208,Bi-214,2447.000,1.545,176.441,1.5998
G1S16_Th232_Denta100,2623.441,110.290,Tl-208,Tl-208,2614.000,35.8516,9.441,0.0856
G1S16_Th232_Mar,40.469,8.206,,Am-241,26.345,2.27,14.124,1.7212
G1S16_Th232_Mar,40.469,8.206,,Pb-210,46.539,4.25,6.070,0.7398
G1S16_Th232_Mar,72.870,12.145,Pb x-ray,Am-241,59.541,35.9,13.329,1.0975
G1S16_Th232_Mar,72.870,12.145,Pb x-ray,Am-243,74.660,67.2,1.790,0.1474
G1S16_Th232_Mar,72.870,12.145,Pb x-ray,Pb x-ray,74.969,100,2.099,0.1729
G1S16_Th232_Mar,72.870,12.145,Pb x-ray,Pb x-ray,72.804,59.5,0.066,0.0054
G1S16_Th232_Mar,72.870,12.145,Pb x-ray,Pb x-ray,84.936,23,12.066,0.9935
