ch,keV,net,fit,model,continuum_raw,Ce-139,Esc-NaI,continuum
0,-5.893,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,-3.049,0.000,0.000,0.287,0.287,0.284,0.002,0.000
2,-0.203,0.000,0.000,0.574,0.574,0.569,0.005,0.000
3,2.643,0.000,0.000,0.860,0.860,0.853,0.007,0.000
4,5.491,0.000,0.000,1.147,1.147,1.138,0.009,0.000
5,8.338,1.700,1.700,1.440,1.434,1.428,0.012,0.000
6,11.187,9.100,9.100,2.421,1.721,2.407,0.014,0.000
7,14.036,53.433,53.433,15.585,2.008,15.568,0.017,0.000
8,16.887,184.533,184.533,144.621,75.295,143.999,0.623,0.000
9,19.737,403.933,403.933,356.627,148.582,355.398,1.229,0.000
10,22.589,1837.367,1837.367,1036.632,221.870,1034.795,1.837,0.000
11,25.441,7026.933,7026.933,5188.582,295.157,5186.128,2.454,0.000
12,28.294,16241.033,16241.033,18408.737,368.444,18405.602,3.135,0.000
13,31.148,22689.233,22689.233,29759.180,441.732,29755.063,4.117,0.000
14,34.003,20284.733,20284.733,21461.405,515.019,21455.725,5.681,0.000
15,36.858,10023.333,10023.333,9412.547,479.316,9406.463,6.084,0.000
16,39.714,4307.467,4307.467,3399.788,443.613,3393.770,6.018,0.000
17,42.570,1405.700,1405.700,1094.706,407.910,1089.044,5.662,0.000
18,45.428,386.567,386.567,574.654,372.206,569.459,5.195,0.000
19,48.286,277.233,277.233,469.607,336.503,464.903,4.704,0.000
20,51.145,331.100,331.100,381.865,300.800,377.656,4.209,0.000
21,54.004,349.200,349.200,298.566,265.097,294.854,3.712,0.000
22,56.865,361.967,361.967,238.156,229.394,234.943,3.213,0.000
23,59.726,374.267,374.267,195.076,193.690,192.363,2.713,0.000
24,62.587,364.633,364.633,253.213,253.087,249.668,3.545,0.000
25,65.450,383.700,383.700,312.490,312.483,308.113,4.377,0.000
26,68.313,376.533,376.533,371.880,371.880,366.671,5.209,0.000
27,71.177,379.267,379.267,431.277,431.277,425.235,6.041,0.000
28,74.041,431.033,431.033,490.675,490.673,483.801,6.873,0.000
29,76.906,498.267,498.267,550.085,550.070,542.379,7.706,0.000
30,79.772,450.067,450.067,609.573,609.466,601.032,8.541,0.000
31,82.639,459.600,459.600,669.440,668.863,660.053,9.387,0.000
32,85.506,520.533,520.533,730.667,728.259,720.389,10.278,0.000
33,88.374,538.367,538.367,795.486,787.656,784.187,11.299,0.000
34,91.243,608.033,608.033,867.225,847.052,854.613,12.612,0.000
35,94.113,679.500,679.500,948.472,906.449,934.035,14.437,0.000
36,96.983,856.167,856.167,1038.441,965.845,1021.487,16.954,0.000
37,99.854,1216.833,1216.833,1016.001,909.031,997.511,18.490,0.000
38,102.725,1646.667,1646.667,990.629,852.216,970.392,20.237,0.000
39,105.597,1957.733,1957.733,957.470,795.402,936.032,21.438,0.000
40,108.470,2262.467,2262.467,916.204,738.587,894.742,21.462,0.000
41,111.344,2187.867,2187.867,871.030,681.773,850.715,20.315,0.000
42,114.218,1993.000,1993.000,828.115,624.959,809.374,18.742,0.000
43,117.093,1700.433,1700.433,793.253,568.144,775.339,17.914,0.000
44,119.969,1329.533,1329.533,772.401,511.330,752.923,19.477,0.000
45,122.845,1225.033,1225.033,774.021,454.515,747.518,26.503,0.000
46,125.722,1175.233,1175.233,808.717,397.701,764.189,44.527,0.000
47,128.600,1162.300,1162.300,882.202,340.887,801.885,80.317,0.000
48,131.478,1248.500,1248.500,983.628,284.072,847.255,136.373,0.000
49,134.357,1207.600,1207.600,1079.568,227.258,876.102,203.466,0.000
50,137.237,1183.867,1183.867,1125.639,170.443,866.472,259.166,0.000
51,140.118,1056.300,1056.300,1095.845,113.629,817.204,278.641,0.000
52,142.999,936.333,936.333,1013.834,56.814,762.084,251.750,0.000
53,145.880,913.800,913.800,971.548,0.000,780.713,190.835,0.000
54,148.763,940.433,940.433,1196.244,0.000,1074.811,121.434,0.000
55,151.646,1286.833,1286.833,1887.712,0.000,1822.910,64.803,0.000
56,154.530,2516.867,2516.867,3360.511,0.000,3331.496,29.015,0.000
57,157.414,4993.267,4993.267,5853.695,0.000,5842.788,10.906,0.000
58,160.299,9477.933,9477.933,9279.522,0.000,9276.079,3.443,0.000
59,163.185,15052.533,15052.533,13005.648,0.000,13004.735,0.913,0.000
60,166.071,20056.533,20056.533,15933.886,0.000,15933.682,0.204,0.000
61,168.958,21761.900,21761.900,16985.031,0.000,16984.993,0.038,0.000
62,171.846,20112.700,20112.700,15722.195,0.000,15722.189,0.006,0.000
63,174.734,15060.967,15060.967,12628.197,0.000,12628.196,0.001,0.000
64,177.623,9229.167,9229.167,8800.723,0.000,8800.723,0.000,0.000
65,180.513,4921.267,4921.267,5324.532,0.000,5324.532,0.000,0.000
66,183.403,2176.533,2176.533,2802.748,0.000,2802.748,0.000,0.000
67,186.294,800.167,800.167,1296.210,0.000,1296.210,0.000,0.000
68,189.186,235.200,235.200,552.114,0.000,552.114,0.000,0.000
69,192.078,114.167,114.167,262.226,0.000,262.226,0.000,0.000
70,194.971,100.100,100.100,198.773,0.000,198.773,0.000,0.000
71,197.864,135.467,135.467,231.148,0.000,231.148,0.000,0.000
72,200.758,221.633,221.633,291.770,0.000,291.770,0.000,0.000
73,203.653,322.767,322.767,343.475,0.000,343.475,0.000,0.000
74,206.549,365.600,365.600,364.788,0.000,364.788,0.000,0.000
75,209.445,397.867,397.867,347.621,0.000,347.621,0.000,0.000
76,212.342,332.733,332.733,297.412,0.254,297.412,0.000,0.000
77,215.239,236.033,236.033,228.563,0.507,228.563,0.000,0.000
78,218.137,155.133,155.133,158.085,0.761,158.085,0.000,0.000
79,221.035,89.367,89.367,98.741,1.014,98.741,0.000,0.000
80,223.935,66.967,66.967,56.100,1.268,56.100,0.000,0.000
81,226.835,15.633,15.633,29.523,1.521,29.523,0.000,0.000
82,229.735,8.233,8.233,15.098,1.775,15.098,0.000,0.000
83,232.636,8.767,8.767,8.374,2.028,8.374,0.000,0.000
84,235.538,10.733,10.733,5.849,2.282,5.849,0.000,0.000
85,238.440,23.000,23.000,5.292,2.536,5.292,0.000,0.000
86,241.343,0.900,0.900,5.475,2.789,5.475,0.000,0.000
87,244.247,5.000,5.000,5.797,3.043,5.797,0.000,0.000
88,247.151,4.400,4.400,6.000,3.296,6.000,0.000,0.000
89,250.056,5.967,5.967,6.012,3.550,6.012,0.000,0.000
90,252.961,0.000,-3.100,5.867,3.803,5.867,0.000,0.000
91,255.867,12.033,12.033,5.647,4.057,5.647,0.000,0.000
92,258.774,0.133,0.133,5.435,4.310,5.435,0.000,0.000
93,261.681,6.433,6.433,5.295,4.564,5.295,0.000,0.000
94,264.589,3.133,3.133,5.254,4.817,5.254,0.000,0.000
95,267.497,7.233,7.233,5.310,5.071,5.310,0.000,0.000
96,270.406,15.433,15.433,5.445,5.325,5.445,0.000,0.000
97,273.316,8.667,8.667,5.634,5.578,5.634,0.000,0.000
98,276.226,5.700,5.700,5.856,5.832,5.856,0.000,0.000
99,279.137,8.600,8.600,6.095,6.085,6.095,0.000,0.000
100,282.049,4.433,4.433,6.342,6.339,6.342,0.000,0.000
101,284.961,14.300,14.300,6.593,6.592,6.593,0.000,0.000
102,287.873,18.067,18.067,6.846,6.846,6.846,0.000,0.000
103,290.787,4.967,4.967,6.645,6.645,6.645,0.000,0.000
104,293.701,0.567,0.567,6.443,6.443,6.443,0.000,0.000
105,296.615,0.000,-3.633,6.242,6.242,6.242,0.000,0.000
106,299.530,17.600,17.600,6.041,6.041,6.041,0.000,0.000
107,302.446,10.867,10.867,5.839,5.839,5.839,0.000,0.000
108,305.362,11.067,11.067,5.638,5.638,5.638,0.000,0.000
109,308.279,4.467,4.467,5.436,5.436,5.436,0.000,0.000
110,311.196,3.133,3.133,5.235,5.235,5.235,0.000,0.000
111,314.114,4.100,4.100,5.034,5.034,5.034,0.000,0.000
112,317.032,5.400,5.400,4.832,4.832,4.832,0.000,0.000
113,319.951,3.033,3.033,4.631,4.631,4.631,0.000,0.000
114,322.871,0.000,-1.900,4.430,4.430,4.430,0.000,0.000
115,325.791,16.867,16.867,4.228,4.228,4.228,0.000,0.000
116,328.712,0.000,-3.067,4.027,4.027,4.027,0.000,0.000
117,331.634,9.733,9.733,3.826,3.826,3.826,0.000,0.000
118,334.555,1.600,1.600,3.624,3.624,0.000,0.000,3.624
119,337.478,4.567,4.567,3.423,3.423,0.000,0.000,3.423
120,340.401,0.000,-4.167,3.222,3.222,0.000,0.000,3.222
121,343.325,3.667,3.667,3.020,3.020,0.000,0.000,3.020
122,346.249,6.467,6.467,2.819,2.819,0.000,0.000,2.819
123,349.174,0.000,-2.833,2.618,2.618,0.000,0.000,2.618
124,352.099,4.400,4.400,2.416,2.416,0.000,0.000,2.416
125,355.025,0.000,-0.967,2.215,2.215,0.000,0.000,2.215
126,357.951,0.000,-2.500,2.014,2.014,0.000,0.000,2.014
127,360.878,3.100,3.100,1.812,1.812,0.000,0.000,1.812
128,363.806,3.400,3.400,1.611,1.611,0.000,0.000,1.611
129,366.734,0.000,-6.333,1.409,1.409,0.000,0.000,1.409
130,369.663,9.900,9.900,1.208,1.208,0.000,0.000,1.208
131,372.592,0.000,-0.900,1.007,1.007,0.000,0.000,1.007
132,375.522,1.100,1.100,0.805,0.805,0.000,0.000,0.805
133,378.452,1.533,1.533,0.604,0.604,0.000,0.000,0.604
134,381.383,0.000,-4.267,0.403,0.403,0.000,0.000,0.403
135,384.314,0.000,-2.600,0.201,0.201,0.000,0.000,0.201
136,387.246,11.800,11.800,0.000,0.000,0.000,0.000,0.000
137,390.179,0.000,-2.900,0.169,0.169,0.000,0.000,0.169
138,393.112,4.133,4.133,0.338,0.338,0.000,0.000,0.338
139,396.045,0.000,-0.933,0.507,0.507,0.000,0.000,0.507
140,398.979,3.933,3.933,0.675,0.675,0.000,0.000,0.675
141,401.914,1.400,1.400,0.844,0.844,0.000,0.000,0.844
142,404.849,7.600,7.600,1.013,1.013,0.000,0.000,1.013
143,407.785,0.600,0.600,1.182,1.182,0.000,0.000,1.182
144,410.721,0.000,-0.733,1.351,1.351,0.000,0.000,1.351
145,413.658,0.000,-4.333,1.520,1.520,0.000,0.000,1.520
146,416.595,5.433,5.433,1.689,1.689,0.000,0.000,1.689
147,419.533,0.967,0.967,1.857,1.857,0.000,0.000,1.857
148,422.471,0.000,-2.400,2.026,2.026,0.000,0.000,2.026
149,425.410,1.667,1.667,2.195,2.195,0.000,0.000,2.195
150,428.349,5.933,5.933,2.364,2.364,0.000,0.000,2.364
151,431.289,19.567,19.567,2.533,2.533,0.000,0.000,2.533
152,434.230,0.000,-2.100,2.702,2.702,0.000,0.000,2.702
153,437.170,4.033,4.033,2.871,2.871,0.000,0.000,2.871
154,440.112,5.233,5.233,3.039,3.039,0.000,0.000,3.039
155,443.054,7.667,7.667,3.208,3.208,0.000,0.000,3.208
156,445.996,4.833,4.833,3.377,3.377,0.000,0.000,3.377
157,448.939,3.533,3.533,3.546,3.546,0.000,0.000,3.546
158,451.883,0.800,0.800,3.715,3.715,0.000,0.000,3.715
159,454.827,0.000,-1.100,3.884,3.884,0.000,0.000,3.884
160,457.771,6.433,6.433,4.053,4.053,0.000,0.000,4.053
161,460.716,0.167,0.167,4.221,4.221,0.000,0.000,4.221
162,463.662,0.000,-11.267,4.390,4.390,0.000,0.000,4.390
163,466.608,1.033,1.033,4.559,4.559,0.000,0.000,4.559
164,469.554,0.000,-4.233,4.728,4.728,0.000,0.000,4.728
165,472.501,12.000,12.000,4.897,4.897,0.000,0.000,4.897
166,475.449,0.767,0.767,5.066,5.066,0.000,0.000,5.066
167,478.396,3.900,3.900,5.235,5.235,0.000,0.000,5.235
168,481.345,10.600,10.600,5.403,5.403,0.000,0.000,5.403
169,484.294,1.267,1.267,5.572,5.572,0.000,0.000,5.572
170,487.243,6.267,6.267,5.741,5.741,0.000,0.000,5.741
171,490.193,10.667,10.667,5.910,5.910,0.000,0.000,5.910
172,493.144,10.867,10.867,6.079,6.079,0.000,0.000,6.079
173,496.095,17.400,17.400,6.248,6.248,0.000,0.000,6.248
174,499.046,17.933,17.933,6.417,6.417,0.000,0.000,6.417
175,501.998,22.733,22.733,6.585,6.585,0.000,0.000,6.585
176,504.950,23.333,23.333,6.754,6.754,0.000,0.000,6.754
177,507.903,20.933,20.933,6.614,6.614,0.000,0.000,6.614
178,510.856,29.100,29.100,6.473,6.473,0.000,0.000,6.473
179,513.810,20.967,20.967,6.332,6.332,0.000,0.000,6.332
180,516.764,33.533,33.533,6.191,6.191,0.000,0.000,6.191
181,519.719,27.567,27.567,6.051,6.051,0.000,0.000,6.051
182,522.674,32.167,32.167,5.910,5.910,0.000,0.000,5.910
183,525.630,23.533,23.533,5.769,5.769,0.000,0.000,5.769
184,528.586,21.000,21.000,5.629,5.629,0.000,0.000,5.629
185,531.543,19.100,19.100,5.488,5.488,0.000,0.000,5.488
186,534.500,9.333,9.333,5.347,5.347,0.000,0.000,5.347
187,537.457,7.933,7.933,5.206,5.206,0.000,0.000,5.206
188,540.415,3.867,3.867,5.066,5.066,0.000,0.000,5.066
189,543.374,7.233,7.233,4.925,4.925,0.000,0.000,4.925
190,546.333,2.333,2.333,4.784,4.784,0.000,0.000,4.784
191,549.292,1.000,1.000,4.644,4.644,0.000,0.000,4.644
192,552.252,0.000,-2.267,4.503,4.503,0.000,0.000,4.503
193,555.212,8.000,8.000,4.362,4.362,0.000,0.000,4.362
194,558.173,5.800,5.800,4.221,4.221,0.000,0.000,4.221
195,561.134,0.000,-8.933,4.081,4.081,0.000,0.000,4.081
196,564.096,0.000,-5.900,3.940,3.940,0.000,0.000,3.940
197,567.058,0.000,-0.167,3.799,3.799,0.000,0.000,3.799
198,570.020,0.000,-6.500,3.659,3.659,0.000,0.000,3.659
199,572.983,9.000,9.000,3.518,3.518,0.000,0.000,3.518
200,575.947,0.000,-8.033,3.377,3.377,0.000,0.000,3.377
201,578.910,2.367,2.367,3.236,3.236,0.000,0.000,3.236
202,581.875,5.700,5.700,3.096,3.096,0.000,0.000,3.096
203,584.839,7.533,7.533,2.955,2.955,0.000,0.000,2.955
204,587.805,0.000,-0.167,2.814,2.814,0.000,0.000,2.814
205,590.770,1.600,1.600,2.674,2.674,0.000,0.000,2.674
206,593.736,2.333,2.333,2.533,2.533,0.000,0.000,2.533
207,596.703,0.000,-7.567,2.392,2.392,0.000,0.000,2.392
208,599.670,0.000,-6.000,2.251,2.251,0.000,0.000,2.251
209,602.637,1.100,1.100,2.111,2.111,0.000,0.000,2.111
210,605.605,0.100,0.100,1.970,1.970,0.000,0.000,1.970
211,608.573,0.533,0.533,1.829,1.829,0.000,0.000,1.829
212,611.541,0.000,-0.867,1.689,1.689,0.000,0.000,1.689
213,614.510,0.000,-7.233,1.548,1.548,0.000,0.000,1.548
214,617.480,10.700,10.700,1.407,1.407,0.000,0.000,1.407
215,620.450,3.033,3.033,1.266,1.266,0.000,0.000,1.266
216,623.420,0.000,-7.867,1.126,1.126,0.000,0.000,1.126
217,626.391,2.867,2.867,0.985,0.985,0.000,0.000,0.985
218,629.362,0.000,-0.833,0.844,0.844,0.000,0.000,0.844
219,632.333,2.000,2.000,0.704,0.704,0.000,0.000,0.704
220,635.305,0.000,-4.000,0.563,0.563,0.000,0.000,0.563
221,638.278,1.567,1.567,0.422,0.422,0.000,0.000,0.422
222,641.251,0.000,-0.200,0.281,0.281,0.000,0.000,0.281
223,644.224,3.400,3.400,0.141,0.141,0.000,0.000,0.141
224,647.197,0.000,-4.433,0.000,0.000,0.000,0.000,0.000
225,650.171,0.400,0.400,0.000,0.000,0.000,0.000,0.000
226,653.146,6.500,6.500,0.000,0.000,0.000,0.000,0.000
227,656.121,1.800,1.800,0.000,0.000,0.000,0.000,0.000
228,659.096,0.000,-2.367,0.000,0.000,0.000,0.000,0.000
229,662.071,6.700,6.700,0.000,0.000,0.000,0.000,0.000
230,665.047,1.067,1.067,0.000,0.000,0.000,0.000,0.000
231,668.024,2.333,2.333,0.000,0.000,0.000,0.000,0.000
232,671.000,0.000,-1.467,0.000,0.000,0.000,0.000,0.000
233,673.978,8.767,8.767,0.000,0.000,0.000,0.000,0.000
234,676.955,3.467,3.467,0.000,0.000,0.000,0.000,0.000
235,679.933,2.100,2.100,0.000,0.000,0.000,0.000,0.000
236,682.912,5.567,5.567,0.000,0.000,0.000,0.000,0.000
237,685.890,0.233,0.233,0.000,0.000,0.000,0.000,0.000
238,688.869,5.067,5.067,0.000,0.000,0.000,0.000,0.000
239,691.849,0.000,-1.733,0.000,0.000,0.000,0.000,0.000
240,694.829,0.000,-5.400,0.000,0.000,0.000,0.000,0.000
241,697.809,0.000,-5.133,0.000,0.000,0.000,0.000,0.000
242,700.790,0.633,0.633,0.000,0.000,0.000,0.000,0.000
243,703.771,0.000,-1.333,0.000,0.000,0.000,0.000,0.000
244,706.752,0.000,-1.367,0.000,0.000,0.000,0.000,0.000
245,709.734,0.000,-2.833,0.000,0.000,0.000,0.000,0.000
246,712.716,7.800,7.800,0.000,0.000,0.000,0.000,0.000
247,715.698,1.500,1.500,0.000,0.000,0.000,0.000,0.000
248,718.681,0.667,0.667,0.000,0.000,0.000,0.000,0.000
249,721.665,0.000,-3.633,0.000,0.000,0.000,0.000,0.000
250,724.648,0.000,-1.667,0.000,0.000,0.000,0.000,0.000
251,727.632,0.067,0.067,0.000,0.000,0.000,0.000,0.000
252,730.617,1.467,1.467,0.000,0.000,0.000,0.000,0.000
253,733.601,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
254,736.586,0.200,0.200,0.000,0.000,0.000,0.000,0.000
255,739.572,6.167,6.167,0.000,0.000,0.000,0.000,0.000
256,742.558,0.000,-2.700,0.000,0.000,0.000,0.000,0.000
257,745.544,0.000,-2.200,0.000,0.000,0.000,0.000,0.000
258,748.530,1.067,1.067,0.000,0.000,0.000,0.000,0.000
259,751.517,2.000,2.000,0.000,0.000,0.000,0.000,0.000
260,754.504,0.000,-4.200,0.000,0.000,0.000,0.000,0.000
261,757.492,0.267,0.267,0.000,0.000,0.000,0.000,0.000
262,760.480,4.433,4.433,0.000,0.000,0.000,0.000,0.000
263,763.468,1.167,1.167,0.000,0.000,0.000,0.000,0.000
264,766.456,0.000,-5.000,0.000,0.000,0.000,0.000,0.000
265,769.445,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
266,772.435,0.000,-3.600,0.000,0.000,0.000,0.000,0.000
267,775.424,4.100,4.100,0.000,0.000,0.000,0.000,0.000
268,778.414,0.000,-1.867,0.000,0.000,0.000,0.000,0.000
269,781.405,6.100,6.100,0.000,0.000,0.000,0.000,0.000
270,784.395,2.333,2.333,0.000,0.000,0.000,0.000,0.000
271,787.386,0.000,-9.867,0.000,0.000,0.000,0.000,0.000
272,790.377,6.233,6.233,0.000,0.000,0.000,0.000,0.000
273,793.369,0.000,-2.200,0.000,0.000,0.000,0.000,0.000
274,796.361,0.267,0.267,0.000,0.000,0.000,0.000,0.000
275,799.353,0.000,-1.533,0.000,0.000,0.000,0.000,0.000
276,802.346,0.000,-3.900,0.000,0.000,0.000,0.000,0.000
277,805.339,0.000,-1.200,0.000,0.000,0.000,0.000,0.000
278,808.332,0.000,-3.233,0.000,0.000,0.000,0.000,0.000
279,811.326,10.200,10.200,0.000,0.000,0.000,0.000,0.000
280,814.319,2.900,2.900,0.000,0.000,0.000,0.000,0.000
281,817.314,5.367,5.367,0.000,0.000,0.000,0.000,0.000
282,820.308,4.500,4.500,0.000,0.000,0.000,0.000,0.000
283,823.303,0.000,-2.267,0.000,0.000,0.000,0.000,0.000
284,826.298,0.000,-3.467,0.000,0.000,0.000,0.000,0.000
285,829.294,0.000,-3.900,0.000,0.000,0.000,0.000,0.000
286,832.289,2.167,2.167,0.000,0.000,0.000,0.000,0.000
287,835.286,3.467,3.467,0.000,0.000,0.000,0.000,0.000
288,838.282,0.000,-7.067,0.000,0.000,0.000,0.000,0.000
289,841.279,0.000,-4.367,0.000,0.000,0.000,0.000,0.000
290,844.276,3.333,3.333,0.000,0.000,0.000,0.000,0.000
291,847.273,3.200,3.200,0.000,0.000,0.000,0.000,0.000
292,850.271,0.000,-4.000,0.000,0.000,0.000,0.000,0.000
293,853.269,9.000,9.000,0.000,0.000,0.000,0.000,0.000
294,856.267,1.300,1.300,0.000,0.000,0.000,0.000,0.000
295,859.265,4.167,4.167,0.000,0.000,0.000,0.000,0.000
296,862.264,0.000,-1.100,0.000,0.000,0.000,0.000,0.000
297,865.263,2.800,2.800,0.000,0.000,0.000,0.000,0.000
298,868.263,4.167,4.167,0.000,0.000,0.000,0.000,0.000
299,871.262,0.433,0.433,0.000,0.000,0.000,0.000,0.000
300,874.262,0.000,-2.267,0.000,0.000,0.000,0.000,0.000
301,877.263,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
302,880.263,2.333,2.333,0.000,0.000,0.000,0.000,0.000
303,883.264,10.200,10.200,0.000,0.000,0.000,0.000,0.000
304,886.265,0.333,0.333,0.000,0.000,0.000,0.000,0.000
305,889.266,1.700,1.700,0.000,0.000,0.000,0.000,0.000
306,892.268,0.000,-3.733,0.000,0.000,0.000,0.000,0.000
