ch,keV,net,fit,model,continuum_raw,Co-60
141,402.336,8367.281,8367.281,7971.516,960.632,7971.516
142,405.241,8440.281,8440.281,7964.859,959.438,7964.859
143,408.147,8250.656,8250.656,7958.656,958.244,7958.656
144,411.054,8274.000,8274.000,7952.725,957.050,7952.725
145,413.961,8135.062,8135.062,7946.928,955.856,7946.928
146,416.869,8085.875,8085.875,7941.230,954.662,7941.230
147,419.778,8015.719,8015.719,7935.719,953.468,7935.719
148,422.688,8239.500,8239.500,7930.597,952.274,7930.597
149,425.598,8182.937,8182.937,7926.135,951.080,7926.135
150,428.509,8058.500,8058.500,7922.620,949.887,7922.620
151,431.421,7865.406,7865.406,7920.290,948.693,7920.290
152,434.334,8002.969,8002.969,7919.284,947.499,7919.284
153,437.248,8006.625,8006.625,7919.596,946.305,7919.596
154,440.162,7872.344,7872.344,7921.052,945.111,7921.052
155,443.077,7897.250,7897.250,7923.303,943.917,7923.303
156,445.993,7908.250,7908.250,7925.834,942.723,7925.834
157,448.909,7854.375,7854.375,7927.991,941.529,7927.991
158,451.827,7962.000,7962.000,7929.036,940.335,7929.036
159,454.745,7963.406,7963.406,7928.214,939.141,7928.214
160,457.664,7969.750,7969.750,7924.846,937.947,7924.846
161,460.583,7924.219,7924.219,7918.425,936.753,7918.425
162,463.503,7841.094,7841.094,7908.712,935.559,7908.712
163,466.424,7712.094,7712.094,7895.818,934.365,7895.818
164,469.346,8039.687,8039.687,7880.246,933.171,7880.246
165,472.268,7756.812,7756.812,7862.885,931.977,7862.885
166,475.192,7941.219,7941.219,7844.961,930.783,7844.961
167,478.115,7731.875,7731.875,7827.927,929.589,7827.927
168,481.040,8009.437,8009.437,7813.322,928.395,7813.322
169,483.965,7790.625,7790.625,7802.602,927.201,7802.602
170,486.891,7716.656,7716.656,7796.980,926.007,7796.980
171,489.818,8156.625,8156.625,7797.279,924.813,7797.279
172,492.745,7726.187,7726.187,7803.835,923.619,7803.835
173,495.673,8145.625,8145.625,7816.456,922.425,7816.456
174,498.601,7804.531,7804.531,7824.491,911.274,7824.491
175,501.531,8035.719,8035.719,7836.779,900.122,7836.779
176,504.461,7952.375,7952.375,7851.916,888.971,7851.916
177,507.391,8017.844,8017.844,7868.371,877.820,7868.371
178,510.323,8218.281,8218.281,7884.655,866.669,7884.655
179,513.255,8086.094,8086.094,7899.466,855.518,7899.466
180,516.187,7857.437,7857.437,7911.803,844.366,7911.803
181,519.120,8043.906,8043.906,7921.033,833.215,7921.033
182,522.054,8073.844,8073.844,7926.902,822.064,7926.902
183,524.989,7935.250,7935.250,7929.504,810.913,7929.504
184,527.924,7998.500,7998.500,7929.221,799.762,7929.221
185,530.860,7788.219,7788.219,7926.624,788.610,7926.624
186,533.796,7888.625,7888.625,7922.387,777.459,7922.387
187,536.733,7599.750,7599.750,7917.177,766.308,7917.177
188,539.671,7841.312,7841.312,7911.575,755.157,7911.575
189,542.609,7681.719,7681.719,7906.000,744.006,7906.000
190,545.548,7590.094,7590.094,7900.661,732.854,7900.661
191,548.488,7843.937,7843.937,7895.542,721.703,7895.542
192,551.428,7511.437,7511.437,7890.411,710.552,7890.411
193,554.368,7711.031,7711.031,7884.864,699.401,7884.864
194,557.310,7608.156,7608.156,7878.395,688.250,7878.395
195,560.252,7628.500,7628.500,7870.484,677.098,7870.484
196,563.194,7546.500,7546.500,7860.688,665.947,7860.688
197,566.137,7612.812,7612.812,7848.728,654.796,7848.728
198,569.081,7675.125,7675.125,7834.545,643.645,7834.545
199,572.025,7609.562,7609.562,7818.337,632.493,7818.337
200,574.970,7613.219,7613.219,7800.550,621.342,7800.550
201,577.915,7628.844,7628.844,7781.838,610.191,7781.838
202,580.861,7508.469,7508.469,7763.001,599.040,7763.001
203,583.808,7648.094,7648.094,7744.894,587.889,7744.894
204,586.755,7474.469,7474.469,7728.341,576.737,7728.341
205,589.702,7572.937,7572.937,7714.053,565.586,7714.053
206,592.650,7724.094,7724.094,7702.558,554.435,7702.558
207,595.599,7716.469,7716.469,7694.163,543.284,7694.163
208,598.548,7807.562,7807.562,7688.934,532.133,7688.934
209,601.498,7583.656,7583.656,7686.714,520.981,7686.714
210,604.448,7571.687,7571.687,7687.158,509.830,7687.158
211,607.399,7582.750,7582.750,7689.791,498.679,7689.791
212,610.350,7515.656,7515.656,7694.072,487.528,7694.072
213,613.302,7649.062,7649.062,7699.468,476.377,7699.468
214,616.255,7783.406,7783.406,7705.509,465.225,7705.509
215,619.207,7623.750,7623.750,7711.840,454.074,7711.840
216,622.161,7832.312,7832.312,7718.248,442.923,7718.248
217,625.115,7584.000,7584.000,7724.663,431.772,7724.663
218,628.069,7647.125,7647.125,7731.146,420.621,7731.146
219,631.024,7737.969,7737.969,7737.854,409.469,7737.854
220,633.979,7705.719,7705.719,7744.993,398.318,7744.993
221,636.935,7703.406,7703.406,7752.762,387.167,7752.762
222,639.892,7618.906,7618.906,7761.312,376.016,7761.312
223,642.849,7806.750,7806.750,7770.701,364.865,7770.701
224,645.806,7864.594,7864.594,7780.871,353.713,7780.871
225,648.764,7616.906,7616.906,7791.638,342.562,7791.638
226,651.722,7992.812,7992.812,7802.711,331.411,7802.711
227,654.681,7577.469,7577.469,7813.709,320.260,7813.709
228,657.640,7921.625,7921.625,7834.410,319.314,7834.410
229,660.600,7932.000,7932.000,7854.171,318.369,7854.171
230,663.560,7644.594,7644.594,7872.589,317.424,7872.589
231,666.520,7974.969,7974.969,7889.328,316.478,7889.328
232,669.481,7769.687,7769.687,7904.140,315.533,7904.140
233,672.443,7958.094,7958.094,7916.884,314.587,7916.884
234,675.405,7903.437,7903.437,7927.518,313.642,7927.518
235,678.367,7740.656,7740.656,7936.101,312.697,7936.101
236,681.330,8210.844,8210.844,7942.776,311.751,7942.776
237,684.293,7712.937,7712.937,7947.750,310.806,7947.750
238,687.257,8169.469,8169.469,7951.287,309.860,7951.287
239,690.221,8143.312,8143.312,7953.688,308.915,7953.688
240,693.186,8024.594,8024.594,7955.277,307.970,7955.277
241,696.151,8113.531,8113.531,7956.399,307.024,7956.399
242,699.116,7739.219,7739.219,7957.404,306.079,7957.404
243,702.082,7983.156,7983.156,7958.639,305.134,7958.639
244,705.048,7928.719,7928.719,7960.442,304.188,7960.442
245,708.015,8287.406,8287.406,7963.124,303.243,7963.124
246,710.982,8250.812,8250.812,7966.965,302.297,7966.965
247,713.949,8081.781,8081.781,7972.191,301.352,7972.191
248,716.917,8147.875,8147.875,7978.972,300.407,7978.972
249,719.885,8086.094,8086.094,7987.412,299.461,7987.412
250,722.853,8108.250,8108.250,7997.548,298.516,7997.548
251,725.822,8198.812,8198.812,8009.354,297.570,8009.354
252,728.792,8213.844,8213.844,8022.755,296.625,8022.755
253,731.761,8145.656,8145.656,8037.641,295.680,8037.641
254,734.731,8256.375,8256.375,8053.895,294.734,8053.895
255,737.702,8120.219,8120.219,8071.408,293.789,8071.408
256,740.673,8330.187,8330.187,8090.104,292.843,8090.104
257,743.644,8262.719,8262.719,8109.954,291.898,8109.954
258,746.615,8355.937,8355.937,8130.979,290.953,8130.979
259,749.587,8396.250,8396.250,8153.256,290.007,8153.256
260,752.560,8300.437,8300.437,8176.902,289.062,8176.902
261,755.532,8323.500,8323.500,8202.061,288.116,8202.061
262,758.505,8479.000,8479.000,8228.880,287.171,8228.880
263,761.478,8447.094,8447.094,8257.495,286.226,8257.495
264,764.452,8493.937,8493.937,8288.002,285.280,8288.002
265,767.426,8407.875,8407.875,8320.454,284.335,8320.454
266,770.400,8377.312,8377.312,8354.844,283.389,8354.844
267,773.375,8316.937,8316.937,8391.111,282.444,8391.111
268,776.350,8524.625,8524.625,8429.145,281.499,8429.145
269,779.325,8675.750,8675.750,8468.792,280.553,8468.792
270,782.301,8576.469,8576.469,8509.866,279.608,8509.866
271,785.276,8764.344,8764.344,8552.160,278.662,8552.160
272,788.253,8700.781,8700.781,8595.448,277.717,8595.448
273,791.229,8653.750,8653.750,8639.493,276.772,8639.493
274,794.206,8744.687,8744.687,8684.041,275.826,8684.041
275,797.183,8883.937,8883.937,8728.823,274.881,8728.823
276,800.161,8730.375,8730.375,8773.548,273.935,8773.548
277,803.138,8581.719,8581.719,8817.913,272.990,8817.913
278,806.116,8966.937,8966.937,8861.603,272.045,8861.603
279,809.095,8888.219,8888.219,8904.303,271.099,8904.303
280,812.073,8968.969,8968.969,8945.722,270.154,8945.722
281,815.052,9084.906,9084.906,8985.608,269.208,8985.608
282,818.031,8889.094,8889.094,9023.778,268.263,9023.778
283,821.011,8951.812,8951.812,9060.130,267.318,9060.130
284,823.990,9133.187,9133.187,9094.667,266.372,9094.667
285,826.970,9267.187,9267.187,9127.494,265.427,9127.494
286,829.951,9401.500,9401.500,9158.821,264.481,9158.821
287,832.931,9527.344,9527.344,9188.943,263.536,9188.943
288,835.912,9353.250,9353.250,9218.220,262.591,9218.220
289,838.893,9401.719,9401.719,9247.044,261.645,9247.044
290,841.874,9455.344,9455.344,9275.809,260.700,9275.809
291,844.856,9256.000,9256.000,9304.880,259.754,9304.880
292,847.838,9527.937,9527.937,9332.004,256.244,9332.004
293,850.820,9505.406,9505.406,9359.986,252.734,9359.986
294,853.802,9571.000,9571.000,9388.987,249.224,9388.987
295,856.785,9600.156,9600.156,9419.089,245.714,9419.089
296,859.767,9710.969,9710.969,9450.305,242.204,9450.305
297,862.750,9521.656,9521.656,9482.591,238.693,9482.591
298,865.734,9721.187,9721.187,9515.861,235.183,9515.861
299,868.717,9614.062,9614.062,9550.003,231.673,9550.003
300,871.701,9610.937,9610.937,9584.892,228.163,9584.892
301,874.685,9550.531,9550.531,9620.390,224.653,9620.390
302,877.669,9535.656,9535.656,9656.352,221.142,9656.352
303,880.653,9596.187,9596.187,9692.616,217.632,9692.616
304,883.638,9873.094,9873.094,9728.991,214.122,9728.991
305,886.622,9575.812,9575.812,9765.240,210.612,9765.240
306,889.607,9725.156,9725.156,9801.061,207.102,9801.061
307,892.592,9971.344,9971.344,9836.067,203.591,9836.067
308,895.578,9858.750,9858.750,9869.768,200.081,9869.768
309,898.563,10028.156,10028.156,9901.555,196.571,9901.555
310,901.549,9540.812,9540.812,9930.687,193.061,9930.687
311,904.535,10002.750,10002.750,9956.296,189.551,9956.296
312,907.521,9958.250,9958.250,9977.380,186.040,9977.380
313,910.508,9904.562,9904.562,9992.824,182.530,9992.824
314,913.494,9986.437,9986.437,10001.418,179.020,10001.418
315,916.481,9838.469,9838.469,10001.885,175.510,10001.885
316,919.468,9852.219,9852.219,9992.924,172.000,9992.924
317,922.455,9790.250,9790.250,9973.253,168.489,9973.253
318,925.442,9673.250,9673.250,9941.660,164.979,9941.660
319,928.429,9519.531,9519.531,9897.065,161.469,9897.065
320,931.417,9579.312,9579.312,9838.569,157.959,9838.569
321,934.405,9572.969,9572.969,9765.513,154.449,9765.513
322,937.392,9270.687,9270.687,9677.529,150.938,9677.529
323,940.380,9016.281,9016.281,9574.576,147.428,9574.576
324,943.369,9018.906,9018.906,9456.974,143.918,9456.974
325,946.357,8802.656,8802.656,9325.411,140.408,9325.411
326,949.345,8535.844,8535.844,9180.941,136.898,9180.941
327,952.334,8262.906,8262.906,9024.965,133.387,9024.965
328,955.323,8358.656,8358.656,8859.188,129.877,8859.188
329,958.312,8078.062,8078.062,8685.562,126.367,8685.562
330,961.301,7773.812,7773.812,8506.221,122.857,8506.221
331,964.290,7762.187,7762.187,8323.401,119.347,8323.401
332,967.279,7678.906,7678.906,8139.361,115.836,8139.361
333,970.269,7248.812,7248.812,7956.301,112.326,7956.301
334,973.258,6996.125,6996.125,7776.288,108.816,7776.288
335,976.248,7007.656,7007.656,7601.194,105.306,7601.194
336,979.238,7119.219,7119.219,7432.643,101.796,7432.643
337,982.228,6582.844,6582.844,7271.983,98.285,7271.983
338,985.218,6821.406,6821.406,7120.266,94.775,7120.266
339,988.208,6736.344,6736.344,6978.244,91.265,6978.244
340,991.198,6582.844,6582.844,6846.391,87.755,6846.391
341,994.189,6152.250,6152.250,6724.921,84.245,6724.921
342,997.179,6455.000,6455.000,6613.822,80.735,6613.822
343,1000.170,6562.000,6562.000,6512.901,77.224,6512.901
344,1003.161,6367.906,6367.906,6421.814,73.714,6421.814
345,1006.151,5734.875,5734.875,6340.111,70.204,6340.111
346,1009.142,6363.687,6363.687,6267.267,66.694,6267.267
347,1012.133,6258.062,6258.062,6202.711,63.184,6202.711
348,1015.124,5662.250,5662.250,6145.848,59.673,6145.848
349,1018.115,6233.094,6233.094,6096.074,56.163,6096.074
350,1021.107,6130.156,6130.156,6052.784,52.653,6052.784
351,1024.098,6013.687,6013.687,6015.376,49.143,6015.376
352,1027.089,5645.187,5645.187,5983.252,45.633,5983.252
353,1030.081,5985.312,5985.312,5955.807,42.122,5955.807
354,1033.072,5995.250,5995.250,5932.426,38.612,5932.426
355,1036.064,5900.281,5900.281,5912.478,35.102,5912.478
356,1039.056,5899.906,5899.906,5895.303,31.592,5895.303
357,1042.048,5983.094,5983.094,5880.214,28.082,5880.214
358,1045.039,5893.031,5893.031,5866.492,24.571,5866.492
359,1048.031,5707.781,5707.781,5853.393,21.061,5853.393
360,1051.023,5814.437,5814.437,5840.163,17.551,5840.163
361,1054.015,5991.750,5991.750,5826.056,14.041,5826.056
362,1057.007,5885.312,5885.312,5810.376,10.531,5810.376
363,1059.999,5647.406,5647.406,5792.520,7.020,5792.520
364,1062.992,5900.906,5900.906,5772.049,3.510,5772.049
365,1065.984,5970.687,5970.687,5748.764,0.000,5748.764
366,1068.976,5933.031,5933.031,5729.238,2.916,5729.238
367,1071.968,5951.562,5951.562,5707.648,5.833,5707.648
368,1074.961,5861.781,5861.781,5685.192,8.749,5685.192
369,1077.953,5823.687,5823.687,5663.804,11.665,5663.804
370,1080.945,5841.625,5841.625,5646.305,14.581,5646.305
371,1083.938,5706.719,5706.719,5636.553,17.498,5636.553
372,1086.930,5784.500,5784.500,5639.580,20.414,5639.580
373,1089.923,5905.344,5905.344,5661.705,23.330,5661.705
374,1092.915,5788.906,5788.906,5710.605,26.246,5710.605
375,1095.908,5878.000,5878.000,5795.333,29.163,5795.333
376,1098.900,6076.750,6076.750,5926.258,32.079,5926.258
377,1101.893,6237.531,6237.531,6114.913,34.995,6114.913
378,1104.886,6481.312,6481.312,6373.731,37.911,6373.731
379,1107.878,6921.062,6921.062,6715.670,40.828,6715.670
380,1110.871,7132.875,7132.875,7153.704,43.744,7153.704
381,1113.863,7829.687,7829.687,7700.190,46.660,7700.190
382,1116.856,8571.250,8571.250,8366.131,49.577,8366.131
383,1119.849,9227.406,9227.406,9160.349,52.493,9160.349
384,1122.841,10061.937,10061.937,10088.613,55.409,10088.613
385,1125.834,10979.937,10979.937,11152.763,58.325,11152.763
386,1128.827,12328.156,12328.156,12349.903,61.242,12349.903
387,1131.819,13674.156,13674.156,13671.710,64.158,13671.710
388,1134.812,15230.375,15230.375,15103.951,67.074,15103.951
389,1137.804,16569.625,16569.625,16626.254,69.990,16626.254
390,1140.797,18347.094,18347.094,18212.193,72.907,18212.193
391,1143.790,19912.625,19912.625,19829.731,75.823,19829.731
392,1146.782,21505.594,21505.594,21442.035,78.739,21442.035
393,1149.775,23204.312,23204.312,23008.650,81.655,23008.650
394,1152.767,24833.906,24833.906,24486.988,84.572,24486.988
395,1155.760,26230.937,26230.937,25834.077,87.488,25834.077
396,1158.752,27799.812,27799.812,27008.462,90.404,27008.462
397,1161.745,28469.500,28469.500,27972.147,93.321,27972.147
398,1164.737,29508.750,29508.750,28692.467,96.237,28692.467
399,1167.729,29676.375,29676.375,29143.735,99.153,29143.735
400,1170.722,30234.375,30234.375,29308.580,102.069,29308.580
401,1173.714,30386.562,30386.562,29178.856,104.986,29178.856
402,1176.706,29390.625,29390.625,28756.072,107.902,28756.072
403,1179.699,29040.344,29040.344,28051.301,110.818,28051.301
404,1182.691,28091.406,28091.406,27084.580,113.734,27084.580
405,1185.683,26706.937,26706.937,25883.850,116.651,25883.850
406,1188.675,25458.406,25458.406,24483.502,119.567,24483.502
407,1191.667,23315.406,23315.406,22922.659,122.483,22922.659
408,1194.659,20977.937,20977.937,21243.281,125.399,21243.281
409,1197.651,19379.937,19379.937,19488.250,128.316,19488.250
410,1200.643,17733.062,17733.062,17699.548,131.232,17699.548
411,1203.635,15561.812,15561.812,15916.623,134.148,15916.623
412,1206.627,13682.875,13682.875,14175.050,137.065,14175.050
413,1209.618,12172.656,12172.656,12505.524,139.981,12505.524
414,1212.610,10374.281,10374.281,10933.231,142.897,10933.231
415,1215.602,8612.094,8612.094,9477.585,145.813,9477.585
416,1218.593,7624.687,7624.687,8152.302,148.730,8152.302
417,1221.585,6279.937,6279.937,6965.781,151.646,6965.781
418,1224.576,5227.125,5227.125,5921.716,154.562,5921.716
419,1227.567,4574.094,4574.094,5019.870,157.478,5019.870
420,1230.558,3742.062,3742.062,4256.953,160.395,4256.953
421,1233.550,3118.562,3118.562,3627.529,163.311,3627.529
422,1236.541,2893.969,2893.969,3124.892,166.227,3124.892
423,1239.532,2491.437,2491.437,2741.867,169.143,2741.867
424,1242.523,2298.250,2298.250,2471.496,172.060,2471.496
425,1245.513,2211.250,2211.250,2307.588,174.976,2307.588
426,1248.504,2204.781,2204.781,2245.112,177.892,2245.112
427,1251.495,2295.156,2295.156,2280.432,180.809,2280.432
428,1254.485,2528.594,2528.594,2411.386,183.725,2411.386
429,1257.476,2722.344,2722.344,2637.213,186.641,2637.213
430,1260.466,3103.875,3103.875,2958.348,189.557,2958.348
431,1263.457,3396.219,3396.219,3376.094,192.474,3376.094
432,1266.447,3978.281,3978.281,3892.191,195.390,3892.191
433,1269.437,4473.719,4473.719,4508.321,198.306,4508.321
434,1272.427,5204.094,5204.094,5225.539,201.222,5225.539
435,1275.417,5912.219,5912.219,6043.701,204.139,6043.701
436,1278.406,6625.812,6625.812,6960.887,207.055,6960.887
437,1281.396,7656.625,7656.625,7972.869,209.971,7972.869
438,1284.386,8582.531,8582.531,9072.650,212.887,9072.650
439,1287.375,9743.375,9743.375,10250.116,215.804,10250.116
440,1290.364,11169.594,11169.594,11491.820,218.720,11491.820
441,1293.354,12227.812,12227.812,12780.936,221.636,12780.936
442,1296.343,13433.937,13433.937,14097.400,224.553,14097.400
443,1299.332,14787.656,14787.656,15418.242,227.469,15418.242
444,1302.321,16200.375,16200.375,16718.112,230.385,16718.112
445,1305.309,17186.594,17186.594,17969.994,233.301,17969.994
446,1308.298,18997.281,18997.281,19146.067,236.218,19146.067
447,1311.286,19995.812,19995.812,20218.689,239.134,20218.689
448,1314.275,20662.812,20662.812,21161.442,242.050,21161.442
449,1317.263,22327.469,22327.469,21950.196,244.966,21950.196
450,1320.251,22160.469,22160.469,22564.120,247.883,22564.120
451,1323.239,23607.437,23607.437,22982.693,246.905,22982.693
452,1326.227,23561.250,23561.250,23198.121,245.928,23198.121
453,1329.215,23610.531,23610.531,23204.192,244.951,23204.192
454,1332.202,23915.281,23915.281,23000.448,243.974,23000.448
455,1335.190,23014.437,23014.437,22592.214,242.997,22592.214
456,1338.177,23506.375,23506.375,21990.353,242.020,21990.353
457,1341.164,21738.719,21738.719,21210.776,241.042,21210.776
