ch,keV,net,fit,model,continuum_raw,Am-241,continuum
891,2644.110,0.811,0.811,0.005,0.005,0.000,0.005
892,2647.018,0.000,-0.117,0.004,0.004,0.000,0.004
893,2649.926,0.000,-0.117,0.004,0.004,0.000,0.004
894,2652.834,0.000,-0.122,0.003,0.003,0.000,0.003
895,2655.741,0.000,-0.122,0.003,0.003,0.000,0.003
896,2658.647,0.000,-0.133,0.003,0.003,0.000,0.003
897,2661.552,0.000,-0.122,0.002,0.002,0.000,0.002
898,2664.457,0.000,-0.072,0.002,0.002,0.000,0.002
899,2667.361,0.000,-0.083,0.002,0.002,0.000,0.002
900,2670.265,0.000,-0.078,0.001,0.001,0.000,0.001
901,2673.168,0.000,-0.078,0.001,0.001,0.000,0.001
902,2676.070,0.000,-0.100,0.001,0.001,0.000,0.001
903,2678.972,0.000,-0.061,0.000,0.000,0.000,0.000
904,2681.873,0.000,-0.072,0.000,0.000,0.000,0.000
905,2684.773,0.000,-0.072,0.000,0.000,0.000,0.000
906,2687.673,0.000,-0.094,0.000,0.000,0.000,0.000
907,2690.572,0.000,-0.050,0.000,0.000,0.000,0.000
908,2693.471,0.000,-0.083,0.000,0.000,0.000,0.000
909,2696.369,0.000,-0.083,0.000,0.000,0.000,0.000
910,2699.266,0.000,-0.078,0.000,0.000,0.000,0.000
911,2702.162,0.000,-0.056,0.000,0.000,0.000,0.000
912,2705.058,0.000,-0.044,0.000,0.000,0.000,0.000
913,2707.954,0.000,-0.044,0.000,0.000,0.000,0.000
914,2710.848,0.000,-0.089,0.000,0.000,0.000,0.000
915,2713.742,0.000,-0.072,0.000,0.000,0.000,0.000
916,2716.635,0.956,0.956,0.000,0.000,0.000,0.000
917,2719.528,0.000,-0.089,0.000,0.000,0.000,0.000
918,2722.420,0.000,-0.050,0.000,0.000,0.000,0.000
919,2725.311,0.000,-0.033,0.000,0.000,0.000,0.000
920,2728.202,0.928,0.928,0.000,0.000,0.000,0.000
921,2731.092,0.000,-0.061,0.000,0.000,0.000,0.000
922,2733.981,0.000,-0.078,0.000,0.000,0.000,0.000
923,2736.870,0.000,-0.022,0.000,0.000,0.000,0.000
924,2739.757,0.000,-0.067,0.000,0.000,0.000,0.000
925,2742.645,0.000,-0.039,0.000,0.000,0.000,0.000
926,2745.531,0.000,-0.056,0.000,0.000,0.000,0.000
927,2748.417,0.000,-0.083,0.000,0.000,0.000,0.000
928,2751.302,0.000,-0.033,0.000,0.000,0.000,0.000
929,2754.187,0.000,-0.050,0.000,0.000,0.000,0.000
930,2757.071,0.000,-0.061,0.000,0.000,0.000,0.000
931,2759.954,0.000,-0.067,0.000,0.000,0.000,0.000
932,2762.837,0.000,-0.044,0.000,0.000,0.000,0.000
933,2765.718,0.000,-0.061,0.000,0.000,0.000,0.000
934,2768.600,0.000,-0.044,0.000,0.000,0.000,0.000
935,2771.480,0.000,-0.044,0.000,0.000,0.000,0.000
936,2774.360,0.000,-0.039,0.000,0.000,0.000,0.000
937,2777.239,0.000,-0.067,0.000,0.000,0.000,0.000
938,2780.117,0.000,-0.061,0.000,0.000,0.000,0.000
939,2782.995,0.000,-0.050,0.000,0.000,0.000,0.000
940,2785.872,0.000,-0.050,0.000,0.000,0.000,0.000
941,2788.748,0.000,-0.039,0.000,0.000,0.000,0.000
942,2791.624,0.000,-0.056,0.000,0.000,0.000,0.000
943,2794.499,0.000,-0.061,0.000,0.000,0.000,0.000
944,2797.373,0.000,-0.061,0.000,0.000,0.000,0.000
945,2800.246,0.000,-0.033,0.000,0.000,0.000,0.000
946,2803.119,0.000,-0.078,0.000,0.000,0.000,0.000
947,2805.991,0.000,-0.056,0.000,0.000,0.000,0.000
948,2808.862,0.000,-0.056,0.000,0.000,0.000,0.000
949,2811.733,0.000,-0.061,0.000,0.000,0.000,0.000
950,2814.603,0.000,-0.050,0.000,0.000,0.000,0.000
951,2817.472,0.000,-0.050,0.000,0.000,0.000,0.000
952,2820.341,0.000,-0.033,0.000,0.000,0.000,0.000
953,2823.208,0.000,-0.067,0.000,0.000,0.000,0.000
954,2826.076,0.000,-0.050,0.000,0.000,0.000,0.000
955,2828.942,0.000,-0.056,0.000,0.000,0.000,0.000
956,2831.807,0.000,-0.067,0.000,0.000,0.000,0.000
957,2834.672,0.000,-0.050,0.000,0.000,0.000,0.000
958,2837.537,0.000,-0.050,0.000,0.000,0.000,0.000
959,2840.400,0.000,-0.028,0.000,0.000,0.000,0.000
960,2843.263,0.000,-0.033,0.000,0.000,0.000,0.000
961,2846.125,0.000,-0.078,0.000,0.000,0.000,0.000
962,2848.986,0.000,-0.044,0.000,0.000,0.000,0.000
963,2851.847,0.000,-0.028,0.000,0.000,0.000,0.000
964,2854.706,0.000,-0.072,0.000,0.000,0.000,0.000
965,2857.565,0.000,-0.017,0.000,0.000,0.000,0.000
966,2860.424,0.000,-0.056,0.000,0.000,0.000,0.000
967,2863.281,0.000,-0.067,0.000,0.000,0.000,0.000
968,2866.138,0.000,-0.056,0.000,0.000,0.000,0.000
969,2868.994,0.000,-0.061,0.000,0.000,0.000,0.000
970,2871.850,0.000,-0.056,0.000,0.000,0.000,0.000
971,2874.704,0.000,-0.078,0.000,0.000,0.000,0.000
972,2877.558,0.000,-0.039,0.000,0.000,0.000,0.000
973,2880.411,0.000,-0.033,0.000,0.000,0.000,0.000
974,2883.264,0.000,-0.056,0.000,0.000,0.000,0.000
975,2886.115,0.000,-0.028,0.000,0.000,0.000,0.000
976,2888.966,0.000,-0.039,0.000,0.000,0.000,0.000
977,2891.816,0.000,-0.061,0.000,0.000,0.000,0.000
978,2894.666,0.000,-0.050,0.000,0.000,0.000,0.000
979,2897.514,0.000,-0.061,0.000,0.000,0.000,0.000
980,2900.362,0.000,-0.039,0.000,0.000,0.000,0.000
981,2903.209,0.000,-0.039,0.000,0.000,0.000,0.000
982,2906.056,0.000,-0.050,0.000,0.000,0.000,0.000
983,2908.901,0.000,-0.039,0.000,0.000,0.000,0.000
984,2911.746,0.000,-0.056,0.000,0.000,0.000,0.000
985,2914.590,0.000,-0.050,0.000,0.000,0.000,0.000
986,2917.434,0.000,-0.044,0.000,0.000,0.000,0.000
987,2920.276,0.000,-0.033,0.000,0.000,0.000,0.000
988,2923.118,0.967,0.967,0.000,0.000,0.000,0.000
989,2925.959,0.000,-0.078,0.000,0.000,0.000,0.000
990,2928.799,0.000,-0.039,0.000,0.000,0.000,0.000
991,2931.638,0.000,-0.050,0.000,0.000,0.000,0.000
992,2934.477,0.000,-0.044,0.000,0.000,0.000,0.000
993,2937.315,0.000,-0.033,0.000,0.000,0.000,0.000
994,2940.152,0.000,-0.050,0.000,0.000,0.000,0.000
995,2942.988,0.000,-0.039,0.000,0.000,0.000,0.000
996,2945.824,0.000,-0.067,0.000,0.000,0.000,0.000
997,2948.659,0.000,-0.033,0.000,0.000,0.000,0.000
998,2951.493,0.000,-0.039,0.000,0.000,0.000,0.000
999,2954.326,0.000,-0.033,0.000,0.000,0.000,0.000
1000,2957.158,0.000,-0.056,0.000,0.000,0.000,0.000
1001,2959.990,0.000,-0.044,0.000,0.000,0.000,0.000
1002,2962.821,0.000,-0.044,0.000,0.000,0.000,0.000
1003,2965.651,0.000,-0.061,0.000,0.000,0.000,0.000
1004,2968.480,0.000,-0.044,0.000,0.000,0.000,0.000
1005,2971.308,0.000,-0.067,0.000,0.000,0.000,0.000
1006,2974.136,0.000,-0.039,0.000,0.000,0.000,0.000
1007,2976.963,0.000,-0.011,0.000,0.000,0.000,0.000
1008,2979.789,0.000,-0.050,0.000,0.000,0.000,0.000
1009,2982.614,0.000,-0.072,0.000,0.000,0.000,0.000
1010,2985.438,0.000,-0.061,0.000,0.000,0.000,0.000
1011,2988.262,0.000,-0.056,0.000,0.000,0.000,0.000
1012,2991.085,0.000,-0.022,0.000,0.000,0.000,0.000
1013,2993.907,0.000,-0.022,0.000,0.000,0.000,0.000
1014,2996.728,0.000,-0.050,0.000,0.000,0.000,0.000
1015,2999.548,0.000,-0.044,0.000,0.000,0.000,0.000
1016,3002.368,0.000,-0.039,0.000,0.000,0.000,0.000
1017,3005.187,0.000,-0.044,0.000,0.000,0.000,0.000
1018,3008.004,0.000,-0.044,0.000,0.000,0.000,0.000
1019,3010.822,0.000,-0.050,0.000,0.000,0.000,0.000
1020,3013.638,0.000,-0.033,0.000,0.000,0.000,0.000
1021,3016.453,0.000,-0.028,0.000,0.000,0.000,0.000
1022,3019.268,0.000,-0.039,0.000,0.000,0.000,0.000
1023,3022.082,0.000,-0.044,0.000,0.000,0.000,0.000
