ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Th-232,Rn-220,DE-2615,SE-2615,DE-1588,Xray-W,Backscatter,SE-1631,DE-1631,Xray-NaI,Esc-NaI,continuum
4135,1548.991,1602.391,1602.391,1416.717,829.182,207.663,319.839,0.000,38.511,0.000,0.000,0.000,0.000,677.642,173.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4136,1549.374,1613.462,1613.462,1423.738,828.697,208.575,319.926,0.000,38.580,0.000,0.000,0.000,0.000,683.549,173.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4137,1549.756,1604.007,1604.007,1430.810,828.212,209.498,320.016,0.000,38.653,0.000,0.000,0.000,0.000,689.486,173.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4138,1550.139,1539.771,1539.771,1437.932,827.726,210.433,320.110,0.000,38.730,0.000,0.000,0.000,0.000,695.451,173.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4139,1550.522,1566.078,1566.078,1445.102,827.241,211.377,320.208,0.000,38.811,0.000,0.000,0.000,0.000,701.445,173.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4140,1550.905,1644.387,1644.387,1452.319,826.756,212.333,320.310,0.000,38.897,0.000,0.000,0.000,0.000,707.465,173.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4141,1551.287,1626.235,1626.235,1459.581,826.271,213.298,320.415,0.000,38.986,0.000,0.000,0.000,0.000,713.510,173.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4142,1551.670,1699.382,1699.382,1466.887,825.786,214.273,320.524,0.000,39.080,0.000,0.000,0.000,0.000,719.579,173.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4143,1552.053,1689.083,1689.083,1474.235,825.301,215.257,320.637,0.000,39.178,0.000,0.000,0.000,0.000,725.670,173.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4144,1552.435,1671.538,1671.538,1481.624,824.816,216.251,320.754,0.000,39.280,0.000,0.000,0.000,0.000,731.783,173.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4145,1552.818,1731.923,1731.923,1489.053,824.331,217.254,320.875,0.000,39.387,0.000,0.000,0.000,0.000,737.916,173.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4146,1553.201,1686.080,1686.080,1496.519,823.846,218.265,321.000,0.000,39.498,0.000,0.000,0.000,0.000,744.067,173.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4147,1553.584,1677.776,1677.776,1504.021,823.361,219.285,321.129,0.000,39.614,0.000,0.000,0.000,0.000,750.236,173.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4148,1553.966,1668.308,1668.308,1511.557,822.875,220.312,321.261,0.000,39.734,0.000,0.000,0.000,0.000,756.420,173.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4149,1554.349,1669.845,1669.845,1519.126,822.390,221.347,321.398,0.000,39.859,0.000,0.000,0.000,0.000,762.618,173.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4150,1554.732,1634.227,1634.227,1526.726,821.905,222.389,321.539,0.000,39.989,0.000,0.000,0.000,0.000,768.828,173.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4151,1555.115,1641.002,1641.002,1534.355,821.420,223.439,321.685,0.000,40.123,0.000,0.000,0.000,0.000,775.050,174.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4152,1555.497,1733.926,1733.926,1542.011,820.935,224.494,321.834,0.000,40.261,0.000,0.000,0.000,0.000,781.281,174.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4153,1555.880,1638.923,1638.923,1549.692,820.450,225.556,321.988,0.000,40.405,0.000,0.000,0.000,0.000,787.520,174.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4154,1556.263,1620.232,1620.232,1557.397,819.965,226.624,322.145,0.000,40.553,0.000,0.000,0.000,0.000,793.765,174.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4155,1556.646,1770.538,1770.538,1565.123,819.480,227.698,322.307,0.000,40.706,0.000,0.000,0.000,0.000,800.015,174.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4156,1557.028,1695.384,1695.384,1572.869,818.995,228.777,322.474,0.000,40.864,0.000,0.000,0.000,0.000,806.268,174.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4157,1557.411,1676.999,1676.999,1580.632,818.509,229.860,322.644,0.000,41.027,0.000,0.000,0.000,0.000,812.523,174.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4158,1557.794,1831.306,1831.306,1588.411,818.024,230.948,322.819,0.000,41.194,0.000,0.000,0.000,0.000,818.776,174.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4159,1558.177,1615.306,1615.306,1596.204,817.539,232.040,322.999,0.000,41.367,0.000,0.000,0.000,0.000,825.028,174.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4160,1558.559,1722.075,1722.075,1604.008,817.054,233.136,323.183,0.000,41.544,0.000,0.000,0.000,0.000,831.276,174.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4161,1558.942,1802.847,1802.847,1611.821,816.569,234.234,323.371,0.000,41.726,0.000,0.000,0.000,0.000,837.518,174.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4162,1559.325,1622.999,1622.999,1619.642,816.084,235.336,323.564,0.000,41.914,0.000,0.000,0.000,0.000,843.753,175.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4163,1559.708,1807.921,1807.921,1627.468,815.599,236.441,323.761,0.000,42.106,0.000,0.000,0.000,0.000,849.979,175.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4164,1560.091,1810.009,1810.009,1635.297,815.114,237.547,323.963,0.000,42.303,0.000,0.000,0.000,0.000,856.193,175.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4165,1560.473,1755.232,1755.232,1643.127,814.629,238.655,324.169,0.000,42.505,0.000,0.000,0.000,0.000,862.395,175.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4166,1560.856,1730.769,1730.769,1650.956,814.144,239.765,324.380,0.000,42.712,0.000,0.000,0.000,0.000,868.582,175.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4167,1561.239,1809.766,1809.766,1658.781,813.658,240.875,324.595,0.000,42.924,0.000,0.000,0.000,0.000,874.753,175.634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4168,1561.622,1723.690,1723.690,1666.600,813.173,241.986,324.815,0.000,43.141,0.000,0.000,0.000,0.000,880.905,175.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4169,1562.005,1785.232,1785.232,1674.412,812.688,243.098,325.040,0.000,43.364,0.000,0.000,0.000,0.000,887.036,175.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4170,1562.387,1855.308,1855.308,1682.213,812.203,244.209,325.269,0.000,43.591,0.000,0.000,0.000,0.000,893.145,175.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4171,1562.770,1789.002,1789.002,1690.001,811.718,245.319,325.503,0.000,43.823,0.000,0.000,0.000,0.000,899.231,176.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4172,1563.153,1678.070,1678.070,1697.774,811.233,246.428,325.742,0.000,44.060,0.000,0.000,0.000,0.000,905.290,176.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4173,1563.536,1824.458,1824.458,1705.530,810.748,247.536,325.985,0.000,44.302,0.000,0.000,0.000,0.000,911.321,176.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4174,1563.919,1827.931,1827.931,1713.267,810.263,248.642,326.234,0.000,44.550,0.000,0.000,0.000,0.000,917.322,176.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4175,1564.301,1844.928,1844.928,1720.981,809.778,249.745,326.487,0.000,44.802,0.000,0.000,0.000,0.000,923.290,176.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4176,1564.684,1799.311,1799.311,1728.671,809.293,250.846,326.744,0.000,45.059,0.000,0.000,0.000,0.000,929.225,176.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4177,1565.067,1805.538,1805.538,1736.335,808.807,251.944,327.007,0.000,45.321,0.000,0.000,0.000,0.000,935.124,176.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4178,1565.450,1813.225,1813.225,1743.969,808.322,253.038,327.274,0.000,45.588,0.000,0.000,0.000,0.000,940.986,177.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4179,1565.833,1860.619,1860.619,1751.572,807.837,254.128,327.546,0.000,45.860,0.000,0.000,0.000,0.000,946.807,177.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4180,1566.216,1890.771,1890.771,1759.141,807.352,255.214,327.823,0.000,46.137,0.000,0.000,0.000,0.000,952.586,177.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4181,1566.598,1865.619,1865.619,1766.673,806.867,256.295,328.105,0.000,46.418,0.000,0.000,0.000,0.000,958.322,177.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4182,1566.981,1909.007,1909.007,1774.167,806.382,257.371,328.392,0.000,46.705,0.000,0.000,0.000,0.000,964.011,177.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4183,1567.364,1939.938,1939.938,1781.620,805.897,258.442,328.684,0.000,46.996,0.000,0.000,0.000,0.000,969.653,177.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4184,1567.747,1875.232,1875.232,1789.030,805.412,259.506,328.980,0.000,47.292,0.000,0.000,0.000,0.000,975.245,178.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4185,1568.130,1815.769,1815.769,1796.393,804.927,260.565,329.282,0.000,47.593,0.000,0.000,0.000,0.000,980.785,178.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4186,1568.513,1781.308,1781.308,1803.708,804.442,261.616,329.588,0.000,47.898,0.000,0.000,0.000,0.000,986.271,178.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4187,1568.895,1840.617,1840.617,1810.973,803.956,262.660,329.899,0.000,48.208,0.000,0.000,0.000,0.000,991.701,178.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4188,1569.278,1873.695,1873.695,1818.184,803.471,263.697,330.216,0.000,48.523,0.000,0.000,0.000,0.000,997.073,178.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4189,1569.661,1865.230,1865.230,1825.339,802.986,264.725,330.537,0.000,48.842,0.000,0.000,0.000,0.000,1002.386,178.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4190,1570.044,1894.614,1894.614,1832.437,802.501,265.746,330.863,0.000,49.166,0.000,0.000,0.000,0.000,1007.637,179.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4191,1570.427,1916.002,1916.002,1839.474,802.016,266.757,331.194,0.000,49.494,0.000,0.000,0.000,0.000,1012.824,179.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4192,1570.810,1903.237,1903.237,1846.448,801.531,267.760,331.530,0.000,49.827,0.000,0.000,0.000,0.000,1017.945,179.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4193,1571.193,1949.159,1949.159,1853.357,801.046,268.753,331.871,0.000,50.164,0.000,0.000,0.000,0.000,1022.998,179.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4194,1571.575,1906.232,1906.232,1860.199,800.561,269.736,332.217,0.000,50.506,0.000,0.000,0.000,0.000,1027.982,179.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4195,1571.958,1894.847,1894.847,1866.970,800.076,270.708,332.568,0.000,50.851,0.000,0.000,0.000,0.000,1032.895,179.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4196,1572.341,1958.774,1958.774,1873.670,799.591,271.670,332.924,0.000,51.201,0.000,0.000,0.000,0.000,1037.734,180.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4197,1572.724,1969.847,1969.847,1880.294,799.105,272.621,333.285,0.000,51.555,0.000,0.000,0.000,0.000,1042.498,180.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4198,1573.107,1924.230,1924.230,1886.842,798.620,273.561,333.651,0.000,51.913,0.000,0.000,0.000,0.000,1047.184,180.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4199,1573.490,1941.766,1941.766,1893.311,798.135,274.489,334.022,0.000,52.275,0.000,0.000,0.000,0.000,1051.792,180.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4200,1573.873,1923.235,1923.235,1899.698,797.650,275.404,334.397,0.000,52.641,0.000,0.000,0.000,0.000,1056.318,180.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4201,1574.256,1978.237,1978.237,1906.001,797.165,276.308,334.778,0.000,53.010,0.000,0.000,0.000,0.000,1060.762,181.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4202,1574.638,1984.467,1984.467,1912.219,796.680,277.198,335.164,0.000,53.383,0.000,0.000,0.000,0.000,1065.121,181.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4203,1575.021,1953.080,1953.080,1918.348,796.195,278.075,335.554,0.000,53.761,0.000,0.000,0.000,0.000,1069.394,181.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4204,1575.404,1887.460,1887.460,1924.386,795.710,278.939,335.950,0.000,54.141,0.000,0.000,0.000,0.000,1073.578,181.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4205,1575.787,1898.465,1898.465,1930.332,795.225,279.789,336.350,0.000,54.525,0.000,0.000,0.000,0.000,1077.673,181.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4206,1576.170,1825.541,1825.541,1936.183,794.740,280.624,336.756,0.000,54.913,0.000,0.000,0.000,0.000,1081.676,182.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4207,1576.553,2047.612,2047.612,1941.937,794.254,281.446,337.166,0.000,55.304,0.000,0.000,0.000,0.000,1085.586,182.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4208,1576.936,1926.769,1926.769,1947.592,793.769,282.252,337.581,0.000,55.698,0.000,0.000,0.000,0.000,1089.401,182.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4209,1577.319,1934.311,1934.311,1953.146,793.284,283.043,338.001,0.000,56.095,0.000,0.000,0.000,0.000,1093.119,182.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4210,1577.702,1947.306,1947.306,1958.597,792.799,283.819,338.426,0.000,56.495,0.000,0.000,0.000,0.000,1096.739,183.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4211,1578.084,1906.080,1906.080,1963.942,792.314,284.579,338.856,0.000,56.898,0.000,0.000,0.000,0.000,1100.259,183.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4212,1578.467,1935.845,1935.845,1969.181,791.829,285.323,339.291,0.000,57.304,0.000,0.000,0.000,0.000,1103.678,183.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4213,1578.850,1995.847,1995.847,1974.310,791.344,286.050,339.730,0.000,57.713,0.000,0.000,0.000,0.000,1106.994,183.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4214,1579.233,2051.235,2051.235,1979.328,790.859,286.761,340.174,0.000,58.124,0.000,0.000,0.000,0.000,1110.205,184.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4215,1579.616,2006.460,2006.460,1984.233,790.374,287.455,340.623,0.000,58.538,0.000,0.000,0.000,0.000,1113.311,184.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4216,1579.999,1949.931,1949.931,1989.024,789.889,288.132,341.077,0.000,58.954,0.000,0.000,0.000,0.000,1116.309,184.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4217,1580.382,1997.923,1997.923,1993.697,789.403,288.792,341.535,0.000,59.372,0.000,0.000,0.000,0.000,1119.198,184.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4218,1580.765,2028.845,2028.845,1998.253,788.918,289.434,341.998,0.000,59.793,0.000,0.000,0.000,0.000,1121.978,185.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4219,1581.148,1996.931,1996.931,2002.688,788.433,290.057,342.466,0.000,60.215,0.000,0.000,0.000,0.000,1124.646,185.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4220,1581.531,1965.007,1965.007,2007.002,787.948,290.663,342.938,0.000,60.640,0.000,0.000,0.000,0.000,1127.201,185.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4221,1581.914,2004.695,2004.695,2011.192,787.463,291.250,343.415,0.000,61.066,0.000,0.000,0.000,0.000,1129.643,185.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4222,1582.297,2047.546,2047.546,2015.256,786.978,291.819,343.897,0.000,61.494,0.000,0.000,0.000,0.000,1131.969,186.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4223,1582.680,1906.999,1906.999,2019.195,786.493,292.368,344.383,0.000,61.924,0.000,0.000,0.000,0.000,1134.179,186.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4224,1583.063,2030.541,2030.541,2023.005,786.008,292.899,344.873,0.000,62.355,0.000,0.000,0.000,0.000,1136.271,186.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4225,1583.445,1994.460,1994.460,2026.685,785.523,293.410,345.368,0.000,62.787,0.000,0.000,0.000,0.000,1138.245,186.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4226,1583.828,2006.999,2006.999,2030.235,785.038,293.902,345.868,0.000,63.221,0.000,0.000,0.000,0.000,1140.100,187.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4227,1584.211,1946.394,1946.394,2033.651,784.552,294.374,346.372,0.000,63.655,0.000,0.000,0.000,0.000,1141.834,187.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4228,1584.594,2059.541,2059.541,2036.934,784.067,294.826,346.880,0.000,64.091,0.000,0.000,0.000,0.000,1143.446,187.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4229,1584.977,1985.311,1985.311,2040.082,783.582,295.258,347.393,0.000,64.527,0.000,0.000,0.000,0.000,1144.936,187.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4230,1585.360,1970.764,1970.764,2043.094,783.097,295.670,347.909,0.000,64.964,0.000,0.000,0.000,0.000,1146.302,188.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4231,1585.743,1972.308,1972.308,2045.967,782.612,296.061,348.430,0.000,65.401,0.000,0.000,0.000,0.000,1147.544,188.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4232,1586.126,1965.235,1965.235,2048.703,782.127,296.432,348.956,0.000,65.838,0.000,0.000,0.000,0.000,1148.662,188.815,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4233,1586.509,2014.311,2014.311,2051.298,781.642,296.782,349.485,0.000,66.276,0.000,0.000,0.000,0.000,1149.653,189.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4234,1586.892,2033.624,2033.624,2053.752,781.157,297.111,350.019,0.000,66.714,0.000,0.000,0.000,0.000,1150.518,189.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4235,1587.275,1986.619,1986.619,2056.065,780.672,297.419,350.556,0.000,67.152,0.000,0.000,0.000,0.000,1151.256,189.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4236,1587.658,2008.845,2008.845,2058.234,780.187,297.707,351.098,0.000,67.589,0.000,0.000,0.000,0.000,1151.867,189.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4237,1588.041,1905.546,1905.546,2060.260,779.701,297.973,351.643,0.000,68.026,0.000,0.000,0.000,0.000,1152.349,190.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4238,1588.424,2048.164,2048.164,2062.142,779.216,298.217,352.192,0.000,68.463,0.000,0.000,0.000,0.000,1152.703,190.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4239,1588.807,1987.771,1987.771,2063.877,778.731,298.440,352.746,0.000,68.899,0.000,0.000,0.000,0.000,1152.927,190.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4240,1589.190,2058.387,2058.387,2065.467,778.246,298.642,353.303,0.000,69.334,0.000,0.000,0.000,0.000,1153.022,191.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4241,1589.573,1994.078,1994.078,2066.910,777.761,298.822,353.863,0.000,69.768,0.000,0.000,0.000,0.000,1152.987,191.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4242,1589.956,1889.769,1889.769,2068.206,777.276,298.980,354.428,0.000,70.201,0.000,0.000,0.000,0.000,1152.822,191.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4243,1590.339,1977.781,1977.781,2069.354,776.791,299.117,354.996,0.000,70.632,0.000,0.000,0.000,0.000,1152.526,192.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4244,1590.722,2032.928,2032.928,2070.353,776.306,299.231,355.567,0.000,71.062,0.000,0.000,0.000,0.000,1152.100,192.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4245,1591.105,2050.235,2050.235,2071.203,775.821,299.324,356.142,0.000,71.491,0.000,0.000,0.000,0.000,1151.543,192.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4246,1591.488,1971.085,1971.085,2071.904,775.335,299.395,356.720,0.000,71.918,0.000,0.000,0.000,0.000,1150.855,193.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4247,1591.871,2001.085,2001.085,2072.455,774.850,299.444,357.302,0.000,72.343,0.000,0.000,0.000,0.000,1150.036,193.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4248,1592.254,1941.857,1941.857,2072.856,774.365,299.470,357.887,0.000,72.765,0.000,0.000,0.000,0.000,1149.086,193.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4249,1592.637,1966.779,1966.779,2073.107,773.880,299.475,358.475,0.000,73.186,0.000,0.000,0.000,0.000,1148.005,193.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4250,1593.020,1923.548,1923.548,2073.207,773.395,299.458,359.067,0.000,73.604,0.000,0.000,0.000,0.000,1146.793,194.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4251,1593.403,1993.465,1993.465,2073.157,772.910,299.418,359.661,0.000,74.020,0.000,0.000,0.000,0.000,1145.450,194.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4252,1593.786,1991.771,1991.771,2072.956,772.425,299.357,360.259,0.000,74.432,0.000,0.000,0.000,0.000,1143.977,194.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4253,1594.169,1908.926,1908.926,2072.604,771.940,299.273,360.859,0.000,74.842,0.000,0.000,0.000,0.000,1142.374,195.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4254,1594.552,2014.931,2014.931,2072.102,771.455,299.168,361.462,0.000,75.249,0.000,0.000,0.000,0.000,1140.641,195.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4255,1594.935,2010.232,2010.232,2071.449,770.970,299.040,362.068,0.000,75.653,0.000,0.000,0.000,0.000,1138.778,195.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4256,1595.318,1999.467,1999.467,2070.646,770.484,298.890,362.677,0.000,76.054,0.000,0.000,0.000,0.000,1136.786,196.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4257,1595.701,1910.695,1910.695,2069.693,769.999,298.718,363.288,0.000,76.451,0.000,0.000,0.000,0.000,1134.666,196.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4258,1596.084,1987.458,1987.458,2068.590,769.514,298.525,363.902,0.000,76.844,0.000,0.000,0.000,0.000,1132.417,196.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4259,1596.467,2028.467,2028.467,2067.337,769.029,298.309,364.518,0.000,77.233,0.000,0.000,0.000,0.000,1130.040,197.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4260,1596.850,2004.002,2004.002,2065.934,768.544,298.072,365.137,0.000,77.619,0.000,0.000,0.000,0.000,1127.537,197.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4261,1597.233,2000.855,2000.855,2064.383,768.059,297.812,365.758,0.000,78.000,0.000,0.000,0.000,0.000,1124.907,197.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4262,1597.616,1861.999,1861.999,2062.684,767.574,297.531,366.381,0.000,78.377,0.000,0.000,0.000,0.000,1122.151,198.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4263,1597.999,1907.850,1907.850,2060.837,767.089,297.229,367.006,0.000,78.750,0.000,0.000,0.000,0.000,1119.270,198.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4264,1598.382,1957.850,1957.850,2058.842,766.604,296.904,367.634,0.000,79.118,0.000,0.000,0.000,0.000,1116.265,198.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4265,1598.765,1907.012,1907.012,2056.701,766.119,296.559,368.263,0.000,79.482,0.000,0.000,0.000,0.000,1113.137,199.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
