ch,keV,net,fit,model,continuum_raw,Am-241,continuum
44,116.723,182.842,182.842,282.499,282.499,0.000,282.499
45,119.710,291.609,291.609,260.769,260.769,0.000,260.769
46,122.697,362.459,362.459,239.038,239.038,0.000,239.038
47,125.684,387.710,387.710,217.307,217.307,0.000,217.307
48,128.671,343.263,343.263,195.576,195.576,0.000,195.576
49,131.658,241.445,241.445,173.846,173.846,0.000,173.846
50,134.645,202.653,202.653,152.115,152.115,0.000,152.115
51,137.632,63.181,63.181,130.384,130.384,0.000,130.384
52,140.619,38.558,38.558,108.654,108.654,0.000,108.654
53,143.607,0.000,-1.680,86.923,86.923,0.000,86.923
54,146.594,0.810,0.810,65.192,65.192,0.000,65.192
55,149.581,0.540,0.540,43.461,43.461,0.000,43.461
56,152.568,0.000,-10.982,21.731,21.731,0.000,21.731
57,155.555,11.980,11.980,0.000,0.000,0.000,0.000
58,158.542,6.383,6.383,0.000,0.000,0.000,0.000
59,161.529,3.156,3.156,0.000,0.000,0.000,0.000
60,164.516,18.842,18.842,0.000,0.000,0.000,0.000
61,167.504,0.000,-0.108,0.000,0.000,0.000,0.000
62,170.491,7.364,7.364,0.000,0.000,0.000,0.000
63,173.478,0.000,-0.976,0.000,0.000,0.000,0.000
64,176.465,9.490,9.490,0.000,0.000,0.000,0.000
65,179.452,0.000,-10.611,0.000,0.000,0.000,0.000
66,182.439,0.000,-3.467,0.000,0.000,0.000,0.000
67,185.426,0.000,-18.278,0.000,0.000,0.000,0.000
68,188.413,9.748,9.748,0.000,0.000,0.000,0.000
69,191.401,0.000,-16.592,0.000,0.000,0.000,0.000
70,194.388,5.999,5.999,0.000,0.000,0.000,0.000
71,197.375,0.000,-10.541,0.000,0.000,0.000,0.000
72,200.362,4.785,4.785,0.000,0.000,0.000,0.000
73,203.349,5.182,5.182,0.000,0.000,0.000,0.000
74,206.336,0.000,-16.629,0.000,0.000,0.000,0.000
75,209.323,5.698,5.698,0.000,0.000,0.000,0.000
76,212.310,0.000,-1.246,0.000,0.000,0.000,0.000
77,215.297,0.000,-3.246,0.000,0.000,0.000,0.000
78,218.285,0.006,0.006,0.000,0.000,0.000,0.000
79,221.272,12.478,12.478,0.000,0.000,0.000,0.000
80,224.259,6.509,6.509,0.000,0.000,0.000,0.000
81,227.246,6.125,6.125,0.000,0.000,0.000,0.000
82,230.233,0.000,-11.378,0.000,0.000,0.000,0.000
83,233.220,0.000,-2.623,0.000,0.000,0.000,0.000
84,236.207,0.000,-17.611,0.000,0.000,0.000,0.000
85,239.194,0.000,-0.359,0.000,0.000,0.000,0.000
86,242.182,0.000,-15.371,0.000,0.000,0.000,0.000
87,245.169,1.597,1.597,0.000,0.000,0.000,0.000
88,248.156,15.491,15.491,0.000,0.000,0.000,0.000
89,251.143,17.346,17.346,0.000,0.000,0.000,0.000
90,254.130,2.239,2.239,0.000,0.000,0.000,0.000
91,257.117,0.000,-16.528,0.000,0.000,0.000,0.000
92,260.104,8.378,8.378,0.000,0.000,0.000,0.000
93,263.091,3.416,3.416,0.000,0.000,0.000,0.000
94,266.079,0.000,-12.402,0.000,0.000,0.000,0.000
95,269.066,12.391,12.391,0.000,0.000,0.000,0.000
96,272.053,0.000,-18.798,0.000,0.000,0.000,0.000
97,275.040,1.561,1.561,0.000,0.000,0.000,0.000
98,278.027,0.001,0.001,0.000,0.000,0.000,0.000
99,281.014,6.397,6.397,0.000,0.000,0.000,0.000
100,284.001,0.882,0.882,0.000,0.000,0.000,0.000
101,286.988,0.000,-8.162,0.000,0.000,0.000,0.000
102,289.975,19.788,19.788,0.000,0.000,0.000,0.000
103,292.963,0.000,-3.112,0.000,0.000,0.000,0.000
104,295.950,6.876,6.876,0.000,0.000,0.000,0.000
105,298.937,4.964,4.964,0.000,0.000,0.000,0.000
106,301.924,0.000,-1.445,0.000,0.000,0.000,0.000
107,304.911,0.000,-8.162,0.000,0.000,0.000,0.000
108,307.898,0.000,-2.244,0.000,0.000,0.000,0.000
109,310.885,15.146,15.146,0.000,0.000,0.000,0.000
110,313.872,0.000,-15.269,0.000,0.000,0.000,0.000
111,316.860,2.908,2.908,0.000,0.000,0.000,0.000
112,319.847,0.000,-12.772,0.000,0.000,0.000,0.000
113,322.834,16.581,16.581,0.000,0.000,0.000,0.000
114,325.821,0.000,-1.828,0.021,0.021,0.000,0.021
115,328.808,0.002,0.002,0.042,0.042,0.000,0.042
116,331.795,0.000,-0.841,0.063,0.063,0.000,0.063
117,334.782,6.983,6.983,0.085,0.085,0.000,0.085
118,337.769,5.455,5.455,0.106,0.106,0.000,0.106
119,340.757,7.417,7.417,0.127,0.127,0.000,0.127
120,343.744,8.046,8.046,0.148,0.148,0.000,0.148
121,346.731,4.575,4.575,0.169,0.169,0.000,0.169
122,349.718,0.000,-6.576,0.190,0.190,0.000,0.190
123,352.705,6.078,6.078,0.211,0.211,0.000,0.211
124,355.692,0.612,0.612,0.233,0.233,0.000,0.233
125,358.679,7.405,7.405,0.254,0.254,0.000,0.254
126,361.666,11.877,11.877,0.275,0.275,0.000,0.275
127,364.653,0.000,-7.029,0.296,0.296,0.000,0.296
128,367.641,6.141,6.141,0.317,0.317,0.000,0.317
129,370.628,3.990,3.990,0.338,0.338,0.000,0.338
130,373.615,7.248,7.248,0.360,0.360,0.000,0.360
131,376.602,0.000,-8.815,0.381,0.381,0.000,0.381
132,379.589,0.000,-2.708,0.402,0.402,0.000,0.402
133,382.576,0.000,-8.903,0.423,0.423,0.000,0.423
134,385.563,0.000,-2.789,0.444,0.444,0.000,0.444
135,388.550,0.000,-1.034,0.465,0.465,0.000,0.465
136,391.538,11.368,11.368,0.486,0.486,0.000,0.486
137,394.525,0.000,-6.632,0.508,0.508,0.000,0.508
138,397.512,2.620,2.620,0.529,0.529,0.000,0.529
139,400.499,3.513,3.513,0.550,0.550,0.000,0.550
140,403.486,2.066,2.066,0.571,0.571,0.000,0.571
141,406.473,0.000,-1.927,0.592,0.592,0.000,0.592
142,409.460,2.073,2.073,0.613,0.613,0.000,0.613
143,412.447,0.450,0.450,0.634,0.634,0.000,0.634
144,415.435,0.000,-3.204,0.656,0.656,0.000,0.656
145,418.422,10.853,10.853,0.677,0.677,0.000,0.677
146,421.409,0.000,-10.323,0.698,0.698,0.000,0.698
147,424.396,5.532,5.532,0.719,0.719,0.000,0.719
148,427.383,0.000,-0.701,0.740,0.740,0.000,0.740
149,430.370,4.752,4.752,0.761,0.761,0.000,0.761
150,433.357,0.000,-1.694,0.782,0.782,0.000,0.782
151,436.344,0.218,0.218,0.804,0.804,0.000,0.804
152,439.331,0.000,-3.223,0.825,0.825,0.000,0.825
153,442.319,0.000,-0.562,0.826,0.826,0.000,0.826
154,445.306,0.000,-3.833,0.826,0.826,0.000,0.826
155,448.293,0.000,-1.933,0.827,0.827,0.000,0.827
156,451.280,4.067,4.067,0.828,0.828,0.000,0.828
157,454.267,12.205,12.205,0.828,0.828,0.000,0.828
158,457.254,0.809,0.809,0.829,0.829,0.000,0.829
159,460.241,2.230,2.230,0.830,0.830,0.000,0.830
160,463.228,0.576,0.576,0.831,0.831,0.000,0.831
161,466.216,9.048,9.048,0.831,0.831,0.000,0.831
162,469.203,0.000,-1.078,0.832,0.832,0.000,0.832
163,472.190,0.000,-8.071,0.833,0.833,0.000,0.833
164,475.177,14.520,14.520,0.834,0.834,0.000,0.834
165,478.164,0.000,-0.348,0.834,0.834,0.000,0.834
166,481.151,3.048,3.048,0.835,0.835,0.000,0.835
167,484.138,0.000,-3.298,0.836,0.836,0.000,0.836
168,487.125,13.262,13.262,0.837,0.837,0.000,0.837
169,490.113,1.463,1.463,0.837,0.837,0.000,0.837
170,493.100,0.000,-0.512,0.838,0.838,0.000,0.838
171,496.087,0.000,-1.543,0.839,0.839,0.000,0.839
172,499.074,12.023,12.023,0.840,0.840,0.000,0.840
173,502.061,0.000,-2.550,0.840,0.840,0.000,0.840
174,505.048,0.363,0.363,0.841,0.841,0.000,0.841
175,508.035,0.545,0.545,0.842,0.842,0.000,0.842
176,511.022,7.199,7.199,0.843,0.843,0.000,0.843
177,514.009,3.690,3.690,0.843,0.843,0.000,0.843
178,516.997,2.105,2.105,0.844,0.844,0.000,0.844
179,519.984,3.941,3.941,0.845,0.845,0.000,0.845
180,522.971,2.275,2.275,0.845,0.845,0.000,0.845
181,525.958,0.000,-1.260,0.846,0.846,0.000,0.846
182,528.945,0.000,-4.323,0.847,0.847,0.000,0.847
183,531.932,0.092,0.092,0.848,0.848,0.000,0.848
184,534.919,4.350,4.350,0.848,0.848,0.000,0.848
185,537.906,6.067,6.067,0.849,0.849,0.000,0.849
186,540.894,5.489,5.489,0.850,0.850,0.000,0.850
187,543.881,0.595,0.595,0.851,0.851,0.000,0.851
188,546.868,1.168,1.168,0.851,0.851,0.000,0.851
189,549.855,0.583,0.583,0.852,0.852,0.000,0.852
190,552.842,9.954,9.954,0.853,0.853,0.000,0.853
191,555.829,8.797,8.797,0.854,0.854,0.000,0.854
192,558.816,2.313,2.313,0.854,0.854,0.000,0.854
193,561.803,0.000,-3.090,0.855,0.855,0.000,0.855
194,564.791,7.036,7.036,0.856,0.856,0.000,0.856
195,567.778,0.000,-4.631,0.857,0.857,0.000,0.857
196,570.765,0.000,-0.624,0.857,0.857,0.000,0.857
197,573.752,8.690,8.690,0.858,0.858,0.000,0.858
198,576.739,0.000,-1.008,0.859,0.859,0.000,0.859
199,579.726,11.439,11.439,0.860,0.860,0.000,0.860
200,582.713,2.086,2.086,0.866,0.866,0.000,0.866
201,585.700,0.000,-2.285,0.873,0.873,0.000,0.873
202,588.687,0.000,-0.675,0.880,0.880,0.000,0.880
203,591.675,0.000,-0.040,0.886,0.886,0.000,0.886
204,594.662,1.338,1.338,0.893,0.893,0.000,0.893
205,597.649,0.000,-1.190,0.900,0.900,0.000,0.900
206,600.636,1.973,1.973,0.907,0.907,0.000,0.907
207,603.623,3.344,3.344,0.913,0.913,0.000,0.913
208,606.610,7.432,7.432,0.920,0.920,0.000,0.920
209,609.597,6.527,6.527,0.927,0.927,0.000,0.927
210,612.584,0.000,-3.448,0.933,0.933,0.000,0.933
211,615.572,0.000,-2.379,0.940,0.940,0.000,0.940
212,618.559,3.533,3.533,0.947,0.947,0.000,0.947
213,621.546,1.942,1.942,0.954,0.954,0.000,0.954
214,624.533,0.000,-3.712,0.960,0.960,0.000,0.960
215,627.520,0.000,-2.366,0.967,0.967,0.000,0.967
216,630.507,0.000,-5.813,0.974,0.974,0.000,0.974
217,633.494,0.000,-2.121,0.981,0.981,0.000,0.981
218,636.481,3.017,3.017,0.987,0.987,0.000,0.987
219,639.469,0.000,-0.140,0.994,0.994,0.000,0.994
220,642.456,1.609,1.609,1.001,1.001,0.000,1.001
221,645.443,2.300,2.300,1.007,1.007,0.000,1.007
222,648.430,0.000,-3.203,1.014,1.014,0.000,1.014
223,651.417,0.646,0.646,1.021,1.021,0.000,1.021
224,654.404,1.496,1.496,1.028,1.028,0.000,1.028
225,657.391,2.804,2.804,1.034,1.034,0.000,1.034
226,660.378,1.709,1.709,1.041,1.041,0.000,1.041
227,663.365,0.000,-1.630,1.048,1.048,0.000,1.048
228,666.353,1.521,1.521,1.055,1.055,0.000,1.055
229,669.340,3.898,3.898,1.061,1.061,0.000,1.061
230,672.327,2.496,2.496,1.068,1.068,0.000,1.068
231,675.314,6.867,6.867,1.075,1.075,0.000,1.075
232,678.301,0.000,-5.410,1.081,1.081,0.000,1.081
233,681.288,8.992,8.992,1.088,1.088,0.000,1.088
234,684.275,3.338,3.338,1.095,1.095,0.000,1.095
235,687.262,0.000,-1.442,1.102,1.102,0.000,1.102
236,690.250,0.000,-0.253,1.108,1.108,0.000,1.108
237,693.237,0.000,-2.152,1.115,1.115,0.000,1.115
238,696.224,4.376,4.376,1.122,1.122,0.000,1.122
239,699.211,6.219,6.219,1.129,1.129,0.000,1.129
240,702.198,1.496,1.496,1.135,1.135,0.000,1.135
241,705.185,0.439,0.439,1.142,1.142,0.000,1.142
242,708.172,0.000,-5.882,1.149,1.149,0.000,1.149
243,711.159,5.055,5.055,1.155,1.155,0.000,1.155
244,714.147,0.000,-2.385,1.162,1.162,0.000,1.162
245,717.134,6.313,6.313,1.169,1.169,0.000,1.169
246,720.121,0.000,-1.284,1.176,1.176,0.000,1.176
247,723.108,2.691,2.691,1.182,1.182,0.000,1.182
248,726.095,0.000,-0.215,1.189,1.189,0.000,1.189
249,729.082,0.000,-1.995,1.196,1.196,0.000,1.196
250,732.069,0.162,0.162,1.203,1.203,0.000,1.203
251,735.056,0.000,-0.278,1.209,1.209,0.000,1.209
252,738.043,7.754,7.754,1.216,1.216,0.000,1.216
253,741.031,0.000,-5.429,1.223,1.223,0.000,1.223
254,744.018,1.282,1.282,1.229,1.229,0.000,1.229
255,747.005,1.131,1.131,1.236,1.236,0.000,1.236
256,749.992,6.106,6.106,1.217,1.217,0.000,1.217
257,752.979,4.634,4.634,1.199,1.199,0.000,1.199
258,755.966,0.000,-3.152,1.180,1.180,0.000,1.180
259,758.953,0.000,-0.838,1.161,1.161,0.000,1.161
260,761.940,3.357,3.357,1.143,1.143,0.000,1.143
261,764.928,0.000,-1.586,1.124,1.124,0.000,1.124
262,767.915,1.911,1.911,1.105,1.105,0.000,1.105
263,770.902,7.005,7.005,1.086,1.086,0.000,1.086
264,773.889,0.854,0.854,1.068,1.068,0.000,1.068
265,776.876,0.000,-1.209,1.049,1.049,0.000,1.049
266,779.863,5.219,5.219,1.030,1.030,0.000,1.030
267,782.850,2.854,2.854,1.011,1.011,0.000,1.011
268,785.837,1.540,1.540,0.993,0.993,0.000,0.993
269,788.825,5.672,5.672,0.974,0.974,0.000,0.974
270,791.812,5.389,5.389,0.955,0.955,0.000,0.955
271,794.799,1.263,1.263,0.936,0.936,0.000,0.936
272,797.786,0.000,-0.303,0.918,0.918,0.000,0.918
273,800.773,0.666,0.666,0.899,0.899,0.000,0.899
274,803.760,4.603,4.603,0.880,0.880,0.000,0.880
275,806.747,4.861,4.861,0.862,0.862,0.000,0.862
276,809.734,0.000,-1.712,0.843,0.843,0.000,0.843
277,812.721,0.640,0.640,0.824,0.824,0.000,0.824
278,815.709,0.000,-0.139,0.805,0.805,0.000,0.805
279,818.696,4.144,4.144,0.787,0.787,0.000,0.787
280,821.683,4.886,4.886,0.768,0.768,0.000,0.768
281,824.670,5.829,5.829,0.749,0.749,0.000,0.749
282,827.657,1.011,1.011,0.730,0.730,0.000,0.730
283,830.644,9.735,9.735,0.712,0.712,0.000,0.712
284,833.631,1.112,1.112,0.693,0.693,0.000,0.693
285,836.618,0.000,-1.888,0.674,0.674,0.000,0.674
286,839.606,1.427,1.427,0.656,0.656,0.000,0.656
287,842.593,3.276,3.276,0.637,0.637,0.000,0.637
288,845.580,8.169,8.169,0.618,0.618,0.000,0.618
289,848.567,3.640,3.640,0.599,0.599,0.000,0.599
290,851.554,3.269,3.269,0.581,0.581,0.000,0.581
291,854.541,8.924,8.924,0.562,0.562,0.000,0.562
292,857.528,0.000,-3.133,0.543,0.543,0.000,0.543
293,860.515,0.000,-0.661,0.524,0.524,0.000,0.524
294,863.503,1.924,1.924,0.506,0.506,0.000,0.506
295,866.490,0.000,-4.919,0.487,0.487,0.000,0.487
296,869.477,5.892,5.892,0.468,0.468,0.000,0.468
297,872.464,1.584,1.584,0.450,0.450,0.000,0.450
298,875.451,5.119,5.119,0.431,0.431,0.000,0.431
299,878.438,1.993,1.993,0.412,0.412,0.000,0.412
300,881.425,1.867,1.867,0.393,0.393,0.000,0.393
301,884.412,7.465,7.465,0.375,0.375,0.000,0.375
302,887.399,4.584,4.584,0.356,0.356,0.000,0.356
303,890.387,0.000,-0.881,0.337,0.337,0.000,0.337
304,893.374,0.000,-3.976,0.318,0.318,0.000,0.318
305,896.361,0.741,0.741,0.300,0.300,0.000,0.300
306,899.348,0.000,-1.926,0.281,0.281,0.000,0.281
307,902.335,0.269,0.269,0.262,0.262,0.000,0.262
308,905.322,0.000,-2.322,0.243,0.243,0.000,0.243
309,908.309,5.081,5.081,0.225,0.225,0.000,0.225
310,911.296,6.741,6.741,0.206,0.206,0.000,0.206
311,914.284,3.678,3.678,0.187,0.187,0.000,0.187
312,917.271,1.181,1.181,0.169,0.169,0.000,0.169
313,920.258,0.000,-3.510,0.150,0.150,0.000,0.150
314,923.245,5.364,5.364,0.131,0.131,0.000,0.131
315,926.232,0.000,-3.605,0.112,0.112,0.000,0.112
316,929.219,0.000,-1.850,0.094,0.094,0.000,0.094
317,932.206,1.181,1.181,0.075,0.075,0.000,0.075
318,935.193,0.175,0.175,0.056,0.056,0.000,0.056
319,938.181,2.458,2.458,0.037,0.037,0.000,0.037
320,941.168,0.000,-5.762,0.019,0.019,0.000,0.019
321,944.155,0.000,-0.102,0.000,0.000,0.000,0.000
322,947.142,0.000,-1.385,0.000,0.000,0.000,0.000
323,950.129,3.213,3.213,0.000,0.000,0.000,0.000
324,953.116,0.000,-1.158,0.000,0.000,0.000,0.000
325,956.103,2.590,2.590,0.000,0.000,0.000,0.000
326,959.090,3.773,3.773,0.000,0.000,0.000,0.000
327,962.077,5.836,5.836,0.000,0.000,0.000,0.000
328,965.065,0.584,0.584,0.000,0.000,0.000,0.000
329,968.052,0.000,-0.001,0.000,0.000,0.000,0.000
330,971.039,0.000,-0.252,0.000,0.000,0.000,0.000
331,974.026,7.119,7.119,0.000,0.000,0.000,0.000
332,977.013,0.000,-3.158,0.000,0.000,0.000,0.000
333,980.000,0.000,-1.252,0.000,0.000,0.000,0.000
334,982.987,5.056,5.056,0.000,0.000,0.000,0.000
335,985.974,3.590,3.590,0.000,0.000,0.000,0.000
336,988.962,0.156,0.156,0.000,0.000,0.000,0.000
337,991.949,0.000,-5.221,0.000,0.000,0.000,0.000
338,994.936,1.345,1.345,0.000,0.000,0.000,0.000
339,997.923,4.282,4.282,0.000,0.000,0.000,0.000
340,1000.910,0.000,-1.215,0.000,0.000,0.000,0.000
341,1003.897,0.000,-2.812,0.000,0.000,0.000,0.000
342,1006.884,0.000,-0.057,0.000,0.000,0.000,0.000
343,1009.871,0.000,-5.064,0.000,0.000,0.000,0.000
344,1012.859,0.000,-0.145,0.000,0.000,0.000,0.000
345,1015.846,0.000,-2.183,0.000,0.000,0.000,0.000
346,1018.833,0.000,-0.372,0.000,0.000,0.000,0.000
347,1021.820,0.000,-1.001,0.000,0.000,0.000,0.000
348,1024.807,0.188,0.188,0.000,0.000,0.000,0.000
349,1027.794,0.031,0.031,0.000,0.000,0.000,0.000
350,1030.781,0.000,-3.900,0.000,0.000,0.000,0.000
351,1033.768,1.628,1.628,0.000,0.000,0.000,0.000
352,1036.755,0.000,-3.869,0.000,0.000,0.000,0.000
353,1039.743,3.257,3.257,0.000,0.000,0.000,0.000
354,1042.730,5.194,5.194,0.000,0.000,0.000,0.000
355,1045.717,5.226,5.226,0.000,0.000,0.000,0.000
356,1048.704,3.848,3.848,0.000,0.000,0.000,0.000
357,1051.691,0.000,-0.963,0.000,0.000,0.000,0.000
358,1054.678,4.968,4.968,0.000,0.000,0.000,0.000
359,1057.665,1.729,1.729,0.000,0.000,0.000,0.000
360,1060.652,1.377,1.377,0.000,0.000,0.000,0.000
361,1063.640,2.691,2.691,0.000,0.000,0.000,0.000
362,1066.627,0.000,-3.743,0.000,0.000,0.000,0.000
363,1069.614,0.000,-2.655,0.000,0.000,0.000,0.000
364,1072.601,0.000,-1.152,0.000,0.000,0.000,0.000
365,1075.588,0.000,-1.372,0.000,0.000,0.000,0.000
366,1078.575,0.000,-0.026,0.000,0.000,0.000,0.000
367,1081.562,0.000,-2.498,0.000,0.000,0.000,0.000
368,1084.549,0.000,-1.278,0.000,0.000,0.000,0.000
369,1087.537,0.000,-0.365,0.000,0.000,0.000,0.000
370,1090.524,0.565,0.565,0.000,0.000,0.000,0.000
371,1093.511,2.666,2.666,0.000,0.000,0.000,0.000
372,1096.498,0.000,-0.561,0.000,0.000,0.000,0.000
373,1099.485,5.289,5.289,0.000,0.000,0.000,0.000
374,1102.472,0.000,-1.152,0.000,0.000,0.000,0.000
375,1105.459,0.000,-2.064,0.000,0.000,0.000,0.000
376,1108.446,1.697,1.697,0.000,0.000,0.000,0.000
377,1111.434,0.471,0.471,0.000,0.000,0.000,0.000
378,1114.421,0.000,-0.743,0.000,0.000,0.000,0.000
379,1117.408,0.000,-1.994,0.000,0.000,0.000,0.000
380,1120.395,2.823,2.823,0.000,0.000,0.000,0.000
381,1123.382,2.635,2.635,0.000,0.000,0.000,0.000
382,1126.369,0.000,-1.812,0.000,0.000,0.000,0.000
383,1129.356,0.000,-2.649,0.000,0.000,0.000,0.000
384,1132.343,1.886,1.886,0.000,0.000,0.000,0.000
385,1135.330,0.000,-0.120,0.000,0.000,0.000,0.000
386,1138.318,2.100,2.100,0.000,0.000,0.000,0.000
387,1141.305,0.106,0.106,0.000,0.000,0.000,0.000
388,1144.292,0.000,-0.680,0.000,0.000,0.000,0.000
389,1147.279,5.572,5.572,0.000,0.000,0.000,0.000
390,1150.266,3.043,3.043,0.000,0.000,0.000,0.000
391,1153.253,0.000,-5.428,0.000,0.000,0.000,0.000
392,1156.240,0.000,-1.460,0.000,0.000,0.000,0.000
393,1159.227,0.000,-6.743,0.000,0.000,0.000,0.000
394,1162.215,0.000,-0.145,0.000,0.000,0.000,0.000
395,1165.202,2.886,2.886,0.000,0.000,0.000,0.000
396,1168.189,3.767,3.767,0.000,0.000,0.000,0.000
397,1171.176,8.452,8.452,0.000,0.000,0.000,0.000
398,1174.163,2.704,2.704,0.000,0.000,0.000,0.000
399,1177.150,2.326,2.326,0.000,0.000,0.000,0.000
400,1180.137,0.000,-0.674,0.000,0.000,0.000,0.000
401,1183.124,2.515,2.515,0.000,0.000,0.000,0.000
402,1186.112,1.578,1.578,0.000,0.000,0.000,0.000
403,1189.099,0.000,-0.699,0.000,0.000,0.000,0.000
404,1192.086,1.358,1.358,0.000,0.000,0.000,0.000
405,1195.073,0.000,-4.108,0.000,0.000,0.000,0.000
406,1198.060,1.358,1.358,0.000,0.000,0.000,0.000
407,1201.047,0.364,0.364,0.000,0.000,0.000,0.000
408,1204.034,0.892,0.892,0.000,0.000,0.000,0.000
409,1207.021,1.899,1.899,0.000,0.000,0.000,0.000
410,1210.008,0.025,0.025,0.000,0.000,0.000,0.000
411,1212.996,3.773,3.773,0.000,0.000,0.000,0.000
412,1215.983,0.000,-0.170,0.000,0.000,0.000,0.000
413,1218.970,0.000,-1.384,0.000,0.000,0.000,0.000
414,1221.957,1.238,1.238,0.000,0.000,0.000,0.000
415,1224.944,0.000,-0.950,0.000,0.000,0.000,0.000
416,1227.931,3.647,3.647,0.000,0.000,0.000,0.000
417,1230.918,0.000,-0.101,0.000,0.000,0.000,0.000
418,1233.905,3.088,3.088,0.000,0.000,0.000,0.000
419,1236.893,2.056,2.056,0.000,0.000,0.000,0.000
420,1239.880,0.000,-1.982,0.000,0.000,0.000,0.000
421,1242.867,4.521,4.521,0.000,0.000,0.000,0.000
422,1245.854,1.930,1.930,0.000,0.000,0.000,0.000
423,1248.841,0.396,0.396,0.000,0.000,0.000,0.000
424,1251.828,4.213,4.213,0.000,0.000,0.000,0.000
425,1254.815,2.213,2.213,0.000,0.000,0.000,0.000
426,1257.802,4.742,4.742,0.000,0.000,0.000,0.000
427,1260.790,0.000,-1.881,0.000,0.000,0.000,0.000
428,1263.777,0.559,0.559,0.000,0.000,0.000,0.000
429,1266.764,0.308,0.308,0.000,0.000,0.000,0.000
430,1269.751,1.842,1.842,0.000,0.000,0.000,0.000
431,1272.738,0.000,-0.818,0.000,0.000,0.000,0.000
432,1275.725,0.000,-1.755,0.000,0.000,0.000,0.000
433,1278.712,0.685,0.685,0.000,0.000,0.000,0.000
434,1281.699,1.062,1.062,0.000,0.000,0.000,0.000
435,1284.686,0.000,-3.818,0.000,0.000,0.000,0.000
436,1287.674,0.000,-3.227,0.000,0.000,0.000,0.000
437,1290.661,0.000,-0.409,0.000,0.000,0.000,0.000
438,1293.648,0.000,-1.497,0.000,0.000,0.000,0.000
439,1296.635,3.346,3.346,0.000,0.000,0.000,0.000
440,1299.622,0.000,-0.447,0.000,0.000,0.000,0.000
441,1302.609,2.779,2.779,0.000,0.000,0.000,0.000
442,1305.596,1.905,1.905,0.000,0.000,0.000,0.000
443,1308.583,0.000,-2.378,0.000,0.000,0.000,0.000
444,1311.571,2.339,2.339,0.000,0.000,0.000,0.000
445,1314.558,3.559,3.559,0.000,0.000,0.000,0.000
446,1317.545,1.251,1.251,0.000,0.000,0.000,0.000
447,1320.532,5.779,5.779,0.000,0.000,0.000,0.000
448,1323.519,3.779,3.779,0.000,0.000,0.000,0.000
449,1326.506,0.440,0.440,0.000,0.000,0.000,0.000
450,1329.493,6.440,6.440,0.000,0.000,0.000,0.000
