ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu
6400,2652.443,0.472,0.472,0.000,0.000,0.000,0.000
6401,2652.906,0.119,0.119,0.000,0.000,0.000,0.000
6402,2653.368,0.000,-0.352,0.000,0.000,0.000,0.000
6403,2653.830,0.000,-0.528,0.000,0.000,0.000,0.000
6404,2654.292,0.178,0.178,0.000,0.000,0.000,0.000
6405,2654.755,0.000,-0.528,0.000,0.000,0.000,0.000
6406,2655.217,0.354,0.354,0.000,0.000,0.000,0.000
6407,2655.679,0.472,0.472,0.000,0.000,0.000,0.000
6408,2656.142,0.000,-0.705,0.000,0.000,0.000,0.000
6409,2656.604,1.472,1.472,0.000,0.000,0.000,0.000
6410,2657.066,0.472,0.472,0.000,0.000,0.000,0.000
6411,2657.529,0.000,-0.646,0.000,0.000,0.000,0.000
6412,2657.991,0.472,0.472,0.000,0.000,0.000,0.000
6413,2658.453,0.000,-0.705,0.000,0.000,0.000,0.000
6414,2658.916,0.000,-0.939,0.000,0.000,0.000,0.000
6415,2659.378,0.000,-0.763,0.000,0.000,0.000,0.000
6416,2659.841,0.295,0.295,0.000,0.000,0.000,0.000
6417,2660.303,0.000,-0.470,0.000,0.000,0.000,0.000
6418,2660.766,0.000,-0.881,0.000,0.000,0.000,0.000
6419,2661.228,0.237,0.237,0.000,0.000,0.000,0.000
6420,2661.691,0.000,-0.646,0.000,0.000,0.000,0.000
6421,2662.153,0.237,0.237,0.000,0.000,0.000,0.000
6422,2662.616,0.000,-0.763,0.000,0.000,0.000,0.000
6423,2663.078,0.000,-0.705,0.000,0.000,0.000,0.000
6424,2663.541,0.648,0.648,0.000,0.000,0.000,0.000
6425,2664.003,0.000,-0.763,0.000,0.000,0.000,0.000
6426,2664.466,0.000,-0.763,0.000,0.000,0.000,0.000
6427,2664.928,0.000,-0.822,0.000,0.000,0.000,0.000
6428,2665.391,0.000,-0.352,0.000,0.000,0.000,0.000
6429,2665.854,1.295,1.295,0.000,0.000,0.000,0.000
6430,2666.316,0.000,-0.587,0.000,0.000,0.000,0.000
6431,2666.779,0.000,-0.470,0.000,0.000,0.000,0.000
6432,2667.242,0.706,0.706,0.000,0.000,0.000,0.000
6433,2667.704,0.589,0.589,0.000,0.000,0.000,0.000
6434,2668.167,0.119,0.119,0.000,0.000,0.000,0.000
6435,2668.630,0.000,-0.998,0.000,0.000,0.000,0.000
6436,2669.092,0.354,0.354,0.000,0.000,0.000,0.000
6437,2669.555,0.472,0.472,0.000,0.000,0.000,0.000
6438,2670.018,0.000,-0.705,0.000,0.000,0.000,0.000
6439,2670.481,0.000,-0.411,0.000,0.000,0.000,0.000
6440,2670.944,0.000,-0.646,0.000,0.000,0.000,0.000
6441,2671.406,1.237,1.237,0.000,0.000,0.000,0.000
6442,2671.869,1.648,1.648,0.000,0.000,0.000,0.000
6443,2672.332,0.000,-0.646,0.000,0.000,0.000,0.000
6444,2672.795,1.472,1.472,0.000,0.000,0.000,0.000
6445,2673.258,0.000,-0.587,0.000,0.000,0.000,0.000
6446,2673.721,0.000,-0.881,0.000,0.000,0.000,0.000
6447,2674.183,0.706,0.706,0.000,0.000,0.000,0.000
6448,2674.646,0.000,-0.587,0.000,0.000,0.000,0.000
6449,2675.109,0.000,-0.763,0.000,0.000,0.000,0.000
6450,2675.572,0.061,0.061,0.000,0.000,0.000,0.000
6451,2676.035,0.000,-0.822,0.000,0.000,0.000,0.000
6452,2676.498,0.000,-0.822,0.000,0.000,0.000,0.000
6453,2676.961,0.000,-1.057,0.000,0.000,0.000,0.000
6454,2677.424,0.000,-0.822,0.000,0.000,0.000,0.000
6455,2677.887,0.354,0.354,0.000,0.000,0.000,0.000
6456,2678.350,0.000,-0.998,0.000,0.000,0.000,0.000
6457,2678.813,0.826,0.826,0.000,0.000,0.000,0.000
6458,2679.276,0.000,-1.057,0.000,0.000,0.000,0.000
6459,2679.739,0.765,0.765,0.000,0.000,0.000,0.000
6460,2680.202,0.589,0.589,0.000,0.000,0.000,0.000
6461,2680.666,1.295,1.295,0.000,0.000,0.000,0.000
6462,2681.129,0.000,-0.881,0.000,0.000,0.000,0.000
6463,2681.592,0.000,-0.470,0.000,0.000,0.000,0.000
6464,2682.055,0.000,-0.646,0.000,0.000,0.000,0.000
6465,2682.518,0.000,-0.470,0.000,0.000,0.000,0.000
6466,2682.981,0.706,0.706,0.000,0.000,0.000,0.000
6467,2683.444,1.708,1.708,0.000,0.000,0.000,0.000
6468,2683.908,0.237,0.237,0.000,0.000,0.000,0.000
6469,2684.371,0.000,-0.411,0.000,0.000,0.000,0.000
6470,2684.834,0.000,-0.881,0.000,0.000,0.000,0.000
6471,2685.297,0.295,0.295,0.000,0.000,0.000,0.000
6472,2685.761,1.237,1.237,0.000,0.000,0.000,0.000
6473,2686.224,1.119,1.119,0.000,0.000,0.000,0.000
6474,2686.687,1.354,1.354,0.000,0.000,0.000,0.000
6475,2687.150,1.295,1.295,0.000,0.000,0.000,0.000
6476,2687.614,0.237,0.237,0.000,0.000,0.000,0.000
6477,2688.077,0.000,-0.763,0.000,0.000,0.000,0.000
6478,2688.540,0.000,-0.587,0.000,0.000,0.000,0.000
6479,2689.004,0.237,0.237,0.000,0.000,0.000,0.000
6480,2689.467,0.000,-0.998,0.000,0.000,0.000,0.000
6481,2689.931,0.000,-0.705,0.000,0.000,0.000,0.000
6482,2690.394,0.000,-0.822,0.000,0.000,0.000,0.000
6483,2690.857,1.530,1.530,0.000,0.000,0.000,0.000
6484,2691.321,0.472,0.472,0.000,0.000,0.000,0.000
6485,2691.784,0.295,0.295,0.000,0.000,0.000,0.000
6486,2692.248,1.943,1.943,0.000,0.000,0.000,0.000
6487,2692.711,0.000,-0.705,0.000,0.000,0.000,0.000
6488,2693.175,0.000,-1.292,0.000,0.000,0.000,0.000
6489,2693.638,0.648,0.648,0.000,0.000,0.000,0.000
6490,2694.102,0.000,-0.587,0.000,0.000,0.000,0.000
6491,2694.565,0.000,-0.705,0.000,0.000,0.000,0.000
6492,2695.029,0.000,-0.705,0.000,0.000,0.000,0.000
6493,2695.492,0.000,-0.939,0.000,0.000,0.000,0.000
6494,2695.956,0.000,-0.528,0.000,0.000,0.000,0.000
6495,2696.420,0.413,0.413,0.000,0.000,0.000,0.000
6496,2696.883,0.119,0.119,0.000,0.000,0.000,0.000
6497,2697.347,0.000,-0.587,0.000,0.000,0.000,0.000
6498,2697.810,0.000,-0.057,0.000,0.000,0.000,0.000
6499,2698.274,0.648,0.648,0.000,0.000,0.000,0.000
6500,2698.738,0.765,0.765,0.000,0.000,0.000,0.000
6501,2699.201,0.000,-0.470,0.000,0.000,0.000,0.000
6502,2699.665,0.000,-0.646,0.000,0.000,0.000,0.000
6503,2700.129,0.413,0.413,0.000,0.000,0.000,0.000
6504,2700.593,1.178,1.178,0.000,0.000,0.000,0.000
6505,2701.056,1.530,1.530,0.000,0.000,0.000,0.000
6506,2701.520,0.295,0.295,0.000,0.000,0.000,0.000
6507,2701.984,2.061,2.061,0.000,0.000,0.000,0.000
6508,2702.448,0.000,-0.881,0.000,0.000,0.000,0.000
6509,2702.912,0.000,-0.470,0.000,0.000,0.000,0.000
6510,2703.375,0.000,-0.822,0.000,0.000,0.000,0.000
6511,2703.839,0.000,-0.587,0.000,0.000,0.000,0.000
6512,2704.303,0.119,0.119,0.000,0.000,0.000,0.000
6513,2704.767,1.413,1.413,0.000,0.000,0.000,0.000
6514,2705.231,0.530,0.530,0.000,0.000,0.000,0.000
6515,2705.695,0.472,0.472,0.000,0.000,0.000,0.000
6516,2706.159,0.237,0.237,0.000,0.000,0.000,0.000
6517,2706.622,0.000,-0.822,0.000,0.000,0.000,0.000
6518,2707.086,0.000,-0.763,0.000,0.000,0.000,0.000
6519,2707.550,0.061,0.061,0.000,0.000,0.000,0.000
6520,2708.014,0.413,0.413,0.000,0.000,0.000,0.000
6521,2708.478,0.000,-0.763,0.000,0.000,0.000,0.000
6522,2708.942,0.000,-0.646,0.000,0.000,0.000,0.000
6523,2709.406,0.648,0.648,0.000,0.000,0.000,0.000
6524,2709.870,1.002,1.002,0.000,0.000,0.000,0.000
6525,2710.334,0.295,0.295,0.000,0.000,0.000,0.000
6526,2710.798,0.000,-0.822,0.000,0.000,0.000,0.000
6527,2711.262,0.000,-0.470,0.000,0.000,0.000,0.000
6528,2711.727,0.530,0.530,0.000,0.000,0.000,0.000
6529,2712.191,0.000,-0.939,0.000,0.000,0.000,0.000
6530,2712.655,0.589,0.589,0.000,0.000,0.000,0.000
6531,2713.119,0.000,-0.116,0.000,0.000,0.000,0.000
6532,2713.583,0.354,0.354,0.000,0.000,0.000,0.000
6533,2714.047,0.413,0.413,0.000,0.000,0.000,0.000
6534,2714.511,0.000,-0.705,0.000,0.000,0.000,0.000
6535,2714.976,0.000,-0.881,0.000,0.000,0.000,0.000
6536,2715.440,3.237,3.237,0.000,0.000,0.000,0.000
6537,2715.904,0.061,0.061,0.000,0.000,0.000,0.000
6538,2716.368,0.000,-0.294,0.000,0.000,0.000,0.000
6539,2716.832,0.000,-0.646,0.000,0.000,0.000,0.000
6540,2717.297,0.000,-1.233,0.000,0.000,0.000,0.000
6541,2717.761,0.000,-0.528,0.000,0.000,0.000,0.000
6542,2718.225,0.000,-0.411,0.000,0.000,0.000,0.000
6543,2718.690,0.530,0.530,0.000,0.000,0.000,0.000
6544,2719.154,3.589,3.589,0.000,0.000,0.000,0.000
6545,2719.618,0.000,-1.409,0.000,0.000,0.000,0.000
6546,2720.083,0.000,-0.470,0.000,0.000,0.000,0.000
6547,2720.547,0.413,0.413,0.000,0.000,0.000,0.000
6548,2721.011,0.000,-0.881,0.000,0.000,0.000,0.000
6549,2721.476,0.000,-0.470,0.000,0.000,0.000,0.000
6550,2721.940,2.237,2.237,0.000,0.000,0.000,0.000
6551,2722.405,0.000,-0.763,0.000,0.000,0.000,0.000
6552,2722.869,0.648,0.648,0.000,0.000,0.000,0.000
6553,2723.333,0.413,0.413,0.000,0.000,0.000,0.000
6554,2723.798,0.000,-0.646,0.000,0.000,0.000,0.000
6555,2724.262,0.295,0.295,0.000,0.000,0.000,0.000
6556,2724.727,0.000,-0.528,0.000,0.000,0.000,0.000
6557,2725.191,1.237,1.237,0.000,0.000,0.000,0.000
6558,2725.656,0.706,0.706,0.000,0.000,0.000,0.000
6559,2726.120,0.000,-0.587,0.000,0.000,0.000,0.000
6560,2726.585,0.472,0.472,0.000,0.000,0.000,0.000
6561,2727.050,0.413,0.413,0.000,0.000,0.000,0.000
6562,2727.514,0.000,-0.587,0.000,0.000,0.000,0.000
6563,2727.979,0.000,-0.528,0.000,0.000,0.000,0.000
6564,2728.443,0.237,0.237,0.000,0.000,0.000,0.000
6565,2728.908,0.000,-0.352,0.000,0.000,0.000,0.000
6566,2729.373,0.413,0.413,0.000,0.000,0.000,0.000
6567,2729.837,0.589,0.589,0.000,0.000,0.000,0.000
6568,2730.302,0.000,-0.587,0.000,0.000,0.000,0.000
6569,2730.767,0.000,-0.411,0.000,0.000,0.000,0.000
6570,2731.231,0.178,0.178,0.000,0.000,0.000,0.000
6571,2731.696,0.530,0.530,0.000,0.000,0.000,0.000
6572,2732.161,0.000,-0.411,0.000,0.000,0.000,0.000
6573,2732.625,0.354,0.354,0.000,0.000,0.000,0.000
6574,2733.090,0.000,-0.235,0.000,0.000,0.000,0.000
6575,2733.555,0.765,0.765,0.000,0.000,0.000,0.000
6576,2734.020,0.000,-0.352,0.000,0.000,0.000,0.000
6577,2734.485,0.413,0.413,0.000,0.000,0.000,0.000
6578,2734.949,0.000,-0.470,0.000,0.000,0.000,0.000
6579,2735.414,0.000,-0.763,0.000,0.000,0.000,0.000
6580,2735.879,0.472,0.472,0.000,0.000,0.000,0.000
6581,2736.344,0.824,0.824,0.000,0.000,0.000,0.000
6582,2736.809,0.472,0.472,0.000,0.000,0.000,0.000
6583,2737.274,0.000,-0.294,0.000,0.000,0.000,0.000
6584,2737.739,0.000,-0.294,0.000,0.000,0.000,0.000
6585,2738.204,0.000,-0.587,0.000,0.000,0.000,0.000
6586,2738.668,0.295,0.295,0.000,0.000,0.000,0.000
6587,2739.133,0.472,0.472,0.000,0.000,0.000,0.000
6588,2739.598,0.530,0.530,0.000,0.000,0.000,0.000
6589,2740.063,0.000,-0.646,0.000,0.000,0.000,0.000
6590,2740.528,0.000,-0.470,0.000,0.000,0.000,0.000
6591,2740.993,0.061,0.061,0.000,0.000,0.000,0.000
6592,2741.458,0.000,-0.117,0.000,0.000,0.000,0.000
6593,2741.923,0.706,0.706,0.000,0.000,0.000,0.000
6594,2742.388,0.354,0.354,0.000,0.000,0.000,0.000
6595,2742.854,0.648,0.648,0.000,0.000,0.000,0.000
6596,2743.319,0.589,0.589,0.000,0.000,0.000,0.000
6597,2743.784,0.000,-0.235,0.000,0.000,0.000,0.000
6598,2744.249,0.000,-0.352,0.000,0.000,0.000,0.000
6599,2744.714,0.000,-0.235,0.000,0.000,0.000,0.000
6600,2745.179,0.648,0.648,0.000,0.000,0.000,0.000
6601,2745.644,0.765,0.765,0.000,0.000,0.000,0.000
6602,2746.109,0.000,-0.235,0.000,0.000,0.000,0.000
6603,2746.575,0.000,-0.294,0.000,0.000,0.000,0.000
6604,2747.040,0.237,0.237,0.000,0.000,0.000,0.000
6605,2747.505,0.000,-0.117,0.000,0.000,0.000,0.000
6606,2747.970,0.000,-0.235,0.000,0.000,0.000,0.000
6607,2748.436,1.530,1.530,0.000,0.000,0.000,0.000
6608,2748.901,0.000,-0.646,0.000,0.000,0.000,0.000
6609,2749.366,1.648,1.648,0.000,0.000,0.000,0.000
6610,2749.831,0.413,0.413,0.000,0.000,0.000,0.000
6611,2750.297,0.000,-0.528,0.000,0.000,0.000,0.000
6612,2750.762,0.000,-0.470,0.000,0.000,0.000,0.000
6613,2751.227,1.706,1.706,0.000,0.000,0.000,0.000
6614,2751.693,0.000,-0.294,0.000,0.000,0.000,0.000
6615,2752.158,0.706,0.706,0.000,0.000,0.000,0.000
6616,2752.623,0.648,0.648,0.000,0.000,0.000,0.000
6617,2753.089,0.000,-0.294,0.000,0.000,0.000,0.000
6618,2753.554,0.000,-0.235,0.000,0.000,0.000,0.000
6619,2754.020,0.000,-0.411,0.000,0.000,0.000,0.000
6620,2754.485,0.472,0.472,0.000,0.000,0.000,0.000
6621,2754.950,0.354,0.354,0.000,0.000,0.000,0.000
6622,2755.416,0.706,0.706,0.000,0.000,0.000,0.000
6623,2755.881,0.589,0.589,0.000,0.000,0.000,0.000
6624,2756.347,0.000,-0.352,0.000,0.000,0.000,0.000
6625,2756.812,2.413,2.413,0.000,0.000,0.000,0.000
6626,2757.278,0.000,-0.235,0.000,0.000,0.000,0.000
6627,2757.743,0.354,0.354,0.000,0.000,0.000,0.000
6628,2758.209,0.000,-0.235,0.000,0.000,0.000,0.000
6629,2758.675,0.824,0.824,0.000,0.000,0.000,0.000
6630,2759.140,0.000,-0.411,0.000,0.000,0.000,0.000
6631,2759.606,0.648,0.648,0.000,0.000,0.000,0.000
6632,2760.071,0.000,-0.528,0.000,0.000,0.000,0.000
6633,2760.537,0.883,0.883,0.000,0.000,0.000,0.000
6634,2761.003,0.000,-0.117,0.000,0.000,0.000,0.000
6635,2761.468,0.000,-0.528,0.000,0.000,0.000,0.000
6636,2761.934,0.000,-0.646,0.000,0.000,0.000,0.000
6637,2762.400,0.941,0.941,0.000,0.000,0.000,0.000
6638,2762.865,0.000,-0.294,0.000,0.000,0.000,0.000
6639,2763.331,0.000,-0.352,0.000,0.000,0.000,0.000
6640,2763.797,0.000,-0.352,0.000,0.000,0.000,0.000
6641,2764.263,0.648,0.648,0.000,0.000,0.000,0.000
6642,2764.728,0.000,-0.352,0.000,0.000,0.000,0.000
6643,2765.194,0.000,-0.352,0.000,0.000,0.000,0.000
6644,2765.660,0.000,-0.352,0.000,0.000,0.000,0.000
6645,2766.126,0.883,0.883,0.000,0.000,0.000,0.000
6646,2766.591,0.000,-0.528,0.000,0.000,0.000,0.000
6647,2767.057,0.000,-0.176,0.000,0.000,0.000,0.000
6648,2767.523,0.000,-0.470,0.000,0.000,0.000,0.000
6649,2767.989,0.000,-0.176,0.000,0.000,0.000,0.000
6650,2768.455,0.000,-0.176,0.000,0.000,0.000,0.000
6651,2768.921,0.000,-0.470,0.000,0.000,0.000,0.000
6652,2769.387,0.000,-0.294,0.000,0.000,0.000,0.000
6653,2769.853,0.000,-0.117,0.000,0.000,0.000,0.000
6654,2770.319,0.000,-0.294,0.000,0.000,0.000,0.000
6655,2770.784,0.000,-0.352,0.000,0.000,0.000,0.000
6656,2771.250,0.000,-0.117,0.000,0.000,0.000,0.000
6657,2771.716,0.000,-0.352,0.000,0.000,0.000,0.000
6658,2772.182,0.000,-0.294,0.000,0.000,0.000,0.000
6659,2772.648,0.000,-0.176,0.000,0.000,0.000,0.000
6660,2773.114,0.000,-0.352,0.000,0.000,0.000,0.000
6661,2773.580,0.000,-0.059,0.000,0.000,0.000,0.000
6662,2774.047,0.824,0.824,0.000,0.000,0.000,0.000
6663,2774.513,0.000,-0.352,0.000,0.000,0.000,0.000
6664,2774.979,0.000,-0.176,0.000,0.000,0.000,0.000
6665,2775.445,0.000,-0.294,0.000,0.000,0.000,0.000
6666,2775.911,0.000,-0.059,0.000,0.000,0.000,0.000
6667,2776.377,0.000,-0.294,0.000,0.000,0.000,0.000
6668,2776.843,0.000,-0.235,0.000,0.000,0.000,0.000
6669,2777.309,0.000,-0.470,0.000,0.000,0.000,0.000
6670,2777.775,0.883,0.883,0.000,0.000,0.000,0.000
6671,2778.242,1.706,1.706,0.000,0.000,0.000,0.000
6672,2778.708,0.000,-0.294,0.000,0.000,0.000,0.000
6673,2779.174,0.765,0.765,0.000,0.000,0.000,0.000
6674,2779.640,0.000,-0.352,0.000,0.000,0.000,0.000
6675,2780.107,0.000,-0.294,0.000,0.000,0.000,0.000
6676,2780.573,0.000,-0.117,0.000,0.000,0.000,0.000
6677,2781.039,0.000,-0.235,0.000,0.000,0.000,0.000
6678,2781.505,0.000,-0.176,0.000,0.000,0.000,0.000
6679,2781.972,0.000,-0.294,0.000,0.000,0.000,0.000
6680,2782.438,0.706,0.706,0.000,0.000,0.000,0.000
6681,2782.904,0.000,-0.294,0.000,0.000,0.000,0.000
6682,2783.371,0.000,-0.176,0.000,0.000,0.000,0.000
6683,2783.837,0.000,-0.059,0.000,0.000,0.000,0.000
6684,2784.303,0.000,-0.235,0.000,0.000,0.000,0.000
6685,2784.770,0.000,-0.176,0.000,0.000,0.000,0.000
6686,2785.236,0.000,-0.176,0.000,0.000,0.000,0.000
6687,2785.703,0.000,-0.294,0.000,0.000,0.000,0.000
6688,2786.169,0.000,-0.176,0.000,0.000,0.000,0.000
6689,2786.635,0.000,-0.235,0.000,0.000,0.000,0.000
6690,2787.102,0.000,-0.117,0.000,0.000,0.000,0.000
6691,2787.568,0.000,-0.176,0.000,0.000,0.000,0.000
6692,2788.035,0.000,-0.235,0.000,0.000,0.000,0.000
6693,2788.501,0.000,-0.294,0.000,0.000,0.000,0.000
6694,2788.968,0.000,-0.352,0.000,0.000,0.000,0.000
6695,2789.434,0.000,-0.176,0.000,0.000,0.000,0.000
6696,2789.901,0.706,0.706,0.000,0.000,0.000,0.000
6697,2790.368,0.000,-0.176,0.000,0.000,0.000,0.000
6698,2790.834,0.000,-0.352,0.000,0.000,0.000,0.000
6699,2791.301,0.000,-0.117,0.000,0.000,0.000,0.000
6700,2791.767,0.000,-0.352,0.000,0.000,0.000,0.000
6701,2792.234,0.000,0.000,0.000,0.000,0.000,0.000
6702,2792.701,0.589,0.589,0.000,0.000,0.000,0.000
6703,2793.167,0.000,-0.352,0.000,0.000,0.000,0.000
6704,2793.634,0.000,-0.528,0.000,0.000,0.000,0.000
6705,2794.101,0.000,-0.646,0.000,0.000,0.000,0.000
6706,2794.567,0.000,-0.059,0.000,0.000,0.000,0.000
6707,2795.034,0.000,-0.470,0.000,0.000,0.000,0.000
6708,2795.501,0.000,-0.059,0.000,0.000,0.000,0.000
6709,2795.967,0.000,-0.294,0.000,0.000,0.000,0.000
6710,2796.434,0.000,-0.411,0.000,0.000,0.000,0.000
6711,2796.901,0.000,-0.176,0.000,0.000,0.000,0.000
6712,2797.368,0.000,-0.176,0.000,0.000,0.000,0.000
6713,2797.835,0.000,-0.235,0.000,0.000,0.000,0.000
6714,2798.301,0.000,0.000,0.000,0.000,0.000,0.000
6715,2798.768,0.000,-0.294,0.000,0.000,0.000,0.000
6716,2799.235,0.765,0.765,0.000,0.000,0.000,0.000
6717,2799.702,0.589,0.589,0.000,0.000,0.000,0.000
6718,2800.169,0.000,-0.235,0.000,0.000,0.000,0.000
6719,2800.636,0.000,-0.176,0.000,0.000,0.000,0.000
6720,2801.103,0.000,-0.176,0.000,0.000,0.000,0.000
6721,2801.570,0.000,-0.235,0.000,0.000,0.000,0.000
6722,2802.036,0.000,-0.117,0.000,0.000,0.000,0.000
6723,2802.503,0.000,-0.294,0.000,0.000,0.000,0.000
6724,2802.970,0.000,-0.176,0.000,0.000,0.000,0.000
6725,2803.437,0.000,-0.235,0.000,0.000,0.000,0.000
6726,2803.904,0.000,-0.117,0.000,0.000,0.000,0.000
6727,2804.371,0.000,-0.117,0.000,0.000,0.000,0.000
6728,2804.838,0.000,-0.176,0.000,0.000,0.000,0.000
6729,2805.305,0.000,-0.117,0.000,0.000,0.000,0.000
6730,2805.772,0.000,-0.294,0.000,0.000,0.000,0.000
6731,2806.240,0.000,-0.352,0.000,0.000,0.000,0.000
6732,2806.707,0.000,-0.059,0.000,0.000,0.000,0.000
6733,2807.174,0.883,0.883,0.000,0.000,0.000,0.000
6734,2807.641,0.824,0.824,0.000,0.000,0.000,0.000
6735,2808.108,0.000,-0.117,0.000,0.000,0.000,0.000
6736,2808.575,1.000,1.000,0.000,0.000,0.000,0.000
6737,2809.042,0.000,-0.117,0.000,0.000,0.000,0.000
6738,2809.509,0.000,-0.235,0.000,0.000,0.000,0.000
6739,2809.977,0.000,-0.294,0.000,0.000,0.000,0.000
6740,2810.444,0.000,-0.117,0.000,0.000,0.000,0.000
6741,2810.911,0.000,-0.176,0.000,0.000,0.000,0.000
6742,2811.378,0.000,-0.059,0.000,0.000,0.000,0.000
6743,2811.845,0.000,-0.235,0.000,0.000,0.000,0.000
6744,2812.313,0.000,-0.235,0.000,0.000,0.000,0.000
6745,2812.780,0.000,-0.235,0.000,0.000,0.000,0.000
6746,2813.247,0.000,-0.117,0.000,0.000,0.000,0.000
6747,2813.715,0.000,-0.235,0.000,0.000,0.000,0.000
6748,2814.182,0.000,-0.176,0.000,0.000,0.000,0.000
6749,2814.649,0.000,-0.176,0.000,0.000,0.000,0.000
6750,2815.117,0.000,-0.117,0.000,0.000,0.000,0.000
6751,2815.584,0.000,-0.117,0.000,0.000,0.000,0.000
6752,2816.051,0.000,-0.235,0.000,0.000,0.000,0.000
6753,2816.519,0.000,-0.235,0.000,0.000,0.000,0.000
6754,2816.986,0.000,-0.059,0.000,0.000,0.000,0.000
6755,2817.453,0.824,0.824,0.000,0.000,0.000,0.000
6756,2817.921,0.000,-0.294,0.000,0.000,0.000,0.000
6757,2818.388,0.000,-0.176,0.000,0.000,0.000,0.000
6758,2818.856,0.000,-0.117,0.000,0.000,0.000,0.000
6759,2819.323,0.000,-0.294,0.000,0.000,0.000,0.000
6760,2819.791,0.000,-0.235,0.000,0.000,0.000,0.000
6761,2820.258,0.000,-0.235,0.000,0.000,0.000,0.000
6762,2820.726,0.000,-0.235,0.000,0.000,0.000,0.000
6763,2821.193,0.000,-0.235,0.000,0.000,0.000,0.000
6764,2821.661,0.000,-0.235,0.000,0.000,0.000,0.000
6765,2822.128,0.000,-0.235,0.000,0.000,0.000,0.000
6766,2822.596,0.000,-0.059,0.000,0.000,0.000,0.000
6767,2823.064,0.000,-0.059,0.000,0.000,0.000,0.000
6768,2823.531,0.000,-0.176,0.000,0.000,0.000,0.000
6769,2823.999,0.000,-0.059,0.000,0.000,0.000,0.000
6770,2824.466,0.000,-0.117,0.000,0.000,0.000,0.000
6771,2824.934,0.000,-0.117,0.000,0.000,0.000,0.000
6772,2825.402,0.000,-0.235,0.000,0.000,0.000,0.000
6773,2825.869,0.765,0.765,0.000,0.000,0.000,0.000
6774,2826.337,0.765,0.765,0.000,0.000,0.000,0.000
6775,2826.805,0.000,-0.117,0.000,0.000,0.000,0.000
6776,2827.273,0.000,-0.176,0.000,0.000,0.000,0.000
6777,2827.740,0.000,-0.176,0.000,0.000,0.000,0.000
6778,2828.208,0.000,-0.235,0.000,0.000,0.000,0.000
6779,2828.676,0.000,-0.117,0.000,0.000,0.000,0.000
6780,2829.144,0.000,-0.235,0.000,0.000,0.000,0.000
6781,2829.611,0.000,0.000,0.000,0.000,0.000,0.000
6782,2830.079,0.000,-0.117,0.000,0.000,0.000,0.000
6783,2830.547,0.706,0.706,0.000,0.000,0.000,0.000
6784,2831.015,0.000,0.000,0.000,0.000,0.000,0.000
6785,2831.483,0.000,-0.117,0.000,0.000,0.000,0.000
6786,2831.951,0.000,-0.059,0.000,0.000,0.000,0.000
6787,2832.419,0.000,-0.059,0.000,0.000,0.000,0.000
6788,2832.886,0.000,-0.117,0.000,0.000,0.000,0.000
6789,2833.354,0.000,-0.294,0.000,0.000,0.000,0.000
6790,2833.822,0.000,-0.294,0.000,0.000,0.000,0.000
6791,2834.290,0.000,-0.176,0.000,0.000,0.000,0.000
6792,2834.758,0.000,-0.176,0.000,0.000,0.000,0.000
6793,2835.226,0.824,0.824,0.000,0.000,0.000,0.000
6794,2835.694,2.000,2.000,0.000,0.000,0.000,0.000
6795,2836.162,0.000,-0.235,0.000,0.000,0.000,0.000
6796,2836.630,0.000,-0.117,0.000,0.000,0.000,0.000
6797,2837.098,0.883,0.883,0.000,0.000,0.000,0.000
6798,2837.566,0.000,-0.352,0.000,0.000,0.000,0.000
6799,2838.034,0.000,-0.117,0.000,0.000,0.000,0.000
6800,2838.502,0.000,-0.059,0.000,0.000,0.000,0.000
6801,2838.971,1.648,1.648,0.000,0.000,0.000,0.000
6802,2839.439,0.000,-0.117,0.000,0.000,0.000,0.000
6803,2839.907,0.765,0.765,0.000,0.000,0.000,0.000
6804,2840.375,0.000,-0.117,0.000,0.000,0.000,0.000
6805,2840.843,0.000,-0.470,0.000,0.000,0.000,0.000
6806,2841.311,0.648,0.648,0.000,0.000,0.000,0.000
6807,2841.779,0.000,-0.176,0.000,0.000,0.000,0.000
6808,2842.248,0.000,-0.059,0.000,0.000,0.000,0.000
6809,2842.716,0.941,0.941,0.000,0.000,0.000,0.000
6810,2843.184,0.000,-0.235,0.000,0.000,0.000,0.000
6811,2843.652,0.000,-0.117,0.000,0.000,0.000,0.000
6812,2844.121,0.000,-0.294,0.000,0.000,0.000,0.000
6813,2844.589,0.000,-0.117,0.000,0.000,0.000,0.000
6814,2845.057,0.000,-0.117,0.000,0.000,0.000,0.000
6815,2845.525,0.000,-0.117,0.000,0.000,0.000,0.000
6816,2845.994,0.000,-0.176,0.000,0.000,0.000,0.000
6817,2846.462,0.941,0.941,0.000,0.000,0.000,0.000
6818,2846.930,0.000,-0.176,0.000,0.000,0.000,0.000
6819,2847.399,0.000,-0.294,0.000,0.000,0.000,0.000
6820,2847.867,0.000,-0.059,0.000,0.000,0.000,0.000
6821,2848.336,0.000,-0.059,0.000,0.000,0.000,0.000
6822,2848.804,0.000,-0.059,0.000,0.000,0.000,0.000
6823,2849.272,0.000,-0.176,0.000,0.000,0.000,0.000
6824,2849.741,0.000,-0.294,0.000,0.000,0.000,0.000
6825,2850.209,0.000,-0.352,0.000,0.000,0.000,0.000
6826,2850.678,0.941,0.941,0.000,0.000,0.000,0.000
