ch,keV,net,fit,model,continuum_raw,Eu-152,Esc-NaI
59,161.576,18860.532,18860.532,18403.629,11168.854,18351.546,52.082
60,164.471,19295.532,19295.532,18444.406,11078.122,18392.668,51.738
61,167.367,19974.899,19974.899,18128.073,10987.390,18076.790,51.284
62,170.264,19587.699,19587.699,17569.206,10896.658,17518.392,50.814
63,173.161,18633.966,18633.966,16939.271,10805.926,16888.830,50.441
64,176.059,17070.166,17070.166,16375.913,10715.194,16325.699,50.214
65,178.958,15558.266,15558.266,15937.801,10624.462,15887.726,50.074
66,181.857,14519.532,14519.532,15614.394,10533.730,15564.457,49.937
67,184.757,13836.166,13836.166,15362.399,10442.998,15312.499,49.900
68,187.658,13018.199,13018.199,15139.785,10352.266,15089.216,50.570
69,190.559,12977.166,12977.166,14924.275,10261.534,14870.860,53.415
70,193.461,12704.099,12704.099,14715.976,10170.802,14654.932,61.044
71,196.363,12690.466,12690.466,14529.409,10080.070,14452.284,77.126
72,199.266,12888.632,12888.632,14381.522,9989.338,14276.016,105.506
73,202.170,13036.766,13036.766,14114.912,9732.325,13967.208,147.704
74,205.074,13487.599,13487.599,13891.386,9475.311,13689.550,201.836
75,207.980,13597.866,13597.866,13695.435,9218.298,13436.059,259.376
76,210.885,13781.732,13781.732,13511.652,8961.285,13204.789,306.863
77,213.792,14447.032,14447.032,13343.668,8704.272,13013.131,330.537
78,216.699,14196.132,14196.132,13236.259,8447.259,12913.802,322.457
79,219.606,14634.366,14634.366,13291.723,8190.245,13007.287,284.437
80,222.514,14674.966,14674.966,13667.804,7933.232,13440.633,227.171
81,225.423,14920.632,14920.632,14543.640,7676.219,14378.507,165.133
82,228.333,16066.232,16066.232,16047.471,7419.206,15936.912,110.559
83,231.243,17566.766,17566.766,18159.956,7162.193,18090.101,69.855
84,234.154,20339.732,20339.732,20635.589,6905.179,20592.024,43.565
85,237.065,22865.999,22865.999,23001.281,6648.166,22972.622,28.659
86,239.977,26191.899,26191.899,24669.811,6391.153,24648.671,21.140
87,242.890,28060.999,28060.999,25143.013,6134.140,25125.327,17.686
88,245.803,27718.399,27718.399,24212.066,5877.127,24195.907,16.159
89,248.717,27255.966,27255.966,22045.736,5620.114,22030.315,15.421
90,251.631,24740.899,24740.899,19115.688,5363.100,19100.731,14.957
91,254.546,20987.032,20987.032,16003.432,5106.087,15988.863,14.569
92,257.462,17829.132,17829.132,13196.132,4849.074,13181.935,14.196
93,260.378,14634.432,14634.432,10967.029,4592.061,10953.195,13.834
94,263.295,11912.132,11912.132,9370.111,4335.048,9356.614,13.498
95,266.212,9934.233,9934.233,8313.224,4078.034,8300.018,13.206
96,269.131,8572.432,8572.432,7649.210,3821.021,7636.234,12.976
97,272.049,7826.666,7826.666,7241.101,3564.008,7228.278,12.823
98,274.969,7343.699,7343.699,6988.882,3306.995,6976.096,12.786
99,277.889,7121.599,7121.599,7032.999,3254.995,7019.649,13.351
100,280.809,7160.432,7160.432,7126.186,3202.996,7111.781,14.405
101,283.730,7116.299,7116.299,7236.175,3150.997,7219.694,16.481
102,286.652,7173.066,7173.066,7334.562,3098.997,7314.067,20.495
103,289.574,6936.966,6936.966,7396.967,3046.998,7369.181,27.786
104,292.497,7110.566,7110.566,7406.871,2994.998,7366.855,40.016
105,295.421,6904.366,6904.366,7359.870,2942.999,7301.047,58.823
106,298.345,6770.599,6770.599,7266.071,2891.000,7180.851,85.219
107,301.269,6649.866,6649.866,7150.275,2839.000,7031.424,118.851
108,304.194,6522.066,6522.066,7051.760,2787.001,6894.379,157.381
109,307.120,6186.466,6186.466,7026.604,2735.001,6830.240,196.363
110,310.047,6204.133,6204.133,7154.541,2683.002,6924.652,229.889
111,312.974,6473.099,6473.099,7548.910,2631.003,7296.956,251.954
112,315.901,6819.399,6819.399,8363.409,2579.003,8105.242,258.166
113,318.829,8077.033,8077.033,9785.328,2527.004,9538.202,247.126
114,321.758,9837.099,9837.099,12004.879,2475.004,11783.990,220.889
115,324.687,13185.866,13185.866,15156.609,2423.005,14972.304,184.305
116,327.617,17071.933,17071.933,19241.937,2371.006,19098.414,143.523
117,330.548,22028.733,22028.733,24057.410,2319.006,23953.113,104.297
118,333.479,27047.599,27047.599,29163.343,2267.007,29092.623,70.720
119,336.410,32578.566,32578.566,33923.199,2215.007,33878.458,44.741
120,339.343,36713.833,36713.833,37621.715,2163.008,37595.307,26.408
121,342.275,39972.666,39972.666,39635.967,2111.009,39621.426,14.542
122,345.209,42377.466,42377.466,39604.165,2059.009,39596.696,7.470
123,348.142,42151.166,42151.166,37529.414,2007.010,37525.835,3.580
124,351.077,39638.399,39638.399,33777.311,1955.010,33775.711,1.600
125,354.012,35933.033,35933.033,28968.426,1903.011,28967.759,0.667
126,356.947,31561.499,31561.499,23808.371,1851.012,23808.112,0.260
127,359.884,26082.099,26082.099,18918.638,1799.012,18918.544,0.094
128,362.820,20035.399,20035.399,14722.517,1747.013,14722.485,0.032
129,365.757,15936.666,15936.666,11410.269,1695.013,11410.259,0.010
130,368.695,11915.899,11915.899,8973.959,1643.014,8973.957,0.003
131,371.633,9261.099,9261.099,7317.921,1628.119,7317.920,0.001
132,374.572,7086.099,7086.099,6224.847,1613.223,6224.847,0.000
133,377.512,5891.533,5891.533,5524.813,1598.328,5524.813,0.000
134,380.452,5388.733,5388.733,5087.910,1583.432,5087.910,0.000
135,383.392,5002.399,5002.399,4829.979,1568.537,4829.979,0.000
136,386.333,4647.800,4647.800,4703.834,1553.641,4703.834,0.000
137,389.275,4613.099,4613.099,4685.211,1538.746,4685.211,0.000
138,392.217,4597.133,4597.133,4759.515,1523.850,4759.515,0.000
139,395.160,4797.066,4797.066,4912.151,1508.955,4912.151,0.000
140,398.103,4905.933,4905.933,5123.077,1494.060,5123.077,0.000
141,401.047,5084.400,5084.400,5365.375,1479.164,5365.375,0.000
142,403.991,5248.600,5248.600,5607.319,1464.269,5607.319,0.000
143,406.936,5646.600,5646.600,5817.149,1449.373,5817.149,0.000
144,409.881,5736.266,5736.266,5969.280,1434.478,5969.280,0.000
145,412.827,5775.666,5775.666,6050.104,1419.582,6050.104,0.000
146,415.773,6011.433,6011.433,6061.421,1404.687,6061.421,0.000
147,418.720,5939.966,5939.966,6020.062,1389.792,6020.062,0.000
148,421.668,6047.600,6047.600,5953.343,1374.896,5953.343,0.000
149,424.616,5829.666,5829.666,5891.432,1360.001,5891.432,0.000
150,427.564,6068.933,6068.933,5858.751,1345.105,5858.751,0.000
151,430.513,5831.566,5831.566,5866.991,1330.210,5866.991,0.000
152,433.463,5915.900,5915.900,5911.781,1315.314,5911.781,0.000
153,436.413,5920.033,5920.033,5973.978,1300.419,5973.978,0.000
154,439.363,6059.233,6059.233,6025.041,1285.524,6025.041,0.000
155,442.314,6063.666,6063.666,6034.845,1270.628,6034.845,0.000
156,445.266,6055.833,6055.833,5979.582,1255.733,5979.582,0.000
157,448.218,5937.533,5937.533,5847.621,1240.837,5847.621,0.000
158,451.171,5850.800,5850.800,5641.878,1225.942,5641.878,0.000
159,454.124,5585.900,5585.900,5378.453,1211.046,5378.453,0.000
160,457.077,5365.433,5365.433,5082.294,1196.151,5082.294,0.000
161,460.031,4953.166,4953.166,4781.408,1181.255,4781.408,0.000
162,462.986,4671.733,4671.733,4501.259,1166.360,4501.259,0.000
163,465.941,4340.033,4340.033,4260.641,1151.465,4260.641,0.000
164,468.897,4135.766,4135.766,4069.678,1136.569,4069.678,0.000
165,471.853,3795.000,3795.000,3929.897,1121.674,3929.897,0.000
166,474.810,3684.766,3684.766,3835.851,1106.778,3835.851,0.000
167,477.767,3637.900,3637.900,3777.558,1091.883,3777.558,0.000
168,480.724,3532.600,3532.600,3743.086,1076.987,3743.086,0.000
169,483.682,3597.266,3597.266,3720.783,1062.092,3720.783,0.000
170,486.641,3568.266,3568.266,3705.300,1051.584,3705.300,0.000
171,489.600,3515.666,3515.666,3685.375,1041.077,3685.375,0.000
172,492.560,3639.866,3639.866,3657.292,1030.569,3657.292,0.000
173,495.520,3692.400,3692.400,3620.262,1020.062,3620.262,0.000
174,498.480,3804.933,3804.933,3575.785,1009.554,3575.785,0.000
175,501.441,3619.733,3619.733,3526.813,999.047,3526.813,0.000
176,504.403,3681.333,3681.333,3476.870,988.539,3476.870,0.000
177,507.365,3404.933,3404.933,3429.299,978.031,3429.299,0.000
178,510.327,3638.100,3638.100,3386.746,967.524,3386.746,0.000
179,513.290,3441.966,3441.966,3350.908,957.016,3350.908,0.000
180,516.254,3431.533,3431.533,3322.552,946.509,3322.552,0.000
181,519.218,3410.566,3410.566,3301.697,936.001,3301.697,0.000
182,522.182,3438.166,3438.166,3287.893,925.494,3287.893,0.000
183,525.147,3271.533,3271.533,3280.499,914.986,3280.499,0.000
184,528.112,3352.000,3352.000,3278.898,904.479,3278.898,0.000
185,531.078,3250.100,3250.100,3282.619,893.971,3282.619,0.000
186,534.044,3272.333,3272.333,3291.355,883.463,3291.355,0.000
187,537.011,3239.933,3239.933,3304.895,872.956,3304.895,0.000
188,539.978,3189.866,3189.866,3322.994,862.448,3322.994,0.000
189,542.946,3261.233,3261.233,3345.225,851.941,3345.225,0.000
190,545.914,3362.333,3362.333,3370.838,841.433,3370.838,0.000
191,548.882,3395.000,3395.000,3398.662,830.926,3398.662,0.000
192,551.851,3393.733,3393.733,3427.094,820.418,3427.094,0.000
193,554.821,3410.000,3410.000,3454.161,809.910,3454.161,0.000
194,557.791,3408.800,3408.800,3477.668,799.403,3477.668,0.000
195,560.761,3448.066,3448.066,3495.409,788.895,3495.409,0.000
196,563.732,3507.100,3507.100,3505.380,778.388,3505.380,0.000
197,566.703,3471.833,3471.833,3505.982,767.880,3505.982,0.000
198,569.675,3423.500,3423.500,3496.150,757.373,3496.150,0.000
199,572.647,3431.000,3431.000,3475.420,746.865,3475.420,0.000
200,575.620,3401.966,3401.966,3443.909,736.358,3443.909,0.000
201,578.593,3392.366,3392.366,3402.253,725.850,3402.253,0.000
202,581.566,3329.700,3329.700,3351.518,715.342,3351.518,0.000
203,584.540,3255.533,3255.533,3293.113,704.835,3293.113,0.000
204,587.515,3206.833,3206.833,3228.710,694.327,3228.710,0.000
205,590.489,3203.600,3203.600,3160.177,683.820,3160.177,0.000
206,593.465,3046.333,3046.333,3089.500,673.312,3089.500,0.000
207,596.440,2931.433,2931.433,3018.695,662.805,3018.695,0.000
208,599.416,2925.000,2925.000,2949.691,652.297,2949.691,0.000
209,602.393,2812.100,2812.100,2884.206,641.789,2884.206,0.000
210,605.370,2731.100,2731.100,2823.629,631.282,2823.629,0.000
211,608.347,2814.533,2814.533,2768.930,620.774,2768.930,0.000
212,611.325,2749.133,2749.133,2720.623,610.267,2720.623,0.000
213,614.303,2642.766,2642.766,2678.782,599.759,2678.782,0.000
214,617.282,2677.700,2677.700,2643.124,589.252,2643.124,0.000
215,620.261,2651.033,2651.033,2613.114,578.744,2613.114,0.000
216,623.241,2563.133,2563.133,2599.640,579.775,2599.640,0.000
217,626.221,2501.866,2501.866,2590.519,580.807,2590.519,0.000
218,629.201,2481.166,2481.166,2585.218,581.838,2585.218,0.000
219,632.182,2613.000,2613.000,2583.385,582.869,2583.385,0.000
220,635.163,2518.000,2518.000,2584.884,583.900,2584.884,0.000
221,638.145,2591.566,2591.566,2589.799,584.931,2589.799,0.000
222,641.127,2647.800,2647.800,2598.413,585.963,2598.413,0.000
223,644.109,2520.400,2520.400,2611.154,586.994,2611.154,0.000
224,647.092,2664.566,2664.566,2628.524,588.025,2628.524,0.000
225,650.075,2642.400,2642.400,2651.008,589.056,2651.008,0.000
226,653.059,2678.500,2678.500,2678.960,590.088,2678.960,0.000
227,656.043,2622.800,2622.800,2712.478,591.119,2712.478,0.000
228,659.027,2774.633,2774.633,2751.287,592.150,2751.287,0.000
229,662.012,2731.700,2731.700,2794.632,593.181,2794.632,0.000
230,664.997,2969.066,2969.066,2841.218,594.213,2841.218,0.000
231,667.983,2838.333,2838.333,2889.214,595.244,2889.214,0.000
232,670.969,2962.533,2962.533,2936.322,596.275,2936.322,0.000
233,673.955,2977.766,2977.766,2979.940,597.306,2979.940,0.000
234,676.942,2964.466,2964.466,3017.381,598.338,3017.381,0.000
235,679.929,3197.100,3197.100,3046.145,599.369,3046.145,0.000
236,682.917,3222.566,3222.566,3064.190,600.400,3064.190,0.000
237,685.905,3048.233,3048.233,3070.180,601.431,3070.180,0.000
238,688.893,3047.066,3047.066,3063.652,602.463,3063.652,0.000
239,691.882,2999.266,2999.266,3045.091,603.494,3045.091,0.000
240,694.871,3100.600,3100.600,3015.892,604.525,3015.892,0.000
241,697.861,3146.866,3146.866,2978.220,605.556,2978.220,0.000
242,700.851,3026.633,3026.633,2934.799,606.588,2934.799,0.000
243,703.841,3014.666,3014.666,2888.667,607.619,2888.667,0.000
244,706.832,2857.633,2857.633,2842.937,608.650,2842.937,0.000
245,709.823,2993.166,2993.166,2800.613,609.681,2800.613,0.000
246,712.814,2939.800,2939.800,2764.491,610.713,2764.491,0.000
247,715.806,2897.500,2897.500,2737.155,611.744,2737.155,0.000
248,718.798,2827.666,2827.666,2721.067,612.775,2721.067,0.000
249,721.790,2744.366,2744.366,2718.723,613.806,2718.723,0.000
250,724.783,2790.333,2790.333,2732.850,614.838,2732.850,0.000
251,727.777,2782.066,2782.066,2766.578,615.869,2766.578,0.000
252,730.770,2954.466,2954.466,2823.546,616.900,2823.546,0.000
253,733.764,2992.633,2992.633,2907.883,617.931,2907.883,0.000
254,736.759,3024.200,3024.200,3024.025,618.963,3024.025,0.000
255,739.753,3200.166,3200.166,3176.346,619.994,3176.346,0.000
256,742.748,3440.300,3440.300,3368.591,621.025,3368.591,0.000
257,745.744,3438.800,3438.800,3603.167,622.056,3603.167,0.000
258,748.739,3807.066,3807.066,3880.345,623.088,3880.345,0.000
259,751.736,4039.000,4039.000,4197.485,624.119,4197.485,0.000
260,754.732,4555.800,4555.800,4548.423,625.150,4548.423,0.000
261,757.729,5041.266,5041.266,4923.140,626.181,4923.140,0.000
262,760.726,5355.433,5355.433,5307.843,627.213,5307.843,0.000
263,763.724,5784.166,5784.166,5685.542,628.244,5685.542,0.000
264,766.721,6255.000,6255.000,6037.114,629.275,6037.114,0.000
265,769.720,6447.833,6447.833,6342.796,630.306,6342.796,0.000
266,772.718,6901.400,6901.400,6583.949,631.338,6583.949,0.000
267,775.717,7146.100,7146.100,6744.880,632.369,6744.880,0.000
268,778.716,7257.133,7257.133,6814.472,633.400,6814.472,0.000
269,781.716,7231.100,7231.100,6787.390,634.431,6787.390,0.000
270,784.716,7113.333,7113.333,6660.257,631.035,6660.257,0.000
271,787.716,7021.133,7021.133,6444.835,627.640,6444.835,0.000
272,790.717,6569.233,6569.233,6153.971,624.244,6153.971,0.000
273,793.718,6195.800,6195.800,5804.683,620.848,5804.683,0.000
274,796.719,5836.266,5836.266,5416.457,617.452,5416.457,0.000
275,799.720,5308.466,5308.466,5009.435,614.057,5009.435,0.000
276,802.722,4879.100,4879.100,4602.714,610.661,4602.714,0.000
277,805.725,4339.800,4339.800,4212.976,607.265,4212.976,0.000
278,808.727,4032.766,4032.766,3853.564,603.869,3853.564,0.000
279,811.730,3771.200,3771.200,3534.060,600.473,3534.060,0.000
280,814.733,3367.900,3367.900,3260.315,597.078,3260.315,0.000
281,817.737,2949.366,2949.366,3034.843,593.682,3034.843,0.000
282,820.740,2804.500,2804.500,2857.455,590.286,2857.455,0.000
283,823.745,2700.733,2700.733,2725.968,586.890,2725.968,0.000
284,826.749,2518.533,2518.533,2636.899,583.495,2636.899,0.000
285,829.754,2480.100,2480.100,2586.028,580.099,2586.028,0.000
286,832.759,2484.166,2484.166,2568.803,576.703,2568.803,0.000
287,835.764,2460.466,2460.466,2580.564,573.307,2580.564,0.000
288,838.770,2461.933,2461.933,2616.619,569.911,2616.619,0.000
289,841.776,2613.633,2613.633,2672.217,566.516,2672.217,0.000
290,844.782,2532.333,2532.333,2742.472,563.120,2742.472,0.000
291,847.789,2777.200,2777.200,2822.298,559.724,2822.298,0.000
292,850.796,2782.000,2782.000,2906.396,556.328,2906.396,0.000
293,853.803,2948.000,2948.000,2989.326,552.932,2989.326,0.000
294,856.811,2848.300,2848.300,3065.664,549.537,3065.664,0.000
295,859.819,2958.166,2958.166,3130.243,546.141,3130.243,0.000
296,862.827,2897.900,2897.900,3178.450,542.745,3178.450,0.000
297,865.835,2982.800,2982.800,3206.527,539.349,3206.527,0.000
298,868.844,3083.166,3083.166,3211.850,535.954,3211.850,0.000
299,871.853,3009.433,3009.433,3193.132,532.558,3193.132,0.000
300,874.862,3007.733,3007.733,3150.528,529.162,3150.528,0.000
301,877.872,2776.800,2776.800,3085.616,525.766,3085.616,0.000
302,880.882,2652.333,2652.333,3001.262,522.370,3001.262,0.000
303,883.892,2572.200,2572.200,2901.389,518.975,2901.389,0.000
304,886.902,2534.333,2534.333,2790.670,515.579,2790.670,0.000
305,889.913,2404.700,2404.700,2674.199,512.183,2674.199,0.000
306,892.924,2232.266,2232.266,2557.173,508.787,2557.173,0.000
307,895.935,2175.500,2175.500,2444.622,505.392,2444.622,0.000
308,898.947,2068.033,2068.033,2341.213,501.996,2341.213,0.000
309,901.959,1980.333,1980.333,2251.140,498.600,2251.140,0.000
310,904.971,1911.266,1911.266,2178.090,495.204,2178.090,0.000
311,907.983,1958.566,1958.566,2125.273,491.808,2125.273,0.000
312,910.996,1962.033,1962.033,2095.483,488.413,2095.483,0.000
313,914.009,2014.900,2014.900,2091.159,485.017,2091.159,0.000
314,917.022,2023.800,2023.800,2114.412,481.621,2114.412,0.000
315,920.035,2166.766,2166.766,2166.994,478.225,2166.994,0.000
316,923.049,2142.066,2142.066,2250.194,474.829,2250.194,0.000
317,926.063,2368.700,2368.700,2364.657,471.434,2364.657,0.000
318,929.077,2472.366,2472.366,2510.152,468.038,2510.152,0.000
319,932.092,2875.100,2875.100,2685.300,464.642,2685.300,0.000
320,935.107,3055.966,3055.966,2887.323,461.246,2887.323,0.000
321,938.122,3296.200,3296.200,3111.846,457.851,3111.846,0.000
322,941.137,3415.000,3415.000,3352.815,454.455,3352.815,0.000
323,944.153,3996.733,3996.733,3602.549,451.059,3602.549,0.000
324,947.168,4001.366,4001.366,3851.971,447.663,3851.971,0.000
325,950.184,4314.467,4314.467,4091.014,444.267,4091.014,0.000
326,953.201,4440.633,4440.633,4309.181,440.872,4309.181,0.000
327,956.217,5027.000,5027.000,4496.217,437.476,4496.217,0.000
328,959.234,5008.266,5008.266,4642.837,434.080,4642.837,0.000
329,962.251,5026.533,5026.533,4741.423,430.684,4741.423,0.000
330,965.268,5131.233,5131.233,4786.623,427.289,4786.623,0.000
331,968.286,5007.500,5007.500,4775.782,423.893,4775.782,0.000
332,971.304,4915.100,4915.100,4709.146,420.497,4709.146,0.000
333,974.322,4897.600,4897.600,4589.386,416.662,4589.386,0.000
334,977.340,4601.166,4601.166,4422.628,412.827,4422.628,0.000
335,980.359,4464.033,4464.033,4216.650,408.992,4216.650,0.000
336,983.377,4114.766,4114.766,3980.672,405.157,3980.672,0.000
337,986.396,3798.600,3798.600,3724.642,401.322,3724.642,0.000
338,989.415,3424.733,3424.733,3458.507,397.487,3458.507,0.000
339,992.435,3219.933,3219.933,3191.569,393.653,3191.569,0.000
340,995.454,2968.066,2968.066,2931.967,389.818,2931.967,0.000
341,998.474,2623.900,2623.900,2686.328,385.983,2686.328,0.000
342,1001.494,2315.633,2315.633,2459.599,382.148,2459.599,0.000
343,1004.515,2223.467,2223.467,2255.063,378.313,2255.063,0.000
344,1007.535,2019.367,2019.367,2074.489,374.478,2074.489,0.000
345,1010.556,1759.167,1759.167,1918.408,370.643,1918.408,0.000
346,1013.577,1711.266,1711.266,1786.440,366.808,1786.440,0.000
347,1016.598,1581.500,1581.500,1677.646,362.973,1677.646,0.000
348,1019.620,1526.667,1526.667,1590.867,359.138,1590.867,0.000
349,1022.641,1430.267,1430.267,1525.003,355.303,1525.003,0.000
350,1025.663,1478.400,1478.400,1479.236,351.469,1479.236,0.000
351,1028.685,1328.100,1328.100,1453.168,347.634,1453.168,0.000
352,1031.708,1375.367,1375.367,1446.885,343.799,1446.885,0.000
353,1034.730,1442.967,1442.967,1460.944,339.964,1460.944,0.000
354,1037.753,1474.833,1474.833,1496.303,336.129,1496.303,0.000
355,1040.776,1575.333,1575.333,1554.193,332.294,1554.193,0.000
356,1043.799,1687.433,1687.433,1635.953,328.459,1635.953,0.000
357,1046.822,1736.467,1736.467,1742.841,324.624,1742.841,0.000
358,1049.846,1992.800,1992.800,1875.833,320.789,1875.833,0.000
359,1052.869,2056.667,2056.667,2035.417,316.954,2035.417,0.000
360,1055.893,2256.400,2256.400,2221.412,313.119,2221.412,0.000
361,1058.917,2537.500,2537.500,2432.806,309.284,2432.806,0.000
362,1061.942,2819.667,2819.667,2667.638,305.450,2667.638,0.000
363,1064.966,3107.800,3107.800,2922.931,301.615,2922.931,0.000
364,1067.991,3466.133,3466.133,3194.686,297.780,3194.686,0.000
365,1071.016,3898.133,3898.133,3477.934,293.945,3477.934,0.000
366,1074.041,4104.100,4104.100,3766.863,290.110,3766.863,0.000
367,1077.066,4392.800,4392.800,4054.988,286.275,4054.988,0.000
368,1080.091,4732.967,4732.967,4335.382,282.440,4335.382,0.000
369,1083.117,4999.600,4999.600,4600.941,278.605,4600.941,0.000
370,1086.143,5425.833,5425.833,4844.659,274.770,4844.659,0.000
371,1089.169,5578.800,5578.800,5059.916,270.935,5059.916,0.000
372,1092.195,5878.267,5878.267,5240.749,267.100,5240.749,0.000
373,1095.221,6033.000,6033.000,5382.087,263.265,5382.087,0.000
374,1098.248,6058.767,6058.767,5479.955,259.431,5479.955,0.000
375,1101.274,6130.400,6130.400,5531.626,255.596,5531.626,0.000
376,1104.301,6248.667,6248.667,5535.716,251.761,5535.716,0.000
377,1107.328,6182.533,6182.533,5492.223,247.926,5492.223,0.000
378,1110.356,5917.933,5917.933,5402.515,244.091,5402.515,0.000
379,1113.383,5741.633,5741.633,5269.259,240.256,5269.259,0.000
380,1116.410,5581.233,5581.233,5096.294,236.421,5096.294,0.000
381,1119.438,5427.167,5427.167,4888.473,232.586,4888.473,0.000
382,1122.466,4952.166,4952.166,4651.450,228.751,4651.450,0.000
383,1125.494,4751.167,4751.167,4391.451,224.916,4391.451,0.000
384,1128.522,4453.533,4453.533,4115.015,221.081,4115.015,0.000
385,1131.551,4079.833,4079.833,3828.737,217.246,3828.737,0.000
386,1134.579,3582.833,3582.833,3539.015,213.412,3539.015,0.000
387,1137.608,3479.767,3479.767,3251.813,209.577,3251.813,0.000
388,1140.637,3226.733,3226.733,2972.467,205.742,2972.467,0.000
389,1143.666,2732.533,2732.533,2705.525,201.907,2705.525,0.000
390,1146.695,2570.333,2570.333,2454.646,198.072,2454.646,0.000
391,1149.724,2171.333,2171.333,2222.547,194.237,2222.547,0.000
392,1152.753,2145.500,2145.500,2011.012,190.402,2011.012,0.000
393,1155.783,1851.433,1851.433,1820.939,186.567,1820.939,0.000
394,1158.813,1644.533,1644.533,1652.436,182.732,1652.436,0.000
395,1161.843,1465.133,1465.133,1504.940,178.897,1504.940,0.000
396,1164.873,1421.067,1421.067,1377.353,175.062,1377.353,0.000
397,1167.903,1256.333,1256.333,1268.180,171.227,1268.180,0.000
398,1170.933,1181.267,1181.267,1175.671,167.393,1175.671,0.000
399,1173.963,1065.800,1065.800,1097.933,163.558,1097.933,0.000
400,1176.994,977.067,977.067,1033.034,159.723,1033.034,0.000
401,1180.025,926.667,926.667,979.078,155.888,979.078,0.000
402,1183.055,939.300,939.300,934.265,152.053,934.265,0.000
