ch,keV,net,fit,model,continuum_raw,Na-22,Ann-511
70,192.390,8577.506,8577.506,8317.955,5397.406,1979.768,6338.187
71,195.280,8371.474,8371.474,8438.535,5500.137,2004.987,6433.548
72,198.170,8537.441,8537.441,8557.822,5602.867,2036.524,6521.298
73,201.062,8039.944,8039.944,8480.395,5516.665,2016.419,6463.976
74,203.954,8215.877,8215.877,8389.654,5430.463,1999.240,6390.415
75,206.846,8025.013,8025.013,8284.562,5344.260,1984.701,6299.860
76,209.740,7738.179,7738.179,8169.789,5258.058,1973.525,6196.264
77,212.634,8025.682,8025.682,8053.524,5171.856,1966.184,6087.339
78,215.529,7668.882,7668.882,7943.264,5085.653,1961.720,5981.543
79,218.425,7567.049,7567.049,7842.267,4999.451,1957.559,5884.708
80,221.321,7540.082,7540.082,7748.663,4913.249,1950.501,5798.162
81,224.218,7521.217,7521.217,7657.429,4827.047,1938.249,5719.180
82,227.116,7517.151,7517.151,7563.760,4740.844,1920.535,5643.225
83,230.014,7146.550,7146.550,7465.695,4654.642,1899.199,5566.495
84,232.913,7414.716,7414.716,7364.593,4568.440,1877.189,5487.404
85,235.813,7246.250,7246.250,7263.606,4482.237,1857.040,5406.567
86,238.714,7259.752,7259.752,7165.579,4396.035,1839.626,5325.953
87,241.615,7228.719,7228.719,7071.899,4309.833,1823.776,5248.123
88,244.517,7001.589,7001.589,6982.783,4223.630,1806.866,5175.917
89,247.420,7150.523,7150.523,6898.250,4137.428,1786.053,5112.197
90,250.323,6920.361,6920.361,6818.685,4051.226,1759.523,5059.162
91,253.227,6748.227,6748.227,6744.469,3965.023,1727.167,5017.302
92,256.132,6803.963,6803.963,6675.101,3878.821,1690.457,4984.644
93,259.038,6568.564,6568.564,6608.676,3792.619,1651.702,4956.974
94,261.944,6578.797,6578.797,6542.249,3706.416,1613.168,4929.081
95,264.851,6456.133,6456.133,6472.957,3620.214,1576.491,4896.465
96,267.758,6439.833,6439.833,6399.259,3534.012,1542.554,4856.706
97,270.667,6335.800,6335.800,6321.632,3447.810,1511.674,4809.958
98,273.575,6454.534,6454.534,6242.349,3361.607,1483.817,4758.532
99,276.485,6134.700,6134.700,6186.005,3296.910,1465.346,4720.659
100,279.395,6350.401,6350.401,6133.714,3232.213,1448.887,4684.827
101,282.306,6326.434,6326.434,6086.627,3167.516,1433.363,4653.264
102,285.218,6210.734,6210.734,6044.107,3102.819,1417.519,4626.589
103,288.130,5979.269,5979.269,6004.148,3038.121,1400.304,4603.845
104,291.043,6202.435,6202.435,5964.239,2973.424,1381.256,4582.983
105,293.957,6077.969,6077.969,5922.269,2908.727,1360.673,4561.596
106,296.871,5821.570,5821.570,5877.102,2844.030,1339.463,4537.639
107,299.786,5994.203,5994.203,5828.624,2779.333,1318.735,4509.889
108,302.702,5820.672,5820.672,5777.276,2714.635,1299.332,4477.944
109,305.618,5713.307,5713.307,5723.241,2649.938,1281.528,4441.714
110,308.535,5708.874,5708.874,5665.607,2585.241,1265.007,4400.600
111,311.453,5577.209,5577.209,5601.821,2520.544,1249.113,4352.708
112,314.371,5540.909,5540.909,5527.676,2455.847,1233.197,4294.479
113,317.290,5287.677,5287.677,5437.900,2391.150,1216.892,4221.008
114,320.210,5194.543,5194.543,5327.208,2326.452,1200.201,4127.007
115,323.130,4907.510,4907.510,5191.555,2261.755,1183.398,4008.158
116,326.051,4714.510,4714.510,5029.263,2197.058,1166.829,3862.435
117,328.973,4577.710,4577.710,4841.715,2132.361,1150.736,3690.979
118,331.895,4227.944,4227.944,4633.436,2067.664,1135.167,3498.269
119,334.818,3966.008,3966.008,4411.508,2002.967,1119.982,3291.527
120,337.741,3845.375,3845.375,4184.449,1938.269,1104.924,3079.524
121,340.666,3672.608,3672.608,3960.826,1873.572,1089.708,2871.118
122,343.590,3461.142,3461.142,3747.943,1808.875,1074.066,2673.876
123,346.516,3276.374,3276.374,3550.872,1744.178,1057.756,2493.116
124,349.442,3243.575,3243.575,3372.044,1679.481,1040.525,2331.519
125,352.369,2980.275,2980.275,3211.374,1614.783,1022.068,2189.306
126,355.296,3024.409,3024.409,3066.828,1550.086,1002.014,2064.815
127,358.224,2877.644,2877.644,2935.205,1485.389,979.962,1955.243
128,361.153,2788.378,2788.378,2812.938,1420.692,955.574,1857.363
129,364.082,2734.980,2734.980,2696.767,1355.995,928.692,1768.075
130,367.012,2706.348,2706.348,2584.211,1291.298,899.441,1684.770
131,369.942,2635.415,2635.415,2529.546,1282.323,886.501,1643.045
132,372.873,2556.950,2556.950,2476.700,1273.349,872.438,1604.262
133,375.805,2577.850,2577.850,2426.311,1264.375,858.265,1568.045
134,378.738,2513.418,2513.418,2379.725,1255.400,845.067,1534.659
135,381.671,2453.852,2453.852,2338.606,1246.426,833.820,1504.785
136,384.604,2370.652,2370.652,2304.454,1237.452,825.241,1479.213
137,387.538,2264.186,2264.186,2278.156,1228.477,819.670,1458.486
138,390.473,2360.986,2360.986,2259.647,1219.503,817.035,1442.611
139,393.409,2317.986,2317.986,2247.789,1210.529,816.892,1430.897
140,396.345,2226.453,2226.453,2240.511,1201.555,818.516,1421.995
141,399.281,2220.153,2220.153,2235.186,1192.580,821.051,1414.135
142,402.219,2263.286,2263.286,2229.136,1183.606,823.662,1405.474
143,405.156,2223.587,2223.587,2220.137,1174.632,825.659,1394.478
144,408.095,2152.888,2152.888,2206.783,1165.657,826.577,1380.206
145,411.034,2204.954,2204.954,2188.638,1156.683,826.194,1362.444
146,413.974,2164.221,2164.221,2166.151,1147.709,824.485,1341.666
147,416.914,2077.154,2077.154,2140.418,1138.734,821.561,1318.857
148,419.855,2136.655,2136.655,2112.868,1129.760,817.595,1295.273
149,422.796,2018.922,2018.922,2084.972,1120.786,812.787,1272.186
150,425.738,2020.521,2020.521,2058.038,1111.812,807.353,1250.685
151,428.681,2023.222,2023.222,2033.106,1102.837,801.546,1231.560
152,431.624,2071.255,2071.255,2010.930,1093.863,795.664,1215.266
153,434.568,2027.389,2027.389,1992.012,1084.889,790.044,1201.967
154,437.512,1980.055,1980.055,1976.667,1075.914,785.015,1191.652
155,440.457,1944.555,1944.555,1965.120,1066.940,780.827,1184.293
156,443.402,1956.823,1956.823,1957.646,1057.966,777.584,1180.062
157,446.349,1999.156,1999.156,1954.819,1048.991,775.200,1179.619
158,449.295,1963.255,1963.255,1957.926,1040.017,773.409,1184.517
159,452.243,2159.789,2159.789,1969.654,1031.043,771.816,1197.838
160,455.190,2138.223,2138.223,1995.163,1022.069,769.998,1225.165
161,458.139,2197.523,2197.523,2043.675,1013.094,767.594,1276.081
162,461.088,2356.789,2356.789,2130.680,1004.120,764.392,1366.288
163,464.037,2587.057,2587.057,2280.727,995.146,760.365,1520.362
164,466.987,2902.223,2902.223,2530.496,986.171,755.663,1774.832
165,469.938,3346.923,3346.923,2931.461,977.197,750.574,2180.887
166,472.889,4185.790,4185.790,3550.971,968.223,745.463,2805.508
167,475.841,5345.556,5345.556,4470.164,959.248,740.716,3729.448
168,478.793,6921.390,6921.390,5777.109,950.274,736.696,5040.413
169,481.746,8824.356,8824.356,7554.090,941.300,733.725,6820.365
170,484.700,11346.756,11346.756,9849.682,922.774,728.959,9120.723
171,487.654,13584.423,13584.423,12685.513,904.248,725.726,11959.788
172,490.608,16152.590,16152.590,16006.467,885.723,724.264,15282.203
173,493.563,20065.056,20065.056,19675.702,867.197,724.838,18950.865
174,496.519,23403.656,23403.656,23472.793,848.671,727.748,22745.045
175,499.475,26188.422,26188.422,27108.853,830.146,733.340,26375.513
176,502.432,29026.923,29026.923,30259.239,811.620,741.983,29517.256
177,505.389,30485.622,30485.622,32609.611,793.094,754.037,31855.574
178,508.347,32902.689,32902.689,33906.633,774.569,769.784,33136.849
179,511.305,33455.756,33455.756,34002.109,756.043,789.349,33212.759
180,514.264,32492.790,32492.790,32879.952,737.517,812.591,32067.361
181,517.224,30583.290,30583.290,30659.239,718.992,838.985,29820.254
182,520.183,27800.057,27800.057,27572.561,700.466,867.526,26705.036
183,523.144,24510.490,24510.490,23925.152,681.940,896.694,23028.458
184,526.105,21184.258,21184.258,20044.720,663.414,924.554,19120.166
185,529.067,17309.624,17309.624,16233.347,644.889,949.005,15284.342
186,532.029,13785.025,13785.025,12730.982,626.363,968.170,11762.812
187,534.991,10395.892,10395.892,9695.906,607.837,980.778,8715.127
188,537.954,7644.758,7644.758,7202.669,589.312,986.396,6216.273
189,540.918,5440.159,5440.159,5253.961,570.786,985.409,4268.552
190,543.882,3623.559,3623.559,3800.608,552.260,978.797,2821.811
191,546.847,2598.625,2598.625,2763.683,533.735,967.813,1795.870
192,549.812,1907.559,1907.559,2054.039,515.209,953.708,1100.332
193,552.778,1282.992,1282.992,1586.593,496.683,937.549,649.044
194,555.744,962.025,962.025,1288.725,478.157,920.150,368.575
195,558.710,803.859,803.859,1103.570,459.632,902.070,201.500
196,561.678,761.059,761.059,989.710,441.106,883.658,106.052
197,564.645,656.392,656.392,918.853,422.580,865.118,53.735
198,567.614,679.425,679.425,872.776,404.055,846.565,26.211
199,570.582,620.324,620.324,840.379,385.529,828.071,12.308
200,573.551,605.724,605.724,815.263,367.003,809.699,5.564
201,576.521,589.524,589.524,793.936,348.478,791.514,2.421
202,579.491,645.524,645.524,774.597,329.952,773.583,1.014
203,582.462,602.723,602.723,756.368,311.426,755.959,0.409
204,585.433,603.790,603.790,738.830,292.901,738.671,0.159
205,588.405,644.523,644.523,721.766,274.375,721.706,0.059
206,591.377,598.023,598.023,705.027,255.849,705.006,0.021
207,594.350,628.156,628.156,688.477,237.323,688.470,0.007
208,597.323,579.689,579.689,671.971,218.798,671.969,0.002
209,600.297,618.389,618.389,655.366,200.272,655.365,0.001
210,603.271,574.755,574.755,638.534,181.746,638.534,0.000
211,606.245,613.589,613.589,621.386,163.221,621.386,0.000
212,609.220,623.289,623.289,603.877,144.695,603.877,0.000
213,612.196,619.589,619.589,586.017,126.169,586.017,0.000
214,615.172,607.756,607.756,567.861,107.644,567.861,0.000
215,618.148,603.990,603.990,549.501,89.118,549.501,0.000
216,621.125,600.124,600.124,549.727,89.280,549.727,0.000
217,624.103,572.824,572.824,549.950,89.442,549.950,0.000
218,627.081,629.992,629.992,550.245,89.603,550.245,0.000
219,630.059,622.726,622.726,550.650,89.765,550.650,0.000
220,633.038,605.993,605.993,551.165,89.927,551.165,0.000
221,636.017,588.926,588.926,551.757,90.089,551.757,0.000
222,638.997,614.360,614.360,552.368,90.251,552.368,0.000
223,641.977,596.127,596.127,552.931,90.413,552.931,0.000
224,644.958,626.227,626.227,553.382,90.575,553.382,0.000
225,647.939,517.828,517.828,553.671,90.737,553.671,0.000
226,650.920,590.061,590.061,553.774,90.898,553.774,0.000
227,653.902,610.961,610.961,553.688,91.060,553.688,0.000
228,656.885,612.061,612.061,553.439,91.222,553.439,0.000
229,659.868,538.928,538.928,553.075,91.384,553.075,0.000
230,662.851,585.061,585.061,552.668,91.546,552.668,0.000
231,665.835,600.528,600.528,552.309,91.708,552.309,0.000
232,668.819,573.895,573.895,552.105,91.870,552.105,0.000
233,671.804,598.862,598.862,552.178,92.031,552.178,0.000
234,674.789,572.828,572.828,552.653,92.193,552.653,0.000
235,677.775,586.195,586.195,553.659,92.355,553.659,0.000
236,680.761,607.395,607.395,555.305,92.517,555.305,0.000
237,683.747,565.195,565.195,557.676,92.679,557.676,0.000
238,686.734,622.095,622.095,560.816,92.841,560.816,0.000
239,689.721,624.061,624.061,564.715,93.003,564.715,0.000
240,692.709,593.295,593.295,569.308,93.165,569.308,0.000
241,695.697,647.862,647.862,574.469,93.326,574.469,0.000
242,698.685,604.062,604.062,580.028,93.488,580.028,0.000
243,701.674,651.995,651.995,585.779,93.650,585.779,0.000
244,704.664,595.128,595.128,591.508,93.812,591.508,0.000
245,707.654,635.628,635.628,597.011,93.974,597.011,0.000
246,710.644,626.495,626.495,602.118,94.136,602.118,0.000
247,713.634,602.628,602.628,606.709,94.298,606.709,0.000
248,716.626,564.895,564.895,610.721,94.459,610.721,0.000
249,719.617,604.162,604.162,614.147,94.621,614.147,0.000
250,722.609,606.028,606.028,617.030,94.783,617.030,0.000
251,725.601,564.695,564.695,619.452,94.945,619.452,0.000
252,728.594,569.128,569.128,621.508,95.107,621.508,0.000
253,731.587,589.628,589.628,623.298,95.269,623.298,0.000
254,734.580,634.662,634.662,624.911,95.431,624.911,0.000
255,737.574,615.395,615.395,626.411,95.592,626.411,0.000
256,740.569,607.562,607.562,627.837,95.754,627.837,0.000
257,743.563,563.628,563.628,629.198,95.916,629.198,0.000
258,746.558,600.695,600.695,630.483,96.078,630.483,0.000
259,749.554,628.895,628.895,631.662,96.240,631.662,0.000
260,752.550,614.195,614.195,632.698,96.402,632.698,0.000
261,755.546,633.828,633.828,633.550,96.564,633.550,0.000
262,758.543,648.862,648.862,634.185,96.726,634.185,0.000
263,761.540,615.695,615.695,634.582,96.887,634.582,0.000
264,764.537,601.695,601.695,634.734,97.049,634.734,0.000
265,767.535,589.495,589.495,634.658,97.211,634.658,0.000
266,770.533,594.262,594.262,634.388,97.373,634.388,0.000
267,773.532,602.528,602.528,633.982,97.535,633.982,0.000
268,776.530,636.262,636.262,633.518,97.697,633.518,0.000
269,779.530,615.095,615.095,633.088,97.859,633.088,0.000
270,782.529,623.695,623.695,631.081,96.305,631.081,0.000
271,785.529,656.829,656.829,629.319,94.752,629.319,0.000
272,788.530,649.929,649.929,627.908,93.199,627.908,0.000
273,791.531,621.195,621.195,626.938,91.645,626.938,0.000
274,794.532,634.696,634.696,626.484,90.092,626.484,0.000
275,797.533,618.596,618.596,626.591,88.539,626.591,0.000
276,800.535,617.762,617.762,627.277,86.985,627.277,0.000
277,803.537,644.296,644.296,628.526,85.432,628.526,0.000
278,806.540,634.195,634.195,630.286,83.879,630.286,0.000
279,809.543,639.762,639.762,632.475,82.325,632.475,0.000
280,812.546,624.662,624.662,634.983,80.772,634.983,0.000
281,815.550,607.096,607.096,637.676,79.219,637.676,0.000
282,818.554,625.929,625.929,640.403,77.666,640.403,0.000
283,821.558,569.896,569.896,643.007,76.112,643.007,0.000
284,824.563,600.263,600.263,645.336,74.559,645.336,0.000
285,827.568,660.429,660.429,647.249,73.006,647.249,0.000
286,830.573,639.129,639.129,648.635,71.452,648.635,0.000
287,833.579,632.296,632.296,649.418,69.899,649.418,0.000
288,836.585,653.029,653.029,649.567,68.346,649.567,0.000
289,839.592,652.363,652.363,649.102,66.792,649.102,0.000
290,842.598,682.529,682.529,648.092,65.239,648.092,0.000
291,845.605,660.863,660.863,646.655,63.686,646.655,0.000
292,848.613,642.063,642.063,644.944,62.132,644.944,0.000
293,851.620,623.729,623.729,643.135,60.579,643.135,0.000
294,854.629,659.763,659.763,641.411,59.026,641.411,0.000
295,857.637,655.363,655.363,639.948,57.473,639.948,0.000
296,860.646,656.696,656.696,638.894,55.919,638.894,0.000
297,863.655,610.329,610.329,638.361,54.366,638.361,0.000
298,866.664,642.463,642.463,638.415,52.813,638.415,0.000
299,869.674,637.296,637.296,639.073,51.259,639.073,0.000
300,872.684,657.696,657.696,640.304,49.706,640.304,0.000
301,875.694,627.763,627.763,642.039,48.153,642.039,0.000
302,878.705,638.096,638.096,644.176,46.599,644.176,0.000
303,881.716,678.430,678.430,646.598,45.046,646.598,0.000
304,884.727,666.729,666.729,649.177,43.493,649.177,0.000
305,887.738,680.063,680.063,651.791,41.939,651.791,0.000
306,890.750,679.529,679.529,654.330,40.386,654.330,0.000
307,893.762,707.196,707.196,656.704,38.833,656.704,0.000
308,896.775,647.596,647.596,658.844,37.279,658.844,0.000
309,899.788,657.363,657.363,660.706,35.726,660.706,0.000
310,902.801,696.396,696.396,662.265,34.173,662.265,0.000
311,905.814,666.729,666.729,663.517,32.620,663.517,0.000
312,908.828,680.196,680.196,664.472,31.066,664.472,0.000
313,911.842,624.562,624.562,665.155,29.513,665.155,0.000
314,914.856,691.029,691.029,665.596,27.960,665.596,0.000
315,917.871,697.796,697.796,665.832,26.406,665.832,0.000
316,920.886,653.462,653.462,665.907,24.853,665.907,0.000
317,923.901,752.729,752.729,665.864,23.300,665.864,0.000
318,926.916,732.963,732.963,665.751,21.746,665.751,0.000
319,929.932,696.196,696.196,665.616,20.193,665.616,0.000
320,932.948,724.196,724.196,665.508,18.640,665.508,0.000
321,935.964,712.229,712.229,665.475,17.086,665.475,0.000
322,938.981,746.496,746.496,665.562,15.533,665.562,0.000
323,941.997,698.063,698.063,665.814,13.980,665.814,0.000
324,945.014,681.463,681.463,666.269,12.426,666.269,0.000
325,948.032,769.830,769.830,666.957,10.873,666.957,0.000
326,951.049,703.029,703.029,667.902,9.320,667.902,0.000
327,954.067,718.630,718.630,669.119,7.767,669.119,0.000
328,957.086,742.563,742.563,670.615,6.213,670.615,0.000
329,960.104,724.797,724.797,672.385,4.660,672.385,0.000
330,963.123,745.430,745.430,674.421,3.107,674.421,0.000
331,966.142,801.196,801.196,676.704,1.553,676.704,0.000
332,969.161,709.230,709.230,679.215,0.000,679.215,0.000
333,972.180,758.196,758.196,683.479,0.000,683.479,0.000
334,975.200,795.963,795.963,687.914,0.000,687.914,0.000
335,978.220,792.596,792.596,692.490,0.000,692.490,0.000
336,981.240,793.097,793.097,697.170,0.000,697.170,0.000
337,984.261,779.363,779.363,701.914,0.000,701.914,0.000
338,987.282,732.297,732.297,706.673,0.000,706.673,0.000
339,990.303,806.697,806.697,711.387,0.000,711.387,0.000
340,993.324,772.930,772.930,715.979,0.000,715.979,0.000
341,996.345,757.763,757.763,720.354,0.000,720.354,0.000
342,999.367,735.163,735.163,724.390,0.000,724.390,0.000
343,1002.389,770.130,770.130,727.940,0.000,727.940,0.000
344,1005.411,725.797,725.797,730.825,0.000,730.825,0.000
345,1008.434,702.030,702.030,732.840,0.000,732.840,0.000
346,1011.456,693.830,693.830,733.754,0.000,733.754,0.000
347,1014.479,700.964,700.964,733.318,0.000,733.318,0.000
348,1017.502,687.530,687.530,731.277,0.000,731.277,0.000
349,1020.526,656.130,656.130,727.377,0.000,727.377,0.000
350,1023.549,619.297,619.297,721.384,0.000,721.384,0.000
351,1026.573,667.897,667.897,713.100,0.000,713.100,0.000
352,1029.597,630.931,630.931,702.375,0.000,702.375,0.000
353,1032.621,579.831,579.831,689.121,0.000,689.121,0.000
354,1035.646,558.697,558.697,673.325,0.000,673.325,0.000
355,1038.671,537.630,537.630,655.055,0.000,655.055,0.000
356,1041.696,535.364,535.364,634.462,0.000,634.462,0.000
357,1044.721,497.564,497.564,611.774,0.000,611.774,0.000
358,1047.746,453.464,453.464,587.294,0.000,587.294,0.000
359,1050.772,411.230,411.230,561.384,0.000,561.384,0.000
360,1053.797,421.697,421.697,534.447,0.000,534.447,0.000
361,1056.823,368.364,368.364,506.914,0.000,506.914,0.000
362,1059.850,350.430,350.430,479.216,0.000,479.216,0.000
363,1062.876,333.430,333.430,451.774,0.000,451.774,0.000
364,1065.902,307.697,307.697,424.973,0.000,424.973,0.000
365,1068.929,298.430,298.430,399.148,0.000,399.148,0.000
366,1071.956,276.564,276.564,374.576,0.000,374.576,0.000
367,1074.983,245.630,245.630,351.465,0.000,351.465,0.000
368,1078.011,255.264,255.264,329.952,0.000,329.952,0.000
369,1081.038,250.063,250.063,310.102,0.000,310.102,0.000
370,1084.066,235.330,235.330,291.918,0.000,291.918,0.000
371,1087.094,239.564,239.564,275.344,0.000,275.344,0.000
372,1090.122,214.464,214.464,260.277,0.000,260.277,0.000
373,1093.151,194.463,194.463,246.581,0.000,246.581,0.000
374,1096.179,177.797,177.797,234.096,0.000,234.096,0.000
375,1099.208,185.463,185.463,222.652,0.000,222.652,0.000
376,1102.237,165.963,165.963,212.077,0.000,212.077,0.000
377,1105.266,165.530,165.530,202.210,0.000,202.210,0.000
378,1108.295,172.196,172.196,192.904,0.000,192.904,0.000
379,1111.324,154.996,154.996,184.033,0.000,184.033,0.000
380,1114.354,161.563,161.563,175.493,0.000,175.493,0.000
381,1117.384,126.763,126.763,167.209,0.000,167.209,0.000
382,1120.414,120.997,120.997,159.124,0.000,159.124,0.000
383,1123.444,115.030,115.030,151.209,0.000,151.209,0.000
384,1126.474,127.797,127.797,143.452,0.000,143.452,0.000
385,1129.504,112.063,112.063,135.857,0.000,135.857,0.000
386,1132.535,107.330,107.330,128.443,0.000,128.443,0.000
387,1135.566,108.130,108.130,121.238,0.000,121.238,0.000
388,1138.597,110.530,110.530,114.274,0.000,114.274,0.000
389,1141.628,106.230,106.230,107.590,0.000,107.590,0.000
390,1144.659,94.397,94.397,101.222,0.000,101.222,0.000
391,1147.690,93.364,93.364,95.208,0.000,95.208,0.000
392,1150.722,76.197,76.197,89.585,0.000,89.585,0.000
393,1153.753,78.264,78.264,84.390,0.000,84.390,0.000
394,1156.785,84.730,84.730,79.661,0.000,79.661,0.000
395,1159.817,104.464,104.464,75.442,0.000,75.442,0.000
396,1162.849,90.264,90.264,71.788,0.000,71.788,0.000
397,1165.881,91.964,91.964,68.773,0.000,68.773,0.000
398,1168.914,88.164,88.164,66.496,0.000,66.496,0.000
399,1171.946,74.864,74.864,65.098,0.000,65.098,0.000
400,1174.979,101.231,101.231,64.771,0.000,64.771,0.000
401,1178.012,98.631,98.631,65.777,0.000,65.777,0.000
402,1181.045,110.031,110.031,68.466,0.000,68.466,0.000
403,1184.078,118.797,118.797,73.295,0.000,73.295,0.000
404,1187.111,127.198,127.198,80.851,0.000,80.851,0.000
405,1190.144,138.764,138.764,91.960,0.091,91.960,0.000
406,1193.178,160.631,160.631,107.433,0.182,107.433,0.000
407,1196.211,182.598,182.598,128.354,0.274,128.354,0.000
408,1199.245,214.864,214.864,155.990,0.365,155.990,0.000
409,1202.279,214.198,214.198,191.790,0.456,191.790,0.000
410,1205.313,297.398,297.398,237.363,0.547,237.363,0.000
411,1208.347,379.464,379.464,294.444,0.638,294.444,0.000
412,1211.381,406.998,406.998,364.832,0.729,364.832,0.000
413,1214.415,486.198,486.198,450.318,0.821,450.318,0.000
414,1217.449,583.464,583.464,552.577,0.912,552.577,0.000
415,1220.484,672.198,672.198,673.054,1.003,673.054,0.000
416,1223.519,790.564,790.564,812.826,1.094,812.826,0.000
417,1226.553,946.131,946.131,972.453,1.185,972.453,0.000
418,1229.588,1131.264,1131.264,1151.842,1.277,1151.842,0.000
419,1232.623,1319.765,1319.765,1350.110,1.368,1350.110,0.000
420,1235.658,1486.664,1486.664,1565.477,1.459,1565.477,0.000
421,1238.693,1729.398,1729.398,1795.202,1.550,1795.202,0.000
422,1241.728,1872.431,1872.431,2035.558,1.641,2035.558,0.000
423,1244.764,2158.865,2158.865,2281.879,1.732,2281.879,0.000
424,1247.799,2461.865,2461.865,2528.663,1.824,2528.663,0.000
425,1250.834,2698.998,2698.998,2769.747,1.915,2769.747,0.000
