ch,keV,net,fit,model,continuum_raw,Pb-212,Tl-208,Bi-212,Ra-224,Th-228,Rn-220
72,198.887,6370.749,6370.749,6753.637,4498.953,2840.092,3122.425,488.263,243.406,53.690,5.676
73,201.752,6416.234,6416.234,6733.038,4352.121,2875.366,3054.960,478.023,245.517,73.589,5.500
74,204.618,6018.838,6018.838,6744.077,4205.289,2935.936,2986.303,467.724,249.497,99.208,5.328
75,207.485,6260.528,6260.528,6815.660,4058.458,3051.357,2916.263,457.616,256.770,128.407,5.168
76,210.354,6162.954,6162.954,7016.010,3911.626,3289.693,2844.996,447.859,271.176,157.186,5.024
77,213.224,6585.776,6585.776,7470.981,3764.794,3773.529,2773.110,438.465,300.596,180.313,4.894
78,216.096,6979.003,6979.003,8371.207,3617.963,4684.355,2701.755,429.323,358.198,192.728,4.775
79,218.968,8435.420,8435.420,9952.938,3471.131,6241.780,2632.670,420.301,462.222,191.232,4.661
80,221.842,10402.710,10402.710,12439.390,3324.299,8646.539,2568.129,411.356,633.035,175.713,4.549
81,224.718,14283.347,14283.347,15942.654,3177.467,11988.901,2510.654,402.607,886.725,149.257,4.442
82,227.594,18929.540,18929.540,20350.761,3030.636,16146.433,2462.523,394.332,1225.998,117.066,4.344
83,230.472,25117.321,25117.321,25249.995,2883.804,20717.549,2425.198,386.878,1631.337,84.707,4.261
84,233.351,30975.430,30975.430,29939.815,2736.972,25042.513,2398.889,380.546,2057.092,56.511,4.201
85,236.231,34838.095,34838.095,33570.965,2590.141,28337.370,2382.390,375.464,2436.771,34.745,4.164
86,239.113,37119.531,37119.531,35380.041,2443.309,29913.033,2373.188,371.495,2698.435,19.681,4.148
87,241.996,36201.276,36201.276,34934.935,2296.477,29398.545,2367.808,368.197,2785.909,10.269,4.147
88,244.880,33452.393,33452.393,32284.347,2149.646,26870.495,2362.458,364.852,2677.402,4.934,4.147
89,247.765,28660.252,28660.252,27941.594,2002.814,22827.343,2354.118,360.587,2393.167,2.184,4.137
90,250.651,22671.328,22671.328,22710.924,1855.982,18020.657,2342.068,354.614,1988.532,0.890,4.105
91,253.539,17208.193,17208.193,17551.333,1823.132,13234.839,2415.904,359.317,1536.708,0.334,4.172
92,256.428,12480.957,12480.957,13014.307,1790.282,9041.856,2501.656,362.948,1103.453,0.116,4.219
93,259.318,8604.106,8604.106,9470.351,1757.432,5757.704,2606.039,366.027,736.239,0.037,4.246
94,262.209,6400.172,6400.172,6998.350,1724.582,3433.288,2734.619,369.643,456.474,0.011,4.256
95,265.102,5157.764,5157.764,5469.602,1691.733,1938.999,2888.005,375.249,263.032,0.003,4.254
96,267.995,4520.057,4520.057,4655.798,1658.883,1067.527,3058.742,384.327,140.898,0.001,4.243
97,270.890,4411.938,4411.938,4317.154,1626.033,614.403,3230.304,397.980,70.183,0.000,4.225
98,273.786,4456.988,4456.988,4253.168,1593.183,420.900,3379.011,416.486,32.513,0.000,4.199
99,276.683,4598.809,4598.809,4320.044,1560.333,383.767,3479.088,438.956,14.009,0.000,4.166
100,279.581,4749.193,4749.193,4427.787,1527.483,445.220,3509.548,463.219,5.614,0.000,4.127
101,282.481,4652.170,4652.170,4528.672,1494.633,576.037,3460.354,486.046,2.093,0.000,4.084
102,285.381,4712.546,4712.546,4603.704,1461.783,759.561,3335.579,503.742,0.726,0.000,4.040
103,288.283,4811.233,4811.233,4649.704,1428.933,980.001,3152.410,513.003,0.234,0.000,3.998
104,291.186,4805.764,4805.764,4668.311,1396.083,1216.047,2936.379,511.798,0.070,0.000,3.961
105,294.090,4848.283,4848.283,4658.334,1363.233,1439.721,2714.664,499.947,0.020,0.000,3.928
106,296.995,4781.212,4781.212,4612.763,1330.384,1619.724,2509.895,479.185,0.005,0.000,3.901
107,299.901,4424.321,4424.321,4520.654,1297.534,1727.665,2336.357,452.699,0.001,0.000,3.878
108,302.808,4519.011,4519.011,4372.356,1264.684,1744.882,2199.267,424.295,0.000,0.000,3.858
109,305.717,4165.027,4165.027,4165.234,1231.834,1667.308,2096.516,397.517,0.000,0.000,3.841
110,308.626,3944.898,3944.898,3907.029,1198.984,1506.586,2021.611,374.956,0.000,0.000,3.823
111,311.536,3701.273,3701.273,3615.305,1166.134,1286.955,1966.564,357.928,0.000,0.000,3.805
112,314.448,3509.120,3509.120,3313.335,1133.284,1039.052,1923.957,346.488,0.000,0.000,3.786
113,317.361,3030.603,3030.603,3024.313,1100.434,792.797,1887.998,339.700,0.000,0.000,3.765
114,320.274,2811.460,2811.460,2766.201,1067.584,571.619,1854.763,336.022,0.000,0.000,3.744
115,323.189,2626.617,2626.617,2548.892,1034.734,389.452,1821.962,333.703,0.000,0.000,3.724
116,326.105,2417.752,2417.752,2374.137,1001.884,250.722,1788.539,331.121,0.000,0.000,3.704
117,329.022,2376.692,2376.692,2237.563,969.034,152.516,1754.275,327.035,0.000,0.000,3.688
118,331.940,2189.195,2189.195,2131.581,936.185,87.664,1719.456,320.739,0.000,0.000,3.673
119,334.859,2300.425,2300.425,2048.033,903.335,47.611,1684.611,312.103,0.000,0.000,3.658
120,337.779,2217.050,2217.050,1979.921,870.485,24.435,1650.290,301.507,0.000,0.000,3.642
121,340.700,2123.278,2123.278,1922.105,837.635,11.850,1616.908,289.679,0.000,0.000,3.622
122,343.622,2014.905,2014.905,1871.220,804.785,5.431,1584.651,277.501,0.000,0.000,3.592
123,346.545,1959.567,1959.567,1825.226,771.935,2.353,1553.472,265.807,0.000,0.000,3.551
124,349.469,1989.375,1989.375,1782.893,739.085,0.963,1523.150,255.243,0.000,0.000,3.494
125,352.394,1967.217,1967.217,1743.413,706.235,0.373,1493.390,246.189,0.000,0.000,3.419
126,355.320,1847.630,1847.630,1734.921,702.130,0.136,1489.011,242.372,0.000,0.000,3.360
127,358.247,1868.910,1868.910,1728.157,698.025,0.047,1484.723,240.065,0.000,0.000,3.280
128,361.174,1793.405,1793.405,1722.645,693.920,0.015,1480.397,239.010,0.000,0.000,3.180
129,364.103,1791.770,1791.770,1717.912,689.815,0.005,1475.929,238.874,0.000,0.000,3.062
130,367.033,1688.136,1688.136,1713.451,685.710,0.001,1471.168,239.312,0.000,0.000,2.927
131,369.964,1732.392,1732.392,1708.689,681.605,0.000,1465.857,240.009,0.000,0.000,2.781
132,372.896,1651.408,1651.408,1702.982,677.500,0.000,1459.604,240.709,0.000,0.000,2.628
133,375.829,1700.711,1700.711,1695.639,673.395,0.000,1451.899,241.225,0.000,0.000,2.473
134,378.762,1698.244,1698.244,1685.966,669.290,0.000,1442.161,241.443,0.000,0.000,2.321
135,381.697,1668.257,1668.257,1673.327,665.185,0.000,1429.802,241.307,0.000,0.000,2.175
136,384.632,1555.428,1555.428,1657.194,661.080,0.000,1414.299,240.813,0.000,0.000,2.040
137,387.569,1544.777,1544.777,1637.196,656.975,0.000,1395.248,239.988,0.000,0.000,1.917
138,390.506,1502.669,1502.669,1613.146,652.870,0.000,1372.409,238.887,0.000,0.000,1.807
139,393.445,1505.249,1505.249,1585.072,648.766,0.000,1345.739,237.579,0.000,0.000,1.711
140,396.384,1421.634,1421.634,1553.230,644.661,0.000,1315.415,236.145,0.000,0.000,1.627
141,399.324,1359.719,1359.719,1518.120,640.556,0.000,1281.845,234.676,0.000,0.000,1.555
142,402.265,1334.490,1334.490,1480.475,636.451,0.000,1245.663,233.275,0.000,0.000,1.493
143,405.207,1308.984,1308.984,1441.243,632.346,0.000,1207.700,232.059,0.000,0.000,1.441
144,408.150,1240.445,1240.445,1401.528,628.241,0.000,1168.927,231.162,0.000,0.000,1.397
145,411.093,1286.540,1286.540,1362.521,624.136,0.000,1130.374,230.745,0.000,0.000,1.360
146,414.038,1184.685,1184.685,1325.413,620.031,0.000,1093.043,231.000,0.000,0.000,1.328
147,416.983,1206.519,1206.519,1291.312,615.926,0.000,1057.818,232.151,0.000,0.000,1.301
148,419.929,1137.964,1137.964,1261.160,611.821,0.000,1025.392,234.447,0.000,0.000,1.279
149,422.876,1133.361,1133.361,1235.671,607.716,0.000,996.225,238.145,0.000,0.000,1.260
150,425.824,1188.351,1188.351,1215.272,603.611,0.000,970.526,243.461,0.000,0.000,1.244
151,428.773,1135.495,1135.495,1200.060,599.506,0.000,948.264,250.525,0.000,0.000,1.230
152,431.723,1099.990,1099.990,1189.773,595.401,0.000,929.202,259.312,0.000,0.000,1.218
153,434.673,1111.303,1111.303,1183.778,591.296,0.000,912.945,269.585,0.000,0.000,1.208
154,437.624,1102.003,1102.003,1181.111,587.191,0.000,899.010,280.862,0.000,0.000,1.200
155,440.577,1049.618,1049.618,1180.546,583.086,0.000,886.894,292.420,0.000,0.000,1.193
156,443.529,1119.775,1119.775,1180.736,578.981,0.000,876.163,303.347,0.000,0.000,1.187
157,446.483,1060.462,1060.462,1180.387,574.876,0.000,866.520,312.646,0.000,0.000,1.183
158,449.438,1134.269,1134.269,1178.472,570.771,0.000,857.886,319.369,0.000,0.000,1.179
159,452.393,1021.354,1021.354,1174.446,566.666,0.000,850.465,322.767,0.000,0.000,1.176
160,455.349,1058.089,1058.089,1168.428,562.561,0.000,844.805,322.411,0.000,0.000,1.173
161,458.306,1145.295,1145.295,1161.342,558.456,0.000,841.863,318.270,0.000,0.000,1.171
162,461.264,1113.632,1113.632,1154.992,554.351,0.000,843.066,310.718,0.000,0.000,1.169
163,464.222,1143.875,1143.875,1152.060,550.246,0.000,850.383,300.473,0.000,0.000,1.166
164,467.181,1162.452,1162.452,1156.042,546.141,0.000,866.362,288.478,0.000,0.000,1.164
165,470.141,1095.934,1095.934,1171.091,542.036,0.000,894.132,275.759,0.000,0.000,1.162
166,473.102,1199.994,1199.994,1201.778,537.931,0.000,937.304,263.277,0.000,0.000,1.159
167,476.064,1239.620,1239.620,1252.739,533.826,0.000,999.727,251.816,0.000,0.000,1.157
168,479.026,1401.513,1401.513,1328.178,529.721,0.000,1085.073,241.911,0.000,0.000,1.156
169,481.989,1487.259,1487.259,1427.127,521.489,0.000,1192.574,233.363,0.000,0.000,1.152
170,484.953,1725.007,1725.007,1555.105,513.256,0.000,1327.242,226.672,0.000,0.000,1.152
171,487.917,1820.210,1820.210,1711.005,505.024,0.000,1488.123,221.683,0.000,0.000,1.160
172,490.882,2173.464,2173.464,1890.622,496.791,0.000,1671.286,218.117,0.000,0.000,1.181
173,493.848,2247.296,2247.296,2086.342,488.559,0.000,1869.442,215.639,0.000,0.000,1.223
174,496.815,2360.742,2360.742,2287.285,480.326,0.000,2072.046,213.902,0.000,0.000,1.298
175,499.782,2618.079,2618.079,2480.004,472.093,0.000,2265.956,212.586,0.000,0.000,1.424
176,502.750,2980.994,2980.994,2649.742,463.861,0.000,2436.672,211.410,0.000,0.000,1.621
177,505.719,2994.536,2994.536,2782.113,455.628,0.000,2570.016,210.138,0.000,0.000,1.921
178,508.689,2872.717,2872.717,2864.969,447.396,0.000,2653.995,208.579,0.000,0.000,2.357
179,511.659,3073.199,3073.199,2890.131,439.163,0.000,2680.538,206.584,0.000,0.000,2.970
180,514.630,3035.319,3035.319,2854.658,430.931,0.000,2646.772,204.043,0.000,0.000,3.804
181,517.601,2989.466,2989.466,2761.415,422.698,0.000,2555.592,200.887,0.000,0.000,4.897
182,520.573,2820.983,2820.983,2618.848,414.466,0.000,2415.440,197.086,0.000,0.000,6.282
183,523.546,2551.864,2551.864,2440.025,406.233,0.000,2239.359,192.653,0.000,0.000,7.973
184,526.520,2291.961,2291.961,2241.178,398.000,0.000,2043.532,187.643,0.000,0.000,9.962
185,529.494,2095.541,2095.541,2040.048,389.768,0.000,1845.649,182.150,0.000,0.000,12.208
186,532.469,1898.962,1898.962,1854.361,381.535,0.000,1663.388,176.299,0.000,0.000,14.633
187,535.444,1798.529,1798.529,1700.664,373.303,0.000,1513.259,170.234,0.000,0.000,17.129
188,538.420,1589.855,1589.855,1593.635,365.070,0.000,1409.929,164.110,0.000,0.000,19.554
189,541.397,1630.072,1630.072,1545.820,356.838,0.000,1365.954,158.072,0.000,0.000,21.752
190,544.375,1607.132,1607.132,1567.628,348.605,0.000,1391.775,152.247,0.000,0.000,23.565
191,547.353,1811.169,1811.169,1667.340,340.373,0.000,1495.718,146.731,0.000,0.000,24.849
192,550.331,2107.279,2107.279,1850.914,332.140,0.000,1683.787,141.586,0.000,0.000,25.499
193,553.311,2330.001,2330.001,2121.424,323.907,0.000,1959.088,136.837,0.000,0.000,25.457
194,556.291,2682.771,2682.771,2478.124,315.675,0.000,2320.882,132.479,0.000,0.000,24.722
195,559.271,3128.277,3128.277,2915.271,307.442,0.000,2763.402,128.479,0.000,0.000,23.351
196,562.252,3713.579,3713.579,3420.981,299.210,0.000,3274.701,124.791,0.000,0.000,21.449
197,565.234,4232.807,4232.807,3976.469,290.977,0.000,3835.908,121.362,0.000,0.000,19.159
198,568.216,4694.831,4694.831,4556.046,282.745,0.000,4421.226,118.139,0.000,0.000,16.641
199,571.199,5325.529,5325.529,5128.114,274.512,0.000,4998.944,115.076,0.000,0.000,14.054
200,574.183,5816.565,5816.565,5657.266,266.280,0.000,5533.550,112.136,0.000,0.000,11.541
201,577.167,6103.938,6103.938,6107.360,258.047,0.000,5988.813,109.293,0.000,0.000,9.215
202,580.151,6491.888,6491.888,6445.177,249.814,0.000,6331.456,106.530,0.000,0.000,7.153
203,583.137,6609.539,6609.539,6644.161,241.582,0.000,6534.888,103.836,0.000,0.000,5.399
204,586.122,6446.249,6446.249,6687.596,233.349,0.000,6582.391,101.206,0.000,0.000,3.962
205,589.109,6382.249,6382.249,6570.692,225.117,0.000,6469.194,98.635,0.000,0.000,2.827
206,592.096,5974.947,5974.947,6301.175,216.884,0.000,6203.062,96.118,0.000,0.000,1.961
207,595.083,5404.994,5404.994,5898.296,208.652,0.000,5803.292,93.648,0.000,0.000,1.322
208,598.071,4851.958,4851.958,5390.393,200.419,0.000,5298.274,91.220,0.000,0.000,0.867
209,601.060,4390.185,4390.185,4811.467,192.187,0.000,4722.055,88.827,0.000,0.000,0.552
210,604.049,3746.982,3746.982,4197.312,183.954,0.000,4110.472,86.468,0.000,0.000,0.342
211,607.038,2955.029,2955.029,3581.830,175.721,0.000,3497.455,84.141,0.000,0.000,0.206
212,610.028,2527.752,2527.752,2994.030,167.489,0.000,2912.033,81.849,0.000,0.000,0.121
213,613.019,2082.584,2082.584,2456.050,159.256,0.000,2376.356,79.599,0.000,0.000,0.069
214,616.010,1440.042,1440.042,1982.318,151.024,0.000,1904.860,77.396,0.000,0.000,0.038
215,619.002,1212.080,1212.080,1579.775,142.791,0.000,1504.486,75.246,0.000,0.000,0.020
216,621.994,1029.685,1029.685,1248.892,134.559,0.000,1175.709,73.152,0.000,0.000,0.011
217,624.987,698.059,698.059,985.193,126.326,0.000,914.056,71.112,0.000,0.000,0.005
218,627.980,594.710,594.710,780.941,118.094,0.000,711.797,69.124,0.000,0.000,0.003
219,630.974,556.834,556.834,626.728,109.861,0.000,559.529,67.181,0.000,0.000,0.001
220,633.968,440.737,440.737,519.667,108.510,0.000,453.145,66.506,0.000,0.000,0.001
221,636.963,348.292,348.292,443.702,107.159,0.000,377.819,65.868,0.000,0.000,0.000
222,639.958,337.739,337.739,390.831,105.808,0.000,325.551,65.267,0.000,0.000,0.000
223,642.954,324.246,324.246,354.490,104.457,0.000,289.764,64.713,0.000,0.000,0.000
224,645.950,332.838,332.838,329.580,103.105,0.000,265.336,64.233,0.000,0.000,0.000
225,648.946,306.115,306.115,312.344,101.754,0.000,248.459,63.874,0.000,0.000,0.000
226,651.943,292.610,292.610,300.161,100.403,0.000,236.436,63.714,0.000,0.000,0.000
227,654.941,333.791,333.791,291.322,99.052,0.000,227.443,63.869,0.000,0.000,0.000
228,657.939,334.912,334.912,284.824,97.701,0.000,220.309,64.505,0.000,0.000,0.000
229,660.937,305.803,305.803,280.190,96.350,0.000,214.324,65.856,0.000,0.000,0.000
230,663.936,304.129,304.129,277.336,94.999,0.000,209.090,68.237,0.000,0.000,0.000
231,666.935,304.514,304.514,276.474,93.648,0.000,204.404,72.061,0.000,0.000,0.000
232,669.935,313.479,313.479,278.048,92.296,0.000,200.180,77.859,0.000,0.000,0.000
233,672.935,295.611,295.611,282.682,90.945,0.000,196.386,86.287,0.000,0.000,0.000
234,675.936,317.189,317.189,291.153,89.594,0.000,193.017,98.128,0.000,0.000,0.000
235,678.937,354.624,354.624,304.351,88.243,0.000,190.063,114.281,0.000,0.000,0.000
236,681.938,344.322,344.322,323.237,86.892,0.000,187.506,135.723,0.000,0.000,0.000
237,684.940,473.804,473.804,348.778,85.541,0.000,185.314,163.457,0.000,0.000,0.000
238,687.943,445.527,445.527,381.872,84.190,0.000,183.441,198.423,0.000,0.000,0.000
239,690.945,458.383,458.383,423.235,82.839,0.000,181.837,241.391,0.000,0.000,0.000
240,693.948,523.201,523.201,473.285,81.488,0.000,180.449,292.828,0.000,0.000,0.000
241,696.952,577.540,577.540,532.008,80.136,0.000,179.233,352.768,0.000,0.000,0.000
242,699.956,643.346,643.346,598.842,78.785,0.000,178.157,420.678,0.000,0.000,0.000
243,702.960,740.081,740.081,672.580,77.434,0.000,177.210,495.363,0.000,0.000,0.000
244,705.965,774.383,774.383,751.328,76.083,0.000,176.403,574.919,0.000,0.000,0.000
245,708.970,880.757,880.757,832.527,74.732,0.000,175.769,656.751,0.000,0.000,0.000
246,711.975,893.925,893.925,913.048,73.381,0.000,175.368,737.673,0.000,0.000,0.000
247,714.981,1000.420,1000.420,989.379,72.030,0.000,175.276,814.096,0.000,0.000,0.000
248,717.987,1031.143,1031.143,1057.864,70.679,0.000,175.584,882.274,0.000,0.000,0.000
249,720.994,1086.431,1086.431,1115.009,69.328,0.000,176.388,938.615,0.000,0.000,0.000
250,724.000,1119.346,1119.346,1157.782,67.976,0.000,177.781,979.995,0.000,0.000,0.000
251,727.008,1244.190,1244.190,1183.909,66.625,0.000,179.842,1004.061,0.000,0.000,0.000
252,730.015,1207.901,1207.901,1192.094,65.274,0.000,182.624,1009.463,0.000,0.000,0.000
253,733.023,1164.648,1164.648,1182.153,63.923,0.000,186.144,996.002,0.000,0.000,0.000
254,736.032,1191.576,1191.576,1155.035,62.572,0.000,190.371,964.656,0.000,0.000,0.000
255,739.040,1064.455,1064.455,1112.726,61.221,0.000,195.224,917.493,0.000,0.000,0.000
256,742.049,1041.938,1041.938,1058.050,59.870,0.000,200.564,857.476,0.000,0.000,0.000
257,745.059,1010.625,1010.625,994.389,58.519,0.000,206.199,788.178,0.000,0.000,0.000
258,748.068,862.564,862.564,925.366,57.168,0.000,211.889,713.462,0.000,0.000,0.000
259,751.078,805.973,805.973,854.524,55.816,0.000,217.361,637.145,0.000,0.000,0.000
260,754.088,733.552,733.552,785.047,54.465,0.000,222.329,562.695,0.000,0.000,0.000
261,757.099,743.757,743.757,719.535,53.114,0.000,226.509,492.998,0.000,0.000,0.000
262,760.110,695.118,695.118,659.877,51.763,0.000,229.646,430.194,0.000,0.000,0.000
263,763.121,600.480,600.480,607.196,50.412,0.000,231.536,375.614,0.000,0.000,0.000
264,766.133,564.456,564.456,561.893,49.061,0.000,232.042,329.795,0.000,0.000,0.000
265,769.145,523.962,523.962,523.741,47.710,0.000,231.107,292.564,0.000,0.000,0.000
266,772.157,425.937,425.937,492.030,46.359,0.000,228.762,263.184,0.000,0.000,0.000
267,775.169,487.553,487.553,465.738,45.008,0.000,225.125,240.512,0.000,0.000,0.000
268,778.182,453.204,453.204,443.693,43.656,0.000,220.393,223.181,0.000,0.000,0.000
269,781.195,412.685,412.685,424.727,42.305,0.000,214.833,209.756,0.000,0.000,0.000
270,784.208,401.131,401.131,407.802,40.954,0.000,208.769,198.876,0.000,0.000,0.000
271,787.222,426.637,426.637,392.094,39.603,0.000,202.564,189.354,0.000,0.000,0.000
272,790.236,364.023,364.023,377.051,38.252,0.000,196.611,180.246,0.000,0.000,0.000
273,793.250,357.131,357.131,362.416,36.901,0.000,191.322,170.884,0.000,0.000,0.000
274,796.264,399.035,399.035,348.216,35.550,0.000,187.122,160.872,0.000,0.000,0.000
275,799.279,334.409,334.409,334.736,34.199,0.000,184.442,150.061,0.000,0.000,0.000
276,802.294,356.397,356.397,322.467,32.848,0.000,183.721,138.508,0.000,0.000,0.000
277,805.309,356.301,356.301,312.054,31.496,0.000,185.396,126.418,0.000,0.000,0.000
