ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-Pb,pile-up
926,350.342,98407.294,98407.294,109389.075,109435.877,108938.307,0.000,0.000,497.570
927,350.732,98455.616,98455.616,109413.883,109460.686,108963.003,0.000,0.000,497.683
928,351.122,98159.972,98159.972,109438.691,109485.496,108987.700,0.000,0.000,497.796
929,351.512,97989.959,97989.959,109463.499,109510.305,109012.396,0.000,0.000,497.909
930,351.903,98273.081,98273.081,109493.539,109535.114,109037.093,0.000,0.000,498.022
931,352.293,97419.243,97419.243,109534.025,109559.923,109061.789,0.000,0.000,498.134
932,352.683,97985.700,97985.700,109558.834,109584.733,109086.485,0.000,0.000,498.247
933,353.073,97856.836,97856.836,109583.643,109609.542,109111.182,0.000,0.000,498.360
934,353.463,98069.146,98069.146,109608.451,109634.351,109135.878,0.000,0.000,498.473
935,353.854,98222.319,98222.319,109633.260,109659.161,109160.575,0.000,0.000,498.586
936,354.244,97950.332,97950.332,109658.069,109683.970,109185.271,0.000,0.000,498.698
937,354.634,98133.217,98133.217,109682.877,109708.779,109209.968,0.000,0.000,498.811
938,355.024,98076.539,98076.539,109707.686,109733.588,109234.664,0.000,0.000,498.924
939,355.415,98177.506,98177.506,109732.494,109758.398,109259.361,0.000,0.000,499.037
940,355.805,98398.688,98398.688,109757.303,109783.207,109284.057,0.000,0.000,499.150
941,356.195,97165.455,97165.455,109782.991,109808.016,109308.754,0.000,0.000,499.262
942,356.586,98128.862,98128.862,109807.800,109832.826,109333.450,0.000,0.000,499.375
943,356.976,97442.662,97442.662,109832.608,109857.635,109358.147,0.000,0.000,499.488
944,357.366,98383.345,98383.345,109857.417,109882.444,109382.843,0.000,0.000,499.601
945,357.757,97794.468,97794.468,109882.226,109907.253,109407.540,0.000,0.000,499.714
946,358.147,98048.248,98048.248,109907.034,109932.063,109432.236,0.000,0.000,499.826
947,358.537,98072.713,98072.713,109931.843,109956.872,109456.933,0.000,0.000,499.939
948,358.928,98352.997,98352.997,109956.651,109981.681,109481.629,0.000,0.000,500.052
949,359.318,97428.417,97428.417,109981.460,110006.490,109506.326,0.000,0.000,500.165
950,359.709,97773.230,97773.230,110006.269,110031.300,109531.022,0.000,0.000,500.278
951,360.099,98025.519,98025.519,110032.056,110056.109,109555.719,0.000,0.000,500.390
952,360.489,98068.726,98068.726,110057.185,110080.918,109580.415,0.000,0.000,500.503
953,360.880,98092.887,98092.887,110081.993,110105.728,109605.112,0.000,0.000,500.616
954,361.270,98002.061,98002.061,110106.802,110130.537,109629.808,0.000,0.000,500.729
955,361.661,97821.158,97821.158,110131.611,110155.346,109654.505,0.000,0.000,500.842
956,362.051,97789.565,97789.565,110156.419,110180.155,109679.201,0.000,0.000,500.954
957,362.442,97365.887,97365.887,110181.228,110204.965,109703.898,0.000,0.000,501.067
958,362.832,97889.481,97889.481,110206.037,110229.774,109728.594,0.000,0.000,501.180
959,363.223,98176.481,98176.481,110230.845,110254.583,109753.290,0.000,0.000,501.293
960,363.613,97787.862,97787.862,110255.654,110279.393,109777.987,0.000,0.000,501.406
961,364.004,98001.332,98001.332,110270.976,110304.202,109802.683,0.000,0.000,501.518
962,364.394,97323.765,97323.765,110286.633,110329.011,109827.380,0.000,0.000,501.631
963,364.785,97882.765,97882.765,110311.441,110353.820,109852.076,0.000,0.000,501.744
964,365.175,97837.765,97837.765,110336.250,110378.630,109876.773,0.000,0.000,501.857
965,365.566,97524.210,97524.210,110361.058,110403.439,109901.469,0.000,0.000,501.970
966,365.956,98141.964,98141.964,110385.866,110428.248,109926.166,0.000,0.000,502.082
967,366.347,97272.803,97272.803,110410.674,110453.058,109950.862,0.000,0.000,502.195
968,366.737,97813.197,97813.197,110435.482,110477.867,109975.559,0.000,0.000,502.308
969,367.128,97740.358,97740.358,110460.290,110502.676,110000.255,0.000,0.000,502.421
970,367.519,97779.951,97779.951,110485.099,110527.485,110024.952,0.000,0.000,502.534
971,367.909,98457.926,98457.926,110515.344,110552.295,110049.648,0.000,0.000,502.646
972,368.300,97572.274,97572.274,110555.045,110577.104,110074.345,0.000,0.000,502.759
973,368.690,98173.112,98173.112,110579.854,110601.913,110099.041,0.000,0.000,502.872
974,369.081,97942.028,97942.028,110604.662,110626.723,110123.738,0.000,0.000,502.985
975,369.472,97595.028,97595.028,110629.471,110651.532,110148.434,0.000,0.000,503.098
976,369.862,98526.655,98526.655,110654.280,110676.341,110173.131,0.000,0.000,503.210
977,370.253,97906.312,97906.312,110679.088,110701.150,110197.827,0.000,0.000,503.323
978,370.644,97948.693,97948.693,110703.897,110725.960,110222.524,0.000,0.000,503.436
979,371.034,98338.777,98338.777,110728.706,110750.769,110247.220,0.000,0.000,503.549
980,371.425,97739.841,97739.841,110753.515,110775.578,110271.917,0.000,0.000,503.662
981,371.816,98154.545,98154.545,110478.000,110500.036,109997.627,0.000,0.000,502.409
982,372.207,97722.041,97722.041,110203.427,110224.494,109723.338,0.000,0.000,501.156
983,372.597,98088.177,98088.177,109927.884,109948.952,109449.049,0.000,0.000,499.903
984,372.988,97794.054,97794.054,109652.341,109673.410,109174.759,0.000,0.000,498.650
985,373.379,98047.647,98047.647,109376.799,109397.868,108900.470,0.000,0.000,497.398
986,373.770,97697.435,97697.435,109101.256,109122.326,108626.181,0.000,0.000,496.145
987,374.160,97817.312,97817.312,108825.713,108846.784,108351.892,0.000,0.000,494.892
988,374.551,98232.673,98232.673,108550.171,108571.241,108077.602,0.000,0.000,493.639
989,374.942,98560.834,98560.834,108274.628,108295.699,107803.313,0.000,0.000,492.386
990,375.333,98519.647,98519.647,107999.085,108020.157,107529.024,0.000,0.000,491.134
991,375.723,97967.757,97967.757,107723.543,107744.615,107254.734,0.000,0.000,489.881
992,376.114,97908.079,97908.079,107449.345,107469.073,106980.445,0.000,0.000,488.628
993,376.505,97827.918,97827.918,107174.154,107193.531,106706.156,0.000,0.000,487.375
994,376.896,98031.440,98031.440,106898.612,106917.989,106431.867,0.000,0.000,486.122
995,377.287,97552.460,97552.460,106623.069,106642.447,106157.577,0.000,0.000,484.870
996,377.678,98687.880,98687.880,106347.526,106366.905,105883.288,0.000,0.000,483.617
997,378.069,98192.944,98192.944,106071.984,106091.363,105608.999,0.000,0.000,482.364
998,378.459,97750.182,97750.182,105796.441,105815.821,105334.709,0.000,0.000,481.111
999,378.850,98363.156,98363.156,105520.899,105540.278,105060.420,0.000,0.000,479.858
1000,379.241,98539.499,98539.499,105245.356,105264.736,104786.131,0.000,0.000,478.606
1001,379.632,97941.757,97941.757,104969.813,104989.194,104511.841,0.000,0.000,477.353
1002,380.023,97982.177,97982.177,104683.851,104713.652,104237.552,0.000,0.000,476.100
1003,380.414,98087.427,98087.427,104400.091,104438.110,103963.263,0.000,0.000,474.847
1004,380.805,98122.292,98122.292,104124.547,104162.568,103688.974,0.000,0.000,473.594
1005,381.196,98164.215,98164.215,103849.004,103887.026,103414.684,0.000,0.000,472.342
1006,381.587,98170.253,98170.253,103573.461,103611.484,103140.395,0.000,0.000,471.089
1007,381.978,98214.279,98214.279,103297.918,103335.942,102866.106,0.000,0.000,469.836
1008,382.369,98501.228,98501.228,103022.375,103060.400,102591.816,0.000,0.000,468.583
1009,382.760,98069.550,98069.550,102746.832,102784.857,102317.527,0.000,0.000,467.330
1010,383.151,98038.995,98038.995,102471.289,102509.315,102043.238,0.000,0.000,466.078
1011,383.542,98024.808,98024.808,102195.746,102233.773,101768.949,0.000,0.000,464.825
1012,383.933,97772.389,97772.389,101926.797,101958.231,101494.659,0.000,0.000,463.572
1013,384.324,98655.563,98655.563,101664.742,101682.689,101220.370,0.000,0.000,462.319
1014,384.715,98110.614,98110.614,101389.199,101407.147,100946.081,0.000,0.000,461.066
1015,385.106,98613.550,98613.550,101113.656,101131.605,100671.791,0.000,0.000,459.814
1016,385.497,98550.550,98550.550,100838.114,100856.063,100397.502,0.000,0.000,458.561
1017,385.888,98838.970,98838.970,100562.571,100580.521,100123.213,0.000,0.000,457.308
1018,386.279,98612.944,98612.944,100287.029,100304.979,99848.924,0.000,0.000,456.055
1019,386.670,98613.911,98613.911,100011.486,100029.437,99574.634,0.000,0.000,454.802
1020,387.061,98217.233,98217.233,99735.944,99753.894,99300.345,0.000,0.000,453.549
1021,387.453,98834.215,98834.215,99460.401,99478.352,99026.056,0.000,0.000,452.297
1022,387.844,98763.640,98763.640,99184.937,99202.810,98751.766,0.000,0.000,451.044
1023,388.235,98661.763,98661.763,98910.095,98927.268,98477.477,0.000,0.000,449.791
1024,388.626,98689.402,98689.402,98634.553,98651.726,98203.188,0.000,0.000,448.538
1025,389.017,98690.614,98690.614,98359.010,98376.184,97928.898,0.000,0.000,447.285
1026,389.408,98855.085,98855.085,98083.467,98100.642,97654.609,0.000,0.000,446.033
1027,389.799,98870.046,98870.046,97807.925,97825.100,97380.320,0.000,0.000,444.780
1028,390.191,98875.563,98875.563,97532.382,97549.558,97106.031,0.000,0.000,443.527
1029,390.582,98772.970,98772.970,97256.840,97274.016,96831.741,0.000,0.000,442.274
1030,390.973,98768.775,98768.775,96981.297,96998.473,96557.452,0.000,0.000,441.021
1031,391.364,98402.614,98402.614,96705.755,96722.931,96283.163,0.000,0.000,439.769
1032,391.756,98774.499,98774.499,96430.212,96447.389,96008.873,0.000,0.000,438.516
1033,392.147,99483.394,99483.394,96155.293,96171.847,95734.584,0.000,0.000,437.263
1034,392.538,99364.169,99364.169,95879.840,95896.305,95460.295,0.000,0.000,436.010
1035,392.929,98636.021,98636.021,95604.297,95620.763,95186.006,0.000,0.000,434.757
1036,393.321,98809.982,98809.982,95328.754,95345.221,94911.716,0.000,0.000,433.505
1037,393.712,99343.466,99343.466,95053.212,95069.679,94637.427,0.000,0.000,432.252
1038,394.103,99563.208,99563.208,94777.669,94794.137,94363.138,0.000,0.000,430.999
1039,394.494,99396.763,99396.763,94502.127,94518.595,94088.848,0.000,0.000,429.746
1040,394.886,99238.491,99238.491,94226.584,94243.053,93814.559,0.000,0.000,428.493
1041,395.277,99583.072,99583.072,93951.042,93967.510,93540.270,0.000,0.000,427.241
1042,395.668,99127.382,99127.382,93675.499,93691.968,93265.980,0.000,0.000,425.988
1043,396.060,99932.665,99932.665,93387.094,93416.426,92991.691,0.000,0.000,424.735
1044,396.451,99129.860,99129.860,93104.704,93140.884,92717.402,0.000,0.000,423.482
1045,396.842,99440.970,99440.970,92829.161,92865.342,92443.113,0.000,0.000,422.229
1046,397.234,99731.466,99731.466,92553.618,92589.800,92168.823,0.000,0.000,420.977
1047,397.625,99090.369,99090.369,92278.075,92314.258,91894.534,0.000,0.000,419.724
1048,398.017,99468.827,99468.827,92002.532,92038.716,91620.245,0.000,0.000,418.471
1049,398.408,99945.975,99945.975,91726.989,91763.174,91345.955,0.000,0.000,417.218
1050,398.799,98983.343,98983.343,91451.446,91487.632,91071.666,0.000,0.000,415.965
1051,399.191,99646.407,99646.407,91175.903,91212.089,90797.377,0.000,0.000,414.713
1052,399.582,99782.305,99782.305,90900.360,90936.547,90523.088,0.000,0.000,413.460
1053,399.974,99722.814,99722.814,90633.409,90661.005,90248.798,0.000,0.000,412.207
1054,400.365,100031.479,100031.479,90369.127,90385.463,89974.509,0.000,0.000,410.954
1055,400.757,99990.471,99990.471,90093.584,90109.921,89700.220,0.000,0.000,409.701
1056,401.148,99925.750,99925.750,89818.042,89834.379,89425.930,0.000,0.000,408.449
1057,401.540,99533.369,99533.369,89542.499,89558.837,89151.641,0.000,0.000,407.196
1058,401.931,99909.788,99909.788,89266.957,89283.295,88877.352,0.000,0.000,405.943
1059,402.323,99853.208,99853.208,88991.414,89007.753,88603.063,0.000,0.000,404.690
1060,402.714,100246.517,100246.517,88715.872,88732.211,88328.773,0.000,0.000,403.437
1061,403.106,99819.763,99819.763,88440.329,88456.669,88054.484,0.000,0.000,402.185
1062,403.497,100614.640,100614.640,88164.787,88181.126,87780.195,0.000,0.000,400.932
1063,403.889,100458.691,100458.691,87889.245,87905.584,87505.905,0.000,0.000,399.679
1064,404.280,99676.182,99676.182,87613.706,87630.042,87231.616,0.000,0.000,398.426
1065,404.672,100539.949,100539.949,87338.164,87354.500,86957.327,0.000,0.000,397.173
1066,405.063,100389.614,100389.614,87062.621,87078.958,86683.037,0.000,0.000,395.921
1067,405.455,100529.297,100529.297,86787.079,86803.416,86408.748,0.000,0.000,394.668
1068,405.847,100869.581,100869.581,86511.536,86527.874,86134.459,0.000,0.000,393.415
1069,406.238,100476.356,100476.356,86235.994,86252.332,85860.170,0.000,0.000,392.162
1070,406.630,100291.026,100291.026,85960.451,85976.790,85585.880,0.000,0.000,390.909
1071,407.021,100160.369,100160.369,85684.908,85701.248,85311.591,0.000,0.000,389.657
1072,407.413,100414.085,100414.085,85409.366,85425.705,85037.302,0.000,0.000,388.404
1073,407.805,100317.801,100317.801,85133.823,85150.163,84763.012,0.000,0.000,387.151
1074,408.196,101216.678,101216.678,84858.133,84874.621,84488.723,0.000,0.000,385.898
1075,408.588,101317.504,101317.504,84582.590,84599.079,84214.434,0.000,0.000,384.645
1076,408.980,100815.305,100815.305,84307.048,84323.537,83940.145,0.000,0.000,383.393
1077,409.371,100881.123,100881.123,84031.505,84047.995,83665.855,0.000,0.000,382.140
1078,409.763,100928.195,100928.195,83755.963,83772.453,83391.566,0.000,0.000,380.887
1079,410.155,100574.305,100574.305,83480.420,83496.911,83117.277,0.000,0.000,379.634
1080,410.546,101478.678,101478.678,83204.878,83221.369,82842.987,0.000,0.000,378.381
1081,410.938,101032.839,101032.839,82929.335,82945.827,82568.698,0.000,0.000,377.129
1082,411.330,101003.704,101003.704,82653.793,82670.285,82294.409,0.000,0.000,375.876
1083,411.722,101056.098,101056.098,82378.250,82394.742,82020.120,0.000,0.000,374.623
1084,412.113,100921.059,100921.059,82102.996,82119.200,81745.830,0.000,0.000,373.370
1085,412.505,100526.556,100526.556,81827.531,81843.658,81471.541,0.000,0.000,372.117
1086,412.897,101028.962,101028.962,81551.988,81568.116,81197.252,0.000,0.000,370.864
1087,413.289,100981.975,100981.975,81276.446,81292.574,80922.962,0.000,0.000,369.612
1088,413.681,101334.382,101334.382,81000.903,81017.032,80648.673,0.000,0.000,368.359
1089,414.072,101611.742,101611.742,80725.361,80741.490,80374.384,0.000,0.000,367.106
1090,414.464,101560.878,101560.878,80449.818,80465.948,80100.094,0.000,0.000,365.853
1091,414.856,101575.233,101575.233,80174.275,80190.406,79825.805,0.000,0.000,364.600
1092,415.248,101877.614,101877.614,79898.733,79914.864,79551.516,0.000,0.000,363.348
1093,415.640,101031.607,101031.607,79623.190,79639.321,79277.227,0.000,0.000,362.095
1094,416.032,102015.259,102015.259,79334.752,79363.779,79002.937,0.000,0.000,360.842
1095,416.423,101869.446,101869.446,79049.887,79088.237,78728.648,0.000,0.000,359.589
1096,416.815,101912.530,101912.530,78774.344,78812.695,78454.359,0.000,0.000,358.336
1097,417.207,101495.013,101495.013,78498.800,78537.153,78180.069,0.000,0.000,357.084
1098,417.599,102211.852,102211.852,78223.257,78261.611,77905.780,0.000,0.000,355.831
1099,417.991,101717.246,101717.246,77947.714,77986.069,77631.491,0.000,0.000,354.578
1100,418.383,102088.962,102088.962,77672.171,77710.527,77357.202,0.000,0.000,353.325
1101,418.775,101323.175,101323.175,77396.628,77434.985,77082.912,0.000,0.000,352.072
1102,419.167,102047.607,102047.607,77121.085,77159.443,76808.623,0.000,0.000,350.820
1103,419.559,102358.665,102358.665,76845.542,76883.901,76534.334,0.000,0.000,349.567
1104,419.951,101879.284,101879.284,76577.401,76608.358,76260.044,0.000,0.000,348.314
1105,420.343,102750.865,102750.865,76314.245,76332.816,75985.755,0.000,0.000,347.061
1106,420.735,102391.356,102391.356,76038.703,76057.274,75711.466,0.000,0.000,345.808
1107,421.127,102382.213,102382.213,75763.160,75781.732,75437.177,0.000,0.000,344.556
1108,421.519,102986.653,102986.653,75487.618,75506.190,75162.887,0.000,0.000,343.303
1109,421.911,102479.136,102479.136,75212.075,75230.648,74888.598,0.000,0.000,342.050
1110,422.303,102758.046,102758.046,74936.533,74955.106,74614.309,0.000,0.000,340.797
1111,422.695,103142.742,103142.742,74660.990,74679.564,74340.019,0.000,0.000,339.544
1112,423.087,102253.942,102253.942,74385.447,74404.022,74065.730,0.000,0.000,338.292
1113,423.479,102636.310,102636.310,74109.905,74128.480,73791.441,0.000,0.000,337.039
1114,423.871,102759.123,102759.123,73834.449,73852.937,73517.151,0.000,0.000,335.786
1115,424.263,102688.116,102688.116,73559.329,73577.395,73242.862,0.000,0.000,334.533
1116,424.655,103152.026,103152.026,73283.786,73301.853,72968.573,0.000,0.000,333.280
1117,425.047,103397.891,103397.891,73008.243,73026.311,72694.284,0.000,0.000,332.028
1118,425.439,102784.730,102784.730,72732.701,72750.769,72419.994,0.000,0.000,330.775
1119,425.831,102889.187,102889.187,72457.158,72475.227,72145.705,0.000,0.000,329.522
1120,426.223,102616.865,102616.865,72181.616,72199.685,71871.416,0.000,0.000,328.269
1121,426.615,103248.420,103248.420,71906.073,71924.143,71597.126,0.000,0.000,327.016
1122,427.008,102570.349,102570.349,71630.531,71648.601,71322.837,0.000,0.000,325.764
1123,427.400,102867.556,102867.556,71354.988,71373.059,71048.548,0.000,0.000,324.511
