ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-Pb,pile-up
604,225.244,162654.743,162654.743,176897.693,118309.090,113359.305,63192.588,0.000,517.763
605,225.630,161714.802,161714.802,176283.843,118201.130,113358.522,62579.529,0.000,517.760
606,226.017,160388.957,160388.957,175660.677,118093.169,113356.853,61958.045,0.000,517.752
607,226.404,159718.479,159718.479,175027.660,117985.208,113354.278,61327.619,0.000,517.740
608,226.791,158990.047,158990.047,174384.262,117877.247,113350.777,60687.742,0.000,517.724
609,227.178,158361.034,158361.034,173729.966,117769.286,113346.332,60037.917,0.000,517.704
610,227.565,158432.551,158432.551,173064.269,117661.325,113340.918,59377.662,0.000,517.679
611,227.952,157065.628,157065.628,172405.918,117553.365,113334.515,58706.517,0.000,517.650
612,228.339,157080.957,157080.957,171747.997,117445.404,113327.100,58024.042,0.000,517.616
613,228.726,156068.221,156068.221,171045.287,117337.443,113318.647,57329.826,0.000,517.577
614,229.113,155364.543,155364.543,170329.388,117229.482,113309.132,56623.489,0.000,517.534
615,229.500,154286.472,154286.472,169599.931,117121.521,113298.529,55904.686,0.000,517.486
616,229.886,153165.970,153165.970,168856.582,117013.561,113286.812,55173.111,0.000,517.432
617,230.273,153905.454,153905.454,168099.051,116905.600,113273.954,54428.500,0.000,517.373
618,230.660,151796.318,151796.318,167327.094,116797.639,113259.928,53670.636,0.000,517.309
619,231.047,151842.318,151842.318,166540.515,116689.678,113244.706,52899.352,0.000,517.240
620,231.434,151050.254,151050.254,165739.171,116581.717,113228.259,52114.534,0.000,517.165
621,231.821,150684.305,150684.305,164923.468,116473.757,113210.559,51316.123,0.000,517.084
622,232.208,149602.441,149602.441,164104.608,116365.796,113191.577,50504.123,0.000,516.997
623,232.596,148727.796,148727.796,163258.692,116257.835,113171.286,49678.594,0.000,516.904
624,232.983,148476.492,148476.492,162398.032,116149.874,113149.655,48839.666,0.000,516.806
625,233.370,148655.937,148655.937,161522.791,116041.913,113126.657,47987.531,0.000,516.700
626,233.757,147694.441,147694.441,160633.202,115933.952,113102.264,47122.450,0.000,516.589
627,234.144,148074.131,148074.131,159729.567,115825.992,113076.448,46244.752,0.000,516.471
628,234.531,146514.203,146514.203,158812.256,115718.031,113049.182,45354.834,0.000,516.347
629,234.918,145991.357,145991.357,157881.711,115610.070,113020.440,44453.165,0.000,516.215
630,235.305,145900.144,145900.144,156938.442,115502.109,112990.196,43540.281,0.000,516.077
631,235.692,144887.873,144887.873,155983.031,115394.148,112958.426,42616.788,0.000,515.932
632,236.079,144519.221,144519.221,155001.822,115286.188,112925.107,41683.358,0.000,515.780
633,236.466,143595.415,143595.415,154018.148,115178.227,112890.216,40740.729,0.000,515.621
634,236.854,143552.331,143552.331,153030.468,115070.266,112853.734,39789.702,0.000,515.454
635,237.241,142800.983,142800.983,152033.634,114962.305,112815.639,38831.139,0.000,515.280
636,237.628,142933.164,142933.164,151028.546,114854.344,112775.916,37865.960,0.000,515.099
637,238.015,142298.886,142298.886,150016.164,114746.384,112734.547,36895.139,0.000,514.910
638,238.402,141486.390,141486.390,148997.496,114638.423,112691.519,35919.699,0.000,514.713
639,238.789,140622.009,140622.009,147973.600,114530.462,112646.821,34940.709,0.000,514.509
640,239.177,140457.093,140457.093,146945.576,114422.501,112600.440,33959.281,0.000,514.297
641,239.564,140570.067,140570.067,145914.562,114314.540,112552.371,32976.559,0.000,514.077
642,239.951,139586.745,139586.745,144895.346,114206.579,112502.606,31993.720,0.000,513.850
643,240.338,139654.963,139654.963,143884.703,114098.619,112451.142,31011.965,0.000,513.615
644,240.726,139314.996,139314.996,142851.843,113990.658,112397.978,30032.514,0.000,513.372
645,241.113,138518.919,138518.919,141820.812,113882.697,112343.115,29056.600,0.000,513.122
646,241.500,138045.203,138045.203,140792.854,113774.736,112286.557,28085.461,0.000,512.863
647,241.887,137690.809,137690.809,139769.213,113666.775,112228.308,27120.338,0.000,512.597
648,242.275,136852.118,136852.118,138751.131,113558.815,112168.376,26162.463,0.000,512.324
649,242.662,136523.983,136523.983,137739.840,113450.854,112106.774,25213.058,0.000,512.042
650,243.049,136591.106,136591.106,136736.555,113342.893,112043.512,24273.326,0.000,511.753
651,243.437,135635.144,135635.144,135742.470,113234.932,111978.606,23344.446,0.000,511.457
652,243.824,134620.937,134620.937,134758.998,113126.971,111912.074,22427.565,0.000,511.153
653,244.211,134734.809,134734.809,133791.946,113019.011,111843.935,21523.795,0.000,510.842
654,244.599,135158.060,135158.060,132832.314,112911.050,111774.211,20634.209,0.000,510.523
655,244.986,134368.085,134368.085,131886.322,112803.089,111702.924,19759.831,0.000,510.198
656,245.373,133713.822,133713.822,130954.968,112695.128,111630.102,18901.634,0.000,509.865
657,245.761,133528.725,133528.725,130039.198,112587.167,111555.771,18060.536,0.000,509.526
658,246.148,133094.259,133094.259,129139.901,112479.206,111479.962,17237.398,0.000,509.179
659,246.536,132941.725,132941.725,128257.905,112371.246,111402.703,16433.015,0.000,508.826
660,246.923,132933.679,132933.679,127393.972,112263.285,111324.030,15648.118,0.000,508.467
661,247.311,132800.970,132800.970,126548.800,112155.324,111243.974,14883.369,0.000,508.101
662,247.698,132140.512,132140.512,125723.015,112047.363,111162.572,14139.361,0.000,507.730
663,248.085,132136.241,132136.241,124897.012,111939.402,111079.859,13416.614,0.000,507.352
664,248.473,132366.648,132366.648,124103.776,111831.442,110995.873,12715.576,0.000,506.968
665,248.860,132393.292,132393.292,123339.208,111723.481,110910.653,12036.621,0.000,506.579
666,249.248,132805.428,132805.428,122595.821,111615.520,110824.236,11380.048,0.000,506.184
667,249.635,132284.441,132284.441,121873.884,111507.559,110736.663,10746.087,0.000,505.784
668,250.023,132686.479,132686.479,121173.592,111399.598,110647.974,10134.892,0.000,505.379
669,250.410,132540.479,132540.479,120495.069,111291.637,110558.208,9546.548,0.000,504.969
670,250.798,133168.866,133168.866,119838.372,111183.677,110467.407,8981.070,0.000,504.555
671,251.185,133232.183,133232.183,119203.490,111075.716,110375.611,8438.407,0.000,504.135
672,251.573,132105.369,132105.369,118590.348,110967.755,110282.860,7918.442,0.000,503.712
673,251.960,132155.983,132155.983,118010.164,110859.794,110189.194,7420.997,0.000,503.284
674,252.348,132460.615,132460.615,117457.211,110751.833,110094.654,6945.835,0.000,502.852
675,252.736,132019.280,132019.280,116908.227,110643.873,109999.280,6492.664,0.000,502.416
676,253.123,131967.827,131967.827,116380.091,110535.912,109903.109,6061.140,0.000,501.977
677,253.511,131274.930,131274.930,115872.448,110427.951,109806.181,5650.870,0.000,501.534
678,253.898,131088.530,131088.530,115384.899,110319.990,109708.533,5261.418,0.000,501.088
679,254.286,131632.183,131632.183,114917.006,110212.029,109610.202,4892.307,0.000,500.639
680,254.674,130543.111,130543.111,114468.291,110104.069,109511.224,4543.024,0.000,500.187
681,255.061,130475.814,130475.814,114038.243,109996.108,109411.634,4213.023,0.000,499.732
682,255.449,128594.208,128594.208,113626.324,109888.147,109311.467,3901.731,0.000,499.275
683,255.837,128898.349,128898.349,113232.761,109780.186,109210.756,3608.550,0.000,498.815
684,256.224,128153.078,128153.078,112864.686,109672.225,109109.532,3332.863,0.000,498.352
685,256.612,127489.684,127489.684,112503.686,109564.264,109007.827,3074.035,0.000,497.888
686,257.000,126606.052,126606.052,112158.445,109456.304,108905.670,2831.420,0.000,497.421
687,257.387,126063.769,126063.769,111828.338,109348.343,108803.090,2604.363,0.000,496.953
688,257.775,125264.150,125264.150,111512.730,109240.382,108700.115,2392.203,0.000,496.482
689,258.163,124596.497,124596.497,111210.985,109132.421,108596.770,2194.278,0.000,496.010
690,258.550,124120.349,124120.349,110922.468,109024.460,108493.081,2009.925,0.000,495.537
691,258.938,123825.032,123825.032,110646.544,108916.500,108389.071,1838.488,0.000,495.062
692,259.326,123188.794,123188.794,110382.585,108808.539,108284.764,1679.315,0.000,494.585
693,259.714,123238.574,123238.574,110129.971,108700.578,108180.180,1531.764,0.000,494.108
694,260.101,122423.116,122423.116,109875.957,108592.617,108075.341,1395.205,0.000,493.629
695,260.489,122012.413,122012.413,109640.416,108484.656,107970.265,1269.020,0.000,493.149
696,260.877,121855.083,121855.083,109418.226,108376.696,107864.971,1152.608,0.000,492.668
697,261.265,121001.574,121001.574,109205.021,108268.735,107759.475,1045.383,0.000,492.186
698,261.653,120659.155,120659.155,109000.250,108160.774,107653.794,946.778,0.000,491.703
699,262.040,120243.897,120243.897,108803.381,108052.813,107547.943,856.245,0.000,491.220
700,262.428,119669.452,119669.452,108613.898,107944.852,107441.936,773.257,0.000,490.736
701,262.816,119291.464,119291.464,108431.310,107836.891,107335.787,697.305,0.000,490.251
702,263.204,118640.897,118640.897,108255.142,107728.931,107229.506,627.906,0.000,489.766
703,263.592,118358.393,118358.393,108084.942,107620.970,107123.106,564.594,0.000,489.280
704,263.980,118091.083,118091.083,107933.930,107513.009,107016.597,506.930,0.000,488.793
705,264.368,118382.400,118382.400,107791.238,107405.048,106909.990,454.493,0.000,488.306
706,264.755,117641.935,117641.935,107636.444,107297.087,106803.292,406.886,0.000,487.819
707,265.143,117619.702,117619.702,107486.023,107189.127,106696.513,363.733,0.000,487.331
708,265.531,117381.651,117381.651,107339.628,107081.166,106589.660,324.681,0.000,486.843
709,265.919,116189.334,116189.334,107196.934,106973.205,106482.740,289.396,0.000,486.355
710,266.307,116155.309,116155.309,107057.634,106865.244,106375.761,257.567,0.000,485.866
711,266.695,116600.321,116600.321,106921.443,106757.283,106268.726,228.900,0.000,485.377
712,267.083,116491.393,116491.393,106788.093,106649.323,106161.643,203.124,0.000,484.888
713,267.471,116319.245,116319.245,106657.335,106541.362,106054.516,179.984,0.000,484.399
714,267.859,116035.838,116035.838,106529.415,106433.401,105947.350,159.244,0.000,483.909
715,268.247,115787.800,115787.800,106406.182,106325.440,105840.148,140.684,0.000,483.420
716,268.635,115581.715,115581.715,106281.876,106217.479,105732.915,124.103,0.000,482.930
717,269.023,115109.329,115109.329,106159.334,106109.518,105625.654,109.313,0.000,482.440
718,269.411,115060.232,115060.232,106038.385,106001.558,105518.368,96.143,0.000,481.950
719,269.799,114948.761,114948.761,105918.875,105893.597,105411.059,84.432,0.000,481.460
720,270.187,115084.076,115084.076,105800.660,105785.636,105303.731,74.037,0.000,480.970
721,270.575,114771.316,114771.316,105683.610,105677.675,105196.385,64.825,0.000,480.479
722,270.963,113749.748,113749.748,105567.605,105569.714,105089.024,56.674,0.000,479.989
723,271.351,114157.554,114157.554,105452.537,105461.754,104981.649,49.473,0.000,479.499
724,271.739,114230.380,114230.380,105338.307,105353.793,104874.261,43.122,0.000,479.008
725,272.127,113716.091,113716.091,105227.264,105245.832,104766.864,37.530,0.000,478.518
726,272.515,113974.864,113974.864,105114.954,105137.871,104659.456,32.614,0.000,478.027
727,272.904,112901.367,112901.367,105002.731,105029.910,104552.041,28.299,0.000,477.536
728,273.292,113121.715,113121.715,104891.035,104921.950,104444.618,24.518,0.000,477.046
729,273.680,113036.986,113036.986,104779.806,104813.989,104337.189,21.209,0.000,476.555
730,274.068,112722.902,112722.902,104668.989,104706.028,104229.754,18.320,0.000,476.064
731,274.456,112573.651,112573.651,104558.538,104598.067,104122.314,15.800,0.000,475.574
732,274.844,112692.083,112692.083,104581.178,104622.876,104147.037,13.606,0.000,475.687
733,275.232,112032.825,112032.825,104604.101,104647.686,104171.756,11.699,0.000,475.799
734,275.621,112206.457,112206.457,104627.273,104672.495,104196.471,10.044,0.000,475.912
735,276.009,111774.109,111774.109,104640.668,104697.304,104221.184,8.610,0.000,476.025
736,276.397,111764.702,111764.702,104655.125,104722.113,104245.895,7.369,0.000,476.138
737,276.785,111600.909,111600.909,104678.873,104746.923,104270.604,6.298,0.000,476.251
738,277.173,110887.237,110887.237,104702.767,104771.732,104295.311,5.374,0.000,476.364
739,277.562,111383.083,111383.083,104726.787,104796.541,104320.016,4.579,0.000,476.477
740,277.950,110895.406,110895.406,104750.919,104821.351,104344.720,3.895,0.000,476.589
741,278.338,110939.193,110939.193,104775.146,104846.160,104369.423,3.308,0.000,476.702
742,278.726,110857.644,110857.644,104799.456,104870.969,104394.125,2.806,0.000,476.815
743,279.115,110748.076,110748.076,104823.838,104895.778,104418.826,2.376,0.000,476.928
744,279.503,110931.470,110931.470,104848.282,104920.588,104443.526,2.009,0.000,477.041
745,279.891,109727.690,109727.690,104878.355,104945.397,104468.226,1.696,0.000,477.154
746,280.280,109692.096,109692.096,104922.646,104970.206,104492.926,1.429,0.000,477.266
747,280.668,110614.508,110614.508,104947.230,104995.016,104517.624,1.203,0.000,477.379
748,281.056,110269.431,110269.431,104971.848,105019.825,104542.323,1.011,0.000,477.492
749,281.445,109738.406,109738.406,104996.495,105044.634,104567.021,0.848,0.000,477.605
750,281.833,109725.851,109725.851,105021.167,105069.443,104591.719,0.710,0.000,477.718
751,282.221,110406.541,110406.541,105045.860,105094.253,104616.417,0.594,0.000,477.830
752,282.610,109383.831,109383.831,105070.571,105119.062,104641.114,0.496,0.000,477.943
753,282.998,109404.851,109404.851,105095.297,105143.871,104665.811,0.414,0.000,478.056
754,283.386,108946.562,108946.562,105120.036,105168.681,104690.508,0.344,0.000,478.169
755,283.775,109040.148,109040.148,105144.787,105193.490,104715.206,0.286,0.000,478.282
756,284.163,109695.741,109695.741,105171.101,105218.299,104739.902,0.238,0.000,478.394
757,284.552,109331.419,109331.419,105196.004,105243.108,104764.599,0.197,0.000,478.507
758,284.940,109194.495,109194.495,105220.778,105267.918,104789.296,0.163,0.000,478.620
759,285.329,108746.889,108746.889,105245.558,105292.727,104813.993,0.135,0.000,478.733
760,285.717,108677.902,108677.902,105270.343,105317.536,104838.690,0.111,0.000,478.846
761,286.105,107623.386,107623.386,105295.131,105342.346,104863.386,0.091,0.000,478.958
762,286.494,108145.483,108145.483,105319.923,105367.155,104888.083,0.075,0.000,479.071
763,286.882,108373.677,108373.677,105344.718,105391.964,104912.780,0.062,0.000,479.184
764,287.271,107369.651,107369.651,105369.515,105416.773,104937.476,0.051,0.000,479.297
765,287.659,107519.058,107519.058,105394.314,105441.583,104962.173,0.041,0.000,479.410
766,288.048,108113.677,108113.677,105406.895,105466.392,104986.869,0.034,0.000,479.522
767,288.436,107474.283,107474.283,105424.312,105491.201,105011.566,0.028,0.000,479.635
768,288.825,107521.941,107521.941,105449.114,105516.010,105036.262,0.022,0.000,479.748
769,289.214,106995.283,106995.283,105473.918,105540.820,105060.959,0.018,0.000,479.861
770,289.602,107110.199,107110.199,105498.722,105565.629,105085.655,0.015,0.000,479.974
771,289.991,106921.567,106921.567,105523.526,105590.438,105110.352,0.012,0.000,480.086
772,290.379,106512.102,106512.102,105548.332,105615.248,105135.048,0.010,0.000,480.199
773,290.768,107214.025,107214.025,105573.137,105640.057,105159.745,0.008,0.000,480.312
774,291.156,106437.605,106437.605,105597.943,105664.866,105184.441,0.006,0.000,480.425
775,291.545,105717.406,105717.406,105622.750,105689.675,105209.138,0.005,0.000,480.538
776,291.934,106319.534,106319.534,105655.008,105714.485,105233.834,0.004,0.000,480.650
777,292.322,106517.309,106517.309,105695.008,105739.294,105258.531,0.003,0.000,480.763
778,292.711,106441.728,106441.728,105719.815,105764.103,105283.227,0.003,0.000,480.876
779,293.099,106440.419,106440.419,105744.623,105788.913,105307.924,0.002,0.000,480.989
780,293.488,106343.690,106343.690,105769.430,105813.722,105332.620,0.002,0.000,481.102
781,293.877,106599.690,106599.690,105794.238,105838.531,105357.317,0.001,0.000,481.214
782,294.265,105732.470,105732.470,105819.046,105863.340,105382.013,0.001,0.000,481.327
783,294.654,105774.457,105774.457,105843.854,105888.150,105406.710,0.001,0.000,481.440
784,295.043,105707.508,105707.508,105868.662,105912.959,105431.406,0.001,0.000,481.553
785,295.432,105950.102,105950.102,105893.470,105937.768,105456.103,0.001,0.000,481.666
786,295.820,105080.296,105080.296,105918.315,105962.578,105480.799,0.000,0.000,481.778
787,296.209,104921.470,104921.470,105944.065,105987.387,105505.496,0.000,0.000,481.891
788,296.598,104912.173,104912.173,105968.873,106012.196,105530.192,0.000,0.000,482.004
789,296.986,105643.263,105643.263,105993.681,106037.005,105554.889,0.000,0.000,482.117
790,297.375,104955.360,104955.360,106018.489,106061.815,105579.585,0.000,0.000,482.230
791,297.764,104917.444,104917.444,106043.297,106086.624,105604.282,0.000,0.000,482.342
792,298.153,104520.089,104520.089,106068.105,106111.433,105628.978,0.000,0.000,482.455
793,298.542,105423.928,105423.928,106092.913,106136.243,105653.675,0.000,0.000,482.568
794,298.930,105186.309,105186.309,106117.721,106161.052,105678.371,0.000,0.000,482.681
795,299.319,104241.534,104241.534,106142.529,106185.861,105703.067,0.000,0.000,482.794
796,299.708,104380.644,104380.644,106167.338,106210.670,105727.764,0.000,0.000,482.906
797,300.097,103920.902,103920.902,106177.418,106235.480,105752.460,0.000,0.000,483.019
798,300.486,104137.728,104137.728,106197.292,106260.289,105777.157,0.000,0.000,483.132
799,300.875,104414.966,104414.966,106222.099,106285.098,105801.853,0.000,0.000,483.245
800,301.263,104786.398,104786.398,106246.907,106309.908,105826.550,0.000,0.000,483.358
801,301.652,103912.017,103912.017,106271.715,106334.717,105851.246,0.000,0.000,483.470
802,302.041,103321.831,103321.831,106296.522,106359.526,105875.943,0.000,0.000,483.583
803,302.430,103421.876,103421.876,106321.330,106384.335,105900.639,0.000,0.000,483.696
804,302.819,103877.708,103877.708,106346.137,106409.145,105925.336,0.000,0.000,483.809
805,303.208,103766.030,103766.030,106370.945,106433.954,105950.032,0.000,0.000,483.922
806,303.597,102895.321,102895.321,106395.753,106458.763,105974.729,0.000,0.000,484.034
807,303.986,103288.140,103288.140,106431.461,106483.572,105999.425,0.000,0.000,484.147
808,304.375,104013.657,104013.657,106468.899,106508.382,106024.122,0.000,0.000,484.260
809,304.764,103342.237,103342.237,106493.707,106533.191,106048.818,0.000,0.000,484.373
810,305.153,103259.327,103259.327,106518.516,106558.000,106073.515,0.000,0.000,484.486
811,305.542,103313.657,103313.657,106543.324,106582.810,106098.211,0.000,0.000,484.598
812,305.931,102710.818,102710.818,106568.132,106607.619,106122.908,0.000,0.000,484.711
813,306.320,102330.695,102330.695,106592.940,106632.428,106147.604,0.000,0.000,484.824
814,306.709,102665.212,102665.212,106617.749,106657.237,106172.301,0.000,0.000,484.937
815,307.098,102458.017,102458.017,106642.557,106682.047,106196.997,0.000,0.000,485.050
816,307.487,102408.081,102408.081,106667.365,106706.856,106221.694,0.000,0.000,485.162
817,307.876,102168.547,102168.547,106692.525,106731.665,106246.390,0.000,0.000,485.275
818,308.265,102299.030,102299.030,106718.931,106756.475,106271.087,0.000,0.000,485.388
819,308.654,102222.618,102222.618,106743.740,106781.284,106295.783,0.000,0.000,485.501
820,309.043,102332.276,102332.276,106768.548,106806.093,106320.480,0.000,0.000,485.614
821,309.432,102422.353,102422.353,106793.356,106830.902,106345.176,0.000,0.000,485.726
822,309.821,102178.069,102178.069,106818.164,106855.712,106369.872,0.000,0.000,485.839
823,310.210,102043.191,102043.191,106842.973,106880.521,106394.569,0.000,0.000,485.952
824,310.599,101845.276,101845.276,106867.781,106905.330,106419.265,0.000,0.000,486.065
825,310.988,101952.411,101952.411,106892.589,106930.140,106443.962,0.000,0.000,486.178
826,311.377,101930.076,101930.076,106917.398,106954.949,106468.658,0.000,0.000,486.290
827,311.767,101944.772,101944.772,106942.206,106979.758,106493.355,0.000,0.000,486.403
828,312.156,101815.153,101815.153,106968.171,107004.567,106518.051,0.000,0.000,486.516
829,312.545,101508.386,101508.386,106993.108,107029.377,106542.748,0.000,0.000,486.629
830,312.934,101043.526,101043.526,107017.916,107054.186,106567.444,0.000,0.000,486.742
831,313.323,101895.314,101895.314,107042.725,107078.995,106592.141,0.000,0.000,486.854
832,313.712,101422.734,101422.734,107067.533,107103.805,106616.837,0.000,0.000,486.967
833,314.102,101057.726,101057.726,107092.341,107128.614,106641.534,0.000,0.000,487.080
834,314.491,101423.869,101423.869,107117.150,107153.423,106666.230,0.000,0.000,487.193
835,314.880,101234.230,101234.230,107141.958,107178.232,106690.927,0.000,0.000,487.306
836,315.269,101283.895,101283.895,107166.766,107203.042,106715.623,0.000,0.000,487.418
837,315.658,101331.127,101331.127,107191.575,107227.851,106740.320,0.000,0.000,487.531
838,316.048,101325.166,101325.166,107204.619,107252.660,106765.016,0.000,0.000,487.644
839,316.437,101317.501,101317.501,107222.295,107277.469,106789.713,0.000,0.000,487.757
840,316.826,101063.972,101063.972,107247.102,107302.279,106814.409,0.000,0.000,487.870
841,317.216,100902.378,100902.378,107271.910,107327.088,106839.106,0.000,0.000,487.982
842,317.605,100740.140,100740.140,107296.718,107351.897,106863.802,0.000,0.000,488.095
843,317.994,100694.900,100694.900,107321.526,107376.707,106888.499,0.000,0.000,488.208
844,318.383,100319.056,100319.056,107346.334,107401.516,106913.195,0.000,0.000,488.321
845,318.773,100028.642,100028.642,107371.142,107426.325,106937.892,0.000,0.000,488.434
846,319.162,100189.378,100189.378,107395.949,107451.134,106962.588,0.000,0.000,488.546
847,319.551,100470.107,100470.107,107420.757,107475.944,106987.285,0.000,0.000,488.659
848,319.941,100689.327,100689.327,107453.258,107500.753,107011.981,0.000,0.000,488.772
849,320.330,100839.959,100839.959,107492.488,107525.562,107036.677,0.000,0.000,488.885
850,320.720,100156.823,100156.823,107517.297,107550.372,107061.374,0.000,0.000,488.998
851,321.109,100531.560,100531.560,107542.105,107575.181,107086.070,0.000,0.000,489.110
852,321.498,99830.378,99830.378,107566.914,107599.990,107110.767,0.000,0.000,489.223
853,321.888,100508.798,100508.798,107591.722,107624.799,107135.463,0.000,0.000,489.336
854,322.277,99659.061,99659.061,107616.530,107649.609,107160.160,0.000,0.000,489.449
855,322.667,100002.204,100002.204,107641.339,107674.418,107184.856,0.000,0.000,489.562
856,323.056,100533.739,100533.739,107666.147,107699.227,107209.553,0.000,0.000,489.674
857,323.445,99765.107,99765.107,107690.956,107724.037,107234.249,0.000,0.000,489.787
858,323.835,100034.243,100034.243,107715.806,107748.846,107258.946,0.000,0.000,489.900
859,324.224,100156.759,100156.759,107741.123,107773.655,107283.642,0.000,0.000,490.013
860,324.614,100806.726,100806.726,107765.932,107798.464,107308.339,0.000,0.000,490.126
861,325.003,99662.526,99662.526,107790.740,107823.274,107333.035,0.000,0.000,490.238
862,325.393,100455.107,100455.107,107815.548,107848.083,107357.732,0.000,0.000,490.351
863,325.782,99554.895,99554.895,107840.357,107872.892,107382.428,0.000,0.000,490.464
864,326.172,100102.442,100102.442,107865.165,107897.702,107407.125,0.000,0.000,490.577
865,326.561,99485.056,99485.056,107889.974,107922.511,107431.821,0.000,0.000,490.690
866,326.951,99635.146,99635.146,107914.782,107947.320,107456.518,0.000,0.000,490.802
867,327.340,99498.255,99498.255,107939.591,107972.129,107481.214,0.000,0.000,490.915
868,327.730,99991.662,99991.662,107964.399,107996.939,107505.911,0.000,0.000,491.028
869,328.120,100011.417,100011.417,107990.469,108021.748,107530.607,0.000,0.000,491.141
870,328.509,99956.578,99956.578,108015.579,108046.557,107555.304,0.000,0.000,491.254
871,328.899,98980.429,98980.429,108040.388,108071.367,107580.000,0.000,0.000,491.366
872,329.288,99283.404,99283.404,108065.196,108096.176,107604.697,0.000,0.000,491.479
873,329.678,99322.675,99322.675,108090.004,108120.985,107629.393,0.000,0.000,491.592
874,330.068,99340.603,99340.603,108114.813,108145.794,107654.090,0.000,0.000,491.705
875,330.457,99412.700,99412.700,108139.621,108170.604,107678.786,0.000,0.000,491.818
876,330.847,99365.133,99365.133,108164.430,108195.413,107703.483,0.000,0.000,491.930
877,331.236,99123.391,99123.391,108189.238,108220.222,107728.179,0.000,0.000,492.043
878,331.626,99341.545,99341.545,108214.047,108245.031,107752.875,0.000,0.000,492.156
879,332.016,99208.790,99208.790,108228.195,108269.841,107777.572,0.000,0.000,492.269
880,332.405,98646.629,98646.629,108243.941,108294.650,107802.268,0.000,0.000,492.382
881,332.795,98778.171,98778.171,108268.749,108319.459,107826.965,0.000,0.000,492.494
882,333.185,99392.946,99392.946,108293.557,108344.269,107851.661,0.000,0.000,492.607
883,333.575,99772.836,99772.836,108318.365,108369.078,107876.358,0.000,0.000,492.720
884,333.964,99399.721,99399.721,108343.173,108393.887,107901.054,0.000,0.000,492.833
885,334.354,99315.616,99315.616,108367.981,108418.696,107925.751,0.000,0.000,492.946
886,334.744,99066.823,99066.823,108392.789,108443.506,107950.447,0.000,0.000,493.058
887,335.134,99458.642,99458.642,108417.597,108468.315,107975.144,0.000,0.000,493.171
888,335.523,99420.603,99420.603,108442.405,108493.124,107999.840,0.000,0.000,493.284
889,335.913,99755.094,99755.094,108472.786,108517.934,108024.537,0.000,0.000,493.397
890,336.303,99320.810,99320.810,108512.146,108542.743,108049.233,0.000,0.000,493.510
891,336.693,99196.353,99196.353,108536.955,108567.552,108073.930,0.000,0.000,493.622
892,337.082,99639.874,99639.874,108561.763,108592.361,108098.626,0.000,0.000,493.735
893,337.472,99168.862,99168.862,108586.572,108617.171,108123.323,0.000,0.000,493.848
894,337.862,99504.920,99504.920,108611.380,108641.980,108148.019,0.000,0.000,493.961
895,338.252,99337.798,99337.798,108636.189,108666.789,108172.716,0.000,0.000,494.074
896,338.642,99184.565,99184.565,108660.997,108691.599,108197.412,0.000,0.000,494.186
897,339.032,98746.023,98746.023,108685.806,108716.408,108222.109,0.000,0.000,494.299
898,339.421,99352.294,99352.294,108710.614,108741.217,108246.805,0.000,0.000,494.412
899,339.811,99364.120,99364.120,108735.436,108766.026,108271.502,0.000,0.000,494.525
900,340.201,98545.268,98545.268,108761.055,108790.836,108296.198,0.000,0.000,494.638
901,340.591,99706.048,99706.048,108785.864,108815.645,108320.895,0.000,0.000,494.750
902,340.981,98913.713,98913.713,108810.672,108840.454,108345.591,0.000,0.000,494.863
903,341.371,99023.984,99023.984,108835.481,108865.264,108370.288,0.000,0.000,494.976
904,341.761,98998.772,98998.772,108860.289,108890.073,108394.984,0.000,0.000,495.089
905,342.151,99426.094,99426.094,108885.098,108914.882,108419.680,0.000,0.000,495.202
906,342.541,98974.107,98974.107,108909.906,108939.691,108444.377,0.000,0.000,495.314
907,342.931,99007.243,99007.243,108934.715,108964.501,108469.073,0.000,0.000,495.427
908,343.321,98872.926,98872.926,108959.523,108989.310,108493.770,0.000,0.000,495.540
909,343.711,98593.281,98593.281,108984.332,109014.119,108518.466,0.000,0.000,495.653
910,344.101,98623.611,98623.611,109010.681,109038.928,108543.163,0.000,0.000,495.766
911,344.491,98841.514,98841.514,109035.981,109063.738,108567.859,0.000,0.000,495.878
912,344.881,98673.429,98673.429,109060.790,109088.547,108592.556,0.000,0.000,495.991
913,345.271,98483.887,98483.887,109085.598,109113.356,108617.252,0.000,0.000,496.104
914,345.661,98274.455,98274.455,109110.407,109138.166,108641.949,0.000,0.000,496.217
915,346.051,98136.158,98136.158,109135.215,109162.975,108666.645,0.000,0.000,496.330
916,346.441,98515.036,98515.036,109160.024,109187.784,108691.342,0.000,0.000,496.442
917,346.831,98671.713,98671.713,109184.833,109212.593,108716.038,0.000,0.000,496.555
918,347.221,98487.688,98487.688,109209.641,109237.403,108740.735,0.000,0.000,496.668
919,347.611,98247.094,98247.094,109234.450,109262.212,108765.431,0.000,0.000,496.781
920,348.001,98294.624,98294.624,109249.690,109287.021,108790.128,0.000,0.000,496.894
921,348.391,98243.649,98243.649,109265.034,109311.831,108814.824,0.000,0.000,497.006
922,348.781,98028.171,98028.171,109289.842,109336.640,108839.521,0.000,0.000,497.119
923,349.171,98468.578,98468.578,109314.650,109361.449,108864.217,0.000,0.000,497.232
924,349.562,98160.314,98160.314,109339.458,109386.258,108888.914,0.000,0.000,497.345
925,349.952,98674.255,98674.255,109364.267,109411.068,108913.610,0.000,0.000,497.458
