ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
32,69.518,8823.850,8823.850,7591.682,7481.173,7482.640,109.042
33,72.359,8825.124,8825.124,7747.092,7406.567,7632.286,114.806
34,75.202,9006.049,9006.049,8104.600,7273.717,7977.182,127.419
35,78.046,8896.315,8896.315,8699.905,7069.699,8551.896,148.008
36,80.892,9195.084,9195.084,9448.024,6819.939,9274.576,173.448
37,83.739,9192.548,9192.548,10120.554,6534.672,9923.899,196.655
38,86.587,9395.399,9395.399,10609.524,6309.887,10396.510,213.014
39,89.437,9756.975,9756.975,10876.968,6154.910,10655.419,221.550
40,92.287,9744.475,9744.475,10979.262,6049.047,10754.674,224.588
41,95.140,9805.935,9805.935,10990.266,5967.317,10765.309,224.958
42,97.993,10223.890,10223.890,10958.482,5894.270,10734.042,224.440
43,100.848,10388.622,10388.622,10907.247,5823.557,10683.552,223.695
44,103.704,10617.085,10617.085,10846.530,5753.317,10623.791,222.738
45,106.562,10724.351,10724.351,10779.333,5683.150,10557.877,221.456
46,109.421,11229.391,11229.391,10704.742,5612.991,10484.841,219.901
47,112.281,11352.577,11352.577,10621.585,5542.832,10403.280,218.306
48,115.142,11560.806,11560.806,10530.548,5472.674,10313.619,216.929
49,118.005,11552.805,11552.805,10433.353,5402.516,10217.427,215.926
50,120.869,12053.610,12053.610,10332.080,5332.358,10116.772,215.308
51,123.734,11907.032,11907.032,10230.193,5262.199,10015.224,214.969
52,126.600,12297.494,12297.494,10132.702,5192.041,9917.984,214.718
53,129.468,11764.651,11764.651,10044.105,5121.883,9829.774,214.332
54,132.337,12113.802,12113.802,10607.736,5692.817,10385.320,222.416
55,135.207,12295.920,12295.920,11182.904,6263.752,10952.749,230.156
56,138.079,12255.730,12255.730,11768.790,6834.686,11531.057,237.732
57,140.952,12733.459,12733.459,12362.296,7405.621,12116.848,245.448
58,143.826,12328.728,12328.728,12957.477,7976.555,12703.870,253.607
59,146.701,12736.348,12736.348,13548.366,8547.490,13285.946,262.420
60,149.577,13085.963,13085.963,14133.527,9118.424,13861.589,271.938
61,152.455,12932.576,12932.576,14717.398,9689.359,14435.413,281.985
62,155.334,13335.153,13335.153,15306.691,10260.293,15014.538,292.153
63,158.214,13678.962,13678.962,15905.373,10831.228,15603.448,301.926
64,161.095,13684.307,13684.307,16512.524,11402.162,16201.653,310.872
65,163.978,14007.960,14007.960,17124.154,11973.097,16805.353,318.801
66,166.861,14563.688,14563.688,17736.995,12544.031,17411.199,325.795
67,169.746,14770.041,14770.041,18351.442,13114.966,18019.323,332.119
68,172.632,14766.848,14766.848,18971.709,13685.900,18633.620,338.089
69,175.520,16028.656,16028.656,19603.163,14256.835,19259.191,343.971
70,178.408,16398.156,16398.156,20248.586,14827.769,19898.649,349.937
71,181.298,17522.391,17522.391,20905.581,15398.704,20549.524,356.057
72,184.188,18526.118,18526.118,21566.489,15969.638,21204.163,362.326
73,187.080,19510.277,19510.277,22220.811,16540.573,21852.123,368.687
74,189.973,20920.508,20920.508,22858.976,17111.507,22483.902,375.073
75,192.868,21951.357,21951.357,23475.744,17682.442,23094.311,381.434
76,195.763,22946.202,22946.202,23037.081,17218.714,22662.793,374.288
77,198.659,23743.202,23743.202,22583.154,16754.986,22215.964,367.191
78,201.557,24214.510,24214.510,22121.417,16291.258,21761.238,360.179
79,204.456,24759.087,24759.087,21657.930,15827.530,21304.656,353.274
80,207.356,24966.126,24966.126,21195.233,15363.802,20848.775,346.458
81,210.257,24702.432,24702.432,20732.265,14900.074,20392.587,339.679
82,213.159,24921.816,24921.816,20265.963,14436.346,19933.090,332.874
83,216.062,24058.740,24058.740,19793.447,13972.618,19467.440,326.007
84,218.966,23638.082,23638.082,19313.657,13508.890,18994.566,319.091
85,221.872,23169.390,23169.390,18827.905,13045.162,18515.716,312.189
86,224.778,22569.048,22569.048,18339.391,12581.434,18033.997,305.393
87,227.686,21603.009,21603.009,17852.157,12117.706,17553.362,298.794
88,230.595,20828.674,20828.674,17369.955,11653.978,17077.503,292.453
89,233.505,20490.946,20490.946,16895.328,11190.250,16608.940,286.388
90,236.415,19352.366,19352.366,16429.019,10726.522,16148.446,280.573
91,239.327,18661.100,18661.100,15969.782,10262.794,15694.838,274.944
92,242.240,18149.984,18149.984,15514.627,9799.066,15245.224,269.404
93,245.154,17147.377,17147.377,15059.532,9335.338,14795.683,263.849
94,248.070,16201.376,16201.376,14600.488,8871.610,14342.299,258.189
95,250.986,15759.570,15759.570,14134.614,8407.882,13882.237,252.377
96,253.903,15023.339,15023.339,13660.968,7944.154,13414.538,246.429
97,256.821,14124.227,14124.227,13180.771,7480.425,12940.344,240.427
98,259.740,13483.766,13483.766,12696.981,7016.697,12462.481,234.500
99,262.661,12999.803,12999.803,12213.382,6552.969,11984.586,228.796
100,265.582,12516.844,12516.844,11733.518,6089.241,11510.073,223.445
101,268.504,11708.342,11708.342,11259.816,5625.513,11041.291,218.524
102,271.428,11565.729,11565.729,10793.146,5161.785,10579.102,214.044
103,274.352,10940.077,10940.077,10332.867,4698.057,10122.923,209.944
104,277.278,10498.734,10498.734,10233.307,4590.395,10022.846,210.461
105,280.204,10219.618,10219.618,10136.127,4482.733,9925.041,211.086
106,283.131,9853.117,9853.117,10039.035,4375.071,9827.344,211.691
107,286.060,9698.464,9698.464,9940.072,4267.409,9727.895,212.176
108,288.989,9256.813,9256.813,9837.812,4159.747,9625.334,212.479
109,291.919,9083.617,9083.617,9731.466,4052.085,9518.903,212.562
110,294.851,8986.006,8986.006,9620.900,3944.422,9408.507,212.392
111,297.783,8935.895,8935.895,9506.596,3836.760,9294.692,211.904
112,300.716,8764.390,8764.390,9389.504,3729.098,9178.528,210.976
113,303.651,8414.168,8414.168,9270.795,3621.436,9061.375,209.419
114,306.586,8330.667,8330.667,9151.570,3513.774,8944.583,206.987
115,309.522,8318.011,8318.011,9032.592,3406.112,8829.191,203.401
116,312.459,8190.203,8190.203,8914.139,3298.450,8715.735,198.404
117,315.397,7916.436,7916.436,8796.005,3190.787,8604.182,191.823
118,318.336,7894.014,7894.014,8677.634,3083.125,8494.020,183.614
119,321.276,7621.743,7621.743,8558.344,2975.463,8384.437,173.907
120,324.217,7623.513,7623.513,8437.540,2867.801,8274.543,162.997
121,327.158,7700.936,7700.936,8314.887,2760.139,8163.571,151.316
122,330.101,7521.975,7521.975,8190.401,2652.477,8051.034,139.367
123,333.045,7446.552,7446.552,8064.451,2544.815,7936.803,127.648
124,335.989,7304.206,7304.206,7937.703,2437.152,7821.120,116.583
125,338.935,7448.401,7448.401,7811.012,2329.490,7704.535,106.477
126,341.881,7371.979,7371.979,7685.296,2221.828,7587.803,97.493
127,344.828,7061.094,7061.094,7561.409,2114.166,7471.739,89.669
128,347.776,7171.751,7171.751,7440.043,2006.504,7357.102,82.941
129,350.725,6962.791,6962.791,7321.674,1898.842,7244.491,77.183
130,353.675,6954.331,6954.331,7206.547,1791.180,7134.306,72.241
131,356.626,6896.254,6896.254,7094.695,1683.518,7026.734,67.961
132,359.577,6852.834,6852.834,6985.966,1575.855,6921.761,64.205
133,362.530,7028.370,7028.370,6880.033,1468.193,6819.176,60.857
134,365.483,6734.182,6734.182,6776.397,1360.531,6718.572,57.825
135,368.437,6814.106,6814.106,6674.394,1252.869,6619.356,55.038
136,371.392,6747.375,6747.375,6573.221,1145.207,6520.779,52.442
137,374.348,6558.375,6558.375,6472.006,1037.545,6422.010,49.996
138,377.305,6888.683,6888.683,6369.911,929.883,6322.242,47.669
139,380.263,6699.225,6699.225,6374.227,930.204,6327.540,46.687
140,383.221,6789.454,6789.454,6376.521,930.526,6330.736,45.784
141,386.180,6583.686,6583.686,6376.637,930.847,6331.687,44.950
142,389.140,6747.686,6747.686,6374.706,931.169,6330.526,44.180
143,392.101,6467.148,6467.148,6371.085,931.490,6327.609,43.475
144,395.063,6481.572,6481.572,6366.257,931.812,6323.415,42.842
145,398.026,6463.417,6463.417,6360.722,932.134,6318.434,42.288
146,400.989,6390.650,6390.650,6354.901,932.455,6313.080,41.821
147,403.953,6509.922,6509.922,6349.082,932.777,6307.638,41.443
148,406.918,6439.188,6439.188,6343.419,933.098,6302.265,41.154
149,409.884,6337.191,6337.191,6337.988,933.420,6297.045,40.943
150,412.851,6338.420,6338.420,6332.871,933.741,6292.076,40.795
151,415.818,6363.537,6363.537,6328.250,934.063,6287.559,40.691
152,418.786,6449.998,6449.998,6324.471,934.385,6283.860,40.611
153,421.755,6449.806,6449.806,6322.045,934.706,6281.506,40.539
154,424.725,6414.924,6414.924,6321.585,935.028,6281.116,40.469
155,427.695,6357.576,6357.576,6323.681,935.349,6283.271,40.410
156,430.666,6297.576,6297.576,6328.757,935.671,6288.366,40.391
157,433.638,6324.195,6324.195,6336.955,935.992,6296.484,40.470
158,436.611,6616.036,6616.036,6348.085,936.314,6307.343,40.743
159,439.585,6363.001,6363.001,6361.674,936.636,6320.315,41.359
160,442.559,6473.424,6473.424,6377.098,936.957,6334.544,42.555
161,445.534,6298.002,6298.002,6393.795,937.279,6349.096,44.698
162,448.509,6344.848,6344.848,6411.478,937.600,6363.118,48.360
163,451.486,6372.080,6372.080,6430.356,937.922,6375.945,54.411
164,454.463,6443.580,6443.580,6451.292,938.243,6387.153,64.139
165,457.441,6319.966,6319.966,6475.912,938.565,6396.534,79.378
166,460.420,6569.002,6569.002,6506.642,938.887,6404.041,102.601
167,463.399,6519.578,6519.578,6546.667,939.208,6409.711,136.956
168,466.379,6780.039,6780.039,6599.779,939.530,6413.614,186.165
169,469.360,6835.735,6835.735,6670.077,939.851,6415.837,254.240
170,472.341,6791.541,6791.541,6761.473,940.173,6416.498,344.975
171,475.324,7137.503,7137.503,6877.011,940.494,6415.781,461.230
172,478.306,6958.196,6958.196,7018.031,940.816,6413.970,604.061
173,481.290,7659.270,7659.270,7183.307,941.138,6411.463,771.844
174,484.274,7315.387,7315.387,7368.346,941.459,6408.750,959.596
175,487.259,7837.386,7837.386,7565.064,941.781,6406.366,1158.699
176,490.245,7825.962,7825.962,7762.031,942.102,6404.812,1357.220
177,493.231,8272.236,8272.236,7945.377,942.424,6404.481,1540.896
178,496.218,8316.847,8316.847,8100.328,942.745,6405.595,1694.733
179,499.206,8154.544,8154.544,8213.149,943.067,6408.173,1804.976
180,502.194,8420.504,8420.504,8273.152,943.389,6412.041,1861.111
181,505.183,8255.849,8255.849,8274.380,943.710,6416.890,1857.491
182,508.173,8293.772,8293.772,8197.766,925.206,6403.625,1794.141
183,511.163,7843.505,7843.505,8067.692,906.702,6390.614,1677.077
184,514.154,7852.045,7852.045,7894.667,888.198,6377.659,1517.008
185,517.146,7592.698,7592.698,7692.569,869.694,6364.745,1327.824
186,520.138,7275.663,7275.663,7476.658,851.190,6352.063,1124.595
187,523.131,7173.121,7173.121,7261.578,832.685,6339.975,921.602
188,526.124,6770.046,6770.046,7059.713,814.181,6328.953,730.760
189,529.118,6779.779,6779.779,6880.121,795.677,6319.482,560.639
190,532.113,6524.009,6524.009,6728.128,777.173,6311.964,416.163
191,535.108,6511.816,6511.816,6605.519,758.669,6306.628,298.891
192,538.104,6310.896,6310.896,6511.166,740.165,6303.470,207.696
193,541.101,6373.628,6373.628,6441.874,721.661,6302.236,139.638
194,544.098,6218.782,6218.782,6393.275,703.157,6302.443,90.832
195,547.096,6183.741,6183.741,6360.601,684.652,6303.436,57.166
196,550.094,6311.973,6311.973,6339.290,666.148,6304.482,34.808
197,553.093,6070.358,6070.358,6325.372,647.644,6304.866,20.506
198,556.093,6095.279,6095.279,6315.674,629.140,6303.986,11.688
199,559.093,6147.050,6147.050,6307.872,610.636,6301.427,6.445
200,562.094,6282.395,6282.395,6300.447,592.132,6297.008,3.439
201,565.095,6225.165,6225.165,6292.566,573.628,6290.791,1.775
202,568.097,6119.239,6119.239,6283.947,555.124,6283.061,0.886
203,571.099,6215.241,6215.241,6274.710,536.619,6274.282,0.428
204,574.102,6204.703,6204.703,6265.242,518.115,6265.042,0.200
205,577.106,6233.280,6233.280,6256.083,499.611,6255.992,0.091
206,580.110,6189.705,6189.705,6247.832,481.107,6247.792,0.040
207,583.115,6344.935,6344.935,6241.083,462.603,6241.066,0.017
208,586.120,6336.818,6336.818,6236.377,444.099,6236.370,0.007
209,589.126,6379.934,6379.934,6234.174,425.595,6234.172,0.003
210,592.132,6342.740,6342.740,6234.834,407.091,6234.833,0.001
211,595.139,6383.049,6383.049,6238.603,388.587,6238.602,0.000
212,598.146,6456.166,6456.166,6245.608,370.082,6245.608,0.000
213,601.154,6495.667,6495.667,6255.855,351.578,6255.855,0.000
214,604.163,6392.090,6392.090,6269.228,333.074,6269.228,0.000
215,607.172,6400.514,6400.514,6285.492,314.570,6285.492,0.000
216,610.181,6472.742,6472.742,6304.308,296.066,6304.308,0.000
217,613.191,6314.590,6314.590,6325.248,277.562,6325.248,0.000
218,616.202,6506.208,6506.208,6347.807,259.058,6347.807,0.000
219,619.213,6499.015,6499.015,6371.422,240.554,6371.422,0.000
220,622.224,6502.707,6502.707,6395.481,222.049,6395.481,0.000
221,625.236,6420.554,6420.554,6419.325,203.545,6419.325,0.000
222,628.249,6687.938,6687.938,6442.247,185.041,6442.247,0.000
223,631.262,6447.978,6447.978,6463.469,166.537,6463.469,0.000
224,634.275,6583.017,6583.017,6482.121,148.033,6482.121,0.000
225,637.289,6884.170,6884.170,6497.209,129.529,6497.209,0.000
226,640.304,6342.055,6342.055,6507.580,111.025,6507.580,0.000
227,643.319,6527.863,6527.863,6511.896,92.521,6511.896,0.000
228,646.334,6831.824,6831.824,6508.612,74.016,6508.612,0.000
229,649.350,6444.286,6444.286,6495.979,55.512,6495.979,0.000
230,652.367,6577.017,6577.017,6472.072,37.008,6472.072,0.000
231,655.384,6673.247,6673.247,6434.849,18.504,6434.849,0.000
232,658.401,6387.133,6387.133,6382.245,0.000,6382.245,0.000
233,661.419,6199.401,6199.401,6336.479,5.675,6336.479,0.000
234,664.437,6152.825,6152.825,6271.667,11.349,6271.667,0.000
235,667.455,5812.094,5812.094,6186.523,17.024,6186.523,0.000
236,670.475,5952.326,5952.326,6080.338,22.698,6080.338,0.000
237,673.494,5775.673,5775.673,5953.108,28.373,5953.108,0.000
238,676.514,5441.096,5441.096,5805.632,34.047,5805.632,0.000
239,679.535,5199.903,5199.903,5639.538,39.722,5639.538,0.000
240,682.555,4986.017,4986.017,5457.251,45.396,5457.251,0.000
241,685.577,4748.173,4748.173,5261.893,51.071,5261.893,0.000
242,688.598,4552.555,4552.555,5057.118,56.745,5057.118,0.000
243,691.620,4251.478,4251.478,4846.910,62.420,4846.910,0.000
244,694.643,4201.939,4201.939,4635.349,68.094,4635.349,0.000
245,697.666,3934.019,3934.019,4426.373,73.769,4426.373,0.000
246,700.689,3855.287,3855.287,4223.571,79.443,4223.571,0.000
247,703.713,3458.481,3458.481,4030.006,85.118,4030.006,0.000
248,706.737,3519.596,3519.596,3848.093,90.792,3848.093,0.000
249,709.762,3372.866,3372.866,3679.544,96.467,3679.544,0.000
250,712.787,3244.058,3244.058,3525.365,102.141,3525.365,0.000
251,715.812,3121.519,3121.519,3385.912,107.816,3385.912,0.000
252,718.838,3109.558,3109.558,3260.983,113.490,3260.983,0.000
253,721.864,2993.559,2993.559,3149.936,119.165,3149.936,0.000
254,724.890,2877.980,2877.980,3051.823,124.839,3051.823,0.000
255,727.917,2850.020,2850.020,2965.520,130.514,2965.520,0.000
256,730.945,2872.213,2872.213,2889.843,136.188,2889.843,0.000
257,733.972,2805.636,2805.636,2823.649,141.863,2823.649,0.000
258,737.000,2743.673,2743.673,2765.913,147.537,2765.913,0.000
259,740.029,2655.058,2655.058,2715.786,153.212,2715.786,0.000
260,743.057,2644.521,2644.521,2672.631,158.886,2672.631,0.000
261,746.086,2612.366,2612.366,2636.033,164.561,2636.033,0.000
262,749.116,2501.750,2501.750,2605.804,170.235,2605.804,0.000
263,752.145,2577.866,2577.866,2581.957,175.910,2581.957,0.000
264,755.176,2468.905,2468.905,2564.672,181.584,2564.672,0.000
265,758.206,2408.828,2408.828,2554.245,187.259,2554.245,0.000
266,761.237,2474.903,2474.903,2551.013,192.933,2551.013,0.000
267,764.268,2449.905,2449.905,2555.281,198.608,2555.281,0.000
268,767.299,2423.520,2423.520,2567.227,204.283,2567.227,0.000
269,770.331,2489.906,2489.906,2586.817,209.957,2586.817,0.000
270,773.363,2496.560,2496.560,2613.718,215.632,2613.718,0.000
271,776.396,2657.406,2657.406,2647.240,221.306,2647.240,0.000
272,779.429,2547.713,2547.713,2686.302,226.981,2686.302,0.000
273,782.462,2795.674,2795.674,2729.436,232.655,2729.436,0.000
274,785.495,2640.597,2640.597,2774.843,238.330,2774.843,0.000
275,788.529,2796.137,2796.137,2820.500,244.004,2820.500,0.000
276,791.563,2881.212,2881.212,2864.307,249.679,2864.307,0.000
277,794.597,2840.868,2840.868,2904.291,255.353,2904.291,0.000
278,797.632,3075.137,3075.137,2938.832,261.028,2938.832,0.000
279,800.666,3067.484,3067.484,2966.912,266.702,2966.912,0.000
280,803.702,3116.944,3116.944,2988.379,272.377,2988.379,0.000
281,806.737,3054.099,3054.099,3004.200,278.051,3004.200,0.000
282,809.773,3130.098,3130.098,3016.711,283.726,3016.711,0.000
283,812.809,3096.983,3096.983,3029.855,289.400,3029.855,0.000
284,815.845,3126.445,3126.445,3049.409,295.075,3049.409,0.000
285,818.882,3274.445,3274.445,3083.204,300.749,3083.204,0.000
286,821.919,3498.830,3498.830,3141.325,306.424,3141.325,0.000
287,824.956,3574.870,3574.870,3236.293,312.098,3236.293,0.000
288,827.993,3798.290,3798.290,3383.193,317.773,3383.193,0.000
289,831.031,4051.868,4051.868,3599.707,323.447,3599.707,0.000
290,834.069,4271.638,4271.638,3905.993,329.122,3905.993,0.000
291,837.107,4721.214,4721.214,4324.340,334.796,4324.340,0.000
292,840.146,5651.370,5651.370,4878.514,340.471,4878.514,0.000
293,843.184,6125.947,6125.947,5592.728,346.145,5592.728,0.000
294,846.223,6933.214,6933.214,6481.078,342.696,6481.078,0.000
295,849.262,8081.407,8081.407,7573.044,339.246,7573.044,0.000
296,852.302,9523.176,9523.176,8883.894,335.796,8883.894,0.000
297,855.341,10991.023,10991.023,10421.346,332.346,10421.346,0.000
298,858.381,12245.678,12245.678,12183.081,328.897,12183.081,0.000
299,861.422,14223.524,14223.524,14154.479,325.447,14154.479,0.000
300,864.462,16390.370,16390.370,16306.907,321.997,16306.907,0.000
301,867.502,18755.101,18755.101,18596.848,318.547,18596.848,0.000
302,870.543,20725.023,20725.023,20966.159,315.098,20966.159,0.000
303,873.584,23072.678,23072.678,23343.636,311.648,23343.636,0.000
304,876.626,25338.562,25338.562,25647.951,308.198,25647.951,0.000
305,879.667,27557.216,27557.216,27791.872,304.748,27791.872,0.000
306,882.709,29723.175,29723.175,29687.483,301.299,29687.483,0.000
307,885.751,30916.638,30916.638,31252.013,297.849,31252.013,0.000
308,888.793,32205.139,32205.139,32413.722,294.399,32413.722,0.000
309,891.835,32996.407,32996.407,33117.281,290.949,33117.281,0.000
310,894.877,33477.216,33477.216,33328.070,287.500,33328.070,0.000
311,897.920,33157.139,33157.139,33034.934,284.050,33034.934,0.000
312,900.963,32833.755,32833.755,32251.094,280.600,32251.094,0.000
313,904.006,31898.908,31898.908,31013.098,277.150,31013.098,0.000
314,907.049,30615.753,30615.753,29377.938,273.701,29377.938,0.000
315,910.093,28453.792,28453.792,27418.650,270.251,27418.650,0.000
316,913.136,26391.716,26391.716,25218.864,266.801,25218.864,0.000
317,916.180,24230.755,24230.755,22866.871,263.351,22866.871,0.000
318,919.224,21535.522,21535.522,20449.804,259.902,20449.804,0.000
319,922.268,18781.869,18781.869,18048.430,256.452,18048.430,0.000
320,925.313,16592.599,16592.599,15733.000,253.002,15733.000,0.000
321,928.357,14236.408,14236.408,13560.383,249.552,13560.383,0.000
322,931.402,12041.062,12041.062,11572.587,246.103,11572.587,0.000
323,934.447,10048.793,10048.793,9796.604,242.653,9796.604,0.000
324,937.491,8667.563,8667.563,8245.382,239.203,8245.382,0.000
325,940.537,7104.255,7104.255,6919.641,235.753,6919.641,0.000
326,943.582,5779.254,5779.254,5810.231,232.304,5810.231,0.000
327,946.627,4708.331,4708.331,4900.718,228.854,4900.718,0.000
328,949.673,3966.023,3966.023,4169.929,225.404,4169.929,0.000
329,952.719,3428.756,3428.756,3594.248,221.954,3594.248,0.000
330,955.764,3020.448,3020.448,3149.534,218.505,3149.534,0.000
331,958.810,2564.678,2564.678,2812.586,215.055,2812.586,0.000
332,961.856,2380.563,2380.563,2562.161,211.605,2562.161,0.000
333,964.903,2297.448,2297.448,2379.576,208.155,2379.576,0.000
334,967.949,2161.601,2161.601,2248.961,204.706,2248.961,0.000
335,970.996,2010.255,2010.255,2157.257,201.256,2157.257,0.000
336,974.042,1953.948,1953.948,2094.020,197.806,2094.020,0.000
337,977.089,1952.486,1952.486,2051.123,194.356,2051.123,0.000
338,980.136,1958.179,1958.179,2022.404,190.907,2022.404,0.000
339,983.183,1946.102,1946.102,2003.307,187.457,2003.307,0.000
340,986.230,1823.718,1823.718,1990.549,184.007,1990.549,0.000
341,989.277,1882.987,1882.987,1981.827,180.557,1981.827,0.000
342,992.324,1935.911,1935.911,1975.569,177.108,1975.569,0.000
343,995.372,1959.679,1959.679,1970.737,173.658,1970.737,0.000
344,998.419,1808.027,1808.027,1966.673,170.208,1966.673,0.000
345,1001.467,1939.757,1939.757,1962.983,166.758,1962.983,0.000
346,1004.515,1904.526,1904.526,1959.448,163.309,1959.448,0.000
347,1007.563,1911.756,1911.756,1955.964,159.859,1955.964,0.000
348,1010.610,2002.987,2002.987,1952.499,156.409,1952.499,0.000
349,1013.658,1821.794,1821.794,1949.063,152.959,1949.063,0.000
350,1016.706,2021.103,2021.103,1945.689,149.510,1945.689,0.000
351,1019.755,1907.526,1907.526,1942.418,146.060,1942.418,0.000
352,1022.803,1937.142,1937.142,1939.293,142.610,1939.293,0.000
353,1025.851,1848.296,1848.296,1936.354,139.160,1936.354,0.000
354,1028.900,1993.219,1993.219,1933.634,135.711,1933.634,0.000
355,1031.948,1962.257,1962.257,1931.158,132.261,1931.158,0.000
356,1034.997,1935.795,1935.795,1928.945,128.811,1928.945,0.000
357,1038.045,1933.026,1933.026,1927.005,125.361,1927.005,0.000
358,1041.094,1932.717,1932.717,1925.341,121.912,1925.341,0.000
359,1044.143,1981.873,1981.873,1923.951,118.462,1923.951,0.000
360,1047.191,1973.218,1973.218,1922.827,115.012,1922.827,0.000
361,1050.240,1970.603,1970.603,1921.957,111.562,1921.957,0.000
362,1053.289,1896.296,1896.296,1921.325,108.113,1921.325,0.000
363,1056.338,1951.179,1951.179,1920.911,104.663,1920.911,0.000
364,1059.387,1980.795,1980.795,1920.694,101.213,1920.694,0.000
365,1062.436,1938.526,1938.526,1924.741,101.858,1924.741,0.000
366,1065.485,1981.949,1981.949,1928.932,102.502,1928.932,0.000
367,1068.534,1905.372,1905.372,1933.237,103.147,1933.237,0.000
368,1071.584,1990.641,1990.641,1937.629,103.792,1937.629,0.000
369,1074.633,2000.758,2000.758,1942.076,104.436,1942.076,0.000
370,1077.682,1932.449,1932.449,1946.552,105.081,1946.552,0.000
371,1080.731,2003.796,2003.796,1951.031,105.726,1951.031,0.000
372,1083.781,1955.295,1955.295,1955.491,106.370,1955.491,0.000
373,1086.830,2012.334,2012.334,1959.916,107.015,1959.916,0.000
374,1089.879,2004.795,2004.795,1964.296,107.660,1964.296,0.000
375,1092.929,2017.679,2017.679,1968.624,108.304,1968.624,0.000
376,1095.978,2008.835,2008.835,1972.902,108.949,1972.902,0.000
377,1099.028,1981.333,1981.333,1977.134,109.594,1977.134,0.000
378,1102.077,2027.296,2027.296,1981.327,110.239,1981.327,0.000
379,1105.126,1986.988,1986.988,1985.490,110.883,1985.490,0.000
380,1108.176,2027.989,2027.989,1989.629,111.528,1989.629,0.000
381,1111.225,2027.758,2027.758,1993.745,112.173,1993.745,0.000
382,1114.275,2093.987,2093.987,1997.833,112.817,1997.833,0.000
383,1117.324,2030.411,2030.411,2001.881,113.462,2001.881,0.000
384,1120.374,1999.066,1999.066,2005.865,114.107,2005.865,0.000
385,1123.423,1980.834,1980.834,2009.755,114.751,2009.755,0.000
386,1126.473,1946.103,1946.103,2013.509,115.396,2013.509,0.000
387,1129.522,1931.335,1931.335,2017.082,116.041,2017.082,0.000
388,1132.572,2020.373,2020.373,2020.423,116.685,2020.423,0.000
389,1135.621,2118.681,2118.681,2023.483,117.330,2023.483,0.000
390,1138.671,2036.258,2036.258,2026.214,117.975,2026.214,0.000
391,1141.720,1969.681,1969.681,2028.577,118.619,2028.577,0.000
392,1144.770,2012.642,2012.642,2030.541,119.264,2030.541,0.000
393,1147.819,2104.296,2104.296,2032.091,119.909,2032.091,0.000
394,1150.868,1954.027,1954.027,2033.225,120.553,2033.225,0.000
395,1153.918,2047.066,2047.066,2033.957,121.198,2033.957,0.000
396,1156.967,2007.144,2007.144,2034.316,121.843,2034.316,0.000
397,1160.016,2061.759,2061.759,2034.347,122.487,2034.347,0.000
398,1163.066,2102.067,2102.067,2034.107,123.132,2034.107,0.000
399,1166.115,2098.605,2098.605,2033.662,123.777,2033.662,0.000
400,1169.164,2061.605,2061.605,2033.089,124.421,2033.089,0.000
401,1172.213,2029.836,2029.836,2032.465,125.066,2032.465,0.000
402,1175.262,2047.913,2047.913,2031.872,125.711,2031.872,0.000
403,1178.311,2072.799,2072.799,2031.388,126.355,2031.388,0.000
