ch,keV,net,fit,model,continuum_raw,Pb-212,Tl-208,Bi-212,Ra-224,Th-228,Rn-220
42,103.638,133429.809,133429.809,134988.220,76219.198,66089.584,54724.943,8443.040,5001.850,622.309,105.086
43,106.507,144420.427,144420.427,140883.392,79792.283,70233.200,56350.427,8694.643,4818.928,676.858,107.886
44,109.378,156127.663,156127.663,145112.809,83365.369,72523.553,58009.996,8941.467,4707.562,818.341,110.400
45,112.250,167085.617,167085.617,146442.657,86938.454,71652.617,59718.676,9186.628,4645.228,1125.119,112.856
46,115.124,179467.916,179467.916,145444.361,90511.540,68087.183,61472.217,9439.191,4637.105,1691.683,115.407
47,117.999,193230.058,193230.058,143953.438,94084.625,63639.194,63251.281,9707.534,4682.136,2553.574,118.103
48,120.875,207610.141,207610.141,143615.169,97657.711,60126.070,65026.668,9992.527,4764.753,3582.624,120.871
49,123.752,216573.927,216573.927,144849.252,101230.796,58357.651,66758.113,10284.302,4865.110,4458.825,123.557
50,126.631,217318.073,217318.073,147037.908,104803.882,58156.115,68404.019,10566.278,4970.715,4813.041,126.009
51,129.511,206786.795,206786.795,149415.093,108376.967,58960.161,69946.181,10825.290,5079.593,4473.932,128.169
52,132.392,189320.817,189320.817,151688.739,111950.053,60298.683,71402.393,11059.113,5195.843,3600.778,130.127
53,135.275,172569.586,172569.586,154022.469,115523.138,61909.384,72811.938,11274.912,5323.704,2568.624,132.066
54,138.158,156169.498,156169.498,156690.516,119096.224,63669.336,74214.495,11482.297,5464.689,1723.656,134.163
55,141.043,142562.182,142562.182,153704.945,116540.192,62862.325,72845.811,11269.910,5385.142,1207.887,132.020
56,143.930,133713.184,133713.184,151181.650,113984.161,62095.124,71530.796,11061.245,5315.500,1047.069,130.096
57,146.817,127550.374,127550.374,149032.197,111428.130,61329.859,70282.219,10858.295,5253.087,1178.653,128.294
58,149.706,123630.756,123630.756,147153.754,108872.099,60536.638,69096.606,10661.720,5194.913,1535.589,126.527
59,152.596,121520.975,121520.975,145444.877,106316.068,59705.273,67963.316,10472.134,5138.461,2039.175,124.788
60,155.487,119776.123,119776.123,143797.864,103760.037,58852.493,66877.507,10290.663,5082.480,2569.867,123.151
61,158.380,120084.844,120084.844,142099.231,101204.006,58015.618,65843.565,10118.060,5027.146,2971.442,121.727
62,161.274,120544.121,120544.121,140258.686,98647.975,57236.429,64868.132,9953.601,4973.606,3104.688,120.584
63,164.169,121795.909,121795.909,138251.945,96091.944,56544.500,63951.216,9795.244,4923.282,2916.374,119.708
64,167.065,125315.462,125315.462,136136.064,93535.913,55946.680,63081.837,9640.973,4877.146,2468.838,118.995
65,169.962,127510.481,127510.481,134016.067,90979.882,55427.165,62239.221,9490.126,4835.168,1904.537,118.281
66,172.861,130354.457,130354.457,131989.265,88423.851,54960.576,61397.599,9343.779,4796.358,1372.014,117.394
67,175.760,132740.508,132740.508,130113.711,85867.820,54534.769,60531.976,9203.929,4759.684,965.623,116.205
68,178.661,137737.868,137737.868,128420.261,83311.789,54172.706,59622.530,9071.802,4725.652,711.416,114.651
69,181.564,137052.656,137052.656,126946.362,80755.758,53939.594,58656.216,8946.197,4697.715,592.414,112.742
70,184.467,138548.549,138548.549,125753.905,78199.727,53925.550,57625.877,8822.936,4682.491,585.049,110.534
71,187.371,140154.916,140154.916,124911.242,75643.696,54204.591,56529.085,8696.003,4688.087,683.919,108.106
72,190.277,138478.678,138478.678,124451.323,73087.665,54787.016,55368.916,8559.843,4720.699,907.882,105.535
73,193.184,136604.875,136604.875,124345.764,70531.634,55602.396,54156.144,8411.466,4781.075,1290.376,102.893
74,196.092,136583.386,136583.386,124552.759,67975.603,56567.419,52909.724,8251.110,4864.407,1858.457,100.251
75,199.001,132290.687,132290.687,125202.472,65419.572,57794.500,51653.242,8081.315,4968.955,2605.411,97.682
76,201.911,130024.133,130024.133,126967.097,62863.541,59971.565,50408.617,7905.375,5118.837,3466.111,95.254
77,204.823,132325.133,132325.133,131608.014,60307.510,64883.389,49190.872,7726.293,5403.389,4309.745,93.016
78,207.735,135507.814,135507.814,143555.190,58728.126,76365.136,48453.472,7613.158,6065.549,4964.915,91.670
79,210.649,149659.091,149659.091,167331.419,57148.743,99278.804,47755.399,7502.736,7435.547,5267.162,90.501
80,213.564,184599.176,184599.176,210086.250,55569.359,140312.790,47104.982,7399.150,10050.839,5127.771,89.466
81,216.480,248437.429,248437.429,278936.327,53989.976,205901.431,46522.269,7307.867,14544.412,4570.580,88.532
82,219.397,351610.067,351610.067,377839.103,52410.592,299294.425,46043.079,7235.451,21452.961,3724.268,87.699
83,222.315,492137.111,492137.111,503759.266,50831.208,417074.637,45716.709,7188.852,30919.485,2771.361,87.012
84,225.235,644755.021,644755.021,643912.311,49251.825,546786.402,45596.720,7174.372,42385.013,1882.052,86.548
85,228.155,808661.702,808661.702,776259.739,47672.441,667643.708,45726.875,7196.416,54439.246,1165.896,86.396
86,231.077,899284.792,899284.792,874418.498,46093.058,755293.910,46126.169,7256.041,64995.910,658.640,86.620
87,233.999,946678.707,946678.707,915860.180,44513.674,789474.654,46777.169,7349.343,71831.321,339.242,87.232
88,236.923,922982.081,922982.081,890006.821,42934.290,761352.667,47621.830,7465.952,73317.692,159.288,88.158
89,239.848,822569.105,822569.105,802275.730,41354.907,676932.001,48570.307,7588.547,69026.210,68.175,89.238
90,242.774,692236.400,692236.400,671986.449,39775.523,554747.374,49529.488,7694.936,59896.550,26.595,90.238
91,245.701,536794.446,536794.446,525256.305,38196.139,419056.422,50452.296,7763.805,47882.136,9.455,90.915
92,248.629,390785.190,390785.190,386466.806,36616.756,291943.281,51391.169,7782.907,35254.024,3.063,91.084
93,251.558,268094.540,268094.540,272075.350,35037.372,187804.491,52520.087,7755.828,23902.089,0.904,90.679
94,254.488,183308.326,183308.326,188670.980,33457.989,111861.216,54093.367,7703.646,14921.503,0.243,89.750
95,257.419,129003.180,129003.180,134752.389,31878.605,62083.242,56341.746,7661.176,8576.520,0.060,88.413
96,260.351,99742.669,99742.669,104258.773,30299.221,32620.328,59341.810,7670.142,4538.475,0.013,86.798
97,263.285,89429.056,89429.056,89895.811,28719.838,16916.935,62910.698,7770.980,2211.007,0.003,85.012
98,266.219,84528.248,84528.248,85227.313,27140.454,9583.949,66574.245,7993.253,991.591,0.001,83.129
99,269.154,86721.905,86721.905,85486.861,25561.071,7012.266,69638.128,8344.785,409.370,0.000,81.198
100,272.091,87995.632,87995.632,87578.352,23981.687,7183.593,71357.091,8801.767,155.567,0.000,79.253
101,275.028,91421.097,91421.097,89755.208,22402.303,9165.226,71152.885,9304.320,54.414,0.000,77.312
102,277.967,91884.377,91884.377,91251.097,20822.920,12595.111,68799.833,9762.232,17.518,0.000,75.385
103,280.906,92734.357,92734.357,91933.214,19243.536,17279.698,64501.258,10072.610,5.190,0.000,73.470
104,283.846,92944.447,92944.447,91971.885,17664.153,22927.698,58824.305,10145.950,1.415,0.000,71.561
105,286.788,93416.978,93416.978,91543.089,16084.769,29016.875,52523.175,9932.111,0.355,0.000,69.648
106,289.730,92399.870,92399.870,90623.507,14505.385,34791.754,46326.820,9436.232,0.082,0.000,67.725
107,292.674,91252.637,91252.637,90236.006,14223.585,39429.787,41858.306,8879.539,0.017,0.000,67.468
108,295.618,89236.831,89236.831,88665.659,13941.784,42083.127,38315.798,8198.618,0.003,0.000,67.228
109,298.564,85034.763,85034.763,85558.607,13659.983,42257.476,35730.898,7502.330,0.001,0.000,67.022
110,301.510,78821.471,78821.471,80821.068,13378.182,39898.263,33970.216,6884.844,0.000,0.000,66.869
111,304.458,74712.072,74712.072,74710.993,13096.381,35407.705,32827.449,6408.182,0.000,0.000,66.784
112,307.406,67513.109,67513.109,67787.451,12814.581,29527.773,32095.567,6096.468,0.000,0.000,66.774
113,310.355,60336.310,60336.310,60750.161,12532.780,23135.824,31606.528,5940.107,0.000,0.000,66.839
114,313.306,54795.203,54795.203,54245.932,12250.979,17030.173,31242.386,5905.550,0.000,0.000,66.965
115,316.257,48118.327,48118.327,48719.998,11969.178,11776.474,30929.095,5946.440,0.000,0.000,67.136
116,319.209,44775.753,44775.753,44356.279,11687.377,7650.433,30624.009,6013.662,0.000,0.000,67.329
117,322.162,40388.692,40388.692,41105.708,11405.576,4669.751,30304.156,6063.438,0.000,0.000,67.523
118,325.117,38640.970,38640.970,38769.246,11123.776,2679.188,29958.202,6063.323,0.000,0.000,67.699
119,328.072,36500.159,36500.159,37092.894,10841.975,1446.168,29582.225,5995.831,0.000,0.000,67.845
120,331.028,35811.863,35811.863,35842.266,10560.174,736.169,29178.070,5859.256,0.000,0.000,67.951
121,333.984,34600.585,34600.585,34842.880,10278.373,355.768,28752.789,5665.499,0.000,0.000,68.010
122,336.942,33330.884,33330.884,33988.656,9996.572,166.532,28317.910,5435.400,0.000,0.000,68.006
123,339.901,32977.948,32977.948,33229.818,9714.772,80.281,27887.951,5192.869,0.000,0.000,67.915
124,342.861,32012.395,32012.395,32552.630,9432.971,46.505,27478.180,4959.458,0.000,0.000,67.691
125,345.821,31713.249,31713.249,31960.120,9151.170,39.243,27102.112,4750.700,0.000,0.000,67.275
126,348.783,31476.527,31476.527,31458.363,8869.369,46.826,26769.384,4574.782,0.000,0.000,66.589
127,351.745,30656.782,30656.782,31049.136,8587.568,65.060,26484.474,4433.270,0.000,0.000,65.555
128,354.709,30737.658,30737.658,30727.517,8305.768,93.147,26246.431,4323.071,0.000,0.000,64.099
129,357.673,30447.957,30447.957,30482.300,8023.967,131.326,26049.370,4238.668,0.000,0.000,62.172
130,360.638,30259.363,30259.363,30297.317,7742.166,179.480,25883.342,4173.976,0.000,0.000,59.762
131,363.604,30890.193,30890.193,30152.557,7460.365,236.295,25735.129,4123.485,0.000,0.000,56.895
132,366.571,30316.898,30316.898,30024.747,7178.564,298.828,25588.789,4082.737,0.000,0.000,53.645
133,369.538,30374.662,30374.662,29887.680,6896.764,362.496,25425.975,4048.348,0.000,0.000,50.118
134,372.507,30498.093,30498.093,29712.835,6614.963,421.531,25226.316,4017.805,0.000,0.000,46.446
135,375.476,29333.137,29333.137,29470.714,6333.162,469.831,24968.171,3989.215,0.000,0.000,42.764
136,378.447,30468.519,30468.519,29133.052,6051.361,502.055,24629.958,3961.113,0.000,0.000,39.198
137,381.418,29452.519,29452.519,28675.649,5769.560,514.679,24192.057,3932.341,0.000,0.000,35.849
138,384.390,27792.200,27792.200,28081.325,5487.760,506.724,23639.083,3902.013,0.000,0.000,32.788
139,387.363,28030.034,28030.034,27342.404,5205.959,479.965,22962.150,3869.528,0.000,0.000,30.049
140,390.336,26558.117,26558.117,26462.224,4924.158,438.529,22160.716,3834.634,0.000,0.000,27.641
141,393.311,25696.842,25696.842,25455.387,4642.357,388.044,21243.599,3797.504,0.000,0.000,25.544
142,396.286,24541.842,24541.842,24346.651,4360.556,334.529,20228.874,3758.833,0.000,0.000,23.726
143,399.262,23782.864,23782.864,23529.309,4439.435,283.455,19457.665,3764.893,0.000,0.000,22.607
144,402.239,22736.801,22736.801,22679.952,4518.314,238.619,18646.296,3772.662,0.000,0.000,21.684
145,405.217,21512.246,21512.246,21836.888,4597.192,202.144,17828.157,3784.977,0.000,0.000,20.919
146,408.196,20702.185,20702.185,21035.957,4676.071,174.365,17035.022,3805.600,0.000,0.000,20.276
147,411.175,20010.209,20010.209,20307.648,4754.950,154.188,16293.738,3839.302,0.000,0.000,19.727
148,414.156,19595.163,19595.163,19675.245,4833.828,139.630,15623.839,3891.830,0.000,0.000,19.249
149,417.137,18851.805,18851.805,19154.088,4912.707,128.413,15036.451,3969.698,0.000,0.000,18.827
150,420.119,18752.888,18752.888,18751.814,4991.586,118.466,14534.543,4079.653,0.000,0.000,18.451
151,423.101,18721.358,18721.358,18469.174,5070.464,108.277,14114.323,4227.757,0.000,0.000,18.115
152,426.085,18345.165,18345.165,18300.977,5149.343,97.044,13767.331,4418.081,0.000,0.000,17.817
153,429.069,18113.954,18113.954,18236.819,5228.222,84.648,13482.772,4651.136,0.000,0.000,17.557
154,432.054,18369.637,18369.637,18261.515,5307.100,71.490,13249.616,4922.367,0.000,0.000,17.336
155,435.040,18221.657,18221.657,18355.453,5385.979,58.266,13058.215,5221.111,0.000,0.000,17.153
156,438.026,18454.657,18454.657,18495.252,5464.858,45.729,12901.322,5530.483,0.000,0.000,17.009
157,441.013,18424.447,18424.447,18655.201,5543.736,34.515,12774.564,5828.510,0.000,0.000,16.901
158,444.002,18470.251,18470.251,18809.708,5622.615,25.032,12676.572,6090.564,0.000,0.000,16.826
159,446.990,18470.808,18470.808,18936.756,5701.494,17.436,12609.013,6292.811,0.000,0.000,16.781
160,449.980,18630.744,18630.744,19021.966,5780.373,11.660,12576.822,6416.006,0.000,0.000,16.759
161,452.970,18627.022,18627.022,19062.695,5859.251,7.485,12588.899,6448.832,0.000,0.000,16.757
162,455.961,18721.681,18721.681,19071.535,5938.130,4.612,12659.463,6389.965,0.000,0.000,16.770
163,458.953,18868.406,18868.406,19078.735,6017.009,2.727,12810.135,6248.349,0.000,0.000,16.795
164,461.946,19084.299,19084.299,19133.297,6095.887,1.547,13072.573,6041.614,0.000,0.000,16.829
165,464.939,19234.365,19234.365,19302.675,6174.766,0.842,13491.203,5793.018,0.000,0.000,16.873
166,467.933,19521.022,19521.022,19670.976,6253.645,0.440,14125.210,5527.655,0.000,0.000,16.928
167,470.928,20872.085,20872.085,20335.356,6332.523,0.221,15048.628,5268.761,0.000,0.000,17.001
168,473.923,22436.893,22436.893,21399.993,6411.402,0.106,16347.179,5034.859,0.000,0.000,17.100
169,476.919,23740.854,23740.854,22966.836,6490.281,0.049,18110.637,4838.160,0.000,0.000,17.239
170,479.916,27044.214,27044.214,25122.600,6569.159,0.022,20420.087,4684.296,0.000,0.000,17.442
171,482.914,29946.129,29946.129,27922.213,6648.038,0.009,23330.569,4573.132,0.000,0.000,17.746
172,485.912,32381.661,32381.661,31370.299,6726.917,0.004,26851.065,4500.260,0.000,0.000,18.211
173,488.911,37873.404,37873.404,35403.777,6805.795,0.001,30925.394,4458.690,0.000,0.000,18.930
174,491.911,42320.873,42320.873,39879.850,6884.674,0.001,35418.667,4440.372,0.000,0.000,20.047
175,494.911,46723.659,46723.659,44574.021,6963.553,0.000,40114.125,4437.352,0.000,0.000,21.777
176,497.912,51073.722,51073.722,49191.675,7042.431,0.000,44724.006,4442.463,0.000,0.000,24.437
177,500.914,56206.175,56206.175,53394.408,7121.310,0.000,48915.531,4449.639,0.000,0.000,28.466
178,503.916,59900.467,59900.467,56838.866,7200.189,0.000,52349.698,4453.937,0.000,0.000,34.456
179,506.919,61435.856,61435.856,59222.431,7279.067,0.000,54727.076,4451.419,0.000,0.000,43.157
180,509.923,63588.343,63588.343,60327.610,7357.946,0.000,55832.374,4438.984,0.000,0.000,55.470
181,512.927,63725.895,63725.895,60056.425,7436.825,0.000,55569.002,4414.237,0.000,0.000,72.399
182,515.932,62221.725,62221.725,58447.784,7515.703,0.000,53976.599,4375.435,0.000,0.000,94.958
183,518.938,59827.557,59827.557,55674.464,7594.582,0.000,51228.132,4321.501,0.000,0.000,124.033
184,521.944,55523.963,55523.963,52020.941,7673.461,0.000,47607.849,4252.085,0.000,0.000,160.204
185,524.951,51751.197,51751.197,47847.579,7752.339,0.000,43475.591,4167.641,0.000,0.000,203.537
186,527.959,46066.753,46066.753,43549.380,7831.218,0.000,39225.695,4069.469,0.000,0.000,253.399
187,530.967,41052.919,41052.919,39330.441,7722.607,0.000,35083.726,3937.815,0.000,0.000,308.083
188,533.976,37130.177,37130.177,35738.294,7613.995,0.000,31574.632,3797.344,0.000,0.000,365.498
189,536.986,33754.009,33754.009,33086.444,7505.384,0.000,29011.676,3651.423,0.000,0.000,422.523
190,539.996,32110.306,32110.306,31639.128,7396.773,0.000,27659.181,3503.635,0.000,0.000,475.488
191,543.007,31979.880,31979.880,31616.441,7288.162,0.000,27737.596,3357.480,0.000,0.000,520.537
192,546.018,34068.693,34068.693,33200.876,7179.550,0.000,29429.858,3216.111,0.000,0.000,554.076
193,549.030,37137.310,37137.310,36538.720,7070.939,0.000,32882.504,3082.145,0.000,0.000,573.237
194,552.043,42546.651,42546.651,41731.496,6962.328,0.000,38196.840,2957.536,0.000,0.000,576.282
195,555.056,48790.138,48790.138,48815.853,6853.716,0.000,45408.632,2843.526,0.000,0.000,562.855
196,558.070,58788.863,58788.863,57734.197,6745.105,0.000,54458.673,2740.652,0.000,0.000,534.028
197,561.084,67644.714,67644.714,68302.117,6636.494,0.000,65160.272,2648.845,0.000,0.000,492.153
198,564.099,79598.116,79598.116,80181.264,6527.883,0.000,77172.327,2567.560,0.000,0.000,440.528
199,567.115,90938.033,90938.033,92867.216,6419.271,0.000,89987.467,2495.929,0.000,0.000,382.968
200,570.131,102408.371,102408.371,105700.365,6310.660,0.000,102943.281,2432.899,0.000,0.000,323.333
201,573.148,114387.075,114387.075,117904.186,6202.049,0.000,115260.886,2377.341,0.000,0.000,265.107
202,576.165,123911.603,123911.603,128649.842,6093.437,0.000,126109.782,2328.122,0.000,0.000,211.088
203,579.183,131953.031,131953.031,137140.133,5984.826,0.000,134691.916,2284.153,0.000,0.000,163.218
204,582.202,136945.053,136945.053,142700.649,5876.215,0.000,140332.854,2244.402,0.000,0.000,122.554
205,585.221,140546.330,140546.330,144863.079,5767.604,0.000,142564.985,2207.905,0.000,0.000,89.359
206,588.240,140039.481,140039.481,143425.843,5658.992,0.000,141187.991,2173.766,0.000,0.000,63.269
207,591.261,134224.778,134224.778,138480.748,5550.381,0.000,136295.286,2141.162,0.000,0.000,43.499
208,594.281,127072.308,127072.308,130400.518,5441.770,0.000,128261.333,2109.364,0.000,0.000,29.040
209,597.303,116191.564,116191.564,119789.406,5333.158,0.000,117692.065,2077.757,0.000,0.000,18.826
210,600.324,104896.924,104896.924,107405.894,5224.547,0.000,105347.438,2045.876,0.000,0.000,11.850
211,603.347,91234.819,91234.819,94071.170,5115.936,0.000,92049.795,2013.431,0.000,0.000,7.243
212,606.370,77325.289,77325.289,80578.596,5007.325,0.000,78593.304,1980.325,0.000,0.000,4.299
213,609.393,64614.396,64614.396,67617.783,4898.713,0.000,65668.025,1946.647,0.000,0.000,2.477
214,612.417,52391.332,52391.332,55722.607,4790.102,0.000,53807.986,1912.635,0.000,0.000,1.386
215,615.442,41847.269,41847.269,45247.077,4681.491,0.000,43367.130,1878.631,0.000,0.000,0.753
216,618.467,32246.352,32246.352,36367.542,4572.879,0.000,34521.605,1845.012,0.000,0.000,0.397
217,621.492,25382.225,25382.225,29105.599,4464.268,0.000,27292.773,1812.130,0.000,0.000,0.204
218,624.518,19736.016,19736.016,23363.845,4355.657,0.000,21583.020,1780.264,0.000,0.000,0.101
219,627.545,15787.590,15787.590,18966.341,4247.046,0.000,17216.266,1749.597,0.000,0.000,0.049
220,630.572,12909.909,12909.909,15696.965,4138.434,0.000,13976.326,1720.216,0.000,0.000,0.023
221,633.600,10276.782,10276.782,13331.028,4029.823,0.000,11638.515,1692.129,0.000,0.000,0.010
222,636.628,9294.420,9294.420,11657.968,3921.212,0.000,9992.301,1665.312,0.000,0.000,0.005
223,639.656,8534.719,8534.719,10494.973,3812.600,0.000,8854.882,1639.760,0.000,0.000,0.002
224,642.685,7968.018,7968.018,9692.875,3703.989,0.000,8077.000,1615.565,0.000,0.000,0.001
225,645.715,7518.145,7518.145,9136.330,3595.378,0.000,7543.038,1593.000,0.000,0.000,0.000
226,648.745,7330.889,7330.889,8740.451,3486.767,0.000,7167.541,1572.634,0.000,0.000,0.000
227,651.775,7387.678,7387.678,8445.762,3378.155,0.000,6890.021,1555.480,0.000,0.000,0.000
228,654.806,7394.378,7394.378,8212.832,3269.544,0.000,6669.404,1543.179,0.000,0.000,0.000
229,657.838,7235.400,7235.400,8017.461,3160.933,0.000,6478.973,1538.251,0.000,0.000,0.000
230,660.870,6834.018,6834.018,7846.814,3052.321,0.000,6302.189,1544.399,0.000,0.000,0.000
231,663.902,7344.315,7344.315,7696.588,2943.710,0.000,6129.494,1566.878,0.000,0.000,0.000
232,666.935,7287.274,7287.274,7569.110,2835.099,0.000,5955.992,1612.913,0.000,0.000,0.000
233,669.968,7209.656,7209.656,7472.129,2726.487,0.000,5779.819,1692.113,0.000,0.000,0.000
234,673.002,7433.592,7433.592,7418.067,2617.876,0.000,5601.028,1816.851,0.000,0.000,0.000
235,676.036,7611.189,7611.189,7423.477,2509.265,0.000,5420.814,2002.483,0.000,0.000,0.000
236,679.071,8016.699,8016.699,7508.465,2400.654,0.000,5240.965,2267.328,0.000,0.000,0.000
237,682.106,8213.680,8213.680,7695.894,2292.042,0.000,5063.470,2632.259,0.000,0.000,0.000
238,685.142,8585.403,8585.403,8010.184,2183.431,0.000,4890.235,3119.789,0.000,0.000,0.000
239,688.178,9197.977,9197.977,8475.613,2074.820,0.000,4722.895,3752.565,0.000,0.000,0.000
240,691.214,10003.018,10003.018,9213.225,2065.359,0.000,4644.532,4568.544,0.000,0.000,0.000
241,694.251,10910.573,10910.573,10140.653,2055.897,0.000,4574.329,5566.177,0.000,0.000,0.000
242,697.288,11792.996,11792.996,11266.533,2046.436,0.000,4512.831,6753.557,0.000,0.000,0.000
243,700.326,13201.826,13201.826,12588.309,2036.975,0.000,4460.322,8127.844,0.000,0.000,0.000
244,703.364,14466.634,14466.634,14089.586,2027.514,0.000,4416.954,9672.491,0.000,0.000,0.000
245,706.403,16136.232,16136.232,15738.338,2018.053,0.000,4382.887,11355.311,0.000,0.000,0.000
246,709.442,17653.614,17653.614,17486.435,2008.592,0.000,4358.426,13127.870,0.000,0.000,0.000
247,712.481,19370.254,19370.254,19270.853,1999.131,0.000,4344.117,14926.598,0.000,0.000,0.000
248,715.521,21057.510,21057.510,21016.749,1989.669,0.000,4340.803,16675.809,0.000,0.000,0.000
249,718.561,22782.106,22782.106,22642.326,1980.208,0.000,4349.619,18292.570,0.000,0.000,0.000
250,721.602,24203.531,24203.531,24065.123,1970.747,0.000,4371.912,19693.073,0.000,0.000,0.000
251,724.642,25332.339,25332.339,25209.105,1961.286,0.000,4409.104,20799.862,0.000,0.000,0.000
252,727.684,26071.424,26071.424,26011.721,1951.825,0.000,4462.487,21549.092,0.000,0.000,0.000
253,730.726,27296.639,27296.639,26430.013,1942.364,0.000,4532.984,21896.884,0.000,0.000,0.000
254,733.768,26772.147,26772.147,26444.955,1932.903,0.000,4620.875,21823.927,0.000,0.000,0.000
255,736.810,26823.446,26823.446,26063.384,1923.441,0.000,4725.553,21337.668,0.000,0.000,0.000
256,739.853,26248.086,26248.086,25317.243,1913.980,0.000,4845.305,20471.759,0.000,0.000,0.000
257,742.896,25060.809,25060.809,24260.215,1904.519,0.000,4977.191,19282.821,0.000,0.000,0.000
258,745.940,23927.680,23927.680,22962.211,1895.058,0.000,5117.023,17844.953,0.000,0.000,0.000
259,748.984,22433.531,22433.531,21502.465,1885.597,0.000,5259.483,16242.701,0.000,0.000,0.000
260,752.028,20888.767,20888.767,19962.135,1876.136,0.000,5398.387,14563.405,0.000,0.000,0.000
261,755.073,19427.213,19427.213,18417.341,1866.675,0.000,5527.075,12889.839,0.000,0.000,0.000
