ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Ra-224,Bi-212,Rn-220,Xray-Pb,Xray-Th
2913,987.911,66.340,109.062,25.897,80.614,27.386,0.000,0.000,1.062,0.000,0.000,0.000
2914,988.241,56.487,108.038,25.880,79.585,27.393,0.000,0.000,1.059,0.000,0.000,0.000
2915,988.572,62.413,107.012,25.864,78.556,27.399,0.000,0.000,1.057,0.000,0.000,0.000
2916,988.903,50.525,105.987,25.848,77.527,27.406,0.000,0.000,1.054,0.000,0.000,0.000
2917,989.234,75.599,104.960,25.832,76.497,27.412,0.000,0.000,1.052,0.000,0.000,0.000
2918,989.564,58.932,103.935,25.815,75.468,27.417,0.000,0.000,1.050,0.000,0.000,0.000
2919,989.895,59.265,102.909,25.799,74.439,27.422,0.000,0.000,1.047,0.000,0.000,0.000
2920,990.226,38.413,101.885,25.783,73.412,27.427,0.000,0.000,1.045,0.000,0.000,0.000
2921,990.557,61.414,100.862,25.767,72.387,27.432,0.000,0.000,1.043,0.000,0.000,0.000
2922,990.887,51.711,99.841,25.751,71.364,27.437,0.000,0.000,1.041,0.000,0.000,0.000
2923,991.218,59.377,98.822,25.734,70.343,27.441,0.000,0.000,1.039,0.000,0.000,0.000
2924,991.549,54.747,97.806,25.718,69.325,27.445,0.000,0.000,1.037,0.000,0.000,0.000
2925,991.880,72.747,96.793,25.702,68.310,27.448,0.000,0.000,1.035,0.000,0.000,0.000
2926,992.210,61.710,95.783,25.686,67.299,27.452,0.000,0.000,1.033,0.000,0.000,0.000
2927,992.541,50.266,94.777,25.669,66.292,27.455,0.000,0.000,1.031,0.000,0.000,0.000
2928,992.872,61.822,93.775,25.653,65.289,27.457,0.000,0.000,1.029,0.000,0.000,0.000
2929,993.202,45.377,92.778,25.637,64.290,27.460,0.000,0.000,1.028,0.000,0.000,0.000
2930,993.533,56.599,91.785,25.621,63.297,27.462,0.000,0.000,1.026,0.000,0.000,0.000
2931,993.863,55.969,90.797,25.604,62.309,27.464,0.000,0.000,1.024,0.000,0.000,0.000
2932,994.194,52.636,89.815,25.588,61.327,27.466,0.000,0.000,1.023,0.000,0.000,0.000
2933,994.525,52.636,88.839,25.572,60.350,27.467,0.000,0.000,1.021,0.000,0.000,0.000
2934,994.855,57.710,87.868,25.556,59.380,27.469,0.000,0.000,1.019,0.000,0.000,0.000
2935,995.186,53.191,86.904,25.540,58.417,27.470,0.000,0.000,1.018,0.000,0.000,0.000
2936,995.516,56.636,85.947,25.523,57.460,27.470,0.000,0.000,1.017,0.000,0.000,0.000
2937,995.847,60.377,84.997,25.507,56.511,27.471,0.000,0.000,1.015,0.000,0.000,0.000
2938,996.178,45.487,84.054,25.491,55.568,27.471,0.000,0.000,1.014,0.000,0.000,0.000
2939,996.508,55.155,83.118,25.475,54.634,27.471,0.000,0.000,1.013,0.000,0.000,0.000
2940,996.839,49.080,82.190,25.458,53.707,27.471,0.000,0.000,1.011,0.000,0.000,0.000
2941,997.169,45.969,81.270,25.442,52.789,27.471,0.000,0.000,1.010,0.000,0.000,0.000
2942,997.500,45.932,80.359,25.426,51.879,27.470,0.000,0.000,1.009,0.000,0.000,0.000
2943,997.830,49.265,79.456,25.410,50.978,27.470,0.000,0.000,1.008,0.000,0.000,0.000
2944,998.161,41.747,78.561,25.394,50.085,27.469,0.000,0.000,1.007,0.000,0.000,0.000
2945,998.491,40.636,77.676,25.377,49.202,27.468,0.000,0.000,1.006,0.000,0.000,0.000
2946,998.821,49.562,76.799,25.361,48.328,27.467,0.000,0.000,1.005,0.000,0.000,0.000
2947,999.152,43.154,75.932,25.345,47.463,27.465,0.000,0.000,1.004,0.000,0.000,0.000
2948,999.482,44.191,75.074,25.329,46.607,27.463,0.000,0.000,1.003,0.000,0.000,0.000
2949,999.813,58.155,74.225,25.312,45.762,27.461,0.000,0.000,1.003,0.000,0.000,0.000
2950,1000.143,43.229,73.386,25.296,44.926,27.459,0.000,0.000,1.002,0.000,0.000,0.000
2951,1000.474,61.265,72.557,25.280,44.100,27.456,0.000,0.000,1.001,0.000,0.000,0.000
