ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Ra-224,Bi-212,Rn-220,Xray-Pb,Xray-Th
7081,2452.943,10.445,9.221,0.000,0.000,9.221,0.000,0.000,0.000,0.000,0.000,0.000
7082,2453.393,11.963,9.220,0.000,0.000,9.220,0.000,0.000,0.000,0.000,0.000,0.000
7083,2453.843,11.667,9.219,0.000,0.000,9.219,0.000,0.000,0.000,0.000,0.000,0.000
7084,2454.294,9.667,9.219,0.000,0.000,9.219,0.000,0.000,0.000,0.000,0.000,0.000
7085,2454.744,7.741,9.219,0.000,0.000,9.219,0.000,0.000,0.000,0.000,0.000,0.000
7086,2455.194,12.593,9.220,0.000,0.000,9.220,0.000,0.000,0.000,0.000,0.000,0.000
7087,2455.645,7.815,9.221,0.000,0.000,9.221,0.000,0.000,0.000,0.000,0.000,0.000
7088,2456.096,6.037,9.223,0.000,0.000,9.223,0.000,0.000,0.000,0.000,0.000,0.000
7089,2456.546,11.593,9.225,0.000,0.000,9.225,0.000,0.000,0.000,0.000,0.000,0.000
7090,2456.997,8.889,9.228,0.000,0.000,9.228,0.000,0.000,0.000,0.000,0.000,0.000
7091,2457.448,14.037,9.231,0.000,0.000,9.231,0.000,0.000,0.000,0.000,0.000,0.000
7092,2457.899,15.037,9.235,0.000,0.000,9.235,0.000,0.000,0.000,0.000,0.000,0.000
7093,2458.350,14.815,9.239,0.000,0.000,9.239,0.000,0.000,0.000,0.000,0.000,0.000
7094,2458.801,11.889,9.244,0.000,0.000,9.244,0.000,0.000,0.000,0.000,0.000,0.000
7095,2459.253,11.185,9.249,0.000,0.000,9.249,0.000,0.000,0.000,0.000,0.000,0.000
7096,2459.704,8.667,9.255,0.000,0.000,9.254,0.000,0.000,0.000,0.000,0.000,0.000
7097,2460.156,5.593,9.261,0.000,0.000,9.261,0.000,0.000,0.000,0.000,0.000,0.000
7098,2460.607,7.445,9.267,0.000,0.000,9.267,0.000,0.000,0.000,0.000,0.000,0.000
7099,2461.059,16.593,9.275,0.000,0.000,9.274,0.000,0.000,0.000,0.000,0.000,0.000
7100,2461.511,12.889,9.282,0.000,0.000,9.282,0.000,0.000,0.000,0.000,0.000,0.000
7101,2461.963,12.815,9.291,0.000,0.000,9.290,0.000,0.000,0.000,0.000,0.000,0.000
7102,2462.415,6.001,9.299,0.000,0.000,9.299,0.000,0.000,0.000,0.000,0.000,0.000
7103,2462.867,15.111,9.308,0.000,0.000,9.308,0.000,0.000,0.000,0.000,0.000,0.000
7104,2463.319,12.815,9.318,0.000,0.000,9.318,0.000,0.000,0.000,0.000,0.000,0.000
7105,2463.772,11.371,9.329,0.000,0.000,9.328,0.000,0.000,0.000,0.000,0.000,0.000
7106,2464.224,8.963,9.339,0.000,0.000,9.339,0.000,0.000,0.000,0.000,0.000,0.000
7107,2464.677,17.815,9.351,0.000,0.000,9.351,0.000,0.000,0.000,0.000,0.000,0.000
7108,2465.129,12.963,9.363,0.000,0.000,9.363,0.000,0.000,0.000,0.000,0.000,0.000
7109,2465.582,10.815,9.375,0.000,0.000,9.375,0.000,0.000,0.000,0.000,0.000,0.000
7110,2466.035,9.408,9.388,0.000,0.000,9.388,0.000,0.000,0.000,0.000,0.000,0.000
7111,2466.488,19.667,9.402,0.000,0.000,9.402,0.000,0.000,0.000,0.000,0.000,0.000
7112,2466.941,8.519,9.416,0.000,0.000,9.416,0.000,0.000,0.000,0.000,0.000,0.000
7113,2467.394,15.111,9.431,0.000,0.000,9.431,0.000,0.000,0.000,0.000,0.000,0.000
7114,2467.847,8.223,9.446,0.000,0.000,9.446,0.000,0.000,0.000,0.000,0.000,0.000
7115,2468.301,6.037,9.462,0.000,0.000,9.462,0.000,0.000,0.000,0.000,0.000,0.000
7116,2468.754,12.963,9.478,0.000,0.000,9.478,0.000,0.000,0.000,0.000,0.000,0.000
7117,2469.208,13.185,9.495,0.000,0.000,9.495,0.000,0.000,0.000,0.000,0.000,0.000
7118,2469.661,11.889,9.513,0.000,0.000,9.513,0.000,0.000,0.000,0.000,0.000,0.000
7119,2470.115,17.037,9.531,0.000,0.000,9.531,0.000,0.000,0.000,0.000,0.000,0.000
7120,2470.569,10.037,9.550,0.000,0.000,9.550,0.000,0.000,0.000,0.000,0.000,0.000
7121,2471.023,14.111,9.569,0.000,0.000,9.569,0.000,0.000,0.000,0.000,0.000,0.000
7122,2471.477,10.445,9.589,0.000,0.000,9.589,0.000,0.000,0.000,0.000,0.000,0.000
7123,2471.931,5.741,9.610,0.000,0.000,9.610,0.000,0.000,0.000,0.000,0.000,0.000
7124,2472.385,10.593,9.631,0.000,0.000,9.631,0.000,0.000,0.000,0.000,0.000,0.000
7125,2472.840,11.037,9.653,0.000,0.000,9.653,0.000,0.000,0.000,0.000,0.000,0.000
7126,2473.294,15.149,9.675,0.000,0.000,9.675,0.000,0.000,0.000,0.000,0.000,0.000
7127,2473.749,11.593,9.700,0.002,0.000,9.700,0.000,0.000,0.000,0.000,0.000,0.000
7128,2474.204,10.111,9.725,0.003,0.000,9.725,0.000,0.000,0.000,0.000,0.000,0.000
7129,2474.658,13.519,9.751,0.005,0.000,9.751,0.000,0.000,0.000,0.000,0.000,0.000
7130,2475.113,9.334,9.778,0.007,0.000,9.778,0.000,0.000,0.000,0.000,0.000,0.000
7131,2475.568,6.445,9.805,0.008,0.000,9.805,0.000,0.000,0.000,0.000,0.000,0.000
7132,2476.023,8.815,9.833,0.010,0.000,9.833,0.000,0.000,0.000,0.000,0.000,0.000
7133,2476.479,9.889,9.861,0.011,0.000,9.861,0.000,0.000,0.000,0.000,0.000,0.000
7134,2476.934,10.889,9.890,0.013,0.000,9.890,0.000,0.000,0.000,0.000,0.000,0.000
7135,2477.389,9.741,9.920,0.015,0.000,9.920,0.000,0.000,0.000,0.000,0.000,0.000
7136,2477.845,10.593,9.951,0.016,0.000,9.951,0.000,0.000,0.000,0.000,0.000,0.000
7137,2478.301,10.371,9.982,0.018,0.000,9.982,0.000,0.000,0.000,0.000,0.000,0.000
7138,2478.756,20.185,10.014,0.020,0.000,10.013,0.000,0.000,0.000,0.000,0.000,0.000
7139,2479.212,8.519,10.046,0.021,0.000,10.046,0.000,0.000,0.000,0.000,0.000,0.000
7140,2479.668,13.889,10.079,0.023,0.000,10.079,0.000,0.000,0.000,0.000,0.000,0.000
7141,2480.124,5.667,10.113,0.024,0.000,10.113,0.000,0.000,0.000,0.000,0.000,0.000
7142,2480.580,5.741,10.147,0.026,0.000,10.147,0.000,0.000,0.000,0.000,0.000,0.000
7143,2481.036,18.519,10.182,0.028,0.000,10.182,0.000,0.000,0.000,0.000,0.000,0.000
7144,2481.493,15.963,10.218,0.029,0.000,10.218,0.000,0.000,0.000,0.000,0.000,0.000
7145,2481.949,10.593,10.255,0.031,0.000,10.255,0.000,0.000,0.000,0.000,0.000,0.000
7146,2482.406,14.815,10.292,0.033,0.000,10.292,0.000,0.000,0.000,0.000,0.000,0.000
7147,2482.862,11.075,10.330,0.034,0.000,10.330,0.000,0.000,0.000,0.000,0.000,0.000
7148,2483.319,9.223,10.369,0.036,0.000,10.368,0.000,0.000,0.000,0.000,0.000,0.000
7149,2483.776,14.445,10.408,0.037,0.000,10.408,0.000,0.000,0.000,0.000,0.000,0.000
7150,2484.233,17.445,10.448,0.039,0.000,10.448,0.000,0.000,0.000,0.000,0.000,0.000
7151,2484.690,10.667,10.489,0.041,0.000,10.488,0.000,0.000,0.000,0.000,0.000,0.000
7152,2485.147,8.519,10.530,0.042,0.000,10.530,0.000,0.000,0.000,0.000,0.000,0.000
7153,2485.605,9.963,10.572,0.044,0.000,10.572,0.000,0.000,0.000,0.000,0.000,0.000
7154,2486.062,12.889,10.615,0.046,0.000,10.615,0.000,0.000,0.000,0.000,0.000,0.000
7155,2486.519,14.593,10.659,0.047,0.000,10.659,0.000,0.000,0.000,0.000,0.000,0.000
7156,2486.977,12.815,10.703,0.049,0.000,10.703,0.000,0.000,0.000,0.000,0.000,0.000
7157,2487.435,11.593,10.749,0.050,0.000,10.748,0.000,0.000,0.000,0.000,0.000,0.000
7158,2487.893,12.667,10.794,0.052,0.000,10.794,0.000,0.000,0.000,0.000,0.000,0.000
7159,2488.350,9.371,10.841,0.054,0.000,10.841,0.000,0.000,0.000,0.000,0.000,0.000
7160,2488.808,15.519,10.889,0.055,0.000,10.888,0.000,0.000,0.000,0.000,0.000,0.000
7161,2489.267,11.371,10.937,0.057,0.000,10.937,0.000,0.000,0.000,0.000,0.000,0.000
7162,2489.725,10.667,10.986,0.059,0.000,10.986,0.000,0.000,0.000,0.000,0.000,0.000
7163,2490.183,19.963,11.036,0.060,0.000,11.035,0.000,0.000,0.000,0.000,0.000,0.000
7164,2490.642,15.297,11.086,0.062,0.000,11.086,0.000,0.000,0.000,0.000,0.000,0.000
7165,2491.100,12.593,11.138,0.063,0.000,11.137,0.000,0.000,0.000,0.000,0.000,0.000
7166,2491.559,13.963,11.190,0.065,0.000,11.190,0.000,0.000,0.000,0.000,0.000,0.000
7167,2492.017,15.037,11.243,0.067,0.000,11.242,0.000,0.000,0.000,0.000,0.000,0.000
7168,2492.476,22.815,11.296,0.068,0.000,11.296,0.000,0.000,0.000,0.000,0.000,0.000
7169,2492.935,15.111,11.351,0.070,0.000,11.351,0.000,0.000,0.000,0.000,0.000,0.000
7170,2493.394,11.297,11.406,0.072,0.000,11.406,0.000,0.000,0.000,0.000,0.000,0.000
7171,2493.854,17.371,11.463,0.073,0.000,11.462,0.000,0.000,0.000,0.000,0.000,0.000
7172,2494.313,9.852,11.520,0.075,0.000,11.520,0.000,0.000,0.000,0.000,0.000,0.000
7173,2494.772,15.297,11.578,0.076,0.000,11.577,0.000,0.000,0.000,0.000,0.000,0.000
7174,2495.232,16.037,11.636,0.078,0.000,11.636,0.000,0.000,0.000,0.000,0.000,0.000
7175,2495.691,18.297,11.696,0.080,0.000,11.696,0.000,0.000,0.000,0.000,0.000,0.000
7176,2496.151,13.815,11.756,0.081,0.000,11.756,0.000,0.000,0.000,0.000,0.000,0.000
7177,2496.611,13.593,11.818,0.083,0.000,11.818,0.000,0.000,0.000,0.000,0.000,0.000
7178,2497.071,10.593,11.880,0.085,0.000,11.880,0.000,0.000,0.000,0.000,0.000,0.000
7179,2497.531,12.519,11.943,0.086,0.000,11.943,0.000,0.000,0.000,0.000,0.000,0.000
7180,2497.991,12.815,12.007,0.088,0.000,12.007,0.000,0.000,0.000,0.000,0.000,0.000
7181,2498.451,13.223,12.072,0.089,0.000,12.072,0.000,0.000,0.000,0.000,0.000,0.000
7182,2498.911,9.926,12.138,0.091,0.000,12.137,0.000,0.000,0.000,0.000,0.000,0.000
7183,2499.372,16.667,12.204,0.093,0.000,12.204,0.000,0.000,0.000,0.000,0.000,0.000
7184,2499.832,23.445,12.272,0.094,0.000,12.272,0.000,0.000,0.000,0.000,0.000,0.000
7185,2500.293,14.593,12.340,0.096,0.000,12.340,0.000,0.000,0.000,0.000,0.000,0.000
7186,2500.754,16.297,12.410,0.098,0.000,12.409,0.000,0.000,0.000,0.000,0.000,0.000
7187,2501.214,15.667,12.480,0.099,0.000,12.480,0.000,0.000,0.000,0.000,0.000,0.000
7188,2501.675,13.037,12.551,0.101,0.000,12.551,0.000,0.000,0.000,0.000,0.000,0.000
7189,2502.136,14.926,12.624,0.103,0.000,12.623,0.000,0.000,0.000,0.000,0.000,0.000
7190,2502.598,23.741,12.697,0.104,0.000,12.697,0.000,0.000,0.000,0.000,0.000,0.000
7191,2503.059,13.037,12.771,0.106,0.000,12.771,0.000,0.000,0.000,0.000,0.000,0.000
7192,2503.520,16.519,12.846,0.107,0.000,12.846,0.000,0.000,0.000,0.000,0.000,0.000
7193,2503.982,18.519,12.922,0.109,0.000,12.922,0.000,0.000,0.000,0.000,0.000,0.000
7194,2504.443,18.149,12.999,0.111,0.000,12.999,0.000,0.000,0.000,0.000,0.000,0.000
7195,2504.905,18.519,13.077,0.112,0.000,13.077,0.000,0.000,0.000,0.000,0.000,0.000
7196,2505.367,14.297,13.157,0.114,0.000,13.156,0.000,0.000,0.000,0.000,0.000,0.000
7197,2505.829,22.037,13.237,0.116,0.000,13.237,0.000,0.000,0.000,0.000,0.000,0.000
7198,2506.291,12.778,13.318,0.117,0.000,13.318,0.000,0.000,0.000,0.000,0.000,0.000
7199,2506.753,19.815,13.400,0.119,0.000,13.400,0.000,0.000,0.000,0.000,0.000,0.000
7200,2507.215,16.149,13.483,0.120,0.000,13.483,0.000,0.000,0.000,0.000,0.000,0.000
7201,2507.677,22.001,13.567,0.122,0.000,13.567,0.000,0.000,0.000,0.000,0.000,0.000
7202,2508.140,19.519,13.653,0.124,0.000,13.653,0.000,0.000,0.000,0.000,0.000,0.000
7203,2508.602,13.037,13.739,0.125,0.000,13.739,0.000,0.000,0.000,0.000,0.000,0.000
7204,2509.065,5.482,13.826,0.127,0.000,13.826,0.000,0.000,0.000,0.000,0.000,0.000
7205,2509.528,16.852,13.915,0.129,0.000,13.915,0.000,0.000,0.000,0.000,0.000,0.000
7206,2509.991,19.519,14.005,0.130,0.000,14.004,0.000,0.000,0.000,0.000,0.000,0.000
7207,2510.454,13.001,14.095,0.132,0.000,14.095,0.000,0.000,0.000,0.000,0.000,0.000
7208,2510.917,21.593,14.187,0.133,0.000,14.187,0.000,0.000,0.000,0.000,0.000,0.000
7209,2511.380,15.223,14.280,0.135,0.000,14.280,0.000,0.000,0.000,0.000,0.000,0.000
7210,2511.843,19.297,14.374,0.137,0.000,14.374,0.000,0.000,0.000,0.000,0.000,0.000
7211,2512.307,28.223,14.469,0.138,0.000,14.469,0.000,0.000,0.000,0.000,0.000,0.000
7212,2512.770,26.926,14.565,0.140,0.000,14.565,0.000,0.000,0.000,0.000,0.000,0.000
7213,2513.234,12.001,14.662,0.142,0.000,14.662,0.000,0.000,0.000,0.000,0.000,0.000
7214,2513.698,17.408,14.761,0.143,0.000,14.761,0.000,0.000,0.000,0.000,0.000,0.000
7215,2514.161,23.889,14.861,0.145,0.000,14.860,0.000,0.000,0.000,0.000,0.000,0.000
7216,2514.625,16.556,14.961,0.146,0.000,14.961,0.000,0.000,0.000,0.000,0.000,0.000
7217,2515.089,23.001,15.063,0.148,0.000,15.063,0.000,0.000,0.000,0.000,0.000,0.000
7218,2515.554,20.371,15.166,0.150,0.000,15.166,0.000,0.000,0.000,0.000,0.000,0.000
7219,2516.018,18.704,15.271,0.151,0.000,15.271,0.000,0.000,0.000,0.000,0.000,0.000
7220,2516.482,13.630,15.376,0.153,0.000,15.376,0.000,0.000,0.000,0.000,0.000,0.000
7221,2516.947,26.371,15.483,0.155,0.000,15.483,0.000,0.000,0.000,0.000,0.000,0.000
7222,2517.411,22.297,15.591,0.156,0.000,15.591,0.000,0.000,0.000,0.000,0.000,0.000
7223,2517.876,24.371,15.700,0.158,0.000,15.700,0.000,0.000,0.000,0.000,0.000,0.000
7224,2518.341,24.926,15.811,0.159,0.000,15.810,0.000,0.000,0.000,0.000,0.000,0.000
7225,2518.806,19.704,15.922,0.161,0.000,15.922,0.000,0.000,0.000,0.000,0.000,0.000
7226,2519.271,20.852,16.035,0.163,0.000,16.035,0.000,0.000,0.000,0.000,0.000,0.000
7227,2519.736,21.593,16.149,0.164,0.000,16.149,0.000,0.000,0.000,0.000,0.000,0.000
7228,2520.201,12.445,16.265,0.166,0.000,16.265,0.000,0.000,0.000,0.000,0.000,0.000
7229,2520.666,24.075,16.381,0.168,0.000,16.381,0.000,0.000,0.000,0.000,0.000,0.000
7230,2521.132,12.926,16.499,0.169,0.000,16.499,0.000,0.000,0.000,0.000,0.000,0.000
7231,2521.597,19.445,16.619,0.171,0.000,16.619,0.000,0.000,0.000,0.000,0.000,0.000
7232,2522.063,23.149,16.739,0.172,0.000,16.739,0.000,0.000,0.000,0.000,0.000,0.000
7233,2522.529,17.223,16.861,0.174,0.000,16.861,0.000,0.000,0.000,0.000,0.000,0.000
7234,2522.995,28.852,16.985,0.176,0.000,16.984,0.000,0.000,0.000,0.000,0.000,0.000
7235,2523.461,18.445,17.109,0.177,0.000,17.109,0.000,0.000,0.000,0.000,0.000,0.000
7236,2523.927,32.593,17.235,0.179,0.000,17.235,0.000,0.000,0.000,0.000,0.000,0.000
7237,2524.393,27.482,17.363,0.181,0.000,17.362,0.000,0.000,0.000,0.000,0.000,0.000
7238,2524.859,35.408,17.491,0.182,0.000,17.491,0.000,0.000,0.000,0.000,0.000,0.000
7239,2525.326,23.630,17.622,0.184,0.000,17.621,0.000,0.000,0.000,0.000,0.000,0.000
7240,2525.792,27.519,17.753,0.185,0.000,17.753,0.000,0.000,0.000,0.000,0.000,0.000
7241,2526.259,19.297,17.886,0.187,0.000,17.886,0.000,0.000,0.000,0.000,0.000,0.000
7242,2526.726,19.926,18.020,0.189,0.000,18.020,0.000,0.000,0.000,0.000,0.000,0.000
7243,2527.193,26.445,18.156,0.190,0.000,18.156,0.000,0.000,0.000,0.000,0.000,0.000
7244,2527.659,17.112,18.294,0.192,0.000,18.293,0.000,0.000,0.000,0.000,0.000,0.000
7245,2528.127,29.667,18.432,0.194,0.000,18.432,0.000,0.000,0.000,0.000,0.000,0.000
7246,2528.594,27.297,18.572,0.195,0.000,18.572,0.000,0.000,0.000,0.000,0.000,0.000
7247,2529.061,22.001,18.714,0.197,0.000,18.714,0.000,0.000,0.000,0.000,0.000,0.000
7248,2529.528,30.704,18.857,0.198,0.000,18.857,0.000,0.000,0.000,0.000,0.000,0.000
7249,2529.996,19.926,19.002,0.200,0.000,19.002,0.000,0.000,0.000,0.000,0.000,0.000
7250,2530.464,24.149,19.148,0.202,0.000,19.148,0.000,0.000,0.000,0.000,0.000,0.000
7251,2530.931,16.556,19.296,0.203,0.000,19.296,0.000,0.000,0.000,0.000,0.000,0.000
7252,2531.399,27.223,19.445,0.205,0.000,19.445,0.000,0.000,0.000,0.000,0.000,0.000
7253,2531.867,21.001,19.596,0.207,0.000,19.596,0.000,0.000,0.000,0.000,0.000,0.000
7254,2532.335,13.556,19.749,0.208,0.000,19.749,0.000,0.000,0.000,0.000,0.000,0.000
7255,2532.803,17.852,19.903,0.210,0.000,19.903,0.000,0.000,0.000,0.000,0.000,0.000
7256,2533.272,13.297,20.059,0.212,0.000,20.058,0.000,0.000,0.000,0.000,0.000,0.000
7257,2533.740,20.778,20.216,0.213,0.000,20.216,0.000,0.000,0.000,0.000,0.000,0.000
7258,2534.208,12.852,20.375,0.215,0.000,20.375,0.000,0.000,0.000,0.000,0.000,0.000
7259,2534.677,22.630,20.535,0.216,0.000,20.535,0.000,0.000,0.000,0.000,0.000,0.000
7260,2535.146,23.149,20.698,0.218,0.000,20.698,0.000,0.000,0.000,0.000,0.000,0.000
7261,2535.615,20.482,20.862,0.220,0.000,20.862,0.000,0.000,0.000,0.000,0.000,0.000
7262,2536.084,25.556,21.027,0.221,0.000,21.027,0.000,0.000,0.000,0.000,0.000,0.000
7263,2536.553,34.223,21.195,0.223,0.000,21.194,0.000,0.000,0.000,0.000,0.000,0.000
7264,2537.022,17.260,21.364,0.225,0.000,21.364,0.000,0.000,0.000,0.000,0.000,0.000
7265,2537.491,28.556,21.535,0.226,0.000,21.534,0.000,0.000,0.000,0.000,0.000,0.000
7266,2537.960,24.630,21.707,0.228,0.000,21.707,0.000,0.000,0.000,0.000,0.000,0.000
7267,2538.430,34.408,21.881,0.229,0.000,21.881,0.000,0.000,0.000,0.000,0.000,0.000
7268,2538.899,27.223,22.057,0.231,0.000,22.057,0.000,0.000,0.000,0.000,0.000,0.000
7269,2539.369,21.667,22.235,0.233,0.000,22.235,0.000,0.000,0.000,0.000,0.000,0.000
7270,2539.839,26.556,22.415,0.234,0.000,22.415,0.000,0.000,0.000,0.000,0.000,0.000
7271,2540.309,35.075,22.597,0.236,0.000,22.596,0.000,0.000,0.000,0.000,0.000,0.000
7272,2540.779,29.371,22.780,0.238,0.000,22.780,0.000,0.000,0.000,0.000,0.000,0.000
7273,2541.249,38.630,22.965,0.239,0.000,22.965,0.000,0.000,0.000,0.000,0.000,0.000
7274,2541.719,26.852,23.152,0.241,0.000,23.152,0.000,0.000,0.000,0.000,0.000,0.000
7275,2542.190,36.334,23.341,0.242,0.000,23.341,0.000,0.000,0.000,0.000,0.000,0.000
7276,2542.660,22.926,23.532,0.244,0.000,23.532,0.000,0.000,0.000,0.000,0.000,0.000
7277,2543.131,27.149,23.724,0.246,0.000,23.724,0.000,0.000,0.000,0.000,0.000,0.000
7278,2543.601,34.630,23.917,0.247,0.000,23.917,0.000,0.000,0.000,0.000,0.000,0.000
7279,2544.072,19.926,24.110,0.249,0.000,24.110,0.000,0.000,0.000,0.000,0.000,0.000
7280,2544.543,39.778,24.304,0.251,0.000,24.304,0.000,0.000,0.000,0.000,0.000,0.000
7281,2545.014,27.778,24.498,0.252,0.000,24.498,0.000,0.000,0.000,0.000,0.000,0.000
7282,2545.485,32.704,24.693,0.254,0.000,24.693,0.000,0.000,0.000,0.000,0.000,0.000
7283,2545.957,28.186,24.889,0.255,0.000,24.889,0.000,0.000,0.000,0.000,0.000,0.000
7284,2546.428,34.704,25.085,0.257,0.000,25.085,0.000,0.000,0.000,0.000,0.000,0.000
7285,2546.899,40.852,25.281,0.259,0.000,25.281,0.000,0.000,0.000,0.000,0.000,0.000
7286,2547.371,20.556,25.478,0.260,0.000,25.478,0.000,0.000,0.000,0.000,0.000,0.000
7287,2547.843,40.149,25.676,0.262,0.000,25.675,0.000,0.000,0.000,0.000,0.000,0.000
7288,2548.314,29.371,25.873,0.264,0.000,25.873,0.000,0.000,0.000,0.000,0.000,0.000
7289,2548.786,18.556,26.071,0.265,0.000,26.071,0.000,0.000,0.000,0.000,0.000,0.000
7290,2549.258,29.964,26.270,0.267,0.000,26.270,0.000,0.000,0.000,0.000,0.000,0.000
7291,2549.730,27.297,26.469,0.268,0.000,26.468,0.000,0.000,0.000,0.000,0.000,0.000
7292,2550.203,26.482,26.668,0.270,0.000,26.668,0.000,0.000,0.000,0.000,0.000,0.000
7293,2550.675,28.297,26.867,0.272,0.000,26.867,0.000,0.000,0.000,0.000,0.000,0.000
7294,2551.148,29.704,27.067,0.273,0.000,27.067,0.000,0.000,0.000,0.000,0.000,0.000
7295,2551.620,16.630,27.267,0.275,0.000,27.267,0.000,0.000,0.000,0.000,0.000,0.000
7296,2552.093,39.593,27.467,0.277,0.000,27.467,0.000,0.000,0.000,0.000,0.000,0.000
7297,2552.566,40.001,27.667,0.278,0.000,27.667,0.000,0.000,0.000,0.000,0.000,0.000
7298,2553.039,33.890,27.868,0.280,0.000,27.868,0.000,0.000,0.000,0.000,0.000,0.000
7299,2553.512,37.371,28.068,0.281,0.000,28.068,0.000,0.000,0.000,0.000,0.000,0.000
7300,2553.985,32.223,28.269,0.283,0.000,28.269,0.000,0.000,0.000,0.000,0.000,0.000
7301,2554.458,25.408,28.470,0.285,0.000,28.470,0.000,0.000,0.000,0.000,0.000,0.000
7302,2554.931,25.852,28.671,0.286,0.000,28.671,0.000,0.000,0.000,0.000,0.000,0.000
7303,2555.405,39.334,28.872,0.288,0.000,28.872,0.000,0.000,0.000,0.000,0.000,0.000
7304,2555.878,29.112,29.073,0.290,0.000,29.073,0.000,0.000,0.000,0.000,0.000,0.000
7305,2556.352,37.112,29.274,0.291,0.000,29.274,0.000,0.000,0.000,0.000,0.000,0.000
7306,2556.826,30.556,29.475,0.293,0.000,29.475,0.000,0.000,0.000,0.000,0.000,0.000
7307,2557.300,33.556,29.676,0.294,0.000,29.676,0.000,0.000,0.000,0.000,0.000,0.000
7308,2557.774,42.852,29.877,0.296,0.000,29.877,0.000,0.000,0.000,0.000,0.000,0.000
7309,2558.248,19.075,30.078,0.298,0.000,30.077,0.000,0.000,0.000,0.000,0.000,0.000
7310,2558.722,40.926,30.278,0.299,0.000,30.278,0.000,0.000,0.000,0.000,0.000,0.000
7311,2559.197,32.371,30.479,0.301,0.000,30.478,0.000,0.000,0.000,0.000,0.000,0.000
7312,2559.671,26.482,30.679,0.303,0.000,30.679,0.000,0.000,0.000,0.000,0.000,0.000
7313,2560.146,30.926,30.879,0.304,0.000,30.879,0.000,0.000,0.000,0.000,0.000,0.000
7314,2560.620,31.556,31.079,0.306,0.000,31.079,0.000,0.000,0.000,0.000,0.000,0.000
7315,2561.095,24.890,31.278,0.308,0.000,31.278,0.000,0.000,0.000,0.000,0.000,0.000
7316,2561.570,35.334,31.478,0.309,0.000,31.477,0.000,0.000,0.000,0.000,0.000,0.000
7317,2562.045,37.112,31.676,0.311,0.000,31.676,0.000,0.000,0.000,0.000,0.000,0.000
7318,2562.520,33.778,31.875,0.312,0.000,31.875,0.000,0.000,0.000,0.000,0.000,0.000
7319,2562.996,44.001,32.073,0.314,0.000,32.073,0.000,0.000,0.000,0.000,0.000,0.000
7320,2563.471,38.964,32.271,0.316,0.000,32.271,0.000,0.000,0.000,0.000,0.000,0.000
7321,2563.946,29.890,32.468,0.317,0.000,32.468,0.000,0.000,0.000,0.000,0.000,0.000
7322,2564.422,37.186,32.665,0.319,0.000,32.665,0.000,0.000,0.000,0.000,0.000,0.000
7323,2564.898,37.371,32.862,0.321,0.000,32.861,0.000,0.000,0.000,0.000,0.000,0.000
7324,2565.374,32.926,33.058,0.322,0.000,33.057,0.000,0.000,0.000,0.000,0.000,0.000
7325,2565.850,23.445,33.253,0.324,0.000,33.253,0.000,0.000,0.000,0.000,0.000,0.000
7326,2566.326,23.630,33.448,0.325,0.000,33.447,0.000,0.000,0.000,0.000,0.000,0.000
7327,2566.802,34.852,33.642,0.327,0.000,33.642,0.000,0.000,0.000,0.000,0.000,0.000
7328,2567.278,32.594,33.835,0.329,0.000,33.835,0.000,0.000,0.000,0.000,0.000,0.000
7329,2567.754,36.816,34.028,0.330,0.000,34.028,0.000,0.000,0.000,0.000,0.000,0.000
7330,2568.231,29.742,34.221,0.332,0.000,34.220,0.000,0.000,0.000,0.000,0.000,0.000
7331,2568.708,39.926,34.412,0.334,0.000,34.412,0.000,0.000,0.000,0.000,0.000,0.000
7332,2569.184,35.112,34.603,0.335,0.000,34.603,0.000,0.000,0.000,0.000,0.000,0.000
7333,2569.661,52.186,34.793,0.337,0.000,34.793,0.000,0.000,0.000,0.000,0.000,0.000
7334,2570.138,40.556,34.982,0.338,0.000,34.982,0.000,0.000,0.000,0.000,0.000,0.000
7335,2570.615,34.890,35.170,0.340,0.000,35.170,0.000,0.000,0.000,0.000,0.000,0.000
7336,2571.092,28.964,35.358,0.342,0.000,35.358,0.000,0.000,0.000,0.000,0.000,0.000
7337,2571.570,45.186,35.544,0.343,0.000,35.544,0.000,0.000,0.000,0.000,0.000,0.000
7338,2572.047,39.186,35.730,0.345,0.000,35.730,0.000,0.000,0.000,0.000,0.000,0.000
7339,2572.525,34.704,35.915,0.347,0.000,35.915,0.000,0.000,0.000,0.000,0.000,0.000
7340,2573.002,38.630,36.099,0.348,0.000,36.099,0.000,0.000,0.000,0.000,0.000,0.000
7341,2573.480,59.186,36.282,0.350,0.000,36.281,0.000,0.000,0.000,0.000,0.000,0.000
7342,2573.958,36.742,36.463,0.351,0.000,36.463,0.000,0.000,0.000,0.000,0.000,0.000
7343,2574.436,38.556,36.644,0.353,0.000,36.644,0.000,0.000,0.000,0.000,0.000,0.000
7344,2574.914,40.482,36.824,0.355,0.000,36.823,0.000,0.000,0.000,0.000,0.000,0.000
7345,2575.392,44.445,37.002,0.356,0.000,37.002,0.000,0.000,0.000,0.000,0.000,0.000
7346,2575.871,43.038,37.180,0.358,0.000,37.179,0.000,0.000,0.000,0.000,0.000,0.000
7347,2576.349,38.334,37.356,0.360,0.000,37.356,0.000,0.000,0.000,0.000,0.000,0.000
