ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Th-L
97,24.955,605.222,503.350,357.978,235.832,75.154,63.208,31.596,4.912,0.805,0.119,0.049,66.838,22.398,2.436
98,25.293,592.334,514.228,368.507,236.112,77.382,65.081,36.102,5.058,0.829,0.122,0.050,68.819,23.062,1.609
99,25.630,638.259,525.509,379.036,235.649,79.611,66.955,41.486,5.203,0.853,0.126,0.051,70.800,23.725,1.047
100,25.968,583.187,537.130,389.565,234.304,81.842,68.830,47.894,5.349,0.877,0.129,0.053,72.782,24.389,0.680
101,26.306,725.704,549.089,400.093,231.967,84.076,70.707,55.494,5.494,0.901,0.133,0.054,74.765,25.053,0.442
102,26.644,727.591,561.445,410.622,228.566,86.313,72.587,64.466,5.640,0.925,0.136,0.056,76.749,25.717,0.287
103,26.982,721.219,574.310,421.151,224.088,88.552,74.467,74.966,5.786,0.949,0.140,0.058,78.734,26.382,0.186
104,27.320,780.442,587.662,431.680,218.553,90.794,76.350,86.967,5.932,0.973,0.143,0.059,80.721,27.047,0.121
105,27.658,729.442,601.355,442.209,212.132,93.044,78.239,100.155,6.078,0.997,0.147,0.061,82.709,27.713,0.079
106,27.996,828.959,615.453,452.737,205.281,95.296,80.129,114.157,6.224,1.021,0.150,0.062,84.699,28.379,0.051
107,28.334,808.257,630.039,463.266,198.527,97.552,82.021,128.535,6.371,1.044,0.154,0.064,86.690,29.045,0.033
108,28.672,771.439,645.238,473.795,192.420,99.813,83.916,142.862,6.517,1.068,0.157,0.066,88.683,29.712,0.021
109,29.010,808.996,661.140,484.324,187.459,102.084,85.820,156.717,6.664,1.093,0.161,0.069,90.678,30.379,0.014
110,29.348,815.809,677.477,494.852,183.985,104.356,87.723,169.516,6.811,1.117,0.165,0.071,92.675,31.047,0.009
111,29.686,811.810,694.091,505.381,182.177,106.631,89.628,180.917,6.958,1.141,0.168,0.073,94.674,31.715,0.006
112,30.024,853.698,710.984,515.910,182.097,108.911,91.536,190.858,7.105,1.165,0.172,0.076,96.675,32.384,0.004
113,30.363,849.737,728.190,526.439,183.647,111.203,93.458,199.449,7.253,1.189,0.175,0.078,98.680,33.053,0.002
114,30.701,847.663,745.731,536.968,186.507,113.494,95.375,207.068,7.400,1.213,0.179,0.080,100.687,33.724,0.002
115,31.039,839.886,763.446,547.496,190.402,115.791,97.295,213.814,7.548,1.237,0.182,0.083,102.696,34.395,0.001
116,31.377,800.513,780.833,558.025,195.116,118.093,99.219,219.397,7.696,1.262,0.186,0.085,104.708,35.066,0.001
117,31.715,867.737,797.696,568.554,200.507,120.410,101.157,223.746,7.844,1.286,0.189,0.088,106.726,35.739,0.000
118,32.054,777.624,813.917,579.083,206.460,122.726,103.090,226.894,7.992,1.310,0.193,0.090,108.745,36.412,0.000
119,32.392,811.661,829.444,589.611,212.910,125.048,105.028,228.836,8.141,1.335,0.197,0.093,110.767,37.085,0.000
120,32.730,802.552,844.212,600.140,219.806,127.378,106.972,229.554,8.290,1.359,0.200,0.096,112.793,37.760,0.000
121,33.069,839.033,858.031,610.669,227.110,129.718,108.926,228.888,8.439,1.384,0.204,0.099,114.825,38.435,0.000
122,33.407,762.069,870.689,621.198,234.771,132.058,110.876,226.706,8.588,1.408,0.207,0.102,116.858,39.111,0.000
123,33.745,783.293,882.186,631.727,242.751,134.402,112.829,223.033,8.737,1.432,0.211,0.105,118.895,39.787,0.000
124,34.084,847.735,892.603,642.255,251.006,136.753,114.787,217.975,8.886,1.457,0.214,0.108,120.948,40.464,0.000
125,34.422,739.550,902.075,652.784,259.482,139.111,116.750,211.717,9.036,1.482,0.218,0.111,123.023,41.142,0.000
126,34.760,743.735,910.650,663.313,268.117,141.462,118.708,204.437,9.186,1.506,0.222,0.114,125.076,41.819,0.000
127,35.099,753.773,906.092,661.597,273.069,141.222,118.486,195.752,9.166,1.503,0.221,0.116,124.829,41.725,0.000
128,35.437,759.995,900.757,659.881,278.011,140.983,118.298,186.230,9.146,1.500,0.221,0.117,124.617,41.631,0.000
129,35.776,733.442,894.799,658.166,282.868,140.740,118.115,176.155,9.126,1.496,0.220,0.118,124.421,41.537,0.000
130,36.114,742.480,888.368,656.450,287.580,140.484,117.885,165.843,9.106,1.493,0.220,0.119,124.193,41.442,0.000
131,36.453,789.666,881.716,654.734,292.080,140.220,117.649,155.531,9.085,1.490,0.219,0.121,123.970,41.347,0.000
132,36.791,764.591,874.937,653.018,296.341,139.949,117.408,145.338,9.065,1.486,0.219,0.121,123.754,41.251,0.000
133,37.130,753.666,868.077,651.302,300.350,139.673,117.165,135.317,9.044,1.483,0.218,0.122,123.545,41.156,0.000
134,37.468,752.595,861.233,649.587,304.096,139.388,116.916,125.582,9.024,1.480,0.218,0.123,123.343,41.060,0.000
135,37.807,718.222,854.524,647.871,307.585,139.095,116.659,116.247,9.003,1.476,0.217,0.123,123.150,40.964,0.000
136,38.146,763.149,848.073,646.155,310.842,138.796,116.398,107.404,8.982,1.473,0.217,0.124,122.967,40.867,0.000
137,38.484,759.708,841.968,644.439,313.815,138.493,116.182,99.138,8.961,1.469,0.216,0.124,122.796,40.771,0.000
138,38.823,719.117,836.170,642.724,316.383,138.189,115.937,91.600,8.939,1.466,0.216,0.125,122.638,40.674,0.000
139,39.162,808.226,830.676,641.008,318.512,137.888,115.673,84.808,8.918,1.462,0.215,0.125,122.493,40.577,0.000
140,39.500,773.747,825.521,639.292,320.260,137.592,115.413,78.712,8.897,1.459,0.214,0.126,122.365,40.479,0.000
141,39.839,810.562,820.737,637.576,321.705,137.303,115.158,73.258,8.876,1.456,0.214,0.127,122.255,40.382,0.000
142,40.178,722.193,816.370,635.860,322.941,137.020,114.906,68.401,8.854,1.452,0.213,0.127,122.166,40.285,0.000
143,40.517,718.861,812.388,634.145,323.970,136.747,114.660,64.097,8.833,1.449,0.213,0.129,122.099,40.187,0.000
144,40.855,841.936,808.712,632.429,324.754,136.487,114.422,60.299,8.812,1.445,0.212,0.130,122.058,40.089,0.000
145,41.194,808.159,805.337,630.713,325.329,136.242,114.194,56.952,8.792,1.442,0.212,0.132,122.047,39.992,0.000
146,41.533,759.197,802.290,628.997,325.769,136.012,113.976,54.014,8.771,1.438,0.211,0.134,122.067,39.894,0.000
147,41.872,791.678,799.594,627.281,326.129,135.801,113.768,51.439,8.750,1.435,0.211,0.137,122.124,39.797,0.000
148,42.211,828.312,797.275,625.566,326.466,135.611,113.574,49.189,8.730,1.432,0.210,0.140,122.221,39.699,0.000
149,42.549,817.608,795.241,623.850,326.719,135.445,113.394,47.221,8.710,1.430,0.210,0.143,122.363,39.602,0.000
150,42.888,854.573,793.427,622.134,326.855,135.305,113.230,45.499,8.690,1.427,0.209,0.147,122.556,39.505,0.000
151,43.227,856.724,791.836,620.418,326.891,135.195,113.084,43.996,8.670,1.424,0.209,0.152,122.804,39.408,0.000
152,43.566,893.689,790.495,618.703,326.863,135.118,112.958,42.689,8.651,1.421,0.208,0.157,123.116,39.311,0.000
153,43.905,879.428,789.452,616.987,326.812,135.078,112.854,41.560,8.632,1.418,0.208,0.163,123.509,39.214,0.000
154,44.244,874.244,788.720,615.271,326.742,135.081,112.776,40.588,8.614,1.415,0.207,0.169,124.005,39.118,0.000
155,44.583,927.208,788.099,613.555,326.531,135.129,112.724,39.740,8.596,1.412,0.207,0.176,124.558,39.022,0.000
156,44.922,859.656,787.589,611.839,326.150,135.226,112.701,38.996,8.578,1.410,0.206,0.183,125.209,38.927,0.000
157,45.261,798.472,787.198,610.124,325.597,135.378,112.714,38.339,8.561,1.407,0.206,0.191,125.970,38.832,0.000
158,45.600,870.955,786.947,608.408,324.887,135.588,112.764,37.760,8.545,1.405,0.205,0.199,126.854,38.738,0.000
159,45.939,836.326,786.868,606.692,324.049,135.862,112.844,37.248,8.529,1.402,0.204,0.208,127.874,38.644,0.000
160,46.278,770.441,786.931,604.976,323.039,136.204,112.963,36.788,8.513,1.400,0.204,0.218,129.047,38.551,0.000
161,46.617,804.665,787.049,603.261,321.761,136.619,113.126,36.357,8.499,1.398,0.203,0.228,130.390,38.464,0.000
162,46.957,748.297,787.227,601.545,320.213,137.109,113.331,35.945,8.485,1.396,0.203,0.238,131.924,38.379,0.000
163,47.296,764.740,787.488,599.829,318.405,137.678,113.579,35.546,8.472,1.394,0.202,0.249,133.671,38.289,0.000
164,47.635,771.336,787.890,598.113,316.362,138.329,113.873,35.154,8.459,1.392,0.202,0.260,135.655,38.200,0.000
165,47.974,711.412,788.492,596.397,314.109,139.068,114.217,34.768,8.447,1.391,0.201,0.272,137.903,38.113,0.000
166,48.313,789.080,789.274,594.682,311.605,139.894,114.608,34.378,8.436,1.389,0.201,0.283,140.448,38.026,0.000
167,48.652,709.564,790.242,592.966,308.829,140.812,115.048,33.975,8.426,1.388,0.200,0.295,143.323,37.941,0.000
168,48.992,766.009,791.460,591.250,305.803,141.823,115.538,33.559,8.416,1.386,0.200,0.307,146.567,37.857,0.000
169,49.331,709.825,793.031,589.534,302.565,142.928,116.080,33.128,8.408,1.385,0.199,0.319,150.224,37.791,0.000
170,49.670,668.827,795.015,587.819,299.159,144.127,116.671,32.688,8.400,1.384,0.199,0.331,154.336,37.717,0.000
171,50.010,701.683,797.458,586.103,295.625,145.400,117.315,32.239,8.393,1.383,0.198,0.343,158.919,37.640,0.000
172,50.349,717.722,800.287,584.387,291.976,146.697,118.016,31.784,8.386,1.382,0.198,0.354,163.924,37.566,0.000
173,50.688,726.982,803.521,582.671,288.247,147.997,118.779,31.323,8.381,1.382,0.197,0.366,169.350,37.495,0.000
174,51.028,722.429,807.219,580.955,284.482,149.288,119.610,30.862,8.376,1.381,0.197,0.378,175.214,37.427,0.000
175,51.367,752.801,811.441,579.240,280.727,150.558,120.510,30.406,8.373,1.381,0.196,0.390,181.534,37.362,0.000
176,51.706,765.509,816.238,577.524,277.033,151.799,121.482,29.958,8.370,1.381,0.196,0.402,188.313,37.300,0.000
177,52.046,747.583,821.535,575.808,273.433,152.985,122.510,29.523,8.369,1.381,0.195,0.414,195.479,37.242,0.000
178,52.385,754.809,827.197,574.092,269.953,154.088,123.569,29.101,8.370,1.381,0.195,0.427,202.920,37.188,0.000
179,52.725,742.701,833.207,572.376,266.620,155.102,124.659,28.697,8.373,1.381,0.194,0.441,210.597,37.139,0.000
180,53.064,922.664,839.570,570.661,263.462,156.027,125.780,28.312,8.377,1.382,0.193,0.455,218.482,37.095,0.000
181,53.404,873.481,846.300,568.945,260.504,156.868,126.935,27.949,8.384,1.383,0.193,0.471,226.553,37.057,0.000
182,53.743,859.855,853.359,567.229,257.757,157.624,128.117,27.608,8.393,1.385,0.192,0.487,234.765,37.025,0.000
183,54.083,850.008,860.612,565.513,255.206,158.285,129.306,27.290,8.406,1.387,0.192,0.505,243.031,36.999,0.000
184,54.422,823.674,867.973,563.798,252.842,158.847,130.489,26.993,8.422,1.390,0.191,0.525,251.290,36.981,0.000
185,54.762,917.234,875.441,562.082,250.669,159.319,131.665,26.718,8.442,1.393,0.191,0.546,259.522,36.971,0.000
186,55.101,919.494,883.029,560.366,248.690,159.712,132.836,26.465,8.466,1.397,0.190,0.570,267.729,36.969,0.000
187,55.441,964.055,890.773,558.650,246.904,160.038,134.005,26.234,8.495,1.402,0.190,0.597,275.925,36.978,0.000
188,55.781,940.946,898.633,556.934,245.290,160.297,135.164,26.023,8.529,1.407,0.189,0.626,284.106,36.996,0.000
189,56.120,939.909,906.561,555.219,243.819,160.484,136.299,25.830,8.567,1.414,0.189,0.658,292.270,37.027,0.000
190,56.460,940.986,914.591,553.503,242.476,160.606,137.411,25.653,8.609,1.422,0.188,0.694,300.458,37.070,0.000
191,56.800,939.731,922.808,551.787,241.260,160.674,138.503,25.491,8.655,1.430,0.188,0.733,308.742,37.127,0.000
192,57.139,991.991,931.330,550.071,240.169,160.702,139.584,25.345,8.706,1.441,0.187,0.778,317.215,37.199,0.000
193,57.479,1039.879,940.272,548.356,239.197,160.701,140.659,25.215,8.761,1.452,0.187,0.827,325.980,37.288,0.000
194,57.819,1082.180,949.645,546.640,238.312,160.665,141.719,25.097,8.819,1.466,0.187,0.881,335.091,37.405,0.000
195,58.158,1111.884,959.492,544.924,237.492,160.592,142.759,24.989,8.879,1.481,0.186,0.942,344.632,37.537,0.000
196,58.498,1065.295,969.954,543.208,236.728,160.491,143.786,24.890,8.942,1.498,0.186,1.010,354.731,37.688,0.000
197,58.838,1067.522,981.207,541.492,236.021,160.372,144.814,24.800,9.007,1.518,0.185,1.085,365.537,37.864,0.000
198,59.178,1132.524,993.457,539.777,235.377,160.249,145.857,24.720,9.074,1.540,0.185,1.169,377.218,38.067,0.000
199,59.518,1104.120,1006.853,538.061,234.788,160.126,146.925,24.648,9.142,1.564,0.184,1.260,389.912,38.299,0.000
200,59.857,1191.230,1021.419,536.345,234.222,159.993,148.011,24.583,9.210,1.591,0.184,1.353,403.704,38.565,0.000
201,60.197,1151.307,1037.302,534.629,233.669,159.851,149.126,24.521,9.277,1.620,0.183,1.448,418.737,38.866,0.000
202,60.537,1087.385,1056.033,534.239,233.534,159.993,150.524,24.507,9.362,1.656,0.183,1.541,435.436,39.292,0.000
203,60.877,1213.644,1076.515,533.849,233.420,160.144,151.987,24.498,9.445,1.693,0.183,1.632,453.746,39.762,0.000
204,61.217,1155.425,1098.997,533.459,233.334,160.312,153.535,24.495,9.528,1.734,0.183,1.718,473.873,40.280,0.000
205,61.557,1230.988,1123.595,533.069,233.263,160.494,155.171,24.495,9.608,1.778,0.183,1.799,495.949,40.851,0.000
206,61.897,1298.095,1150.400,532.678,233.188,160.681,156.892,24.498,9.684,1.823,0.183,1.872,520.094,41.481,0.000
207,62.237,1273.954,1179.642,532.288,233.109,160.875,158.713,24.502,9.758,1.872,0.183,1.936,546.517,42.174,0.000
208,62.577,1295.544,1211.589,531.898,233.029,161.085,160.654,24.508,9.827,1.922,0.183,1.990,575.449,42.937,0.000
209,62.917,1262.288,1246.543,531.508,232.957,161.317,162.736,24.517,9.894,1.975,0.183,2.031,607.150,43.778,0.000
210,63.257,1277.438,1284.819,531.118,232.903,161.578,164.979,24.530,9.957,2.031,0.183,2.060,641.891,44.702,0.000
211,63.597,1329.255,1326.537,530.728,232.848,161.860,167.385,24.545,10.017,2.088,0.183,2.075,679.827,45.705,0.000
212,63.937,1304.069,1371.948,530.337,232.789,162.159,169.966,24.560,10.072,2.148,0.184,2.076,721.204,46.787,0.000
213,64.277,1308.334,1421.416,529.947,232.731,162.480,172.743,24.578,10.124,2.209,0.184,2.063,766.350,47.951,0.000
214,64.617,1359.189,1475.359,529.557,232.682,162.831,175.745,24.599,10.172,2.272,0.184,2.035,815.634,49.203,0.000
215,64.957,1438.334,1534.243,529.167,232.652,163.220,178.998,24.623,10.217,2.337,0.184,1.993,869.468,50.546,0.000
216,65.297,1391.340,1598.499,528.777,232.645,163.651,182.527,24.652,10.260,2.403,0.184,1.939,928.252,51.981,0.000
217,65.638,1539.453,1668.439,528.387,232.644,164.116,186.342,24.683,10.300,2.472,0.184,1.873,992.322,53.500,0.000
218,65.978,1623.600,1744.611,527.996,232.655,164.620,190.473,24.718,10.338,2.542,0.184,1.796,1062.180,55.101,0.000
219,66.318,1533.270,1827.648,527.606,232.686,165.171,194.956,24.757,10.374,2.613,0.184,1.710,1138.402,56.788,0.000
220,66.658,1583.868,1918.270,527.216,232.748,165.781,199.834,24.803,10.410,2.687,0.185,1.616,1221.639,58.564,0.000
