ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Rn-220,Th-228,Th-232,Xray-Pb,Xray-Th
806,288.434,11367.927,11367.927,10989.455,6690.233,4896.568,4565.356,0.001,276.551,678.602,572.378,0.000,0.000,0.000,0.000
807,288.802,11144.521,11144.521,10956.059,6691.422,4869.269,4550.305,0.000,286.289,677.960,572.235,0.000,0.000,0.000,0.000
808,289.170,11258.392,11258.392,10923.856,6692.611,4842.330,4536.193,0.000,296.139,677.100,572.093,0.000,0.000,0.000,0.000
809,289.538,11116.019,11116.019,10892.853,6693.800,4815.813,4522.987,0.000,306.077,676.024,571.952,0.000,0.000,0.000,0.000
810,289.906,11178.335,11178.335,10863.056,6694.989,4789.779,4510.652,0.000,316.078,674.736,571.811,0.000,0.000,0.000,0.000
811,290.274,11280.826,11280.826,10834.461,6696.178,4764.280,4499.154,0.000,326.115,673.241,571.670,0.000,0.000,0.000,0.000
812,290.642,11161.876,11161.876,10807.059,6697.367,4739.366,4488.457,0.000,336.161,671.543,571.531,0.000,0.000,0.000,0.000
813,291.010,11157.381,11157.381,10780.836,6698.556,4715.081,4478.526,0.000,346.187,669.650,571.392,0.000,0.000,0.000,0.000
814,291.378,11163.636,11163.636,10755.773,6699.745,4691.463,4469.324,0.000,356.163,667.569,571.253,0.000,0.000,0.000,0.000
815,291.746,10966.043,10966.043,10731.846,6700.934,4668.546,4460.818,0.000,366.059,665.307,571.116,0.000,0.000,0.000,0.000
816,292.114,11298.115,11298.115,10709.027,6702.123,4646.359,4452.973,0.000,375.843,662.873,570.979,0.000,0.000,0.000,0.000
817,292.481,11022.624,11022.624,10687.282,6703.312,4624.924,4445.756,0.000,385.483,660.277,570.843,0.000,0.000,0.000,0.000
818,292.849,11164.695,11164.695,10666.577,6704.501,4604.261,4439.135,0.000,394.946,657.527,570.707,0.000,0.000,0.000,0.000
819,293.217,11158.125,11158.125,10646.871,6705.690,4584.384,4433.078,0.000,404.200,654.636,570.573,0.000,0.000,0.000,0.000
820,293.585,11049.304,11049.304,10628.124,6706.879,4565.304,4427.556,0.000,413.213,651.612,570.439,0.000,0.000,0.000,0.000
821,293.953,10674.919,10674.919,10610.292,6708.068,4547.024,4422.542,0.000,421.951,648.469,570.307,0.000,0.000,0.000,0.000
822,294.321,10963.166,10963.166,10593.329,6709.257,4529.548,4418.009,0.000,430.381,645.217,570.175,0.000,0.000,0.000,0.000
823,294.688,11063.858,11063.858,10577.190,6710.445,4512.873,4413.933,0.000,438.473,641.868,570.043,0.000,0.000,0.000,0.000
824,295.056,10849.849,10849.849,10561.825,6711.634,4496.994,4410.291,0.000,446.194,638.434,569.913,0.000,0.000,0.000,0.000
825,295.424,11006.777,11006.777,10547.189,6712.823,4481.902,4407.063,0.000,453.514,634.927,569.784,0.000,0.000,0.000,0.000
826,295.792,10892.273,10892.273,10533.234,6714.012,4467.585,4404.231,0.000,460.404,631.360,569.655,0.000,0.000,0.000,0.000
827,296.159,10814.821,10814.821,10519.913,6715.201,4454.029,4401.778,0.000,466.835,627.744,569.527,0.000,0.000,0.000,0.000
828,296.527,10981.722,10981.722,10507.181,6716.390,4441.219,4399.690,0.000,472.780,624.092,569.400,0.000,0.000,0.000,0.000
829,296.895,10597.792,10597.792,10494.994,6717.579,4429.134,4397.955,0.000,478.215,620.416,569.274,0.000,0.000,0.000,0.000
830,297.263,10922.594,10922.594,10483.309,6718.768,4417.756,4396.563,0.000,483.115,616.726,569.149,0.000,0.000,0.000,0.000
831,297.630,10771.627,10771.627,10472.087,6719.957,4407.061,4395.507,0.000,487.459,613.035,569.025,0.000,0.000,0.000,0.000
832,297.998,10481.931,10481.931,10461.290,6721.146,4397.027,4394.781,0.000,491.227,609.353,568.901,0.000,0.000,0.000,0.000
833,298.366,10457.829,10457.829,10450.884,6722.335,4387.630,4394.382,0.000,494.402,605.691,568.779,0.000,0.000,0.000,0.000
834,298.733,10830.006,10830.006,10440.839,6723.524,4378.844,4394.309,0.000,496.969,602.060,568.657,0.000,0.000,0.000,0.000
835,299.101,10656.990,10656.990,10412.169,6705.754,4362.195,4386.113,0.000,498.851,597.471,567.539,0.000,0.000,0.000,0.000
836,299.469,10603.027,10603.027,10383.808,6687.985,4346.105,4378.246,0.000,500.104,592.932,566.421,0.000,0.000,0.000,0.000
837,299.836,10473.995,10473.995,10355.737,6670.215,4330.546,4370.713,0.000,500.722,588.451,565.305,0.000,0.000,0.000,0.000
838,300.204,10487.713,10487.713,10327.940,6652.446,4315.493,4363.522,0.000,500.699,584.037,564.190,0.000,0.000,0.000,0.000
839,300.572,10677.591,10677.591,10300.408,6634.676,4300.919,4356.684,0.000,500.032,579.697,563.076,0.000,0.000,0.000,0.000
840,300.939,10415.663,10415.663,10273.133,6616.906,4286.800,4350.210,0.000,498.721,575.439,561.963,0.000,0.000,0.000,0.000
841,301.307,10376.875,10376.875,10246.114,6599.137,4273.110,4344.114,0.000,496.770,571.269,560.851,0.000,0.000,0.000,0.000
842,301.675,10307.800,10307.800,10219.355,6581.367,4259.823,4338.415,0.000,494.184,567.193,559.740,0.000,0.000,0.000,0.000
843,302.042,10244.497,10244.497,10192.863,6563.598,4246.917,4333.129,0.000,490.971,563.215,558.630,0.000,0.000,0.000,0.000
844,302.410,10133.933,10133.933,10166.651,6545.828,4234.368,4328.277,0.000,487.142,559.342,557.522,0.000,0.000,0.000,0.000
845,302.777,10100.309,10100.309,10140.736,6528.059,4222.153,4323.882,0.000,482.710,555.576,556.415,0.000,0.000,0.000,0.000
846,303.145,10107.198,10107.198,10115.141,6510.289,4210.251,4319.970,0.000,477.689,551.922,555.309,0.000,0.000,0.000,0.000
847,303.512,10086.990,10086.990,10089.892,6492.520,4198.641,4316.566,0.000,472.100,548.382,554.204,0.000,0.000,0.000,0.000
848,303.880,9889.193,9889.193,10065.022,6474.750,4187.303,4313.699,0.000,465.960,544.959,553.101,0.000,0.000,0.000,0.000
849,304.247,9864.104,9864.104,10040.565,6456.980,4176.218,4311.401,0.000,459.292,541.655,551.999,0.000,0.000,0.000,0.000
850,304.615,9918.035,9918.035,10016.564,6439.211,4165.369,4309.703,0.000,452.121,538.471,550.898,0.000,0.000,0.000,0.000
851,304.983,10020.232,10020.232,9993.060,6421.441,4154.739,4308.641,0.000,444.472,535.409,549.800,0.000,0.000,0.000,0.000
852,305.350,9681.519,9681.519,9970.104,6403.672,4144.312,4308.250,0.000,436.372,532.468,548.702,0.000,0.000,0.000,0.000
853,305.718,9615.762,9615.762,9947.747,6385.902,4134.073,4308.569,0.000,427.850,529.648,547.607,0.000,0.000,0.000,0.000
854,306.085,9531.136,9531.136,9926.044,6368.133,4124.008,4309.638,0.000,418.936,526.950,546.513,0.000,0.000,0.000,0.000
855,306.452,9640.618,9640.618,9905.055,6350.363,4114.104,4311.497,0.000,409.660,524.372,545.421,0.000,0.000,0.000,0.000
856,306.820,9532.364,9532.364,9884.841,6332.594,4104.349,4314.191,0.000,400.056,521.914,544.331,0.000,0.000,0.000,0.000
857,307.187,9396.814,9396.814,9865.466,6314.824,4094.731,4317.762,0.000,390.154,519.574,543.243,0.000,0.000,0.000,0.000
858,307.555,9439.516,9439.516,9846.997,6297.055,4085.241,4322.258,0.000,379.989,517.351,542.158,0.000,0.000,0.000,0.000
859,307.922,9266.678,9266.678,9829.502,6279.285,4075.867,4327.726,0.000,369.593,515.242,541.074,0.000,0.000,0.000,0.000
860,308.290,9355.423,9355.423,9813.054,6261.515,4066.602,4334.213,0.000,359.000,513.245,539.993,0.000,0.000,0.000,0.000
861,308.657,9071.464,9071.464,9797.723,6243.746,4057.437,4341.769,0.000,348.243,511.359,538.914,0.000,0.000,0.000,0.000
862,309.025,9156.613,9156.613,9783.582,6225.976,4048.365,4350.444,0.000,337.355,509.579,537.838,0.000,0.000,0.000,0.000
863,309.392,9261.190,9261.190,9770.706,6208.207,4039.378,4360.289,0.000,326.369,507.904,536.765,0.000,0.000,0.000,0.000
864,309.759,9173.572,9173.572,9759.168,6190.437,4030.470,4371.355,0.000,315.317,506.331,535.695,0.000,0.000,0.000,0.000
865,310.127,9063.318,9063.318,9749.043,6172.668,4021.635,4383.695,0.000,304.229,504.857,534.627,0.000,0.000,0.000,0.000
866,310.494,8927.219,8927.219,9740.405,6154.898,4012.868,4397.361,0.000,293.136,503.477,533.563,0.000,0.000,0.000,0.000
867,310.861,9023.656,9023.656,9733.328,6137.129,4004.163,4412.404,0.000,282.068,502.190,532.502,0.000,0.000,0.000,0.000
868,311.229,9010.044,9010.044,9727.883,6119.359,3995.516,4428.878,0.000,271.053,500.992,531.444,0.000,0.000,0.000,0.000
869,311.596,9020.082,9020.082,9724.142,6101.589,3986.924,4446.832,0.000,260.117,499.879,530.390,0.000,0.000,0.000,0.000
870,311.964,9027.935,9027.935,9722.174,6083.820,3978.381,4466.319,0.000,249.286,498.848,529.340,0.000,0.000,0.000,0.000
871,312.331,9115.048,9115.048,9722.046,6066.050,3969.885,4487.387,0.000,238.585,497.896,528.294,0.000,0.000,0.000,0.000
872,312.698,8930.044,8930.044,9723.823,6048.281,3961.432,4510.087,0.000,228.035,497.018,527.251,0.000,0.000,0.000,0.000
873,313.065,9028.635,9028.635,9727.567,6030.511,3953.019,4534.466,0.000,217.659,496.211,526.213,0.000,0.000,0.000,0.000
874,313.433,9009.467,9009.467,9733.337,6012.742,3944.644,4560.568,0.000,207.474,495.472,525.179,0.000,0.000,0.000,0.000
875,313.800,8951.086,8951.086,9741.189,5994.972,3936.303,4588.438,0.000,197.500,494.798,524.149,0.000,0.000,0.000,0.000
876,314.167,8882.107,8882.107,9751.173,5977.203,3927.995,4618.118,0.000,187.752,494.183,523.125,0.000,0.000,0.000,0.000
877,314.535,8908.081,8908.081,9763.339,5959.433,3919.718,4649.646,0.000,178.245,493.626,522.105,0.000,0.000,0.000,0.000
878,314.902,8812.023,8812.023,9777.728,5941.663,3911.468,4683.058,0.000,168.992,493.121,521.090,0.000,0.000,0.000,0.000
879,315.269,9295.783,9295.783,9794.380,5923.894,3903.245,4718.386,0.000,160.003,492.666,520.080,0.000,0.000,0.000,0.000
880,315.636,8874.397,8874.397,9813.328,5906.124,3895.047,4755.661,0.000,151.288,492.257,519.075,0.000,0.000,0.000,0.000
881,316.004,8947.001,8947.001,9834.599,5888.355,3886.871,4794.907,0.000,142.856,491.890,518.076,0.000,0.000,0.000,0.000
882,316.371,9032.824,9032.824,9858.217,5870.585,3878.716,4836.145,0.000,134.713,491.562,517.082,0.000,0.000,0.000,0.000
883,316.738,8987.584,8987.584,9884.197,5852.816,3870.581,4879.391,0.000,126.863,491.268,516.094,0.000,0.000,0.000,0.000
884,317.105,9047.466,9047.466,9912.551,5835.046,3862.465,4924.659,0.000,119.310,491.006,515.112,0.000,0.000,0.000,0.000
885,317.473,9061.460,9061.460,9943.281,5817.277,3854.365,4971.953,0.000,112.056,490.772,514.135,0.000,0.000,0.000,0.000
886,317.840,9039.336,9039.336,9976.384,5799.507,3846.280,5021.275,0.000,105.102,490.561,513.165,0.000,0.000,0.000,0.000
887,318.207,9211.789,9211.789,10011.852,5781.737,3838.210,5072.621,0.000,98.448,490.372,512.202,0.000,0.000,0.000,0.000
888,318.574,9287.839,9287.839,10049.667,5763.968,3830.154,5125.979,0.000,92.091,490.199,511.244,0.000,0.000,0.000,0.000
889,318.941,9263.983,9263.983,10089.803,5746.198,3822.109,5181.332,0.000,86.030,490.039,510.293,0.000,0.000,0.000,0.000
890,319.308,9307.626,9307.626,10132.231,5728.429,3814.075,5238.656,0.000,80.261,489.890,509.349,0.000,0.000,0.000,0.000
891,319.676,9512.799,9512.799,10176.908,5710.659,3806.051,5297.920,0.000,74.779,489.746,508.411,0.000,0.000,0.000,0.000
892,320.043,9692.636,9692.636,10223.789,5692.890,3798.037,5359.087,0.000,69.579,489.606,507.480,0.000,0.000,0.000,0.000
893,320.410,9524.812,9524.812,10272.817,5675.120,3790.030,5422.111,0.000,64.654,489.465,506.557,0.000,0.000,0.000,0.000
894,320.777,9844.041,9844.041,10323.929,5657.351,3782.031,5486.939,0.000,59.999,489.321,505.640,0.000,0.000,0.000,0.000
895,321.144,9693.071,9693.071,10377.052,5639.581,3774.038,5553.511,0.000,55.605,489.169,504.730,0.000,0.000,0.000,0.000
896,321.511,9786.428,9786.428,10432.106,5621.811,3766.050,5621.757,0.000,51.466,489.006,503.827,0.000,0.000,0.000,0.000
897,321.878,10037.638,10037.638,10489.003,5604.042,3758.068,5691.602,0.000,47.572,488.830,502.931,0.000,0.000,0.000,0.000
898,322.245,10001.246,10001.246,10547.645,5586.272,3750.090,5762.961,0.000,43.915,488.637,502.042,0.000,0.000,0.000,0.000
899,322.613,9857.532,9857.532,10607.928,5568.503,3742.116,5835.740,0.000,40.487,488.424,501.161,0.000,0.000,0.000,0.000
900,322.980,10184.221,10184.221,10669.738,5550.733,3734.144,5909.841,0.000,37.277,488.189,500.287,0.000,0.000,0.000,0.000
901,323.347,10306.103,10306.103,10732.953,5532.964,3726.175,5985.152,0.000,34.279,487.927,499.420,0.000,0.000,0.000,0.000
902,323.714,10637.755,10637.755,10797.443,5515.194,3718.208,6061.558,0.000,31.481,487.637,498.560,0.000,0.000,0.000,0.000
903,324.081,10312.767,10312.767,10863.072,5497.425,3710.242,6138.933,0.000,28.874,487.316,497.708,0.000,0.000,0.000,0.000
904,324.448,10572.584,10572.584,10929.694,5479.655,3702.277,6217.144,0.000,26.450,486.961,496.862,0.000,0.000,0.000,0.000
905,324.815,10633.880,10633.880,10997.157,5461.885,3694.312,6296.052,0.000,24.200,486.570,496.024,0.000,0.000,0.000,0.000
906,325.182,10814.904,10814.904,11065.300,5444.116,3686.347,6375.507,0.000,22.113,486.140,495.193,0.000,0.000,0.000,0.000
907,325.549,10596.069,10596.069,11133.958,5426.346,3678.382,6455.356,0.000,20.182,485.670,494.368,0.000,0.000,0.000,0.000
908,325.916,10771.101,10771.101,11202.957,5408.577,3670.416,6535.436,0.000,18.397,485.158,493.551,0.000,0.000,0.000,0.000
909,326.283,11123.092,11123.092,11272.118,5390.807,3662.449,6615.579,0.000,16.750,484.601,492.740,0.000,0.000,0.000,0.000
910,326.650,10977.841,10977.841,11341.257,5373.038,3654.480,6695.611,0.000,15.232,483.998,491.936,0.000,0.000,0.000,0.000
911,327.017,11382.590,11382.590,11410.183,5355.268,3646.510,6775.351,0.000,13.836,483.347,491.139,0.000,0.000,0.000,0.000
912,327.384,11461.242,11461.242,11478.703,5337.499,3638.537,6854.615,0.000,12.554,482.648,490.347,0.000,0.000,0.000,0.000
913,327.751,11354.330,11354.330,11546.617,5319.729,3630.563,6933.214,0.000,11.379,481.899,489.562,0.000,0.000,0.000,0.000
914,328.118,11487.776,11487.776,11613.723,5301.959,3622.585,7010.953,0.000,10.302,481.100,488.783,0.000,0.000,0.000,0.000
915,328.485,11693.684,11693.684,11679.816,5284.190,3614.604,7087.635,0.000,9.318,480.249,488.010,0.000,0.000,0.000,0.000
916,328.852,11879.171,11879.171,11744.689,5266.420,3606.620,7163.061,0.000,8.420,479.345,487.242,0.000,0.000,0.000,0.000
917,329.219,12040.003,12040.003,11808.132,5248.651,3598.632,7237.028,0.000,7.601,478.390,486.480,0.000,0.000,0.000,0.000
918,329.586,11888.297,11888.297,11869.937,5230.881,3590.641,7309.334,0.000,6.856,477.382,485.723,0.000,0.000,0.000,0.000
919,329.953,12178.131,12178.131,11929.892,5213.112,3582.645,7379.775,0.000,6.179,476.322,484.971,0.000,0.000,0.000,0.000
920,330.320,12175.480,12175.480,11987.790,5195.342,3574.645,7448.147,0.000,5.564,475.210,484.224,0.000,0.000,0.000,0.000
921,330.687,12541.183,12541.183,12043.421,5177.573,3566.640,7514.247,0.000,5.008,474.046,483.481,0.000,0.000,0.000,0.000
922,331.054,12576.309,12576.309,12096.581,5159.803,3558.630,7577.875,0.000,4.504,472.831,482.742,0.000,0.000,0.000,0.000
923,331.420,12734.319,12734.319,12147.067,5142.033,3550.614,7638.831,0.000,4.049,471.566,482.007,0.000,0.000,0.000,0.000
924,331.787,12680.238,12680.238,12194.680,5124.264,3542.592,7696.922,0.000,3.639,470.251,481.275,0.000,0.000,0.000,0.000
925,332.154,12853.825,12853.825,12239.226,5106.494,3534.565,7751.956,0.000,3.269,468.889,480.547,0.000,0.000,0.000,0.000
926,332.521,12750.450,12750.450,12280.517,5088.725,3526.530,7803.749,0.000,2.937,467.480,479.822,0.000,0.000,0.000,0.000
927,332.888,12870.361,12870.361,12318.371,5070.955,3518.489,7852.120,0.000,2.639,466.025,479.099,0.000,0.000,0.000,0.000
928,333.255,13046.199,13046.199,12352.612,5053.186,3510.440,7896.896,0.000,2.371,464.528,478.378,0.000,0.000,0.000,0.000
929,333.622,13228.945,13228.945,12383.074,5035.416,3502.383,7937.913,0.000,2.131,462.988,477.659,0.000,0.000,0.000,0.000
930,333.989,13326.275,13326.275,12409.597,5017.647,3494.318,7975.013,0.000,1.917,461.408,476.942,0.000,0.000,0.000,0.000
931,334.356,13132.207,13132.207,12432.034,4999.877,3486.244,8008.049,0.000,1.726,459.791,476.225,0.000,0.000,0.000,0.000
932,334.722,13415.062,13415.062,12450.244,4982.107,3478.160,8036.882,0.000,1.555,458.137,475.509,0.000,0.000,0.000,0.000
933,335.089,13525.741,13525.741,12464.101,4964.338,3470.066,8061.386,0.000,1.404,456.450,474.794,0.000,0.000,0.000,0.000
934,335.456,13612.355,13612.355,12473.486,4946.568,3461.962,8081.445,0.000,1.269,454.732,474.079,0.000,0.000,0.000,0.000
935,335.823,13651.141,13651.141,12478.297,4928.799,3453.847,8096.953,0.000,1.149,452.985,473.363,0.000,0.000,0.000,0.000
936,336.190,13467.372,13467.372,12478.440,4911.029,3445.720,8107.820,0.000,1.043,451.211,472.646,0.000,0.000,0.000,0.000
937,336.557,13508.203,13508.203,12473.836,4893.260,3437.581,8113.966,0.000,0.949,449.413,471.927,0.000,0.000,0.000,0.000
938,336.923,13638.078,13638.078,12464.421,4875.490,3429.429,8115.325,0.000,0.865,447.593,471.207,0.000,0.000,0.000,0.000
939,337.290,14205.671,14205.671,12450.142,4857.721,3421.264,8111.846,0.000,0.792,445.754,470.485,0.000,0.000,0.000,0.000
940,337.657,13596.655,13596.655,12430.962,4839.951,3413.085,8103.492,0.000,0.727,443.899,469.760,0.000,0.000,0.000,0.000
941,338.024,13667.594,13667.594,12406.859,4822.182,3404.890,8090.238,0.000,0.670,442.028,469.032,0.000,0.000,0.000,0.000
942,338.390,13728.275,13728.275,12377.824,4804.412,3396.680,8072.076,0.000,0.620,440.147,468.301,0.000,0.000,0.000,0.000
943,338.757,14069.609,14069.609,12343.863,4786.642,3388.455,8049.011,0.000,0.576,438.255,467.565,0.000,0.000,0.000,0.000
944,339.124,13769.806,13769.806,12304.998,4768.873,3380.212,8021.065,0.000,0.538,436.357,466.826,0.000,0.000,0.000,0.000
945,339.491,14114.640,14114.640,12261.263,4751.103,3371.952,7988.273,0.000,0.504,434.453,466.081,0.000,0.000,0.000,0.000
946,339.858,13840.500,13840.500,12212.711,4733.334,3363.675,7950.683,0.000,0.475,432.547,465.331,0.000,0.000,0.000,0.000
947,340.224,14196.134,14196.134,12159.405,4715.564,3355.378,7908.362,0.000,0.449,430.641,464.575,0.000,0.000,0.000,0.000
948,340.591,13774.470,13774.470,12101.425,4697.795,3347.063,7861.386,0.000,0.426,428.737,463.813,0.000,0.000,0.000,0.000
949,340.958,14092.381,14092.381,12038.863,4680.025,3338.728,7809.848,0.000,0.407,426.836,463.044,0.000,0.000,0.000,0.000
950,341.324,13933.216,13933.216,11971.825,4662.256,3330.372,7753.855,0.000,0.390,424.940,462.268,0.000,0.000,0.000,0.000
951,341.691,14142.485,14142.485,11900.432,4644.486,3321.996,7693.524,0.000,0.375,423.053,461.485,0.000,0.000,0.000,0.000
952,342.058,13701.583,13701.583,11824.815,4626.716,3313.598,7628.987,0.000,0.363,421.174,460.693,0.000,0.000,0.000,0.000
953,342.425,13652.611,13652.611,11745.116,4608.947,3305.179,7560.387,0.000,0.352,419.306,459.893,0.000,0.000,0.000,0.000
954,342.791,13743.600,13743.600,11661.492,4591.177,3296.738,7487.879,0.000,0.342,417.450,459.083,0.000,0.000,0.000,0.000
955,343.158,13793.614,13793.614,11574.107,4573.408,3288.274,7411.626,0.000,0.334,415.608,458.265,0.000,0.000,0.000,0.000
956,343.525,13882.745,13882.745,11483.136,4555.638,3279.787,7331.805,0.000,0.327,413.780,457.436,0.000,0.000,0.000,0.000
957,343.891,13711.845,13711.845,11388.764,4537.869,3271.278,7248.599,0.000,0.321,411.969,456.597,0.000,0.000,0.000,0.000
958,344.258,13663.300,13663.300,11291.182,4520.099,3262.745,7162.199,0.000,0.316,410.174,455.747,0.000,0.000,0.000,0.000
959,344.625,13582.393,13582.393,11190.589,4502.330,3254.188,7072.805,0.000,0.312,408.397,454.886,0.000,0.000,0.000,0.000
960,344.991,13604.558,13604.558,11087.192,4484.560,3245.608,6980.623,0.000,0.309,406.639,454.013,0.000,0.000,0.000,0.000
961,345.358,13422.773,13422.773,10981.202,4466.790,3237.004,6885.863,0.000,0.306,404.900,453.128,0.000,0.000,0.000,0.000
962,345.725,13308.259,13308.259,10872.834,4449.021,3228.377,6788.742,0.000,0.304,403.181,452.230,0.000,0.000,0.000,0.000
963,346.091,13192.698,13192.698,10762.309,4431.251,3219.726,6689.478,0.000,0.302,401.483,451.320,0.000,0.000,0.000,0.000
964,346.458,13411.161,13411.161,10649.847,4413.482,3211.052,6588.294,0.000,0.301,399.805,450.395,0.000,0.000,0.000,0.000
965,346.825,13007.750,13007.750,10535.672,4395.712,3202.354,6485.414,0.000,0.300,398.148,449.457,0.000,0.000,0.000,0.000
966,347.191,12906.921,12906.921,10420.009,4377.943,3193.633,6381.061,0.000,0.299,396.512,448.504,0.000,0.000,0.000,0.000
967,347.558,12849.613,12849.613,10303.082,4360.173,3184.890,6275.460,0.000,0.299,394.897,447.536,0.000,0.000,0.000,0.000
968,347.925,12747.906,12747.906,10185.114,4342.404,3176.124,6168.834,0.000,0.299,393.303,446.554,0.000,0.000,0.000,0.000
969,348.291,12599.711,12599.711,10066.327,4324.634,3167.337,6061.405,0.000,0.300,391.730,445.555,0.000,0.000,0.000,0.000
970,348.658,12516.794,12516.794,9946.937,4306.864,3158.528,5953.391,0.000,0.301,390.178,444.540,0.000,0.000,0.000,0.000
971,349.024,12521.083,12521.083,9827.161,4289.095,3149.698,5845.006,0.000,0.302,388.646,443.509,0.000,0.000,0.000,0.000
972,349.391,12601.070,12601.070,9707.209,4271.325,3140.848,5736.461,0.000,0.303,387.135,442.461,0.000,0.000,0.000,0.000
973,349.758,12405.019,12405.019,9587.284,4253.556,3131.979,5627.961,0.000,0.305,385.644,441.396,0.000,0.000,0.000,0.000
974,350.124,12035.817,12035.817,9467.587,4235.786,3123.090,5519.705,0.000,0.307,384.172,440.313,0.000,0.000,0.000,0.000
975,350.491,11949.189,11949.189,9348.310,4218.017,3114.184,5411.886,0.000,0.310,382.719,439.211,0.000,0.000,0.000,0.000
976,350.857,11998.828,11998.828,9229.639,4200.247,3105.260,5304.690,0.000,0.312,381.284,438.092,0.000,0.000,0.000,0.000
977,351.224,11699.896,11699.896,9111.751,4182.478,3096.320,5198.294,0.000,0.315,379.868,436.953,0.000,0.000,0.000,0.000
978,351.591,11698.880,11698.880,8994.815,4164.708,3087.365,5092.867,0.000,0.319,378.469,435.795,0.000,0.000,0.000,0.000
979,351.957,11422.472,11422.472,8878.994,4146.938,3078.395,4988.571,0.000,0.323,377.086,434.618,0.000,0.000,0.000,0.000
980,352.324,11300.336,11300.336,8764.438,4129.169,3069.412,4885.559,0.000,0.327,375.720,433.421,0.000,0.000,0.000,0.000
981,352.690,11328.353,11328.353,8651.291,4111.399,3060.415,4783.971,0.000,0.331,374.369,432.204,0.000,0.000,0.000,0.000
982,353.057,11168.701,11168.701,8539.686,4093.630,3051.408,4683.943,0.000,0.336,373.034,430.966,0.000,0.000,0.000,0.000
983,353.423,10961.781,10961.781,8429.746,4075.860,3042.390,4585.596,0.000,0.341,371.712,429.707,0.000,0.000,0.000,0.000
984,353.790,10743.861,10743.861,8321.584,4058.091,3033.362,4489.045,0.000,0.347,370.404,428.427,0.000,0.000,0.000,0.000
985,354.156,10738.566,10738.566,8215.306,4040.321,3024.326,4394.393,0.000,0.353,369.109,427.125,0.000,0.000,0.000,0.000
986,354.523,10508.982,10508.982,8111.003,4022.552,3015.282,4301.734,0.000,0.360,367.827,425.802,0.000,0.000,0.000,0.000
987,354.889,10547.098,10547.098,8008.761,4004.782,3006.232,4211.150,0.000,0.367,366.556,424.457,0.000,0.000,0.000,0.000
988,355.256,10344.198,10344.198,7908.652,3987.012,2997.177,4122.716,0.000,0.374,365.296,423.089,0.000,0.000,0.000,0.000
989,355.622,10148.060,10148.060,7810.740,3969.243,2988.117,4036.496,0.000,0.382,364.046,421.699,0.000,0.000,0.000,0.000
990,355.989,10047.098,10047.098,7715.081,3951.473,2979.054,3952.542,0.000,0.391,362.807,420.286,0.000,0.000,0.000,0.000
991,356.355,9653.077,9653.077,7621.718,3933.704,2969.989,3870.902,0.000,0.400,361.576,418.851,0.000,0.000,0.000,0.000
992,356.722,9663.733,9663.733,7530.689,3915.934,2960.923,3791.608,0.000,0.410,360.355,417.392,0.000,0.000,0.000,0.000
993,357.088,9469.065,9469.065,7442.019,3898.165,2951.856,3714.690,0.000,0.421,359.141,415.910,0.000,0.000,0.000,0.000
994,357.455,9256.635,9256.635,7355.727,3880.395,2942.790,3640.164,0.000,0.432,357.935,414.405,0.000,0.000,0.000,0.000
995,357.821,9469.876,9469.876,7271.824,3862.626,2933.726,3568.041,0.000,0.444,356.737,412.877,0.000,0.000,0.000,0.000
996,358.188,9214.283,9214.283,7190.311,3844.856,2924.664,3498.322,0.000,0.456,355.545,411.324,0.000,0.000,0.000,0.000
997,358.554,8996.912,8996.912,7111.185,3827.086,2915.605,3431.003,0.000,0.469,354.360,409.749,0.000,0.000,0.000,0.000
998,358.921,8941.290,8941.290,7034.432,3809.317,2906.549,3366.071,0.000,0.483,353.180,408.149,0.000,0.000,0.000,0.000
999,359.287,8759.443,8759.443,6960.035,3791.547,2897.499,3303.507,0.000,0.498,352.006,406.526,0.000,0.000,0.000,0.000
1000,359.654,8654.695,8654.695,6887.968,3773.778,2888.454,3243.286,0.000,0.514,350.837,404.879,0.000,0.000,0.000,0.000
1001,360.020,8407.187,8407.187,6818.202,3756.008,2879.414,3185.377,0.000,0.530,349.672,403.208,0.000,0.000,0.000,0.000
1002,360.387,8304.312,8304.312,6750.699,3738.239,2870.381,3129.744,0.000,0.547,348.512,401.514,0.000,0.000,0.000,0.000
1003,360.753,8173.842,8173.842,6685.420,3720.469,2861.355,3076.347,0.000,0.565,347.356,399.796,0.000,0.000,0.000,0.000
1004,361.120,8112.145,8112.145,6622.320,3702.700,2852.337,3025.140,0.000,0.584,346.205,398.055,0.000,0.000,0.000,0.000
1005,361.486,7997.617,7997.617,6561.350,3684.930,2843.326,2976.074,0.000,0.604,345.056,396.290,0.000,0.000,0.000,0.000
1006,361.852,7938.388,7938.388,6502.457,3667.160,2834.323,2929.096,0.000,0.624,343.911,394.502,0.000,0.000,0.000,0.000
1007,362.219,7728.415,7728.415,6445.587,3649.391,2825.328,2884.152,0.000,0.646,342.769,392.692,0.000,0.000,0.000,0.000
1008,362.585,7548.503,7548.503,6390.681,3631.621,2816.343,2841.182,0.000,0.668,341.630,390.858,0.000,0.000,0.000,0.000
1009,362.952,7796.298,7796.298,6337.679,3613.852,2807.365,2800.126,0.000,0.692,340.494,389.002,0.000,0.000,0.000,0.000
