key,det,part,min_range_keV,curve_floor_keV,adc_floor_keV,fit_lo_ch,fit_lo_keV,line_floor_keV,lines_below,audited_lines,chi2ndf,model_residual_pct,data_total,data_below,model_below,continuum_below,images_below,area_lines_below
G1S16_Cd109_P5,G1S16,known,30.00,20.00,7.94,0,-6.35,20.00,6,4,2.9443,36.01,240792.8,181626.0,178748.1,166.8,178581.3,178455.8
G1S16_Ce139_P5,G1S16,known,30.00,20.00,8.34,0,-5.89,20.00,2,0,2.5434,20.69,249576.7,25758.0,24939.4,1215.6,23723.8,0.0
G1S16_Co57_P5,G1S16,known,30.00,20.00,6.88,0,-7.36,20.00,2,0,1.0156,12.28,8186.8,40.3,40.6,40.6,0.0,0.0
G1S16_Co60_P5,G1S16,known,30.00,20.00,1.24,0,-13.06,20.00,2,0,4.6906,5.59,2911373.2,34623.2,29495.7,29495.7,0.0,0.0
G1S16_Cs137_P5,G1S16,known,30.00,20.00,3.39,0,-10.86,20.00,2,0,5.4479,6.97,4955835.8,352756.0,369312.9,6.7,369306.2,0.0
G1S16_Eu152_P5,G1S16,known,30.00,20.00,6.25,0,-8.03,20.00,2,0,10.3136,18.09,5019321.6,109981.3,100883.5,49360.6,51522.9,0.0
G1S16_Mn54_P5,G1S16,known,30.00,20.00,1.06,0,-43.75,20.00,2,0,2.5450,7.34,656470.7,27129.8,25705.1,25705.1,0.0,0.0
G1S16_Na22_P5,G1S16,known,30.00,20.00,20.80,0,6.94,20.00,2,0,7.3645,7.18,5185070.6,6440.6,2266.2,2266.2,0.0,0.0
G1S16_Th228_P5,G1S16,known,30.00,20.00,1.01,0,-16.72,20.00,2,0,3.7356,15.83,365610.8,7721.3,7413.6,5332.5,2081.1,0.0
G1S16_Y88_P5,G1S16,known,30.00,20.00,1.24,0,-13.08,20.00,2,0,1.0407,4.15,50508.2,644.2,550.4,550.4,0.0,0.0
G1S24_Cs137_P25,G1S24,known,30.00,20.00,11.40,0,-2.38,20.00,2,0,3.3455,15.52,965016.9,13209.3,13865.7,68.9,13796.8,0.0
G1S24_Na22_P25,G1S24,known,30.00,20.00,5.23,0,-8.46,20.00,2,0,4.4589,4.44,4807167.8,51990.7,50435.4,50435.4,0.0,0.0
G1S24_Th228_P25,G1S24,known,30.00,20.00,10.33,0,-3.44,20.00,2,0,3.4762,6.31,1592342.3,11272.6,11051.7,7476.8,3574.9,0.0
G1S24_Y88_P25,G1S24,known,30.00,20.00,11.17,0,-2.60,20.00,2,0,1.5394,3.67,513855.6,1593.3,1462.6,1462.6,0.0,0.0
G1S24_Am241_P5,G1S24,known,30.00,20.00,0.22,0,-14.71,20.00,3,1,5.7058,23.63,3407676.8,377302.1,413345.0,0.0,413345.0,86176.3
G1S24_Ba133_P5,G1S24,known,30.00,20.00,7.47,0,-6.40,20.00,3,1,16.1452,26.52,8693353.3,2121574.3,2393931.4,5661.8,2388269.6,0.0
G1S24_Bi207_P5,G1S24,known,30.00,20.00,15.05,0,1.35,20.00,2,0,13.2558,8.80,14994588.8,26980.3,37538.0,37518.7,19.2,0.0
G1S24_Cd109_P5,G1S24,known,30.00,20.00,7.38,0,-6.70,20.00,6,4,2.3698,51.37,60818.6,35435.9,32979.6,72.4,32907.1,32883.0
G1S24_Co60_P5,G1S24,known,30.00,20.00,16.82,0,3.09,20.00,2,0,4.8580,4.19,5316379.5,3584.4,4272.1,4272.1,0.0,0.0
G1S24_Cs137_P5,G1S24,known,30.00,20.00,10.75,0,-2.95,20.00,2,0,8.5291,11.21,5407373.6,160744.9,174214.0,0.0,174214.0,0.0
G1S24_Eu152_P5,G1S24,known,30.00,20.00,8.83,0,-5.00,20.00,2,0,23.2556,16.01,44221021.0,364320.3,337515.4,136812.6,200702.8,0.0
G1S24_Na22_P5,G1S24,known,30.00,20.00,30.71,0,17.36,20.00,2,0,19.5694,9.32,28074105.9,0.0,1.6,1.6,0.0,0.0
G1S24_Th228_P5,G1S24,known,30.00,20.00,1.26,0,-15.62,20.00,2,0,15.8244,6.77,36688161.6,826281.6,798380.7,448642.7,349738.0,0.0
G1S24_Y88_P5,G1S24,known,30.00,20.00,1.75,0,-20.65,20.00,2,0,4.9308,4.95,3995085.9,59100.1,59471.5,59471.5,0.0,0.0
G1S24_Zn65_P5,G1S24,known,30.00,20.00,8.89,0,-4.99,20.00,2,0,0.9502,0.00,30394.7,153.9,142.0,142.0,0.0,0.0
