key,det,part,min_range_keV,curve_floor_keV,adc_floor_keV,fit_lo_ch,fit_lo_keV,line_floor_keV,lines_below,audited_lines,chi2ndf,model_residual_pct,data_total,data_below,model_below,continuum_below,images_below,area_lines_below
G1S24_Y88_P25,G1S24,known,30.00,20.00,11.17,0,-2.60,30.00,0,0,2.0643,5.37,513855.6,1593.3,1383.3,1383.3,0.0,0.0
G1S24_Am241_P5,G1S24,known,30.00,20.00,0.22,0,-14.71,30.00,0,0,5.5589,19.92,3407676.8,377302.1,288639.4,65263.5,223375.9,0.0
G1S24_Ba133_P5,G1S24,known,30.00,20.00,7.47,0,-6.40,30.00,0,0,17.0766,26.71,8693353.3,2121574.3,2289855.0,18228.3,2271626.7,0.0
G1S24_Bi207_P5,G1S24,known,30.00,20.00,15.05,0,1.35,30.00,0,0,20.1985,11.98,14994588.8,26980.3,37595.3,37579.3,16.0,0.0
G1S24_Cd109_P5,G1S24,known,30.00,20.00,7.38,0,-6.70,30.00,0,0,2.4750,77.53,60818.6,35435.9,127.2,127.2,0.0,0.0
G1S24_Co60_P5,G1S24,known,30.00,20.00,16.82,0,3.09,30.00,0,0,11.2530,13.97,5316379.5,3584.4,3925.6,3925.6,0.0,0.0
G1S24_Cs137_P5,G1S24,known,30.00,20.00,10.75,0,-2.95,30.00,0,0,12.4812,18.85,5407373.6,160744.9,175183.8,0.0,175183.8,0.0
G1S24_Eu152_P5,G1S24,known,30.00,20.00,8.83,0,-5.00,30.00,0,0,28.9741,16.97,44221021.0,364320.3,335034.2,138008.2,197026.1,0.0
G1S24_Na22_P5,G1S24,known,30.00,20.00,30.71,0,17.36,30.00,0,0,33.3309,15.54,28074105.9,0.0,1.9,1.9,0.0,0.0
G1S24_Th228_P5,G1S24,known,30.00,20.00,1.26,0,-15.62,30.00,0,0,20.3535,9.32,36688161.6,826281.6,793218.2,424475.7,368742.6,0.0
G1S24_Y88_P5,G1S24,known,30.00,20.00,1.75,0,-20.65,30.00,0,0,7.9624,8.66,3995085.9,59100.1,60057.3,60057.3,0.0,0.0
G1S24_Zn65_P5,G1S24,known,30.00,20.00,8.89,0,-4.99,30.00,0,0,1.1343,8.62,30394.7,153.9,128.3,128.3,0.0,0.0
