key,det,part,min_range_keV,curve_floor_keV,adc_floor_keV,fit_lo_ch,fit_lo_keV,line_floor_keV,lines_below,audited_lines,chi2ndf,model_residual_pct,data_total,data_below,model_below,continuum_below,images_below,area_lines_below
G1S16_Y88_P25,G1S16,known,30.00,20.00,5.12,0,-11.94,30.00,0,0,1.1493,21.28,6894.6,-34.8,0.0,0.0,0.0,0.0
G1S16_Am241_P5,G1S16,known,30.00,20.00,1.23,0,-13.03,30.00,0,0,7.7494,85.15,664962.7,92916.6,39543.3,2142.4,37400.9,0.0
G1S16_Ba133_P5,G1S16,known,30.00,20.00,9.12,0,-4.84,30.00,0,0,7.8920,21.29,4673220.2,903240.0,835612.1,7.7,835604.5,0.0
G1S16_Cd109_P5,G1S16,known,30.00,20.00,7.94,0,-6.35,30.00,0,0,4.4146,86.91,240792.8,181626.0,1004.8,1004.8,0.0,0.0
G1S16_Ce139_P5,G1S16,known,30.00,20.00,8.34,0,-5.89,30.00,0,0,2.4481,20.28,249576.7,25758.0,23911.3,1270.0,22641.3,0.0
G1S16_Co57_P5,G1S16,known,30.00,20.00,6.88,0,-7.36,30.00,0,0,1.0098,11.22,8186.8,40.3,38.6,38.6,0.0,0.0
G1S16_Co60_P5,G1S16,known,30.00,20.00,1.24,0,-13.06,30.00,0,0,3.4894,4.55,2911373.2,34623.2,29473.4,29473.4,0.0,0.0
G1S16_Cs137_P5,G1S16,known,30.00,20.00,3.39,0,-10.86,30.00,0,0,4.1720,5.83,4955835.8,352756.0,356092.8,1331.9,354760.9,0.0
G1S16_Eu152_P5,G1S16,known,30.00,20.00,6.25,0,-8.03,30.00,0,0,7.9044,15.56,5019321.6,109981.3,99937.0,54847.9,45089.0,0.0
G1S16_Mn54_P5,G1S16,known,30.00,20.00,1.06,0,-43.75,30.00,0,0,1.7723,5.41,656470.7,27129.8,25702.4,25702.4,0.0,0.0
G1S16_Na22_P5,G1S16,known,30.00,20.00,20.80,0,6.94,30.00,0,0,5.8137,6.57,5185070.6,6440.6,2260.3,2260.3,0.0,0.0
G1S16_Th228_P5,G1S16,known,30.00,20.00,1.01,0,-16.72,30.00,0,0,2.7716,13.56,365610.8,7721.3,7484.8,5576.2,1908.7,0.0
G1S16_Y88_P5,G1S16,known,30.00,20.00,1.24,0,-13.08,30.00,0,0,0.9882,1.72,50508.2,644.2,549.5,549.5,0.0,0.0
G1S24_Cs137_P25,G1S24,known,30.00,20.00,11.40,0,-2.38,30.00,0,0,2.6570,12.20,965016.9,13209.3,12886.8,3044.7,9842.1,0.0
G1S24_Na22_P25,G1S24,known,30.00,20.00,5.23,0,-8.46,30.00,0,0,3.3086,3.37,4807167.8,51990.7,50384.0,50384.0,0.0,0.0
G1S24_Th228_P25,G1S24,known,30.00,20.00,10.33,0,-3.44,30.00,0,0,2.3869,4.76,1592342.3,11272.6,11277.7,8170.6,3107.0,0.0
G1S24_Y88_P25,G1S24,known,30.00,20.00,11.17,0,-2.60,30.00,0,0,1.3379,2.90,513855.6,1593.3,1461.8,1461.8,0.0,0.0
G1S24_Am241_P5,G1S24,known,30.00,20.00,0.22,0,-14.71,30.00,0,0,5.3958,19.44,3407676.8,377302.1,280065.3,40561.6,239503.6,0.0
G1S24_Ba133_P5,G1S24,known,30.00,20.00,7.47,0,-6.40,30.00,0,0,12.8289,24.04,8693353.3,2121574.3,2152037.6,63708.0,2088329.6,0.0
G1S24_Bi207_P5,G1S24,known,30.00,20.00,15.05,0,1.35,30.00,0,0,13.2451,10.12,14994588.8,26980.3,37279.1,37250.1,29.0,0.0
G1S24_Cd109_P5,G1S24,known,30.00,20.00,7.38,0,-6.70,30.00,0,0,2.4811,75.50,60818.6,35435.9,1120.6,1120.6,0.0,0.0
G1S24_Co60_P5,G1S24,known,30.00,20.00,16.82,0,3.09,30.00,0,0,3.7286,3.21,5316379.5,3584.4,4259.5,4259.5,0.0,0.0
G1S24_Cs137_P5,G1S24,known,30.00,20.00,10.75,0,-2.95,30.00,0,0,5.9691,8.71,5407373.6,160744.9,148346.9,29407.2,118939.7,0.0
G1S24_Eu152_P5,G1S24,known,30.00,20.00,8.83,0,-5.00,30.00,0,0,17.9978,11.93,44221021.0,364320.3,341994.4,165504.8,176489.5,0.0
G1S24_Na22_P5,G1S24,known,30.00,20.00,30.71,0,17.36,30.00,0,0,14.9427,7.75,28074105.9,0.0,1.6,1.6,0.0,0.0
G1S24_Th228_P5,G1S24,known,30.00,20.00,1.26,0,-15.62,30.00,0,0,11.7425,4.64,36688161.6,826281.6,795018.0,457151.7,337866.3,0.0
G1S24_Y88_P5,G1S24,known,30.00,20.00,1.75,0,-20.65,30.00,0,0,3.4184,3.35,3995085.9,59100.1,59286.3,59286.3,0.0,0.0
G1S24_Zn65_P5,G1S24,known,30.00,20.00,8.89,0,-4.99,30.00,0,0,0.9226,0.00,30394.7,153.9,141.7,141.7,0.0,0.0
