ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th-L
906,302.954,625.132,582.027,318.254,263.552,202.231,80.633,35.260,0.000,0.000,0.344,0.000,0.000,0.000
907,303.301,544.502,580.994,317.439,263.463,201.487,80.657,35.038,0.000,0.000,0.344,0.000,0.000,0.000
908,303.648,537.093,579.929,316.625,263.399,200.764,80.600,34.818,0.000,0.000,0.343,0.000,0.000,0.000
909,303.995,579.574,578.833,315.811,263.361,200.060,80.465,34.599,0.000,0.000,0.343,0.000,0.000,0.000
910,304.342,547.836,577.707,314.997,263.349,199.377,80.250,34.383,0.000,0.000,0.342,0.000,0.000,0.000
911,304.689,530.836,576.552,314.182,263.365,198.714,79.956,34.170,0.000,0.000,0.341,0.000,0.000,0.000
912,305.036,541.097,575.369,313.368,263.409,198.070,79.584,33.960,0.000,0.000,0.341,0.000,0.000,0.000
913,305.383,511.908,574.162,312.554,263.482,197.446,79.135,33.753,0.000,0.000,0.340,0.000,0.000,0.000
914,305.730,537.725,572.933,311.740,263.585,196.842,78.610,33.551,0.000,0.000,0.340,0.000,0.000,0.000
915,306.077,530.132,571.683,310.925,263.720,196.257,78.009,33.352,0.000,0.000,0.339,0.000,0.000,0.000
916,306.424,496.317,570.410,310.111,263.884,195.689,77.336,33.158,0.000,0.000,0.339,0.000,0.000,0.000
917,306.771,543.612,569.111,309.297,264.075,195.134,76.591,32.967,0.000,0.000,0.338,0.000,0.000,0.000
918,307.118,511.647,567.784,308.483,264.293,194.592,75.777,32.780,0.000,0.000,0.338,0.000,0.000,0.000
919,307.465,476.647,566.434,307.668,264.538,194.061,74.896,32.597,0.000,0.000,0.337,0.000,0.000,0.000
920,307.812,524.499,565.062,306.854,264.811,193.541,73.950,32.419,0.000,0.000,0.336,0.000,0.000,0.000
921,308.159,541.351,563.672,306.040,265.113,193.031,72.942,32.245,0.000,0.000,0.336,0.000,0.000,0.000
922,308.506,512.685,562.268,305.226,265.446,192.531,71.875,32.075,0.000,0.000,0.335,0.000,0.000,0.000
923,308.853,548.241,560.853,304.411,265.811,192.041,70.751,31.910,0.000,0.000,0.335,0.000,0.000,0.000
924,309.200,533.462,559.433,303.597,266.208,191.562,69.574,31.749,0.000,0.000,0.334,0.000,0.000,0.000
925,309.547,492.427,558.014,302.783,266.640,191.094,68.347,31.594,0.000,0.000,0.333,0.000,0.000,0.000
926,309.894,544.832,556.600,301.969,267.109,190.636,67.074,31.443,0.000,0.000,0.333,0.000,0.000,0.000
927,310.241,509.758,555.196,301.155,267.616,190.188,65.757,31.298,0.000,0.000,0.332,0.000,0.000,0.000
928,310.588,550.573,553.808,300.340,268.164,189.750,64.400,31.157,0.000,0.000,0.332,0.000,0.000,0.000
929,310.935,515.758,552.439,299.526,268.753,189.320,63.007,31.022,0.000,0.000,0.331,0.000,0.000,0.000
930,311.282,487.055,551.096,298.712,269.387,188.899,61.581,30.892,0.000,0.000,0.331,0.000,0.000,0.000
931,311.629,486.497,549.784,297.898,270.068,188.487,60.126,30.768,0.000,0.000,0.330,0.000,0.000,0.000
932,311.976,504.981,548.510,297.083,270.796,188.084,58.646,30.649,0.000,0.000,0.329,0.000,0.000,0.000
933,312.323,491.721,547.273,296.269,271.573,187.688,57.143,30.535,0.000,0.000,0.329,0.000,0.000,0.000
934,312.670,501.351,546.072,295.455,272.395,187.295,55.622,30.426,0.000,0.000,0.328,0.000,0.000,0.000
935,313.017,510.313,544.910,294.641,273.266,186.905,54.086,30.321,0.000,0.000,0.328,0.000,0.000,0.000
936,313.364,527.943,543.794,293.826,274.185,186.517,52.538,30.221,0.000,0.000,0.327,0.000,0.000,0.000
937,313.711,538.018,542.727,293.012,275.156,186.131,50.983,30.125,0.000,0.000,0.327,0.000,0.000,0.000
938,314.058,503.387,541.716,292.198,276.181,185.747,49.423,30.034,0.000,0.000,0.326,0.000,0.000,0.000
939,314.405,511.684,540.767,291.384,277.263,185.365,47.862,29.947,0.000,0.000,0.325,0.000,0.000,0.000
940,314.752,514.090,539.885,290.569,278.403,184.986,46.302,29.865,0.000,0.000,0.325,0.000,0.000,0.000
941,315.099,528.276,539.076,289.755,279.605,184.608,44.748,29.786,0.000,0.000,0.324,0.000,0.000,0.000
942,315.447,495.906,538.346,288.941,280.871,184.233,43.201,29.713,0.000,0.000,0.324,0.000,0.000,0.000
943,315.794,496.980,537.700,288.127,282.204,183.860,41.665,29.643,0.000,0.000,0.323,0.000,0.000,0.000
944,316.141,494.792,537.145,287.312,283.607,183.489,40.143,29.578,0.000,0.000,0.323,0.000,0.000,0.000
945,316.488,521.200,536.687,286.498,285.084,183.122,38.637,29.517,0.000,0.000,0.322,0.000,0.000,0.000
946,316.835,490.273,536.332,285.684,286.637,182.758,37.149,29.461,0.000,0.000,0.321,0.000,0.000,0.000
947,317.182,512.870,536.088,284.870,288.272,182.399,35.682,29.409,0.000,0.000,0.321,0.000,0.000,0.000
948,317.529,517.719,535.960,284.055,289.991,182.044,34.238,29.361,0.000,0.000,0.320,0.000,0.000,0.000
949,317.876,497.757,535.954,283.241,291.798,181.694,32.819,29.318,0.000,0.000,0.320,0.000,0.000,0.000
950,318.223,568.383,536.071,282.427,293.695,181.346,31.426,29.280,0.000,0.000,0.319,0.000,0.000,0.000
951,318.570,503.053,536.292,281.613,295.663,180.999,30.062,29.244,0.000,0.000,0.319,0.000,0.000,0.000
952,318.917,502.349,536.608,280.799,297.695,180.651,28.728,29.211,0.000,0.000,0.318,0.000,0.000,0.000
953,319.264,558.238,537.020,279.984,299.791,180.303,27.425,29.180,0.000,0.000,0.318,0.000,0.000,0.000
954,319.611,498.161,537.532,279.170,301.951,179.954,26.154,29.151,0.000,0.000,0.317,0.000,0.000,0.000
955,319.959,530.349,538.143,278.356,304.177,179.605,24.916,29.123,0.000,0.000,0.316,0.000,0.000,0.000
956,320.306,554.272,538.857,277.542,306.469,179.256,23.713,29.098,0.000,0.000,0.316,0.000,0.000,0.000
957,320.653,496.977,539.674,276.727,308.828,178.907,22.545,29.073,0.000,0.000,0.315,0.000,0.000,0.000
958,321.000,565.609,540.596,275.913,311.255,178.558,21.413,29.051,0.000,0.000,0.315,0.000,0.000,0.000
959,321.347,555.680,541.625,275.099,313.751,178.209,20.317,29.029,0.000,0.000,0.314,0.000,0.000,0.000
960,321.694,519.570,542.762,274.285,316.318,177.861,19.257,29.008,0.000,0.000,0.314,0.000,0.000,0.000
961,322.041,534.941,544.009,273.470,318.955,177.514,18.234,28.989,0.000,0.000,0.313,0.000,0.000,0.000
962,322.388,578.162,545.368,272.656,321.665,177.168,17.248,28.970,0.000,0.000,0.313,0.000,0.000,0.000
963,322.735,563.644,546.840,271.842,324.448,176.825,16.298,28.952,0.000,0.000,0.312,0.000,0.000,0.000
964,323.082,600.939,548.428,271.028,327.308,176.483,15.385,28.935,0.000,0.000,0.311,0.000,0.000,0.000
965,323.430,496.125,550.131,270.213,330.242,176.146,14.509,28.919,0.000,0.000,0.311,0.000,0.000,0.000
966,323.777,591.533,551.943,269.399,333.245,175.811,13.669,28.903,0.000,0.000,0.310,0.000,0.000,0.000
967,324.124,608.569,553.858,268.585,336.316,175.476,12.864,28.887,0.000,0.000,0.310,0.000,0.000,0.000
968,324.471,599.606,555.876,267.771,339.458,175.140,12.094,28.870,0.000,0.000,0.309,0.000,0.000,0.000
969,324.818,616.938,557.999,266.956,342.671,174.802,11.359,28.853,0.000,0.000,0.309,0.000,0.000,0.000
970,325.165,660.015,560.227,266.142,345.957,174.464,10.658,28.834,0.000,0.000,0.308,0.000,0.000,0.000
971,325.512,558.572,562.559,265.328,349.318,174.124,9.991,28.815,0.000,0.000,0.308,0.000,0.000,0.000
972,325.859,638.051,564.998,264.514,352.753,173.783,9.355,28.795,0.000,0.000,0.307,0.000,0.000,0.000
973,326.206,611.902,567.544,263.699,356.267,173.441,8.751,28.773,0.000,0.000,0.307,0.000,0.000,0.000
974,326.554,637.680,570.199,262.885,359.861,173.098,8.179,28.750,0.000,0.000,0.306,0.000,0.000,0.000
975,326.901,688.569,572.964,262.071,363.537,172.755,7.636,28.726,0.000,0.000,0.306,0.000,0.000,0.000
976,327.248,582.089,575.842,261.257,367.299,172.412,7.122,28.701,0.000,0.000,0.305,0.000,0.000,0.000
977,327.595,637.976,578.835,260.443,371.148,172.068,6.636,28.674,0.000,0.000,0.305,0.000,0.000,0.000
978,327.942,626.012,581.944,259.628,375.088,171.726,6.177,28.645,0.000,0.000,0.304,0.000,0.000,0.000
979,328.289,695.311,585.142,258.814,379.086,171.387,5.745,28.615,0.000,0.000,0.304,0.000,0.000,0.000
980,328.636,697.458,588.366,258.000,383.086,171.051,5.337,28.585,0.000,0.000,0.303,0.000,0.000,0.000
981,328.984,741.645,591.588,257.186,387.060,170.715,4.954,28.552,0.000,0.000,0.303,0.000,0.000,0.000
982,329.331,746.607,594.800,256.371,391.000,170.382,4.594,28.518,0.000,0.000,0.302,0.000,0.000,0.000
983,329.678,647.234,597.991,255.557,394.897,170.050,4.256,28.482,0.000,0.000,0.302,0.000,0.000,0.000
984,330.025,646.903,601.153,254.743,398.747,169.717,3.939,28.444,0.000,0.000,0.301,0.000,0.000,0.000
985,330.372,758.310,604.278,253.929,402.543,169.383,3.642,28.403,0.000,0.000,0.301,0.000,0.000,0.000
986,330.719,710.532,607.357,253.114,406.278,169.048,3.365,28.361,0.000,0.000,0.300,0.000,0.000,0.000
987,331.066,750.607,610.383,252.300,409.945,168.712,3.106,28.316,0.000,0.000,0.300,0.000,0.000,0.000
988,331.413,701.976,613.347,251.486,413.533,168.375,2.866,28.269,0.000,0.000,0.299,0.000,0.000,0.000
989,331.761,717.272,616.237,250.672,417.034,168.037,2.643,28.219,0.000,0.000,0.299,0.000,0.000,0.000
990,332.108,730.089,619.045,249.857,420.440,167.697,2.438,28.167,0.000,0.000,0.298,0.000,0.000,0.000
991,332.455,806.532,621.762,249.043,423.743,167.357,2.248,28.113,0.000,0.000,0.298,0.000,0.000,0.000
992,332.802,708.494,624.380,248.229,426.934,167.016,2.072,28.056,0.000,0.000,0.297,0.000,0.000,0.000
993,333.149,754.866,626.889,247.415,430.006,166.674,1.910,27.997,0.000,0.000,0.297,0.000,0.000,0.000
994,333.496,690.235,629.281,246.600,432.952,166.332,1.760,27.936,0.000,0.000,0.296,0.000,0.000,0.000
995,333.844,791.422,631.549,245.786,435.763,165.991,1.623,27.872,0.000,0.000,0.296,0.000,0.000,0.000
996,334.191,826.347,633.684,244.972,438.432,165.649,1.496,27.807,0.000,0.000,0.295,0.000,0.000,0.000
997,334.538,711.460,635.680,244.158,440.953,165.309,1.380,27.739,0.000,0.000,0.295,0.000,0.000,0.000
998,334.885,807.717,637.530,243.344,443.319,164.970,1.273,27.670,0.000,0.000,0.294,0.000,0.000,0.000
999,335.232,678.752,639.228,242.529,445.524,164.633,1.174,27.599,0.000,0.000,0.294,0.000,0.000,0.000
1000,335.579,805.680,640.768,241.715,447.562,164.297,1.084,27.526,0.000,0.000,0.294,0.000,0.000,0.000
1001,335.926,785.975,642.136,240.901,449.424,163.962,1.001,27.451,0.000,0.000,0.293,0.000,0.000,0.000
1002,336.274,803.125,643.324,240.087,451.103,163.626,0.925,27.374,0.000,0.000,0.293,0.000,0.000,0.000
1003,336.621,797.718,644.326,239.272,452.591,163.287,0.855,27.296,0.000,0.000,0.292,0.000,0.000,0.000
1004,336.968,799.419,645.134,238.458,453.886,162.948,0.790,27.215,0.000,0.000,0.292,0.000,0.000,0.000
1005,337.315,808.456,645.746,237.644,454.981,162.607,0.731,27.132,0.000,0.000,0.291,0.000,0.000,0.000
1006,337.662,742.273,646.155,236.830,455.872,162.264,0.677,27.047,0.000,0.000,0.291,0.000,0.000,0.000
1007,338.009,757.051,646.359,236.015,456.556,161.920,0.627,26.961,0.000,0.000,0.290,0.000,0.000,0.000
1008,338.357,816.865,646.354,235.201,457.029,161.576,0.581,26.873,0.000,0.000,0.290,0.000,0.000,0.000
1009,338.704,802.604,646.136,234.387,457.290,161.230,0.539,26.784,0.000,0.000,0.289,0.000,0.000,0.000
1010,339.051,745.235,645.705,233.573,457.334,160.884,0.500,26.693,0.000,0.000,0.289,0.000,0.000,0.000
1011,339.398,760.938,645.057,232.758,457.162,160.537,0.465,26.602,0.000,0.000,0.289,0.000,0.000,0.000
1012,339.745,829.902,644.194,231.944,456.771,160.190,0.432,26.509,0.000,0.000,0.288,0.000,0.000,0.000
1013,340.092,799.495,643.115,231.130,456.163,159.843,0.402,26.415,0.000,0.000,0.288,0.000,0.000,0.000
1014,340.440,854.049,641.818,230.316,455.335,159.497,0.375,26.321,0.000,0.000,0.287,0.000,0.000,0.000
1015,340.787,850.828,640.305,229.501,454.288,159.151,0.349,26.225,0.000,0.000,0.287,0.000,0.000,0.000
1016,341.134,768.976,638.577,228.687,453.023,158.807,0.326,26.130,0.000,0.000,0.286,0.000,0.000,0.000
1017,341.481,792.051,636.636,227.873,451.542,158.465,0.305,26.034,0.000,0.000,0.286,0.000,0.000,0.000
1018,341.828,811.976,634.478,227.059,449.845,158.121,0.285,25.938,0.000,0.000,0.285,0.000,0.000,0.000
1019,342.175,797.716,632.105,226.244,447.932,157.776,0.268,25.840,0.000,0.000,0.285,0.000,0.000,0.000
1020,342.523,861.051,629.517,225.430,445.807,157.428,0.251,25.743,0.000,0.000,0.284,0.000,0.000,0.000
1021,342.870,731.310,626.720,224.616,443.472,157.079,0.236,25.645,0.000,0.000,0.284,0.000,0.000,0.000
1022,343.217,818.236,623.717,223.802,440.932,156.728,0.222,25.546,0.000,0.000,0.283,0.000,0.000,0.000
1023,343.564,787.122,620.511,222.988,438.191,156.376,0.210,25.447,0.000,0.000,0.283,0.000,0.000,0.000
1024,343.911,803.976,617.109,222.173,435.254,156.021,0.198,25.349,0.000,0.000,0.282,0.000,0.000,0.000
1025,344.259,807.679,613.516,221.359,432.127,155.666,0.188,25.250,0.000,0.000,0.282,0.000,0.000,0.000
1026,344.606,755.604,609.737,220.545,428.814,155.309,0.178,25.151,0.000,0.000,0.281,0.000,0.000,0.000
1027,344.953,768.494,605.780,219.731,425.323,154.951,0.169,25.052,0.000,0.000,0.281,0.000,0.000,0.000
1028,345.300,769.938,601.650,218.916,421.659,154.592,0.161,24.954,0.000,0.000,0.280,0.000,0.000,0.000
1029,345.647,756.049,597.356,218.102,417.830,154.233,0.154,24.856,0.000,0.000,0.280,0.000,0.000,0.000
1030,345.994,764.715,592.905,217.288,413.844,153.873,0.147,24.758,0.000,0.000,0.279,0.000,0.000,0.000
1031,346.342,833.345,588.306,216.474,409.707,153.513,0.141,24.661,0.000,0.000,0.279,0.000,0.000,0.000
1032,346.689,740.050,583.566,215.659,405.429,153.154,0.135,24.565,0.000,0.000,0.278,0.000,0.000,0.000
1033,347.036,788.788,578.696,214.845,401.018,152.795,0.130,24.470,0.000,0.000,0.278,0.000,0.000,0.000
1034,347.383,772.825,573.702,214.031,396.482,152.437,0.126,24.376,0.000,0.000,0.277,0.000,0.000,0.000
1035,347.730,797.269,568.588,213.217,391.826,152.077,0.122,24.282,0.000,0.000,0.277,0.000,0.000,0.000
1036,348.078,737.198,563.361,212.402,387.059,151.715,0.118,24.188,0.000,0.000,0.276,0.000,0.000,0.000
1037,348.425,761.602,558.030,211.588,382.189,151.351,0.115,24.095,0.000,0.000,0.276,0.000,0.000,0.000
1038,348.772,728.788,552.604,210.774,377.225,150.984,0.112,24.003,0.000,0.000,0.275,0.000,0.000,0.000
1039,349.119,826.677,547.092,209.960,372.177,150.616,0.109,23.911,0.000,0.000,0.275,0.000,0.000,0.000
1040,349.466,711.974,541.505,209.145,367.054,150.246,0.107,23.820,0.000,0.000,0.274,0.000,0.000,0.000
1041,349.814,717.491,535.850,208.331,361.864,149.874,0.105,23.730,0.000,0.000,0.274,0.000,0.000,0.000
1042,350.161,704.788,530.137,207.517,356.616,149.500,0.103,23.640,0.000,0.000,0.273,0.000,0.000,0.000
1043,350.508,701.047,524.375,206.703,351.320,149.125,0.101,23.552,0.000,0.000,0.272,0.000,0.000,0.000
1044,350.855,707.566,518.574,205.889,345.986,148.749,0.100,23.464,0.000,0.000,0.272,0.000,0.000,0.000
1045,351.202,703.639,512.743,205.074,340.620,148.372,0.099,23.377,0.000,0.000,0.271,0.000,0.000,0.000
1046,351.549,726.897,506.891,204.260,335.234,147.994,0.098,23.291,0.000,0.000,0.271,0.000,0.000,0.000
1047,351.897,735.787,501.028,203.446,329.835,147.616,0.097,23.205,0.000,0.000,0.270,0.000,0.000,0.000
1048,352.244,653.788,495.161,202.632,324.432,147.238,0.096,23.121,0.000,0.000,0.269,0.000,0.000,0.000
1049,352.591,658.788,489.301,201.817,319.034,146.860,0.096,23.038,0.000,0.000,0.269,0.000,0.000,0.000
1050,352.938,609.009,483.456,201.003,313.648,146.483,0.096,22.957,0.000,0.000,0.268,0.000,0.000,0.000
1051,353.285,617.195,477.633,200.189,308.283,146.106,0.096,22.876,0.000,0.000,0.268,0.000,0.000,0.000
1052,353.633,565.231,471.834,199.375,302.943,145.728,0.096,22.796,0.000,0.000,0.267,0.000,0.000,0.000
1053,353.980,601.785,466.066,198.560,297.635,145.348,0.096,22.716,0.000,0.000,0.266,0.000,0.000,0.000
1054,354.327,598.082,460.335,197.746,292.366,144.966,0.096,22.637,0.000,0.000,0.266,0.000,0.000,0.000
1055,354.674,604.971,454.648,196.932,287.142,144.581,0.096,22.559,0.000,0.000,0.265,0.000,0.000,0.000
1056,355.021,673.748,449.012,196.118,281.970,144.194,0.097,22.482,0.000,0.000,0.264,0.000,0.000,0.000
1057,355.369,573.636,443.433,195.303,276.857,143.807,0.098,22.405,0.000,0.000,0.263,0.000,0.000,0.000
1058,355.716,619.933,437.917,194.489,271.807,143.417,0.098,22.328,0.000,0.000,0.263,0.000,0.000,0.000
1059,356.063,591.229,432.471,193.675,266.826,143.027,0.099,22.253,0.000,0.000,0.262,0.000,0.000,0.000
1060,356.410,583.045,427.098,192.861,261.919,142.635,0.100,22.178,0.000,0.000,0.261,0.000,0.000,0.000
1061,356.757,575.304,421.804,192.046,257.092,142.243,0.101,22.103,0.000,0.000,0.261,0.000,0.000,0.000
1062,357.105,520.453,416.593,191.232,252.347,141.851,0.102,22.030,0.000,0.000,0.260,0.000,0.000,0.000
1063,357.452,546.931,411.471,190.418,247.690,141.457,0.104,21.957,0.000,0.000,0.259,0.000,0.000,0.000
1064,357.799,560.451,406.440,189.604,243.124,141.065,0.105,21.884,0.000,0.000,0.258,0.000,0.000,0.000
1065,358.146,529.376,401.506,188.789,238.653,140.672,0.106,21.813,0.000,0.000,0.257,0.000,0.000,0.000
1066,358.493,534.524,396.670,187.975,234.279,140.280,0.108,21.742,0.000,0.000,0.257,0.000,0.000,0.000
1067,358.841,522.783,391.937,187.161,230.006,139.890,0.110,21.672,0.000,0.000,0.256,0.000,0.000,0.000
1068,359.188,529.746,387.307,186.347,225.834,139.499,0.111,21.603,0.000,0.000,0.255,0.000,0.000,0.000
1069,359.535,506.708,382.777,185.533,221.764,139.107,0.113,21.535,0.000,0.000,0.254,0.000,0.000,0.000
1070,359.882,561.968,378.348,184.718,217.796,138.713,0.115,21.466,0.000,0.000,0.253,0.000,0.000,0.000
1071,360.229,444.488,374.021,183.904,213.932,138.318,0.117,21.398,0.000,0.000,0.252,0.000,0.000,0.000
1072,360.577,496.227,369.797,183.090,210.173,137.920,0.119,21.330,0.000,0.000,0.251,0.000,0.000,0.000
1073,360.924,504.264,365.677,182.276,206.518,137.521,0.121,21.262,0.000,0.000,0.251,0.000,0.000,0.000
1074,361.271,487.039,361.662,181.461,202.970,137.121,0.124,21.194,0.000,0.000,0.250,0.000,0.000,0.000
1075,361.618,476.857,357.753,180.647,199.528,136.719,0.126,21.127,0.000,0.000,0.249,0.000,0.000,0.000
1076,361.965,419.523,353.952,179.833,196.194,136.317,0.129,21.060,0.000,0.000,0.248,0.000,0.000,0.000
1077,362.313,393.078,350.256,179.019,192.966,135.915,0.131,20.994,0.000,0.000,0.247,0.000,0.000,0.000
1078,362.660,429.781,346.667,178.204,189.844,135.512,0.134,20.928,0.000,0.000,0.246,0.000,0.000,0.000
1079,363.007,440.151,343.183,177.390,186.827,135.108,0.137,20.862,0.000,0.000,0.245,0.000,0.000,0.000
1080,363.354,431.039,339.803,176.576,183.913,134.705,0.140,20.797,0.000,0.000,0.244,0.000,0.000,0.000
1081,363.701,430.150,336.526,175.762,181.102,134.302,0.143,20.731,0.000,0.000,0.243,0.000,0.000,0.000
1082,364.048,467.336,333.351,174.947,178.392,133.900,0.146,20.667,0.000,0.000,0.242,0.000,0.000,0.000
1083,364.396,378.115,330.277,174.133,175.781,133.499,0.149,20.603,0.000,0.000,0.241,0.000,0.000,0.000
1084,364.743,412.706,327.303,173.319,173.269,133.099,0.153,20.539,0.000,0.000,0.240,0.000,0.000,0.000
1085,365.090,385.594,324.426,172.505,170.851,132.700,0.157,20.476,0.000,0.000,0.239,0.000,0.000,0.000
1086,365.437,374.481,321.638,171.690,168.524,132.300,0.160,20.412,0.000,0.000,0.237,0.000,0.000,0.000
1087,365.784,382.558,318.937,170.876,166.286,131.898,0.164,20.349,0.000,0.000,0.236,0.000,0.000,0.000
1088,366.132,410.408,316.320,170.062,164.133,131.494,0.168,20.286,0.000,0.000,0.235,0.000,0.000,0.000
1089,366.479,372.742,313.786,169.248,162.065,131.089,0.172,20.222,0.000,0.000,0.234,0.000,0.000,0.000
1090,366.826,320.298,311.332,168.433,160.078,130.682,0.177,20.159,0.000,0.000,0.233,0.000,0.000,0.000
1091,367.173,370.408,308.956,167.619,158.170,130.275,0.181,20.095,0.000,0.000,0.232,0.000,0.000,0.000
1092,367.520,330.037,306.657,166.805,156.340,129.866,0.186,20.032,0.000,0.000,0.231,0.000,0.000,0.000
1093,367.868,362.443,304.433,165.991,154.584,129.457,0.190,19.968,0.000,0.000,0.229,0.000,0.000,0.000
1094,368.215,355.556,302.281,165.177,152.901,129.048,0.195,19.905,0.000,0.000,0.228,0.000,0.000,0.000
1095,368.562,350.666,300.199,164.362,151.288,128.638,0.200,19.842,0.000,0.000,0.227,0.000,0.000,0.000
1096,368.909,337.296,298.186,163.548,149.743,128.228,0.206,19.779,0.000,0.000,0.226,0.000,0.000,0.000
1097,369.256,329.408,296.238,162.734,148.263,127.819,0.211,19.716,0.000,0.000,0.225,0.000,0.000,0.000
1098,369.604,352.148,294.353,161.920,146.846,127.410,0.217,19.654,0.000,0.000,0.223,0.000,0.000,0.000
1099,369.951,374.925,292.531,161.105,145.489,127.002,0.223,19.591,0.000,0.000,0.222,0.000,0.000,0.000
1100,370.298,360.851,290.769,160.291,144.192,126.595,0.229,19.529,0.000,0.000,0.221,0.000,0.000,0.000
1101,370.645,342.517,289.065,159.477,142.951,126.189,0.235,19.468,0.000,0.000,0.220,0.000,0.000,0.000
1102,370.992,299.371,287.416,158.663,141.763,125.785,0.241,19.406,0.000,0.000,0.218,0.000,0.000,0.000
1103,371.339,313.443,285.815,157.848,140.624,125.379,0.247,19.345,0.000,0.000,0.217,0.000,0.000,0.000
1104,371.687,279.517,284.259,157.034,139.532,124.971,0.254,19.283,0.000,0.000,0.216,0.000,0.000,0.000
1105,372.034,314.331,282.745,156.220,138.484,124.562,0.260,19.221,0.000,0.000,0.215,0.000,0.000,0.000
1106,372.381,278.331,281.274,155.406,137.480,124.152,0.266,19.159,0.000,0.000,0.213,0.000,0.000,0.000
1107,372.728,316.961,279.846,154.591,136.521,123.740,0.273,19.097,0.000,0.000,0.212,0.000,0.000,0.000
