ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Th,Xray-Pb,Xray-La
4259,1425.902,22.338,31.542,30.966,27.139,3.537,0.000,0.866,0.000,0.000,0.000,0.000,0.000,0.000
4260,1426.226,33.819,31.561,30.984,27.156,3.539,0.000,0.866,0.000,0.000,0.000,0.000,0.000,0.000
4261,1426.549,35.301,31.580,31.002,27.174,3.540,0.000,0.866,0.000,0.000,0.000,0.000,0.000,0.000
4262,1426.873,39.635,31.599,31.020,27.191,3.541,0.000,0.867,0.000,0.000,0.000,0.000,0.000,0.000
4263,1427.196,40.300,31.617,31.038,27.208,3.542,0.000,0.867,0.000,0.000,0.000,0.000,0.000,0.000
4264,1427.519,21.930,31.636,31.056,27.225,3.544,0.000,0.867,0.000,0.000,0.000,0.000,0.000,0.000
4265,1427.843,26.190,31.655,31.074,27.242,3.545,0.000,0.868,0.000,0.000,0.000,0.000,0.000,0.000
4266,1428.166,31.819,31.674,31.091,27.260,3.546,0.000,0.868,0.000,0.000,0.000,0.000,0.000,0.000
4267,1428.490,32.708,31.693,31.109,27.277,3.547,0.000,0.869,0.000,0.000,0.000,0.000,0.000,0.000
4268,1428.813,37.449,31.711,31.127,27.294,3.548,0.000,0.869,0.000,0.000,0.000,0.000,0.000,0.000
4269,1429.137,20.449,31.730,31.145,27.311,3.550,0.000,0.869,0.000,0.000,0.000,0.000,0.000,0.000
4270,1429.460,28.856,31.749,31.163,27.329,3.551,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000
4271,1429.784,29.819,31.768,31.181,27.346,3.552,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000
4272,1430.107,26.375,31.787,31.199,27.363,3.553,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000
4273,1430.430,26.190,31.806,31.216,27.381,3.554,0.000,0.871,0.000,0.000,0.000,0.000,0.000,0.000
4274,1430.754,13.745,31.825,31.234,27.398,3.555,0.000,0.871,0.000,0.000,0.000,0.000,0.000,0.000
4275,1431.077,22.115,31.843,31.252,27.415,3.557,0.000,0.872,0.000,0.000,0.000,0.000,0.000,0.000
4276,1431.401,28.744,31.824,31.232,27.400,3.554,0.000,0.871,0.000,0.000,0.000,0.000,0.000,0.000
4277,1431.724,20.560,31.805,31.212,27.384,3.551,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000
4278,1432.048,34.300,31.786,31.192,27.369,3.548,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000
4279,1432.371,32.782,31.767,31.172,27.353,3.545,0.000,0.869,0.000,0.000,0.000,0.000,0.000,0.000
4280,1432.695,33.818,31.748,31.151,27.338,3.542,0.000,0.868,0.000,0.000,0.000,0.000,0.000,0.000
4281,1433.018,24.115,31.729,31.131,27.322,3.539,0.000,0.868,0.000,0.000,0.000,0.000,0.000,0.000
4282,1433.342,33.189,31.710,31.111,27.307,3.536,0.000,0.867,0.000,0.000,0.000,0.000,0.000,0.000
4283,1433.665,19.078,31.691,31.091,27.291,3.533,0.000,0.866,0.000,0.000,0.000,0.000,0.000,0.000
4284,1433.989,33.078,31.672,31.071,27.276,3.530,0.000,0.866,0.000,0.000,0.000,0.000,0.000,0.000
4285,1434.312,27.374,31.653,31.051,27.260,3.527,0.000,0.865,0.000,0.000,0.000,0.000,0.000,0.000
4286,1434.636,47.708,31.634,31.031,27.245,3.525,0.000,0.865,0.000,0.000,0.000,0.000,0.000,0.000
4287,1434.959,15.226,31.615,31.011,27.229,3.522,0.000,0.864,0.000,0.000,0.000,0.000,0.000,0.000
4288,1435.283,30.225,31.596,30.991,27.214,3.519,0.000,0.863,0.000,0.000,0.000,0.000,0.000,0.000
4289,1435.606,36.188,31.577,30.970,27.198,3.516,0.000,0.863,0.000,0.000,0.000,0.000,0.000,0.000
4290,1435.930,30.188,31.558,30.950,27.183,3.513,0.000,0.862,0.000,0.000,0.000,0.000,0.000,0.000
4291,1436.253,29.966,31.539,30.930,27.167,3.510,0.000,0.861,0.000,0.000,0.000,0.000,0.000,0.000
4292,1436.577,24.855,31.520,30.910,27.152,3.507,0.000,0.861,0.000,0.000,0.000,0.000,0.000,0.000
4293,1436.901,34.374,31.501,30.890,27.137,3.504,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000
4294,1437.224,25.484,31.482,30.870,27.121,3.501,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000
4295,1437.548,21.670,31.463,30.850,27.106,3.498,0.000,0.859,0.000,0.000,0.000,0.000,0.000,0.000
4296,1437.871,26.373,31.444,30.830,27.090,3.495,0.000,0.858,0.000,0.000,0.000,0.000,0.000,0.000
4297,1438.195,23.855,31.425,30.810,27.075,3.492,0.000,0.858,0.000,0.000,0.000,0.000,0.000,0.000
4298,1438.518,21.855,31.406,30.789,27.060,3.489,0.000,0.857,0.000,0.000,0.000,0.000,0.000,0.000
4299,1438.842,26.410,31.387,30.769,27.044,3.486,0.000,0.857,0.000,0.000,0.000,0.000,0.000,0.000
4300,1439.165,28.706,31.368,30.749,27.029,3.483,0.000,0.856,0.000,0.000,0.000,0.000,0.000,0.000
4301,1439.489,28.929,31.349,30.729,27.013,3.480,0.000,0.855,0.000,0.000,0.000,0.000,0.000,0.000
4302,1439.813,23.929,31.330,30.709,26.998,3.477,0.000,0.855,0.000,0.000,0.000,0.000,0.000,0.000
4303,1440.136,14.299,31.311,30.689,26.983,3.474,0.000,0.854,0.000,0.000,0.000,0.000,0.000,0.000
4304,1440.460,34.966,31.292,30.669,26.967,3.471,0.000,0.854,0.000,0.000,0.000,0.000,0.000,0.000
4305,1440.783,26.262,31.273,30.649,26.952,3.468,0.000,0.853,0.000,0.000,0.000,0.000,0.000,0.000
4306,1441.107,40.892,31.254,30.629,26.937,3.465,0.000,0.852,0.000,0.000,0.000,0.000,0.000,0.000
4307,1441.431,30.744,31.235,30.608,26.921,3.462,0.000,0.852,0.000,0.000,0.000,0.000,0.000,0.000
4308,1441.754,18.558,31.216,30.588,26.906,3.459,0.000,0.851,0.000,0.000,0.000,0.000,0.000,0.000
4309,1442.078,27.484,31.197,30.568,26.891,3.456,0.000,0.851,0.000,0.000,0.000,0.000,0.000,0.000
4310,1442.402,18.003,31.178,30.548,26.875,3.453,0.000,0.850,0.000,0.000,0.000,0.000,0.000,0.000
4311,1442.725,28.521,31.159,30.528,26.860,3.450,0.000,0.850,0.000,0.000,0.000,0.000,0.000,0.000
4312,1443.049,27.077,31.140,30.508,26.845,3.446,0.000,0.849,0.000,0.000,0.000,0.000,0.000,0.000
4313,1443.372,32.522,31.121,30.488,26.830,3.443,0.000,0.848,0.000,0.000,0.000,0.000,0.000,0.000
4314,1443.696,19.558,31.102,30.468,26.814,3.440,0.000,0.848,0.000,0.000,0.000,0.000,0.000,0.000
4315,1444.020,24.781,31.084,30.447,26.799,3.437,0.000,0.847,0.000,0.000,0.000,0.000,0.000,0.000
4316,1444.343,41.002,31.065,30.427,26.784,3.434,0.000,0.847,0.000,0.000,0.000,0.000,0.000,0.000
4317,1444.667,25.003,31.046,30.407,26.769,3.431,0.000,0.846,0.000,0.000,0.000,0.000,0.000,0.000
4318,1444.991,27.262,31.027,30.387,26.754,3.428,0.000,0.846,0.000,0.000,0.000,0.000,0.000,0.000
4319,1445.314,32.410,31.008,30.367,26.738,3.425,0.000,0.845,0.000,0.000,0.000,0.000,0.000,0.000
4320,1445.638,32.817,30.989,30.347,26.723,3.421,0.000,0.844,0.000,0.000,0.000,0.000,0.000,0.000
4321,1445.962,28.225,30.970,30.327,26.708,3.418,0.000,0.844,0.000,0.000,0.000,0.000,0.000,0.000
4322,1446.285,35.484,30.951,30.307,26.693,3.415,0.000,0.843,0.000,0.000,0.000,0.000,0.000,0.000
4323,1446.609,25.521,30.932,30.287,26.678,3.412,0.000,0.843,0.000,0.000,0.000,0.000,0.000,0.000
4324,1446.933,27.521,30.913,30.266,26.662,3.409,0.000,0.842,0.000,0.000,0.000,0.000,0.000,0.000
4325,1447.256,20.558,30.894,30.246,26.647,3.405,0.000,0.842,0.000,0.000,0.000,0.000,0.000,0.000
4326,1447.580,36.076,30.875,30.226,26.632,3.402,0.000,0.841,0.000,0.000,0.000,0.000,0.000,0.000
4327,1447.904,31.558,30.856,30.206,26.617,3.399,0.000,0.841,0.000,0.000,0.000,0.000,0.000,0.000
4328,1448.228,28.965,30.838,30.186,26.602,3.396,0.000,0.840,0.000,0.000,0.000,0.000,0.000,0.000
4329,1448.551,22.188,30.819,30.166,26.587,3.392,0.000,0.839,0.000,0.000,0.000,0.000,0.000,0.000
4330,1448.875,32.521,30.800,30.146,26.572,3.389,0.000,0.839,0.000,0.000,0.000,0.000,0.000,0.000
4331,1449.199,28.557,30.781,30.126,26.557,3.386,0.000,0.838,0.000,0.000,0.000,0.000,0.000,0.000
4332,1449.522,30.150,30.762,30.106,26.541,3.383,0.000,0.838,0.000,0.000,0.000,0.000,0.000,0.000
4333,1449.846,35.965,30.743,30.085,26.526,3.379,0.000,0.837,0.000,0.000,0.000,0.000,0.000,0.000
4334,1450.170,31.409,30.724,30.065,26.511,3.376,0.000,0.837,0.000,0.000,0.000,0.000,0.000,0.000
4335,1450.494,17.446,30.705,30.045,26.496,3.373,0.000,0.836,0.000,0.000,0.000,0.000,0.000,0.000
4336,1450.817,29.002,30.686,30.025,26.481,3.369,0.000,0.836,0.000,0.000,0.000,0.000,0.000,0.000
4337,1451.141,26.780,30.667,30.005,26.466,3.366,0.000,0.835,0.000,0.000,0.000,0.000,0.000,0.000
4338,1451.465,22.780,30.648,29.985,26.451,3.363,0.000,0.835,0.000,0.000,0.000,0.000,0.000,0.000
4339,1451.789,33.595,30.629,29.965,26.436,3.359,0.000,0.834,0.000,0.000,0.000,0.000,0.000,0.000
4340,1452.113,32.002,30.610,29.945,26.421,3.356,0.000,0.834,0.000,0.000,0.000,0.000,0.000,0.000
4341,1452.436,23.261,30.591,29.924,26.406,3.353,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.000
4342,1452.760,28.372,30.572,29.904,26.391,3.349,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.000
4343,1453.084,31.335,30.554,29.884,26.376,3.346,0.000,0.832,0.000,0.000,0.000,0.000,0.000,0.000
4344,1453.408,22.150,30.535,29.864,26.361,3.342,0.000,0.832,0.000,0.000,0.000,0.000,0.000,0.000
4345,1453.731,23.669,30.516,29.844,26.346,3.339,0.000,0.831,0.000,0.000,0.000,0.000,0.000,0.000
4346,1454.055,33.150,30.497,29.824,26.331,3.336,0.000,0.831,0.000,0.000,0.000,0.000,0.000,0.000
4347,1454.379,27.557,30.478,29.804,26.316,3.332,0.000,0.830,0.000,0.000,0.000,0.000,0.000,0.000
4348,1454.703,30.483,30.459,29.784,26.301,3.329,0.000,0.829,0.000,0.000,0.000,0.000,0.000,0.000
4349,1455.027,19.483,30.440,29.764,26.286,3.325,0.000,0.829,0.000,0.000,0.000,0.000,0.000,0.000
4350,1455.351,21.076,30.421,29.743,26.271,3.322,0.000,0.828,0.000,0.000,0.000,0.000,0.000,0.000
4351,1455.674,35.779,30.402,29.723,26.256,3.318,0.000,0.828,0.000,0.000,0.000,0.000,0.000,0.000
4352,1455.998,38.261,30.383,29.703,26.241,3.315,0.000,0.827,0.000,0.000,0.000,0.000,0.000,0.000
4353,1456.322,43.520,30.364,29.683,26.226,3.312,0.000,0.827,0.000,0.000,0.000,0.000,0.000,0.000
4354,1456.646,24.261,30.345,29.663,26.211,3.308,0.000,0.826,0.000,0.000,0.000,0.000,0.000,0.000
4355,1456.970,23.557,30.327,29.643,26.196,3.305,0.000,0.826,0.000,0.000,0.000,0.000,0.000,0.000
4356,1457.294,30.113,30.308,29.623,26.181,3.301,0.000,0.826,0.000,0.000,0.000,0.000,0.000,0.000
4357,1457.617,27.594,30.289,29.603,26.166,3.298,0.000,0.825,0.000,0.000,0.000,0.000,0.000,0.000
4358,1457.941,25.631,30.270,29.583,26.151,3.294,0.000,0.825,0.000,0.000,0.000,0.000,0.000,0.000
4359,1458.265,21.150,30.251,29.562,26.136,3.291,0.000,0.824,0.000,0.000,0.000,0.000,0.000,0.000
4360,1458.589,26.372,30.232,29.542,26.122,3.287,0.000,0.824,0.000,0.000,0.000,0.000,0.000,0.000
4361,1458.913,29.224,30.213,29.522,26.107,3.284,0.000,0.823,0.000,0.000,0.000,0.000,0.000,0.000
4362,1459.237,28.557,30.195,29.502,26.092,3.280,0.000,0.823,0.000,0.000,0.000,0.000,0.000,0.000
4363,1459.561,33.187,30.176,29.482,26.077,3.277,0.000,0.822,0.000,0.000,0.000,0.000,0.000,0.000
4364,1459.885,34.520,30.157,29.462,26.062,3.273,0.000,0.822,0.000,0.000,0.000,0.000,0.000,0.000
4365,1460.209,19.853,30.138,29.442,26.047,3.269,0.000,0.821,0.000,0.000,0.000,0.000,0.000,0.000
4366,1460.533,23.298,30.119,29.422,26.033,3.266,0.000,0.821,0.000,0.000,0.000,0.000,0.000,0.000
4367,1460.856,30.816,30.100,29.401,26.018,3.262,0.000,0.820,0.000,0.000,0.000,0.000,0.000,0.000
4368,1461.180,24.631,30.081,29.381,26.003,3.259,0.000,0.820,0.000,0.000,0.000,0.000,0.000,0.000
4369,1461.504,34.779,30.063,29.361,25.988,3.255,0.000,0.819,0.000,0.000,0.000,0.000,0.000,0.000
4370,1461.828,28.964,30.044,29.341,25.974,3.251,0.000,0.819,0.000,0.000,0.000,0.000,0.000,0.000
4371,1462.152,21.150,30.025,29.321,25.959,3.248,0.000,0.818,0.000,0.000,0.000,0.000,0.000,0.000
4372,1462.476,26.298,30.006,29.301,25.944,3.244,0.000,0.818,0.000,0.000,0.000,0.000,0.000,0.000
4373,1462.800,27.224,29.987,29.281,25.929,3.240,0.000,0.817,0.000,0.000,0.000,0.000,0.000,0.000
4374,1463.124,25.186,29.968,29.261,25.914,3.237,0.000,0.817,0.000,0.000,0.000,0.000,0.000,0.000
4375,1463.448,22.038,29.949,29.241,25.900,3.233,0.000,0.816,0.000,0.000,0.000,0.000,0.000,0.000
4376,1463.772,27.853,29.930,29.220,25.885,3.229,0.000,0.816,0.000,0.000,0.000,0.000,0.000,0.000
4377,1464.096,32.594,29.911,29.200,25.870,3.225,0.000,0.816,0.000,0.000,0.000,0.000,0.000,0.000
4378,1464.420,23.816,29.892,29.180,25.856,3.222,0.000,0.815,0.000,0.000,0.000,0.000,0.000,0.000
4379,1464.744,26.298,29.873,29.160,25.841,3.218,0.000,0.815,0.000,0.000,0.000,0.000,0.000,0.000
4380,1465.068,31.668,29.854,29.140,25.826,3.214,0.000,0.814,0.000,0.000,0.000,0.000,0.000,0.000
4381,1465.392,20.298,29.835,29.120,25.811,3.210,0.000,0.814,0.000,0.000,0.000,0.000,0.000,0.000
4382,1465.716,26.186,29.816,29.100,25.797,3.206,0.000,0.813,0.000,0.000,0.000,0.000,0.000,0.000
4383,1466.040,21.557,29.797,29.080,25.782,3.202,0.000,0.813,0.000,0.000,0.000,0.000,0.000,0.000
4384,1466.364,25.298,29.778,29.060,25.767,3.198,0.000,0.812,0.000,0.000,0.000,0.000,0.000,0.000
4385,1466.688,28.446,29.759,29.039,25.753,3.195,0.000,0.812,0.000,0.000,0.000,0.000,0.000,0.000
4386,1467.012,37.335,29.740,29.019,25.738,3.191,0.000,0.812,0.000,0.000,0.000,0.000,0.000,0.000
4387,1467.336,38.335,29.721,28.999,25.723,3.187,0.000,0.811,0.000,0.000,0.000,0.000,0.000,0.000
4388,1467.660,42.890,29.702,28.979,25.709,3.183,0.000,0.811,0.000,0.000,0.000,0.000,0.000,0.000
4389,1467.984,25.520,29.683,28.959,25.694,3.179,0.000,0.810,0.000,0.000,0.000,0.000,0.000,0.000
4390,1468.308,24.742,29.664,28.939,25.679,3.175,0.000,0.810,0.000,0.000,0.000,0.000,0.000,0.000
4391,1468.633,38.112,29.645,28.919,25.665,3.171,0.000,0.809,0.000,0.000,0.000,0.000,0.000,0.000
4392,1468.957,21.186,29.626,28.899,25.650,3.167,0.000,0.809,0.000,0.000,0.000,0.000,0.000,0.000
4393,1469.281,38.001,29.607,28.879,25.636,3.163,0.000,0.809,0.000,0.000,0.000,0.000,0.000,0.000
4394,1469.605,14.298,29.588,28.858,25.621,3.159,0.000,0.808,0.000,0.000,0.000,0.000,0.000,0.000
4395,1469.929,34.186,29.569,28.838,25.606,3.154,0.000,0.808,0.000,0.000,0.000,0.000,0.000,0.000
4396,1470.253,30.779,29.549,28.818,25.592,3.150,0.000,0.807,0.000,0.000,0.000,0.000,0.000,0.000
4397,1470.577,32.631,29.530,28.798,25.577,3.146,0.000,0.807,0.000,0.000,0.000,0.000,0.000,0.000
4398,1470.901,30.853,29.511,28.778,25.563,3.142,0.000,0.807,0.000,0.000,0.000,0.000,0.000,0.000
4399,1471.225,16.853,29.492,28.758,25.548,3.138,0.000,0.806,0.000,0.000,0.000,0.000,0.000,0.000
4400,1471.549,25.631,29.473,28.738,25.533,3.134,0.000,0.806,0.000,0.000,0.000,0.000,0.000,0.000
4401,1471.874,33.076,29.454,28.718,25.519,3.130,0.000,0.805,0.000,0.000,0.000,0.000,0.000,0.000
4402,1472.198,18.409,29.434,28.697,25.504,3.125,0.000,0.805,0.000,0.000,0.000,0.000,0.000,0.000
4403,1472.522,23.372,29.415,28.677,25.490,3.121,0.000,0.804,0.000,0.000,0.000,0.000,0.000,0.000
4404,1472.846,34.890,29.396,28.657,25.475,3.117,0.000,0.804,0.000,0.000,0.000,0.000,0.000,0.000
4405,1473.170,38.483,29.377,28.637,25.461,3.113,0.000,0.804,0.000,0.000,0.000,0.000,0.000,0.000
4406,1473.494,21.779,29.358,28.617,25.446,3.108,0.000,0.803,0.000,0.000,0.000,0.000,0.000,0.000
4407,1473.819,34.520,29.338,28.597,25.432,3.104,0.000,0.803,0.000,0.000,0.000,0.000,0.000,0.000
4408,1474.143,27.668,29.319,28.577,25.417,3.100,0.000,0.803,0.000,0.000,0.000,0.000,0.000,0.000
4409,1474.467,24.779,29.300,28.557,25.403,3.095,0.000,0.802,0.000,0.000,0.000,0.000,0.000,0.000
4410,1474.791,31.261,29.281,28.537,25.388,3.091,0.000,0.802,0.000,0.000,0.000,0.000,0.000,0.000
4411,1475.115,23.224,29.261,28.516,25.374,3.087,0.000,0.801,0.000,0.000,0.000,0.000,0.000,0.000
4412,1475.440,20.038,29.242,28.496,25.359,3.082,0.000,0.801,0.000,0.000,0.000,0.000,0.000,0.000
4413,1475.764,27.150,29.223,28.476,25.345,3.078,0.000,0.801,0.000,0.000,0.000,0.000,0.000,0.000
4414,1476.088,20.705,29.204,28.456,25.330,3.073,0.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000
4415,1476.412,43.002,29.184,28.436,25.316,3.069,0.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000
4416,1476.736,27.631,29.165,28.416,25.301,3.065,0.000,0.799,0.000,0.000,0.000,0.000,0.000,0.000
4417,1477.061,15.372,29.146,28.396,25.287,3.060,0.000,0.799,0.000,0.000,0.000,0.000,0.000,0.000
4418,1477.385,25.038,29.126,28.376,25.272,3.056,0.000,0.799,0.000,0.000,0.000,0.000,0.000,0.000
4419,1477.709,17.779,29.107,28.356,25.258,3.051,0.000,0.798,0.000,0.000,0.000,0.000,0.000,0.000
4420,1478.033,42.335,29.088,28.335,25.243,3.047,0.000,0.798,0.000,0.000,0.000,0.000,0.000,0.000
4421,1478.358,34.557,29.068,28.315,25.229,3.042,0.000,0.797,0.000,0.000,0.000,0.000,0.000,0.000
4422,1478.682,32.186,29.049,28.295,25.214,3.038,0.000,0.797,0.000,0.000,0.000,0.000,0.000,0.000
4423,1479.006,23.409,29.029,28.275,25.200,3.033,0.000,0.797,0.000,0.000,0.000,0.000,0.000,0.000
4424,1479.331,25.186,29.010,28.255,25.185,3.028,0.000,0.796,0.000,0.000,0.000,0.000,0.000,0.000
4425,1479.655,19.112,28.990,28.235,25.171,3.024,0.000,0.796,0.000,0.000,0.000,0.000,0.000,0.000
4426,1479.979,24.816,28.971,28.215,25.157,3.019,0.000,0.795,0.000,0.000,0.000,0.000,0.000,0.000
4427,1480.303,33.816,28.951,28.195,25.142,3.015,0.000,0.795,0.000,0.000,0.000,0.000,0.000,0.000
4428,1480.628,39.223,28.932,28.174,25.128,3.010,0.000,0.794,0.000,0.000,0.000,0.000,0.000,0.000
4429,1480.952,31.038,28.912,28.154,25.113,3.005,0.000,0.794,0.000,0.000,0.000,0.000,0.000,0.000
4430,1481.276,28.890,28.893,28.134,25.099,3.001,0.000,0.794,0.000,0.000,0.000,0.000,0.000,0.000
4431,1481.601,20.112,28.873,28.114,25.084,2.996,0.000,0.793,0.000,0.000,0.000,0.000,0.000,0.000
4432,1481.925,21.483,28.854,28.094,25.070,2.991,0.000,0.793,0.000,0.000,0.000,0.000,0.000,0.000
4433,1482.250,30.335,28.834,28.074,25.056,2.987,0.000,0.792,0.000,0.000,0.000,0.000,0.000,0.000
4434,1482.574,37.927,28.815,28.054,25.041,2.982,0.000,0.792,0.000,0.000,0.000,0.000,0.000,0.000
4435,1482.898,44.446,28.795,28.034,25.027,2.977,0.000,0.791,0.000,0.000,0.000,0.000,0.000,0.000
4436,1483.223,26.038,28.775,28.014,25.012,2.972,0.000,0.791,0.000,0.000,0.000,0.000,0.000,0.000
4437,1483.547,32.668,28.756,27.993,24.998,2.968,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.000
4438,1483.871,22.372,28.736,27.973,24.983,2.963,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.000
4439,1484.196,32.705,28.716,27.953,24.969,2.958,0.000,0.789,0.000,0.000,0.000,0.000,0.000,0.000
4440,1484.520,35.186,28.697,27.933,24.955,2.953,0.000,0.789,0.000,0.000,0.000,0.000,0.000,0.000
4441,1484.845,33.668,28.677,27.913,24.940,2.948,0.000,0.788,0.000,0.000,0.000,0.000,0.000,0.000
4442,1485.169,37.335,28.657,27.893,24.926,2.943,0.000,0.788,0.000,0.000,0.000,0.000,0.000,0.000
4443,1485.493,23.038,28.637,27.873,24.911,2.939,0.000,0.788,0.000,0.000,0.000,0.000,0.000,0.000
4444,1485.818,19.631,28.618,27.853,24.897,2.934,0.000,0.787,0.000,0.000,0.000,0.000,0.000,0.000
4445,1486.142,22.890,28.598,27.833,24.882,2.929,0.000,0.787,0.000,0.000,0.000,0.000,0.000,0.000
4446,1486.467,30.297,28.578,27.812,24.868,2.924,0.000,0.786,0.000,0.000,0.000,0.000,0.000,0.000
4447,1486.791,40.075,28.558,27.792,24.854,2.919,0.000,0.786,0.000,0.000,0.000,0.000,0.000,0.000
4448,1487.116,30.742,28.538,27.772,24.839,2.914,0.000,0.785,0.000,0.000,0.000,0.000,0.000,0.000
4449,1487.440,40.705,28.519,27.752,24.825,2.909,0.000,0.784,0.000,0.000,0.000,0.000,0.000,0.000
4450,1487.765,35.705,28.499,27.732,24.810,2.904,0.000,0.784,0.000,0.000,0.000,0.000,0.000,0.000
4451,1488.089,30.557,28.479,27.712,24.796,2.899,0.000,0.783,0.000,0.000,0.000,0.000,0.000,0.000
4452,1488.414,43.964,28.459,27.692,24.782,2.895,0.000,0.783,0.000,0.000,0.000,0.000,0.000,0.000
4453,1488.738,28.112,28.439,27.672,24.767,2.890,0.000,0.782,0.000,0.000,0.000,0.000,0.000,0.000
4454,1489.063,30.002,28.419,27.651,24.753,2.885,0.000,0.782,0.000,0.000,0.000,0.000,0.000,0.000
4455,1489.387,29.076,28.399,27.631,24.738,2.880,0.000,0.781,0.000,0.000,0.000,0.000,0.000,0.000
4456,1489.712,22.816,28.379,27.611,24.724,2.875,0.000,0.781,0.000,0.000,0.000,0.000,0.000,0.000
4457,1490.036,35.038,28.359,27.591,24.710,2.870,0.000,0.780,0.000,0.000,0.000,0.000,0.000,0.000
4458,1490.361,35.668,28.339,27.571,24.695,2.865,0.000,0.780,0.000,0.000,0.000,0.000,0.000,0.000
4459,1490.685,18.335,28.319,27.551,24.681,2.860,0.000,0.779,0.000,0.000,0.000,0.000,0.000,0.000
4460,1491.010,40.557,28.299,27.531,24.666,2.855,0.000,0.778,0.000,0.000,0.000,0.000,0.000,0.000
4461,1491.335,34.150,28.279,27.511,24.652,2.850,0.000,0.778,0.000,0.000,0.000,0.000,0.000,0.000
4462,1491.659,39.853,28.259,27.491,24.637,2.845,0.000,0.777,0.000,0.000,0.000,0.000,0.000,0.000
4463,1491.984,34.964,28.239,27.470,24.623,2.840,0.000,0.777,0.000,0.000,0.000,0.000,0.000,0.000
4464,1492.308,30.668,28.219,27.450,24.609,2.835,0.000,0.776,0.000,0.000,0.000,0.000,0.000,0.000
4465,1492.633,32.038,28.199,27.430,24.594,2.829,0.000,0.776,0.000,0.000,0.000,0.000,0.000,0.000
4466,1492.957,31.816,28.179,27.410,24.580,2.824,0.000,0.775,0.000,0.000,0.000,0.000,0.000,0.000
4467,1493.282,38.261,28.159,27.390,24.565,2.819,0.000,0.774,0.000,0.000,0.000,0.000,0.000,0.000
4468,1493.607,36.223,28.139,27.370,24.551,2.814,0.000,0.774,0.000,0.000,0.000,0.000,0.000,0.000
4469,1493.931,32.298,28.119,27.350,24.537,2.809,0.000,0.773,0.000,0.000,0.000,0.000,0.000,0.000
4470,1494.256,34.335,28.099,27.330,24.522,2.804,0.000,0.772,0.000,0.000,0.000,0.000,0.000,0.000
4471,1494.581,28.335,28.079,27.310,24.508,2.799,0.000,0.772,0.000,0.000,0.000,0.000,0.000,0.000
4472,1494.905,30.297,28.058,27.289,24.493,2.794,0.000,0.771,0.000,0.000,0.000,0.000,0.000,0.000
4473,1495.230,33.224,28.038,27.269,24.479,2.789,0.000,0.770,0.000,0.000,0.000,0.000,0.000,0.000
4474,1495.555,30.742,28.018,27.249,24.464,2.784,0.000,0.770,0.000,0.000,0.000,0.000,0.000,0.000
4475,1495.879,34.075,27.998,27.229,24.450,2.779,0.000,0.769,0.000,0.000,0.000,0.000,0.000,0.000
4476,1496.204,37.112,27.977,27.209,24.436,2.773,0.000,0.768,0.000,0.000,0.000,0.000,0.000,0.000
4477,1496.529,34.779,27.957,27.189,24.421,2.768,0.000,0.768,0.000,0.000,0.000,0.000,0.000,0.000
4478,1496.853,40.224,27.937,27.169,24.407,2.763,0.000,0.767,0.000,0.000,0.000,0.000,0.000,0.000
4479,1497.178,32.075,27.917,27.149,24.392,2.758,0.000,0.766,0.000,0.000,0.000,0.000,0.000,0.000
4480,1497.503,41.483,27.896,27.129,24.378,2.753,0.000,0.766,0.000,0.000,0.000,0.000,0.000,0.000
4481,1497.827,38.335,27.876,27.108,24.363,2.748,0.000,0.765,0.000,0.000,0.000,0.000,0.000,0.000
4482,1498.152,36.705,27.856,27.088,24.349,2.743,0.000,0.764,0.000,0.000,0.000,0.000,0.000,0.000
4483,1498.477,30.149,27.836,27.068,24.334,2.738,0.000,0.764,0.000,0.000,0.000,0.000,0.000,0.000
4484,1498.802,32.186,27.815,27.048,24.320,2.733,0.000,0.763,0.000,0.000,0.000,0.000,0.000,0.000
4485,1499.126,35.186,27.795,27.028,24.305,2.727,0.000,0.762,0.000,0.000,0.000,0.000,0.000,0.000
4486,1499.451,43.075,27.774,27.008,24.291,2.722,0.000,0.761,0.000,0.000,0.000,0.000,0.000,0.000
4487,1499.776,35.742,27.754,26.988,24.276,2.717,0.000,0.761,0.000,0.000,0.000,0.000,0.000,0.000
4488,1500.101,41.372,27.734,26.968,24.262,2.712,0.000,0.760,0.000,0.000,0.000,0.000,0.000,0.000
4489,1500.426,44.186,27.713,26.947,24.247,2.707,0.000,0.759,0.000,0.000,0.000,0.000,0.000,0.000
4490,1500.750,38.557,27.693,26.927,24.233,2.702,0.000,0.758,0.000,0.000,0.000,0.000,0.000,0.000
