ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Th,Xray-Pb,Xray-La
229,69.721,2095.439,1831.219,822.654,62.441,88.194,74.539,9.347,4.238,1.176,0.094,814.264,776.911,0.000
230,70.061,2206.847,1802.143,824.150,62.819,88.863,74.566,9.408,4.284,1.221,0.095,828.064,732.809,0.000
231,70.402,2296.328,1774.477,825.647,63.193,89.526,74.482,9.469,4.331,1.269,0.095,842.272,689.825,0.000
232,70.742,2475.549,1748.955,827.143,63.565,90.184,74.294,9.530,4.378,1.322,0.096,856.973,648.597,0.000
233,71.082,2545.594,1726.258,828.639,63.938,90.840,74.013,9.590,4.426,1.379,0.097,872.271,609.691,0.000
234,71.423,2795.368,1707.007,830.136,64.312,91.495,73.650,9.649,4.474,1.441,0.098,888.274,573.601,0.000
235,71.763,2886.039,1691.654,831.632,64.688,92.150,73.216,9.709,4.522,1.504,0.098,905.015,540.738,0.000
236,72.104,2994.519,1680.650,833.128,65.066,92.806,72.726,9.768,4.570,1.568,0.099,922.588,511.446,0.000
237,72.444,3169.522,1674.423,834.625,65.448,93.466,72.195,9.827,4.618,1.631,0.100,941.127,485.996,0.000
238,72.785,3193.008,1673.352,836.121,65.837,94.135,71.639,9.887,4.665,1.693,0.100,960.784,464.597,0.000
239,73.125,3613.229,1677.758,837.618,66.235,94.815,71.075,9.948,4.712,1.754,0.101,981.726,447.378,0.000
240,73.466,3723.936,1687.635,839.114,66.643,95.511,70.520,10.009,4.758,1.811,0.102,1004.108,434.158,0.000
241,73.806,3853.081,1702.292,840.610,67.063,96.225,69.989,10.072,4.804,1.864,0.102,1028.033,424.125,0.000
242,74.147,4084.640,1721.577,842.107,67.497,96.960,69.499,10.137,4.849,1.913,0.103,1053.681,416.923,0.000
243,74.488,4096.862,1745.377,843.603,67.946,97.722,69.064,10.203,4.894,1.956,0.104,1081.260,412.213,0.000
244,74.828,4274.308,1773.573,845.100,68.414,98.513,68.700,10.272,4.938,1.993,0.105,1110.994,409.630,0.000
245,75.169,4356.197,1806.046,846.596,68.901,99.341,68.419,10.343,4.982,2.024,0.106,1143.122,408.794,0.000
246,75.510,4532.568,1842.597,848.092,69.410,100.207,68.225,10.417,5.025,2.047,0.106,1177.863,409.283,0.000
247,75.850,4575.123,1882.996,849.589,69.941,101.115,68.112,10.495,5.068,2.062,0.107,1215.432,410.648,0.000
248,76.191,4643.497,1927.116,851.085,70.498,102.071,68.087,10.576,5.111,2.069,0.108,1256.118,412.463,0.000
249,76.532,4592.313,1974.882,852.582,71.082,103.080,68.152,10.660,5.154,2.068,0.109,1300.236,414.326,0.000
250,76.872,4565.608,2026.285,854.078,71.696,104.147,68.309,10.750,5.197,2.059,0.110,1348.128,415.873,0.000
251,77.213,4574.349,2080.957,855.574,72.343,105.277,68.559,10.844,5.241,2.042,0.111,1399.711,416.813,0.000
252,77.554,4674.832,2137.707,857.071,73.026,106.469,68.895,10.943,5.287,2.017,0.112,1454.063,416.879,0.000
253,77.895,4469.348,2195.626,858.567,73.746,107.726,69.313,11.047,5.333,1.985,0.114,1510.563,415.784,0.000
254,78.235,4346.018,2254.329,860.063,74.507,109.049,69.808,11.158,5.382,1.946,0.115,1569.051,413.298,0.000
255,78.576,4253.240,2313.489,861.560,75.311,110.444,70.374,11.274,5.432,1.901,0.116,1629.363,409.258,0.000
256,78.917,4214.132,2372.838,863.056,76.160,111.914,71.006,11.397,5.485,1.851,0.118,1691.329,403.562,0.000
257,79.258,4061.651,2432.139,864.553,77.058,113.460,71.697,11.527,5.541,1.796,0.119,1754.760,396.164,0.000
258,79.599,3900.798,2491.201,866.049,78.005,115.084,72.437,11.664,5.600,1.738,0.121,1819.465,387.071,0.000
259,79.940,3726.579,2549.938,867.545,79.005,116.789,73.219,11.809,5.663,1.677,0.122,1885.301,376.336,0.000
260,80.281,3631.134,2608.352,869.042,80.062,118.579,74.039,11.961,5.730,1.615,0.124,1952.175,364.050,0.000
261,80.622,3383.497,2666.537,870.538,81.178,120.459,74.892,12.121,5.801,1.552,0.126,2020.046,350.345,0.000
262,80.962,3185.203,2724.352,872.035,82.358,122.433,75.776,12.290,5.877,1.489,0.128,2088.607,335.377,0.000
263,81.303,3096.685,2780.181,873.531,83.604,124.497,76.685,12.469,5.958,1.427,0.130,2156.062,319.329,0.000
264,81.644,2820.208,2832.481,875.027,84.920,126.649,77.619,12.657,6.044,1.367,0.132,2220.674,302.401,0.000
265,81.985,2814.021,2880.644,876.524,86.307,128.888,78.574,12.855,6.135,1.310,0.134,2281.621,284.801,0.000
266,82.326,2758.096,2924.198,878.020,87.768,131.214,79.551,13.064,6.231,1.255,0.137,2338.217,266.743,0.000
267,82.667,2539.281,2962.703,879.517,89.305,133.629,80.548,13.284,6.333,1.204,0.139,2389.803,248.439,0.000
268,83.008,2489.467,2995.745,881.013,90.919,136.131,81.565,13.515,6.440,1.157,0.142,2435.763,230.094,0.000
269,83.349,2387.203,3022.937,882.509,92.611,138.716,82.599,13.757,6.552,1.114,0.145,2475.522,211.903,0.000
270,83.691,2485.837,3043.959,884.006,94.379,141.381,83.647,14.011,6.669,1.075,0.148,2508.582,194.046,0.000
271,84.032,2216.063,3058.559,885.502,96.225,144.126,84.713,14.277,6.791,1.040,0.151,2534.530,176.685,0.000
272,84.373,2390.801,3066.549,886.999,98.149,146.949,85.798,14.555,6.917,1.010,0.154,2553.036,159.961,0.000
273,84.714,2323.802,3067.813,888.495,100.149,149.847,86.903,14.845,7.048,0.984,0.157,2563.864,143.993,0.000
274,85.055,2264.507,3062.294,889.991,102.224,152.817,88.031,15.148,7.183,0.962,0.161,2566.870,128.876,0.000
275,85.396,2320.914,3050.016,891.488,104.371,155.853,89.183,15.462,7.322,0.944,0.164,2562.010,114.684,0.000
276,85.737,2343.206,3031.097,892.984,106.586,158.951,90.360,15.788,7.464,0.930,0.168,2549.359,101.468,0.000
277,86.078,2413.062,3005.750,894.480,108.867,162.108,91.563,16.125,7.609,0.920,0.172,2529.103,89.258,0.000
278,86.420,2351.287,2974.266,895.977,111.210,165.320,92.794,16.474,7.756,0.912,0.176,2501.534,78.066,0.000
279,86.761,2468.099,2937.018,897.473,113.610,168.580,94.053,16.833,7.906,0.908,0.180,2467.041,67.883,0.000
280,87.102,2419.135,2894.433,898.970,116.061,171.881,95.340,17.202,8.057,0.906,0.184,2426.090,58.687,0.000
281,87.443,2473.284,2847.022,900.466,118.557,175.214,96.652,17.580,8.209,0.906,0.189,2379.244,50.445,0.000
282,87.785,2544.358,2795.371,901.962,121.092,178.572,97.991,17.966,8.362,0.909,0.193,2327.151,43.109,0.000
283,88.126,2530.062,2740.129,903.459,123.659,181.947,99.353,18.360,8.515,0.913,0.198,2270.529,36.628,0.000
284,88.467,2617.987,2681.996,904.955,126.252,185.334,100.737,18.760,8.668,0.920,0.202,2210.154,30.943,0.000
285,88.808,2604.918,2621.698,906.452,128.863,188.725,102.141,19.165,8.821,0.927,0.207,2146.831,25.990,0.000
286,89.150,2595.174,2559.965,907.948,131.486,192.112,103.562,19.574,8.973,0.936,0.211,2081.377,21.705,0.000
287,89.491,2453.508,2497.563,909.444,134.113,195.489,104.998,19.986,9.123,0.945,0.216,2014.640,18.023,0.000
288,89.832,2555.396,2435.270,910.941,136.739,198.850,106.446,20.401,9.272,0.955,0.221,1947.474,14.882,0.000
289,90.174,2558.358,2373.859,912.437,139.358,202.192,107.904,20.816,9.419,0.965,0.225,1880.725,12.223,0.000
290,90.515,2636.647,2314.121,913.934,141.966,205.512,109.372,21.232,9.565,0.976,0.230,1815.215,10.022,0.000
291,90.857,2570.321,2256.765,915.430,144.560,208.807,110.849,21.647,9.708,0.987,0.235,1751.721,8.217,0.000
292,91.198,2471.021,2202.439,916.926,147.139,212.079,112.333,22.062,9.850,0.999,0.239,1690.968,6.737,0.000
293,91.539,2555.469,2151.778,918.423,149.701,215.329,113.827,22.476,9.990,1.010,0.244,1633.645,5.523,0.000
294,91.881,2442.099,2105.380,919.919,152.248,218.562,115.331,22.888,10.129,1.022,0.249,1580.388,4.528,0.000
295,92.222,2357.169,2063.798,921.416,154.785,221.787,116.850,23.300,10.267,1.034,0.253,1531.775,3.713,0.000
296,92.564,2363.360,2027.249,922.912,157.316,225.013,118.388,23.711,10.404,1.046,0.258,1488.034,3.044,0.000
297,92.905,2318.247,1995.214,924.408,159.848,228.248,119.952,24.123,10.542,1.058,0.262,1448.649,2.495,0.000
298,93.247,2404.136,1967.162,925.905,162.389,231.502,121.545,24.537,10.680,1.071,0.267,1413.088,2.046,0.000
299,93.588,2296.506,1942.987,927.401,164.944,234.784,123.174,24.953,10.819,1.084,0.272,1381.243,1.677,0.000
300,93.930,2185.129,1922.508,928.897,167.522,238.106,124.842,25.372,10.961,1.097,0.276,1352.919,1.375,0.000
301,94.272,2045.389,1905.472,930.394,170.131,241.479,126.557,25.795,11.104,1.110,0.281,1327.848,1.128,0.000
302,94.613,1925.763,1891.576,931.890,172.777,244.913,128.320,26.224,11.251,1.124,0.286,1305.716,0.924,0.000
303,94.955,1998.762,1880.485,933.387,175.470,248.419,130.135,26.659,11.402,1.139,0.290,1286.172,0.758,0.000
304,95.296,1974.463,1871.769,934.883,178.217,252.006,132.005,27.101,11.557,1.154,0.295,1268.772,0.621,0.000
305,95.638,1804.432,1864.943,936.379,181.026,255.684,133.933,27.552,11.717,1.169,0.300,1253.011,0.510,0.000
306,95.980,1794.392,1856.599,934.956,183.345,258.691,135.521,27.927,11.847,1.181,0.304,1237.323,0.418,0.000
307,96.321,1689.979,1849.170,933.533,185.722,261.783,137.161,28.310,11.981,1.194,0.309,1222.324,0.342,0.000
308,96.663,1613.318,1842.182,932.111,188.162,264.964,138.855,28.701,12.121,1.208,0.313,1207.533,0.281,0.000
309,97.005,1564.056,1835.180,930.688,190.667,268.236,140.603,29.101,12.265,1.222,0.317,1192.494,0.230,0.000
310,97.346,1555.575,1827.742,929.265,193.238,271.601,142.403,29.510,12.415,1.236,0.322,1176.782,0.189,0.000
311,97.688,1507.237,1819.479,927.842,195.877,275.059,144.255,29.928,12.569,1.251,0.326,1160.012,0.155,0.000
312,98.030,1425.015,1810.045,926.419,198.583,278.607,146.156,30.355,12.728,1.266,0.331,1141.846,0.127,0.000
313,98.372,1425.905,1799.145,924.996,201.352,282.241,148.102,30.791,12.891,1.282,0.336,1121.999,0.104,0.000
314,98.713,1338.642,1786.533,923.573,204.180,285.954,150.089,31.234,13.059,1.298,0.340,1100.245,0.085,0.000
315,99.055,1222.792,1772.079,922.150,207.061,289.736,152.110,31.685,13.230,1.314,0.345,1076.477,0.070,0.000
316,99.397,1272.341,1755.704,920.727,209.989,293.578,154.160,32.142,13.405,1.331,0.350,1050.642,0.057,0.000
317,99.739,1221.089,1737.298,919.304,212.954,297.469,156.231,32.604,13.582,1.348,0.355,1022.658,0.047,0.000
318,100.081,1205.828,1716.785,917.881,215.948,301.394,158.316,33.069,13.760,1.365,0.360,992.484,0.039,0.000
319,100.422,1101.685,1694.164,916.458,218.959,305.337,160.406,33.536,13.940,1.382,0.365,960.156,0.032,0.000
320,100.764,1125.123,1669.494,915.035,221.973,309.281,162.490,34.003,14.120,1.399,0.370,925.781,0.026,0.000
321,101.106,1168.086,1642.895,913.612,224.978,313.206,164.559,34.467,14.299,1.416,0.375,889.521,0.021,0.000
322,101.448,1114.829,1614.533,912.189,227.958,317.095,166.602,34.928,14.477,1.432,0.380,851.590,0.017,0.000
323,101.790,1099.863,1584.610,910.766,230.900,320.928,168.610,35.382,14.652,1.448,0.385,812.237,0.014,0.000
324,102.132,1127.270,1553.357,909.343,233.788,324.684,170.573,35.827,14.823,1.464,0.390,771.742,0.012,0.000
325,102.474,1077.346,1521.025,907.920,236.607,328.345,172.477,36.261,14.989,1.480,0.395,730.406,0.010,0.000
326,102.816,1095.386,1487.876,906.497,239.343,331.889,174.314,36.682,15.150,1.495,0.399,688.540,0.008,0.000
327,103.158,1133.641,1454.184,905.074,241.982,335.301,176.074,37.088,15.305,1.509,0.404,646.459,0.006,0.000
328,103.500,1125.782,1420.220,903.651,244.511,338.563,177.748,37.477,15.452,1.523,0.408,604.477,0.005,0.000
329,103.842,1040.899,1386.252,902.228,246.919,341.662,179.330,37.847,15.591,1.535,0.412,562.895,0.004,0.000
330,104.184,1009.010,1352.534,900.805,249.197,344.585,180.813,38.197,15.722,1.547,0.415,521.996,0.004,0.000
331,104.526,987.486,1319.301,899.382,251.336,347.321,182.192,38.525,15.844,1.559,0.419,482.046,0.003,0.000
332,104.868,990.191,1286.773,897.959,253.329,349.862,183.463,38.831,15.957,1.569,0.422,443.280,0.002,0.000
333,105.210,1009.303,1255.146,896.536,255.172,352.203,184.624,39.114,16.060,1.578,0.425,405.909,0.002,0.000
334,105.552,994.857,1224.592,895.113,256.862,354.342,185.675,39.373,16.153,1.587,0.428,370.113,0.002,0.000
335,105.894,1044.006,1195.261,893.690,258.399,356.278,186.615,39.609,16.237,1.595,0.430,336.038,0.001,0.000
336,106.236,1005.191,1167.270,892.267,259.784,358.013,187.446,39.822,16.311,1.601,0.433,303.801,0.001,0.000
337,106.578,1057.707,1140.711,890.844,261.018,359.550,188.171,40.011,16.376,1.607,0.435,273.484,0.001,0.000
338,106.920,973.484,1115.653,889.421,262.106,360.896,188.793,40.178,16.431,1.613,0.436,245.141,0.001,0.000
339,107.262,948.523,1092.138,887.998,263.053,362.058,189.316,40.323,16.478,1.617,0.438,218.795,0.001,0.000
340,107.605,968.043,1070.187,886.576,263.866,363.045,189.747,40.447,16.517,1.621,0.439,194.446,0.000,0.000
341,107.947,979.114,1049.801,885.153,264.551,363.868,190.090,40.552,16.548,1.624,0.440,172.069,0.000,0.000
342,108.289,997.817,1030.959,883.730,265.117,364.536,190.351,40.639,16.572,1.627,0.441,151.618,0.000,0.000
343,108.631,945.039,1013.625,882.307,265.571,365.061,190.537,40.708,16.589,1.628,0.442,133.029,0.000,0.000
344,108.973,1026.820,997.749,880.884,265.923,365.455,190.655,40.762,16.601,1.630,0.442,116.222,0.000,0.000
345,109.316,910.931,983.268,879.461,266.180,365.730,190.710,40.801,16.606,1.631,0.443,101.109,0.000,0.000
346,109.658,977.297,970.113,878.038,266.351,365.896,190.709,40.827,16.607,1.632,0.443,87.589,0.000,0.000
347,110.000,1017.107,958.206,876.615,266.445,365.966,190.658,40.841,16.604,1.632,0.443,75.558,0.000,0.000
348,110.342,931.959,947.465,875.192,266.470,365.950,190.563,40.845,16.597,1.632,0.443,64.907,0.000,0.000
349,110.685,980.593,937.805,873.769,266.432,365.857,190.429,40.839,16.586,1.632,0.443,55.528,0.000,0.000
350,111.027,910.295,929.138,872.346,266.340,365.698,190.262,40.825,16.573,1.632,0.443,47.308,0.000,0.000
351,111.369,910.184,921.380,870.923,266.200,365.481,190.066,40.803,16.557,1.632,0.442,40.141,0.000,0.000
352,111.712,924.366,914.448,869.500,266.018,365.215,189.846,40.775,16.540,1.631,0.442,33.924,0.000,0.000
353,112.054,916.370,908.275,868.077,265.800,364.906,189.606,40.741,16.520,1.631,0.441,28.572,0.000,0.000
354,112.396,920.435,902.822,866.654,265.550,364.563,189.349,40.702,16.499,1.630,0.441,24.030,0.000,0.000
355,112.739,918.327,898.016,865.231,265.274,364.190,189.078,40.660,16.477,1.630,0.441,20.208,0.000,0.000
356,113.081,826.587,893.757,863.808,264.977,363.794,188.797,40.614,16.454,1.629,0.440,16.994,0.000,0.000
357,113.424,844.626,889.962,862.385,264.661,363.381,188.509,40.565,16.431,1.629,0.439,14.289,0.000,0.000
358,113.766,860.437,886.560,860.962,264.330,362.953,188.216,40.514,16.407,1.629,0.439,12.015,0.000,0.000
359,114.108,852.438,883.490,859.539,263.987,362.515,187.918,40.461,16.383,1.628,0.438,10.102,0.000,0.000
360,114.451,817.919,880.703,858.116,263.633,362.069,187.619,40.406,16.359,1.628,0.438,8.493,0.000,0.000
361,114.793,846.362,878.156,856.693,263.272,361.618,187.318,40.351,16.334,1.629,0.437,7.140,0.000,0.000
362,115.136,939.177,875.814,855.270,262.903,361.164,187.018,40.294,16.310,1.629,0.436,6.003,0.000,0.000
363,115.478,794.956,873.648,853.847,262.530,360.709,186.718,40.236,16.286,1.629,0.436,5.047,0.000,0.000
364,115.821,856.840,871.631,852.424,262.152,360.255,186.420,40.178,16.261,1.630,0.435,4.243,0.000,0.000
365,116.163,886.723,869.735,851.001,261.771,359.795,186.123,40.119,16.237,1.631,0.434,3.567,0.000,0.000
366,116.506,866.844,867.941,849.578,261.387,359.331,185.828,40.059,16.213,1.632,0.434,2.999,0.000,0.000
367,116.848,839.838,866.234,848.155,261.001,358.863,185.536,40.000,16.190,1.634,0.433,2.521,0.000,0.000
368,117.191,854.650,864.600,846.732,260.613,358.391,185.246,39.940,16.166,1.636,0.432,2.120,0.000,0.000
369,117.534,773.397,863.028,845.309,260.225,357.914,184.958,39.880,16.142,1.638,0.431,1.782,0.000,0.000
370,117.876,805.691,861.507,843.886,259.837,357.432,184.673,39.819,16.119,1.640,0.431,1.498,0.000,0.000
371,118.219,931.656,860.026,842.463,259.447,356.943,184.391,39.759,16.096,1.642,0.430,1.259,0.000,0.000
372,118.561,853.134,858.577,841.041,259.058,356.447,184.110,39.699,16.073,1.644,0.429,1.059,0.000,0.000
373,118.904,840.654,857.156,839.618,258.668,355.945,183.832,39.639,16.050,1.646,0.429,0.890,0.000,0.000
374,119.247,842.539,855.757,838.195,258.279,355.434,183.556,39.578,16.027,1.648,0.428,0.748,0.000,0.000
375,119.589,862.466,854.374,836.772,257.890,354.916,183.282,39.518,16.004,1.649,0.427,0.629,0.000,0.000
376,119.932,847.238,853.003,835.349,257.501,354.388,183.010,39.458,15.982,1.651,0.427,0.529,0.000,0.000
377,120.275,812.499,851.638,833.926,257.113,353.850,182.739,39.397,15.959,1.651,0.426,0.445,0.000,0.000
378,120.617,824.169,850.278,832.503,256.725,353.301,182.469,39.337,15.936,1.652,0.425,0.374,0.000,0.000
379,120.960,792.982,848.920,831.080,256.337,352.742,182.200,39.277,15.914,1.652,0.425,0.314,0.000,0.000
380,121.303,863.426,847.562,829.657,255.950,352.172,181.933,39.217,15.891,1.651,0.424,0.264,0.000,0.000
381,121.646,764.313,846.201,828.234,255.563,351.591,181.666,39.157,15.869,1.650,0.423,0.222,0.000,0.000
382,121.988,865.536,844.836,826.811,255.176,350.999,181.400,39.097,15.846,1.648,0.423,0.187,0.000,0.000
383,122.331,897.462,843.463,825.388,254.789,350.394,181.134,39.037,15.824,1.646,0.422,0.157,0.000,0.000
384,122.674,806.200,842.083,823.965,254.403,349.778,180.868,38.977,15.801,1.643,0.421,0.132,0.000,0.000
385,123.017,860.568,840.696,822.542,254.017,349.150,180.602,38.918,15.778,1.639,0.420,0.111,0.000,0.000
386,123.360,944.308,839.301,821.119,253.631,348.512,180.335,38.858,15.755,1.634,0.420,0.093,0.000,0.000
387,123.702,861.162,837.896,819.696,253.245,347.863,180.069,38.798,15.732,1.629,0.419,0.078,0.000,0.000
388,124.045,870.352,836.482,818.273,252.859,347.204,179.802,38.738,15.709,1.623,0.418,0.066,0.000,0.000
389,124.388,893.012,835.058,816.850,252.472,346.535,179.533,38.678,15.686,1.617,0.418,0.055,0.000,0.000
390,124.731,897.602,833.624,815.427,252.086,345.856,179.264,38.618,15.663,1.609,0.417,0.047,0.000,0.000
391,125.074,1016.269,832.182,814.004,251.699,345.170,178.994,38.558,15.640,1.601,0.416,0.039,0.000,0.000
392,125.417,1003.677,830.733,812.581,251.312,344.477,178.723,38.498,15.616,1.592,0.416,0.033,0.000,0.000
393,125.760,876.339,829.275,811.158,250.924,343.777,178.451,38.438,15.593,1.583,0.415,0.028,0.000,0.000
394,126.103,1038.381,827.809,809.735,250.536,343.072,178.177,38.378,15.569,1.572,0.414,0.023,0.000,0.000
395,126.446,1032.487,826.336,808.312,250.147,342.362,177.901,38.318,15.545,1.562,0.414,0.020,0.000,0.000
396,126.789,919.785,824.857,806.889,249.758,341.648,177.624,38.258,15.521,1.550,0.413,0.016,0.000,0.000
397,127.131,1012.785,823.374,805.466,249.368,340.932,177.346,38.198,15.497,1.539,0.412,0.014,0.000,0.000
398,127.474,959.819,821.888,804.043,248.978,340.215,177.066,38.137,15.473,1.527,0.412,0.012,0.000,0.000
399,127.817,987.558,820.397,802.620,248.587,339.498,176.784,38.077,15.448,1.514,0.411,0.010,0.000,0.000
400,128.160,1013.075,818.904,801.197,248.194,338.780,176.500,38.016,15.423,1.501,0.410,0.008,0.000,0.000
401,128.503,1005.601,817.409,799.774,247.801,338.065,176.214,37.955,15.398,1.488,0.409,0.007,0.000,0.000
402,128.847,992.631,815.914,798.351,247.408,337.351,175.927,37.895,15.373,1.475,0.409,0.006,0.000,0.000
403,129.190,986.075,814.420,796.928,247.014,336.641,175.638,37.834,15.348,1.461,0.408,0.005,0.000,0.000
404,129.533,1025.075,812.928,795.506,246.619,335.935,175.348,37.773,15.323,1.448,0.407,0.004,0.000,0.000
405,129.876,984.149,811.437,794.083,246.223,335.234,175.055,37.712,15.297,1.434,0.407,0.003,0.000,0.000
406,130.219,1057.518,809.947,792.660,245.826,334.538,174.761,37.650,15.272,1.421,0.406,0.003,0.000,0.000
407,130.562,971.778,808.461,791.237,245.428,333.847,174.465,37.589,15.246,1.407,0.405,0.002,0.000,0.000
408,130.905,926.892,806.980,789.814,245.030,333.163,174.168,37.528,15.220,1.394,0.405,0.002,0.000,0.000
409,131.248,1075.625,805.503,788.391,244.632,332.486,173.869,37.466,15.194,1.381,0.404,0.002,0.000,0.000
410,131.591,1042.404,804.031,786.968,244.232,331.815,173.568,37.405,15.168,1.368,0.403,0.001,0.000,0.000
411,131.934,1026.035,802.563,785.545,243.832,331.152,173.266,37.343,15.141,1.356,0.402,0.001,0.000,0.000
412,132.278,1023.998,801.100,784.122,243.431,330.496,172.962,37.281,15.115,1.344,0.402,0.001,0.000,0.000
413,132.621,998.443,799.643,782.699,243.030,329.847,172.657,37.219,15.088,1.332,0.401,0.001,0.000,0.000
414,132.964,1022.480,798.192,781.276,242.629,329.206,172.350,37.157,15.061,1.321,0.400,0.001,0.000,0.000
415,133.307,1011.402,796.747,779.853,242.227,328.573,172.043,37.095,15.034,1.310,0.400,0.001,0.000,0.000
416,133.650,1070.103,795.307,778.430,241.824,327.946,171.733,37.033,15.007,1.300,0.399,0.001,0.000,0.000
417,133.994,1027.476,793.873,777.007,241.421,327.327,171.422,36.971,14.980,1.290,0.398,0.000,0.000,0.000
418,134.337,1052.546,792.444,775.584,241.018,326.714,171.110,36.909,14.953,1.281,0.398,0.000,0.000,0.000
419,134.680,971.217,791.021,774.161,240.614,326.109,170.797,36.847,14.926,1.272,0.397,0.000,0.000,0.000
420,135.023,995.769,789.604,772.738,240.211,325.511,170.483,36.784,14.898,1.263,0.396,0.000,0.000,0.000
421,135.367,1015.400,788.193,771.315,239.807,324.919,170.168,36.722,14.871,1.255,0.395,0.000,0.000,0.000
422,135.710,1031.139,786.786,769.892,239.403,324.332,169.852,36.660,14.843,1.247,0.395,0.000,0.000,0.000
423,136.053,969.916,785.384,768.469,238.998,323.752,169.534,36.597,14.815,1.240,0.394,0.000,0.000,0.000
424,136.397,980.360,783.986,767.046,238.594,323.177,169.216,36.535,14.787,1.233,0.393,0.000,0.000,0.000
425,136.740,948.026,782.595,765.623,238.190,322.608,168.897,36.472,14.759,1.227,0.393,0.000,0.000,0.000
426,137.083,897.287,781.208,764.200,237.786,322.044,168.578,36.410,14.732,1.221,0.392,0.000,0.000,0.000
427,137.427,959.432,779.825,762.777,237.382,321.484,168.257,36.347,14.704,1.215,0.391,0.000,0.000,0.000
428,137.770,939.542,778.446,761.354,236.977,320.929,167.936,36.285,14.675,1.210,0.391,0.000,0.000,0.000
429,138.113,967.949,777.071,759.931,236.573,320.378,167.614,36.222,14.647,1.205,0.390,0.000,0.000,0.000
430,138.457,906.764,775.700,758.508,236.169,319.832,167.291,36.160,14.619,1.201,0.389,0.000,0.000,0.000
431,138.800,942.095,774.334,757.085,235.765,319.291,166.968,36.097,14.591,1.196,0.388,0.000,0.000,0.000
432,139.144,872.690,772.971,755.662,235.362,318.752,166.644,36.035,14.563,1.192,0.388,0.000,0.000,0.000
433,139.487,905.353,771.610,754.239,234.959,318.215,166.320,35.972,14.534,1.189,0.387,0.000,0.000,0.000
434,139.830,898.355,770.249,752.816,234.555,317.680,165.995,35.910,14.506,1.185,0.386,0.000,0.000,0.000
435,140.174,915.164,768.889,751.393,234.152,317.145,165.670,35.847,14.478,1.182,0.386,0.000,0.000,0.000
436,140.517,875.762,767.531,749.971,233.750,316.611,165.345,35.785,14.449,1.179,0.385,0.000,0.000,0.000
437,140.861,847.240,766.173,748.548,233.347,316.077,165.019,35.722,14.421,1.176,0.384,0.000,0.000,0.000
438,141.204,929.496,764.814,747.125,232.945,315.543,164.693,35.660,14.392,1.173,0.384,0.000,0.000,0.000
439,141.548,882.388,763.455,745.702,232.543,315.008,164.366,35.597,14.364,1.171,0.383,0.000,0.000,0.000
