ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
979,328.289,695.311,590.117,408.201,350.030,205.680,1.816,32.250,0.000,0.000,0.335,0.000,0.000,0.000
980,328.636,697.458,590.535,406.600,351.268,205.087,1.679,32.161,0.000,0.000,0.334,0.000,0.000,0.000
981,328.984,741.645,590.922,405.000,352.465,204.495,1.552,32.072,0.000,0.000,0.333,0.000,0.000,0.000
982,329.331,746.607,591.274,403.399,353.618,203.904,1.433,31.982,0.000,0.000,0.332,0.000,0.000,0.000
983,329.678,647.234,591.585,401.799,354.721,203.314,1.324,31.890,0.000,0.000,0.331,0.000,0.000,0.000
984,330.025,646.903,591.854,400.198,355.772,202.726,1.223,31.798,0.000,0.000,0.330,0.000,0.000,0.000
985,330.372,758.310,592.075,398.598,356.767,202.139,1.130,31.704,0.000,0.000,0.329,0.000,0.000,0.000
986,330.719,710.532,592.244,396.998,357.702,201.553,1.045,31.610,0.000,0.000,0.328,0.000,0.000,0.000
987,331.066,750.607,592.358,395.397,358.573,200.970,0.967,31.515,0.000,0.000,0.327,0.000,0.000,0.000
988,331.413,701.976,592.409,393.797,359.374,200.389,0.895,31.419,0.000,0.000,0.326,0.000,0.000,0.000
989,331.761,717.272,592.391,392.196,360.100,199.808,0.829,31.322,0.000,0.000,0.325,0.000,0.000,0.000
990,332.108,730.089,592.298,390.596,360.748,199.227,0.769,31.224,0.000,0.000,0.325,0.000,0.000,0.000
991,332.455,806.532,592.125,388.995,361.313,198.646,0.713,31.125,0.000,0.000,0.324,0.000,0.000,0.000
992,332.802,708.494,591.870,387.395,361.792,198.064,0.662,31.024,0.000,0.000,0.323,0.000,0.000,0.000
993,333.149,754.866,591.528,385.795,362.181,197.483,0.615,30.923,0.000,0.000,0.322,0.000,0.000,0.000
994,333.496,690.235,591.096,384.194,362.477,196.901,0.571,30.821,0.000,0.000,0.321,0.000,0.000,0.000
995,333.844,791.422,590.570,382.594,362.678,196.318,0.532,30.717,0.000,0.000,0.320,0.000,0.000,0.000
996,334.191,826.347,589.947,380.993,362.780,195.736,0.495,30.612,0.000,0.000,0.319,0.000,0.000,0.000
997,334.538,711.460,589.225,379.393,362.780,195.153,0.461,30.507,0.000,0.000,0.318,0.000,0.000,0.000
998,334.885,807.717,588.401,377.793,362.677,194.570,0.431,30.401,0.000,0.000,0.317,0.000,0.000,0.000
999,335.232,678.752,587.472,376.192,362.469,193.987,0.402,30.294,0.000,0.000,0.317,0.000,0.000,0.000
1000,335.579,805.680,586.438,374.592,362.152,193.403,0.376,30.186,0.000,0.000,0.316,0.000,0.000,0.000
1001,335.926,785.975,585.295,372.991,361.726,192.820,0.352,30.077,0.000,0.000,0.315,0.000,0.000,0.000
1002,336.274,803.125,584.044,371.391,361.190,192.237,0.330,29.968,0.000,0.000,0.314,0.000,0.000,0.000
1003,336.621,797.718,582.682,369.790,360.542,191.654,0.310,29.858,0.000,0.000,0.313,0.000,0.000,0.000
1004,336.968,799.419,581.209,368.190,359.782,191.072,0.291,29.748,0.000,0.000,0.312,0.000,0.000,0.000
1005,337.315,808.456,579.624,366.590,358.908,190.489,0.274,29.637,0.000,0.000,0.311,0.000,0.000,0.000
1006,337.662,742.273,577.924,364.989,357.919,189.906,0.258,29.526,0.000,0.000,0.310,0.000,0.000,0.000
1007,338.009,757.051,576.107,363.389,356.815,189.320,0.244,29.414,0.000,0.000,0.309,0.000,0.000,0.000
1008,338.357,816.865,574.174,361.788,355.596,188.733,0.231,29.301,0.000,0.000,0.308,0.000,0.000,0.000
1009,338.704,802.604,572.126,360.188,354.262,188.145,0.219,29.188,0.000,0.000,0.308,0.000,0.000,0.000
1010,339.051,745.235,569.961,358.587,352.813,187.554,0.207,29.074,0.000,0.000,0.307,0.000,0.000,0.000
1011,339.398,760.938,567.680,356.987,351.250,186.962,0.197,28.960,0.000,0.000,0.306,0.000,0.000,0.000
1012,339.745,829.902,565.286,355.387,349.575,186.368,0.188,28.846,0.000,0.000,0.305,0.000,0.000,0.000
1013,340.092,799.495,562.780,353.786,347.790,185.771,0.179,28.731,0.000,0.000,0.304,0.000,0.000,0.000
1014,340.440,854.049,560.164,352.186,345.896,185.173,0.171,28.616,0.000,0.000,0.303,0.000,0.000,0.000
1015,340.787,850.828,557.440,350.585,343.896,184.573,0.164,28.500,0.000,0.000,0.302,0.000,0.000,0.000
1016,341.134,768.976,554.611,348.985,341.792,183.972,0.157,28.384,0.000,0.000,0.301,0.000,0.000,0.000
1017,341.481,792.051,551.678,347.384,339.586,183.368,0.151,28.269,0.000,0.000,0.300,0.000,0.000,0.000
1018,341.828,811.976,548.646,345.784,337.281,182.763,0.145,28.153,0.000,0.000,0.299,0.000,0.000,0.000
1019,342.175,797.716,545.518,344.184,334.882,182.156,0.140,28.037,0.000,0.000,0.298,0.000,0.000,0.000
1020,342.523,861.051,542.297,342.583,332.391,181.548,0.135,27.921,0.000,0.000,0.298,0.000,0.000,0.000
1021,342.870,731.310,538.988,340.983,329.811,180.939,0.131,27.805,0.000,0.000,0.297,0.000,0.000,0.000
1022,343.217,818.236,535.592,339.382,327.147,180.327,0.127,27.690,0.000,0.000,0.296,0.000,0.000,0.000
1023,343.564,787.122,532.111,337.782,324.401,179.713,0.123,27.574,0.000,0.000,0.295,0.000,0.000,0.000
1024,343.911,803.976,528.549,336.181,321.576,179.096,0.120,27.458,0.000,0.000,0.294,0.000,0.000,0.000
1025,344.259,807.679,524.910,334.581,318.678,178.475,0.117,27.343,0.000,0.000,0.293,0.000,0.000,0.000
1026,344.606,755.604,521.198,332.981,315.709,177.852,0.114,27.227,0.000,0.000,0.292,0.000,0.000,0.000
1027,344.953,768.494,517.418,331.380,312.675,177.225,0.111,27.111,0.000,0.000,0.291,0.000,0.000,0.000
1028,345.300,769.938,513.574,329.780,309.580,176.595,0.109,26.995,0.000,0.000,0.290,0.000,0.000,0.000
1029,345.647,756.049,509.670,328.179,306.428,175.963,0.107,26.879,0.000,0.000,0.289,0.000,0.000,0.000
1030,345.994,764.715,505.713,326.579,303.225,175.327,0.105,26.763,0.000,0.000,0.288,0.000,0.000,0.000
1031,346.342,833.345,501.706,324.978,299.975,174.688,0.103,26.648,0.000,0.000,0.287,0.000,0.000,0.000
1032,346.689,740.050,497.654,323.378,296.683,174.046,0.102,26.532,0.000,0.000,0.286,0.000,0.000,0.000
1033,347.036,788.788,493.563,321.778,293.354,173.402,0.100,26.417,0.000,0.000,0.285,0.000,0.000,0.000
1034,347.383,772.825,489.437,320.177,289.993,172.755,0.099,26.302,0.000,0.000,0.284,0.000,0.000,0.000
1035,347.730,797.269,485.282,318.577,286.605,172.105,0.098,26.187,0.000,0.000,0.283,0.000,0.000,0.000
1036,348.078,737.198,481.103,316.976,283.194,171.454,0.097,26.072,0.000,0.000,0.282,0.000,0.000,0.000
1037,348.425,761.602,476.905,315.376,279.766,170.800,0.096,25.957,0.000,0.000,0.281,0.000,0.000,0.000
1038,348.772,728.788,472.693,313.775,276.326,170.144,0.095,25.843,0.000,0.000,0.280,0.000,0.000,0.000
1039,349.119,826.677,468.471,312.175,272.877,169.486,0.094,25.730,0.000,0.000,0.279,0.000,0.000,0.000
1040,349.466,711.974,464.240,310.575,269.423,168.825,0.094,25.616,0.000,0.000,0.278,0.000,0.000,0.000
1041,349.814,717.491,460.005,308.974,265.969,168.160,0.093,25.502,0.000,0.000,0.277,0.000,0.000,0.000
1042,350.161,704.788,455.771,307.374,262.518,167.492,0.093,25.389,0.000,0.000,0.276,0.000,0.000,0.000
1043,350.508,701.047,451.541,305.773,259.074,166.820,0.092,25.275,0.000,0.000,0.275,0.000,0.000,0.000
1044,350.855,707.566,447.320,304.173,255.643,166.146,0.092,25.162,0.000,0.000,0.273,0.000,0.000,0.000
1045,351.202,703.639,443.112,302.572,252.227,165.468,0.092,25.048,0.000,0.000,0.272,0.000,0.000,0.000
1046,351.549,726.897,438.921,300.972,248.832,164.788,0.091,24.935,0.000,0.000,0.271,0.000,0.000,0.000
1047,351.897,735.787,434.751,299.372,245.460,164.104,0.091,24.822,0.000,0.000,0.270,0.000,0.000,0.000
1048,352.244,653.788,430.606,297.771,242.114,163.418,0.091,24.709,0.000,0.000,0.269,0.000,0.000,0.000
1049,352.591,658.788,426.488,296.171,238.799,162.729,0.091,24.596,0.000,0.000,0.268,0.000,0.000,0.000
1050,352.938,609.009,422.402,294.570,235.518,162.038,0.091,24.483,0.000,0.000,0.267,0.000,0.000,0.000
1051,353.285,617.195,418.350,292.970,232.273,161.345,0.091,24.370,0.000,0.000,0.266,0.000,0.000,0.000
1052,353.633,565.231,414.335,291.369,229.067,160.650,0.092,24.258,0.000,0.000,0.264,0.000,0.000,0.000
1053,353.980,601.785,410.362,289.769,225.903,159.953,0.092,24.146,0.000,0.000,0.263,0.000,0.000,0.000
1054,354.327,598.082,406.431,288.169,222.785,159.255,0.092,24.034,0.000,0.000,0.262,0.000,0.000,0.000
1055,354.674,604.971,402.547,286.568,219.713,158.555,0.092,23.922,0.000,0.000,0.261,0.000,0.000,0.000
1056,355.021,673.748,398.710,284.968,216.689,157.854,0.093,23.810,0.000,0.000,0.260,0.000,0.000,0.000
1057,355.369,573.636,394.920,283.367,213.715,157.150,0.093,23.699,0.000,0.000,0.259,0.000,0.000,0.000
1058,355.716,619.933,391.177,281.767,210.791,156.443,0.094,23.587,0.000,0.000,0.257,0.000,0.000,0.000
1059,356.063,591.229,387.483,280.166,207.919,155.734,0.094,23.475,0.000,0.000,0.256,0.000,0.000,0.000
1060,356.410,583.045,383.841,278.566,205.101,155.022,0.095,23.364,0.000,0.000,0.255,0.000,0.000,0.000
1061,356.757,575.304,380.250,276.966,202.337,154.308,0.095,23.252,0.000,0.000,0.254,0.000,0.000,0.000
1062,357.105,520.453,376.712,275.365,199.628,153.592,0.096,23.140,0.000,0.000,0.253,0.000,0.000,0.000
1063,357.452,546.931,373.228,273.765,196.975,152.873,0.097,23.028,0.000,0.000,0.251,0.000,0.000,0.000
1064,357.799,560.451,369.799,272.164,194.378,152.153,0.097,22.917,0.000,0.000,0.250,0.000,0.000,0.000
1065,358.146,529.376,366.427,270.564,191.840,151.431,0.098,22.805,0.000,0.000,0.249,0.000,0.000,0.000
1066,358.493,534.524,364.373,270.226,189.959,151.284,0.099,22.778,0.000,0.000,0.248,0.000,0.000,0.000
1067,358.841,522.783,362.377,269.888,188.137,151.136,0.101,22.751,0.000,0.000,0.248,0.000,0.000,0.000
1068,359.188,529.746,360.437,269.549,186.372,150.987,0.102,22.725,0.000,0.000,0.248,0.000,0.000,0.000
1069,359.535,506.708,358.554,269.211,184.665,150.837,0.103,22.698,0.000,0.000,0.247,0.000,0.000,0.000
1070,359.882,561.968,356.729,268.873,183.015,150.687,0.104,22.672,0.000,0.000,0.247,0.000,0.000,0.000
1071,360.229,444.488,354.960,268.535,181.422,150.536,0.106,22.646,0.000,0.000,0.246,0.000,0.000,0.000
1072,360.577,496.227,353.247,268.197,179.886,150.385,0.107,22.619,0.000,0.000,0.246,0.000,0.000,0.000
1073,360.924,504.264,351.590,267.858,178.405,150.233,0.109,22.594,0.000,0.000,0.245,0.000,0.000,0.000
1074,361.271,487.039,349.985,267.520,176.978,150.080,0.110,22.567,0.000,0.000,0.245,0.000,0.000,0.000
1075,361.618,476.857,348.430,267.182,175.603,149.926,0.112,22.541,0.000,0.000,0.244,0.000,0.000,0.000
1076,361.965,419.523,346.925,266.844,174.279,149.770,0.113,22.515,0.000,0.000,0.244,0.000,0.000,0.000
1077,362.313,393.078,345.469,266.506,173.006,149.612,0.115,22.489,0.000,0.000,0.243,0.000,0.000,0.000
1078,362.660,429.781,344.061,266.168,171.782,149.453,0.117,22.462,0.000,0.000,0.243,0.000,0.000,0.000
1079,363.007,440.151,342.701,265.829,170.607,149.293,0.119,22.436,0.000,0.000,0.242,0.000,0.000,0.000
1080,363.354,431.039,341.387,265.491,169.480,149.132,0.121,22.409,0.000,0.000,0.242,0.000,0.000,0.000
1081,363.701,430.150,340.119,265.153,168.399,148.970,0.123,22.383,0.000,0.000,0.241,0.000,0.000,0.000
1082,364.048,467.336,338.895,264.815,167.362,148.807,0.125,22.356,0.000,0.000,0.241,0.000,0.000,0.000
1083,364.396,378.115,337.714,264.477,166.370,148.643,0.127,22.330,0.000,0.000,0.240,0.000,0.000,0.000
1084,364.743,412.706,336.575,264.138,165.420,148.479,0.129,22.303,0.000,0.000,0.240,0.000,0.000,0.000
1085,365.090,385.594,335.477,263.800,164.511,148.315,0.131,22.277,0.000,0.000,0.239,0.000,0.000,0.000
1086,365.437,374.481,334.418,263.462,163.642,148.150,0.134,22.250,0.000,0.000,0.239,0.000,0.000,0.000
1087,365.784,382.558,333.399,263.124,162.811,147.986,0.136,22.224,0.000,0.000,0.238,0.000,0.000,0.000
1088,366.132,410.408,332.418,262.786,162.019,147.821,0.139,22.197,0.000,0.000,0.237,0.000,0.000,0.000
1089,366.479,372.742,331.473,262.447,161.263,147.657,0.141,22.171,0.000,0.000,0.237,0.000,0.000,0.000
1090,366.826,320.298,330.563,262.109,160.540,147.493,0.144,22.145,0.000,0.000,0.236,0.000,0.000,0.000
1091,367.173,370.408,329.683,261.771,159.850,147.328,0.147,22.119,0.000,0.000,0.236,0.000,0.000,0.000
1092,367.520,330.037,328.833,261.433,159.191,147.162,0.150,22.093,0.000,0.000,0.235,0.000,0.000,0.000
1093,367.868,362.443,328.012,261.095,158.560,146.994,0.152,22.066,0.000,0.000,0.234,0.000,0.000,0.000
1094,368.215,355.556,327.217,260.757,157.958,146.826,0.156,22.040,0.000,0.000,0.234,0.000,0.000,0.000
1095,368.562,350.666,326.448,260.418,157.383,146.657,0.159,22.013,0.000,0.000,0.233,0.000,0.000,0.000
1096,368.909,337.296,325.704,260.080,156.833,146.487,0.162,21.986,0.000,0.000,0.233,0.000,0.000,0.000
1097,369.256,329.408,324.984,259.742,156.308,146.316,0.165,21.960,0.000,0.000,0.232,0.000,0.000,0.000
1098,369.604,352.148,324.288,259.404,155.807,146.145,0.168,21.933,0.000,0.000,0.231,0.000,0.000,0.000
1099,369.951,374.925,323.616,259.066,155.331,145.973,0.171,21.906,0.000,0.000,0.231,0.000,0.000,0.000
1100,370.298,360.851,322.968,258.727,154.879,145.801,0.174,21.879,0.000,0.000,0.230,0.000,0.000,0.000
1101,370.645,342.517,322.342,258.389,154.449,145.629,0.178,21.853,0.000,0.000,0.229,0.000,0.000,0.000
1102,370.992,299.371,321.738,258.051,154.041,145.457,0.181,21.826,0.000,0.000,0.229,0.000,0.000,0.000
1103,371.339,313.443,321.153,257.713,153.652,145.286,0.184,21.800,0.000,0.000,0.228,0.000,0.000,0.000
1104,371.687,279.517,320.587,257.375,153.281,145.114,0.187,21.773,0.000,0.000,0.228,0.000,0.000,0.000
1105,372.034,314.331,320.038,257.037,152.928,144.943,0.190,21.747,0.000,0.000,0.227,0.000,0.000,0.000
1106,372.381,278.331,319.507,256.698,152.590,144.772,0.194,21.720,0.000,0.000,0.226,0.000,0.000,0.000
1107,372.728,316.961,318.990,256.360,152.267,144.602,0.197,21.694,0.000,0.000,0.226,0.000,0.000,0.000
1108,373.075,284.369,318.484,256.022,151.957,144.430,0.200,21.668,0.000,0.000,0.225,0.000,0.000,0.000
1109,373.423,321.035,317.990,255.684,151.659,144.258,0.203,21.642,0.000,0.000,0.224,0.000,0.000,0.000
1110,373.770,277.776,317.505,255.346,151.372,144.085,0.206,21.615,0.000,0.000,0.224,0.000,0.000,0.000
1111,374.117,282.110,317.030,255.007,151.094,143.910,0.209,21.589,0.000,0.000,0.223,0.000,0.000,0.000
1112,374.464,282.183,316.563,254.669,150.827,143.735,0.212,21.562,0.000,0.000,0.222,0.000,0.000,0.000
1113,374.811,292.776,316.105,254.331,150.568,143.560,0.215,21.536,0.000,0.000,0.222,0.000,0.000,0.000
1114,375.158,258.144,315.654,253.993,150.318,143.384,0.218,21.509,0.000,0.000,0.221,0.000,0.000,0.000
1115,375.506,265.811,315.210,253.655,150.075,143.207,0.221,21.483,0.000,0.000,0.220,0.000,0.000,0.000
1116,375.853,275.440,314.773,253.317,149.841,143.030,0.223,21.456,0.000,0.000,0.220,0.000,0.000,0.000
1117,376.200,230.702,314.344,252.978,149.613,142.852,0.226,21.430,0.000,0.000,0.219,0.000,0.000,0.000
1118,376.547,276.960,313.921,252.640,149.393,142.674,0.229,21.403,0.000,0.000,0.218,0.000,0.000,0.000
1119,376.894,274.663,313.504,252.302,149.179,142.496,0.231,21.377,0.000,0.000,0.218,0.000,0.000,0.000
1120,377.241,281.923,313.095,251.964,148.971,142.319,0.234,21.350,0.000,0.000,0.217,0.000,0.000,0.000
1121,377.589,258.182,312.693,251.626,148.771,142.141,0.236,21.324,0.000,0.000,0.217,0.000,0.000,0.000
1122,377.936,240.960,312.296,251.287,148.576,141.964,0.239,21.298,0.000,0.000,0.216,0.000,0.000,0.000
1123,378.283,275.107,311.906,250.949,148.387,141.787,0.241,21.272,0.000,0.000,0.215,0.000,0.000,0.000
1124,378.630,260.810,311.520,250.611,148.203,141.609,0.243,21.246,0.000,0.000,0.215,0.000,0.000,0.000
1125,378.977,244.996,311.137,250.273,148.023,141.430,0.245,21.220,0.000,0.000,0.214,0.000,0.000,0.000
1126,379.325,237.774,310.757,249.935,147.848,141.250,0.247,21.194,0.000,0.000,0.213,0.000,0.000,0.000
1127,379.672,283.182,310.379,249.596,147.676,141.069,0.249,21.168,0.000,0.000,0.213,0.000,0.000,0.000
1128,380.019,260.404,310.003,249.258,147.507,140.887,0.251,21.142,0.000,0.000,0.212,0.000,0.000,0.000
1129,380.366,211.959,309.630,248.920,147.343,140.704,0.252,21.116,0.000,0.000,0.212,0.000,0.000,0.000
1130,380.713,256.368,309.259,248.582,147.181,140.519,0.254,21.090,0.000,0.000,0.211,0.000,0.000,0.000
1131,381.060,260.922,308.890,248.244,147.023,140.334,0.255,21.064,0.000,0.000,0.210,0.000,0.000,0.000
1132,381.408,280.663,308.524,247.906,146.869,140.147,0.256,21.038,0.000,0.000,0.210,0.000,0.000,0.000
1133,381.755,263.922,308.160,247.567,146.718,139.960,0.257,21.012,0.000,0.000,0.209,0.000,0.000,0.000
1134,382.102,222.960,307.798,247.229,146.570,139.772,0.258,20.986,0.000,0.000,0.209,0.000,0.000,0.000
1135,382.449,257.181,307.440,246.891,146.426,139.583,0.259,20.960,0.000,0.000,0.208,0.000,0.000,0.000
1136,382.796,232.478,307.085,246.553,146.286,139.394,0.259,20.934,0.000,0.000,0.208,0.000,0.000,0.000
1137,383.143,290.959,306.733,246.215,146.150,139.205,0.260,20.908,0.000,0.000,0.207,0.000,0.000,0.000
1138,383.490,247.032,306.385,245.876,146.017,139.015,0.260,20.883,0.000,0.000,0.206,0.000,0.000,0.000
1139,383.838,220.329,306.041,245.538,145.889,138.825,0.260,20.857,0.000,0.000,0.206,0.000,0.000,0.000
1140,384.185,287.847,305.701,245.200,145.765,138.634,0.260,20.832,0.000,0.000,0.205,0.000,0.000,0.000
1141,384.532,226.515,305.363,244.862,145.644,138.443,0.260,20.807,0.000,0.000,0.205,0.000,0.000,0.000
1142,384.879,245.736,305.026,244.524,145.526,138.250,0.260,20.782,0.000,0.000,0.204,0.000,0.000,0.000
1143,385.226,258.589,304.690,244.186,145.411,138.055,0.260,20.757,0.000,0.000,0.204,0.000,0.000,0.000
1144,385.573,293.364,304.355,243.847,145.299,137.859,0.259,20.731,0.000,0.000,0.203,0.000,0.000,0.000
1145,385.920,273.107,304.021,243.509,145.190,137.661,0.258,20.706,0.000,0.000,0.203,0.000,0.000,0.000
1146,386.268,258.735,303.689,243.171,145.084,137.461,0.258,20.681,0.000,0.000,0.202,0.000,0.000,0.000
1147,386.615,230.883,303.358,242.833,144.980,137.260,0.257,20.655,0.000,0.000,0.202,0.000,0.000,0.000
1148,386.962,277.032,303.028,242.495,144.880,137.058,0.255,20.630,0.000,0.000,0.201,0.000,0.000,0.000
1149,387.309,242.402,302.701,242.156,144.784,136.854,0.254,20.604,0.000,0.000,0.201,0.000,0.000,0.000
1150,387.656,221.809,302.375,241.818,144.691,136.648,0.253,20.579,0.000,0.000,0.200,0.000,0.000,0.000
1151,388.003,261.662,302.052,241.480,144.601,136.442,0.251,20.554,0.000,0.000,0.200,0.000,0.000,0.000
1152,388.350,265.217,301.731,241.142,144.516,136.234,0.250,20.529,0.000,0.000,0.199,0.000,0.000,0.000
1153,388.698,211.587,301.413,240.804,144.435,136.025,0.248,20.503,0.000,0.000,0.199,0.000,0.000,0.000
1154,389.045,229.438,301.099,240.466,144.358,135.815,0.246,20.478,0.000,0.000,0.198,0.000,0.000,0.000
1155,389.392,252.069,300.788,240.127,144.285,135.604,0.244,20.454,0.000,0.000,0.198,0.000,0.000,0.000
1156,389.739,247.773,300.482,239.789,144.218,135.393,0.242,20.429,0.000,0.000,0.197,0.000,0.000,0.000
1157,390.086,261.882,300.180,239.451,144.155,135.180,0.240,20.404,0.000,0.000,0.197,0.000,0.000,0.000
1158,390.433,253.994,299.881,239.113,144.098,134.966,0.238,20.380,0.000,0.000,0.196,0.000,0.000,0.000
1159,390.780,250.883,299.584,238.775,144.044,134.750,0.235,20.355,0.000,0.000,0.196,0.000,0.000,0.000
1160,391.128,252.697,299.289,238.436,143.994,134.533,0.233,20.331,0.000,0.000,0.195,0.000,0.000,0.000
1161,391.475,215.031,298.997,238.098,143.948,134.314,0.230,20.306,0.000,0.000,0.195,0.000,0.000,0.000
1162,391.822,231.734,298.707,237.760,143.906,134.092,0.228,20.282,0.000,0.000,0.195,0.000,0.000,0.000
1163,392.169,290.216,298.419,237.422,143.870,133.870,0.225,20.257,0.000,0.000,0.194,0.000,0.000,0.000
1164,392.516,246.364,298.135,237.084,143.837,133.645,0.222,20.233,0.000,0.000,0.194,0.000,0.000,0.000
1165,392.863,252.216,297.854,236.745,143.810,133.419,0.219,20.208,0.000,0.000,0.193,0.000,0.000,0.000
1166,393.210,262.179,297.576,236.407,143.788,133.191,0.217,20.184,0.000,0.000,0.193,0.000,0.000,0.000
1167,393.557,244.439,297.303,236.069,143.772,132.962,0.214,20.159,0.000,0.000,0.192,0.000,0.000,0.000
1168,393.904,243.697,297.033,235.731,143.761,132.732,0.211,20.135,0.000,0.000,0.192,0.000,0.000,0.000
1169,394.252,284.735,296.769,235.393,143.756,132.500,0.208,20.110,0.000,0.000,0.192,0.000,0.000,0.000
1170,394.599,236.144,296.509,235.055,143.757,132.267,0.204,20.086,0.000,0.000,0.191,0.000,0.000,0.000
1171,394.946,254.585,296.255,234.716,143.765,132.033,0.201,20.062,0.000,0.000,0.191,0.000,0.000,0.000
1172,395.293,234.772,296.008,234.378,143.780,131.798,0.198,20.038,0.000,0.000,0.190,0.000,0.000,0.000
1173,395.640,273.289,295.767,234.040,143.802,131.563,0.195,20.014,0.000,0.000,0.190,0.000,0.000,0.000
1174,395.987,237.068,295.533,233.702,143.831,131.327,0.192,19.990,0.000,0.000,0.190,0.000,0.000,0.000
1175,396.334,240.624,295.302,233.364,143.864,131.090,0.189,19.966,0.000,0.000,0.189,0.000,0.000,0.000
1176,396.681,250.734,295.070,233.025,143.898,130.851,0.186,19.943,0.000,0.000,0.189,0.000,0.000,0.000
1177,397.028,257.733,294.838,232.687,143.933,130.611,0.182,19.919,0.000,0.000,0.189,0.000,0.000,0.000
1178,397.376,238.104,294.605,232.349,143.969,130.370,0.179,19.895,0.000,0.000,0.188,0.000,0.000,0.000
1179,397.723,253.214,294.372,232.011,144.006,130.127,0.176,19.872,0.000,0.000,0.188,0.000,0.000,0.000
1180,398.070,240.660,294.138,231.673,144.043,129.883,0.173,19.848,0.000,0.000,0.187,0.000,0.000,0.000
1181,398.417,266.846,293.903,231.335,144.080,129.638,0.170,19.824,0.000,0.000,0.187,0.000,0.000,0.000
1182,398.764,266.029,293.666,230.996,144.116,129.392,0.167,19.801,0.000,0.000,0.187,0.000,0.000,0.000
1183,399.111,244.734,293.429,230.658,144.153,129.145,0.164,19.777,0.000,0.000,0.186,0.000,0.000,0.000
1184,399.458,216.031,293.190,230.320,144.189,128.897,0.161,19.754,0.000,0.000,0.186,0.000,0.000,0.000
1185,399.805,273.808,292.950,229.982,144.224,128.649,0.158,19.730,0.000,0.000,0.186,0.000,0.000,0.000
1186,400.152,258.844,292.708,229.644,144.258,128.400,0.155,19.707,0.000,0.000,0.185,0.000,0.000,0.000
1187,400.499,237.067,292.465,229.305,144.290,128.150,0.152,19.683,0.000,0.000,0.185,0.000,0.000,0.000
1188,400.846,245.770,292.219,228.967,144.321,127.901,0.149,19.660,0.000,0.000,0.185,0.000,0.000,0.000
1189,401.193,228.364,291.972,228.629,144.350,127.650,0.147,19.637,0.000,0.000,0.184,0.000,0.000,0.000
1190,401.541,218.735,291.724,228.291,144.378,127.401,0.144,19.614,0.000,0.000,0.184,0.000,0.000,0.000
1191,401.888,215.512,291.473,227.953,144.403,127.151,0.141,19.591,0.000,0.000,0.184,0.000,0.000,0.000
1192,402.235,255.068,291.220,227.614,144.425,126.901,0.139,19.569,0.000,0.000,0.183,0.000,0.000,0.000
1193,402.582,253.992,290.962,227.276,144.443,126.650,0.136,19.546,0.000,0.000,0.183,0.000,0.000,0.000
1194,402.929,241.659,290.699,226.938,144.456,126.399,0.134,19.524,0.000,0.000,0.183,0.000,0.000,0.000
1195,403.276,264.620,290.431,226.600,144.465,126.148,0.131,19.501,0.000,0.000,0.182,0.000,0.000,0.000
1196,403.623,231.363,290.157,226.262,144.468,125.896,0.129,19.478,0.000,0.000,0.182,0.000,0.000,0.000
1197,403.970,204.512,289.879,225.924,144.466,125.644,0.127,19.456,0.000,0.000,0.182,0.000,0.000,0.000
1198,404.317,240.400,289.594,225.585,144.459,125.392,0.125,19.433,0.000,0.000,0.181,0.000,0.000,0.000
1199,404.664,276.584,289.304,225.247,144.446,125.140,0.123,19.411,0.000,0.000,0.181,0.000,0.000,0.000
1200,405.011,250.659,289.007,224.909,144.426,124.888,0.121,19.388,0.000,0.000,0.181,0.000,0.000,0.000
1201,405.358,249.067,288.705,224.571,144.400,124.636,0.119,19.366,0.000,0.000,0.181,0.000,0.000,0.000
1202,405.705,211.512,288.397,224.233,144.368,124.384,0.118,19.343,0.000,0.000,0.180,0.000,0.000,0.000
1203,406.052,266.880,288.082,223.894,144.328,124.133,0.116,19.321,0.000,0.000,0.180,0.000,0.000,0.000
1204,406.399,221.881,287.761,223.556,144.282,123.883,0.114,19.299,0.000,0.000,0.180,0.000,0.000,0.000
1205,406.746,253.658,287.434,223.218,144.229,123.633,0.113,19.277,0.000,0.000,0.179,0.000,0.000,0.000
1206,407.093,226.325,287.101,222.880,144.169,123.383,0.111,19.255,0.000,0.000,0.179,0.000,0.000,0.000
1207,407.441,267.510,286.762,222.542,144.101,123.135,0.110,19.234,0.000,0.000,0.179,0.000,0.000,0.000
1208,407.788,223.067,286.416,222.204,144.026,122.888,0.109,19.212,0.000,0.000,0.178,0.000,0.000,0.000
1209,408.135,258.214,286.064,221.865,143.943,122.641,0.108,19.191,0.000,0.000,0.178,0.000,0.000,0.000
1210,408.482,199.511,285.703,221.527,143.851,122.395,0.106,19.170,0.000,0.000,0.178,0.000,0.000,0.000
1211,408.829,238.806,285.334,221.189,143.750,122.150,0.105,19.148,0.000,0.000,0.177,0.000,0.000,0.000
1212,409.176,230.547,284.956,220.851,143.640,121.905,0.104,19.127,0.000,0.000,0.177,0.000,0.000,0.000
1213,409.523,228.066,284.570,220.513,143.520,121.660,0.103,19.106,0.000,0.000,0.177,0.000,0.000,0.000
1214,409.870,200.954,284.175,220.174,143.391,121.417,0.102,19.085,0.000,0.000,0.177,0.000,0.000,0.000
