spectrum,arm,what,name,A,B,changed
radon2,from100,chi2/ndf,,1.316,1.316,
radon2,from100,floors,,"","разнос подложки от канала 281 (100 кэВ), невязка от канала 96 (30 кэВ) при полосе фита 20..8190",
radon2,from100,grey,,"","ниже порога доверия 34356.2 отсч., выше последней линии 1819.9 отсч.; всего 36176.0 отсч. (73.115 % стека)",
radon2,from100,tail,,"хвост: Pb-212 1008.0; всего 1008.0 отсч.","хвост: Pb-212 1008.0; всего 1008.0 отсч.",
radon2,from100,residual,,"Невязка: + лишнее / − нехватка — показ подрезан на 4456 каналах = +88.7 / −54.6 %","Невязка: + лишнее / − нехватка — показ подрезан на 4456 каналах, от 30 кэВ = +132.7 / −60.6 %",*
radon2,from100,layer,Pb-212,90.975,25.331,*
radon2,from100,layer,Ra-224,5.347,1.554,*
radon2,from100,layer,continuum,3.678,73.115,*
radon2,from100,member,Pb-212,"14.19 Бк z=22 доля=91%","14.19 Бк z=22 доля=25.3%",*
radon2,from100,member,Ra-224,"14.19 Бк z=22 доля=5.35% по Pb-212","14.19 Бк z=22 доля=1.55% по Pb-212",*
radon2,from100,member,Ra-226,"< 24.8","< 24.8",
radon2,from100,member,Rn-222,"< 1.65e+03","< 1.65e+03",
radon2,from100,member,Pb-214,"< 2.43","< 2.43",
radon2,from100,member,Bi-214,"< 3.17","< 3.17",
radon2,from100,member,Pb-210,"< 83.8","< 83.8",
radon2,from100,member,Po-214,"< 1.37e+04","< 1.37e+04",
radon2,from100,member,Th-232,"< 527","< 527",
radon2,from100,member,Ac-228,"< 3.31","< 3.31",
radon2,from100,member,Th-228,"< 134","< 134",
radon2,from100,member,Rn-220,"< 1.36e+03","< 1.36e+03",
radon2,from100,member,Po-216,"< 8.22e+04","< 8.22e+04",
radon2,from100,member,Bi-212,"< 19.7","< 19.7",
radon2,from100,member,Tl-208,"< 5.32","< 5.32",
radon2,from100,member,Po-210,"< 1.37e+04","< 1.37e+04",
