spectrum,channels,kev_per_ch,peak_kev,peak_ch,fwhm_field,w_ch_empirical,w_kev_empirical,ratio_to_ch,ratio_to_kev,fwhmcal_at_ch
HPGE_Uranium,16384,0.16566,32.064,193,4.8616,5.4471,0.9024,0.8925,5.3876,3.0862
HPGE_Uranium,16384,0.165657,36.371,219,4.2017,5.1127,0.8469,0.8218,4.9610,3.2182
HPGE_Uranium,16384,0.165649,49.458,298,3.9344,3.6900,0.6112,1.0662,6.4368,3.5640
HPGE_Uranium,16384,0.165647,53.268,321,4.3776,5.2484,0.8694,0.8341,5.0354,3.6529
HPGE_Uranium,16384,0.16564,63.372,382,4.7658,4.8426,0.8021,0.9841,5.9415,3.8696
HPGE_Uranium,16384,0.165628,84.242,508,4.6079,8.1095,1.3432,0.5682,3.4307,4.2530
HPGE_Uranium,16384,0.165625,90.039,543,4.6292,4.5265,0.7497,1.0227,6.1747,4.3479
HPGE_Uranium,16384,0.165623,92.523,558,5.8334,6.1193,1.0135,0.9533,5.7557,4.3873
HPGE_Uranium,16384,0.165622,94.676,571,3.8717,4.4414,0.7356,0.8717,5.2634,4.4209
HPGE_Uranium,16384,0.16562,98.486,594,5.3152,5.2420,0.8682,1.0140,6.1222,4.4792
HPGE_Uranium,16384,0.165615,105.607,637,5.3692,6.3485,1.0514,0.8457,5.1067,4.5841
HPGE_Uranium,16384,0.165613,109.085,658,4.9238,4.6768,0.7745,1.0528,6.3570,4.6336
HPGE_Uranium,16384,0.165612,111.238,671,3.8783,4.3881,0.7267,0.8838,5.3368,4.6638
HPGE_Uranium,16384,0.165611,112.894,681,5.0825,5.4132,0.8965,0.9389,5.6693,4.6867
HPGE_Uranium,16384,0.16561,114.550,691,3.4104,3.8561,0.6386,0.8844,5.3402,4.7094
HPGE_Uranium,16384,0.165607,120.843,729,5.1755,5.4741,0.9065,0.9455,5.7090,4.7937
HPGE_Uranium,16384,0.165601,131.276,792,5.1787,5.2337,0.8667,0.9895,5.9751,4.9272
HPGE_Uranium,16384,0.165594,143.862,868,5.6773,5.3600,0.8876,1.0592,6.3964,5.0790
HPGE_Uranium,16384,0.165589,152.804,922,4.8464,14.4902,2.3994,0.3345,2.0198,5.1816
HPGE_Uranium,16384,0.165583,163.401,986,5.7462,5.4073,0.8954,1.0627,6.4178,5.2982
HPGE_Uranium,16384,0.165571,185.754,1121,6.1725,5.5074,0.9119,1.1208,6.7691,5.5283
HPGE_Uranium,16384,0.165566,195.026,1177,5.4768,5.6209,0.9306,0.9743,5.8850,5.6183
HPGE_Uranium,16384,0.165562,202.145,1220,5.8036,5.3607,0.8875,1.0826,6.5391,5.6855
HPGE_Uranium,16384,0.16556,205.291,1239,6.1797,5.5452,0.9181,1.1144,6.7313,5.7147
HPGE_Uranium,16384,0.165533,258.266,1559,6.6697,5.9818,0.9902,1.1150,6.7358,6.1667
HPGE_Uranium,16384,0.165408,569.508,3440,8.6167,8.9545,1.4811,0.9623,5.8176,8.0157
HPGE_Uranium,16384,0.165363,742.830,4488,9.0506,8.6853,1.4362,1.0421,6.3017,8.7541
HPGE_Uranium,16384,0.165358,766.476,4631,9.6335,8.6309,1.4272,1.1162,6.7500,8.8455
HPGE_Uranium,16384,0.165354,786.154,4750,9.2989,9.0491,1.4963,1.0276,6.2146,8.9202
HPGE_Uranium,16384,0.165339,880.401,5320,8.2146,8.2669,1.3668,0.9937,6.0100,9.2615
HPGE_Uranium,16384,0.165339,883.212,5337,8.5778,7.4518,1.2321,1.1511,6.9621,9.2713
HPGE_Uranium,16384,0.165331,946.039,5717,9.7405,9.0162,1.4907,1.0803,6.5343,9.4851
HPGE_Uranium,16384,0.165327,1001.094,6050,10.7762,9.5716,1.5824,1.1258,6.8098,9.6647
HPGE_Uranium,16384,0.165326,1193.862,7216,11.0987,9.7778,1.6165,1.1351,6.8658,10.2459
HPGE_Uranium,16384,0.16536,1460.885,8831,12.3439,11.4172,1.8880,1.0812,6.5383,10.9550
HPGE_Uranium,16384,0.16537,1510.495,9131,12.3464,12.8507,2.1251,0.9608,5.8097,11.0769
HPGE_Uranium,16384,0.165438,1737.922,10506,13.2711,10.2527,1.6962,1.2944,7.8240,11.6039
HPGE_Uranium,16384,0.165475,1831.736,11073,15.1470,15.1214,2.5022,1.0017,6.0534,11.8078
HPGE_Uranium,16384,0.165981,2616.318,15808,14.5808,10.5625,1.7532,1.3804,8.3168,13.2862
LaBrBril_Eu152,1024,2.79662,38.257,14,2.3103,2.6838,7.5058,0.8608,0.3078,1.6693
LaBrBril_Eu152,1024,2.79936,88.621,32,3.2897,9.9262,27.7894,0.3314,0.1184,2.5388
LaBrBril_Eu152,1024,2.80119,122.224,44,3.3795,3.3423,9.3624,1.0111,0.3610,2.9804
LaBrBril_Eu152,1024,2.80774,242.816,87,4.5062,4.4412,12.4701,1.0146,0.3614,4.1951
LaBrBril_Eu152,1024,2.81048,293.380,105,4.7473,5.1361,14.4346,0.9243,0.3289,4.6088
LaBrBril_Eu152,1024,2.81323,343.993,123,5.5875,5.1560,14.5050,1.0837,0.3852,4.9878
LaBrBril_Eu152,1024,2.81688,411.555,147,5.4718,5.5107,15.5225,0.9929,0.3525,5.4517
LaBrBril_Eu152,1024,2.81856,442.550,158,5.7114,5.4904,15.4756,1.0402,0.3691,5.6514
LaBrBril_Eu152,1024,2.83182,688.341,245,7.4982,16.6427,47.1159,0.4505,0.1591,7.0297
LaBrBril_Eu152,1024,2.83669,779.037,277,7.8705,7.6866,21.8045,1.0239,0.3610,7.4713
LaBrBril_Eu152,1024,2.84142,867.048,308,8.1113,8.6450,24.5630,0.9383,0.3302,7.8747
LaBrBril_Eu152,1024,2.84675,966.591,343,8.5640,8.1784,23.2806,1.0472,0.3679,8.3057
LaBrBril_Eu152,1024,2.85437,1109.119,393,9.7682,16.4556,46.9635,0.5936,0.2080,8.8837
LaBrBril_Eu152,1024,2.86428,1294.975,458,9.1522,9.5407,27.3276,0.9593,0.3349,9.5805
LaBrBril_Eu152,1024,2.87037,1409.668,498,9.6389,8.0699,23.1640,1.1944,0.4161,9.9837
LaBrBril_Eu152,1024,2.87357,1469.980,519,10.6306,9.2368,26.5423,1.1509,0.4005,10.1886
LaBrBril_Eu152,1024,2.88866,1755.210,618,13.3528,14.6000,42.1807,0.9146,0.3166,11.1003
LaBrBril_Eu152,1024,2.91838,2321.396,813,12.3481,20.7119,60.4231,0.5962,0.2044,12.6910
LaBrBril_Th228,1024,2.793,74.675,27,2.8784,3.6363,10.1563,0.7916,0.2834,2.3356
LaBrBril_Th228,1024,2.80182,236.925,85,4.6908,4.3747,12.2573,1.0722,0.3827,4.1525
LaBrBril_Th228,1024,2.80517,298.602,107,4.4460,12.7381,35.7232,0.3490,0.1245,4.6586
LaBrBril_Th228,1024,2.8079,349.119,125,4.9553,3.0390,8.5331,1.6306,0.5807,5.0345
LaBrBril_Th228,1024,2.81657,509.417,182,6.4537,6.4734,18.2325,0.9970,0.3540,6.0710
LaBrBril_Th228,1024,2.82038,579.879,207,6.9190,6.3560,17.9267,1.0886,0.3860,6.4724
LaBrBril_Th228,1024,2.82828,726.744,259,7.0071,6.2322,17.6257,1.1243,0.3976,7.2345
LaBrBril_Th228,1024,2.83209,797.499,284,7.1514,12.8415,36.3728,0.5569,0.1966,7.5728
LaBrBril_Th228,1024,2.83543,859.841,306,7.6399,6.5973,18.7048,1.1580,0.4084,7.8580
LaBrBril_Th228,1024,2.86783,1467.238,519,11.5644,15.2681,43.7800,0.7574,0.2641,10.1993
LaBrBril_Th228,1024,2.87467,1596.444,564,11.6694,13.2405,38.0623,0.8813,0.3066,10.6245
LaBrBril_Th228,1024,2.88349,1763.431,622,11.3459,17.3142,49.9210,0.6553,0.2273,11.1469
LaBrBril_Th228,1024,2.90159,2107.643,741,12.2500,13.8862,40.2909,0.8822,0.3040,12.1427
LaBrBril_Th228,1024,2.9276,2606.039,912,14.5371,13.0622,38.2409,1.1129,0.3801,13.4329
OBS_UGlass,1024,2.99106,1768.291,757,17.9003,15.9928,47.7521,1.1193,0.3749,16.8750
OBS_UGlass,1024,3.18364,1894.788,798,21.7607,19.2465,61.1611,1.1306,0.3558,17.3218
RC101_I131,1024,2.39331,29.620,16,8.6386,8.0053,19.1647,1.0791,0.4508,7.1866
RC101_I131,1024,2.4176,82.540,38,11.9458,11.1864,27.0337,1.0679,0.4419,11.6363
RC101_I131,1024,2.45624,167.832,73,21.6055,23.4748,57.6272,0.9204,0.3749,16.2941
RC101_I131,1024,2.54124,360.235,150,25.5135,23.8054,60.4915,1.0718,0.4218,23.1965
RC101_I131,1024,2.65274,622.531,251,30.9585,28.5923,75.8934,1.0828,0.4079,29.4484
RC103_Charoite,1024,2.71329,31.357,21,3.8460,3.3323,9.0432,1.1542,0.4253,3.9991
RC103_Charoite,1024,2.68314,66.430,34,7.1832,10.4334,27.9964,0.6885,0.2566,5.4087
RC103_Charoite,1024,2.60388,185.247,79,8.9070,7.8329,20.4179,1.1371,0.4362,9.1734
RC103_Charoite,1024,2.58132,234.496,98,11.2508,27.6344,71.1427,0.4071,0.1581,10.4998
RC103_Charoite,1024,2.56197,293.628,121,9.4221,11.5397,29.5616,0.8165,0.3187,11.9827
RC103_Charoite,1024,2.55013,357.510,146,12.8923,11.4616,29.2362,1.1248,0.4410,13.4793
RC103_Charoite,1024,2.58217,610.621,245,20.6591,24.7464,63.9440,0.8348,0.3231,18.6440
RC103_Cs137_0cm,1024,2.37932,32.454,13,4.6926,4.5879,10.9171,1.0228,0.4298,4.0519
RC103_Cs137_0cm,1024,2.434,200.920,83,13.3055,15.8298,38.5349,0.8405,0.3453,10.9128
RC103_Cs137_0cm,1024,2.51056,443.204,181,23.3734,50.6541,126.4569,0.4614,0.1848,16.5536
RC103_Cs137_0cm,1024,2.57696,659.423,266,23.4486,20.4454,52.7070,1.1469,0.4449,20.3352
RC103_K40,1024,2.88125,1175.940,453,37.4092,126.2160,353.0688,0.2964,0.1060,27.4036
RC103_K40,1024,3.03485,1480.987,556,33.8463,29.5588,89.5306,1.1450,0.3780,31.1575
RC103_K40Village,1024,2.76787,1189.139,454,34.0195,79.5708,219.1115,0.4275,0.1553,27.0887
RC103_K40Village,1024,2.82526,1463.202,552,33.4719,32.3285,91.3572,1.0354,0.3664,30.2632
RC103_Lu176,1024,2.39476,58.101,25,6.6109,6.6598,15.9471,0.9927,0.4146,5.5394
RC103_Lu176,1024,2.42819,202.790,85,11.9101,10.3700,25.1787,1.1485,0.4730,10.9382
RC103_Lu176,1024,2.45159,305.265,127,15.5489,14.4390,35.4012,1.0769,0.4392,13.6740
RC103_Th232Village,1024,2.69425,31.722,18,3.6668,5.7401,15.4622,0.6388,0.2371,3.8443
RC103_Th232Village,1024,2.6592,71.867,33,7.1433,10.2521,27.2478,0.6968,0.2622,5.5721
RC103_Th232Village,1024,2.61574,129.875,55,6.3208,11.6203,30.4792,0.5439,0.2074,7.6185
RC103_Th232Village,1024,2.55723,238.399,97,11.8373,12.0259,30.7604,0.9843,0.3848,10.7834
RC103_Th232Village,1024,2.52849,340.031,137,13.6800,13.8685,35.0877,0.9864,0.3899,13.3223
RC103_Th232Village,1024,2.54753,582.794,233,19.0944,16.2766,41.4533,1.1731,0.4606,18.4420
RC103_Th232Village,1024,2.59765,716.471,285,16.3314,11.5633,29.9805,1.4123,0.5447,20.8633
RC103_Th232Village,1024,2.69836,909.608,358,35.7879,34.4249,92.8436,1.0396,0.3855,23.9899
RC103_Th232Village,1024,3.0486,1596.435,596,32.6993,18.0857,55.1267,1.8080,0.5932,32.7779
RC103_Th232Village,1024,2.89471,2342.525,841,39.4613,39.2374,114.4943,1.0057,0.3447,40.4724
RC103_Th232Village,1024,2.49879,2622.424,944,43.7990,39.6273,100.2325,1.1053,0.4370,43.4394
RC103_Th232WT20,1024,2.48175,58.572,25,6.3021,6.5116,16.1621,0.9678,0.3899,5.4333
RC103_Th232WT20,1024,2.50294,135.835,56,10.5770,10.5343,26.3638,1.0041,0.4012,8.4836
RC103_Th232WT20,1024,2.53096,239.030,97,12.2244,13.3082,33.6747,0.9186,0.3630,11.4921
RC103_Th232WT20,1024,2.55693,335.700,135,13.8695,13.4568,34.3883,1.0307,0.4033,13.7949
RC103_Th232WT20,1024,2.60204,505.946,201,11.5200,30.9042,80.2120,0.3728,0.1436,17.1880
RC103_Th232WT20,1024,2.62255,584.314,231,18.4715,17.5458,45.9902,1.0528,0.4016,18.5612
RC103_Th232WT20,1024,2.70866,920.181,357,35.0153,34.6477,93.8761,1.0106,0.3730,23.6081
RC103_Th232WT20,1024,2.79273,1258.516,480,35.3925,30.5937,85.4356,1.1569,0.4143,27.8034
RC103_Th232WT20,1024,2.87133,1584.200,595,33.5516,31.1104,89.3100,1.0785,0.3757,31.3064
RC103_Th232WT20,1024,3.03946,2311.227,841,41.0013,127.0534,381.9269,0.3227,0.1074,37.9021
RC103_Th232WT20,1024,3.10781,2618.591,941,40.5259,35.4753,110.1681,1.1424,0.3679,40.3294
