scene,stamp,seconds,cores,us_per_history,noise
G1S_mar1l_oisn16_155_p16,phys=21;5f599f77cfde6fee9fb97892879d827f513362aab84a0c8dcc3ff4f5bd14d094,510.2,9.8,11.68,0.91 %
G1S_mar1l_oisn16_155_p24,phys=21;d1057addf7effbff3883178b4fba41f38b2e4639be713e0ab9f5a0253c727891,508.8,9.8,11.66,0.92 %
G1S_mar1l_oisn16_160_p16,phys=21;500abf570dee7317db69a84d487b7fbc0e9c8eeb63efcb18f3a7298ccaec6def,512.9,9.8,11.75,0.91 %
G1S_mar1l_oisn16_160_p24,phys=21;66b62a9cd4f0c678e42fa592cff37e980384e9e17304f37b2f9fcb8a3f359b38,510.2,9.8,11.70,0.92 %
G1S_mar1l_oisn16_166_p16,phys=21;3423f575f7727deaca3549dcf1ac2ab493d986cf928ecb36657d24039bd0bec4,515.9,9.8,11.82,0.90 %
G1S_mar1l_oisn16_166_p24,phys=21;b40fca26ce56e4c01b1adebc535bb1ad91085537e5e80be751ed7c3c719aec69,514.3,9.8,11.78,0.92 %
G1S_mar1l_oisn16_167_p16,phys=21;df59c994280b8ccc8c272d1764fa86b3f7baa50248a3b7aec6c7b22cabe58cd5,513.5,9.8,11.78,0.90 %
G1S_mar1l_oisn16_167_p24,phys=21;0515e60e79bb2365c2740faa861430c039fcdbfdb9fed9d7d3e5eda6632dc725,513.9,9.8,11.77,0.91 %
G1S_mar1l_risn379_100_p16,phys=21;f99c785be1f72c384e1efd352e6bd6498248b7cd6d6f60f5fd18fdf61728d110,525.5,9.8,12.28,0.78 %
G1S_petri60_oisn06_057_p24,phys=21;f31dd2f2315fb315e4167c383bb7a547b899b6a632b80fb9c5c27ef533a95140,426.0,9.8,9.76,0.63 %
G1S_petri60_oisn06_062_p24,phys=21;f16cca871245976920f685fede83855bbca8427524bcf48e9d85ceae1284c3e5,427.2,9.8,9.80,0.63 %
G1S_petri60_oisn06_064_p24,phys=21;292a63a73f5ee3bff642f1aa7e73219bedb5f4064314798a9ba3405130b39324,427.5,9.8,9.81,0.63 %
G1S_petri60_oisn06_067_p24,phys=21;f92549e11a837e66d72605668da60f86a0a450103321ac46fc852aae1bc0059a,428.6,9.8,9.82,0.63 %
G1S_petri60_oisn10_100_p16,phys=21;92cedad46a0b4803f3bb3844d8d0d775e430796945de4ad296d38195fc726cfd,428.7,9.7,9.81,0.67 %
G1S_petri60_oisn16_155_p24,phys=21;130c71e2bda0e33ff3def308ae027881f1b6866356f9c7ea90ec8a32e9b2869e,432.2,9.7,9.89,0.69 %
G1S_petri60_oisn16_160_p24,phys=21;95f383cc95e722ec77b39fdc979a6962ccad4e59ca49477d368b724121dce540,433.3,9.7,9.92,0.69 %
G1S_petri60_oisn16_167_p24,phys=21;3ae05d9e5d188b9751f7e961b7a33ca208dd743d131772e3283de3d78864e015,433.0,9.7,9.91,0.69 %
G1S_petri60_risn379_100_p16,phys=21;8dfff1d546db39749c55d67a18f5fb1fa9f60ef68fbdcc1bc9dc36ad56c1630f,436.9,9.8,10.21,0.61 %
G1S_point5,phys=21;35444367701676cd1fd27c44bae68a708f926d4fc30241a7641c604545c292bb,354.8,9.8,8.27,1.48 %
RC103_lu_front,phys=21;9efdab468281173e4a55631a4c8ab4766e96bffe1215145dbe77ea9ce86e4a47,326.9,9.7,7.45,2.28 %
RC103_marinelli05_kcl,phys=21;97721cc11938496708b275f9e421cf449b47dfeeee135b37ff884776d71169dd,366.7,9.8,8.56,3.18 %
RC103_point0,phys=21;b00a665925648f898b007c701943f9dd105813557ccdf5d7843364f0d6f0afbb,177.0,9.8,4.14,0.76 %
