key,t_start_h,t_mid_h,live_s,chi2ndf,Pb-214_bq,Pb-214_err,Pb-214_z,Pb-214_lim,Pb-214_det,Pb-214_tied,Bi-214_bq,Bi-214_err,Bi-214_z,Bi-214_lim,Bi-214_det,Bi-214_tied,Ra-226_bq,Ra-226_err,Ra-226_z,Ra-226_lim,Ra-226_det,Ra-226_tied,Rn-222_bq,Rn-222_err,Rn-222_z,Rn-222_lim,Rn-222_det,Rn-222_tied,Pb-210_bq,Pb-210_err,Pb-210_z,Pb-210_lim,Pb-210_det,Pb-210_tied,Pb-212_bq,Pb-212_err,Pb-212_z,Pb-212_lim,Pb-212_det,Pb-212_tied,Bi-212_bq,Bi-212_err,Bi-212_z,Bi-212_lim,Bi-212_det,Bi-212_tied,Tl-208_bq,Tl-208_err,Tl-208_z,Tl-208_lim,Tl-208_det,Tl-208_tied,Ac-228_bq,Ac-228_err,Ac-228_z,Ac-228_lim,Ac-228_det,Ac-228_tied,Ra-224_bq,Ra-224_err,Ra-224_z,Ra-224_lim,Ra-224_det,Ra-224_tied,Th-228_bq,Th-228_err,Th-228_z,Th-228_lim,Th-228_det,Th-228_tied,Rn-220_bq,Rn-220_err,Rn-220_z,Rn-220_lim,Rn-220_det,Rn-220_tied,Th-232_bq,Th-232_err,Th-232_z,Th-232_lim,Th-232_det,Th-232_tied,Ra-228_bq,Ra-228_err,Ra-228_z,Ra-228_lim,Ra-228_det,Ra-228_tied,K-40_bq,K-40_err,K-40_z,K-40_lim,K-40_det,K-40_tied
coal_e08,31.50510,33.50510,14400.001,1.4095,45.0933,0.6536,68.997,1.5544,1,-,43.3422,0.7954,54.493,1.776,1,-,0,nan,0.000,18.56,0,-,0,nan,0.000,1162.1,0,-,16.2818,3.083,5.282,9.7538,1,-,5.93637,0.3476,17.081,1.0587,1,-,0,nan,0.000,16.81,0,-,3.80902,0.8775,4.341,2.7952,1,-,0,nan,0.000,3.4057,0,-,5.93637,0.3476,17.081,1.0587,1,Pb-212,5.93637,0.3476,17.081,1.0587,1,Pb-212,0,nan,0.000,914.87,0,-,1413.64,60.68,23.297,159.49,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e09,35.50759,37.50759,14400.001,1.3399,44.2311,0.6312,70.074,1.515,1,-,42.819,0.7973,53.705,1.7959,1,-,0,nan,0.000,17.926,0,-,0,nan,0.000,1146.2,0,-,13.801,3.168,4.357,10.143,1,-,6.11925,0.3352,18.254,1.0271,1,-,23.1012,4.912,4.703,15.698,1,-,5.7023,0.8704,6.551,2.7114,1,-,0,nan,0.000,3.3224,0,-,6.11925,0.3352,18.254,1.0271,1,Pb-212,6.11925,0.3352,18.254,1.0271,1,Pb-212,0,nan,0.000,894.06,0,-,1318.94,56.11,23.506,153.72,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e10,39.51003,41.51003,14400.001,1.4346,43.5921,0.7167,60.823,1.7185,1,-,40.2429,0.8129,49.508,1.857,1,-,0,nan,0.000,20.11,0,-,0,nan,0.000,1175.2,0,-,0,nan,0.000,15.716,0,-,6.85839,0.391,17.543,1.185,1,-,17.2787,4.925,3.508,15.901,1,-,4.69665,0.8822,5.324,2.7767,1,-,0,nan,0.000,3.5803,0,-,6.85839,0.391,17.543,1.185,1,Pb-212,6.85839,0.391,17.543,1.185,1,Pb-212,0,nan,0.000,921.9,0,-,430.138,96.15,4.473,307.9,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e11,43.51249,45.51249,14400.001,1.3844,43.1946,0.6383,67.666,1.5215,1,-,40.3324,0.7997,50.437,1.83,1,-,0,nan,0.000,17.996,0,-,0,nan,0.000,1163,0,-,10.5664,3.204,3.298,10.333,1,-,6.16672,0.3409,18.088,1.0344,1,-,21.4916,4.951,4.341,15.882,1,-,5.75955,0.8792,6.551,2.7356,1,-,0,nan,0.000,3.3375,0,-,6.16672,0.3409,18.088,1.0344,1,Pb-212,6.16672,0.3409,18.088,1.0344,1,Pb-212,0,nan,0.000,899.24,0,-,1044.74,56.63,18.449,154.72,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e12,47.51522,49.51522,14400.001,1.2981,42.9059,0.6624,64.774,1.5844,1,-,38.9972,0.7316,53.306,1.6748,1,-,0,nan,0.000,18.514,0,-,0,nan,0.000,1102.5,0,-,0,nan,0.000,10.763,0,-,6.97695,0.3549,19.658,1.0787,1,-,15.6646,4.614,3.395,14.902,1,-,5.96911,0.8339,7.158,2.5798,1,-,0,nan,0.000,3.3405,0,-,6.97695,0.3549,19.658,1.0787,1,Pb-212,6.97695,0.3549,19.658,1.0787,1,Pb-212,0,nan,0.000,862.68,0,-,586.962,84.83,6.919,268.34,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e13,51.51744,53.51744,14400.001,1.3410,40.824,0.6054,67.435,1.4732,1,-,39.2367,0.7709,50.899,1.7591,1,-,0,nan,0.000,17.66,0,-,0,nan,0.000,1117.3,0,-,0,nan,0.000,10.034,0,-,6.05485,0.3268,18.526,0.9982,1,-,26.7692,4.601,5.818,14.595,1,-,4.6402,0.8528,5.441,2.6896,1,-,0,nan,0.000,3.252,0,-,6.05485,0.3268,18.526,0.9982,1,Pb-212,6.05485,0.3268,18.526,0.9982,1,Pb-212,0,nan,0.000,874.56,0,-,1047.24,51.6,20.297,148.05,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e14,55.51988,57.51988,14400.001,1.4123,39.3176,0.6257,62.841,1.5216,1,-,36.3959,0.7647,47.593,1.7704,1,-,0,nan,0.000,17.875,0,-,0,nan,0.000,1140.3,0,-,19.7565,2.823,6.998,8.8931,1,-,5.79186,0.3339,17.345,1.0196,1,-,0,nan,0.000,16.455,0,-,3.47222,0.8767,3.960,2.8072,1,-,0,nan,0.000,3.3256,0,-,5.79186,0.3339,17.345,1.0196,1,Pb-212,5.79186,0.3339,17.345,1.0196,1,Pb-212,0,nan,0.000,906.93,0,-,1240.49,57.48,21.581,154.86,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e15,59.52234,61.52234,14400.001,1.3874,38.1865,0.6118,62.420,1.4983,1,-,35.4839,0.7479,47.444,1.7411,1,-,0,nan,0.000,17.598,0,-,0,nan,0.000,1124.9,0,-,13.0635,2.899,4.507,9.2254,1,-,5.80653,0.3275,17.728,1.0023,1,-,0,nan,0.000,16.079,0,-,4.12678,0.8641,4.776,2.7413,1,-,0,nan,0.000,3.2635,0,-,5.80653,0.3275,17.728,1.0023,1,Pb-212,5.80653,0.3275,17.728,1.0023,1,Pb-212,0,nan,0.000,882.02,0,-,1263.51,56.47,22.375,151.51,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e16,63.52481,65.52481,14400.001,1.3208,36.9596,0.5907,62.567,1.4583,1,-,35.6731,0.7512,47.485,1.7547,1,-,0,nan,0.000,17.082,0,-,0,nan,0.000,1107.5,0,-,14.5963,2.989,4.883,9.5265,1,-,5.62912,0.3154,17.848,0.96924,1,-,22.081,4.754,4.645,15.228,1,-,4.38006,0.8454,5.181,2.677,1,-,0,nan,0.000,3.1909,0,-,5.62912,0.3154,17.848,0.96924,1,Pb-212,5.62912,0.3154,17.848,0.96924,1,Pb-212,0,nan,0.000,863.43,0,-,1218.16,53.68,22.692,145.64,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e17,67.52744,69.52744,14400.001,1.3022,37.0821,0.6296,58.897,1.5278,1,-,34.7132,0.7398,46.923,1.7392,1,-,0,nan,0.000,17.395,0,-,0,nan,0.000,1098.9,0,-,0,nan,0.000,13.12,0,-,6.22487,0.3386,18.384,1.0202,1,-,23.2071,4.624,5.019,14.735,1,-,6.02787,0.7465,8.075,2.2597,1,-,0,nan,0.000,3.2451,0,-,6.22487,0.3386,18.384,1.0202,1,Pb-212,6.22487,0.3386,18.384,1.0202,1,Pb-212,0,nan,0.000,851.18,0,-,1030.6,87.11,11.830,251.92,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e18,71.53015,73.53015,14400.001,1.3119,34.7973,0.5781,60.189,1.4447,1,-,34.9621,0.7361,47.496,1.7193,1,-,0,nan,0.000,17.008,0,-,0,nan,0.000,1088.4,0,-,9.47763,3.018,3.141,9.7097,1,-,6.02266,0.3101,19.419,0.95138,1,-,20.2906,4.705,4.312,15.078,1,-,4.76772,0.7351,6.486,2.2685,1,-,0,nan,0.000,3.1404,0,-,6.02266,0.3101,19.419,0.95138,1,Pb-212,6.02266,0.3101,19.419,0.95138,1,Pb-212,0,nan,0.000,852,0,-,1019.31,52.77,19.315,143.23,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e19,75.53264,77.53264,14400.001,1.3521,35.2486,0.6293,56.014,1.5489,1,-,32.864,0.7469,44.002,1.7749,1,-,0,nan,0.000,17.676,0,-,0,nan,0.000,1113.9,0,-,0,nan,0.000,11.308,0,-,6.53605,0.3374,19.371,1.0213,1,-,24.0605,4.652,5.172,14.79,1,-,5.93326,0.8518,6.966,2.6433,1,-,0,nan,0.000,3.2748,0,-,6.53605,0.3374,19.371,1.0213,1,Pb-212,6.53605,0.3374,19.371,1.0213,1,Pb-212,0,nan,0.000,864.59,0,-,987.873,82.72,11.943,247.18,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e20,79.53505,81.53505,14400.001,1.3020,34.5096,0.6175,55.888,1.5183,1,-,31.5186,0.7218,43.667,1.7232,1,-,0,nan,0.000,17.442,0,-,0,nan,0.000,1080.5,0,-,0,nan,0.000,10.311,0,-,6.45793,0.3357,19.235,1.0147,1,-,14.7285,4.438,3.319,14.388,1,-,5.73254,0.6955,8.242,2.1695,1,-,0,nan,0.000,3.1821,0,-,6.45793,0.3357,19.235,1.0147,1,Pb-212,6.45793,0.3357,19.235,1.0147,1,Pb-212,0,nan,0.000,840.36,0,-,440.004,80.66,5.455,255.28,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e21,83.53760,85.53760,14400.001,1.2758,33.4654,0.6127,54.623,1.5344,1,-,31.4506,0.7192,43.728,1.7221,1,-,0,nan,0.000,17.363,0,-,0,nan,0.000,1077.3,0,-,0,nan,0.000,10.117,0,-,6.98877,0.3351,20.856,1.0141,1,-,17.7564,4.443,3.997,14.289,1,-,5.54479,0.8206,6.757,2.5496,1,-,2.84488,0.9568,2.973,3.1249,1,-,6.98877,0.3351,20.856,1.0141,1,Pb-212,6.98877,0.3351,20.856,1.0141,1,Pb-212,0,nan,0.000,829.66,0,-,328.22,80.5,4.077,258.54,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e22,87.54027,89.54027,14400.001,1.3357,31.8997,0.6162,51.769,1.5373,1,-,31.6695,0.7312,43.314,1.7414,1,-,0,nan,0.000,17.187,0,-,0,nan,0.000,1092.6,0,-,0,nan,0.000,12.695,0,-,5.84044,0.3332,17.529,1.0064,1,-,22.952,4.618,4.970,14.677,1,-,4.61302,0.8336,5.534,2.6267,1,-,0,nan,0.000,3.2186,0,-,5.84044,0.3332,17.529,1.0064,1,Pb-212,5.84044,0.3332,17.529,1.0064,1,Pb-212,0,nan,0.000,848.58,0,-,766.195,85.76,8.934,250.49,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e23,91.54291,93.54291,14400.001,1.3855,31.5439,0.6152,51.271,1.5381,1,-,29.197,0.727,40.164,1.753,1,-,0,nan,0.000,17.398,0,-,0,nan,0.000,1102.6,0,-,0,nan,0.000,9.1825,0,-,6.36948,0.3346,19.037,1.0084,1,-,20.2103,4.561,4.431,14.574,1,-,5.9375,0.7331,8.099,2.2849,1,-,0,nan,0.000,3.2029,0,-,6.36948,0.3346,19.037,1.0084,1,Pb-212,6.36948,0.3346,19.037,1.0084,1,Pb-212,0,nan,0.000,856.44,0,-,0,nan,0.000,266.41,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e24,95.54554,97.54554,14400.001,1.3163,30.9823,0.6031,51.373,1.5095,1,-,29.853,0.6836,43.668,1.6366,1,-,0,nan,0.000,17.344,0,-,0,nan,0.000,1064.4,0,-,0,nan,0.000,10.15,0,-,7.07606,0.3318,21.326,0.99611,1,-,24.6997,4.408,5.603,14.03,1,-,5.90337,0.6643,8.886,2.0682,1,-,0,nan,0.000,3.1648,0,-,7.07606,0.3318,21.326,0.99611,1,Pb-212,7.07606,0.3318,21.326,0.99611,1,Pb-212,0,nan,0.000,834.55,0,-,236.42,78.73,3.003,254.57,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e25,99.54796,101.54796,14400.001,1.2702,30.248,0.583,51.882,1.4642,1,-,29.3458,0.6968,42.116,1.6819,1,-,0,nan,0.000,16.529,0,-,0,nan,0.000,1041.5,0,-,0,nan,0.000,8.6677,0,-,6.69524,0.3165,21.151,0.95097,1,-,16.7812,4.316,3.888,13.924,1,-,4.77768,0.8071,5.919,2.5369,1,-,0,nan,0.000,3.0432,0,-,6.69524,0.3165,21.151,0.95097,1,Pb-212,6.69524,0.3165,21.151,0.95097,1,Pb-212,0,nan,0.000,820.92,0,-,0,nan,0.000,252.53,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e26,103.55040,105.55040,14400.001,1.3384,30.2074,0.6047,49.951,1.5116,1,-,27.3576,0.6659,41.081,1.6261,1,-,0,nan,0.000,17.29,0,-,0,nan,0.000,1065.6,0,-,0,nan,0.000,10.119,0,-,6.47412,0.3321,19.493,0.99765,1,-,19.9023,4.384,4.540,14.025,1,-,5.46099,0.7236,7.547,2.2037,1,-,0,nan,0.000,3.1395,0,-,6.47412,0.3321,19.493,0.99765,1,Pb-212,6.47412,0.3321,19.493,0.99765,1,Pb-212,0,nan,0.000,830.14,0,-,316.492,79.38,3.987,252.66,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e27,107.55292,109.55292,14400.001,1.3396,30.2271,0.5922,51.046,1.4792,1,-,26.8878,0.6735,39.924,1.6511,1,-,0,nan,0.000,16.779,0,-,0,nan,0.000,1063.3,0,-,0,nan,0.000,8.807,0,-,6.4644,0.3227,20.033,0.96767,1,-,16.1126,4.378,3.680,14.124,1,-,6.28149,0.6667,9.421,2.067,1,-,0,nan,0.000,3.1054,0,-,6.4644,0.3227,20.033,0.96767,1,Pb-212,6.4644,0.3227,20.033,0.96767,1,Pb-212,0,nan,0.000,832.41,0,-,0,nan,0.000,256.62,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e28,111.55544,113.55544,14400.001,1.2674,28.6105,0.5678,50.387,1.4327,1,-,26.6385,0.6529,40.801,1.6045,1,-,0,nan,0.000,16.267,0,-,0,nan,0.000,1038.4,0,-,0,nan,0.000,8.7541,0,-,6.47812,0.3112,20.813,0.93345,1,-,25.9325,4.292,6.041,13.52,1,-,5.5489,0.798,6.953,2.4833,1,-,0,nan,0.000,3.0104,0,-,6.47812,0.3112,20.813,0.93345,1,Pb-212,6.47812,0.3112,20.813,0.93345,1,Pb-212,0,nan,0.000,811.81,0,-,0,nan,0.000,250.38,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e29,115.55787,117.55787,14400.001,1.3818,27.068,0.589,45.957,1.5028,1,-,25.7964,0.6663,38.717,1.6475,1,-,0,nan,0.000,16.934,0,-,0,nan,0.000,1080.9,0,-,0,nan,0.000,9.0611,0,-,6.47935,0.3267,19.836,0.9738,1,-,26.5343,4.442,5.973,13.991,1,-,5.93907,0.7358,8.072,2.2246,1,-,0,nan,0.000,3.1232,0,-,6.47935,0.3267,19.836,0.9738,1,Pb-212,6.47935,0.3267,19.836,0.9738,1,Pb-212,0,nan,0.000,837.96,0,-,0,nan,0.000,259.36,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e30,119.56052,121.56052,14400.001,1.3205,28.2419,0.5752,49.099,1.4506,1,-,24.24,0.6763,35.844,1.6942,1,-,0,nan,0.000,16.521,0,-,0,nan,0.000,1056.4,0,-,0,nan,0.000,8.565,0,-,6.37283,0.3151,20.228,0.94552,1,-,18.4729,4.32,4.276,13.885,1,-,6.53901,0.5879,11.124,1.7661,1,-,0,nan,0.000,3.0246,0,-,6.37283,0.3151,20.228,0.94552,1,Pb-212,6.37283,0.3151,20.228,0.94552,1,Pb-212,0,nan,0.000,820.3,0,-,0,nan,0.000,251.36,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
