key,t_start_h,t_mid_h,live_s,chi2ndf,Pb-214_bq,Pb-214_err,Pb-214_z,Pb-214_lim,Pb-214_det,Pb-214_tied,Bi-214_bq,Bi-214_err,Bi-214_z,Bi-214_lim,Bi-214_det,Bi-214_tied,Ra-226_bq,Ra-226_err,Ra-226_z,Ra-226_lim,Ra-226_det,Ra-226_tied,Rn-222_bq,Rn-222_err,Rn-222_z,Rn-222_lim,Rn-222_det,Rn-222_tied,Pb-210_bq,Pb-210_err,Pb-210_z,Pb-210_lim,Pb-210_det,Pb-210_tied,Pb-212_bq,Pb-212_err,Pb-212_z,Pb-212_lim,Pb-212_det,Pb-212_tied,Bi-212_bq,Bi-212_err,Bi-212_z,Bi-212_lim,Bi-212_det,Bi-212_tied,Tl-208_bq,Tl-208_err,Tl-208_z,Tl-208_lim,Tl-208_det,Tl-208_tied,Ac-228_bq,Ac-228_err,Ac-228_z,Ac-228_lim,Ac-228_det,Ac-228_tied,Ra-224_bq,Ra-224_err,Ra-224_z,Ra-224_lim,Ra-224_det,Ra-224_tied,Th-228_bq,Th-228_err,Th-228_z,Th-228_lim,Th-228_det,Th-228_tied,Rn-220_bq,Rn-220_err,Rn-220_z,Rn-220_lim,Rn-220_det,Rn-220_tied,Th-232_bq,Th-232_err,Th-232_z,Th-232_lim,Th-232_det,Th-232_tied,Ra-228_bq,Ra-228_err,Ra-228_z,Ra-228_lim,Ra-228_det,Ra-228_tied,K-40_bq,K-40_err,K-40_z,K-40_lim,K-40_det,K-40_tied
coal_e08,31.50510,33.50510,14400.001,1.4140,55.2623,0.8023,68.880,1.9106,1,-,52.6371,0.9678,54.391,2.1672,1,-,0,nan,0.000,22.806,0,-,0,nan,0.000,1430.8,0,-,21.343,3.752,5.689,11.841,1,-,7.1882,0.4267,16.845,1.3012,1,-,0,nan,0.000,20.593,0,-,4.5453,1.059,4.293,3.3742,1,-,0,nan,0.000,4.1476,0,-,7.1882,0.4267,16.845,1.3012,1,Pb-212,7.1882,0.4267,16.845,1.3012,1,Pb-212,0,nan,0.000,1125.7,0,-,1797.83,74.8,24.036,194.61,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e09,35.50759,37.50759,14400.001,1.3396,54.2222,0.7736,70.092,1.8589,1,-,52.0209,0.9692,53.676,2.1892,1,-,0,nan,0.000,21.987,0,-,0,nan,0.000,1409.2,0,-,18.166,3.85,4.718,12.305,1,-,7.42188,0.4109,18.060,1.2601,1,-,28.4176,6.006,4.732,19.191,1,-,6.86656,1.049,6.547,3.2672,1,-,0,nan,0.000,4.0385,0,-,7.42188,0.4109,18.060,1.2601,1,Pb-212,7.42188,0.4109,18.060,1.2601,1,Pb-212,0,nan,0.000,1098,0,-,1675.54,68.75,24.370,187.08,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e10,39.51003,41.51003,14400.001,1.4358,53.4284,0.8784,60.822,2.1088,1,-,48.886,0.9884,49.457,2.2642,1,-,0,nan,0.000,24.626,0,-,0,nan,0.000,1445.2,0,-,0,nan,0.000,19.082,0,-,8.31149,0.4778,17.395,1.4502,1,-,21.3136,6.021,3.540,19.437,1,-,5.60437,1.064,5.267,3.3515,1,-,0,nan,0.000,4.3506,0,-,8.31149,0.4778,17.395,1.4502,1,Pb-212,8.31149,0.4778,17.395,1.4502,1,Pb-212,0,nan,0.000,1133.1,0,-,567.854,117.6,4.828,375.95,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e11,43.51249,45.51249,14400.001,1.4079,53.7742,0.8504,63.236,2.0171,1,-,49.2201,0.982,50.124,2.2475,1,-,0,nan,0.000,23.603,0,-,0,nan,0.000,1434.9,0,-,0,nan,0.000,13.829,0,-,8.09104,0.4526,17.875,1.378,1,-,23.9337,5.938,4.030,19.134,1,-,6.98252,1.069,6.533,3.3226,1,-,0,nan,0.000,4.2281,0,-,8.09104,0.4526,17.875,1.378,1,Pb-212,8.09104,0.4526,17.875,1.378,1,Pb-212,0,nan,0.000,1117.4,0,-,443.335,109.1,4.063,345.32,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e12,47.51522,49.51522,14400.001,1.3025,52.542,0.8128,64.643,1.9471,1,-,47.4208,0.9321,50.874,2.1467,1,-,0,nan,0.000,22.71,0,-,0,nan,0.000,1364.5,0,-,0,nan,0.000,13.282,0,-,8.43188,0.4346,19.401,1.3227,1,-,19.3211,5.716,3.380,18.458,1,-,7.14088,1.017,7.025,3.1459,1,-,0,nan,0.000,4.0639,0,-,8.43188,0.4346,19.401,1.3227,1,Pb-212,8.43188,0.4346,19.401,1.3227,1,Pb-212,0,nan,0.000,1064.3,0,-,745.088,102.9,7.243,324.17,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e13,51.51744,53.51744,14400.001,1.3295,49.6528,0.7479,66.386,1.8126,1,-,47.4433,0.936,50.685,2.1461,1,-,0,nan,0.000,21.584,0,-,0,nan,0.000,1368.4,0,-,12.8755,3.705,3.475,11.949,1,-,7.34633,0.3991,18.408,1.22,1,-,27.3053,5.886,4.639,18.858,1,-,5.53602,1.023,5.411,3.2286,1,-,0,nan,0.000,3.944,0,-,7.34633,0.3991,18.408,1.22,1,Pb-212,7.34633,0.3991,18.408,1.22,1,Pb-212,0,nan,0.000,1070.2,0,-,1321.13,62.92,20.996,179.41,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e14,55.51988,57.51988,14400.001,1.4142,48.1606,0.767,62.788,1.8679,1,-,44.2071,0.9296,47.557,2.1572,1,-,0,nan,0.000,21.94,0,-,0,nan,0.000,1402.5,0,-,25.2556,3.443,7.335,10.816,1,-,7.01102,0.4094,17.127,1.2512,1,-,0,nan,0.000,20.138,0,-,4.16598,1.057,3.941,3.3852,1,-,0,nan,0.000,4.0464,0,-,7.01102,0.4094,17.127,1.2512,1,Pb-212,7.01102,0.4094,17.127,1.2512,1,Pb-212,0,nan,0.000,1115,0,-,1581.73,70.75,22.356,188.27,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e15,59.52234,61.52234,14400.001,1.3894,46.8069,0.7504,62.376,1.8398,1,-,43.096,0.9092,47.401,2.1213,1,-,0,nan,0.000,21.604,0,-,0,nan,0.000,1383.7,0,-,17.1842,3.527,4.872,11.201,1,-,7.05123,0.4018,17.549,1.2306,1,-,0,nan,0.000,19.68,0,-,4.94994,1.042,4.751,3.3061,1,-,0,nan,0.000,3.972,0,-,7.05123,0.4018,17.549,1.2306,1,Pb-212,7.05123,0.4018,17.549,1.2306,1,Pb-212,0,nan,0.000,1084.4,0,-,1601.69,69.49,23.050,184.48,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e16,63.52481,65.52481,14400.001,1.3232,45.2979,0.7247,62.505,1.791,1,-,43.3332,0.9141,47.408,2.1402,1,-,0,nan,0.000,20.973,0,-,0,nan,0.000,1362.8,0,-,18.8293,3.636,5.179,11.576,1,-,6.82885,0.387,17.646,1.1903,1,-,27.0731,5.818,4.653,18.641,1,-,5.25447,1.02,5.153,3.2297,1,-,0,nan,0.000,3.8827,0,-,6.82885,0.387,17.646,1.1903,1,Pb-212,6.82885,0.387,17.646,1.1903,1,Pb-212,0,nan,0.000,1061.7,0,-,1548.27,65.98,23.465,177.75,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e17,67.52744,69.52744,14400.001,1.3064,45.4146,0.7725,58.792,1.877,1,-,42.1499,0.9006,46.800,2.1225,1,-,0,nan,0.000,21.35,0,-,0,nan,0.000,1353.3,0,-,0,nan,0.000,16.11,0,-,7.52876,0.4149,18.144,1.2516,1,-,28.4732,5.663,5.028,18.047,1,-,7.26856,0.9023,8.056,2.7313,1,-,0,nan,0.000,3.949,0,-,7.52876,0.4149,18.144,1.2516,1,Pb-212,7.52876,0.4149,18.144,1.2516,1,Pb-212,0,nan,0.000,1047.4,0,-,1292.3,106.6,12.119,307.34,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e18,71.53015,73.53015,14400.001,1.3121,42.6783,0.7086,60.227,1.7722,1,-,42.4659,0.8948,47.461,2.0949,1,-,0,nan,0.000,20.868,0,-,0,nan,0.000,1338.3,0,-,12.4154,3.643,3.408,11.72,1,-,7.33118,0.3802,19.282,1.167,1,-,24.9638,5.745,4.345,18.407,1,-,5.73947,0.8871,6.470,2.7378,1,-,0,nan,0.000,3.8181,0,-,7.33118,0.3802,19.282,1.167,1,Pb-212,7.33118,0.3802,19.282,1.167,1,Pb-212,0,nan,0.000,1046.8,0,-,1298.13,64.73,20.054,174.4,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e19,75.53264,77.53264,14400.001,1.3552,43.1692,0.7717,55.943,1.9017,1,-,39.9067,0.9088,43.912,2.1648,1,-,0,nan,0.000,21.69,0,-,0,nan,0.000,1371.1,0,-,0,nan,0.000,13.929,0,-,7.90468,0.4133,19.127,1.2524,1,-,29.5716,5.693,5.195,18.095,1,-,7.13444,1.027,6.944,3.1893,1,-,0,nan,0.000,3.9831,0,-,7.90468,0.4133,19.127,1.2524,1,Pb-212,7.90468,0.4133,19.127,1.2524,1,Pb-212,0,nan,0.000,1063.4,0,-,1233.05,101,12.204,301.3,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e20,79.53505,81.53505,14400.001,1.3033,42.3174,0.7576,55.859,1.8639,1,-,38.2659,0.8778,43.591,2.101,1,-,0,nan,0.000,21.38,0,-,0,nan,0.000,1329.4,0,-,0,nan,0.000,12.719,0,-,7.83553,0.4109,19.068,1.2429,1,-,18.2394,5.427,3.361,17.589,1,-,6.9771,0.8454,8.253,2.6369,1,-,0,nan,0.000,3.8685,0,-,7.83553,0.4109,19.068,1.2429,1,Pb-212,7.83553,0.4109,19.068,1.2429,1,Pb-212,0,nan,0.000,1033,0,-,576.762,98.98,5.827,311.4,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e21,83.53760,85.53760,14400.001,1.2788,41.0114,0.7517,54.562,1.8843,1,-,38.2014,0.8749,43.666,2.0991,1,-,0,nan,0.000,21.297,0,-,0,nan,0.000,1325.7,0,-,0,nan,0.000,12.475,0,-,8.48814,0.4105,20.678,1.2433,1,-,21.8634,5.435,4.023,17.476,1,-,6.63954,0.9898,6.708,3.0773,1,-,3.40296,1.164,2.924,3.8018,1,-,8.48814,0.4105,20.678,1.2433,1,Pb-212,8.48814,0.4105,20.678,1.2433,1,Pb-212,0,nan,0.000,1020.6,0,-,431.667,98.5,4.382,315.73,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e22,87.54027,89.54027,14400.001,1.3369,39.0776,0.7552,51.746,1.8854,1,-,38.4638,0.8891,43.260,2.1223,1,-,0,nan,0.000,21.068,0,-,0,nan,0.000,1343.8,0,-,0,nan,0.000,15.569,0,-,7.07156,0.4078,17.340,1.2326,1,-,28.1898,5.649,4.990,17.956,1,-,5.53651,1.005,5.510,3.1673,1,-,0,nan,0.000,3.9119,0,-,7.07156,0.4078,17.340,1.2326,1,Pb-212,7.07156,0.4078,17.340,1.2326,1,Pb-212,0,nan,0.000,1043,0,-,966.406,105.4,9.166,305.22,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e23,91.54291,93.54291,14400.001,1.3786,38.9131,0.7733,50.323,1.9392,1,-,35.4836,0.8874,39.987,2.1548,1,-,0,nan,0.000,22.197,0,-,0,nan,0.000,1356.8,0,-,0,nan,0.000,16.755,0,-,7.8952,0.4263,18.519,1.2921,1,-,25.8281,5.606,4.607,17.875,1,-,7.20553,1.046,6.888,3.2486,1,-,0,nan,0.000,3.9738,0,-,7.8952,0.4263,18.519,1.2921,1,Pb-212,7.8952,0.4263,18.519,1.2921,1,Pb-212,0,nan,0.000,1051.5,0,-,306.749,104.9,2.925,339.19,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e24,95.54554,97.54554,14400.001,1.3176,37.9568,0.7392,51.352,1.8518,1,-,36.3435,0.8324,43.660,1.9961,1,-,0,nan,0.000,21.262,0,-,0,nan,0.000,1309.8,0,-,0,nan,0.000,12.501,0,-,8.60162,0.4062,21.178,1.2203,1,-,30.6419,5.392,5.683,17.15,1,-,7.32582,0.8099,9.045,2.5178,1,-,0,nan,0.000,3.8463,0,-,8.60162,0.4062,21.178,1.2203,1,Pb-212,8.60162,0.4062,21.178,1.2203,1,Pb-212,0,nan,0.000,1025.6,0,-,315.442,96.23,3.278,310.61,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e25,99.54796,101.54796,14400.001,1.2726,37.0413,0.7149,51.813,1.7971,1,-,35.6435,0.8477,42.045,2.0506,1,-,0,nan,0.000,20.292,0,-,0,nan,0.000,1281.6,0,-,0,nan,0.000,10.647,0,-,8.12451,0.388,20.942,1.1663,1,-,20.4644,5.28,3.876,17.036,1,-,5.69848,0.9734,5.854,3.0615,1,-,0,nan,0.000,3.7002,0,-,8.12451,0.388,20.942,1.1663,1,Pb-212,8.12451,0.388,20.942,1.1663,1,Pb-212,0,nan,0.000,1009.6,0,-,0,nan,0.000,308.97,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e26,103.55040,105.55040,14400.001,1.3413,37.0081,0.7417,49.899,1.8557,1,-,33.2776,0.8542,38.957,2.0943,1,-,0,nan,0.000,21.211,0,-,0,nan,0.000,1318.2,0,-,0,nan,0.000,12.472,0,-,7.86626,0.4068,19.338,1.2229,1,-,24.6005,5.43,4.530,17.366,1,-,6.59053,0.8779,7.507,2.6714,1,-,0,nan,0.000,3.8183,0,-,7.86626,0.4068,19.338,1.2229,1,Pb-212,7.86626,0.4068,19.338,1.2229,1,Pb-212,0,nan,0.000,1024.4,0,-,411.44,97.05,4.239,308.54,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e27,107.55292,109.55292,14400.001,1.3426,36.9942,0.7264,50.931,1.8163,1,-,32.7436,0.8206,39.902,2.0146,1,-,0,nan,0.000,20.604,0,-,0,nan,0.000,1309.2,0,-,0,nan,0.000,10.812,0,-,7.84298,0.3956,19.824,1.1871,1,-,19.985,5.357,3.731,17.278,1,-,7.74948,0.8129,9.534,2.5175,1,-,0,nan,0.000,3.777,0,-,7.84298,0.3956,19.824,1.1871,1,Pb-212,7.84298,0.3956,19.824,1.1871,1,Pb-212,0,nan,0.000,1023.7,0,-,0,nan,0.000,313.81,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e28,111.55544,113.55544,14400.001,1.2656,35.3104,0.7126,49.552,1.8021,1,-,32.4977,0.7942,40.916,1.9523,1,-,0,nan,0.000,20.685,0,-,0,nan,0.000,1276.2,0,-,0,nan,0.000,15.463,0,-,8.03811,0.3952,20.339,1.1916,1,-,33.4328,5.289,6.321,16.608,1,-,6.70194,0.9623,6.965,2.9939,1,-,0,nan,0.000,3.7274,0,-,8.03811,0.3952,20.339,1.1916,1,Pb-212,8.03811,0.3952,20.339,1.1916,1,Pb-212,0,nan,0.000,997.21,0,-,260.617,98.39,2.649,316.89,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e29,115.55787,117.55787,14400.001,1.3853,33.238,0.7228,45.986,1.8458,1,-,31.4329,0.8116,38.728,2.0084,1,-,0,nan,0.000,20.808,0,-,0,nan,0.000,1329.9,0,-,0,nan,0.000,10.994,0,-,7.93708,0.401,19.791,1.1951,1,-,32.5948,5.436,5.996,17.121,1,-,7.1748,0.8887,8.073,2.6852,1,-,0,nan,0.000,3.7932,0,-,7.93708,0.401,19.791,1.1951,1,Pb-212,7.93708,0.401,19.791,1.1951,1,Pb-212,0,nan,0.000,1031.1,0,-,0,nan,0.000,318.95,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e30,119.56052,121.56052,14400.001,1.3222,34.5799,0.7052,49.038,1.78,1,-,29.4009,0.8224,35.749,2.0649,1,-,0,nan,0.000,20.277,0,-,0,nan,0.000,1300,0,-,0,nan,0.000,10.518,0,-,7.74323,0.3861,20.054,1.1595,1,-,22.4643,5.282,4.253,16.981,1,-,7.98371,0.7156,11.157,2.1484,1,-,0,nan,0.000,3.6774,0,-,7.74323,0.3861,20.054,1.1595,1,Pb-212,7.74323,0.3861,20.054,1.1595,1,Pb-212,0,nan,0.000,1008.4,0,-,0,nan,0.000,307.38,0,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
