ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Th-L
97,24.955,605.222,503.377,357.859,236.020,75.266,63.161,31.605,4.907,0.805,0.119,0.048,66.694,22.318,2.431
98,25.293,592.334,514.254,368.385,236.299,77.497,65.033,36.115,5.053,0.828,0.122,0.050,68.670,22.979,1.605
99,25.630,638.259,525.535,378.910,235.834,79.729,66.905,41.505,5.198,0.852,0.126,0.051,70.647,23.641,1.045
100,25.968,583.187,537.155,389.435,234.486,81.963,68.779,47.918,5.343,0.876,0.129,0.053,72.624,24.302,0.679
101,26.306,725.704,549.112,399.960,232.144,84.200,70.655,55.526,5.489,0.900,0.133,0.054,74.603,24.964,0.441
102,26.644,727.591,561.467,410.486,228.738,86.441,72.533,64.507,5.635,0.924,0.136,0.056,76.583,25.626,0.286
103,26.982,721.219,574.331,421.011,224.254,88.683,74.412,75.017,5.780,0.948,0.140,0.057,78.564,26.288,0.186
104,27.320,780.442,587.683,431.536,218.711,90.928,76.294,87.030,5.926,0.972,0.143,0.059,80.546,26.951,0.121
105,27.658,729.442,601.376,442.062,212.282,93.181,78.181,100.232,6.072,0.996,0.147,0.061,82.530,27.614,0.078
106,27.996,828.959,615.474,452.587,205.422,95.437,80.070,114.248,6.218,1.020,0.150,0.062,84.516,28.277,0.051
107,28.334,808.257,630.062,463.112,198.659,97.697,81.960,128.640,6.364,1.043,0.154,0.064,86.502,28.941,0.033
108,28.672,771.439,645.262,473.637,192.544,99.961,83.854,142.982,6.511,1.067,0.157,0.066,88.491,29.606,0.021
109,29.010,808.996,661.166,484.163,187.576,102.235,85.756,156.851,6.658,1.091,0.161,0.069,90.482,30.271,0.014
110,29.348,815.809,677.506,494.688,184.097,104.510,87.658,169.663,6.804,1.116,0.164,0.071,92.475,30.936,0.009
111,29.686,811.810,694.122,505.213,182.285,106.789,89.562,181.075,6.951,1.140,0.168,0.073,94.469,31.602,0.006
112,30.024,853.698,711.019,515.738,182.203,109.072,91.469,191.026,7.098,1.164,0.171,0.076,96.466,32.268,0.004
113,30.363,849.737,728.229,526.264,183.753,111.367,93.389,199.626,7.245,1.188,0.175,0.078,98.467,32.935,0.002
114,30.701,847.663,745.774,536.789,186.614,113.662,95.304,207.253,7.393,1.212,0.179,0.080,100.469,33.603,0.002
115,31.039,839.886,763.493,547.314,190.512,115.961,97.223,214.006,7.540,1.236,0.182,0.083,102.474,34.272,0.001
116,31.377,800.513,780.883,557.840,195.229,118.268,99.146,219.594,7.688,1.260,0.186,0.085,104.482,34.941,0.001
117,31.715,867.737,797.749,568.365,200.624,120.587,101.082,223.948,7.836,1.285,0.189,0.088,106.495,35.611,0.000
118,32.054,777.624,813.973,578.890,206.581,122.907,103.015,227.098,7.985,1.309,0.193,0.090,108.510,36.282,0.000
119,32.392,811.661,829.502,589.415,213.036,125.232,104.951,229.043,8.133,1.333,0.196,0.093,110.527,36.953,0.000
120,32.730,802.552,844.271,599.941,219.938,127.566,106.894,229.761,8.281,1.358,0.200,0.096,112.549,37.625,0.000
121,33.069,839.033,858.090,610.466,227.247,129.909,108.846,229.094,8.430,1.382,0.204,0.099,114.577,38.298,0.000
122,33.407,762.069,870.746,620.991,234.914,132.253,110.795,226.910,8.579,1.407,0.207,0.102,116.605,38.971,0.000
123,33.745,783.293,882.242,631.516,242.901,134.600,112.746,223.233,8.728,1.431,0.211,0.105,118.638,39.645,0.000
124,34.084,847.735,892.655,642.042,251.162,136.955,114.703,218.170,8.878,1.456,0.214,0.108,120.687,40.320,0.000
125,34.422,739.550,902.122,652.567,259.645,139.316,116.665,211.906,9.027,1.480,0.218,0.111,122.757,40.995,0.000
126,34.760,743.735,910.691,663.092,268.286,141.670,118.621,204.618,9.176,1.505,0.221,0.114,124.805,41.670,0.000
127,35.099,753.773,906.131,661.377,273.244,141.430,118.399,195.925,9.157,1.501,0.221,0.116,124.559,41.576,0.000
128,35.437,759.995,900.793,659.662,278.191,141.190,118.211,186.395,9.137,1.498,0.220,0.117,124.347,41.482,0.000
129,35.776,733.442,894.831,657.947,283.051,140.947,118.029,176.310,9.117,1.495,0.220,0.118,124.152,41.388,0.000
130,36.114,742.480,888.396,656.231,287.768,140.691,117.799,165.989,9.097,1.492,0.219,0.119,123.925,41.294,0.000
131,36.453,789.666,881.740,654.516,292.272,140.427,117.563,155.668,9.077,1.488,0.219,0.120,123.702,41.199,0.000
132,36.791,764.591,874.956,652.801,296.538,140.155,117.322,145.466,9.056,1.485,0.218,0.121,123.486,41.104,0.000
133,37.130,753.666,868.091,651.086,300.550,139.878,117.079,135.435,9.036,1.482,0.218,0.122,123.278,41.009,0.000
134,37.468,752.595,861.243,649.370,304.299,139.593,116.830,125.692,9.015,1.478,0.217,0.123,123.078,40.913,0.000
135,37.807,718.222,854.529,647.655,307.792,139.300,116.574,116.348,8.994,1.475,0.217,0.123,122.885,40.817,0.000
136,38.146,763.149,848.073,645.940,311.053,139.000,116.313,107.496,8.973,1.471,0.216,0.124,122.703,40.721,0.000
137,38.484,759.708,841.965,644.225,314.028,138.696,116.097,99.222,8.952,1.468,0.216,0.124,122.532,40.625,0.000
138,38.823,719.117,836.162,642.510,316.601,138.392,115.852,91.676,8.930,1.465,0.215,0.125,122.374,40.529,0.000
139,39.162,808.226,830.665,640.794,318.732,138.091,115.589,84.877,8.909,1.461,0.215,0.125,122.230,40.432,0.000
140,39.500,773.747,825.507,639.079,320.483,137.794,115.329,78.774,8.888,1.458,0.214,0.126,122.102,40.335,0.000
141,39.839,810.562,820.720,637.364,321.931,137.505,115.074,73.314,8.867,1.454,0.214,0.126,121.994,40.238,0.000
142,40.178,722.193,816.350,635.649,323.169,137.221,114.823,68.451,8.846,1.451,0.213,0.127,121.905,40.141,0.000
143,40.517,718.861,812.366,633.933,324.200,136.948,114.577,64.143,8.824,1.447,0.213,0.129,121.839,40.043,0.000
144,40.855,841.936,808.689,632.218,324.987,136.687,114.339,60.339,8.803,1.444,0.212,0.130,121.798,39.946,0.000
145,41.194,808.159,805.312,630.503,325.564,136.442,114.112,56.988,8.783,1.440,0.212,0.132,121.788,39.849,0.000
146,41.533,759.197,802.265,628.788,326.005,136.212,113.894,54.046,8.762,1.437,0.211,0.134,121.809,39.752,0.000
147,41.872,791.678,799.567,627.073,326.367,136.000,113.686,51.468,8.742,1.433,0.211,0.137,121.866,39.654,0.000
148,42.211,828.312,797.247,625.357,326.706,135.810,113.492,49.215,8.721,1.430,0.210,0.140,121.963,39.557,0.000
149,42.549,817.608,795.213,623.642,326.960,135.644,113.313,47.244,8.701,1.429,0.210,0.143,122.106,39.460,0.000
150,42.888,854.573,793.399,621.927,327.097,135.503,113.149,45.520,8.682,1.426,0.209,0.147,122.299,39.363,0.000
151,43.227,856.724,791.808,620.212,327.135,135.393,113.003,44.014,8.662,1.423,0.209,0.152,122.549,39.267,0.000
152,43.566,893.689,790.467,618.496,327.108,135.316,112.878,42.705,8.643,1.420,0.208,0.157,122.861,39.170,0.000
153,43.905,879.428,789.425,616.781,327.058,135.276,112.774,41.574,8.624,1.417,0.207,0.163,123.254,39.074,0.000
154,44.244,874.244,788.693,615.066,326.989,135.279,112.697,40.601,8.605,1.414,0.207,0.169,123.751,38.978,0.000
155,44.583,927.208,788.072,613.351,326.778,135.326,112.645,39.752,8.587,1.411,0.206,0.176,124.304,38.883,0.000
156,44.922,859.656,787.564,611.636,326.398,135.423,112.623,39.006,8.570,1.408,0.206,0.183,124.956,38.788,0.000
157,45.261,798.472,787.173,609.920,325.845,135.575,112.636,38.349,8.553,1.406,0.205,0.191,125.717,38.693,0.000
158,45.600,870.955,786.923,608.205,325.135,135.786,112.686,37.768,8.536,1.403,0.205,0.199,126.601,38.599,0.000
159,45.939,836.326,786.846,606.490,324.298,136.060,112.767,37.256,8.520,1.401,0.204,0.208,127.622,38.506,0.000
160,46.278,770.441,786.910,604.775,323.288,136.402,112.887,36.795,8.505,1.399,0.204,0.218,128.796,38.413,0.000
161,46.617,804.665,787.028,603.059,322.010,136.817,113.050,36.364,8.491,1.396,0.203,0.228,130.139,38.327,0.000
162,46.957,748.297,787.207,601.344,320.461,137.307,113.256,35.951,8.477,1.394,0.203,0.238,131.674,38.242,0.000
163,47.296,764.740,787.469,599.629,318.652,137.877,113.505,35.551,8.463,1.393,0.202,0.249,133.421,38.152,0.000
164,47.635,771.336,787.872,597.914,316.608,138.529,113.800,35.159,8.451,1.391,0.202,0.260,135.405,38.064,0.000
165,47.974,711.412,788.474,596.199,314.354,139.268,114.144,34.773,8.439,1.389,0.201,0.272,137.654,37.976,0.000
166,48.313,789.080,789.257,594.483,311.849,140.095,114.537,34.382,8.428,1.388,0.201,0.283,140.199,37.890,0.000
167,48.652,709.564,790.225,592.768,309.071,141.014,114.978,33.979,8.418,1.386,0.200,0.295,143.074,37.806,0.000
168,48.992,766.009,791.444,591.053,306.044,142.025,115.469,33.562,8.408,1.385,0.200,0.307,146.319,37.722,0.000
169,49.331,709.825,793.015,589.338,302.805,143.131,116.011,33.131,8.400,1.384,0.199,0.319,149.975,37.657,0.000
170,49.670,668.827,795.000,587.622,299.397,144.331,116.603,32.690,8.392,1.383,0.198,0.331,154.088,37.582,0.000
171,50.010,701.683,797.444,585.907,295.861,145.605,117.248,32.242,8.385,1.382,0.198,0.343,158.671,37.506,0.000
172,50.349,717.722,800.273,584.192,292.211,146.904,117.950,31.786,8.378,1.381,0.197,0.355,163.675,37.432,0.000
173,50.688,726.982,803.508,582.477,288.480,148.205,118.715,31.325,8.373,1.380,0.197,0.366,169.102,37.361,0.000
174,51.028,722.429,807.207,580.762,284.714,149.497,119.548,30.864,8.368,1.380,0.196,0.378,174.966,37.293,0.000
175,51.367,752.801,811.430,579.046,280.958,150.769,120.449,30.406,8.365,1.379,0.196,0.390,181.285,37.228,0.000
176,51.706,765.509,816.229,577.331,277.263,152.011,121.422,29.958,8.363,1.379,0.195,0.402,188.064,37.167,0.000
177,52.046,747.583,821.528,575.616,273.663,153.198,122.451,29.522,8.362,1.379,0.195,0.415,195.230,37.109,0.000
178,52.385,754.809,827.192,573.901,270.183,154.302,123.512,29.101,8.362,1.380,0.194,0.428,202.671,37.056,0.000
179,52.725,742.701,833.205,572.186,266.851,155.316,124.604,28.696,8.365,1.380,0.194,0.441,210.347,37.007,0.000
180,53.064,922.664,839.571,570.470,263.694,156.242,125.726,28.311,8.369,1.381,0.193,0.455,218.232,36.964,0.000
181,53.404,873.481,846.305,568.755,260.737,157.084,126.883,27.948,8.376,1.382,0.193,0.471,226.302,36.925,0.000
182,53.743,859.855,853.368,567.040,257.993,157.841,128.067,27.607,8.386,1.384,0.192,0.488,234.514,36.894,0.000
183,54.083,850.008,860.627,565.325,255.444,158.503,129.257,27.288,8.398,1.386,0.192,0.506,242.781,36.868,0.000
184,54.422,823.674,867.992,563.609,253.082,159.066,130.442,26.991,8.414,1.389,0.191,0.525,251.038,36.850,0.000
185,54.762,917.234,875.465,561.894,250.913,159.538,131.620,26.716,8.434,1.392,0.191,0.547,259.271,36.840,0.000
186,55.101,919.494,883.059,560.179,248.936,159.932,132.793,26.463,8.459,1.396,0.190,0.571,267.477,36.839,0.000
187,55.441,964.055,890.808,558.464,247.153,160.259,133.964,26.232,8.488,1.401,0.190,0.597,275.673,36.847,0.000
188,55.781,940.946,898.673,556.749,245.541,160.519,135.124,26.021,8.522,1.406,0.189,0.626,283.854,36.866,0.000
189,56.120,939.909,906.607,555.033,244.072,160.707,136.262,25.828,8.560,1.413,0.189,0.658,292.018,36.897,0.000
190,56.460,940.986,914.641,553.318,242.731,160.829,137.376,25.650,8.602,1.420,0.188,0.694,300.205,36.940,0.000
191,56.800,939.731,922.862,551.603,241.516,160.898,138.470,25.489,8.648,1.429,0.188,0.734,308.489,36.997,0.000
192,57.139,991.991,931.387,549.888,240.426,160.927,139.553,25.343,8.699,1.440,0.187,0.778,316.961,37.070,0.000
193,57.479,1039.879,940.333,548.172,239.454,160.927,140.631,25.213,8.754,1.451,0.187,0.828,325.727,37.159,0.000
194,57.819,1082.180,949.709,546.457,238.569,160.891,141.692,25.095,8.812,1.465,0.186,0.882,334.837,37.275,0.000
195,58.158,1111.884,959.558,544.742,237.747,160.820,142.734,24.986,8.873,1.480,0.186,0.943,344.377,37.407,0.000
196,58.498,1065.295,970.020,543.027,236.981,160.720,143.764,24.887,8.936,1.497,0.185,1.011,354.476,37.558,0.000
197,58.838,1067.522,981.274,541.312,236.272,160.602,144.794,24.797,9.001,1.517,0.185,1.086,365.282,37.734,0.000
198,59.178,1132.524,993.524,539.596,235.625,160.480,145.839,24.717,9.068,1.539,0.184,1.170,376.962,37.937,0.000
199,59.518,1104.120,1006.920,537.881,235.033,160.358,146.910,24.646,9.136,1.563,0.184,1.261,389.656,38.169,0.000
200,59.857,1191.230,1021.485,536.166,234.463,160.226,147.999,24.580,9.204,1.590,0.183,1.355,403.446,38.434,0.000
201,60.197,1151.307,1037.367,534.451,233.906,160.086,149.116,24.519,9.271,1.620,0.183,1.449,418.479,38.735,0.000
202,60.537,1087.385,1056.088,534.053,233.764,160.228,150.516,24.505,9.356,1.655,0.183,1.542,435.175,39.160,0.000
203,60.877,1213.644,1076.559,533.654,233.642,160.379,151.979,24.496,9.439,1.693,0.183,1.633,453.480,39.629,0.000
204,61.217,1155.425,1099.031,533.256,233.549,160.549,153.529,24.492,9.522,1.733,0.183,1.720,473.605,40.146,0.000
205,61.557,1230.988,1123.618,532.858,233.471,160.731,155.166,24.492,9.602,1.777,0.183,1.801,495.676,40.715,0.000
206,61.897,1298.095,1150.413,532.460,233.389,160.919,156.888,24.494,9.678,1.823,0.183,1.874,519.817,41.343,0.000
207,62.237,1273.954,1179.645,532.062,233.302,161.115,158.712,24.498,9.752,1.871,0.183,1.938,546.236,42.034,0.000
208,62.577,1295.544,1211.582,531.664,233.215,161.326,160.655,24.504,9.821,1.922,0.183,1.992,575.164,42.796,0.000
209,62.917,1262.288,1246.526,531.266,233.136,161.560,162.739,24.513,9.888,1.975,0.183,2.033,606.860,43.635,0.000
210,63.257,1277.438,1284.793,530.868,233.075,161.824,164.986,24.526,9.951,2.030,0.183,2.062,641.595,44.557,0.000
211,63.597,1329.255,1326.502,530.470,233.013,162.108,167.394,24.540,10.011,2.088,0.183,2.077,679.525,45.558,0.000
212,63.937,1304.069,1371.906,530.072,232.948,162.411,169.978,24.556,10.066,2.147,0.183,2.078,720.896,46.637,0.000
213,64.277,1308.334,1421.366,529.674,232.884,162.736,172.760,24.573,10.117,2.208,0.183,2.065,766.036,47.799,0.000
214,64.617,1359.189,1475.303,529.276,232.830,163.091,175.766,24.593,10.166,2.271,0.183,2.037,815.313,49.048,0.000
215,64.957,1438.334,1534.181,528.878,232.795,163.485,179.024,24.618,10.211,2.336,0.184,1.995,869.139,50.389,0.000
216,65.297,1391.340,1598.431,528.480,232.783,163.922,182.559,24.646,10.254,2.403,0.184,1.941,927.915,51.822,0.000
217,65.638,1539.453,1668.368,528.081,232.777,164.393,186.379,24.677,10.294,2.471,0.184,1.875,991.977,53.337,0.000
218,65.978,1623.600,1744.536,527.683,232.784,164.904,190.517,24.712,10.331,2.541,0.184,1.798,1061.825,54.936,0.000
219,66.318,1533.270,1827.571,527.285,232.811,165.464,195.008,24.751,10.367,2.613,0.184,1.712,1138.038,56.619,0.000
220,66.658,1583.868,1918.193,526.887,232.869,166.082,199.894,24.796,10.403,2.687,0.184,1.618,1221.264,58.391,0.000
