ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,Xray-NaI,SE-1631,Xray-Th-L
2099,714.664,180.011,150.609,85.677,65.202,17.776,0.000,61.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.737,0.000,0.000,1.164,0.000
2100,715.004,150.789,151.236,85.598,65.216,17.782,0.000,62.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.735,0.000,0.000,1.164,0.000
2101,715.345,158.233,151.857,85.519,65.234,17.789,0.000,62.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.733,0.000,0.000,1.163,0.000
2102,715.685,171.196,152.480,85.440,65.264,17.796,0.000,63.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.731,0.000,0.000,1.163,0.000
2103,716.025,175.492,153.086,85.360,65.289,17.804,0.000,64.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.729,0.000,0.000,1.162,0.000
2104,716.366,164.344,153.684,85.281,65.317,17.811,0.000,64.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.727,0.000,0.000,1.162,0.000
2105,716.706,161.751,154.273,85.202,65.348,17.820,0.000,65.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.726,0.000,0.000,1.161,0.000
2106,717.047,173.159,154.853,85.123,65.382,17.828,0.000,65.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.724,0.000,0.000,1.161,0.000
2107,717.387,185.529,155.423,85.043,65.419,17.837,0.000,66.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.722,0.000,0.000,1.161,0.000
2108,717.728,154.344,155.982,84.964,65.459,17.847,0.000,66.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.720,0.000,0.000,1.160,0.000
2109,718.068,173.567,156.530,84.885,65.502,17.857,0.000,67.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.719,0.000,0.000,1.160,0.000
2110,718.408,187.936,157.067,84.806,65.548,17.867,0.000,67.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.717,0.000,0.000,1.159,0.000
2111,718.749,159.344,157.591,84.726,65.597,17.878,0.000,68.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.715,0.000,0.000,1.159,0.000
2112,719.089,171.381,158.103,84.647,65.648,17.889,0.000,68.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.714,0.000,0.000,1.159,0.000
2113,719.429,162.492,158.601,84.568,65.701,17.900,0.000,69.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.712,0.000,0.000,1.158,0.000
2114,719.770,165.937,159.086,84.488,65.757,17.912,0.000,69.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.711,0.000,0.000,1.158,0.000
2115,720.110,169.233,159.557,84.409,65.816,17.925,0.000,69.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.709,0.000,0.000,1.157,0.000
2116,720.450,146.418,160.013,84.330,65.877,17.938,0.000,70.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.707,0.000,0.000,1.157,0.000
2117,720.791,166.011,160.454,84.251,65.940,17.951,0.000,70.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.706,0.000,0.000,1.157,0.000
2118,721.131,162.454,160.880,84.171,66.005,17.965,0.000,71.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.704,0.000,0.000,1.156,0.000
2119,721.471,165.381,161.290,84.092,66.073,17.979,0.000,71.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.703,0.000,0.000,1.156,0.000
2120,721.811,145.900,161.684,84.013,66.143,17.994,0.000,71.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.701,0.000,0.000,1.156,0.000
2121,722.152,144.196,162.062,83.934,66.215,18.009,0.000,71.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.700,0.000,0.000,1.155,0.000
2122,722.492,176.863,162.423,83.854,66.290,18.025,0.000,72.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.698,0.000,0.000,1.155,0.000
2123,722.832,161.530,162.767,83.775,66.366,18.041,0.000,72.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.697,0.000,0.000,1.154,0.000
2124,723.172,148.604,163.094,83.696,66.445,18.058,0.000,72.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.696,0.000,0.000,1.154,0.000
2125,723.512,157.714,163.403,83.617,66.526,18.075,0.000,72.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.694,0.000,0.000,1.154,0.000
2126,723.853,177.603,163.694,83.537,66.609,18.093,0.000,73.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.693,0.000,0.000,1.153,0.000
2127,724.193,177.011,163.968,83.458,66.694,18.111,0.000,73.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.691,0.000,0.000,1.153,0.000
2128,724.533,178.492,164.223,83.379,66.781,18.130,0.000,73.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.690,0.000,0.000,1.153,0.000
2129,724.873,158.419,164.459,83.300,66.870,18.149,0.000,73.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.689,0.000,0.000,1.152,0.000
2130,725.213,159.714,164.677,83.220,66.961,18.169,0.000,73.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.687,0.000,0.000,1.152,0.000
2131,725.553,152.825,164.876,83.141,67.053,18.190,0.000,73.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.686,0.000,0.000,1.152,0.000
2132,725.894,155.456,165.056,83.062,67.148,18.211,0.000,73.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.685,0.000,0.000,1.151,0.000
2133,726.234,172.233,165.217,82.983,67.244,18.232,0.000,73.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.683,0.000,0.000,1.151,0.000
2134,726.574,162.973,165.359,82.903,67.342,18.254,0.000,73.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.682,0.000,0.000,1.151,0.000
2135,726.914,187.085,165.482,82.824,67.442,18.277,0.000,73.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.681,0.000,0.000,1.150,0.000
2136,727.254,167.048,165.586,82.745,67.544,18.301,0.000,73.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.680,0.000,0.000,1.150,0.000
2137,727.594,127.011,165.671,82.665,67.647,18.325,0.000,73.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.678,0.000,0.000,1.150,0.000
2138,727.934,159.233,165.736,82.586,67.753,18.349,0.000,73.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.677,0.000,0.000,1.150,0.000
2139,728.274,150.751,165.783,82.507,67.860,18.374,0.000,73.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.676,0.000,0.000,1.149,0.000
2140,728.614,166.121,165.811,82.428,67.969,18.400,0.000,73.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.674,0.000,0.000,1.149,0.000
2141,728.954,160.973,165.820,82.348,68.081,18.427,0.000,73.489,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.673,0.000,0.000,1.149,0.000
2142,729.294,152.196,165.811,82.269,68.194,18.454,0.000,73.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.672,0.000,0.000,1.148,0.000
2143,729.634,156.789,165.783,82.190,68.309,18.482,0.000,73.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.671,0.000,0.000,1.148,0.000
2144,729.974,178.787,165.737,82.111,68.426,18.511,0.000,72.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.669,0.000,0.000,1.148,0.000
2145,730.314,171.714,165.673,82.031,68.546,18.540,0.000,72.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.668,0.000,0.000,1.147,0.000
2146,730.654,135.899,165.592,81.952,68.667,18.570,0.000,72.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.667,0.000,0.000,1.147,0.000
2147,730.994,135.529,165.493,81.873,68.791,18.601,0.000,72.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.666,0.000,0.000,1.147,0.000
2148,731.334,180.307,165.377,81.794,68.917,18.632,0.000,72.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.664,0.000,0.000,1.146,0.000
2149,731.674,150.937,165.245,81.714,69.046,18.664,0.000,71.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.663,0.000,0.000,1.146,0.000
2150,732.014,178.306,165.096,81.635,69.176,18.697,0.000,71.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.662,0.000,0.000,1.146,0.000
2151,732.354,147.121,164.930,81.556,69.310,18.731,0.000,71.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.660,0.000,0.000,1.145,0.000
2152,732.694,168.751,164.748,81.477,69.444,18.765,0.000,70.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.659,0.000,0.000,1.145,0.000
2153,733.034,140.492,164.549,81.397,69.579,18.801,0.000,70.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.658,0.000,0.000,1.145,0.000
2154,733.373,191.825,164.333,81.318,69.716,18.837,0.000,69.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.656,0.000,0.000,1.144,0.000
2155,733.713,165.085,164.101,81.239,69.853,18.874,0.000,69.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.655,0.000,0.000,1.144,0.000
2156,734.053,141.085,163.854,81.160,69.992,18.912,0.000,69.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.654,0.000,0.000,1.144,0.000
2157,734.393,158.492,163.592,81.080,70.132,18.951,0.000,68.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.652,0.000,0.000,1.144,0.000
2158,734.733,137.197,163.314,81.001,70.273,18.990,0.000,68.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.651,0.000,0.000,1.143,0.000
2159,735.073,144.048,163.023,80.922,70.415,19.031,0.000,67.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.650,0.000,0.000,1.143,0.000
2160,735.413,158.640,162.717,80.842,70.559,19.072,0.000,67.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.648,0.000,0.000,1.143,0.000
2161,735.752,159.714,162.398,80.763,70.703,19.114,0.000,66.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.647,0.000,0.000,1.142,0.000
2162,736.092,129.788,162.066,80.684,70.849,19.158,0.000,66.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.646,0.000,0.000,1.142,0.000
2163,736.432,144.603,161.722,80.605,70.995,19.202,0.000,65.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.644,0.000,0.000,1.141,0.000
2164,736.772,157.640,161.366,80.525,71.143,19.247,0.000,65.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.643,0.000,0.000,1.141,0.000
2165,737.111,151.788,160.998,80.446,71.293,19.294,0.000,64.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.641,0.000,0.000,1.141,0.000
2166,737.451,125.381,160.620,80.367,71.443,19.341,0.000,64.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.640,0.000,0.000,1.140,0.000
2167,737.791,146.011,160.231,80.288,71.595,19.390,0.000,63.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.639,0.000,0.000,1.140,0.000
2168,738.131,163.047,159.832,80.208,71.748,19.439,0.000,62.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.637,0.000,0.000,1.140,0.000
2169,738.470,127.566,159.425,80.129,71.902,19.490,0.000,62.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.636,0.000,0.000,1.139,0.000
2170,738.810,140.973,159.008,80.050,72.058,19.541,0.000,61.634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.634,0.000,0.000,1.139,0.000
2171,739.150,167.640,158.584,79.971,72.215,19.594,0.000,61.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.633,0.000,0.000,1.139,0.000
2172,739.489,149.640,158.152,79.891,72.373,19.648,0.000,60.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.631,0.000,0.000,1.138,0.000
2173,739.829,167.788,157.714,79.812,72.533,19.704,0.000,59.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.630,0.000,0.000,1.138,0.000
2174,740.169,152.937,157.269,79.733,72.694,19.760,0.000,59.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.628,0.000,0.000,1.137,0.000
2175,740.508,128.418,156.817,79.654,72.857,19.816,0.000,58.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.627,0.000,0.000,1.137,0.000
2176,740.848,134.826,156.359,79.574,73.021,19.872,0.000,57.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.625,0.000,0.000,1.137,0.000
2177,741.188,145.159,155.896,79.495,73.187,19.929,0.000,57.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.623,0.000,0.000,1.136,0.000
2178,741.527,164.233,155.428,79.416,73.355,19.986,0.000,56.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.622,0.000,0.000,1.136,0.000
2179,741.867,128.529,154.956,79.337,73.524,20.043,0.000,55.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.620,0.000,0.000,1.136,0.000
2180,742.206,153.899,154.480,79.257,73.695,20.100,0.000,54.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.618,0.000,0.000,1.135,0.000
2181,742.546,142.343,154.001,79.178,73.867,20.157,0.000,54.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.617,0.000,0.000,1.135,0.000
2182,742.885,152.158,153.519,79.099,74.042,20.214,0.000,53.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.615,0.000,0.000,1.134,0.000
2183,743.225,126.380,153.035,79.019,74.218,20.272,0.000,52.796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.613,0.000,0.000,1.134,0.000
2184,743.565,137.825,152.550,78.940,74.396,20.329,0.000,52.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.612,0.000,0.000,1.133,0.000
2185,743.904,162.233,152.064,78.861,74.576,20.386,0.000,51.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.610,0.000,0.000,1.133,0.000
2186,744.244,138.603,151.578,78.782,74.759,20.443,0.000,50.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.608,0.000,0.000,1.133,0.000
2187,744.583,139.936,151.092,78.702,74.943,20.500,0.000,49.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.606,0.000,0.000,1.132,0.000
2188,744.923,136.307,150.607,78.623,75.129,20.557,0.000,49.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.605,0.000,0.000,1.132,0.000
2189,745.262,141.640,150.123,78.544,75.318,20.614,0.000,48.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.603,0.000,0.000,1.131,0.000
2190,745.601,140.936,149.641,78.465,75.509,20.670,0.000,47.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.601,0.000,0.000,1.131,0.000
2191,745.941,113.900,149.161,78.385,75.702,20.726,0.000,47.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.599,0.000,0.000,1.130,0.000
2192,746.280,121.381,148.685,78.306,75.897,20.782,0.000,46.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.597,0.000,0.000,1.130,0.000
2193,746.620,140.825,148.212,78.227,76.096,20.837,0.000,45.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.595,0.000,0.000,1.129,0.000
2194,746.959,153.084,147.743,78.148,76.296,20.892,0.000,44.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.593,0.000,0.000,1.129,0.000
2195,747.299,141.047,147.279,78.068,76.500,20.946,0.000,44.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.591,0.000,0.000,1.128,0.000
2196,747.638,136.640,146.819,77.989,76.706,21.000,0.000,43.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.590,0.000,0.000,1.128,0.000
2197,747.977,135.270,146.365,77.910,76.915,21.054,0.000,42.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.588,0.000,0.000,1.128,0.000
2198,748.317,135.121,145.918,77.831,77.127,21.106,0.000,41.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.586,0.000,0.000,1.127,0.000
2199,748.656,130.418,145.476,77.751,77.342,21.158,0.000,41.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.584,0.000,0.000,1.127,0.000
2200,748.996,129.122,145.042,77.672,77.559,21.210,0.000,40.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.582,0.000,0.000,1.126,0.000
2201,749.335,138.714,144.613,77.593,77.778,21.261,0.000,39.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.580,0.000,0.000,1.126,0.000
2202,749.674,141.787,144.189,77.513,77.998,21.311,0.000,39.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.578,0.000,0.000,1.125,0.000
2203,750.014,128.752,143.772,77.434,78.219,21.360,0.000,38.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.575,0.000,0.000,1.125,0.000
2204,750.353,146.861,143.361,77.355,78.441,21.408,0.000,37.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.573,0.000,0.000,1.124,0.000
2205,750.692,130.418,142.957,77.276,78.664,21.455,0.000,37.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.571,0.000,0.000,1.124,0.000
2206,751.031,124.344,142.560,77.196,78.888,21.502,0.000,36.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.569,0.000,0.000,1.123,0.000
2207,751.371,136.789,142.170,77.117,79.113,21.547,0.000,35.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.567,0.000,0.000,1.123,0.000
2208,751.710,132.825,141.788,77.038,79.339,21.592,0.000,35.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.565,0.000,0.000,1.122,0.000
2209,752.049,133.566,141.413,76.959,79.566,21.635,0.000,34.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.563,0.000,0.000,1.121,0.000
2210,752.388,146.380,141.047,76.879,79.794,21.678,0.000,33.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.561,0.000,0.000,1.121,0.000
2211,752.728,143.046,140.688,76.800,80.023,21.719,0.000,33.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.558,0.000,0.000,1.120,0.000
2212,753.067,126.085,140.339,76.721,80.253,21.759,0.000,32.647,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.556,0.000,0.000,1.120,0.000
2213,753.406,149.566,139.998,76.642,80.484,21.798,0.000,32.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.554,0.000,0.000,1.119,0.000
2214,753.745,123.714,139.666,76.562,80.715,21.836,0.000,31.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.552,0.000,0.000,1.119,0.000
2215,754.084,132.972,139.343,76.483,80.948,21.872,0.000,30.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.550,0.000,0.000,1.118,0.000
2216,754.424,127.159,139.029,76.404,81.181,21.907,0.000,30.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.547,0.000,0.000,1.118,0.000
2217,754.763,120.381,138.725,76.325,81.415,21.941,0.000,29.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.545,0.000,0.000,1.117,0.000
2218,755.102,117.159,138.430,76.245,81.650,21.973,0.000,29.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.543,0.000,0.000,1.117,0.000
2219,755.441,122.047,138.145,76.166,81.886,22.004,0.000,28.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.541,0.000,0.000,1.116,0.000
2220,755.780,109.603,137.871,76.087,82.123,22.034,0.000,28.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.538,0.000,0.000,1.115,0.000
2221,756.119,128.640,137.606,76.008,82.360,22.062,0.000,27.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.536,0.000,0.000,1.115,0.000
2222,756.458,94.751,137.351,75.928,82.599,22.088,0.000,27.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.534,0.000,0.000,1.114,0.000
2223,756.797,135.381,137.107,75.849,82.838,22.114,0.000,26.507,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.531,0.000,0.000,1.114,0.000
2224,757.137,119.084,136.874,75.770,83.078,22.137,0.000,26.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.529,0.000,0.000,1.113,0.000
2225,757.476,153.603,136.651,75.690,83.319,22.159,0.000,25.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.527,0.000,0.000,1.113,0.000
2226,757.815,136.862,136.438,75.611,83.561,22.179,0.000,25.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.524,0.000,0.000,1.112,0.000
2227,758.154,138.454,136.236,75.532,83.804,22.198,0.000,24.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.522,0.000,0.000,1.111,0.000
2228,758.493,128.640,136.046,75.453,84.048,22.215,0.000,24.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.520,0.000,0.000,1.111,0.000
2229,758.832,129.639,135.865,75.373,84.292,22.231,0.000,23.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.517,0.000,0.000,1.110,0.000
2230,759.171,128.973,135.696,75.294,84.537,22.244,0.000,23.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.515,0.000,0.000,1.110,0.000
2231,759.510,145.713,135.536,75.215,84.782,22.256,0.000,22.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.513,0.000,0.000,1.109,0.000
2232,759.849,146.046,135.387,75.136,85.027,22.267,0.000,22.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.510,0.000,0.000,1.109,0.000
2233,760.188,101.529,135.248,75.056,85.273,22.276,0.000,22.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.508,0.000,0.000,1.108,0.000
2234,760.527,119.973,135.120,74.977,85.519,22.283,0.000,21.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.506,0.000,0.000,1.107,0.000
2235,760.866,132.529,135.002,74.898,85.765,22.288,0.000,21.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.503,0.000,0.000,1.107,0.000
2236,761.205,133.713,134.895,74.819,86.012,22.291,0.000,20.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.501,0.000,0.000,1.106,0.000
2237,761.543,139.454,134.799,74.739,86.259,22.293,0.000,20.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.498,0.000,0.000,1.106,0.000
2238,761.882,116.085,134.712,74.660,86.506,22.293,0.000,20.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.496,0.000,0.000,1.105,0.000
2239,762.221,125.047,134.635,74.581,86.754,22.291,0.000,19.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.494,0.000,0.000,1.104,0.000
2240,762.560,128.343,134.568,74.502,87.004,22.288,0.000,19.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.491,0.000,0.000,1.104,0.000
2241,762.899,131.640,134.508,74.422,87.253,22.283,0.000,19.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.489,0.000,0.000,1.103,0.000
2242,763.238,122.937,134.457,74.343,87.502,22.276,0.000,19.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.486,0.000,0.000,1.103,0.000
2243,763.577,118.195,134.415,74.264,87.752,22.267,0.000,18.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.484,0.000,0.000,1.102,0.000
2244,763.916,128.047,134.382,74.185,88.003,22.256,0.000,18.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.481,0.000,0.000,1.101,0.000
2245,764.254,129.565,134.357,74.105,88.254,22.244,0.000,18.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.479,0.000,0.000,1.101,0.000
2246,764.593,88.603,134.341,74.026,88.506,22.230,0.000,18.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.477,0.000,0.000,1.100,0.000
2247,764.932,131.084,134.333,73.947,88.758,22.214,0.000,17.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.474,0.000,0.000,1.100,0.000
2248,765.271,123.381,134.333,73.867,89.012,22.197,0.000,17.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.472,0.000,0.000,1.099,0.000
2249,765.610,119.973,134.342,73.788,89.266,22.178,0.000,17.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.469,0.000,0.000,1.098,0.000
2250,765.948,98.344,134.359,73.709,89.522,22.157,0.000,17.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.467,0.000,0.000,1.098,0.000
2251,766.287,127.306,134.388,73.630,89.783,22.135,0.000,16.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.465,0.000,0.000,1.097,0.000
2252,766.626,126.714,134.421,73.550,90.040,22.111,0.000,16.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.462,0.000,0.000,1.097,0.000
2253,766.965,139.565,134.462,73.471,90.299,22.085,0.000,16.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.460,0.000,0.000,1.096,0.000
2254,767.303,158.196,134.510,73.392,90.560,22.058,0.000,16.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.457,0.000,0.000,1.096,0.000
2255,767.642,132.417,134.566,73.313,90.821,22.030,0.000,16.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.455,0.000,0.000,1.095,0.000
2256,767.981,134.899,134.630,73.233,91.085,21.999,0.000,15.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.453,0.000,0.000,1.094,0.000
2257,768.320,164.640,134.702,73.154,91.350,21.967,0.000,15.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.450,0.000,0.000,1.094,0.000
2258,768.658,136.714,134.781,73.075,91.617,21.934,0.000,15.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.448,0.000,0.000,1.093,0.000
2259,768.997,130.565,134.867,72.996,91.886,21.899,0.000,15.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.445,0.000,0.000,1.093,0.000
2260,769.336,124.677,134.961,72.916,92.156,21.863,0.000,15.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.443,0.000,0.000,1.092,0.000
2261,769.674,124.010,135.063,72.837,92.430,21.826,0.000,15.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.441,0.000,0.000,1.091,0.000
2262,770.013,136.418,135.172,72.758,92.705,21.787,0.000,15.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.438,0.000,0.000,1.091,0.000
2263,770.351,132.195,135.288,72.679,92.983,21.746,0.000,15.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.436,0.000,0.000,1.090,0.000
2264,770.690,144.787,135.412,72.599,93.264,21.705,0.000,14.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.433,0.000,0.000,1.090,0.000
2265,771.029,96.047,135.543,72.520,93.548,21.662,0.000,14.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.431,0.000,0.000,1.089,0.000
