ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,Xray-NaI,SE-1631,Xray-Th-L
1932,657.653,83.234,116.894,98.914,78.119,19.044,0.000,12.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.228,0.893,0.000,1.285,0.000
1933,657.995,123.605,117.077,98.835,78.341,19.027,0.000,12.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.225,0.847,0.000,1.284,0.000
1934,658.337,112.013,117.263,98.756,78.563,19.010,0.000,12.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.222,0.804,0.000,1.283,0.000
1935,658.679,127.975,117.452,98.676,78.784,18.994,0.000,12.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.218,0.762,0.000,1.283,0.000
1936,659.022,106.679,117.642,98.597,79.003,18.977,0.000,12.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.215,0.723,0.000,1.282,0.000
1937,659.364,128.345,117.834,98.518,79.222,18.961,0.000,12.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.211,0.686,0.000,1.281,0.000
1938,659.706,109.383,118.028,98.438,79.439,18.945,0.000,12.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.208,0.651,0.000,1.280,0.000
1939,660.048,91.160,118.223,98.359,79.654,18.930,0.000,12.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.204,0.617,0.000,1.279,0.000
1940,660.390,131.976,118.419,98.280,79.867,18.914,0.000,12.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.201,0.585,0.000,1.278,0.000
1941,660.733,126.271,118.616,98.201,80.078,18.899,0.000,12.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.198,0.555,0.000,1.277,0.000
1942,661.075,110.234,118.813,98.121,80.286,18.884,0.000,12.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.194,0.527,0.000,1.277,0.000
1943,661.417,106.827,119.010,98.042,80.492,18.870,0.000,12.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.191,0.499,0.000,1.276,0.000
1944,661.759,121.826,119.207,97.963,80.695,18.855,0.000,12.718,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.188,0.474,0.000,1.275,0.000
1945,662.101,137.568,119.403,97.884,80.895,18.841,0.000,12.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.184,0.449,0.000,1.274,0.000
1946,662.443,109.679,119.599,97.804,81.092,18.827,0.000,12.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.181,0.426,0.000,1.273,0.000
1947,662.785,115.420,119.793,97.725,81.285,18.813,0.000,12.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.178,0.404,0.000,1.273,0.000
1948,663.127,95.605,119.986,97.646,81.475,18.799,0.000,12.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.174,0.383,0.000,1.272,0.000
1949,663.470,117.901,120.178,97.567,81.660,18.786,0.000,12.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.171,0.364,0.000,1.271,0.000
1950,663.812,131.641,120.367,97.487,81.842,18.772,0.000,12.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.168,0.345,0.000,1.270,0.000
1951,664.154,107.123,120.555,97.408,82.019,18.759,0.000,13.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.164,0.327,0.000,1.269,0.000
1952,664.496,111.308,120.740,97.329,82.192,18.746,0.000,13.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.161,0.310,0.000,1.268,0.000
1953,664.838,91.568,120.923,97.250,82.360,18.733,0.000,13.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.158,0.294,0.000,1.268,0.000
1954,665.180,115.605,121.103,97.170,82.523,18.720,0.000,13.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.154,0.279,0.000,1.267,0.000
1955,665.522,98.568,121.280,97.091,82.681,18.707,0.000,13.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.151,0.265,0.000,1.266,0.000
1956,665.864,113.122,121.454,97.012,82.833,18.695,0.000,13.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.148,0.251,0.000,1.265,0.000
1957,666.206,118.050,121.625,96.932,82.980,18.682,0.000,13.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.145,0.238,0.000,1.264,0.000
1958,666.548,114.530,121.792,96.853,83.122,18.670,0.000,13.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.142,0.226,0.000,1.264,0.000
1959,666.890,111.013,121.955,96.774,83.257,18.658,0.000,13.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.138,0.214,0.000,1.263,0.000
1960,667.232,114.567,122.114,96.695,83.386,18.646,0.000,13.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.135,0.203,0.000,1.262,0.000
1961,667.574,119.160,122.269,96.615,83.510,18.634,0.000,13.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.132,0.193,0.000,1.261,0.000
1962,667.916,113.456,122.420,96.536,83.626,18.622,0.000,13.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.129,0.183,0.000,1.261,0.000
1963,668.258,118.308,122.566,96.457,83.737,18.610,0.000,13.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.126,0.173,0.000,1.260,0.000
1964,668.600,126.530,122.708,96.378,83.840,18.598,0.000,13.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.122,0.165,0.000,1.259,0.000
1965,668.942,103.643,122.845,96.298,83.937,18.587,0.000,13.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.119,0.156,0.000,1.258,0.000
1966,669.283,114.641,122.977,96.219,84.026,18.575,0.000,13.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.116,0.148,0.000,1.257,0.000
1967,669.625,110.012,123.104,96.140,84.109,18.564,0.000,13.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.113,0.140,0.000,1.257,0.000
1968,669.967,128.420,123.226,96.061,84.184,18.552,0.000,13.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.110,0.133,0.000,1.256,0.000
1969,670.309,117.235,123.343,95.981,84.252,18.541,0.000,14.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.107,0.126,0.000,1.255,0.000
1970,670.651,112.198,123.454,95.902,84.313,18.530,0.000,14.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.103,0.120,0.000,1.254,0.000
1971,670.993,130.640,123.560,95.823,84.366,18.519,0.000,14.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.100,0.114,0.000,1.254,0.000
1972,671.335,107.345,123.661,95.744,84.411,18.508,0.000,14.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.097,0.108,0.000,1.253,0.000
1973,671.677,91.679,123.756,95.664,84.449,18.497,0.000,14.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.094,0.102,0.000,1.252,0.000
1974,672.018,137.679,123.847,95.585,84.479,18.488,0.000,14.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.091,0.097,0.000,1.251,0.000
1975,672.360,122.863,123.931,95.506,84.501,18.477,0.000,14.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.088,0.092,0.000,1.251,0.000
1976,672.702,111.086,124.009,95.427,84.515,18.466,0.000,14.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.085,0.087,0.000,1.250,0.000
1977,673.044,142.752,124.082,95.347,84.521,18.455,0.000,14.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.082,0.083,0.000,1.249,0.000
1978,673.386,117.790,124.148,95.268,84.519,18.445,0.000,14.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.079,0.078,0.000,1.248,0.000
1979,673.727,104.901,124.209,95.189,84.509,18.434,0.000,14.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.075,0.074,0.000,1.247,0.000
1980,674.069,117.531,124.265,95.109,84.491,18.424,0.000,14.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.072,0.071,0.000,1.247,0.000
1981,674.411,104.679,124.314,95.030,84.464,18.413,0.000,15.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.069,0.067,0.000,1.246,0.000
1982,674.753,117.790,124.358,94.951,84.430,18.403,0.000,15.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.066,0.064,0.000,1.245,0.000
1983,675.094,132.789,124.397,94.872,84.388,18.393,0.000,15.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.063,0.060,0.000,1.244,0.000
1984,675.436,105.124,124.430,94.792,84.337,18.382,0.000,15.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.060,0.057,0.000,1.244,0.000
1985,675.778,112.012,124.457,94.713,84.279,18.372,0.000,15.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.057,0.054,0.000,1.243,0.000
1986,676.119,120.864,124.479,94.634,84.212,18.362,0.000,15.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.054,0.051,0.000,1.242,0.000
1987,676.461,115.938,124.496,94.555,84.138,18.352,0.000,15.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.051,0.049,0.000,1.241,0.000
1988,676.803,140.196,124.507,94.475,84.055,18.342,0.000,15.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.048,0.046,0.000,1.241,0.000
1989,677.145,136.974,124.513,94.396,83.965,18.332,0.000,15.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.045,0.044,0.000,1.240,0.000
1990,677.486,122.419,124.515,94.317,83.867,18.322,0.000,16.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.042,0.042,0.000,1.239,0.000
1991,677.828,119.789,124.511,94.238,83.761,18.312,0.000,16.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.039,0.039,0.000,1.238,0.000
1992,678.170,112.123,124.503,94.158,83.648,18.302,0.000,16.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.036,0.037,0.000,1.238,0.000
1993,678.511,104.716,124.490,94.079,83.527,18.292,0.000,16.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.033,0.036,0.000,1.237,0.000
1994,678.853,129.196,124.472,94.000,83.398,18.283,0.000,16.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.030,0.034,0.000,1.236,0.000
1995,679.194,119.456,124.451,93.921,83.263,18.273,0.000,16.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.026,0.032,0.000,1.235,0.000
1996,679.536,124.197,124.425,93.841,83.120,18.263,0.000,16.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.023,0.030,0.000,1.235,0.000
1997,679.878,109.308,124.395,93.762,82.970,18.254,0.000,16.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.020,0.029,0.000,1.234,0.000
1998,680.219,114.604,124.362,93.683,82.813,18.244,0.000,17.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.017,0.027,0.000,1.233,0.000
1999,680.561,126.974,124.325,93.604,82.650,18.234,0.000,17.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.014,0.026,0.000,1.232,0.000
2000,680.902,123.049,124.285,93.524,82.480,18.225,0.000,17.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.011,0.025,0.000,1.232,0.000
2001,681.244,122.122,124.242,93.445,82.303,18.215,0.000,17.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.008,0.023,0.000,1.231,0.000
2002,681.585,142.604,124.196,93.366,82.120,18.206,0.000,17.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.005,0.022,0.000,1.230,0.000
2003,681.927,118.678,124.148,93.286,81.931,18.197,0.000,17.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.002,0.021,0.000,1.229,0.000
2004,682.268,133.233,124.097,93.207,81.736,18.187,0.000,17.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.999,0.020,0.000,1.229,0.000
2005,682.610,131.308,124.044,93.128,81.536,18.178,0.000,18.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.996,0.019,0.000,1.228,0.000
2006,682.951,109.974,123.990,93.049,81.330,18.169,0.000,18.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.993,0.018,0.000,1.227,0.000
2007,683.293,122.678,123.934,92.969,81.118,18.159,0.000,18.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.990,0.017,0.000,1.226,0.000
2008,683.634,112.974,123.876,92.890,80.901,18.150,0.000,18.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.987,0.016,0.000,1.226,0.000
2009,683.976,110.234,123.818,92.811,80.680,18.141,0.000,18.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.984,0.015,0.000,1.225,0.000
2010,684.317,114.049,123.759,92.732,80.453,18.132,0.000,18.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.981,0.014,0.000,1.224,0.000
2011,684.659,113.604,123.700,92.652,80.222,18.123,0.000,19.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.978,0.014,0.000,1.223,0.000
2012,685.000,113.196,123.641,92.573,79.987,18.114,0.000,19.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.975,0.013,0.000,1.223,0.000
2013,685.342,126.714,123.582,92.494,79.748,18.105,0.000,19.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.972,0.012,0.000,1.222,0.000
2014,685.683,123.937,123.523,92.415,79.504,18.096,0.000,19.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.969,0.012,0.000,1.221,0.000
2015,686.024,95.233,123.466,92.335,79.258,18.087,0.000,19.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.966,0.011,0.000,1.220,0.000
2016,686.366,126.197,123.410,92.256,79.007,18.078,0.000,20.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.963,0.011,0.000,1.220,0.000
2017,686.707,121.381,123.355,92.177,78.754,18.070,0.000,20.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.959,0.010,0.000,1.219,0.000
2018,687.049,116.863,123.302,92.098,78.498,18.061,0.000,20.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.956,0.009,0.000,1.218,0.000
2019,687.390,101.752,123.252,92.018,78.239,18.052,0.000,20.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.953,0.009,0.000,1.217,0.000
2020,687.731,124.271,123.204,91.939,77.977,18.044,0.000,21.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.950,0.009,0.000,1.217,0.000
2021,688.073,118.937,123.159,91.860,77.714,18.035,0.000,21.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.947,0.008,0.000,1.216,0.000
2022,688.414,113.826,123.118,91.781,77.448,18.027,0.000,21.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.944,0.008,0.000,1.215,0.000
2023,688.755,106.308,123.080,91.701,77.181,18.018,0.000,21.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.941,0.007,0.000,1.214,0.000
2024,689.096,129.345,123.046,91.622,76.912,18.010,0.000,21.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.938,0.007,0.000,1.214,0.000
2025,689.438,105.789,123.016,91.543,76.642,18.001,0.000,22.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.935,0.007,0.000,1.213,0.000
2026,689.779,132.492,122.992,91.463,76.371,17.993,0.000,22.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.932,0.006,0.000,1.212,0.000
2027,690.120,105.085,122.972,91.384,76.099,17.985,0.000,22.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.929,0.006,0.000,1.211,0.000
2028,690.462,139.752,122.958,91.305,75.827,17.977,0.000,23.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.926,0.006,0.000,1.211,0.000
2029,690.803,127.641,122.950,91.226,75.554,17.969,0.000,23.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.923,0.005,0.000,1.210,0.000
2030,691.144,120.900,122.948,91.146,75.282,17.961,0.000,23.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.920,0.005,0.000,1.209,0.000
2031,691.485,130.049,122.952,91.067,75.009,17.953,0.000,23.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.917,0.005,0.000,1.208,0.000
2032,691.827,135.974,122.964,90.988,74.737,17.945,0.000,24.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.914,0.005,0.000,1.208,0.000
2033,692.168,138.011,122.983,90.909,74.466,17.937,0.000,24.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.911,0.004,0.000,1.207,0.000
2034,692.509,118.048,123.009,90.829,74.196,17.929,0.000,24.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.908,0.004,0.000,1.206,0.000
2035,692.850,146.307,123.044,90.750,73.926,17.922,0.000,25.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.905,0.004,0.000,1.205,0.000
2036,693.191,124.085,123.087,90.671,73.658,17.914,0.000,25.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.902,0.004,0.000,1.205,0.000
2037,693.532,146.974,123.139,90.592,73.392,17.907,0.000,25.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.898,0.003,0.000,1.204,0.000
2038,693.874,131.899,123.201,90.512,73.127,17.899,0.000,26.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.895,0.003,0.000,1.203,0.000
2039,694.215,113.751,123.272,90.433,72.864,17.892,0.000,26.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.892,0.003,0.000,1.202,0.000
2040,694.556,138.753,123.352,90.354,72.604,17.885,0.000,26.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.889,0.003,0.000,1.202,0.000
2041,694.897,111.455,123.443,90.275,72.345,17.878,0.000,27.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.886,0.003,0.000,1.201,0.000
2042,695.238,119.197,123.545,90.195,72.090,17.871,0.000,27.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.883,0.003,0.000,1.200,0.000
2043,695.579,123.789,123.658,90.116,71.837,17.864,0.000,27.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.880,0.003,0.000,1.200,0.000
2044,695.920,125.382,123.783,90.037,71.587,17.857,0.000,28.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.877,0.002,0.000,1.199,0.000
2045,696.261,135.566,123.919,89.958,71.340,17.851,0.000,28.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.874,0.002,0.000,1.198,0.000
2046,696.602,127.049,124.067,89.878,71.097,17.844,0.000,29.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.871,0.002,0.000,1.197,0.000
2047,696.944,138.790,124.229,89.799,70.857,17.838,0.000,29.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.868,0.002,0.000,1.197,0.000
2048,697.285,138.382,124.403,89.720,70.620,17.831,0.000,29.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.865,0.002,0.000,1.196,0.000
2049,697.626,138.974,124.590,89.640,70.388,17.825,0.000,30.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.862,0.002,0.000,1.195,0.000
2050,697.967,109.159,124.791,89.561,70.160,17.819,0.000,30.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.859,0.002,0.000,1.194,0.000
2051,698.308,137.197,125.006,89.482,69.935,17.813,0.000,31.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.857,0.002,0.000,1.194,0.000
2052,698.649,150.604,125.235,89.403,69.715,17.807,0.000,31.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.854,0.002,0.000,1.193,0.000
2053,698.990,116.382,125.480,89.323,69.500,17.802,0.000,32.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.851,0.001,0.000,1.192,0.000
2054,699.331,140.418,125.739,89.244,69.289,17.796,0.000,32.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.848,0.001,0.000,1.191,0.000
2055,699.672,129.122,126.014,89.165,69.083,17.791,0.000,33.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.845,0.001,0.000,1.191,0.000
2056,700.013,142.492,126.305,89.086,68.881,17.786,0.000,33.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.842,0.001,0.000,1.190,0.000
2057,700.354,124.679,126.613,89.006,68.685,17.781,0.000,34.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.839,0.001,0.000,1.189,0.000
2058,700.694,154.159,126.937,88.927,68.494,17.776,0.000,34.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.836,0.001,0.000,1.189,0.000
2059,701.035,155.973,127.278,88.848,68.308,17.771,0.000,35.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.833,0.001,0.000,1.188,0.000
2060,701.376,127.234,127.636,88.769,68.128,17.766,0.000,35.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.831,0.001,0.000,1.187,0.000
2061,701.717,152.344,128.012,88.689,67.953,17.762,0.000,36.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.828,0.001,0.000,1.187,0.000
2062,702.058,137.085,128.407,88.610,67.783,17.758,0.000,36.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.825,0.001,0.000,1.186,0.000
2063,702.399,144.973,128.820,88.531,67.619,17.754,0.000,37.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.822,0.001,0.000,1.185,0.000
2064,702.740,163.530,129.251,88.452,67.461,17.750,0.000,38.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.819,0.001,0.000,1.184,0.000
2065,703.081,118.381,129.703,88.372,67.309,17.746,0.000,38.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.817,0.001,0.000,1.184,0.000
2066,703.422,144.196,130.173,88.293,67.163,17.743,0.000,39.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.814,0.001,0.000,1.183,0.000
2067,703.762,162.011,130.664,88.214,67.023,17.740,0.000,39.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.811,0.001,0.000,1.182,0.000
2068,704.103,157.825,131.176,88.134,66.889,17.737,0.000,40.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.808,0.001,0.000,1.182,0.000
2069,704.444,142.640,131.707,88.055,66.760,17.734,0.000,41.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.806,0.001,0.000,1.181,0.000
2070,704.785,165.456,132.259,87.976,66.638,17.732,0.000,41.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.803,0.001,0.000,1.181,0.000
2071,705.126,143.085,132.822,87.897,66.520,17.729,0.000,42.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.800,0.001,0.000,1.180,0.000
2072,705.466,164.345,133.394,87.817,66.407,17.727,0.000,43.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.798,0.001,0.000,1.179,0.000
2073,705.807,152.566,133.975,87.738,66.300,17.725,0.000,43.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.795,0.001,0.000,1.179,0.000
2074,706.148,142.123,134.565,87.659,66.198,17.724,0.000,44.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.793,0.000,0.000,1.178,0.000
2075,706.489,141.826,135.163,87.580,66.101,17.722,0.000,45.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.790,0.000,0.000,1.177,0.000
2076,706.830,131.418,135.768,87.500,66.010,17.721,0.000,46.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.788,0.000,0.000,1.177,0.000
2077,707.170,143.604,136.381,87.421,65.923,17.720,0.000,46.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.785,0.000,0.000,1.176,0.000
2078,707.511,138.900,137.000,87.342,65.842,17.720,0.000,47.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.783,0.000,0.000,1.175,0.000
2079,707.852,139.123,137.626,87.263,65.765,17.719,0.000,48.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.780,0.000,0.000,1.175,0.000
2080,708.192,137.678,138.257,87.183,65.694,17.719,0.000,48.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.778,0.000,0.000,1.174,0.000
2081,708.533,142.344,138.894,87.104,65.627,17.720,0.000,49.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.775,0.000,0.000,1.174,0.000
2082,708.874,144.159,139.535,87.025,65.565,17.720,0.000,50.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.773,0.000,0.000,1.173,0.000
2083,709.214,157.714,140.181,86.946,65.509,17.721,0.000,51.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.771,0.000,0.000,1.173,0.000
2084,709.555,149.085,140.830,86.866,65.456,17.722,0.000,51.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.768,0.000,0.000,1.172,0.000
2085,709.896,144.826,141.482,86.787,65.409,17.723,0.000,52.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.766,0.000,0.000,1.171,0.000
2086,710.236,115.862,142.137,86.708,65.367,17.725,0.000,53.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.764,0.000,0.000,1.171,0.000
2087,710.577,165.937,142.793,86.629,65.329,17.727,0.000,53.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.761,0.000,0.000,1.170,0.000
2088,710.918,158.159,143.451,86.549,65.295,17.729,0.000,54.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.759,0.000,0.000,1.170,0.000
2089,711.258,170.751,144.110,86.470,65.266,17.732,0.000,55.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.757,0.000,0.000,1.169,0.000
2090,711.599,159.493,144.769,86.391,65.241,17.735,0.000,55.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.755,0.000,0.000,1.169,0.000
2091,711.939,154.307,145.428,86.311,65.221,17.738,0.000,56.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.753,0.000,0.000,1.168,0.000
2092,712.280,163.863,146.085,86.232,65.204,17.742,0.000,57.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.751,0.000,0.000,1.168,0.000
2093,712.621,163.975,146.741,86.153,65.192,17.745,0.000,57.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.749,0.000,0.000,1.167,0.000
2094,712.961,170.641,147.395,86.074,65.184,17.750,0.000,58.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.747,0.000,0.000,1.167,0.000
2095,713.302,158.011,148.046,85.994,65.180,17.754,0.000,59.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.744,0.000,0.000,1.166,0.000
2096,713.642,175.307,148.693,85.915,65.180,17.759,0.000,59.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.742,0.000,0.000,1.166,0.000
2097,713.983,141.900,149.337,85.836,65.183,17.764,0.000,60.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.741,0.000,0.000,1.165,0.000
2098,714.323,161.418,149.975,85.757,65.191,17.770,0.000,61.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.739,0.000,0.000,1.165,0.000
