ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
3907,1312.168,18.339,25.354,16.675,22.529,2.247,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3908,1312.491,27.969,25.361,16.681,22.536,2.246,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3909,1312.815,13.414,25.367,16.687,22.543,2.245,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000
3910,1313.138,29.858,25.374,16.693,22.551,2.245,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3911,1313.461,32.672,25.381,16.698,22.558,2.244,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3912,1313.784,17.562,25.388,16.704,22.566,2.243,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3913,1314.107,29.784,25.394,16.710,22.574,2.243,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3914,1314.430,18.784,25.401,16.716,22.581,2.242,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3915,1314.753,22.414,25.408,16.722,22.589,2.241,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3916,1315.077,35.043,25.415,16.728,22.597,2.241,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3917,1315.400,28.228,25.422,16.734,22.604,2.240,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3918,1315.723,28.599,25.429,16.740,22.612,2.240,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3919,1316.046,30.895,25.436,16.746,22.619,2.239,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000
3920,1316.369,22.969,25.443,16.752,22.627,2.239,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3921,1316.692,30.191,25.450,16.758,22.634,2.239,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3922,1317.015,26.969,25.457,16.764,22.642,2.238,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3923,1317.338,21.561,25.464,16.770,22.649,2.238,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3924,1317.662,19.154,25.471,16.776,22.656,2.238,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3925,1317.985,31.746,25.478,16.782,22.664,2.237,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3926,1318.308,21.191,25.485,16.788,22.671,2.237,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3927,1318.631,26.859,25.492,16.794,22.678,2.237,0.000,0.000,0.577,0.000,0.000,0.000,0.000,0.000
3928,1318.954,42.895,25.499,16.800,22.686,2.237,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3929,1319.277,16.451,25.506,16.806,22.693,2.237,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3930,1319.600,40.006,25.513,16.812,22.700,2.236,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3931,1319.923,26.969,25.520,16.818,22.707,2.236,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3932,1320.247,30.932,25.527,16.823,22.715,2.236,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3933,1320.570,6.673,25.534,16.829,22.722,2.236,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3934,1320.893,36.377,25.541,16.835,22.729,2.236,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3935,1321.216,14.525,25.548,16.841,22.736,2.236,0.000,0.000,0.576,0.000,0.000,0.000,0.000,0.000
3936,1321.539,20.229,25.555,16.847,22.743,2.236,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3937,1321.862,26.117,25.562,16.853,22.751,2.236,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3938,1322.185,19.599,25.569,16.859,22.758,2.236,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3939,1322.508,33.413,25.577,16.865,22.765,2.237,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3940,1322.831,22.896,25.584,16.871,22.772,2.237,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3941,1323.154,31.191,25.591,16.877,22.779,2.237,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3942,1323.478,26.970,25.598,16.883,22.786,2.237,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3943,1323.801,27.599,25.605,16.889,22.793,2.237,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000
3944,1324.124,26.673,25.613,16.895,22.801,2.238,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3945,1324.447,24.488,25.620,16.901,22.808,2.238,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3946,1324.770,28.192,25.627,16.907,22.815,2.238,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3947,1325.093,15.673,25.635,16.913,22.822,2.239,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3948,1325.416,26.636,25.642,16.919,22.829,2.239,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3949,1325.739,22.007,25.650,16.925,22.837,2.239,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3950,1326.062,21.525,25.657,16.931,22.844,2.240,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3951,1326.385,29.006,25.665,16.937,22.851,2.240,0.000,0.000,0.574,0.000,0.000,0.000,0.000,0.000
3952,1326.708,26.859,25.672,16.943,22.858,2.241,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3953,1327.031,15.637,25.680,16.948,22.866,2.241,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3954,1327.354,21.859,25.688,16.954,22.873,2.242,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3955,1327.678,25.303,25.696,16.960,22.880,2.242,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3956,1328.001,38.377,25.704,16.966,22.888,2.243,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3957,1328.324,25.711,25.712,16.972,22.895,2.244,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3958,1328.647,24.525,25.720,16.978,22.903,2.244,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3959,1328.970,13.340,25.728,16.984,22.911,2.245,0.000,0.000,0.573,0.000,0.000,0.000,0.000,0.000
3960,1329.293,18.859,25.737,16.990,22.918,2.246,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3961,1329.616,21.340,25.745,16.996,22.926,2.246,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3962,1329.939,27.044,25.753,17.002,22.934,2.247,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3963,1330.262,33.970,25.761,17.008,22.941,2.248,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3964,1330.585,31.377,25.770,17.014,22.949,2.249,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3965,1330.908,19.340,25.778,17.020,22.956,2.250,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3966,1331.231,26.118,25.786,17.026,22.964,2.251,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3967,1331.554,23.082,25.794,17.032,22.971,2.251,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3968,1331.877,25.822,25.802,17.038,22.978,2.252,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000
3969,1332.200,23.266,25.810,17.044,22.986,2.253,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3970,1332.523,28.303,25.818,17.050,22.993,2.254,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3971,1332.847,32.933,25.826,17.056,23.000,2.255,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3972,1333.170,22.155,25.835,17.062,23.007,2.256,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3973,1333.493,26.415,25.843,17.068,23.015,2.257,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3974,1333.816,5.823,25.851,17.074,23.022,2.258,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3975,1334.139,22.340,25.859,17.079,23.029,2.259,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3976,1334.462,23.563,25.866,17.085,23.036,2.260,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000
3977,1334.785,33.267,25.874,17.091,23.043,2.261,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3978,1335.108,21.304,25.882,17.097,23.050,2.262,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3979,1335.431,44.230,25.890,17.103,23.057,2.263,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3980,1335.754,32.045,25.898,17.109,23.064,2.264,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3981,1336.077,19.006,25.906,17.115,23.071,2.266,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3982,1336.400,37.377,25.914,17.121,23.077,2.267,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3983,1336.723,23.192,25.922,17.127,23.084,2.268,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000
3984,1337.046,18.600,25.930,17.133,23.091,2.269,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3985,1337.369,24.563,25.938,17.139,23.098,2.270,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3986,1337.692,22.563,25.945,17.145,23.105,2.272,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3987,1338.015,15.489,25.953,17.151,23.111,2.273,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3988,1338.338,12.600,25.961,17.157,23.118,2.274,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3989,1338.661,11.452,25.969,17.163,23.125,2.276,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3990,1338.984,22.415,25.977,17.169,23.131,2.277,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000
3991,1339.307,21.378,25.985,17.175,23.138,2.279,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
3992,1339.630,22.674,25.993,17.181,23.145,2.280,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
3993,1339.953,14.749,26.001,17.187,23.151,2.281,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
3994,1340.276,28.415,26.009,17.193,23.158,2.283,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
3995,1340.599,18.786,26.017,17.199,23.164,2.285,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
3996,1340.922,27.823,26.025,17.204,23.171,2.286,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
3997,1341.246,24.749,26.033,17.210,23.178,2.288,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000
3998,1341.569,8.082,26.041,17.216,23.184,2.289,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000
3999,1341.892,28.415,26.049,17.222,23.191,2.291,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000
4000,1342.215,30.340,26.057,17.228,23.197,2.293,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000
4001,1342.538,22.637,26.065,17.234,23.204,2.295,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000
4002,1342.861,12.749,26.074,17.240,23.211,2.296,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000
4003,1343.184,23.934,26.082,17.246,23.217,2.298,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000
4004,1343.507,17.823,26.090,17.252,23.224,2.300,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000
4005,1343.830,28.526,26.099,17.258,23.231,2.302,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000
4006,1344.153,31.082,26.107,17.264,23.238,2.304,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000
4007,1344.476,17.083,26.116,17.270,23.244,2.305,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000
4008,1344.799,15.304,26.124,17.276,23.251,2.307,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000
4009,1345.122,30.749,26.133,17.282,23.258,2.309,0.000,0.000,0.565,0.000,0.000,0.000,0.000,0.000
4010,1345.445,29.638,26.141,17.288,23.265,2.311,0.000,0.000,0.565,0.000,0.000,0.000,0.000,0.000
4011,1345.768,14.193,26.149,17.294,23.272,2.313,0.000,0.000,0.565,0.000,0.000,0.000,0.000,0.000
4012,1346.091,9.453,26.158,17.300,23.278,2.314,0.000,0.000,0.565,0.000,0.000,0.000,0.000,0.000
4013,1346.414,25.897,26.166,17.306,23.285,2.316,0.000,0.000,0.565,0.000,0.000,0.000,0.000,0.000
4014,1346.737,27.490,26.174,17.312,23.292,2.318,0.000,0.000,0.565,0.000,0.000,0.000,0.000,0.000
4015,1347.060,32.786,26.182,17.318,23.298,2.320,0.000,0.000,0.564,0.000,0.000,0.000,0.000,0.000
4016,1347.383,20.379,26.190,17.324,23.305,2.321,0.000,0.000,0.564,0.000,0.000,0.000,0.000,0.000
4017,1347.706,16.675,26.198,17.329,23.311,2.323,0.000,0.000,0.564,0.000,0.000,0.000,0.000,0.000
4018,1348.029,29.860,26.206,17.335,23.318,2.325,0.000,0.000,0.564,0.000,0.000,0.000,0.000,0.000
4019,1348.352,30.121,26.214,17.341,23.324,2.326,0.000,0.000,0.564,0.000,0.000,0.000,0.000,0.000
4020,1348.675,27.971,26.222,17.347,23.330,2.328,0.000,0.000,0.563,0.000,0.000,0.000,0.000,0.000
4021,1348.998,14.231,26.229,17.353,23.337,2.330,0.000,0.000,0.563,0.000,0.000,0.000,0.000,0.000
4022,1349.321,15.454,26.237,17.359,23.343,2.331,0.000,0.000,0.563,0.000,0.000,0.000,0.000,0.000
4023,1349.644,27.602,26.245,17.365,23.349,2.333,0.000,0.000,0.563,0.000,0.000,0.000,0.000,0.000
4024,1349.967,20.861,26.252,17.371,23.355,2.335,0.000,0.000,0.563,0.000,0.000,0.000,0.000,0.000
4025,1350.290,20.527,26.260,17.377,23.361,2.336,0.000,0.000,0.562,0.000,0.000,0.000,0.000,0.000
4026,1350.613,25.934,26.267,17.383,23.367,2.338,0.000,0.000,0.562,0.000,0.000,0.000,0.000,0.000
4027,1350.936,7.046,26.274,17.389,23.373,2.339,0.000,0.000,0.562,0.000,0.000,0.000,0.000,0.000
4028,1351.259,36.046,26.281,17.395,23.379,2.341,0.000,0.000,0.562,0.000,0.000,0.000,0.000,0.000
4029,1351.582,14.676,26.288,17.401,23.385,2.342,0.000,0.000,0.561,0.000,0.000,0.000,0.000,0.000
4030,1351.905,20.269,26.296,17.407,23.391,2.344,0.000,0.000,0.561,0.000,0.000,0.000,0.000,0.000
4031,1352.228,18.824,26.303,17.413,23.397,2.345,0.000,0.000,0.561,0.000,0.000,0.000,0.000,0.000
4032,1352.551,38.861,26.309,17.419,23.402,2.346,0.000,0.000,0.561,0.000,0.000,0.000,0.000,0.000
4033,1352.874,34.602,26.316,17.425,23.408,2.348,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000
4034,1353.197,24.379,26.323,17.431,23.414,2.349,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000
4035,1353.520,19.491,26.330,17.437,23.420,2.351,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000
4036,1353.843,33.565,26.337,17.443,23.425,2.352,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000
4037,1354.166,26.342,26.343,17.449,23.431,2.353,0.000,0.000,0.559,0.000,0.000,0.000,0.000,0.000
4038,1354.489,11.343,26.350,17.454,23.436,2.354,0.000,0.000,0.559,0.000,0.000,0.000,0.000,0.000
4039,1354.812,22.380,26.356,17.460,23.442,2.356,0.000,0.000,0.559,0.000,0.000,0.000,0.000,0.000
4040,1355.135,11.750,26.363,17.466,23.448,2.357,0.000,0.000,0.558,0.000,0.000,0.000,0.000,0.000
4041,1355.458,24.713,26.369,17.472,23.453,2.358,0.000,0.000,0.558,0.000,0.000,0.000,0.000,0.000
4042,1355.781,12.453,26.376,17.478,23.459,2.359,0.000,0.000,0.558,0.000,0.000,0.000,0.000,0.000
4043,1356.104,41.010,26.382,17.484,23.464,2.360,0.000,0.000,0.558,0.000,0.000,0.000,0.000,0.000
4044,1356.427,13.825,26.388,17.490,23.470,2.361,0.000,0.000,0.557,0.000,0.000,0.000,0.000,0.000
4045,1356.750,20.602,26.395,17.496,23.475,2.362,0.000,0.000,0.557,0.000,0.000,0.000,0.000,0.000
4046,1357.073,33.342,26.401,17.502,23.481,2.363,0.000,0.000,0.557,0.000,0.000,0.000,0.000,0.000
4047,1357.396,19.789,26.407,17.508,23.486,2.364,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000
4048,1357.719,28.380,26.413,17.514,23.492,2.365,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000
4049,1358.042,16.750,26.419,17.520,23.497,2.366,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000
4050,1358.365,10.380,26.425,17.526,23.503,2.367,0.000,0.000,0.555,0.000,0.000,0.000,0.000,0.000
4051,1358.688,24.713,26.432,17.532,23.509,2.368,0.000,0.000,0.555,0.000,0.000,0.000,0.000,0.000
4052,1359.011,19.898,26.438,17.538,23.514,2.369,0.000,0.000,0.555,0.000,0.000,0.000,0.000,0.000
4053,1359.334,23.232,26.444,17.544,23.520,2.370,0.000,0.000,0.554,0.000,0.000,0.000,0.000,0.000
4054,1359.657,23.084,26.450,17.550,23.526,2.370,0.000,0.000,0.554,0.000,0.000,0.000,0.000,0.000
4055,1359.980,27.714,26.456,17.556,23.531,2.371,0.000,0.000,0.554,0.000,0.000,0.000,0.000,0.000
4056,1360.303,27.085,26.462,17.562,23.537,2.372,0.000,0.000,0.553,0.000,0.000,0.000,0.000,0.000
4057,1360.626,37.084,26.468,17.568,23.543,2.372,0.000,0.000,0.553,0.000,0.000,0.000,0.000,0.000
4058,1360.949,18.232,26.474,17.574,23.549,2.373,0.000,0.000,0.553,0.000,0.000,0.000,0.000,0.000
4059,1361.272,14.863,26.480,17.580,23.554,2.374,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000
4060,1361.595,17.604,26.486,17.585,23.560,2.374,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000
4061,1361.918,18.752,26.492,17.591,23.566,2.375,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000
4062,1362.241,17.936,26.498,17.597,23.572,2.375,0.000,0.000,0.551,0.000,0.000,0.000,0.000,0.000
4063,1362.564,19.899,26.504,17.603,23.577,2.376,0.000,0.000,0.551,0.000,0.000,0.000,0.000,0.000
4064,1362.887,24.603,26.510,17.609,23.583,2.376,0.000,0.000,0.550,0.000,0.000,0.000,0.000,0.000
4065,1363.210,24.788,26.515,17.615,23.589,2.376,0.000,0.000,0.550,0.000,0.000,0.000,0.000,0.000
4066,1363.533,10.974,26.520,17.621,23.594,2.377,0.000,0.000,0.550,0.000,0.000,0.000,0.000,0.000
4067,1363.856,33.974,26.526,17.627,23.600,2.377,0.000,0.000,0.549,0.000,0.000,0.000,0.000,0.000
4068,1364.179,18.566,26.531,17.633,23.605,2.377,0.000,0.000,0.549,0.000,0.000,0.000,0.000,0.000
4069,1364.502,8.789,26.536,17.639,23.611,2.377,0.000,0.000,0.548,0.000,0.000,0.000,0.000,0.000
4070,1364.825,18.121,26.541,17.645,23.616,2.377,0.000,0.000,0.548,0.000,0.000,0.000,0.000,0.000
4071,1365.148,28.864,26.546,17.651,23.622,2.377,0.000,0.000,0.547,0.000,0.000,0.000,0.000,0.000
4072,1365.471,33.492,26.551,17.657,23.627,2.377,0.000,0.000,0.547,0.000,0.000,0.000,0.000,0.000
4073,1365.794,40.861,26.556,17.663,23.632,2.377,0.000,0.000,0.547,0.000,0.000,0.000,0.000,0.000
4074,1366.118,32.344,26.560,17.669,23.637,2.377,0.000,0.000,0.546,0.000,0.000,0.000,0.000,0.000
4075,1366.441,7.603,26.565,17.675,23.643,2.377,0.000,0.000,0.546,0.000,0.000,0.000,0.000,0.000
4076,1366.764,24.345,26.569,17.681,23.648,2.376,0.000,0.000,0.545,0.000,0.000,0.000,0.000,0.000
4077,1367.087,31.418,26.574,17.687,23.653,2.376,0.000,0.000,0.545,0.000,0.000,0.000,0.000,0.000
4078,1367.410,12.048,26.578,17.693,23.658,2.376,0.000,0.000,0.544,0.000,0.000,0.000,0.000,0.000
4079,1367.733,16.271,26.582,17.699,23.663,2.375,0.000,0.000,0.544,0.000,0.000,0.000,0.000,0.000
4080,1368.056,30.456,26.586,17.705,23.668,2.375,0.000,0.000,0.543,0.000,0.000,0.000,0.000,0.000
4081,1368.379,28.530,26.591,17.710,23.673,2.374,0.000,0.000,0.543,0.000,0.000,0.000,0.000,0.000
4082,1368.702,19.826,26.595,17.716,23.679,2.374,0.000,0.000,0.542,0.000,0.000,0.000,0.000,0.000
4083,1369.025,25.826,26.598,17.722,23.684,2.373,0.000,0.000,0.542,0.000,0.000,0.000,0.000,0.000
4084,1369.348,27.381,26.602,17.728,23.689,2.373,0.000,0.000,0.541,0.000,0.000,0.000,0.000,0.000
4085,1369.671,29.307,26.606,17.734,23.694,2.372,0.000,0.000,0.541,0.000,0.000,0.000,0.000,0.000
4086,1369.994,18.308,26.610,17.740,23.699,2.371,0.000,0.000,0.540,0.000,0.000,0.000,0.000,0.000
4087,1370.317,15.011,26.613,17.746,23.704,2.370,0.000,0.000,0.540,0.000,0.000,0.000,0.000,0.000
4088,1370.640,20.344,26.617,17.752,23.709,2.369,0.000,0.000,0.539,0.000,0.000,0.000,0.000,0.000
4089,1370.963,20.234,26.621,17.758,23.714,2.368,0.000,0.000,0.539,0.000,0.000,0.000,0.000,0.000
4090,1371.286,19.234,26.624,17.764,23.719,2.367,0.000,0.000,0.538,0.000,0.000,0.000,0.000,0.000
4091,1371.609,19.899,26.628,17.770,23.724,2.366,0.000,0.000,0.537,0.000,0.000,0.000,0.000,0.000
4092,1371.932,16.197,26.631,17.776,23.729,2.365,0.000,0.000,0.537,0.000,0.000,0.000,0.000,0.000
4093,1372.255,17.011,26.634,17.782,23.734,2.364,0.000,0.000,0.536,0.000,0.000,0.000,0.000,0.000
4094,1372.578,28.233,26.638,17.788,23.739,2.363,0.000,0.000,0.536,0.000,0.000,0.000,0.000,0.000
4095,1372.901,20.233,26.641,17.794,23.744,2.362,0.000,0.000,0.535,0.000,0.000,0.000,0.000,0.000
4096,1373.224,15.307,26.644,17.800,23.749,2.361,0.000,0.000,0.534,0.000,0.000,0.000,0.000,0.000
4097,1373.547,17.678,26.647,17.806,23.754,2.359,0.000,0.000,0.534,0.000,0.000,0.000,0.000,0.000
4098,1373.870,24.567,26.651,17.812,23.759,2.358,0.000,0.000,0.533,0.000,0.000,0.000,0.000,0.000
4099,1374.193,22.901,26.654,17.818,23.764,2.357,0.000,0.000,0.533,0.000,0.000,0.000,0.000,0.000
4100,1374.516,11.604,26.657,17.824,23.770,2.355,0.000,0.000,0.532,0.000,0.000,0.000,0.000,0.000
4101,1374.839,36.640,26.660,17.830,23.775,2.354,0.000,0.000,0.531,0.000,0.000,0.000,0.000,0.000
4102,1375.162,31.641,26.663,17.835,23.780,2.352,0.000,0.000,0.531,0.000,0.000,0.000,0.000,0.000
4103,1375.485,30.085,26.667,17.841,23.786,2.351,0.000,0.000,0.530,0.000,0.000,0.000,0.000,0.000
4104,1375.808,26.234,26.670,17.847,23.791,2.349,0.000,0.000,0.530,0.000,0.000,0.000,0.000,0.000
4105,1376.131,19.197,26.673,17.853,23.797,2.348,0.000,0.000,0.529,0.000,0.000,0.000,0.000,0.000
4106,1376.454,0.000,26.676,17.859,23.802,2.346,0.000,0.000,0.528,0.000,0.000,0.000,0.000,0.000
4107,1376.777,38.900,26.679,17.865,23.808,2.344,0.000,0.000,0.528,0.000,0.000,0.000,0.000,0.000
4108,1377.100,19.159,26.683,17.871,23.813,2.342,0.000,0.000,0.527,0.000,0.000,0.000,0.000,0.000
4109,1377.424,32.345,26.686,17.877,23.819,2.341,0.000,0.000,0.526,0.000,0.000,0.000,0.000,0.000
4110,1377.747,13.086,26.689,17.883,23.825,2.339,0.000,0.000,0.526,0.000,0.000,0.000,0.000,0.000
4111,1378.070,28.864,26.692,17.889,23.830,2.337,0.000,0.000,0.525,0.000,0.000,0.000,0.000,0.000
4112,1378.393,20.863,26.695,17.895,23.836,2.335,0.000,0.000,0.524,0.000,0.000,0.000,0.000,0.000
4113,1378.716,19.900,26.698,17.901,23.842,2.333,0.000,0.000,0.524,0.000,0.000,0.000,0.000,0.000
4114,1379.039,22.271,26.701,17.907,23.847,2.331,0.000,0.000,0.523,0.000,0.000,0.000,0.000,0.000
4115,1379.362,15.382,26.704,17.913,23.853,2.329,0.000,0.000,0.522,0.000,0.000,0.000,0.000,0.000
4116,1379.685,12.752,26.706,17.919,23.858,2.327,0.000,0.000,0.522,0.000,0.000,0.000,0.000,0.000
4117,1380.008,21.270,26.709,17.925,23.864,2.324,0.000,0.000,0.521,0.000,0.000,0.000,0.000,0.000
4118,1380.331,30.530,26.712,17.931,23.869,2.322,0.000,0.000,0.520,0.000,0.000,0.000,0.000,0.000
4119,1380.654,7.197,26.714,17.937,23.875,2.320,0.000,0.000,0.519,0.000,0.000,0.000,0.000,0.000
4120,1380.977,30.493,26.717,17.943,23.880,2.318,0.000,0.000,0.519,0.000,0.000,0.000,0.000,0.000
4121,1381.300,33.419,26.719,17.949,23.886,2.315,0.000,0.000,0.518,0.000,0.000,0.000,0.000,0.000
4122,1381.623,20.827,26.722,17.955,23.891,2.313,0.000,0.000,0.517,0.000,0.000,0.000,0.000,0.000
4123,1381.946,15.640,26.724,17.960,23.897,2.311,0.000,0.000,0.517,0.000,0.000,0.000,0.000,0.000
4124,1382.269,20.604,26.726,17.966,23.902,2.308,0.000,0.000,0.516,0.000,0.000,0.000,0.000,0.000
4125,1382.592,20.382,26.728,17.972,23.907,2.306,0.000,0.000,0.515,0.000,0.000,0.000,0.000,0.000
4126,1382.915,28.160,26.731,17.978,23.913,2.303,0.000,0.000,0.514,0.000,0.000,0.000,0.000,0.000
4127,1383.239,13.493,26.733,17.984,23.918,2.301,0.000,0.000,0.514,0.000,0.000,0.000,0.000,0.000
4128,1383.562,19.234,26.735,17.990,23.924,2.298,0.000,0.000,0.513,0.000,0.000,0.000,0.000,0.000
4129,1383.885,8.123,26.737,17.996,23.929,2.296,0.000,0.000,0.512,0.000,0.000,0.000,0.000,0.000
4130,1384.208,30.012,26.739,18.002,23.935,2.293,0.000,0.000,0.511,0.000,0.000,0.000,0.000,0.000
4131,1384.531,30.085,26.741,18.008,23.940,2.291,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000
4132,1384.854,33.419,26.743,18.014,23.945,2.288,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000
4133,1385.177,29.790,26.745,18.020,23.951,2.285,0.000,0.000,0.509,0.000,0.000,0.000,0.000,0.000
4134,1385.500,49.233,26.747,18.026,23.956,2.283,0.000,0.000,0.508,0.000,0.000,0.000,0.000,0.000
4135,1385.823,35.381,26.749,18.032,23.962,2.280,0.000,0.000,0.507,0.000,0.000,0.000,0.000,0.000
4136,1386.146,18.901,26.751,18.038,23.967,2.277,0.000,0.000,0.507,0.000,0.000,0.000,0.000,0.000
4137,1386.469,20.493,26.753,18.044,23.973,2.275,0.000,0.000,0.506,0.000,0.000,0.000,0.000,0.000
