ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Rn-220,Th-232,K-40,Xray-Pb,Xray-Th
253,77.948,4469.348,4404.041,1.680,128.793,99.727,658.424,16.767,0.063,6.634,0.010,3464.528,29.095
254,78.285,4346.018,4362.103,3.360,130.447,99.866,675.036,16.794,0.093,5.498,0.016,3404.090,30.264
255,78.621,4253.240,4304.291,5.041,132.168,99.907,689.700,16.819,0.122,4.579,0.023,3329.509,31.463
256,78.957,4214.132,4231.816,6.721,133.939,99.853,702.260,16.840,0.153,3.840,0.029,3242.206,32.696
257,79.293,4061.651,4146.187,8.401,135.766,99.719,712.597,16.859,0.183,3.246,0.036,3143.815,33.966
258,79.629,3900.798,4049.141,10.081,137.661,99.523,720.632,16.878,0.214,2.768,0.042,3036.141,35.281
259,79.965,3726.579,3942.583,11.762,139.638,99.290,726.320,16.899,0.246,2.383,0.049,2921.108,36.649
260,80.302,3631.134,3828.528,13.442,141.715,99.042,729.648,16.926,0.279,2.072,0.056,2800.713,38.078
261,80.638,3383.497,3708.966,15.122,143.878,98.786,730.617,16.957,0.311,1.821,0.063,2676.961,39.571
262,80.974,3185.203,3585.937,16.802,146.127,98.533,729.271,16.993,0.345,1.617,0.070,2551.848,41.135
263,81.311,3096.685,3461.528,18.483,148.470,98.303,725.698,17.034,0.379,1.450,0.077,2427.338,42.779
264,81.647,2820.208,3337.801,20.163,150.926,98.116,720.029,17.084,0.414,1.314,0.084,2305.320,44.514
265,81.983,2814.021,3216.749,21.843,153.515,97.993,712.424,17.144,0.449,1.202,0.091,2187.577,46.353
266,82.319,2758.096,3100.165,23.523,156.249,97.950,703.073,17.214,0.485,1.110,0.099,2075.677,48.309
267,82.656,2539.281,2989.447,25.204,159.119,97.977,692.176,17.295,0.522,1.032,0.106,1970.832,50.388
268,82.992,2489.467,2885.987,26.884,162.132,98.079,679.967,17.384,0.559,0.967,0.114,1874.182,52.603
269,83.329,2387.203,2791.146,28.564,165.308,98.265,666.712,17.485,0.598,0.912,0.121,1786.777,54.968
270,83.665,2485.837,2706.131,30.244,168.668,98.545,652.695,17.597,0.637,0.865,0.129,1709.496,57.501
271,84.001,2216.063,2632.016,31.925,172.237,98.928,638.216,17.723,0.677,0.824,0.137,1643.053,60.220
272,84.338,2390.801,2568.670,33.605,176.027,99.415,623.556,17.862,0.718,0.789,0.145,1587.016,63.143
273,84.674,2323.802,2514.989,35.285,180.036,99.997,608.975,18.012,0.760,0.760,0.153,1540.013,66.282
274,85.011,2264.507,2470.495,36.965,184.283,100.676,594.762,18.175,0.804,0.733,0.161,1501.243,69.658
275,85.347,2320.914,2434.925,38.646,188.795,101.455,581.213,18.350,0.849,0.711,0.170,1470.090,73.294
276,85.684,2343.206,2407.854,40.326,193.604,102.340,568.616,18.539,0.895,0.691,0.178,1445.776,77.215
277,86.020,2413.062,2388.734,42.006,198.744,103.335,557.242,18.743,0.942,0.675,0.187,1427.417,81.449
278,86.357,2351.287,2376.551,43.686,204.196,104.422,547.075,18.960,0.991,0.662,0.196,1414.046,86.002
279,86.693,2468.099,2370.211,45.367,209.947,105.583,538.069,19.187,1.042,0.652,0.205,1404.646,90.880
280,87.030,2419.135,2368.824,47.047,216.013,106.814,530.290,19.424,1.094,0.644,0.214,1398.225,96.105
281,87.366,2473.284,2371.562,48.727,222.421,108.118,523.815,19.671,1.148,0.640,0.224,1393.821,101.704
282,87.703,2544.358,2377.503,50.407,229.200,109.496,518.694,19.930,1.205,0.638,0.233,1390.402,107.704
283,88.040,2530.062,2385.636,52.088,236.366,110.947,514.928,20.200,1.263,0.640,0.243,1386.929,114.120
284,88.376,2617.987,2394.615,53.768,243.820,112.442,512.338,20.475,1.324,0.644,0.254,1382.465,120.853
285,88.713,2604.918,2403.340,55.448,251.507,113.966,510.781,20.754,1.388,0.652,0.264,1376.185,127.843
286,89.050,2595.174,2410.976,57.128,259.415,115.515,510.153,21.035,1.454,0.663,0.275,1367.395,135.071
287,89.386,2453.508,2416.947,58.808,267.543,117.090,510.353,21.317,1.524,0.678,0.286,1355.631,142.524
288,89.723,2555.396,2420.718,60.489,275.889,118.695,511.266,21.602,1.596,0.697,0.298,1340.485,150.191
289,90.060,2558.358,2421.615,62.169,284.422,120.319,512.716,21.886,1.673,0.719,0.310,1321.524,158.046
290,90.396,2636.647,2418.872,63.849,293.035,121.923,514.446,22.160,1.752,0.746,0.322,1298.455,166.032
291,90.733,2570.321,2412.056,65.529,301.678,123.494,516.260,22.421,1.836,0.776,0.335,1271.139,174.118
292,91.070,2471.021,2400.951,67.210,310.324,125.024,517.994,22.666,1.924,0.811,0.348,1239.577,182.283
293,91.407,2555.469,2385.496,68.890,318.956,126.511,519.498,22.894,2.017,0.850,0.362,1203.895,190.513
294,91.743,2442.099,2365.768,70.570,327.563,127.955,520.641,23.102,2.115,0.894,0.376,1164.325,198.797
295,92.080,2357.169,2341.672,72.250,336.038,129.340,521.254,23.290,2.218,0.943,0.391,1121.187,207.010
296,92.417,2363.360,2312.984,73.931,344.200,130.635,521.149,23.457,2.327,0.997,0.407,1074.875,214.938
297,92.754,2318.247,2279.855,75.611,351.973,131.830,520.209,23.601,2.443,1.056,0.423,1025.836,222.484
298,93.091,2404.136,2242.565,77.291,359.304,132.920,518.347,23.724,2.565,1.121,0.440,974.565,229.580
299,93.428,2296.506,2201.457,78.971,366.145,133.903,515.504,23.824,2.694,1.192,0.458,921.579,236.158
300,93.764,2185.129,2156.951,80.652,372.457,134.778,511.667,23.904,2.831,1.270,0.476,867.412,242.156
301,94.101,2045.389,2109.417,82.332,378.177,135.533,506.814,23.961,2.975,1.352,0.495,812.594,247.515
302,94.438,1925.763,2059.233,84.012,383.255,136.157,500.922,23.996,3.126,1.439,0.515,757.642,252.182
303,94.775,1998.762,2006.825,85.692,387.663,136.648,493.997,24.009,3.283,1.530,0.536,703.047,256.112
304,95.112,1974.463,1952.634,87.373,391.382,137.009,486.073,24.002,3.447,1.624,0.558,649.271,259.268
305,95.449,1804.432,1897.112,89.053,394.406,137.244,477.210,23.978,3.617,1.722,0.580,596.733,261.622
306,95.786,1794.392,1840.705,90.733,396.736,137.359,467.484,23.939,3.794,1.824,0.603,545.810,263.156
307,96.123,1689.979,1783.766,92.413,398.346,137.347,456.970,23.885,3.977,1.927,0.626,496.826,263.860
308,96.460,1613.318,1726.670,94.094,399.240,137.212,445.762,23.818,4.165,2.033,0.650,450.055,263.735
309,96.797,1564.056,1669.791,95.774,399.441,136.960,433.973,23.741,4.357,2.141,0.675,405.713,262.791
310,97.134,1555.575,1613.482,97.454,398.985,136.603,421.719,23.656,4.554,2.250,0.700,363.966,261.050
311,97.471,1507.237,1558.074,99.134,397.914,136.154,409.124,23.568,4.755,2.361,0.725,324.928,258.545
312,97.808,1425.015,1503.840,100.815,396.267,135.624,396.307,23.478,4.959,2.472,0.751,288.665,255.316
313,98.145,1425.905,1450.946,102.495,394.036,135.013,383.369,23.387,5.167,2.584,0.777,255.201,251.411
314,98.482,1338.642,1399.606,104.175,391.264,134.335,370.425,23.299,5.375,2.695,0.804,224.518,246.890
315,98.819,1222.792,1350.017,105.855,388.011,133.603,357.587,23.216,5.586,2.806,0.830,196.562,241.817
316,99.157,1272.341,1307.265,112.445,386.252,134.142,346.216,23.404,5.886,2.931,0.877,171.253,236.303
317,99.494,1221.089,1266.597,119.035,384.144,134.664,335.160,23.605,6.188,3.054,0.925,148.474,230.385
318,99.831,1205.828,1228.124,125.624,381.744,135.179,324.504,23.818,6.490,3.177,0.972,128.095,224.144
319,100.168,1101.685,1191.915,132.214,379.105,135.694,314.320,24.044,6.792,3.299,1.019,109.977,217.665
320,100.505,1125.123,1158.083,138.804,376.302,136.225,304.683,24.285,7.093,3.421,1.066,93.975,211.034
321,100.843,1168.086,1126.703,145.393,373.402,136.788,295.658,24.543,7.393,3.541,1.113,79.926,204.340
322,101.180,1114.829,1097.843,151.983,370.479,137.399,287.304,24.820,7.692,3.661,1.160,67.658,197.671
323,101.517,1099.863,1071.555,158.573,367.604,138.071,279.669,25.117,7.990,3.781,1.206,57.004,191.112
324,101.854,1127.270,1047.761,165.162,364.809,138.807,272.757,25.434,8.286,3.900,1.253,47.801,184.716
325,102.192,1077.346,1026.391,171.752,362.128,139.607,266.563,25.768,8.578,4.017,1.298,39.897,178.534
326,102.529,1095.386,1007.520,178.342,359.618,140.482,261.107,26.121,8.868,4.133,1.344,33.215,172.633
327,102.866,1133.641,991.166,184.932,357.332,141.442,256.397,26.492,9.155,4.248,1.389,27.639,167.073
328,103.203,1125.782,977.278,191.521,355.320,142.498,252.435,26.884,9.438,4.362,1.434,22.998,161.909
329,103.541,1040.899,965.747,198.111,353.613,143.654,249.205,27.295,9.719,4.475,1.478,19.137,157.172
330,103.878,1009.010,956.212,204.701,352.155,144.889,246.620,27.719,9.995,4.587,1.522,15.924,152.801
331,104.216,987.486,948.465,211.290,350.933,146.199,244.625,28.154,10.265,4.698,1.565,13.251,148.775
332,104.553,990.191,942.392,217.880,349.959,147.583,243.189,28.599,10.530,4.807,1.607,11.026,145.092
333,104.890,1009.303,937.890,224.470,349.239,149.042,242.286,29.052,10.788,4.916,1.649,9.175,141.742
334,105.228,994.857,934.831,231.059,348.773,150.575,241.871,29.514,11.041,5.024,1.690,7.635,138.707
335,105.565,1044.006,933.047,237.649,348.543,152.175,241.881,29.982,11.287,5.131,1.731,6.353,135.964
336,105.903,1005.191,932.307,244.239,348.496,153.823,242.234,30.451,11.526,5.236,1.771,5.286,133.482
337,106.240,1057.707,932.450,250.828,348.611,155.511,242.873,30.921,11.758,5.339,1.810,4.399,131.228
338,106.578,973.484,933.332,257.418,348.867,157.235,243.746,31.389,11.982,5.440,1.848,3.660,129.164
339,106.915,948.523,934.831,264.008,349.247,158.989,244.812,31.855,12.199,5.539,1.886,3.046,127.258
340,107.253,968.043,936.818,270.598,349.732,160.769,246.027,32.318,12.408,5.635,1.923,2.535,125.470
341,107.590,979.114,939.126,277.187,350.286,162.564,247.336,32.776,12.610,5.729,1.959,2.109,123.756
342,107.928,997.817,941.579,283.777,350.866,164.359,248.683,33.226,12.803,5.818,1.995,1.755,122.073
343,108.265,945.039,944.053,290.367,351.447,166.148,250.028,33.667,12.988,5.903,2.030,1.460,120.382
344,108.603,1026.820,946.440,296.956,352.007,167.927,251.336,34.098,13.165,5.983,2.064,1.215,118.645
345,108.940,910.931,948.655,303.546,352.530,169.692,252.581,34.520,13.333,6.059,2.098,1.011,116.831
346,109.278,977.297,950.628,310.136,353.004,171.443,253.744,34.932,13.495,6.130,2.130,0.841,114.911
347,109.616,1017.107,952.259,316.725,353.400,173.168,254.792,35.333,13.648,6.194,2.163,0.700,112.860
348,109.953,931.959,953.460,323.315,353.695,174.859,255.702,35.721,13.793,6.253,2.194,0.583,110.659
349,110.291,980.593,954.191,329.905,353.882,176.515,256.461,36.097,13.930,6.305,2.225,0.485,108.292
350,110.629,910.295,954.429,336.495,353.954,178.134,257.063,36.462,14.060,6.350,2.255,0.403,105.747
351,110.966,910.184,954.172,343.084,353.914,179.720,257.508,36.815,14.184,6.388,2.285,0.336,103.021
352,111.304,924.366,953.435,349.674,353.769,181.273,257.799,37.158,14.301,6.419,2.314,0.279,100.123
353,111.642,916.370,952.205,356.264,353.511,182.787,257.928,37.490,14.412,6.444,2.343,0.232,97.057
354,111.979,920.435,950.484,362.853,353.141,184.261,257.899,37.810,14.517,6.462,2.371,0.193,93.829
355,112.317,918.327,948.307,369.443,352.669,185.700,257.723,38.121,14.616,6.473,2.399,0.161,90.445
356,112.655,826.587,945.719,376.033,352.107,187.108,257.412,38.424,14.711,6.478,2.426,0.134,86.920
357,112.993,844.626,942.781,382.622,351.472,188.490,256.987,38.719,14.802,6.477,2.454,0.111,83.269
358,113.331,860.437,939.535,389.212,350.778,189.849,256.454,39.009,14.889,6.470,2.480,0.093,79.513
359,113.668,852.438,936.013,395.802,350.034,191.182,255.814,39.293,14.973,6.458,2.507,0.077,75.675
360,114.006,817.919,932.277,402.391,349.259,192.494,255.081,39.571,15.054,6.441,2.533,0.064,71.779
361,114.344,846.362,928.403,408.981,348.476,193.792,254.273,39.845,15.133,6.420,2.559,0.053,67.850
362,114.682,939.177,924.468,415.571,347.710,195.082,253.411,40.117,15.210,6.396,2.585,0.044,63.912
363,115.020,794.956,920.551,422.161,346.985,196.371,252.511,40.389,15.287,6.369,2.611,0.037,59.991
364,115.358,856.840,916.706,428.750,346.317,197.659,251.591,40.660,15.363,6.339,2.637,0.031,56.110
365,115.696,886.723,912.979,435.340,345.716,198.946,250.661,40.930,15.438,6.308,2.663,0.026,52.292
366,116.033,866.844,909.441,441.930,345.206,200.238,249.738,41.201,15.513,6.276,2.688,0.021,48.558
367,116.371,839.838,906.156,448.519,344.809,201.541,248.839,41.475,15.589,6.244,2.714,0.018,44.927
368,116.709,854.650,903.187,455.109,344.545,202.861,247.980,41.751,15.666,6.212,2.740,0.015,41.416
369,117.047,773.397,900.581,461.699,344.430,204.202,247.173,42.032,15.744,6.182,2.766,0.012,38.040
370,117.385,805.691,898.360,468.288,344.468,205.560,246.425,42.316,15.824,6.155,2.792,0.010,34.810
371,117.723,931.656,896.552,474.878,344.669,206.937,245.744,42.603,15.905,6.130,2.819,0.009,31.737
372,118.061,853.134,895.198,481.468,345.049,208.336,245.140,42.896,15.988,6.108,2.845,0.007,28.828
373,118.399,840.654,894.330,488.057,345.620,209.762,244.624,43.193,16.073,6.091,2.872,0.006,26.090
374,118.737,842.539,893.972,494.647,346.390,211.218,244.201,43.496,16.161,6.080,2.898,0.005,23.523
375,119.075,862.466,894.131,501.237,347.361,212.703,243.876,43.806,16.251,6.074,2.925,0.004,21.131
376,119.414,847.238,894.793,507.827,348.530,214.213,243.647,44.120,16.343,6.074,2.953,0.003,18.911
377,119.752,812.499,895.957,514.416,349.896,215.747,243.516,44.438,16.436,6.081,2.980,0.003,16.861
378,120.090,824.169,897.635,521.006,351.464,217.307,243.487,44.762,16.532,6.095,3.007,0.002,14.977
379,120.428,792.982,899.833,527.596,353.240,218.896,243.565,45.092,16.631,6.118,3.035,0.002,13.254
380,120.766,863.426,902.553,534.185,355.226,220.516,243.752,45.427,16.732,6.149,3.063,0.002,11.686
381,121.104,764.313,905.772,540.775,357.415,222.163,244.046,45.767,16.835,6.190,3.091,0.001,10.264
382,121.442,865.536,909.459,547.365,359.796,223.830,244.440,46.112,16.939,6.239,3.119,0.001,8.982
383,121.781,897.462,913.602,553.954,362.367,225.517,244.934,46.460,17.045,6.299,3.147,0.001,7.831
384,122.119,806.200,918.201,560.544,365.131,227.226,245.531,46.813,17.153,6.369,3.176,0.001,6.802
385,122.457,860.568,923.260,567.134,368.089,228.959,246.236,47.170,17.263,6.449,3.204,0.001,5.889
386,122.795,944.308,920.686,565.641,368.075,228.510,244.992,47.086,17.224,6.520,3.198,0.001,5.081
387,123.133,861.162,918.521,564.148,368.242,228.077,243.846,47.005,17.187,6.603,3.192,0.000,4.370
388,123.472,870.352,916.738,562.655,368.583,227.656,242.793,46.926,17.151,6.697,3.186,0.000,3.745
389,123.810,893.012,915.326,561.162,369.098,227.248,241.832,46.850,17.116,6.803,3.180,0.000,3.199
390,124.148,897.602,914.287,559.669,369.789,226.854,240.966,46.776,17.081,6.922,3.174,0.000,2.724
391,124.487,1016.269,913.637,558.176,370.667,226.476,240.201,46.706,17.048,7.054,3.168,0.000,2.317
392,124.825,1003.677,913.357,556.684,371.722,226.114,239.534,46.639,17.016,7.200,3.162,0.000,1.971
393,125.163,876.339,913.378,555.191,372.918,225.759,238.952,46.573,16.984,7.359,3.157,0.000,1.677
394,125.502,1038.381,913.671,553.698,374.241,225.410,238.451,46.508,16.952,7.532,3.151,0.000,1.426
395,125.840,1032.487,914.227,552.205,375.686,225.066,238.030,46.445,16.921,7.720,3.145,0.000,1.213
396,126.178,919.785,915.042,550.712,377.253,224.730,237.691,46.382,16.891,7.924,3.140,0.000,1.032
397,126.517,1012.785,916.120,549.219,378.944,224.403,237.436,46.322,16.861,8.143,3.134,0.000,0.878
398,126.855,959.819,917.416,547.726,380.724,224.083,237.259,46.263,16.831,8.380,3.129,0.000,0.746
399,127.194,987.558,918.849,546.233,382.536,223.765,237.150,46.205,16.802,8.633,3.123,0.000,0.635
400,127.532,1013.075,920.391,544.740,384.356,223.447,237.107,46.146,16.773,8.905,3.118,0.000,0.540
401,127.871,1005.601,922.023,543.248,386.167,223.131,237.127,46.088,16.743,9.195,3.112,0.000,0.459
402,128.209,992.631,923.734,541.755,387.957,222.818,237.212,46.030,16.714,9.505,3.107,0.000,0.391
403,128.548,986.075,925.517,540.262,389.714,222.511,237.362,45.974,16.686,9.837,3.102,0.000,0.332
404,128.886,1025.075,927.330,538.769,391.413,222.205,237.568,45.918,16.657,10.190,3.096,0.000,0.283
405,129.225,984.149,929.137,537.276,393.031,221.898,237.820,45.861,16.629,10.567,3.091,0.000,0.240
406,129.563,1057.518,930.923,535.783,394.554,221.589,238.117,45.804,16.600,10.968,3.086,0.000,0.204
407,129.902,971.778,932.676,534.290,395.969,221.281,238.459,45.747,16.572,11.394,3.081,0.000,0.174
408,130.240,926.892,934.390,532.797,397.265,220.976,238.845,45.690,16.543,11.848,3.075,0.000,0.148
409,130.579,1075.625,936.060,531.304,398.431,220.676,239.276,45.634,16.516,12.331,3.070,0.000,0.126
410,130.917,1042.404,937.633,529.812,399.441,220.373,239.736,45.578,16.488,12.845,3.065,0.000,0.107
411,131.256,1026.035,939.093,528.319,400.283,220.068,240.219,45.520,16.460,13.391,3.060,0.000,0.091
412,131.595,1023.998,940.434,526.826,400.949,219.761,240.725,45.462,16.433,13.972,3.055,0.000,0.077
413,131.933,998.443,941.654,525.333,401.432,219.454,241.254,45.404,16.405,14.589,3.050,0.000,0.066
414,132.272,1022.480,942.756,523.840,401.728,219.150,241.806,45.346,16.378,15.246,3.045,0.000,0.056
415,132.611,1011.402,943.734,522.347,401.834,218.849,242.378,45.289,16.352,15.944,3.041,0.000,0.048
416,132.949,1070.103,944.553,520.854,401.732,218.545,242.957,45.231,16.325,16.686,3.036,0.000,0.041
417,133.288,1027.476,945.213,519.361,401.423,218.238,243.540,45.172,16.299,17.475,3.031,0.000,0.034
418,133.627,1052.546,945.722,517.869,400.909,217.931,244.127,45.113,16.273,18.313,3.026,0.000,0.029
419,133.966,971.217,946.088,516.376,400.193,217.624,244.718,45.055,16.247,19.205,3.022,0.000,0.025
420,134.304,995.769,946.326,514.883,399.283,217.320,245.315,44.996,16.222,20.152,3.017,0.000,0.021
421,134.643,1015.400,946.427,513.390,398.180,217.017,245.912,44.938,16.197,21.152,3.013,0.000,0.018
422,134.982,1031.139,946.358,511.897,396.883,216.710,246.498,44.879,16.172,22.191,3.008,0.000,0.015
423,135.321,969.916,946.133,510.404,395.403,216.400,247.074,44.820,16.148,23.271,3.004,0.000,0.013
424,135.660,980.360,945.771,508.911,393.752,216.091,247.642,44.761,16.123,24.391,3.000,0.000,0.011
425,135.998,948.026,945.291,507.418,391.946,215.783,248.205,44.702,16.100,25.552,2.995,0.000,0.009
426,136.337,897.287,944.707,505.925,389.999,215.478,248.762,44.643,16.077,26.749,2.991,0.000,0.008
427,136.676,959.432,943.998,504.433,387.920,215.173,249.307,44.585,16.054,27.964,2.987,0.000,0.007
428,137.015,939.542,943.136,502.940,385.716,214.864,249.831,44.527,16.031,29.178,2.983,0.000,0.006
429,137.354,967.949,942.140,501.447,383.409,214.552,250.336,44.468,16.009,30.384,2.978,0.000,0.005
430,137.693,906.764,941.028,499.954,381.017,214.239,250.825,44.409,15.987,31.574,2.974,0.000,0.004
431,138.032,942.095,939.815,498.461,378.554,213.929,251.301,44.350,15.965,32.741,2.970,0.000,0.004
432,138.371,872.690,938.512,496.968,376.042,213.621,251.765,44.293,15.944,33.877,2.966,0.000,0.003
433,138.710,905.353,937.104,495.475,373.487,213.310,252.208,44.235,15.924,34.976,2.962,0.000,0.003
434,139.049,898.355,935.592,493.982,370.903,212.996,252.626,44.177,15.903,36.028,2.957,0.000,0.002
435,139.388,915.164,933.998,492.489,368.313,212.678,253.023,44.119,15.882,37.028,2.953,0.000,0.002
436,139.727,875.762,932.333,490.997,365.728,212.362,253.403,44.061,15.862,37.966,2.949,0.000,0.002
437,140.066,847.240,930.614,489.504,363.170,212.046,253.768,44.004,15.842,38.837,2.945,0.000,0.001
438,140.405,929.496,928.844,488.011,360.650,211.732,254.117,43.948,15.823,39.634,2.940,0.000,0.001
439,140.744,882.388,927.005,486.518,358.172,211.413,254.439,43.891,15.803,40.350,2.936,0.000,0.001
440,141.083,880.166,925.104,485.025,355.749,211.090,254.736,43.834,15.784,40.979,2.931,0.000,0.001
441,141.422,922.758,923.153,483.532,353.393,210.765,255.010,43.776,15.764,41.516,2.927,0.000,0.001
442,141.761,927.347,921.168,482.039,351.120,210.440,255.265,43.719,15.745,41.957,2.922,0.000,0.001
443,142.100,910.568,919.163,480.546,348.939,210.117,255.503,43.662,15.726,42.297,2.918,0.000,0.001
444,142.439,855.754,917.130,479.053,346.855,209.793,255.721,43.606,15.707,42.534,2.913,0.000,0.000
445,142.778,893.976,915.052,477.561,344.865,209.465,255.912,43.548,15.688,42.665,2.908,0.000,0.000
446,143.118,989.158,912.937,476.068,342.977,209.132,256.076,43.490,15.669,42.688,2.904,0.000,0.000
447,143.457,844.974,910.797,474.575,341.198,208.798,256.218,43.432,15.650,42.603,2.899,0.000,0.000
448,143.796,893.050,908.648,473.082,339.535,208.463,256.341,43.373,15.631,42.410,2.894,0.000,0.000
449,144.135,902.787,906.496,471.589,337.993,208.129,256.447,43.315,15.612,42.111,2.889,0.000,0.000
450,144.474,959.418,904.329,470.096,336.565,207.794,256.530,43.257,15.593,41.706,2.884,0.000,0.000
451,144.814,909.862,902.139,468.603,335.250,207.453,256.587,43.197,15.574,41.199,2.879,0.000,0.000
452,145.153,839.785,899.935,467.110,334.048,207.109,256.620,43.136,15.554,40.594,2.873,0.000,0.000
453,145.492,867.227,897.730,465.617,332.963,206.763,256.633,43.075,15.535,39.893,2.868,0.000,0.000
454,145.831,878.785,895.541,464.125,331.997,206.418,256.630,43.014,15.516,39.104,2.863,0.000,0.000
455,146.171,844.452,893.385,462.632,331.154,206.078,256.617,42.953,15.497,38.230,2.857,0.000,0.000
456,146.510,861.415,891.281,461.139,330.436,205.743,256.599,42.894,15.478,37.279,2.852,0.000,0.000
457,146.849,932.525,889.249,459.646,329.849,205.418,256.583,42.836,15.461,36.257,2.846,0.000,0.000
458,147.189,910.005,887.294,458.153,329.395,205.100,256.564,42.779,15.444,35.171,2.841,0.000,0.000
459,147.528,824.454,885.373,456.660,329.055,204.779,256.527,42.722,15.427,34.028,2.836,0.000,0.000
460,147.867,908.078,883.456,455.167,328.802,204.453,256.464,42.662,15.409,32.836,2.830,0.000,0.000
461,148.207,891.599,881.551,453.674,328.632,204.122,256.377,42.602,15.391,31.603,2.824,0.000,0.000
462,148.546,880.337,879.667,452.182,328.543,203.788,256.270,42.540,15.373,30.336,2.819,0.000,0.000
463,148.886,927.374,877.817,450.689,328.532,203.452,256.145,42.477,15.354,29.043,2.813,0.000,0.000
