ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Rn-220,Th-232,K-40,Xray-Pb,Xray-Th
816,269.613,633.998,566.619,104.988,303.500,176.586,39.919,33.285,11.457,0.000,1.872,0.000,0.000
817,269.958,640.626,567.750,105.556,304.910,178.005,38.094,33.405,11.461,0.000,1.876,0.000,0.000
818,270.302,626.404,568.990,106.125,306.203,179.442,36.471,33.529,11.465,0.000,1.880,0.000,0.000
819,270.647,566.886,570.318,106.693,307.379,180.896,35.033,33.657,11.470,0.000,1.883,0.000,0.000
820,270.991,592.366,571.715,107.261,308.433,182.366,33.765,33.790,11.475,0.000,1.887,0.000,0.000
821,271.336,656.255,573.167,107.829,309.364,183.852,32.651,33.929,11.480,0.000,1.891,0.000,0.000
822,271.680,663.218,574.653,108.397,310.171,185.348,31.679,34.074,11.485,0.000,1.895,0.000,0.000
823,272.025,575.441,576.145,108.965,310.855,186.837,30.838,34.224,11.491,0.000,1.899,0.000,0.000
824,272.370,634.996,577.627,109.533,311.414,188.314,30.116,34.382,11.498,0.000,1.904,0.000,0.000
825,272.714,626.403,579.083,110.101,311.844,189.775,29.505,34.546,11.505,0.000,1.908,0.000,0.000
826,273.059,613.884,580.485,110.669,312.135,191.216,28.995,34.716,11.512,0.000,1.912,0.000,0.000
827,273.403,602.146,581.824,111.238,312.285,192.635,28.579,34.890,11.518,0.000,1.916,0.000,0.000
828,273.748,634.662,583.087,111.806,312.295,194.028,28.249,35.070,11.525,0.000,1.920,0.000,0.000
829,274.093,621.885,584.268,112.374,312.166,195.391,28.000,35.256,11.531,0.000,1.924,0.000,0.000
830,274.437,634.255,585.361,112.942,311.899,196.721,27.826,35.449,11.537,0.000,1.929,0.000,0.000
831,274.782,622.701,586.357,113.510,311.497,198.016,27.722,35.647,11.543,0.000,1.933,0.000,0.000
832,275.127,624.105,587.253,114.078,310.961,199.271,27.683,35.853,11.549,0.000,1.937,0.000,0.000
833,275.471,669.031,588.046,114.646,310.294,200.484,27.706,36.066,11.554,0.000,1.941,0.000,0.000
834,275.816,629.476,588.734,115.214,309.502,201.653,27.788,36.287,11.560,0.000,1.945,0.000,0.000
835,276.161,622.180,589.317,115.782,308.588,202.774,27.926,36.515,11.566,0.000,1.948,0.000,0.000
836,276.506,657.810,589.796,116.351,307.557,203.846,28.116,36.753,11.572,0.000,1.952,0.000,0.000
837,276.850,661.698,590.173,116.919,306.415,204.866,28.358,37.000,11.578,0.000,1.956,0.000,0.000
838,277.195,629.626,590.451,117.487,305.168,205.833,28.648,37.257,11.584,0.000,1.960,0.000,0.000
839,277.540,580.807,590.632,118.055,303.822,206.745,28.986,37.525,11.591,0.000,1.964,0.000,0.000
840,277.885,667.921,590.721,118.623,302.383,207.599,29.369,37.803,11.598,0.000,1.969,0.000,0.000
841,278.230,637.437,590.723,119.191,300.858,208.395,29.798,38.094,11.605,0.000,1.973,0.000,0.000
842,278.574,641.955,590.632,119.759,299.248,209.126,30.270,38.397,11.613,0.000,1.977,0.000,0.000
843,278.919,605.326,590.434,120.327,297.552,209.786,30.786,38.709,11.621,0.000,1.981,0.000,0.000
844,279.264,648.809,590.129,120.895,295.776,210.371,31.343,39.026,11.629,0.000,1.985,0.000,0.000
845,279.609,636.251,589.717,121.464,293.924,210.881,31.942,39.344,11.636,0.000,1.989,0.000,0.000
846,279.954,602.512,589.203,122.032,292.005,211.314,32.583,39.664,11.643,0.000,1.993,0.000,0.000
847,280.299,641.291,588.593,122.600,290.024,211.670,33.266,39.986,11.650,0.000,1.997,0.000,0.000
848,280.644,589.292,587.894,123.168,287.991,211.948,33.991,40.307,11.657,0.000,2.001,0.000,0.000
849,280.989,609.771,587.114,123.736,285.911,212.148,34.758,40.629,11.663,0.000,2.005,0.000,0.000
850,281.334,645.140,586.260,124.304,283.792,212.271,35.568,40.950,11.670,0.000,2.009,0.000,0.000
851,281.679,629.067,585.340,124.872,281.643,212.317,36.422,41.270,11.676,0.000,2.012,0.000,0.000
852,282.023,625.883,584.362,125.440,279.469,212.286,37.321,41.588,11.683,0.000,2.016,0.000,0.000
853,282.368,660.029,583.336,126.008,277.278,212.180,38.264,41.904,11.690,0.000,2.020,0.000,0.000
854,282.713,626.919,582.269,126.577,275.078,212.000,39.254,42.217,11.696,0.000,2.024,0.000,0.000
855,283.058,639.586,581.172,127.145,272.876,211.749,40.291,42.526,11.703,0.000,2.027,0.000,0.000
856,283.403,636.992,580.056,127.713,270.679,211.427,41.377,42.831,11.710,0.000,2.031,0.000,0.000
857,283.748,639.881,578.931,128.281,268.495,211.038,42.514,43.132,11.718,0.000,2.035,0.000,0.000
858,284.094,615.842,577.809,128.849,266.330,210.584,43.701,43.427,11.726,0.000,2.039,0.000,0.000
859,284.439,536.956,576.687,129.417,264.186,210.066,44.942,43.716,11.734,0.000,2.043,0.000,0.000
860,284.784,596.289,575.561,129.985,262.060,209.479,46.237,43.997,11.742,0.000,2.047,0.000,0.000
861,285.129,557.770,574.439,130.553,259.957,208.825,47.587,44.268,11.750,0.000,2.051,0.000,0.000
862,285.474,584.954,573.329,131.121,257.884,208.108,48.996,44.530,11.757,0.000,2.055,0.000,0.000
863,285.819,588.731,572.240,131.690,255.843,207.330,50.464,44.781,11.765,0.000,2.058,0.000,0.000
864,286.164,637.066,571.182,132.258,253.841,206.494,51.993,45.020,11.772,0.000,2.062,0.000,0.000
865,286.509,639.249,570.163,132.826,251.881,205.603,53.587,45.248,11.778,0.000,2.066,0.000,0.000
866,286.854,626.361,569.193,133.394,249.966,204.662,55.247,45.464,11.785,0.000,2.069,0.000,0.000
867,287.200,544.880,568.281,133.962,248.102,203.673,56.975,45.666,11.791,0.000,2.073,0.000,0.000
868,287.545,584.990,567.437,134.530,246.292,202.641,58.774,45.855,11.798,0.000,2.077,0.000,0.000
869,287.890,605.842,566.670,135.098,244.538,201.570,60.648,46.030,11.804,0.000,2.080,0.000,0.000
870,288.235,627.581,565.992,135.666,242.846,200.463,62.597,46.191,11.810,0.000,2.084,0.000,0.000
871,288.580,625.362,565.411,136.234,241.217,199.326,64.627,46.338,11.817,0.000,2.087,0.000,0.000
872,288.926,555.471,564.941,136.803,239.655,198.163,66.738,46.469,11.824,0.000,2.091,0.000,0.000
873,289.271,637.805,564.588,137.371,238.163,196.978,68.936,46.586,11.831,0.000,2.095,0.000,0.000
874,289.616,584.398,564.367,137.939,236.744,195.777,71.222,46.688,11.838,0.000,2.098,0.000,0.000
875,289.961,648.065,564.287,138.507,235.400,194.563,73.601,46.775,11.846,0.000,2.102,0.000,0.000
876,290.307,574.767,564.346,139.075,234.127,193.337,76.076,46.846,11.854,0.000,2.106,0.000,0.000
877,290.652,595.065,564.523,139.643,232.919,192.100,78.632,46.901,11.862,0.000,2.110,0.000,0.000
878,290.997,625.729,564.781,140.211,231.776,190.852,81.233,46.938,11.869,0.000,2.113,0.000,0.000
879,291.343,590.433,565.104,140.779,230.700,189.597,83.856,46.957,11.877,0.000,2.117,0.000,0.000
880,291.688,586.765,565.491,141.347,229.689,188.340,86.498,46.960,11.884,0.000,2.121,0.000,0.000
881,292.033,629.211,565.940,141.916,228.744,187.083,89.152,46.945,11.891,0.000,2.124,0.000,0.000
882,292.379,597.879,566.449,142.484,227.866,185.830,91.814,46.914,11.898,0.000,2.128,0.000,0.000
883,292.724,645.209,567.018,143.052,227.055,184.584,94.478,46.866,11.904,0.000,2.131,0.000,0.000
884,293.069,602.285,567.643,143.620,226.310,183.348,97.138,46.801,11.911,0.000,2.135,0.000,0.000
885,293.415,561.953,568.323,144.188,225.631,182.126,99.789,46.721,11.918,0.000,2.139,0.000,0.000
886,293.760,627.580,569.057,144.756,225.020,180.922,102.423,46.626,11.925,0.000,2.142,0.000,0.000
887,294.106,651.765,569.841,145.324,224.475,179.738,105.036,46.515,11.931,0.000,2.146,0.000,0.000
888,294.451,661.875,570.673,145.892,223.998,178.576,107.620,46.391,11.939,0.000,2.149,0.000,0.000
889,294.796,649.950,571.550,146.460,223.587,177.441,110.170,46.252,11.946,0.000,2.153,0.000,0.000
890,295.142,626.285,572.469,147.029,223.245,176.334,112.679,46.101,11.954,0.000,2.157,0.000,0.000
891,295.487,619.840,573.427,147.597,222.969,175.258,115.139,45.938,11.962,0.000,2.160,0.000,0.000
892,295.833,606.618,574.418,148.165,222.758,174.215,117.546,45.763,11.971,0.000,2.164,0.000,0.000
893,296.178,557.469,575.430,148.733,222.609,173.204,119.892,45.577,11.980,0.000,2.168,0.000,0.000
894,296.524,624.319,576.444,149.301,222.514,172.220,122.170,45.379,11.988,0.000,2.172,0.000,0.000
895,296.869,601.246,577.455,149.869,222.470,171.266,124.375,45.170,11.997,0.000,2.176,0.000,0.000
896,297.215,551.726,578.456,150.437,222.478,170.342,126.500,44.951,12.005,0.000,2.179,0.000,0.000
897,297.561,590.357,579.443,151.005,222.535,169.449,128.539,44.723,12.013,0.000,2.183,0.000,0.000
898,297.906,600.317,580.410,151.573,222.641,168.589,130.486,44.485,12.022,0.000,2.187,0.000,0.000
899,298.252,616.539,581.354,152.142,222.796,167.762,132.336,44.240,12.030,0.000,2.190,0.000,0.000
900,298.597,605.059,582.271,152.710,223.000,166.969,134.081,43.989,12.038,0.000,2.194,0.000,0.000
901,298.943,600.318,583.157,153.278,223.254,166.210,135.718,43.731,12.046,0.000,2.197,0.000,0.000
902,299.289,581.911,584.009,153.846,223.558,165.486,137.242,43.468,12.054,0.000,2.201,0.000,0.000
903,299.634,584.393,584.822,154.414,223.911,164.798,138.646,43.201,12.062,0.000,2.204,0.000,0.000
904,299.980,545.355,585.593,154.982,224.311,164.146,139.927,42.931,12.070,0.000,2.208,0.000,0.000
905,300.325,539.132,586.318,155.550,224.760,163.529,141.081,42.658,12.079,0.000,2.212,0.000,0.000
906,300.671,625.132,586.995,156.118,225.256,162.949,142.104,42.384,12.087,0.000,2.215,0.000,0.000
907,301.017,544.502,587.623,156.686,225.800,162.406,142.992,42.109,12.096,0.000,2.219,0.000,0.000
908,301.363,537.093,588.199,157.255,226.392,161.900,143.743,41.835,12.106,0.000,2.223,0.000,0.000
909,301.708,579.574,588.725,157.823,227.035,161.432,144.353,41.563,12.116,0.000,2.226,0.000,0.000
910,302.054,547.836,589.187,158.391,227.722,160.996,144.822,41.292,12.126,0.000,2.230,0.000,0.000
911,302.400,530.836,589.013,158.398,228.167,160.376,145.138,40.979,12.123,0.000,2.230,0.000,0.000
912,302.745,541.097,588.761,158.405,228.650,159.783,145.310,40.669,12.119,0.000,2.229,0.000,0.000
913,303.091,511.908,588.430,158.412,229.171,159.218,145.337,40.361,12.115,0.000,2.229,0.000,0.000
914,303.437,537.725,588.021,158.419,229.730,158.679,145.216,40.056,12.111,0.000,2.229,0.000,0.000
915,303.783,530.132,587.532,158.426,230.327,158.165,144.950,39.755,12.107,0.000,2.229,0.000,0.000
916,304.129,496.317,586.966,158.433,230.961,157.677,144.538,39.459,12.102,0.000,2.228,0.000,0.000
917,304.474,543.612,586.322,158.440,231.635,157.213,143.982,39.168,12.098,0.000,2.228,0.000,0.000
918,304.820,511.647,585.605,158.447,232.348,156.773,143.282,38.882,12.093,0.000,2.227,0.000,0.000
919,305.166,476.647,584.817,158.454,233.102,156.356,142.441,38.603,12.089,0.000,2.227,0.000,0.000
920,305.512,524.499,583.961,158.460,233.899,155.962,141.461,38.330,12.084,0.000,2.226,0.000,0.000
921,305.858,541.351,583.043,158.467,234.739,155.590,140.344,38.064,12.080,0.000,2.226,0.000,0.000
922,306.204,512.685,582.066,158.474,235.624,155.240,139.095,37.806,12.076,0.000,2.225,0.000,0.000
923,306.550,548.241,581.038,158.481,236.557,154.912,137.716,37.556,12.072,0.000,2.225,0.000,0.000
924,306.896,533.462,579.966,158.488,237.540,154.607,136.212,37.315,12.068,0.000,2.224,0.000,0.000
925,307.241,492.427,578.856,158.495,238.574,154.323,134.586,37.084,12.065,0.000,2.224,0.000,0.000
926,307.587,544.832,577.715,158.502,239.662,154.063,132.844,36.861,12.062,0.000,2.223,0.000,0.000
927,307.933,509.758,576.540,158.509,240.799,153.821,130.990,36.647,12.059,0.000,2.223,0.000,0.000
928,308.279,550.573,575.326,158.516,241.984,153.593,129.029,36.442,12.056,0.000,2.222,0.000,0.000
929,308.625,515.758,574.081,158.523,243.217,153.377,126.968,36.245,12.053,0.000,2.222,0.000,0.000
930,308.971,487.055,572.809,158.530,244.500,153.172,124.811,36.056,12.049,0.000,2.221,0.000,0.000
931,309.317,486.497,571.520,158.537,245.835,152.979,122.564,35.876,12.046,0.000,2.221,0.000,0.000
932,309.663,504.981,570.219,158.544,247.224,152.794,120.234,35.705,12.042,0.000,2.220,0.000,0.000
933,310.009,491.721,568.915,158.551,248.669,152.619,117.827,35.542,12.038,0.000,2.220,0.000,0.000
934,310.355,501.351,567.617,158.558,250.173,152.453,115.350,35.389,12.034,0.000,2.219,0.000,0.000
935,310.701,510.313,566.333,158.565,251.738,152.296,112.808,35.244,12.030,0.000,2.218,0.000,0.000
936,311.047,527.943,565.074,158.572,253.366,152.148,110.208,35.108,12.026,0.000,2.218,0.000,0.000
937,311.394,538.018,563.849,158.579,255.062,152.010,107.557,34.981,12.022,0.000,2.217,0.000,0.000
938,311.740,503.387,562.668,158.586,256.829,151.880,104.862,34.863,12.018,0.000,2.216,0.000,0.000
939,312.086,511.684,561.541,158.593,258.669,151.759,102.129,34.755,12.014,0.000,2.216,0.000,0.000
940,312.432,514.090,560.479,158.600,260.587,151.647,99.364,34.656,12.011,0.000,2.215,0.000,0.000
941,312.778,528.276,559.491,158.607,262.586,151.543,96.574,34.566,12.007,0.000,2.214,0.000,0.000
942,313.124,495.906,558.588,158.614,264.670,151.448,93.766,34.485,12.005,0.000,2.214,0.000,0.000
943,313.470,496.980,557.779,158.621,266.842,151.363,90.945,34.414,12.002,0.000,2.213,0.000,0.000
944,313.816,494.792,557.063,158.628,269.100,151.282,88.117,34.351,12.000,0.000,2.213,0.000,0.000
945,314.163,521.200,556.441,158.635,271.443,151.203,85.290,34.295,11.997,0.000,2.212,0.000,0.000
946,314.509,490.273,555.921,158.642,273.875,151.125,82.467,34.248,11.995,0.000,2.211,0.000,0.000
947,314.855,512.870,555.513,158.649,276.399,151.049,79.656,34.207,11.992,0.000,2.211,0.000,0.000
948,315.201,517.719,555.226,158.656,279.020,150.973,76.860,34.174,11.989,0.000,2.210,0.000,0.000
949,315.548,497.757,555.069,158.663,281.741,150.899,74.086,34.148,11.986,0.000,2.209,0.000,0.000
950,315.894,568.383,555.050,158.670,284.567,150.825,71.338,34.129,11.983,0.000,2.209,0.000,0.000
951,316.240,503.053,555.180,158.676,287.501,150.753,68.621,34.117,11.979,0.000,2.208,0.000,0.000
952,316.586,502.349,555.467,158.683,290.549,150.683,65.939,34.112,11.976,0.000,2.207,0.000,0.000
953,316.933,558.238,555.920,158.690,293.716,150.614,63.296,34.114,11.973,0.000,2.207,0.000,0.000
954,317.279,498.161,556.550,158.697,297.006,150.548,60.695,34.124,11.970,0.000,2.206,0.000,0.000
955,317.625,530.349,557.365,158.704,300.426,150.485,58.142,34.140,11.967,0.000,2.205,0.000,0.000
956,317.972,554.272,558.375,158.711,303.980,150.424,55.638,34.164,11.964,0.000,2.205,0.000,0.000
957,318.318,496.977,559.584,158.718,307.669,150.368,53.187,34.194,11.962,0.000,2.204,0.000,0.000
958,318.664,565.609,560.967,158.725,311.465,150.317,50.791,34.230,11.960,0.000,2.204,0.000,0.000
959,319.011,555.680,562.513,158.732,315.358,150.272,48.453,34.270,11.958,0.000,2.203,0.000,0.000
960,319.357,519.570,564.222,158.739,319.345,150.231,46.174,34.312,11.957,0.000,2.203,0.000,0.000
961,319.703,534.941,566.092,158.746,323.429,150.190,43.957,34.358,11.956,0.000,2.202,0.000,0.000
962,320.050,578.162,568.123,158.753,327.609,150.148,41.803,34.406,11.955,0.000,2.202,0.000,0.000
963,320.396,563.644,570.315,158.760,331.886,150.104,39.714,34.455,11.954,0.000,2.201,0.000,0.000
964,320.743,600.939,572.670,158.767,336.261,150.059,37.690,34.506,11.953,0.000,2.201,0.000,0.000
965,321.089,496.125,575.190,158.774,340.735,150.013,35.732,34.559,11.952,0.000,2.200,0.000,0.000
966,321.435,591.533,577.876,158.781,345.309,149.965,33.840,34.612,11.951,0.000,2.200,0.000,0.000
967,321.782,608.569,580.730,158.788,349.984,149.916,32.016,34.666,11.949,0.000,2.199,0.000,0.000
968,322.128,599.606,583.754,158.795,354.761,149.866,30.259,34.721,11.948,0.000,2.199,0.000,0.000
969,322.475,616.938,586.946,158.802,359.642,149.816,28.568,34.775,11.947,0.000,2.198,0.000,0.000
970,322.821,660.015,590.311,158.809,364.628,149.766,26.944,34.830,11.946,0.000,2.198,0.000,0.000
971,323.168,558.572,593.848,158.816,369.720,149.716,25.386,34.884,11.945,0.000,2.197,0.000,0.000
972,323.514,638.051,597.561,158.823,374.922,149.666,23.894,34.937,11.944,0.000,2.197,0.000,0.000
973,323.861,611.902,601.450,158.830,380.236,149.619,22.466,34.990,11.944,0.000,2.196,0.000,0.000
974,324.208,637.680,605.519,158.837,385.663,149.572,21.101,35.043,11.944,0.000,2.196,0.000,0.000
975,324.554,688.569,609.769,158.844,391.207,149.529,19.799,35.094,11.944,0.000,2.196,0.000,0.000
976,324.901,582.089,614.206,158.851,396.873,149.489,18.559,35.145,11.945,0.000,2.195,0.000,0.000
977,325.247,637.976,618.828,158.858,402.662,149.453,17.378,35.194,11.946,0.000,2.195,0.000,0.000
978,325.594,626.012,623.635,158.865,408.579,149.417,16.256,35.242,11.947,0.000,2.195,0.000,0.000
979,325.941,695.311,628.626,158.872,414.627,149.378,15.190,35.286,11.949,0.000,2.195,0.000,0.000
980,326.287,697.458,633.803,158.879,420.812,149.337,14.180,35.328,11.950,0.000,2.195,0.000,0.000
981,326.634,741.645,639.169,158.886,427.138,149.294,13.224,35.366,11.951,0.000,2.195,0.000,0.000
982,326.980,746.607,644.726,158.892,433.609,149.249,12.320,35.401,11.953,0.000,2.195,0.000,0.000
983,327.327,647.234,650.414,158.899,440.166,149.201,11.465,35.433,11.954,0.000,2.194,0.000,0.000
984,327.674,646.903,656.153,158.906,446.730,149.152,10.660,35.461,11.955,0.000,2.194,0.000,0.000
985,328.020,758.310,661.931,158.913,453.292,149.102,9.901,35.485,11.956,0.000,2.194,0.000,0.000
986,328.367,710.532,667.738,158.920,459.843,149.050,9.186,35.506,11.958,0.000,2.194,0.000,0.000
987,328.714,750.607,673.563,158.927,466.374,148.998,8.515,35.523,11.959,0.000,2.194,0.000,0.000
988,329.061,701.976,679.396,158.934,472.875,148.945,7.885,35.536,11.961,0.000,2.194,0.000,0.000
989,329.407,717.272,685.225,158.941,479.337,148.892,7.294,35.546,11.963,0.000,2.194,0.000,0.000
990,329.754,730.089,691.036,158.948,485.745,148.840,6.741,35.551,11.965,0.000,2.194,0.000,0.000
991,330.101,806.532,696.795,158.955,492.068,148.789,6.224,35.553,11.967,0.000,2.194,0.000,0.000
992,330.448,708.494,702.486,158.962,498.291,148.739,5.741,35.551,11.970,0.000,2.194,0.000,0.000
993,330.794,754.866,708.096,158.969,504.400,148.693,5.290,35.546,11.973,0.000,2.194,0.000,0.000
994,331.141,690.235,713.611,158.976,510.384,148.649,4.870,35.537,11.976,0.000,2.195,0.000,0.000
995,331.488,791.422,719.014,158.983,516.230,148.603,4.482,35.524,11.980,0.000,2.195,0.000,0.000
996,331.835,826.347,724.290,158.990,521.926,148.555,4.125,35.506,11.983,0.000,2.195,0.000,0.000
997,332.182,711.460,729.425,158.997,527.459,148.505,3.796,35.484,11.986,0.000,2.196,0.000,0.000
998,332.529,807.717,734.405,159.004,532.816,148.452,3.495,35.457,11.989,0.000,2.196,0.000,0.000
999,332.876,678.752,739.214,159.011,537.986,148.398,3.217,35.425,11.992,0.000,2.196,0.000,0.000
1000,333.222,805.680,743.841,159.018,542.957,148.341,2.962,35.389,11.995,0.000,2.196,0.000,0.000
1001,333.569,785.975,748.272,159.025,547.718,148.283,2.728,35.349,11.998,0.000,2.197,0.000,0.000
1002,333.916,803.125,752.494,159.032,552.257,148.223,2.512,35.305,12.000,0.000,2.197,0.000,0.000
1003,334.263,797.718,756.497,159.039,556.565,148.162,2.314,35.256,12.003,0.000,2.197,0.000,0.000
1004,334.610,799.419,760.269,159.046,560.629,148.101,2.132,35.204,12.005,0.000,2.198,0.000,0.000
1005,334.957,808.456,763.800,159.053,564.442,148.039,1.965,35.148,12.008,0.000,2.198,0.000,0.000
1006,335.304,742.273,767.079,159.060,567.993,147.978,1.811,35.088,12.011,0.000,2.198,0.000,0.000
1007,335.651,757.051,770.098,159.067,571.274,147.917,1.670,35.025,12.014,0.000,2.199,0.000,0.000
1008,335.998,816.865,772.849,159.074,574.276,147.858,1.540,34.959,12.016,0.000,2.199,0.000,0.000
1009,336.345,802.604,775.325,159.081,576.993,147.801,1.421,34.891,12.020,0.000,2.200,0.000,0.000
1010,336.692,745.235,777.519,159.088,579.419,147.746,1.311,34.820,12.023,0.000,2.200,0.000,0.000
1011,337.039,760.938,779.420,159.095,581.543,147.692,1.211,34.747,12.027,0.000,2.201,0.000,0.000
1012,337.386,829.902,781.014,159.102,583.357,147.637,1.118,34.670,12.030,0.000,2.202,0.000,0.000
1013,337.733,799.495,782.294,159.109,584.855,147.580,1.033,34.591,12.033,0.000,2.202,0.000,0.000
1014,338.080,854.049,783.255,159.115,586.032,147.520,0.955,34.509,12.036,0.000,2.203,0.000,0.000
1015,338.427,850.828,783.893,159.122,586.884,147.459,0.883,34.425,12.039,0.000,2.203,0.000,0.000
1016,338.774,768.976,784.204,159.129,587.408,147.396,0.818,34.338,12.041,0.000,2.204,0.000,0.000
1017,339.121,792.051,784.188,159.136,587.604,147.331,0.757,34.248,12.043,0.000,2.204,0.000,0.000
1018,339.468,811.976,783.841,159.143,587.467,147.264,0.702,34.157,12.045,0.000,2.205,0.000,0.000
1019,339.816,797.716,783.162,159.150,586.997,147.196,0.651,34.065,12.047,0.000,2.206,0.000,0.000
1020,340.163,861.051,782.151,159.157,586.194,147.128,0.604,33.970,12.049,0.000,2.206,0.000,0.000
1021,340.510,731.310,780.812,159.164,585.060,147.059,0.561,33.875,12.050,0.000,2.207,0.000,0.000
1022,340.857,818.236,779.145,159.171,583.597,146.989,0.522,33.779,12.051,0.000,2.207,0.000,0.000
1023,341.204,787.122,777.155,159.178,581.807,146.920,0.486,33.682,12.053,0.000,2.208,0.000,0.000
1024,341.551,803.976,774.846,159.185,579.695,146.852,0.453,33.584,12.054,0.000,2.209,0.000,0.000
1025,341.899,807.679,772.222,159.192,577.264,146.785,0.422,33.487,12.055,0.000,2.209,0.000,0.000
1026,342.246,755.604,769.290,159.199,574.520,146.720,0.394,33.390,12.056,0.000,2.210,0.000,0.000
1027,342.593,768.494,766.056,159.206,571.469,146.657,0.369,33.293,12.057,0.000,2.211,0.000,0.000
1028,342.940,769.938,762.523,159.213,568.115,146.596,0.346,33.197,12.059,0.000,2.211,0.000,0.000
1029,343.288,756.049,758.692,159.220,564.464,146.533,0.325,33.100,12.059,0.000,2.212,0.000,0.000
1030,343.635,764.715,754.569,159.227,560.520,146.468,0.305,33.004,12.060,0.000,2.212,0.000,0.000
1031,343.982,833.345,750.163,159.234,556.294,146.401,0.287,32.907,12.059,0.000,2.213,0.000,0.000
1032,344.329,740.050,745.483,159.241,551.795,146.333,0.271,32.812,12.059,0.000,2.214,0.000,0.000
1033,344.677,788.788,740.540,159.248,547.031,146.264,0.256,32.716,12.058,0.000,2.214,0.000,0.000
1034,345.024,772.825,735.343,159.255,542.014,146.193,0.243,32.621,12.057,0.000,2.215,0.000,0.000
1035,345.371,797.269,729.904,159.262,536.754,146.122,0.231,32.527,12.055,0.000,2.215,0.000,0.000
1036,345.719,737.198,724.235,159.269,531.262,146.050,0.220,32.435,12.053,0.000,2.216,0.000,0.000
1037,346.066,761.602,718.347,159.276,525.550,145.978,0.209,32.343,12.050,0.000,2.216,0.000,0.000
1038,346.413,728.788,712.253,159.283,519.631,145.906,0.200,32.252,12.047,0.000,2.217,0.000,0.000
1039,346.761,826.677,705.967,159.290,513.517,145.834,0.192,32.163,12.044,0.000,2.217,0.000,0.000
1040,347.108,711.974,699.503,159.297,507.221,145.763,0.185,32.076,12.041,0.000,2.217,0.000,0.000
1041,347.455,717.491,692.873,159.304,500.756,145.693,0.178,31.991,12.037,0.000,2.218,0.000,0.000
1042,347.803,704.788,686.094,159.311,494.137,145.625,0.172,31.908,12.033,0.000,2.218,0.000,0.000
1043,348.150,701.047,679.179,159.318,487.377,145.560,0.167,31.826,12.030,0.000,2.219,0.000,0.000
1044,348.498,707.566,672.142,159.325,480.490,145.498,0.162,31.748,12.026,0.000,2.219,0.000,0.000
1045,348.845,703.639,664.994,159.331,473.488,145.437,0.158,31.671,12.021,0.000,2.219,0.000,0.000
1046,349.193,726.897,657.742,159.338,466.380,145.375,0.154,31.596,12.016,0.000,2.220,0.000,0.000
1047,349.540,735.787,650.397,159.345,459.181,145.312,0.151,31.522,12.011,0.000,2.220,0.000,0.000
1048,349.888,653.788,642.974,159.352,451.904,145.247,0.149,31.450,12.005,0.000,2.220,0.000,0.000
1049,350.235,658.788,635.488,159.359,444.563,145.181,0.146,31.379,11.998,0.000,2.220,0.000,0.000
1050,350.583,609.009,627.953,159.366,437.171,145.115,0.144,31.310,11.991,0.000,2.221,0.000,0.000
1051,350.930,617.195,620.381,159.373,429.743,145.049,0.143,31.243,11.983,0.000,2.221,0.000,0.000
1052,351.278,565.231,612.787,159.380,422.290,144.982,0.142,31.178,11.975,0.000,2.221,0.000,0.000
1053,351.625,601.785,605.182,159.387,414.825,144.915,0.141,31.114,11.966,0.000,2.221,0.000,0.000
1054,351.973,598.082,597.581,159.394,407.362,144.849,0.140,31.052,11.957,0.000,2.221,0.000,0.000
1055,352.320,604.971,589.996,159.401,399.912,144.783,0.140,30.992,11.947,0.000,2.221,0.000,0.000
1056,352.668,673.748,582.439,159.408,392.488,144.719,0.140,30.935,11.937,0.000,2.221,0.000,0.000
1057,353.016,573.636,574.129,158.622,384.731,144.323,0.140,30.814,11.905,0.000,2.215,0.000,0.000
1058,353.363,619.933,565.871,157.835,377.023,143.929,0.141,30.696,11.874,0.000,2.209,0.000,0.000
1059,353.711,591.229,557.677,157.049,369.375,143.536,0.141,30.580,11.842,0.000,2.202,0.000,0.000
1060,354.058,583.045,549.558,156.262,361.797,143.147,0.142,30.466,11.810,0.000,2.196,0.000,0.000
1061,354.406,575.304,541.525,155.476,354.300,142.760,0.143,30.354,11.777,0.000,2.190,0.000,0.000
1062,354.754,520.453,533.580,154.689,346.888,142.374,0.145,30.244,11.744,0.000,2.184,0.000,0.000
1063,355.101,546.931,525.727,153.903,339.570,141.987,0.146,30.136,11.711,0.000,2.177,0.000,0.000
1064,355.449,560.451,517.974,153.116,332.353,141.598,0.148,30.028,11.676,0.000,2.171,0.000,0.000
1065,355.797,529.376,510.329,152.330,325.243,141.209,0.150,29.922,11.641,0.000,2.165,0.000,0.000
1066,356.144,534.524,502.798,151.543,318.249,140.818,0.152,29.816,11.605,0.000,2.158,0.000,0.000
1067,356.492,522.783,495.390,150.757,311.377,140.427,0.154,29.712,11.568,0.000,2.152,0.000,0.000
1068,356.840,529.746,488.110,149.970,304.633,140.035,0.156,29.609,11.531,0.000,2.145,0.000,0.000
1069,357.188,506.708,480.965,149.184,298.023,139.644,0.159,29.507,11.493,0.000,2.138,0.000,0.000
1070,357.535,561.968,473.960,148.397,291.553,139.253,0.162,29.407,11.454,0.000,2.132,0.000,0.000
1071,357.883,444.488,467.100,147.611,285.225,138.862,0.165,29.308,11.415,0.000,2.125,0.000,0.000
