ch,keV,net,model,continuum_raw,Pb-214,Bi-214,Pb-212,Tl-208,Ra-224,Esc-CsI
2109,819.354,9.980,12.799,4.703,0.619,11.708,0.000,0.471,0.000,0.000
2110,819.759,15.836,12.775,4.696,0.618,11.683,0.000,0.473,0.000,0.000
2111,820.163,14.548,12.751,4.690,0.617,11.659,0.000,0.475,0.000,0.000
2112,820.568,17.476,12.727,4.683,0.616,11.634,0.000,0.477,0.000,0.000
2113,820.972,12.796,12.704,4.677,0.616,11.610,0.000,0.479,0.000,0.000
2114,821.377,13.610,12.681,4.670,0.616,11.585,0.000,0.481,0.000,0.000
2115,821.781,10.067,12.659,4.664,0.615,11.561,0.000,0.483,0.000,0.000
2116,822.186,5.248,12.637,4.657,0.615,11.537,0.000,0.485,0.000,0.000
2117,822.590,6.197,12.616,4.650,0.616,11.513,0.000,0.487,0.000,0.000
2118,822.995,14.040,12.595,4.644,0.616,11.489,0.000,0.489,0.000,0.000
2119,823.399,18.608,12.574,4.637,0.617,11.466,0.000,0.492,0.000,0.000
2120,823.804,9.692,12.554,4.631,0.617,11.442,0.000,0.494,0.000,0.000
2121,824.209,18.189,12.534,4.624,0.618,11.419,0.000,0.497,0.000,0.000
2122,824.613,20.569,12.514,4.618,0.619,11.396,0.000,0.499,0.000,0.000
2123,825.018,22.877,12.495,4.611,0.620,11.373,0.000,0.502,0.000,0.000
2124,825.422,10.734,12.476,4.605,0.622,11.350,0.000,0.504,0.000,0.000
2125,825.827,11.557,12.457,4.598,0.623,11.327,0.000,0.507,0.000,0.000
2126,826.232,15.672,12.439,4.592,0.624,11.305,0.000,0.510,0.000,0.000
2127,826.636,8.882,12.421,4.585,0.626,11.282,0.000,0.513,0.000,0.000
2128,827.041,7.123,12.403,4.579,0.627,11.260,0.000,0.516,0.000,0.000
2129,827.445,12.720,12.386,4.572,0.629,11.238,0.000,0.519,0.000,0.000
2130,827.850,12.382,12.369,4.565,0.631,11.217,0.000,0.522,0.000,0.000
2131,828.255,8.636,12.353,4.559,0.632,11.195,0.000,0.525,0.000,0.000
2132,828.659,20.504,12.336,4.552,0.634,11.174,0.000,0.528,0.000,0.000
2133,829.064,15.318,12.320,4.546,0.636,11.153,0.000,0.532,0.000,0.000
2134,829.469,15.962,12.304,4.539,0.637,11.132,0.000,0.535,0.000,0.000
2135,829.874,14.254,12.289,4.533,0.639,11.111,0.000,0.538,0.000,0.000
2136,830.278,19.175,12.274,4.526,0.641,11.091,0.000,0.542,0.000,0.000
2137,830.683,7.915,12.259,4.520,0.642,11.071,0.000,0.545,0.000,0.000
2138,831.088,9.161,12.244,4.513,0.644,11.051,0.000,0.549,0.000,0.000
2139,831.493,14.002,12.229,4.507,0.646,11.031,0.000,0.552,0.000,0.000
2140,831.897,13.948,12.215,4.500,0.647,11.012,0.000,0.556,0.000,0.000
2141,832.302,15.797,12.201,4.493,0.648,10.993,0.000,0.560,0.000,0.000
2142,832.707,18.730,12.187,4.487,0.650,10.974,0.000,0.564,0.000,0.000
2143,833.112,7.771,12.173,4.480,0.651,10.955,0.000,0.567,0.000,0.000
2144,833.517,14.700,12.160,4.474,0.652,10.937,0.000,0.571,0.000,0.000
2145,833.921,12.158,12.147,4.467,0.653,10.918,0.000,0.575,0.000,0.000
2146,834.326,12.321,12.134,4.461,0.654,10.901,0.000,0.579,0.000,0.000
2147,834.731,10.799,12.121,4.454,0.655,10.883,0.000,0.583,0.000,0.000
2148,835.136,18.939,12.108,4.448,0.655,10.865,0.000,0.587,0.000,0.000
2149,835.541,13.683,12.095,4.441,0.656,10.848,0.000,0.591,0.000,0.000
2150,835.946,13.901,12.083,4.435,0.656,10.831,0.000,0.595,0.000,0.000
2151,836.350,23.723,12.071,4.428,0.656,10.815,0.000,0.600,0.000,0.000
2152,836.755,17.825,12.058,4.422,0.656,10.798,0.000,0.604,0.000,0.000
2153,837.160,10.957,12.046,4.415,0.656,10.782,0.000,0.608,0.000,0.000
2154,837.565,7.393,12.034,4.408,0.656,10.767,0.000,0.612,0.000,0.000
2155,837.970,10.941,12.023,4.402,0.655,10.751,0.000,0.616,0.000,0.000
2156,838.375,16.645,12.011,4.395,0.654,10.736,0.000,0.621,0.000,0.000
2157,838.780,15.222,11.999,4.389,0.654,10.721,0.000,0.625,0.000,0.000
2158,839.185,11.535,11.987,4.382,0.653,10.706,0.000,0.629,0.000,0.000
2159,839.590,13.324,11.976,4.376,0.651,10.691,0.000,0.633,0.000,0.000
2160,839.995,15.627,11.964,4.369,0.650,10.677,0.000,0.638,0.000,0.000
2161,840.400,6.883,11.953,4.363,0.648,10.663,0.000,0.642,0.000,0.000
2162,840.805,4.665,11.942,4.356,0.646,10.649,0.000,0.646,0.000,0.000
2163,841.210,11.552,11.930,4.350,0.644,10.636,0.000,0.650,0.000,0.000
2164,841.615,10.272,11.919,4.343,0.642,10.623,0.000,0.654,0.000,0.000
2165,842.020,13.027,11.908,4.337,0.639,10.610,0.000,0.659,0.000,0.000
2166,842.425,11.219,11.896,4.330,0.637,10.597,0.000,0.663,0.000,0.000
2167,842.830,29.575,11.885,4.323,0.634,10.584,0.000,0.667,0.000,0.000
2168,843.235,11.644,11.874,4.317,0.631,10.572,0.000,0.671,0.000,0.000
2169,843.640,12.167,11.863,4.310,0.627,10.560,0.000,0.675,0.000,0.000
2170,844.045,6.414,11.851,4.304,0.624,10.548,0.000,0.679,0.000,0.000
2171,844.450,16.796,11.840,4.297,0.620,10.537,0.000,0.683,0.000,0.000
2172,844.855,17.075,11.829,4.291,0.616,10.526,0.000,0.687,0.000,0.000
2173,845.260,14.205,11.817,4.284,0.612,10.514,0.000,0.691,0.000,0.000
2174,845.666,12.988,11.806,4.278,0.608,10.504,0.000,0.694,0.000,0.000
2175,846.071,2.591,11.794,4.271,0.603,10.493,0.000,0.698,0.000,0.000
2176,846.476,7.338,11.783,4.265,0.598,10.483,0.000,0.702,0.000,0.000
2177,846.881,10.311,11.771,4.258,0.593,10.472,0.000,0.705,0.000,0.000
2178,847.286,16.329,11.760,4.252,0.588,10.462,0.000,0.709,0.000,0.000
2179,847.691,15.079,11.748,4.245,0.583,10.452,0.000,0.712,0.000,0.000
2180,848.096,17.273,11.736,4.238,0.578,10.443,0.000,0.716,0.000,0.000
2181,848.502,12.491,11.724,4.232,0.572,10.433,0.000,0.719,0.000,0.000
2182,848.907,12.999,11.712,4.225,0.566,10.424,0.000,0.722,0.000,0.000
2183,849.312,15.608,11.701,4.219,0.560,10.415,0.000,0.725,0.000,0.000
2184,849.717,7.298,11.688,4.212,0.554,10.406,0.000,0.728,0.000,0.000
2185,850.123,23.131,11.676,4.206,0.548,10.397,0.000,0.731,0.000,0.000
2186,850.528,6.863,11.664,4.199,0.542,10.389,0.000,0.734,0.000,0.000
2187,850.933,12.678,11.652,4.193,0.535,10.381,0.000,0.736,0.000,0.000
2188,851.338,22.791,11.639,4.186,0.528,10.372,0.000,0.739,0.000,0.000
2189,851.744,16.026,11.627,4.180,0.522,10.364,0.000,0.741,0.000,0.000
2190,852.149,15.126,11.614,4.173,0.515,10.356,0.000,0.743,0.000,0.000
2191,852.554,6.654,11.602,4.167,0.508,10.349,0.000,0.745,0.000,0.000
2192,852.959,11.234,11.589,4.160,0.501,10.341,0.000,0.747,0.000,0.000
2193,853.365,4.925,11.576,4.153,0.493,10.334,0.000,0.749,0.000,0.000
2194,853.770,11.654,11.563,4.147,0.486,10.326,0.000,0.751,0.000,0.000
2195,854.175,13.733,11.550,4.140,0.479,10.319,0.000,0.753,0.000,0.000
2196,854.581,11.962,11.537,4.134,0.471,10.312,0.000,0.754,0.000,0.000
2197,854.986,14.952,11.524,4.127,0.464,10.305,0.000,0.755,0.000,0.000
2198,855.391,11.466,11.511,4.121,0.456,10.298,0.000,0.757,0.000,0.000
2199,855.797,5.305,11.497,4.114,0.448,10.291,0.000,0.758,0.000,0.000
2200,856.202,17.867,11.484,4.108,0.440,10.285,0.000,0.758,0.000,0.000
2201,856.608,13.519,11.470,4.101,0.433,10.278,0.000,0.759,0.000,0.000
2202,857.013,2.784,11.456,4.095,0.425,10.272,0.000,0.760,0.000,0.000
2203,857.418,6.988,11.443,4.088,0.417,10.265,0.000,0.760,0.000,0.000
2204,857.824,12.057,11.429,4.081,0.409,10.259,0.000,0.760,0.000,0.000
2205,858.229,11.550,11.415,4.075,0.401,10.253,0.000,0.760,0.000,0.000
2206,858.635,12.965,11.401,4.068,0.393,10.247,0.000,0.760,0.000,0.000
2207,859.040,11.106,11.387,4.062,0.385,10.241,0.000,0.760,0.000,0.000
2208,859.446,8.785,11.372,4.055,0.377,10.235,0.000,0.760,0.000,0.000
2209,859.851,12.355,11.358,4.049,0.370,10.229,0.000,0.759,0.000,0.000
2210,860.257,18.721,11.344,4.042,0.362,10.224,0.000,0.759,0.000,0.000
2211,860.662,17.698,11.329,4.036,0.354,10.218,0.000,0.758,0.000,0.000
2212,861.068,8.184,11.315,4.029,0.346,10.212,0.000,0.757,0.000,0.000
2213,861.473,13.934,11.300,4.023,0.338,10.207,0.000,0.756,0.000,0.000
2214,861.879,18.520,11.286,4.016,0.330,10.201,0.000,0.754,0.000,0.000
2215,862.284,12.364,11.271,4.010,0.323,10.196,0.000,0.753,0.000,0.000
2216,862.690,7.813,11.256,4.003,0.315,10.190,0.000,0.751,0.000,0.000
2217,863.095,11.019,11.241,3.996,0.307,10.185,0.000,0.749,0.000,0.000
2218,863.501,7.173,11.227,3.990,0.300,10.179,0.000,0.747,0.000,0.000
2219,863.906,13.889,11.212,3.983,0.292,10.174,0.000,0.745,0.000,0.000
2220,864.312,9.813,11.197,3.977,0.285,10.169,0.000,0.743,0.000,0.000
2221,864.718,6.734,11.182,3.970,0.278,10.164,0.000,0.741,0.000,0.000
2222,865.123,10.270,11.167,3.964,0.270,10.158,0.000,0.738,0.000,0.000
2223,865.529,15.175,11.152,3.957,0.263,10.153,0.000,0.736,0.000,0.000
2224,865.934,12.499,11.137,3.951,0.256,10.148,0.000,0.733,0.000,0.000
2225,866.340,0.000,11.122,3.944,0.249,10.143,0.000,0.730,0.000,0.000
2226,866.746,11.628,11.107,3.938,0.242,10.138,0.000,0.727,0.000,0.000
2227,867.151,10.399,11.092,3.931,0.235,10.133,0.000,0.724,0.000,0.000
2228,867.557,6.815,11.077,3.925,0.228,10.128,0.000,0.721,0.000,0.000
2229,867.963,15.502,11.062,3.918,0.222,10.123,0.000,0.717,0.000,0.000
2230,868.368,14.918,11.046,3.911,0.215,10.118,0.000,0.714,0.000,0.000
2231,868.774,7.843,11.031,3.905,0.209,10.113,0.000,0.710,0.000,0.000
2232,869.180,12.878,11.016,3.898,0.202,10.108,0.000,0.706,0.000,0.000
2233,869.585,13.141,11.001,3.892,0.196,10.103,0.000,0.702,0.000,0.000
2234,869.991,0.000,10.986,3.885,0.190,10.098,0.000,0.698,0.000,0.000
2235,870.397,7.893,10.971,3.879,0.184,10.093,0.000,0.694,0.000,0.000
2236,870.803,9.760,10.956,3.872,0.178,10.088,0.000,0.690,0.000,0.000
2237,871.208,14.881,10.941,3.866,0.172,10.083,0.000,0.686,0.000,0.000
2238,871.614,4.624,10.926,3.859,0.167,10.078,0.000,0.682,0.000,0.000
2239,872.020,12.361,10.911,3.853,0.161,10.073,0.000,0.677,0.000,0.000
2240,872.426,9.782,10.897,3.846,0.156,10.068,0.000,0.673,0.000,0.000
2241,872.832,12.459,10.882,3.840,0.150,10.063,0.000,0.668,0.000,0.000
2242,873.237,18.294,10.867,3.833,0.145,10.058,0.000,0.664,0.000,0.000
2243,873.643,14.946,10.853,3.826,0.140,10.053,0.000,0.659,0.000,0.000
2244,874.049,7.462,10.838,3.820,0.135,10.049,0.000,0.654,0.000,0.000
2245,874.455,14.835,10.823,3.813,0.130,10.044,0.000,0.649,0.000,0.000
2246,874.861,9.886,10.809,3.807,0.126,10.039,0.000,0.645,0.000,0.000
2247,875.267,6.826,10.795,3.800,0.121,10.034,0.000,0.640,0.000,0.000
2248,875.672,14.233,10.780,3.794,0.117,10.029,0.000,0.635,0.000,0.000
2249,876.078,12.901,10.766,3.787,0.112,10.024,0.000,0.630,0.000,0.000
2250,876.484,0.457,10.752,3.781,0.108,10.019,0.000,0.625,0.000,0.000
2251,876.890,8.893,10.738,3.774,0.104,10.015,0.000,0.620,0.000,0.000
2252,877.296,14.292,10.724,3.768,0.100,10.010,0.000,0.615,0.000,0.000
2253,877.702,8.898,10.711,3.761,0.096,10.005,0.000,0.609,0.000,0.000
2254,878.108,12.215,10.697,3.755,0.092,10.000,0.000,0.604,0.000,0.000
2255,878.514,12.800,10.684,3.748,0.089,9.996,0.000,0.599,0.000,0.000
2256,878.920,8.240,10.670,3.741,0.085,9.991,0.000,0.594,0.000,0.000
2257,879.326,19.547,10.657,3.735,0.082,9.986,0.000,0.589,0.000,0.000
2258,879.732,17.993,10.644,3.728,0.078,9.982,0.000,0.584,0.000,0.000
2259,880.138,12.785,10.631,3.722,0.075,9.977,0.000,0.579,0.000,0.000
2260,880.544,14.041,10.618,3.715,0.072,9.973,0.000,0.574,0.000,0.000
2261,880.950,9.641,10.606,3.709,0.069,9.968,0.000,0.569,0.000,0.000
2262,881.356,14.841,10.593,3.702,0.066,9.964,0.000,0.563,0.000,0.000
2263,881.762,4.102,10.581,3.696,0.063,9.959,0.000,0.558,0.000,0.000
2264,882.168,13.480,10.569,3.689,0.060,9.955,0.000,0.553,0.000,0.000
2265,882.574,9.548,10.557,3.683,0.058,9.951,0.000,0.548,0.000,0.000
2266,882.980,16.209,10.545,3.676,0.055,9.947,0.000,0.543,0.000,0.000
2267,883.386,14.380,10.534,3.669,0.053,9.942,0.000,0.538,0.000,0.000
2268,883.792,5.518,10.522,3.663,0.050,9.938,0.000,0.533,0.000,0.000
2269,884.198,12.398,10.511,3.656,0.048,9.934,0.000,0.529,0.000,0.000
2270,884.604,14.829,10.500,3.650,0.046,9.930,0.000,0.524,0.000,0.000
2271,885.010,11.892,10.489,3.643,0.044,9.927,0.000,0.519,0.000,0.000
2272,885.416,4.446,10.479,3.637,0.042,9.923,0.000,0.514,0.000,0.000
2273,885.822,8.338,10.468,3.630,0.040,9.919,0.000,0.509,0.000,0.000
2274,886.228,15.711,10.458,3.624,0.038,9.916,0.000,0.505,0.000,0.000
2275,886.635,14.152,10.448,3.617,0.036,9.912,0.000,0.500,0.000,0.000
2276,887.041,13.646,10.439,3.611,0.034,9.909,0.000,0.496,0.000,0.000
2277,887.447,17.949,10.430,3.604,0.033,9.906,0.000,0.491,0.000,0.000
2278,887.853,5.524,10.420,3.598,0.031,9.903,0.000,0.487,0.000,0.000
2279,888.259,10.093,10.412,3.591,0.029,9.900,0.000,0.482,0.000,0.000
2280,888.665,9.082,10.403,3.584,0.028,9.897,0.000,0.478,0.000,0.000
2281,889.072,11.093,10.395,3.578,0.027,9.894,0.000,0.474,0.000,0.000
2282,889.478,3.703,10.387,3.571,0.025,9.892,0.000,0.470,0.000,0.000
2283,889.884,13.862,10.379,3.565,0.024,9.889,0.000,0.466,0.000,0.000
2284,890.290,12.000,10.371,3.558,0.023,9.887,0.000,0.461,0.000,0.000
2285,890.696,17.185,10.364,3.552,0.022,9.885,0.000,0.457,0.000,0.000
2286,891.103,8.835,10.357,3.545,0.020,9.883,0.000,0.454,0.000,0.000
2287,891.509,12.272,10.351,3.539,0.019,9.881,0.000,0.450,0.000,0.000
2288,891.915,14.317,10.344,3.532,0.018,9.880,0.000,0.446,0.000,0.000
2289,892.322,7.180,10.338,3.526,0.017,9.879,0.000,0.442,0.000,0.000
2290,892.728,3.752,10.333,3.519,0.016,9.877,0.000,0.439,0.000,0.000
2291,893.134,11.856,10.327,3.513,0.015,9.877,0.000,0.435,0.000,0.000
2292,893.540,10.821,10.322,3.506,0.015,9.876,0.000,0.432,0.000,0.000
2293,893.947,11.471,10.317,3.499,0.014,9.875,0.000,0.428,0.000,0.000
2294,894.353,11.973,10.313,3.493,0.013,9.875,0.000,0.425,0.000,0.000
2295,894.759,2.855,10.309,3.486,0.012,9.875,0.000,0.422,0.000,0.000
2296,895.166,4.391,10.305,3.480,0.012,9.875,0.000,0.418,0.000,0.000
2297,895.572,4.808,10.302,3.473,0.011,9.875,0.000,0.415,0.000,0.000
2298,895.978,13.604,10.298,3.467,0.010,9.876,0.000,0.412,0.000,0.000
2299,896.385,15.148,10.296,3.460,0.010,9.877,0.000,0.409,0.000,0.000
2300,896.791,6.293,10.293,3.454,0.009,9.878,0.000,0.406,0.000,0.000
2301,897.198,3.280,10.291,3.447,0.009,9.879,0.000,0.403,0.000,0.000
2302,897.604,13.228,10.289,3.441,0.008,9.881,0.000,0.401,0.000,0.000
2303,898.010,6.179,10.288,3.434,0.008,9.882,0.000,0.398,0.000,0.000
2304,898.417,7.990,10.287,3.428,0.007,9.884,0.000,0.395,0.000,0.000
2305,898.823,8.031,10.286,3.421,0.007,9.887,0.000,0.393,0.000,0.000
2306,899.230,11.175,10.286,3.414,0.006,9.889,0.000,0.390,0.000,0.000
2307,899.636,8.141,10.286,3.408,0.006,9.892,0.000,0.388,0.000,0.000
2308,900.043,8.594,10.286,3.401,0.006,9.895,0.000,0.385,0.000,0.000
2309,900.449,11.146,10.287,3.395,0.005,9.898,0.000,0.383,0.000,0.000
2310,900.856,10.012,10.288,3.388,0.005,9.902,0.000,0.381,0.000,0.000
2311,901.262,10.351,10.289,3.382,0.005,9.906,0.000,0.379,0.000,0.000
2312,901.669,11.270,10.291,3.375,0.004,9.910,0.000,0.377,0.000,0.000
2313,902.075,8.222,10.293,3.369,0.004,9.914,0.000,0.375,0.000,0.000
2314,902.482,14.363,10.295,3.362,0.004,9.919,0.000,0.373,0.000,0.000
2315,902.888,4.942,10.298,3.356,0.004,9.923,0.000,0.371,0.000,0.000
2316,903.295,12.469,10.301,3.349,0.003,9.928,0.000,0.369,0.000,0.000
2317,903.701,9.644,10.304,3.343,0.003,9.934,0.000,0.367,0.000,0.000
2318,904.108,5.478,10.307,3.336,0.003,9.939,0.000,0.365,0.000,0.000
2319,904.514,11.651,10.311,3.329,0.003,9.945,0.000,0.363,0.000,0.000
2320,904.921,14.251,10.315,3.323,0.003,9.951,0.000,0.362,0.000,0.000
2321,905.328,6.851,10.320,3.316,0.002,9.957,0.000,0.360,0.000,0.000
2322,905.734,13.110,10.324,3.310,0.002,9.964,0.000,0.359,0.000,0.000
2323,906.141,12.145,10.329,3.303,0.002,9.970,0.000,0.357,0.000,0.000
2324,906.547,14.886,10.335,3.297,0.002,9.977,0.000,0.356,0.000,0.000
2325,906.954,5.777,10.340,3.290,0.002,9.984,0.000,0.354,0.000,0.000
2326,907.361,7.780,10.346,3.284,0.002,9.991,0.000,0.353,0.000,0.000
2327,907.767,8.882,10.351,3.277,0.002,9.998,0.000,0.351,0.000,0.000
2328,908.174,18.773,10.358,3.271,0.001,10.006,0.000,0.350,0.000,0.000
2329,908.581,11.370,10.364,3.264,0.001,10.014,0.000,0.349,0.000,0.000
2330,908.987,10.848,10.370,3.257,0.001,10.021,0.000,0.348,0.000,0.000
2331,909.394,12.120,10.377,3.251,0.001,10.029,0.000,0.347,0.000,0.000
2332,909.801,11.714,10.384,3.244,0.001,10.037,0.000,0.345,0.000,0.000
2333,910.207,22.485,10.391,3.238,0.001,10.045,0.000,0.344,0.000,0.000
2334,910.614,11.707,10.398,3.231,0.001,10.054,0.000,0.343,0.000,0.000
2335,911.021,1.716,10.405,3.225,0.001,10.062,0.000,0.342,0.000,0.000
2336,911.428,7.168,10.419,3.226,0.001,10.077,0.000,0.342,0.000,0.000
2337,911.834,14.581,10.434,3.226,0.001,10.092,0.000,0.341,0.000,0.000
2338,912.241,16.043,10.449,3.227,0.001,10.107,0.000,0.341,0.000,0.000
2339,912.648,5.147,10.463,3.228,0.001,10.123,0.000,0.340,0.000,0.000
2340,913.055,12.681,10.478,3.229,0.001,10.138,0.000,0.340,0.000,0.000
2341,913.461,4.628,10.493,3.229,0.001,10.153,0.000,0.339,0.000,0.000
2342,913.868,10.993,10.508,3.230,0.001,10.168,0.000,0.339,0.000,0.000
2343,914.275,10.910,10.522,3.231,0.000,10.183,0.000,0.339,0.000,0.000
2344,914.682,13.462,10.537,3.232,0.000,10.198,0.000,0.339,0.000,0.000
2345,915.089,11.964,10.551,3.233,0.000,10.213,0.000,0.338,0.000,0.000
2346,915.496,6.354,10.566,3.233,0.000,10.228,0.000,0.338,0.000,0.000
2347,915.902,8.025,10.580,3.234,0.000,10.242,0.000,0.338,0.000,0.000
2348,916.309,16.029,10.594,3.235,0.000,10.257,0.000,0.338,0.000,0.000
2349,916.716,4.095,10.608,3.236,0.000,10.271,0.000,0.337,0.000,0.000
2350,917.123,12.632,10.622,3.236,0.000,10.285,0.000,0.337,0.000,0.000
2351,917.530,10.409,10.636,3.237,0.000,10.299,0.000,0.337,0.000,0.000
2352,917.937,11.051,10.649,3.238,0.000,10.312,0.000,0.337,0.000,0.000
2353,918.344,10.642,10.662,3.239,0.000,10.325,0.000,0.337,0.000,0.000
2354,918.751,13.894,10.675,3.240,0.000,10.338,0.000,0.337,0.000,0.000
2355,919.158,6.397,10.688,3.240,0.000,10.351,0.000,0.337,0.000,0.000
2356,919.564,24.244,10.700,3.241,0.000,10.363,0.000,0.336,0.000,0.000
2357,919.971,8.461,10.712,3.242,0.000,10.375,0.000,0.336,0.000,0.000
2358,920.378,14.548,10.723,3.243,0.000,10.387,0.000,0.336,0.000,0.000
2359,920.785,11.461,10.735,3.243,0.000,10.398,0.000,0.336,0.000,0.000
2360,921.192,12.140,10.745,3.244,0.000,10.409,0.000,0.336,0.000,0.000
2361,921.599,7.915,10.756,3.245,0.000,10.419,0.000,0.336,0.000,0.000
2362,922.006,6.967,10.766,3.246,0.000,10.429,0.000,0.336,0.000,0.000
2363,922.413,7.648,10.775,3.247,0.000,10.439,0.000,0.336,0.000,0.000
2364,922.820,8.822,10.784,3.247,0.000,10.447,0.000,0.336,0.000,0.000
2365,923.227,17.523,10.792,3.248,0.000,10.456,0.000,0.336,0.000,0.000
2366,923.634,17.638,10.800,3.249,0.000,10.464,0.000,0.336,0.000,0.000
2367,924.041,1.280,10.807,3.250,0.000,10.471,0.000,0.336,0.000,0.000
2368,924.448,5.571,10.814,3.250,0.000,10.478,0.000,0.336,0.000,0.000
2369,924.856,15.810,10.820,3.251,0.000,10.484,0.000,0.336,0.000,0.000
2370,925.263,17.678,10.826,3.252,0.000,10.489,0.000,0.336,0.000,0.000
2371,925.670,8.768,10.831,3.253,0.000,10.494,0.000,0.337,0.000,0.000
2372,926.077,16.158,10.835,3.254,0.000,10.498,0.000,0.337,0.000,0.000
2373,926.484,4.416,10.838,3.254,0.000,10.502,0.000,0.337,0.000,0.000
2374,926.891,13.366,10.841,3.255,0.000,10.505,0.000,0.337,0.000,0.000
2375,927.298,10.758,10.844,3.256,0.000,10.507,0.000,0.337,0.000,0.000
2376,927.705,7.444,10.845,3.257,0.000,10.508,0.000,0.337,0.000,0.000
2377,928.112,16.876,10.846,3.257,0.000,10.509,0.000,0.337,0.000,0.000
2378,928.519,14.861,10.846,3.258,0.000,10.509,0.000,0.337,0.000,0.000
2379,928.927,7.717,10.845,3.259,0.000,10.508,0.000,0.337,0.000,0.000
2380,929.334,4.695,10.844,3.260,0.000,10.507,0.000,0.337,0.000,0.000
2381,929.741,9.543,10.842,3.261,0.000,10.504,0.000,0.337,0.000,0.000
2382,930.148,6.537,10.839,3.261,0.000,10.501,0.000,0.338,0.000,0.000
2383,930.555,7.640,10.835,3.262,0.000,10.497,0.000,0.338,0.000,0.000
2384,930.963,3.346,10.831,3.263,0.000,10.493,0.000,0.338,0.000,0.000
2385,931.370,0.000,10.825,3.264,0.000,10.487,0.000,0.338,0.000,0.000
2386,931.777,15.439,10.819,3.264,0.000,10.481,0.000,0.338,0.000,0.000
2387,932.184,0.983,10.812,3.265,0.000,10.474,0.000,0.338,0.000,0.000
2388,932.592,14.709,10.804,3.266,0.000,10.466,0.000,0.338,0.000,0.000
2389,932.999,11.069,10.796,3.267,0.000,10.458,0.000,0.338,0.000,0.000
2390,933.406,11.699,10.787,3.268,0.000,10.448,0.000,0.338,0.000,0.000
2391,933.813,4.745,10.776,3.268,0.000,10.438,0.000,0.339,0.000,0.000
2392,934.221,7.531,10.765,3.269,0.000,10.427,0.000,0.339,0.000,0.000
2393,934.628,1.981,10.754,3.270,0.000,10.415,0.000,0.339,0.000,0.000
2394,935.035,12.604,10.741,3.271,0.000,10.402,0.000,0.339,0.000,0.000
2395,935.442,4.174,10.728,3.271,0.000,10.389,0.000,0.339,0.000,0.000
2396,935.850,14.133,10.714,3.272,0.000,10.374,0.000,0.339,0.000,0.000
2397,936.257,6.692,10.699,3.273,0.000,10.359,0.000,0.339,0.000,0.000
2398,936.664,17.778,10.683,3.274,0.000,10.344,0.000,0.339,0.000,0.000
2399,937.072,14.767,10.666,3.275,0.000,10.327,0.000,0.340,0.000,0.000
2400,937.479,24.150,10.649,3.275,0.000,10.309,0.000,0.340,0.000,0.000
2401,937.887,1.521,10.631,3.276,0.000,10.291,0.000,0.340,0.000,0.000
2402,938.294,5.821,10.612,3.277,0.000,10.272,0.000,0.340,0.000,0.000
2403,938.701,5.358,10.593,3.278,0.000,10.253,0.000,0.340,0.000,0.000
2404,939.109,11.320,10.573,3.278,0.000,10.232,0.000,0.340,0.000,0.000
2405,939.516,15.150,10.552,3.279,0.000,10.211,0.000,0.340,0.000,0.000
2406,939.924,11.643,10.530,3.280,0.000,10.190,0.000,0.340,0.000,0.000
2407,940.331,5.591,10.508,3.281,0.000,10.167,0.000,0.340,0.000,0.000
2408,940.738,12.549,10.485,3.282,0.000,10.144,0.000,0.341,0.000,0.000
2409,941.146,10.785,10.461,3.282,0.000,10.120,0.000,0.341,0.000,0.000
2410,941.553,18.111,10.437,3.283,0.000,10.096,0.000,0.341,0.000,0.000
2411,941.961,15.145,10.412,3.284,0.000,10.071,0.000,0.341,0.000,0.000
2412,942.368,7.018,10.387,3.285,0.000,10.045,0.000,0.341,0.000,0.000
2413,942.776,10.541,10.361,3.285,0.000,10.019,0.000,0.341,0.000,0.000
2414,943.183,8.368,10.334,3.286,0.000,9.993,0.000,0.341,0.000,0.000
2415,943.591,8.304,10.307,3.287,0.000,9.965,0.000,0.341,0.000,0.000
2416,943.998,13.236,10.279,3.288,0.000,9.938,0.000,0.342,0.000,0.000
2417,944.406,23.949,10.251,3.289,0.000,9.910,0.000,0.342,0.000,0.000
2418,944.813,7.201,10.223,3.289,0.000,9.881,0.000,0.342,0.000,0.000
2419,945.221,11.349,10.194,3.290,0.000,9.852,0.000,0.342,0.000,0.000
2420,945.628,3.501,10.164,3.291,0.000,9.822,0.000,0.342,0.000,0.000
2421,946.036,15.250,10.134,3.292,0.000,9.792,0.000,0.342,0.000,0.000
2422,946.444,3.170,10.104,3.292,0.000,9.762,0.000,0.342,0.000,0.000
2423,946.851,13.521,10.074,3.293,0.000,9.731,0.000,0.342,0.000,0.000
2424,947.259,22.639,10.043,3.294,0.000,9.700,0.000,0.342,0.000,0.000
2425,947.666,12.175,10.012,3.295,0.000,9.669,0.000,0.343,0.000,0.000
2426,948.074,14.069,9.980,3.296,0.000,9.637,0.000,0.343,0.000,0.000
2427,948.482,3.197,9.949,3.296,0.000,9.606,0.000,0.343,0.000,0.000
2428,948.889,14.687,9.917,3.297,0.000,9.574,0.000,0.343,0.000,0.000
2429,949.297,10.020,9.885,3.298,0.000,9.541,0.000,0.343,0.000,0.000
2430,949.704,13.411,9.852,3.299,0.000,9.509,0.000,0.343,0.000,0.000
2431,950.112,8.101,9.820,3.299,0.000,9.476,0.000,0.343,0.000,0.000
