ch,keV,net,model,continuum_raw,Pb-214,Bi-214,Pb-212,Tl-208,Ra-224,Esc-CsI
1785,688.875,29.403,14.508,6.485,0.141,13.866,0.000,0.502,0.000,0.000
1786,689.276,9.620,14.489,6.481,0.141,13.847,0.000,0.501,0.000,0.000
1787,689.677,13.062,14.470,6.478,0.140,13.829,0.000,0.500,0.000,0.000
1788,690.078,8.863,14.451,6.474,0.140,13.811,0.000,0.500,0.000,0.000
1789,690.478,23.152,14.433,6.470,0.140,13.794,0.000,0.499,0.000,0.000
1790,690.879,21.624,14.415,6.466,0.140,13.777,0.000,0.498,0.000,0.000
1791,691.280,9.928,14.397,6.463,0.140,13.760,0.000,0.498,0.000,0.000
1792,691.681,12.768,14.380,6.459,0.139,13.743,0.000,0.497,0.000,0.000
1793,692.082,16.421,14.363,6.455,0.139,13.727,0.000,0.496,0.000,0.000
1794,692.484,13.040,14.346,6.451,0.139,13.711,0.000,0.496,0.000,0.000
1795,692.885,13.913,14.330,6.448,0.139,13.696,0.000,0.495,0.000,0.000
1796,693.286,11.422,14.314,6.444,0.139,13.681,0.000,0.494,0.000,0.000
1797,693.687,4.612,14.298,6.440,0.138,13.666,0.000,0.494,0.000,0.000
1798,694.088,6.427,14.283,6.436,0.138,13.651,0.000,0.493,0.000,0.000
1799,694.489,14.545,14.268,6.433,0.138,13.637,0.000,0.493,0.000,0.000
1800,694.890,14.048,14.253,6.429,0.138,13.623,0.000,0.492,0.000,0.000
1801,695.291,6.947,14.239,6.425,0.138,13.610,0.000,0.492,0.000,0.000
1802,695.692,8.890,14.225,6.421,0.137,13.596,0.000,0.491,0.000,0.000
1803,696.093,9.999,14.211,6.418,0.137,13.583,0.000,0.491,0.000,0.000
1804,696.494,9.994,14.198,6.414,0.137,13.571,0.000,0.490,0.000,0.000
1805,696.896,10.818,14.184,6.410,0.137,13.558,0.000,0.490,0.000,0.000
1806,697.297,2.647,14.172,6.407,0.137,13.546,0.000,0.489,0.000,0.000
1807,697.698,13.148,14.159,6.403,0.136,13.534,0.000,0.489,0.000,0.000
1808,698.099,17.462,14.147,6.399,0.136,13.522,0.000,0.488,0.000,0.000
1809,698.500,15.792,14.134,6.395,0.136,13.511,0.000,0.488,0.000,0.000
1810,698.901,16.704,14.123,6.392,0.136,13.499,0.000,0.487,0.000,0.000
1811,699.303,11.285,14.111,6.388,0.136,13.488,0.000,0.487,0.000,0.000
1812,699.704,11.706,14.099,6.384,0.136,13.477,0.000,0.486,0.000,0.000
1813,700.105,1.267,14.088,6.380,0.135,13.467,0.000,0.486,0.000,0.000
1814,700.506,8.761,14.077,6.377,0.135,13.456,0.000,0.486,0.000,0.000
1815,700.908,8.242,14.066,6.373,0.135,13.446,0.000,0.485,0.000,0.000
1816,701.309,9.775,14.056,6.369,0.135,13.436,0.000,0.485,0.000,0.000
1817,701.710,5.790,14.045,6.365,0.135,13.426,0.000,0.485,0.000,0.000
1818,702.112,12.806,14.035,6.362,0.135,13.417,0.000,0.484,0.000,0.000
1819,702.513,12.263,14.025,6.358,0.134,13.407,0.000,0.484,0.000,0.000
1820,702.914,21.012,14.015,6.354,0.134,13.398,0.000,0.483,0.000,0.000
1821,703.315,33.418,14.006,6.351,0.134,13.389,0.000,0.483,0.000,0.000
1822,703.717,15.881,13.996,6.347,0.134,13.379,0.000,0.483,0.000,0.000
1823,704.118,7.244,13.987,6.343,0.134,13.371,0.000,0.483,0.000,0.000
1824,704.520,18.687,13.978,6.339,0.134,13.362,0.000,0.482,0.000,0.000
1825,704.921,17.261,13.969,6.336,0.133,13.353,0.000,0.482,0.000,0.000
1826,705.322,14.397,13.960,6.332,0.133,13.345,0.000,0.482,0.000,0.000
1827,705.724,17.313,13.951,6.328,0.133,13.337,0.000,0.481,0.000,0.000
1828,706.125,7.825,13.943,6.324,0.133,13.329,0.000,0.481,0.000,0.000
1829,706.527,8.764,13.935,6.321,0.133,13.321,0.000,0.481,0.000,0.000
1830,706.928,10.332,13.927,6.317,0.133,13.313,0.000,0.481,0.000,0.000
1831,707.329,20.785,13.919,6.313,0.133,13.306,0.000,0.480,0.000,0.000
1832,707.731,16.215,13.911,6.309,0.133,13.298,0.000,0.480,0.000,0.000
1833,708.132,15.658,13.903,6.306,0.132,13.291,0.000,0.480,0.000,0.000
1834,708.534,15.927,13.896,6.302,0.132,13.284,0.000,0.480,0.000,0.000
1835,708.935,11.805,13.889,6.298,0.132,13.277,0.000,0.479,0.000,0.000
1836,709.337,15.316,13.882,6.295,0.132,13.271,0.000,0.479,0.000,0.000
1837,709.738,5.200,13.875,6.291,0.132,13.264,0.000,0.479,0.000,0.000
1838,710.140,14.299,13.869,6.287,0.132,13.258,0.000,0.479,0.000,0.000
1839,710.541,10.572,13.863,6.283,0.132,13.252,0.000,0.479,0.000,0.000
1840,710.943,27.920,13.857,6.280,0.132,13.246,0.000,0.479,0.000,0.000
1841,711.344,19.748,13.851,6.276,0.132,13.241,0.000,0.478,0.000,0.000
1842,711.746,18.271,13.845,6.272,0.132,13.236,0.000,0.478,0.000,0.000
1843,712.148,16.413,13.840,6.268,0.131,13.231,0.000,0.478,0.000,0.000
1844,712.549,18.171,13.835,6.265,0.131,13.226,0.000,0.478,0.000,0.000
1845,712.951,20.116,13.831,6.261,0.131,13.222,0.000,0.478,0.000,0.000
1846,713.352,21.631,13.827,6.257,0.131,13.218,0.000,0.478,0.000,0.000
1847,713.754,11.983,13.823,6.253,0.131,13.214,0.000,0.478,0.000,0.000
1848,714.156,20.322,13.819,6.250,0.131,13.211,0.000,0.477,0.000,0.000
1849,714.557,10.448,13.816,6.246,0.131,13.208,0.000,0.477,0.000,0.000
1850,714.959,10.127,13.813,6.242,0.131,13.205,0.000,0.477,0.000,0.000
1851,715.361,12.177,13.811,6.239,0.131,13.203,0.000,0.477,0.000,0.000
1852,715.762,10.436,13.809,6.235,0.131,13.201,0.000,0.477,0.000,0.000
1853,716.164,18.006,13.807,6.231,0.131,13.199,0.000,0.477,0.000,0.000
1854,716.566,19.025,13.806,6.227,0.131,13.198,0.000,0.477,0.000,0.000
1855,716.967,16.079,13.806,6.224,0.131,13.198,0.000,0.477,0.000,0.000
1856,717.369,26.151,13.806,6.220,0.131,13.198,0.000,0.477,0.000,0.000
1857,717.771,14.791,13.806,6.216,0.131,13.198,0.000,0.477,0.000,0.000
1858,718.173,23.121,13.807,6.212,0.131,13.199,0.000,0.477,0.000,0.000
1859,718.574,18.691,13.809,6.209,0.131,13.200,0.000,0.477,0.000,0.000
1860,718.976,25.941,13.811,6.205,0.131,13.202,0.000,0.477,0.000,0.000
1861,719.378,22.586,13.813,6.201,0.132,13.205,0.000,0.477,0.000,0.000
1862,719.780,20.216,13.817,6.197,0.132,13.208,0.000,0.477,0.000,0.000
1863,720.181,15.521,13.821,6.194,0.132,13.212,0.000,0.477,0.000,0.000
1864,720.583,19.035,13.825,6.190,0.132,13.216,0.000,0.477,0.000,0.000
1865,720.985,10.969,13.830,6.186,0.132,13.221,0.000,0.477,0.000,0.000
1866,721.387,15.592,13.836,6.183,0.132,13.227,0.000,0.477,0.000,0.000
1867,721.789,13.856,13.843,6.179,0.133,13.233,0.000,0.477,0.000,0.000
1868,722.191,12.204,13.850,6.175,0.133,13.240,0.000,0.477,0.000,0.000
1869,722.592,10.609,13.858,6.171,0.133,13.248,0.000,0.477,0.000,0.000
1870,722.994,8.666,13.867,6.168,0.133,13.257,0.000,0.477,0.000,0.000
1871,723.396,27.011,13.877,6.164,0.134,13.266,0.000,0.477,0.000,0.000
1872,723.798,17.100,13.887,6.160,0.134,13.276,0.000,0.477,0.000,0.000
1873,724.200,15.196,13.899,6.156,0.134,13.287,0.000,0.478,0.000,0.000
1874,724.602,17.313,13.911,6.153,0.135,13.299,0.000,0.478,0.000,0.000
1875,725.004,11.495,13.924,6.149,0.135,13.311,0.000,0.478,0.000,0.000
1876,725.406,20.246,13.938,6.145,0.135,13.324,0.000,0.478,0.000,0.000
1877,725.808,18.270,13.953,6.141,0.136,13.339,0.000,0.478,0.000,0.000
1878,726.210,11.905,13.969,6.138,0.136,13.354,0.000,0.478,0.000,0.000
1879,726.612,15.916,13.985,6.134,0.137,13.370,0.000,0.479,0.000,0.000
1880,727.014,21.948,14.003,6.130,0.138,13.387,0.000,0.479,0.000,0.000
1881,727.416,15.317,14.022,6.126,0.138,13.404,0.000,0.479,0.000,0.000
1882,727.818,0.926,14.041,6.123,0.139,13.423,0.000,0.479,0.000,0.000
1883,728.220,15.001,14.062,6.119,0.140,13.443,0.000,0.479,0.000,0.000
1884,728.622,27.213,14.083,6.115,0.140,13.463,0.000,0.480,0.000,0.000
1885,729.024,11.654,14.106,6.112,0.141,13.485,0.000,0.480,0.000,0.000
1886,729.426,13.101,14.130,6.108,0.142,13.507,0.000,0.480,0.000,0.000
1887,729.828,18.203,14.154,6.104,0.143,13.531,0.000,0.481,0.000,0.000
1888,730.230,10.090,14.180,6.100,0.144,13.556,0.000,0.481,0.000,0.000
1889,730.632,15.406,14.207,6.097,0.145,13.581,0.000,0.481,0.000,0.000
1890,731.034,21.877,14.235,6.093,0.146,13.608,0.000,0.481,0.000,0.000
1891,731.436,20.770,14.264,6.089,0.147,13.635,0.000,0.482,0.000,0.000
1892,731.838,9.771,14.294,6.085,0.148,13.664,0.000,0.482,0.000,0.000
1893,732.241,11.832,14.326,6.082,0.150,13.693,0.000,0.483,0.000,0.000
1894,732.643,16.093,14.358,6.078,0.151,13.724,0.000,0.483,0.000,0.000
1895,733.045,14.444,14.391,6.074,0.152,13.756,0.000,0.483,0.000,0.000
1896,733.447,25.811,14.426,6.070,0.154,13.789,0.000,0.484,0.000,0.000
1897,733.849,14.605,14.462,6.067,0.155,13.822,0.000,0.484,0.000,0.000
1898,734.251,20.559,14.499,6.063,0.157,13.857,0.000,0.485,0.000,0.000
1899,734.654,29.280,14.537,6.059,0.159,13.893,0.000,0.485,0.000,0.000
1900,735.056,6.070,14.576,6.056,0.161,13.930,0.000,0.485,0.000,0.000
1901,735.458,19.009,14.616,6.052,0.162,13.968,0.000,0.486,0.000,0.000
1902,735.860,11.809,14.657,6.048,0.164,14.006,0.000,0.486,0.000,0.000
1903,736.263,19.363,14.700,6.044,0.167,14.046,0.000,0.487,0.000,0.000
1904,736.665,20.755,14.743,6.041,0.169,14.087,0.000,0.487,0.000,0.000
1905,737.067,4.888,14.788,6.037,0.171,14.129,0.000,0.488,0.000,0.000
1906,737.469,4.368,14.831,6.030,0.173,14.169,0.000,0.488,0.000,0.000
1907,737.872,9.547,14.875,6.024,0.176,14.210,0.000,0.489,0.000,0.000
1908,738.274,17.366,14.920,6.017,0.179,14.252,0.000,0.489,0.000,0.000
1909,738.676,15.566,14.966,6.011,0.181,14.295,0.000,0.490,0.000,0.000
1910,739.079,15.804,15.013,6.004,0.184,14.339,0.000,0.490,0.000,0.000
1911,739.481,21.712,15.061,5.998,0.187,14.384,0.000,0.490,0.000,0.000
1912,739.883,17.637,15.111,5.991,0.190,14.430,0.000,0.491,0.000,0.000
1913,740.286,9.877,15.161,5.985,0.193,14.476,0.000,0.491,0.000,0.000
1914,740.688,17.758,15.212,5.978,0.197,14.523,0.000,0.492,0.000,0.000
1915,741.090,6.065,15.264,5.971,0.200,14.571,0.000,0.492,0.000,0.000
1916,741.493,11.858,15.317,5.965,0.204,14.620,0.000,0.493,0.000,0.000
1917,741.895,5.632,15.371,5.958,0.208,14.670,0.000,0.493,0.000,0.000
1918,742.297,17.020,15.425,5.952,0.212,14.720,0.000,0.494,0.000,0.000
1919,742.700,14.401,15.481,5.945,0.216,14.771,0.000,0.494,0.000,0.000
1920,743.102,15.695,15.537,5.939,0.220,14.822,0.000,0.495,0.000,0.000
1921,743.505,21.970,15.594,5.932,0.225,14.874,0.000,0.495,0.000,0.000
1922,743.907,14.973,15.652,5.926,0.229,14.927,0.000,0.496,0.000,0.000
1923,744.310,15.633,15.710,5.919,0.234,14.980,0.000,0.496,0.000,0.000
1924,744.712,18.527,15.770,5.913,0.239,15.034,0.000,0.497,0.000,0.000
1925,745.115,19.763,15.829,5.906,0.244,15.088,0.000,0.497,0.000,0.000
1926,745.517,11.382,15.889,5.900,0.250,15.142,0.000,0.498,0.000,0.000
1927,745.920,9.236,15.950,5.893,0.255,15.197,0.000,0.498,0.000,0.000
1928,746.322,17.683,16.011,5.886,0.261,15.252,0.000,0.499,0.000,0.000
1929,746.725,20.586,16.073,5.880,0.267,15.307,0.000,0.499,0.000,0.000
1930,747.127,10.307,16.135,5.873,0.273,15.362,0.000,0.500,0.000,0.000
1931,747.530,12.488,16.197,5.867,0.279,15.418,0.000,0.500,0.000,0.000
1932,747.932,10.691,16.260,5.860,0.286,15.473,0.000,0.501,0.000,0.000
1933,748.335,12.239,16.322,5.854,0.293,15.529,0.000,0.501,0.000,0.000
1934,748.737,3.735,16.385,5.847,0.300,15.584,0.000,0.502,0.000,0.000
1935,749.140,13.332,16.448,5.841,0.307,15.639,0.000,0.502,0.000,0.000
1936,749.543,20.042,16.511,5.834,0.314,15.694,0.000,0.503,0.000,0.000
1937,749.945,13.297,16.574,5.828,0.322,15.749,0.000,0.503,0.000,0.000
1938,750.348,12.539,16.637,5.821,0.329,15.804,0.000,0.504,0.000,0.000
1939,750.750,9.825,16.700,5.815,0.337,15.858,0.000,0.504,0.000,0.000
1940,751.153,12.016,16.763,5.808,0.346,15.912,0.000,0.505,0.000,0.000
1941,751.556,26.198,16.825,5.801,0.354,15.966,0.000,0.505,0.000,0.000
1942,751.958,17.880,16.887,5.795,0.363,16.019,0.000,0.506,0.000,0.000
1943,752.361,15.304,16.949,5.788,0.372,16.071,0.000,0.506,0.000,0.000
1944,752.764,18.690,17.010,5.782,0.381,16.122,0.000,0.506,0.000,0.000
1945,753.167,24.406,17.070,5.775,0.390,16.173,0.000,0.507,0.000,0.000
1946,753.569,19.305,17.130,5.769,0.400,16.223,0.000,0.507,0.000,0.000
1947,753.972,18.835,17.190,5.762,0.410,16.273,0.000,0.507,0.000,0.000
1948,754.375,19.926,17.248,5.756,0.420,16.321,0.000,0.508,0.000,0.000
1949,754.777,20.176,17.306,5.749,0.430,16.368,0.000,0.508,0.000,0.000
1950,755.180,17.953,17.363,5.743,0.440,16.415,0.000,0.508,0.000,0.000
1951,755.583,20.695,17.419,5.736,0.451,16.460,0.000,0.509,0.000,0.000
1952,755.986,13.545,17.475,5.730,0.462,16.504,0.000,0.509,0.000,0.000
1953,756.389,12.219,17.529,5.723,0.473,16.547,0.000,0.509,0.000,0.000
1954,756.791,11.130,17.582,5.716,0.484,16.588,0.000,0.510,0.000,0.000
1955,757.194,16.965,17.634,5.710,0.496,16.628,0.000,0.510,0.000,0.000
1956,757.597,12.378,17.684,5.703,0.507,16.667,0.000,0.510,0.000,0.000
1957,758.000,14.760,17.733,5.697,0.519,16.704,0.000,0.510,0.000,0.000
1958,758.403,14.406,17.781,5.690,0.531,16.740,0.000,0.510,0.000,0.000
1959,758.805,14.267,17.828,5.684,0.543,16.774,0.000,0.510,0.000,0.000
1960,759.208,19.558,17.873,5.677,0.556,16.807,0.000,0.511,0.000,0.000
1961,759.611,16.651,17.917,5.671,0.568,16.838,0.000,0.511,0.000,0.000
1962,760.014,15.322,17.959,5.664,0.581,16.867,0.000,0.511,0.000,0.000
1963,760.417,11.539,17.999,5.658,0.594,16.894,0.000,0.511,0.000,0.000
1964,760.820,10.671,18.038,5.651,0.607,16.920,0.000,0.511,0.000,0.000
1965,761.223,24.314,18.075,5.644,0.620,16.944,0.000,0.511,0.000,0.000
1966,761.626,14.841,18.110,5.638,0.634,16.966,0.000,0.511,0.000,0.000
1967,762.029,11.865,18.143,5.631,0.647,16.986,0.000,0.511,0.000,0.000
1968,762.432,18.253,18.175,5.625,0.661,17.004,0.000,0.510,0.000,0.000
1969,762.835,25.973,18.204,5.618,0.674,17.020,0.000,0.510,0.000,0.000
1970,763.238,12.433,18.232,5.612,0.688,17.034,0.000,0.510,0.000,0.000
1971,763.641,16.267,18.258,5.605,0.702,17.046,0.000,0.510,0.000,0.000
1972,764.044,15.475,18.282,5.599,0.716,17.056,0.000,0.510,0.000,0.000
1973,764.447,8.149,18.303,5.592,0.730,17.064,0.000,0.510,0.000,0.000
1974,764.850,20.113,18.323,5.586,0.744,17.070,0.000,0.509,0.000,0.000
1975,765.253,22.254,18.340,5.579,0.758,17.073,0.000,0.509,0.000,0.000
1976,765.656,15.371,18.356,5.573,0.772,17.075,0.000,0.509,0.000,0.000
1977,766.059,20.678,18.369,5.566,0.786,17.074,0.000,0.508,0.000,0.000
1978,766.462,7.082,18.380,5.559,0.800,17.072,0.000,0.508,0.000,0.000
1979,766.865,18.800,18.389,5.553,0.814,17.067,0.000,0.508,0.000,0.000
1980,767.268,12.258,18.396,5.546,0.829,17.060,0.000,0.507,0.000,0.000
1981,767.671,29.851,18.400,5.540,0.843,17.051,0.000,0.507,0.000,0.000
1982,768.074,12.737,18.403,5.533,0.857,17.040,0.000,0.506,0.000,0.000
1983,768.477,23.117,18.403,5.527,0.871,17.026,0.000,0.506,0.000,0.000
1984,768.880,16.889,18.401,5.520,0.884,17.011,0.000,0.505,0.000,0.000
1985,769.283,23.644,18.396,5.514,0.898,16.994,0.000,0.505,0.000,0.000
1986,769.687,22.677,18.390,5.507,0.912,16.974,0.000,0.504,0.000,0.000
1987,770.090,33.312,18.381,5.501,0.925,16.953,0.000,0.503,0.000,0.000
1988,770.493,20.265,18.371,5.494,0.939,16.929,0.000,0.503,0.000,0.000
1989,770.896,13.517,18.358,5.488,0.952,16.904,0.000,0.502,0.000,0.000
1990,771.299,23.033,18.343,5.481,0.965,16.876,0.000,0.502,0.000,0.000
1991,771.702,17.716,18.326,5.474,0.978,16.847,0.000,0.501,0.000,0.000
1992,772.106,11.793,18.307,5.468,0.991,16.815,0.000,0.500,0.000,0.000
1993,772.509,20.543,18.285,5.461,1.004,16.782,0.000,0.499,0.000,0.000
1994,772.912,9.267,18.262,5.455,1.016,16.748,0.000,0.499,0.000,0.000
1995,773.315,12.420,18.237,5.448,1.028,16.711,0.000,0.498,0.000,0.000
1996,773.719,17.952,18.210,5.442,1.040,16.673,0.000,0.497,0.000,0.000
1997,774.122,23.747,18.180,5.435,1.051,16.633,0.000,0.496,0.000,0.000
1998,774.525,28.365,18.149,5.429,1.063,16.591,0.000,0.496,0.000,0.000
1999,774.928,11.963,18.116,5.422,1.074,16.548,0.000,0.495,0.000,0.000
2000,775.332,21.837,18.082,5.416,1.085,16.503,0.000,0.494,0.000,0.000
2001,775.735,15.849,18.045,5.409,1.095,16.457,0.000,0.493,0.000,0.000
2002,776.138,22.425,18.007,5.403,1.105,16.410,0.000,0.492,0.000,0.000
2003,776.542,14.278,17.967,5.396,1.115,16.361,0.000,0.491,0.000,0.000
2004,776.945,33.394,17.926,5.389,1.124,16.311,0.000,0.490,0.000,0.000
2005,777.348,19.510,17.883,5.383,1.133,16.260,0.000,0.489,0.000,0.000
2006,777.752,17.986,17.838,5.376,1.142,16.208,0.000,0.489,0.000,0.000
2007,778.155,25.035,17.792,5.370,1.150,16.154,0.000,0.488,0.000,0.000
2008,778.558,24.113,17.745,5.363,1.158,16.100,0.000,0.487,0.000,0.000
2009,778.962,10.330,17.696,5.357,1.165,16.045,0.000,0.486,0.000,0.000
2010,779.365,8.262,17.646,5.350,1.172,15.988,0.000,0.485,0.000,0.000
2011,779.769,30.021,17.594,5.344,1.179,15.931,0.000,0.484,0.000,0.000
2012,780.172,10.772,17.542,5.337,1.185,15.874,0.000,0.483,0.000,0.000
2013,780.575,8.903,17.488,5.331,1.191,15.815,0.000,0.482,0.000,0.000
2014,780.979,27.609,17.433,5.324,1.196,15.756,0.000,0.481,0.000,0.000
2015,781.382,12.302,17.377,5.318,1.201,15.696,0.000,0.480,0.000,0.000
2016,781.786,15.458,17.321,5.311,1.205,15.636,0.000,0.479,0.000,0.000
2017,782.189,10.688,17.263,5.304,1.209,15.575,0.000,0.478,0.000,0.000
2018,782.593,12.831,17.204,5.298,1.213,15.514,0.000,0.477,0.000,0.000
2019,782.996,16.464,17.145,5.291,1.216,15.453,0.000,0.476,0.000,0.000
2020,783.400,14.693,17.085,5.285,1.218,15.392,0.000,0.475,0.000,0.000
2021,783.803,11.456,17.025,5.278,1.220,15.330,0.000,0.474,0.000,0.000
2022,784.207,22.839,16.963,5.272,1.222,15.268,0.000,0.473,0.000,0.000
2023,784.610,15.415,16.902,5.265,1.223,15.206,0.000,0.472,0.000,0.000
2024,785.014,19.217,16.839,5.259,1.224,15.144,0.000,0.471,0.000,0.000
2025,785.418,11.573,16.776,5.252,1.224,15.082,0.000,0.470,0.000,0.000
2026,785.821,12.027,16.713,5.246,1.224,15.020,0.000,0.470,0.000,0.000
2027,786.225,23.063,16.650,5.239,1.223,14.959,0.000,0.469,0.000,0.000
2028,786.628,19.736,16.586,5.232,1.222,14.897,0.000,0.468,0.000,0.000
2029,787.032,9.890,16.522,5.226,1.220,14.836,0.000,0.467,0.000,0.000
2030,787.435,3.691,16.458,5.219,1.218,14.775,0.000,0.466,0.000,0.000
2031,787.839,9.741,16.394,5.213,1.215,14.714,0.000,0.465,0.000,0.000
2032,788.243,23.850,16.330,5.206,1.212,14.654,0.000,0.464,0.000,0.000
2033,788.646,14.128,16.265,5.200,1.208,14.594,0.000,0.463,0.000,0.000
2034,789.050,12.145,16.201,5.193,1.204,14.534,0.000,0.462,0.000,0.000
2035,789.454,18.161,16.137,5.187,1.200,14.475,0.000,0.462,0.000,0.000
2036,789.857,12.305,16.072,5.180,1.195,14.417,0.000,0.461,0.000,0.000
2037,790.261,25.500,16.008,5.174,1.190,14.359,0.000,0.460,0.000,0.000
2038,790.665,16.712,15.945,5.167,1.184,14.301,0.000,0.459,0.000,0.000
2039,791.068,13.191,15.881,5.161,1.178,14.244,0.000,0.458,0.000,0.000
2040,791.472,11.887,15.818,5.154,1.172,14.188,0.000,0.458,0.000,0.000
2041,791.876,11.677,15.754,5.147,1.165,14.132,0.000,0.457,0.000,0.000
2042,792.280,23.562,15.692,5.141,1.158,14.078,0.000,0.456,0.000,0.000
2043,792.683,11.931,15.629,5.134,1.151,14.023,0.000,0.455,0.000,0.000
2044,793.087,19.490,15.567,5.128,1.143,13.970,0.000,0.455,0.000,0.000
2045,793.491,10.258,15.505,5.121,1.135,13.917,0.000,0.454,0.000,0.000
2046,793.895,7.160,15.444,5.115,1.126,13.865,0.000,0.453,0.000,0.000
2047,794.299,16.418,15.384,5.108,1.118,13.813,0.000,0.453,0.000,0.000
2048,794.702,8.713,15.323,5.102,1.109,13.763,0.000,0.452,0.000,0.000
2049,795.106,18.682,15.264,5.095,1.099,13.713,0.000,0.451,0.000,0.000
2050,795.510,27.789,15.204,5.089,1.090,13.664,0.000,0.451,0.000,0.000
2051,795.914,9.546,15.146,5.082,1.080,13.615,0.000,0.450,0.000,0.000
2052,796.318,11.360,15.087,5.076,1.070,13.567,0.000,0.450,0.000,0.000
2053,796.722,12.775,15.030,5.069,1.060,13.521,0.000,0.449,0.000,0.000
2054,797.125,10.752,14.973,5.062,1.050,13.474,0.000,0.449,0.000,0.000
2055,797.529,17.409,14.917,5.056,1.040,13.429,0.000,0.448,0.000,0.000
2056,797.933,6.091,14.861,5.049,1.029,13.384,0.000,0.448,0.000,0.000
2057,798.337,11.923,14.806,5.043,1.018,13.340,0.000,0.447,0.000,0.000
2058,798.741,12.385,14.751,5.036,1.007,13.297,0.000,0.447,0.000,0.000
2059,799.145,10.775,14.697,5.030,0.997,13.254,0.000,0.446,0.000,0.000
2060,799.549,12.250,14.644,5.023,0.986,13.213,0.000,0.446,0.000,0.000
2061,799.953,6.654,14.592,5.017,0.974,13.171,0.000,0.446,0.000,0.000
2062,800.357,11.458,14.540,5.010,0.963,13.131,0.000,0.445,0.000,0.000
2063,800.761,21.001,14.489,5.004,0.952,13.091,0.000,0.445,0.000,0.000
2064,801.165,21.545,14.438,4.997,0.941,13.052,0.000,0.445,0.000,0.000
2065,801.569,25.684,14.388,4.991,0.930,13.014,0.000,0.445,0.000,0.000
2066,801.973,11.996,14.339,4.984,0.919,12.976,0.000,0.444,0.000,0.000
2067,802.377,17.463,14.290,4.977,0.908,12.938,0.000,0.444,0.000,0.000
2068,802.781,16.953,14.243,4.971,0.897,12.902,0.000,0.444,0.000,0.000
2069,803.185,12.453,14.195,4.964,0.886,12.866,0.000,0.444,0.000,0.000
2070,803.589,7.568,14.149,4.958,0.875,12.830,0.000,0.444,0.000,0.000
2071,803.993,9.071,14.103,4.951,0.864,12.795,0.000,0.444,0.000,0.000
2072,804.397,10.564,14.058,4.945,0.854,12.760,0.000,0.444,0.000,0.000
2073,804.801,12.125,14.013,4.938,0.843,12.726,0.000,0.444,0.000,0.000
2074,805.205,11.009,13.969,4.932,0.833,12.693,0.000,0.444,0.000,0.000
2075,805.609,8.853,13.926,4.925,0.822,12.660,0.000,0.444,0.000,0.000
2076,806.013,9.726,13.883,4.919,0.812,12.627,0.000,0.444,0.000,0.000
2077,806.417,3.916,13.841,4.912,0.802,12.595,0.000,0.444,0.000,0.000
2078,806.821,22.459,13.800,4.905,0.793,12.563,0.000,0.444,0.000,0.000
2079,807.226,22.131,13.759,4.899,0.783,12.532,0.000,0.444,0.000,0.000
2080,807.630,15.361,13.719,4.892,0.774,12.501,0.000,0.445,0.000,0.000
2081,808.034,6.053,13.680,4.886,0.765,12.470,0.000,0.445,0.000,0.000
2082,808.438,17.002,13.641,4.879,0.756,12.440,0.000,0.445,0.000,0.000
2083,808.842,11.112,13.603,4.873,0.747,12.410,0.000,0.446,0.000,0.000
2084,809.246,14.770,13.565,4.866,0.739,12.380,0.000,0.446,0.000,0.000
2085,809.651,7.046,13.528,4.860,0.731,12.351,0.000,0.446,0.000,0.000
2086,810.055,10.916,13.492,4.853,0.723,12.322,0.000,0.447,0.000,0.000
2087,810.459,19.771,13.456,4.847,0.715,12.293,0.000,0.447,0.000,0.000
2088,810.863,15.776,13.420,4.840,0.708,12.265,0.000,0.448,0.000,0.000
2089,811.267,21.238,13.386,4.834,0.701,12.236,0.000,0.449,0.000,0.000
2090,811.672,11.121,13.352,4.827,0.694,12.208,0.000,0.449,0.000,0.000
2091,812.076,11.739,13.318,4.820,0.687,12.180,0.000,0.450,0.000,0.000
2092,812.480,13.519,13.285,4.814,0.681,12.153,0.000,0.451,0.000,0.000
2093,812.884,14.176,13.252,4.807,0.675,12.125,0.000,0.451,0.000,0.000
2094,813.289,15.801,13.220,4.801,0.670,12.098,0.000,0.452,0.000,0.000
2095,813.693,22.031,13.189,4.794,0.664,12.071,0.000,0.453,0.000,0.000
2096,814.097,23.153,13.158,4.788,0.659,12.044,0.000,0.454,0.000,0.000
2097,814.502,19.533,13.127,4.781,0.654,12.018,0.000,0.455,0.000,0.000
2098,814.906,15.851,13.097,4.775,0.650,11.991,0.000,0.456,0.000,0.000
2099,815.310,17.729,13.068,4.768,0.646,11.965,0.000,0.457,0.000,0.000
2100,815.715,5.045,13.039,4.762,0.642,11.938,0.000,0.458,0.000,0.000
2101,816.119,16.992,13.010,4.755,0.638,11.912,0.000,0.460,0.000,0.000
2102,816.523,18.499,12.982,4.749,0.635,11.886,0.000,0.461,0.000,0.000
2103,816.928,17.079,12.955,4.742,0.632,11.861,0.000,0.462,0.000,0.000
2104,817.332,10.103,12.928,4.735,0.629,11.835,0.000,0.464,0.000,0.000
2105,817.737,12.340,12.901,4.729,0.627,11.809,0.000,0.465,0.000,0.000
2106,818.141,11.465,12.875,4.722,0.624,11.784,0.000,0.467,0.000,0.000
2107,818.545,19.404,12.849,4.716,0.623,11.759,0.000,0.468,0.000,0.000
2108,818.950,12.396,12.824,4.709,0.621,11.733,0.000,0.470,0.000,0.000
