spectrum,detector,chain,chain_present,k_fwhm,i_min_pct,set_lines,peaks_total,peaks_finder,peaks_library,anchors,finder_lost,strong_lines_found,strong_lines_total,strong_lines_found_finder_only,phantom_lines,decoy_lines,ms
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,0.50,23,28,17,11,1,1,20,20,12,15,20,1043
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,1.00,19,26,17,9,1,1,20,20,12,9,12,818
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,2.00,17,24,17,7,1,1,18,20,12,7,8,814
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,0.00,22,26,16,10,1,2,17,20,12,20,26,336
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,0.05,22,26,16,10,1,2,17,20,12,20,26,315
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,0.10,21,25,16,9,1,2,17,20,12,19,25,436
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,0.20,21,25,16,9,1,2,17,20,12,19,25,334
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,0.50,20,25,17,8,1,1,17,20,12,15,19,311
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,1.00,16,23,18,5,1,0,17,20,12,10,12,302
AS80_Th232WT20,AS80x80,Th-232,pos,1.00,2.00,14,21,18,3,1,0,15,20,12,7,8,321
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,0.00,19,24,16,8,1,2,17,20,12,16,21,364
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,0.05,19,24,16,8,1,2,17,20,12,15,20,344
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,0.10,18,23,16,7,1,2,17,20,12,15,20,288
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,0.20,18,23,16,7,1,2,17,20,12,15,20,362
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,0.50,15,21,17,4,1,1,15,20,12,13,17,307
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,1.00,12,21,18,3,1,0,15,20,12,9,11,328
AS80_Th232WT20,AS80x80,Th-232,pos,1.30,2.00,9,18,18,0,1,0,12,20,12,7,8,251
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,0.00,16,20,16,4,1,2,13,20,12,16,18,330
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,0.05,16,20,16,4,1,2,13,20,12,15,17,384
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,0.10,15,19,16,3,1,2,13,20,12,15,17,345
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,0.20,15,19,16,3,1,2,13,20,12,15,17,353
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,0.50,14,19,17,2,1,1,13,20,12,12,14,300
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,1.00,11,19,18,1,1,0,13,20,12,9,11,244
AS80_Th232WT20,AS80x80,Th-232,pos,1.60,2.00,9,18,18,0,1,0,12,20,12,7,8,261
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,0.00,13,19,17,2,1,1,12,20,12,12,14,288
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,0.05,13,19,17,2,1,1,12,20,12,12,14,318
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,0.10,12,18,17,1,1,1,12,20,12,12,14,266
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,0.20,12,18,17,1,1,1,12,20,12,11,13,275
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,0.50,12,18,17,1,1,1,12,20,12,10,12,329
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,1.00,10,18,18,0,1,0,12,20,12,6,8,315
AS80_Th232WT20,AS80x80,Th-232,pos,2.00,2.00,9,18,18,0,1,0,12,20,12,4,5,277
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,0.00,61,18,18,0,0,0,,,,0,46,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,0.05,35,18,18,0,0,0,,,,0,26,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,0.10,34,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,0.20,34,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,0.50,31,18,18,0,0,0,,,,0,22,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,1.00,27,18,18,0,0,0,,,,0,19,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.00,2.00,17,18,18,0,0,0,,,,0,14,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,0.00,46,18,18,0,0,0,,,,0,45,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,0.05,33,18,18,0,0,0,,,,0,26,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,0.10,32,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,0.20,32,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,0.50,29,18,18,0,0,0,,,,0,22,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,1.00,26,18,18,0,0,0,,,,0,19,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.30,2.00,17,18,18,0,0,0,,,,0,14,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,0.00,36,18,18,0,0,0,,,,0,45,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,0.05,29,18,18,0,0,0,,,,0,26,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,0.10,28,18,18,0,0,0,,,,0,25,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,0.20,28,18,18,0,0,0,,,,0,25,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,0.50,25,18,18,0,0,0,,,,0,22,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,1.00,22,18,18,0,0,0,,,,0,19,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.50,2.00,15,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,0.00,31,18,18,0,0,0,,,,0,35,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,0.05,23,18,18,0,0,0,,,,0,25,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,0.10,23,18,18,0,0,0,,,,0,24,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,0.20,23,18,18,0,0,0,,,,0,24,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,0.50,21,18,18,0,0,0,,,,0,21,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,1.00,19,18,18,0,0,0,,,,0,18,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.70,2.00,15,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,0.00,26,18,18,0,0,0,,,,0,30,3
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,0.05,22,18,18,0,0,0,,,,0,23,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,0.10,22,18,18,0,0,0,,,,0,22,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,0.20,22,18,18,0,0,0,,,,0,22,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,0.50,21,18,18,0,0,0,,,,0,19,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,1.00,19,18,18,0,0,0,,,,0,17,4
AS80_Th232WT20,AS80x80,Ra-226,bg,0.85,2.00,15,18,18,0,0,0,,,,0,13,5
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,0.00,21,18,18,0,0,0,,,,0,27,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,0.05,19,18,18,0,0,0,,,,0,21,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,0.10,19,18,18,0,0,0,,,,0,20,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,0.20,19,18,18,0,0,0,,,,0,20,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,0.50,18,18,18,0,0,0,,,,0,18,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,1.00,17,18,18,0,0,0,,,,0,16,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.00,2.00,14,18,18,0,0,0,,,,0,13,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,0.00,19,18,18,0,0,0,,,,0,22,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,0.05,16,18,18,0,0,0,,,,0,17,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,0.10,16,18,18,0,0,0,,,,0,17,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,0.20,16,18,18,0,0,0,,,,0,17,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,0.50,15,18,18,0,0,0,,,,0,16,4
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,1.00,15,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.30,2.00,14,18,18,0,0,0,,,,0,11,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,0.00,18,18,18,0,0,0,,,,0,19,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,0.05,16,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,0.10,16,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,0.20,16,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,0.50,15,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,1.00,15,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,Ra-226,bg,1.60,2.00,14,18,18,0,0,0,,,,0,10,2
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,0.00,16,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,0.05,14,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,0.10,14,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,0.20,14,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,0.50,13,18,18,0,0,0,,,,0,11,3
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,1.00,12,18,18,0,0,0,,,,0,11,3
AS80_Th232WT20,AS80x80,Ra-226,bg,2.00,2.00,11,18,18,0,0,0,,,,0,9,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,0.00,91,18,18,0,0,0,,,,0,57,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,0.05,48,18,18,0,0,0,,,,0,30,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,0.10,43,18,18,0,0,0,,,,0,27,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,0.20,41,18,18,0,0,0,,,,0,26,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,0.50,35,18,18,0,0,0,,,,0,21,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,1.00,31,18,18,0,0,0,,,,0,20,3
AS80_Th232WT20,AS80x80,U-238,bg,0.00,2.00,21,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,0.00,54,18,18,0,0,0,,,,0,56,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,0.05,39,18,18,0,0,0,,,,0,29,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,0.10,37,18,18,0,0,0,,,,0,26,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,0.20,36,18,18,0,0,0,,,,0,25,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,0.50,32,18,18,0,0,0,,,,0,21,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,1.00,29,18,18,0,0,0,,,,0,20,3
AS80_Th232WT20,AS80x80,U-238,bg,0.30,2.00,20,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,U-238,bg,0.50,0.00,44,18,18,0,0,0,,,,0,56,3
AS80_Th232WT20,AS80x80,U-238,bg,0.50,0.05,34,18,18,0,0,0,,,,0,29,3
AS80_Th232WT20,AS80x80,U-238,bg,0.50,0.10,32,18,18,0,0,0,,,,0,26,3
AS80_Th232WT20,AS80x80,U-238,bg,0.50,0.20,32,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,U-238,bg,0.50,0.50,28,18,18,0,0,0,,,,0,21,4
AS80_Th232WT20,AS80x80,U-238,bg,0.50,1.00,25,18,18,0,0,0,,,,0,20,3
AS80_Th232WT20,AS80x80,U-238,bg,0.50,2.00,18,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,U-238,bg,0.70,0.00,35,18,18,0,0,0,,,,0,40,3
AS80_Th232WT20,AS80x80,U-238,bg,0.70,0.05,27,18,18,0,0,0,,,,0,25,3
AS80_Th232WT20,AS80x80,U-238,bg,0.70,0.10,27,18,18,0,0,0,,,,0,23,2
AS80_Th232WT20,AS80x80,U-238,bg,0.70,0.20,27,18,18,0,0,0,,,,0,22,3
AS80_Th232WT20,AS80x80,U-238,bg,0.70,0.50,24,18,18,0,0,0,,,,0,20,3
AS80_Th232WT20,AS80x80,U-238,bg,0.70,1.00,22,18,18,0,0,0,,,,0,19,3
AS80_Th232WT20,AS80x80,U-238,bg,0.70,2.00,18,18,18,0,0,0,,,,0,13,4
AS80_Th232WT20,AS80x80,U-238,bg,0.85,0.00,30,18,18,0,0,0,,,,0,33,4
AS80_Th232WT20,AS80x80,U-238,bg,0.85,0.05,26,18,18,0,0,0,,,,0,23,4
AS80_Th232WT20,AS80x80,U-238,bg,0.85,0.10,26,18,18,0,0,0,,,,0,21,4
AS80_Th232WT20,AS80x80,U-238,bg,0.85,0.20,26,18,18,0,0,0,,,,0,20,5
AS80_Th232WT20,AS80x80,U-238,bg,0.85,0.50,24,18,18,0,0,0,,,,0,18,3
AS80_Th232WT20,AS80x80,U-238,bg,0.85,1.00,22,18,18,0,0,0,,,,0,17,3
AS80_Th232WT20,AS80x80,U-238,bg,0.85,2.00,18,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-238,bg,1.00,0.00,26,18,18,0,0,0,,,,0,28,3
AS80_Th232WT20,AS80x80,U-238,bg,1.00,0.05,22,18,18,0,0,0,,,,0,21,3
AS80_Th232WT20,AS80x80,U-238,bg,1.00,0.10,22,18,18,0,0,0,,,,0,20,3
AS80_Th232WT20,AS80x80,U-238,bg,1.00,0.20,22,18,18,0,0,0,,,,0,20,3
AS80_Th232WT20,AS80x80,U-238,bg,1.00,0.50,21,18,18,0,0,0,,,,0,18,4
AS80_Th232WT20,AS80x80,U-238,bg,1.00,1.00,20,18,18,0,0,0,,,,0,17,4
AS80_Th232WT20,AS80x80,U-238,bg,1.00,2.00,17,18,18,0,0,0,,,,0,12,4
AS80_Th232WT20,AS80x80,U-238,bg,1.30,0.00,23,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,U-238,bg,1.30,0.05,18,18,18,0,0,0,,,,0,20,4
AS80_Th232WT20,AS80x80,U-238,bg,1.30,0.10,18,18,18,0,0,0,,,,0,20,4
AS80_Th232WT20,AS80x80,U-238,bg,1.30,0.20,18,18,18,0,0,0,,,,0,20,5
AS80_Th232WT20,AS80x80,U-238,bg,1.30,0.50,16,18,18,0,0,0,,,,0,18,3
AS80_Th232WT20,AS80x80,U-238,bg,1.30,1.00,16,18,18,0,0,0,,,,0,17,4
AS80_Th232WT20,AS80x80,U-238,bg,1.30,2.00,15,18,18,0,0,0,,,,0,12,4
AS80_Th232WT20,AS80x80,U-238,bg,1.60,0.00,19,18,18,0,0,0,,,,0,19,4
AS80_Th232WT20,AS80x80,U-238,bg,1.60,0.05,17,18,18,0,0,0,,,,0,16,4
AS80_Th232WT20,AS80x80,U-238,bg,1.60,0.10,17,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,U-238,bg,1.60,0.20,17,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,U-238,bg,1.60,0.50,16,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,U-238,bg,1.60,1.00,16,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,U-238,bg,1.60,2.00,15,18,18,0,0,0,,,,0,11,3
AS80_Th232WT20,AS80x80,U-238,bg,2.00,0.00,16,18,18,0,0,0,,,,0,16,3
AS80_Th232WT20,AS80x80,U-238,bg,2.00,0.05,15,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,U-238,bg,2.00,0.10,15,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-238,bg,2.00,0.20,15,18,18,0,0,0,,,,0,12,18
AS80_Th232WT20,AS80x80,U-238,bg,2.00,0.50,14,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-238,bg,2.00,1.00,13,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-238,bg,2.00,2.00,12,18,18,0,0,0,,,,0,9,3
AS80_Th232WT20,AS80x80,U-235,bg,0.00,0.00,110,18,18,0,0,0,,,,0,34,3
AS80_Th232WT20,AS80x80,U-235,bg,0.00,0.05,81,18,18,0,0,0,,,,0,26,3
AS80_Th232WT20,AS80x80,U-235,bg,0.00,0.10,79,18,18,0,0,0,,,,0,26,3
AS80_Th232WT20,AS80x80,U-235,bg,0.00,0.20,63,18,18,0,0,0,,,,0,20,5
AS80_Th232WT20,AS80x80,U-235,bg,0.00,0.50,45,18,18,0,0,0,,,,0,13,3
AS80_Th232WT20,AS80x80,U-235,bg,0.00,1.00,36,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,0.00,2.00,22,18,18,0,0,0,,,,0,6,3
AS80_Th232WT20,AS80x80,U-235,bg,0.30,0.00,38,18,18,0,0,0,,,,0,33,3
AS80_Th232WT20,AS80x80,U-235,bg,0.30,0.05,35,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,U-235,bg,0.30,0.10,34,18,18,0,0,0,,,,0,25,3
AS80_Th232WT20,AS80x80,U-235,bg,0.30,0.20,32,18,18,0,0,0,,,,0,19,3
AS80_Th232WT20,AS80x80,U-235,bg,0.30,0.50,25,18,18,0,0,0,,,,0,13,3
AS80_Th232WT20,AS80x80,U-235,bg,0.30,1.00,22,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,0.30,2.00,16,18,18,0,0,0,,,,0,6,4
AS80_Th232WT20,AS80x80,U-235,bg,0.50,0.00,26,18,18,0,0,0,,,,0,33,4
AS80_Th232WT20,AS80x80,U-235,bg,0.50,0.05,24,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,U-235,bg,0.50,0.10,24,18,18,0,0,0,,,,0,25,4
AS80_Th232WT20,AS80x80,U-235,bg,0.50,0.20,23,18,18,0,0,0,,,,0,19,4
AS80_Th232WT20,AS80x80,U-235,bg,0.50,0.50,18,18,18,0,0,0,,,,0,13,4
AS80_Th232WT20,AS80x80,U-235,bg,0.50,1.00,17,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,0.50,2.00,13,18,18,0,0,0,,,,0,6,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,0.00,22,18,18,0,0,0,,,,0,28,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,0.05,20,18,18,0,0,0,,,,0,22,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,0.10,20,18,18,0,0,0,,,,0,22,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,0.20,18,18,18,0,0,0,,,,0,17,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,0.50,16,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,1.00,15,18,18,0,0,0,,,,0,9,3
AS80_Th232WT20,AS80x80,U-235,bg,0.70,2.00,12,18,18,0,0,0,,,,0,5,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,0.00,19,18,18,0,0,0,,,,0,23,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,0.05,18,18,18,0,0,0,,,,0,18,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,0.10,17,18,18,0,0,0,,,,0,18,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,0.20,16,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,0.50,14,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,1.00,13,18,18,0,0,0,,,,0,9,3
AS80_Th232WT20,AS80x80,U-235,bg,0.85,2.00,10,18,18,0,0,0,,,,0,5,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,0.00,17,18,18,0,0,0,,,,0,22,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,0.05,16,18,18,0,0,0,,,,0,17,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,0.10,16,18,18,0,0,0,,,,0,17,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,0.20,15,18,18,0,0,0,,,,0,14,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,0.50,13,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,1.00,12,18,18,0,0,0,,,,0,9,3
AS80_Th232WT20,AS80x80,U-235,bg,1.00,2.00,9,18,18,0,0,0,,,,0,5,3
AS80_Th232WT20,AS80x80,U-235,bg,1.30,0.00,12,18,18,0,0,0,,,,0,15,3
AS80_Th232WT20,AS80x80,U-235,bg,1.30,0.05,11,18,18,0,0,0,,,,0,13,4
AS80_Th232WT20,AS80x80,U-235,bg,1.30,0.10,11,18,18,0,0,0,,,,0,13,3
AS80_Th232WT20,AS80x80,U-235,bg,1.30,0.20,10,18,18,0,0,0,,,,0,11,3
AS80_Th232WT20,AS80x80,U-235,bg,1.30,0.50,9,18,18,0,0,0,,,,0,7,3
AS80_Th232WT20,AS80x80,U-235,bg,1.30,1.00,8,18,18,0,0,0,,,,0,6,3
AS80_Th232WT20,AS80x80,U-235,bg,1.30,2.00,8,18,18,0,0,0,,,,0,5,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,0.00,11,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,0.05,10,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,0.10,10,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,0.20,9,18,18,0,0,0,,,,0,8,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,0.50,8,18,18,0,0,0,,,,0,6,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,1.00,8,18,18,0,0,0,,,,0,5,3
AS80_Th232WT20,AS80x80,U-235,bg,1.60,2.00,7,18,18,0,0,0,,,,0,4,3
AS80_Th232WT20,AS80x80,U-235,bg,2.00,0.00,10,18,18,0,0,0,,,,0,12,3
AS80_Th232WT20,AS80x80,U-235,bg,2.00,0.05,9,18,18,0,0,0,,,,0,10,3
AS80_Th232WT20,AS80x80,U-235,bg,2.00,0.10,9,18,18,0,0,0,,,,0,10,4
AS80_Th232WT20,AS80x80,U-235,bg,2.00,0.20,8,18,18,0,0,0,,,,0,8,4
AS80_Th232WT20,AS80x80,U-235,bg,2.00,0.50,7,18,18,0,0,0,,,,0,6,4
AS80_Th232WT20,AS80x80,U-235,bg,2.00,1.00,7,18,18,0,0,0,,,,0,5,3
AS80_Th232WT20,AS80x80,U-235,bg,2.00,2.00,5,18,18,0,0,0,,,,0,4,4
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,0.00,69,56,10,46,1,8,20,20,10,34,48,1858
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,0.05,66,55,10,45,1,8,20,20,10,33,45,2214
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,0.10,65,55,11,44,1,7,20,20,10,32,44,2046
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,0.20,60,53,11,42,1,7,20,20,10,26,40,2431
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,0.50,44,47,12,35,1,6,20,20,10,18,29,1908
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,1.00,30,38,14,24,1,4,20,20,10,10,17,693
AS80_Th232_v2,AS80x80,Th-232,pos,0.00,2.00,21,29,16,13,1,2,17,20,10,6,9,422
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,0.00,40,39,13,26,1,5,20,20,10,34,48,1773
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,0.05,39,38,13,25,1,5,20,20,10,33,45,2052
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,0.10,38,38,14,24,1,4,20,20,10,32,44,2004
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,0.20,37,37,14,23,1,4,20,20,10,26,40,1699
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,0.50,31,35,15,20,1,3,20,20,10,18,29,1366
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,1.00,24,32,16,16,1,2,20,20,10,10,17,745
AS80_Th232_v2,AS80x80,Th-232,pos,0.30,2.00,17,25,18,7,1,0,17,20,10,6,9,335
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,0.00,32,36,14,22,1,4,20,20,10,34,48,773
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,0.05,31,35,14,21,1,4,20,20,10,33,45,843
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,0.10,30,35,15,20,1,3,20,20,10,32,44,776
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,0.20,29,35,15,20,1,3,20,20,10,26,40,710
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,0.50,28,34,15,19,1,3,20,20,10,18,29,667
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,1.00,22,30,16,14,1,2,20,20,10,10,17,779
AS80_Th232_v2,AS80x80,Th-232,pos,0.50,2.00,17,25,18,7,1,0,17,20,10,6,9,295
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,0.00,27,31,17,14,1,1,20,20,10,27,33,607
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,0.05,27,31,17,14,1,1,20,20,10,26,32,603
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,0.10,26,31,18,13,1,0,20,20,10,25,31,582
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,0.20,25,31,18,13,1,0,20,20,10,25,31,460
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,0.50,24,30,18,12,1,0,20,20,10,20,24,414
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,1.00,20,28,18,10,1,0,20,20,10,8,12,382
AS80_Th232_v2,AS80x80,Th-232,pos,0.70,2.00,17,25,18,7,1,0,17,20,10,7,8,308
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,0.00,25,30,17,13,1,1,19,20,10,20,27,430
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,0.05,25,30,17,13,1,1,19,20,10,20,27,361
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,0.10,24,30,18,12,1,0,19,20,10,19,26,295
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,0.20,24,30,18,12,1,0,19,20,10,19,26,272
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,0.50,23,29,18,11,1,0,19,20,10,15,20,359
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,1.00,19,27,18,9,1,0,19,20,10,8,12,315
