ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Th-228,Bi-212,Rn-220
3050,1134.341,798.300,798.300,606.178,321.889,443.427,127.904,0.000,0.000,0.000,34.847,0.000
3051,1134.740,742.915,742.915,605.411,321.745,442.989,127.800,0.000,0.000,0.000,34.623,0.000
3052,1135.139,766.163,766.163,604.636,321.601,442.545,127.691,0.000,0.000,0.000,34.399,0.000
3053,1135.538,809.982,809.982,603.852,321.457,442.096,127.580,0.000,0.000,0.000,34.177,0.000
3054,1135.937,766.934,766.934,603.061,321.312,441.642,127.464,0.000,0.000,0.000,33.955,0.000
3055,1136.336,746.610,746.610,602.262,321.168,441.182,127.346,0.000,0.000,0.000,33.734,0.000
3056,1136.736,776.935,776.935,601.455,321.024,440.718,127.223,0.000,0.000,0.000,33.514,0.000
3057,1137.135,705.182,705.182,600.640,320.880,440.249,127.097,0.000,0.000,0.000,33.294,0.000
3058,1137.534,760.533,760.533,599.819,320.736,439.775,126.968,0.000,0.000,0.000,33.076,0.000
3059,1137.933,795.870,795.870,598.991,320.592,439.297,126.835,0.000,0.000,0.000,32.859,0.000
3060,1138.332,742.970,742.970,598.156,320.448,438.814,126.699,0.000,0.000,0.000,32.643,0.000
3061,1138.732,766.186,766.186,597.315,320.304,438.328,126.559,0.000,0.000,0.000,32.428,0.000
3062,1139.131,758.273,758.273,596.468,320.159,437.837,126.416,0.000,0.000,0.000,32.214,0.000
3063,1139.530,700.771,700.771,595.615,320.015,437.343,126.270,0.000,0.000,0.000,32.002,0.000
3064,1139.930,756.781,756.781,594.756,319.871,436.845,126.120,0.000,0.000,0.000,31.791,0.000
3065,1140.329,751.536,751.536,593.892,319.727,436.344,125.967,0.000,0.000,0.000,31.581,0.000
3066,1140.728,721.817,721.817,593.023,319.583,435.840,125.810,0.000,0.000,0.000,31.373,0.000
3067,1141.128,701.498,701.498,592.148,319.439,435.332,125.650,0.000,0.000,0.000,31.166,0.000
3068,1141.527,765.338,765.338,591.270,319.295,434.822,125.487,0.000,0.000,0.000,30.960,0.000
3069,1141.927,749.270,749.270,590.386,319.151,434.309,125.321,0.000,0.000,0.000,30.756,0.000
3070,1142.326,710.444,710.444,589.499,319.006,433.793,125.152,0.000,0.000,0.000,30.554,0.000
3071,1142.726,766.112,766.112,588.607,318.862,433.275,124.980,0.000,0.000,0.000,30.353,0.000
3072,1143.125,750.424,750.424,587.712,318.718,432.755,124.804,0.000,0.000,0.000,30.153,0.000
3073,1143.525,693.811,693.811,586.813,318.574,432.232,124.626,0.000,0.000,0.000,29.956,0.000
3074,1143.924,743.699,743.699,585.912,318.430,431.708,124.444,0.000,0.000,0.000,29.760,0.000
3075,1144.324,722.161,722.161,585.007,318.286,431.182,124.259,0.000,0.000,0.000,29.565,0.000
3076,1144.723,693.600,693.600,584.099,318.142,430.654,124.072,0.000,0.000,0.000,29.373,0.000
3077,1145.123,734.198,734.198,583.189,317.998,430.125,123.882,0.000,0.000,0.000,29.182,0.000
3078,1145.523,693.532,693.532,582.277,317.853,429.595,123.688,0.000,0.000,0.000,28.993,0.000
3079,1145.922,709.327,709.327,581.362,317.709,429.064,123.492,0.000,0.000,0.000,28.806,0.000
3080,1146.322,711.110,711.110,580.446,317.565,428.532,123.294,0.000,0.000,0.000,28.620,0.000
3081,1146.722,651.244,651.244,579.528,317.421,427.999,123.092,0.000,0.000,0.000,28.437,0.000
3082,1147.122,638.652,638.652,578.608,317.277,427.465,122.888,0.000,0.000,0.000,28.255,0.000
3083,1147.521,731.491,731.491,577.688,317.133,426.931,122.681,0.000,0.000,0.000,28.075,0.000
3084,1147.921,689.483,689.483,576.767,316.989,426.397,122.472,0.000,0.000,0.000,27.898,0.000
3085,1148.321,665.174,665.174,575.844,316.844,425.863,122.260,0.000,0.000,0.000,27.722,0.000
3086,1148.721,697.392,697.392,574.922,316.700,425.329,122.046,0.000,0.000,0.000,27.548,0.000
3087,1149.121,677.163,677.163,573.999,316.556,424.794,121.829,0.000,0.000,0.000,27.375,0.000
3088,1149.521,662.024,662.024,573.076,316.412,424.261,121.610,0.000,0.000,0.000,27.205,0.000
3089,1149.921,728.878,728.878,572.153,316.268,423.727,121.389,0.000,0.000,0.000,27.037,0.000
3090,1150.320,701.590,701.590,571.231,316.124,423.194,121.165,0.000,0.000,0.000,26.871,0.000
3091,1150.720,681.212,681.212,570.309,315.980,422.662,120.940,0.000,0.000,0.000,26.707,0.000
3092,1151.120,682.445,682.445,569.388,315.836,422.131,120.712,0.000,0.000,0.000,26.545,0.000
3093,1151.520,636.977,636.977,568.468,315.691,421.601,120.482,0.000,0.000,0.000,26.385,0.000
3094,1151.920,672.523,672.523,567.549,315.547,421.072,120.250,0.000,0.000,0.000,26.227,0.000
3095,1152.321,653.590,653.590,566.632,315.403,420.545,120.017,0.000,0.000,0.000,26.071,0.000
3096,1152.721,622.091,622.091,565.716,315.259,420.018,119.781,0.000,0.000,0.000,25.917,0.000
3097,1153.121,628.102,628.102,564.802,315.115,419.494,119.544,0.000,0.000,0.000,25.765,0.000
3098,1153.521,631.803,631.803,563.890,314.971,418.971,119.304,0.000,0.000,0.000,25.615,0.000
3099,1153.921,665.220,665.220,562.980,314.827,418.449,119.063,0.000,0.000,0.000,25.467,0.000
3100,1154.321,577.615,577.615,562.072,314.683,417.930,118.821,0.000,0.000,0.000,25.321,0.000
3101,1154.721,576.801,576.801,561.167,314.538,417.412,118.577,0.000,0.000,0.000,25.177,0.000
3102,1155.122,603.420,603.420,560.264,314.394,416.897,118.331,0.000,0.000,0.000,25.036,0.000
3103,1155.522,630.647,630.647,559.365,314.250,416.384,118.085,0.000,0.000,0.000,24.896,0.000
3104,1155.922,658.471,658.471,558.468,314.106,415.874,117.836,0.000,0.000,0.000,24.758,0.000
3105,1156.322,653.542,653.542,557.574,313.962,415.365,117.587,0.000,0.000,0.000,24.623,0.000
3106,1156.723,604.554,604.554,556.684,313.818,414.860,117.336,0.000,0.000,0.000,24.489,0.000
3107,1157.123,652.659,652.659,555.798,313.674,414.356,117.084,0.000,0.000,0.000,24.357,0.000
3108,1157.523,602.530,602.530,554.915,313.529,413.856,116.831,0.000,0.000,0.000,24.228,0.000
3109,1157.924,635.094,635.094,554.036,313.385,413.359,116.577,0.000,0.000,0.000,24.100,0.000
3110,1158.324,635.164,635.164,553.160,313.241,412.864,116.322,0.000,0.000,0.000,23.974,0.000
3111,1158.725,597.630,597.630,552.289,313.097,412.372,116.066,0.000,0.000,0.000,23.851,0.000
3112,1159.125,611.952,611.952,551.422,312.953,411.884,115.809,0.000,0.000,0.000,23.729,0.000
3113,1159.526,646.163,646.163,550.560,312.809,411.399,115.552,0.000,0.000,0.000,23.610,0.000
3114,1159.926,665.252,665.252,549.702,312.665,410.916,115.294,0.000,0.000,0.000,23.492,0.000
3115,1160.327,620.079,620.079,548.849,312.521,410.438,115.035,0.000,0.000,0.000,23.376,0.000
3116,1160.727,561.850,561.850,548.000,312.376,409.962,114.776,0.000,0.000,0.000,23.262,0.000
3117,1161.128,575.191,575.191,547.157,312.232,409.490,114.516,0.000,0.000,0.000,23.150,0.000
3118,1161.528,594.113,594.113,546.318,312.088,409.022,114.256,0.000,0.000,0.000,23.040,0.000
3119,1161.929,558.035,558.035,545.485,311.944,408.557,113.995,0.000,0.000,0.000,22.932,0.000
3120,1162.330,591.558,591.558,544.656,311.800,408.096,113.735,0.000,0.000,0.000,22.826,0.000
3121,1162.730,576.062,576.062,543.833,311.656,407.638,113.474,0.000,0.000,0.000,22.722,0.000
3122,1163.131,590.577,590.577,543.016,311.512,407.184,113.213,0.000,0.000,0.000,22.619,0.000
3123,1163.532,585.940,585.940,542.204,311.368,406.734,112.952,0.000,0.000,0.000,22.518,0.000
3124,1163.932,592.228,592.228,541.398,311.223,406.288,112.691,0.000,0.000,0.000,22.420,0.000
3125,1164.333,574.651,574.651,540.598,311.079,405.846,112.430,0.000,0.000,0.000,22.323,0.000
3126,1164.734,618.329,618.329,539.803,310.935,405.407,112.169,0.000,0.000,0.000,22.227,0.000
3127,1165.135,591.502,591.502,539.015,310.791,404.973,111.908,0.000,0.000,0.000,22.134,0.000
3128,1165.536,591.918,591.918,538.232,310.647,404.543,111.648,0.000,0.000,0.000,22.042,0.000
3129,1165.937,519.400,519.400,537.456,310.503,404.116,111.387,0.000,0.000,0.000,21.952,0.000
3130,1166.337,525.372,525.372,536.685,310.359,403.694,111.128,0.000,0.000,0.000,21.864,0.000
3131,1166.738,574.017,574.017,535.921,310.215,403.276,110.869,0.000,0.000,0.000,21.777,0.000
3132,1167.139,546.439,546.439,535.164,310.070,402.862,110.610,0.000,0.000,0.000,21.692,0.000
3133,1167.540,541.388,541.388,534.412,309.926,402.452,110.352,0.000,0.000,0.000,21.609,0.000
3134,1167.941,541.766,541.766,533.668,309.782,402.046,110.094,0.000,0.000,0.000,21.527,0.000
3135,1168.342,569.080,569.080,532.929,309.638,401.644,109.838,0.000,0.000,0.000,21.447,0.000
3136,1168.743,563.680,563.680,532.198,309.494,401.247,109.582,0.000,0.000,0.000,21.369,0.000
3137,1169.144,535.105,535.105,531.473,309.350,400.854,109.327,0.000,0.000,0.000,21.292,0.000
3138,1169.545,546.085,546.085,530.754,309.206,400.465,109.072,0.000,0.000,0.000,21.217,0.000
3139,1169.946,588.181,588.181,530.043,309.061,400.080,108.819,0.000,0.000,0.000,21.143,0.000
3140,1170.347,576.602,576.602,529.338,308.917,399.700,108.567,0.000,0.000,0.000,21.071,0.000
3141,1170.749,559.290,559.290,528.640,308.773,399.324,108.316,0.000,0.000,0.000,21.000,0.000
3142,1171.150,575.599,575.599,527.948,308.629,398.952,108.066,0.000,0.000,0.000,20.931,0.000
3143,1171.551,509.920,509.920,527.264,308.485,398.584,107.817,0.000,0.000,0.000,20.863,0.000
3144,1171.952,585.113,585.113,526.587,308.341,398.221,107.569,0.000,0.000,0.000,20.797,0.000
3145,1172.353,503.652,503.652,525.916,308.197,397.861,107.323,0.000,0.000,0.000,20.732,0.000
3146,1172.755,600.006,600.006,525.253,308.053,397.506,107.078,0.000,0.000,0.000,20.668,0.000
3147,1173.156,525.127,525.127,524.596,307.908,397.155,106.835,0.000,0.000,0.000,20.606,0.000
3148,1173.557,479.772,479.772,523.947,307.764,396.809,106.593,0.000,0.000,0.000,20.545,0.000
3149,1173.959,535.992,535.992,523.304,307.620,396.466,106.352,0.000,0.000,0.000,20.486,0.000
3150,1174.360,537.560,537.560,522.669,307.476,396.128,106.113,0.000,0.000,0.000,20.428,0.000
3151,1174.761,534.074,534.074,522.041,307.332,395.794,105.876,0.000,0.000,0.000,20.371,0.000
3152,1175.163,570.945,570.945,521.420,307.188,395.464,105.640,0.000,0.000,0.000,20.315,0.000
3153,1175.564,485.871,485.871,520.805,307.044,395.139,105.406,0.000,0.000,0.000,20.261,0.000
3154,1175.966,526.577,526.577,520.198,306.900,394.817,105.174,0.000,0.000,0.000,20.208,0.000
3155,1176.367,552.374,552.374,519.599,306.755,394.499,104.943,0.000,0.000,0.000,20.156,0.000
3156,1176.768,522.729,522.729,519.006,306.611,394.186,104.715,0.000,0.000,0.000,20.105,0.000
3157,1177.170,503.463,503.463,518.420,306.467,393.876,104.488,0.000,0.000,0.000,20.056,0.000
3158,1177.571,466.580,466.580,517.841,306.323,393.571,104.263,0.000,0.000,0.000,20.007,0.000
3159,1177.973,510.247,510.247,517.270,306.179,393.269,104.040,0.000,0.000,0.000,19.960,0.000
3160,1178.375,497.351,497.351,516.705,306.035,392.972,103.819,0.000,0.000,0.000,19.914,0.000
3161,1178.776,486.486,486.486,516.148,305.891,392.678,103.600,0.000,0.000,0.000,19.869,0.000
3162,1179.178,494.168,494.168,515.597,305.747,392.388,103.384,0.000,0.000,0.000,19.825,0.000
3163,1179.579,500.743,500.743,515.054,305.602,392.103,103.169,0.000,0.000,0.000,19.782,0.000
3164,1179.981,491.705,491.705,514.518,305.458,391.820,102.957,0.000,0.000,0.000,19.740,0.000
3165,1180.383,503.049,503.049,513.988,305.314,391.542,102.746,0.000,0.000,0.000,19.699,0.000
3166,1180.785,493.080,493.080,513.466,305.170,391.268,102.538,0.000,0.000,0.000,19.660,0.000
3167,1181.186,471.153,471.153,512.950,305.026,390.997,102.333,0.000,0.000,0.000,19.621,0.000
3168,1181.588,506.872,506.872,512.442,304.882,390.730,102.129,0.000,0.000,0.000,19.583,0.000
3169,1181.990,527.462,527.462,511.940,304.738,390.466,101.928,0.000,0.000,0.000,19.546,0.000
3170,1182.392,508.029,508.029,511.445,304.593,390.206,101.729,0.000,0.000,0.000,19.510,0.000
3171,1182.793,539.455,539.455,510.958,304.449,389.950,101.533,0.000,0.000,0.000,19.475,0.000
3172,1183.195,469.005,469.005,510.476,304.305,389.697,101.339,0.000,0.000,0.000,19.440,0.000
3173,1183.597,483.454,483.454,510.002,304.161,389.448,101.147,0.000,0.000,0.000,19.407,0.000
3174,1183.999,459.071,459.071,509.535,304.017,389.202,100.958,0.000,0.000,0.000,19.375,0.000
3175,1184.401,476.271,476.271,509.074,303.873,388.959,100.772,0.000,0.000,0.000,19.343,0.000
3176,1184.803,469.788,469.788,508.620,303.729,388.720,100.588,0.000,0.000,0.000,19.312,0.000
3177,1185.205,512.420,512.420,508.172,303.585,388.484,100.406,0.000,0.000,0.000,19.282,0.000
3178,1185.607,473.628,473.628,507.731,303.440,388.252,100.227,0.000,0.000,0.000,19.253,0.000
3179,1186.009,467.543,467.543,507.297,303.296,388.022,100.051,0.000,0.000,0.000,19.224,0.000
3180,1186.411,492.347,492.347,506.869,303.152,387.796,99.877,0.000,0.000,0.000,19.196,0.000
3181,1186.813,485.516,485.516,506.448,303.008,387.573,99.706,0.000,0.000,0.000,19.169,0.000
3182,1187.215,481.163,481.163,506.033,302.864,387.353,99.537,0.000,0.000,0.000,19.143,0.000
3183,1187.617,469.919,469.919,505.624,302.720,387.136,99.372,0.000,0.000,0.000,19.117,0.000
3184,1188.019,406.223,406.223,505.222,302.576,386.922,99.208,0.000,0.000,0.000,19.092,0.000
3185,1188.421,471.688,471.688,504.826,302.432,386.710,99.048,0.000,0.000,0.000,19.068,0.000
3186,1188.824,519.734,519.734,504.437,302.287,386.502,98.890,0.000,0.000,0.000,19.044,0.000
3187,1189.226,521.131,521.131,504.053,302.143,386.297,98.735,0.000,0.000,0.000,19.021,0.000
3188,1189.628,514.881,514.881,503.676,301.999,386.094,98.583,0.000,0.000,0.000,18.999,0.000
3189,1190.030,471.164,471.164,503.305,301.855,385.894,98.433,0.000,0.000,0.000,18.977,0.000
3190,1190.433,545.780,545.780,502.940,301.711,385.697,98.287,0.000,0.000,0.000,18.956,0.000
3191,1190.835,514.410,514.410,502.581,301.567,385.503,98.143,0.000,0.000,0.000,18.936,0.000
3192,1191.237,482.251,482.251,502.228,301.423,385.311,98.001,0.000,0.000,0.000,18.916,0.000
3193,1191.640,514.470,514.470,501.881,301.279,385.122,97.863,0.000,0.000,0.000,18.896,0.000
3194,1192.042,454.443,454.443,501.540,301.134,384.935,97.727,0.000,0.000,0.000,18.878,0.000
3195,1192.444,466.036,466.036,501.205,300.990,384.751,97.595,0.000,0.000,0.000,18.859,0.000
3196,1192.847,493.210,493.210,500.875,300.846,384.569,97.465,0.000,0.000,0.000,18.842,0.000
3197,1193.249,474.422,474.422,500.551,300.702,384.389,97.337,0.000,0.000,0.000,18.824,0.000
3198,1193.652,505.563,505.563,500.233,300.558,384.212,97.213,0.000,0.000,0.000,18.808,0.000
3199,1194.054,494.128,494.128,499.920,300.414,384.038,97.092,0.000,0.000,0.000,18.791,0.000
3200,1194.457,457.089,457.089,499.613,300.270,383.865,96.973,0.000,0.000,0.000,18.776,0.000
3201,1194.859,428.798,428.798,499.312,300.125,383.695,96.857,0.000,0.000,0.000,18.760,0.000
3202,1195.262,468.681,468.681,499.016,299.981,383.526,96.744,0.000,0.000,0.000,18.745,0.000
3203,1195.664,454.436,454.436,498.725,299.837,383.360,96.634,0.000,0.000,0.000,18.731,0.000
3204,1196.067,412.998,412.998,498.440,299.693,383.196,96.527,0.000,0.000,0.000,18.717,0.000
3205,1196.469,483.379,483.379,498.160,299.549,383.034,96.422,0.000,0.000,0.000,18.703,0.000
3206,1196.872,493.765,493.765,497.885,299.405,382.874,96.321,0.000,0.000,0.000,18.690,0.000
3207,1197.275,431.762,431.762,497.616,299.261,382.716,96.222,0.000,0.000,0.000,18.677,0.000
3208,1197.677,412.573,412.573,497.351,299.117,382.560,96.126,0.000,0.000,0.000,18.665,0.000
3209,1198.080,424.000,424.000,497.092,298.972,382.406,96.033,0.000,0.000,0.000,18.653,0.000
3210,1198.483,474.209,474.209,496.837,298.828,382.253,95.943,0.000,0.000,0.000,18.641,0.000
3211,1198.885,472.446,472.446,496.588,298.684,382.103,95.855,0.000,0.000,0.000,18.630,0.000
3212,1199.288,444.571,444.571,496.344,298.540,381.954,95.771,0.000,0.000,0.000,18.619,0.000
3213,1199.691,495.125,495.125,496.104,298.396,381.807,95.689,0.000,0.000,0.000,18.609,0.000
3214,1200.094,425.351,425.351,495.870,298.252,381.661,95.610,0.000,0.000,0.000,18.598,0.000
3215,1200.497,491.857,491.857,495.640,298.108,381.517,95.534,0.000,0.000,0.000,18.588,0.000
3216,1200.900,447.833,447.833,495.415,297.964,381.375,95.461,0.000,0.000,0.000,18.579,0.000
3217,1201.302,470.485,470.485,495.194,297.819,381.234,95.391,0.000,0.000,0.000,18.570,0.000
3218,1201.705,471.615,471.615,494.978,297.675,381.095,95.323,0.000,0.000,0.000,18.561,0.000
3219,1202.108,484.527,484.527,494.767,297.531,380.957,95.258,0.000,0.000,0.000,18.552,0.000
3220,1202.511,456.389,456.389,494.560,297.387,380.821,95.196,0.000,0.000,0.000,18.543,0.000
3221,1202.914,505.741,505.741,494.358,297.243,380.686,95.137,0.000,0.000,0.000,18.535,0.000
3222,1203.317,477.168,477.168,494.160,297.099,380.552,95.080,0.000,0.000,0.000,18.528,0.000
3223,1203.720,469.113,469.113,493.966,296.955,380.420,95.027,0.000,0.000,0.000,18.520,0.000
3224,1204.123,491.585,491.585,493.777,296.811,380.289,94.976,0.000,0.000,0.000,18.513,0.000
3225,1204.526,473.339,473.339,493.592,296.666,380.159,94.927,0.000,0.000,0.000,18.506,0.000
3226,1204.929,498.853,498.853,493.411,296.522,380.030,94.882,0.000,0.000,0.000,18.499,0.000
3227,1205.332,475.795,475.795,493.235,296.378,379.903,94.839,0.000,0.000,0.000,18.492,0.000
3228,1205.736,428.958,428.958,493.062,296.234,379.777,94.799,0.000,0.000,0.000,18.486,0.000
3229,1206.139,462.482,462.482,492.894,296.090,379.652,94.762,0.000,0.000,0.000,18.480,0.000
3230,1206.542,457.587,457.587,492.729,295.946,379.528,94.727,0.000,0.000,0.000,18.474,0.000
3231,1206.945,467.307,467.307,492.569,295.802,379.405,94.695,0.000,0.000,0.000,18.468,0.000
3232,1207.348,493.748,493.748,492.412,295.657,379.284,94.666,0.000,0.000,0.000,18.463,0.000
3233,1207.752,496.200,496.200,492.259,295.513,379.163,94.639,0.000,0.000,0.000,18.457,0.000
3234,1208.155,458.609,458.609,492.110,295.369,379.043,94.615,0.000,0.000,0.000,18.452,0.000
3235,1208.558,490.264,490.264,491.965,295.225,378.924,94.594,0.000,0.000,0.000,18.447,0.000
3236,1208.961,490.879,490.879,491.824,295.081,378.807,94.575,0.000,0.000,0.000,18.442,0.000
3237,1209.365,465.018,465.018,491.686,294.937,378.690,94.559,0.000,0.000,0.000,18.438,0.000
3238,1209.768,465.185,465.185,491.552,294.793,378.574,94.545,0.000,0.000,0.000,18.434,0.000
3239,1210.172,470.537,470.537,491.422,294.649,378.458,94.534,0.000,0.000,0.000,18.429,0.000
3240,1210.575,488.790,488.790,491.295,294.504,378.344,94.525,0.000,0.000,0.000,18.425,0.000
3241,1210.978,494.673,494.673,491.171,294.360,378.231,94.519,0.000,0.000,0.000,18.421,0.000
3242,1211.382,463.292,463.292,491.051,294.216,378.118,94.516,0.000,0.000,0.000,18.418,0.000
3243,1211.785,471.823,471.823,490.934,294.072,378.006,94.514,0.000,0.000,0.000,18.414,0.000
3244,1212.189,440.141,440.141,490.821,293.928,377.894,94.516,0.000,0.000,0.000,18.411,0.000
3245,1212.592,459.286,459.286,490.711,293.784,377.784,94.520,0.000,0.000,0.000,18.407,0.000
3246,1212.996,451.751,451.751,490.604,293.640,377.674,94.526,0.000,0.000,0.000,18.404,0.000
3247,1213.399,467.396,467.396,490.500,293.496,377.565,94.535,0.000,0.000,0.000,18.401,0.000
3248,1213.803,438.213,438.213,490.400,293.351,377.456,94.546,0.000,0.000,0.000,18.398,0.000
3249,1214.207,450.693,450.693,490.303,293.207,377.348,94.559,0.000,0.000,0.000,18.396,0.000
3250,1214.610,471.435,471.435,490.209,293.063,377.241,94.575,0.000,0.000,0.000,18.393,0.000
3251,1215.014,501.951,501.951,490.117,292.919,377.134,94.593,0.000,0.000,0.000,18.391,0.000
3252,1215.417,477.231,477.231,490.029,292.775,377.028,94.613,0.000,0.000,0.000,18.388,0.000
3253,1215.821,459.528,459.528,489.944,292.631,376.922,94.636,0.000,0.000,0.000,18.386,0.000
3254,1216.225,468.014,468.014,489.861,292.487,376.817,94.661,0.000,0.000,0.000,18.384,0.000
3255,1216.629,503.357,503.357,489.782,292.343,376.712,94.688,0.000,0.000,0.000,18.382,0.000
3256,1217.032,449.638,449.638,489.705,292.198,376.608,94.717,0.000,0.000,0.000,18.380,0.000
3257,1217.436,480.593,480.593,489.631,292.054,376.504,94.749,0.000,0.000,0.000,18.378,0.000
3258,1217.840,447.071,447.071,489.560,291.910,376.401,94.783,0.000,0.000,0.000,18.376,0.000
3259,1218.244,466.850,466.850,489.491,291.766,376.298,94.818,0.000,0.000,0.000,18.374,0.000
3260,1218.648,443.194,443.194,489.425,291.622,376.196,94.856,0.000,0.000,0.000,18.373,0.000
3261,1219.052,487.936,487.936,489.362,291.478,376.094,94.896,0.000,0.000,0.000,18.371,0.000
3262,1219.455,471.733,471.733,489.301,291.334,375.992,94.939,0.000,0.000,0.000,18.370,0.000
3263,1219.859,470.420,470.420,489.242,291.189,375.891,94.983,0.000,0.000,0.000,18.369,0.000
3264,1220.263,467.469,467.469,489.186,291.045,375.790,95.029,0.000,0.000,0.000,18.367,0.000
3265,1220.667,497.601,497.601,489.133,290.901,375.690,95.077,0.000,0.000,0.000,18.366,0.000
3266,1221.071,511.759,511.759,489.081,290.757,375.589,95.127,0.000,0.000,0.000,18.365,0.000
3267,1221.475,455.488,455.488,489.033,290.613,375.490,95.179,0.000,0.000,0.000,18.364,0.000
3268,1221.879,457.313,457.313,488.986,290.469,375.390,95.233,0.000,0.000,0.000,18.363,0.000
3269,1222.283,495.342,495.342,488.941,290.325,375.291,95.288,0.000,0.000,0.000,18.362,0.000
3270,1222.687,504.669,504.669,488.899,290.181,375.192,95.346,0.000,0.000,0.000,18.361,0.000
3271,1223.091,513.145,513.145,488.859,290.036,375.093,95.405,0.000,0.000,0.000,18.361,0.000
3272,1223.496,490.881,490.881,488.821,289.892,374.994,95.466,0.000,0.000,0.000,18.360,0.000
3273,1223.900,491.384,491.384,488.785,289.748,374.896,95.529,0.000,0.000,0.000,18.359,0.000
3274,1224.304,485.471,485.471,488.751,289.604,374.798,95.594,0.000,0.000,0.000,18.359,0.000
3275,1224.708,430.601,430.601,488.719,289.460,374.700,95.660,0.000,0.000,0.000,18.358,0.000
3276,1225.112,494.894,494.894,488.688,289.316,374.603,95.728,0.000,0.000,0.000,18.358,0.000
3277,1225.517,469.190,469.190,488.660,289.172,374.505,95.797,0.000,0.000,0.000,18.357,0.000
3278,1225.921,472.911,472.911,488.633,289.028,374.408,95.868,0.000,0.000,0.000,18.357,0.000
3279,1226.325,484.867,484.867,488.608,288.883,374.311,95.941,0.000,0.000,0.000,18.357,0.000
3280,1226.729,482.473,482.473,488.585,288.739,374.214,96.015,0.000,0.000,0.000,18.356,0.000
3281,1227.134,449.599,449.599,488.564,288.595,374.118,96.090,0.000,0.000,0.000,18.356,0.000
3282,1227.538,514.939,514.939,488.544,288.451,374.021,96.167,0.000,0.000,0.000,18.356,0.000
3283,1227.942,480.458,480.458,488.525,288.307,373.925,96.245,0.000,0.000,0.000,18.356,0.000
3284,1228.347,430.657,430.657,488.509,288.163,373.828,96.325,0.000,0.000,0.000,18.355,0.000
3285,1228.751,529.456,529.456,488.493,288.019,373.732,96.406,0.000,0.000,0.000,18.355,0.000
3286,1229.156,480.524,480.524,488.479,287.875,373.636,96.488,0.000,0.000,0.000,18.355,0.000
3287,1229.560,525.904,525.904,488.467,287.730,373.540,96.571,0.000,0.000,0.000,18.355,0.000
3288,1229.964,555.556,555.556,488.455,287.586,373.444,96.656,0.000,0.000,0.000,18.355,0.000
3289,1230.369,522.279,522.279,488.445,287.442,373.348,96.742,0.000,0.000,0.000,18.355,0.000
3290,1230.773,479.315,479.315,488.436,287.298,373.253,96.829,0.000,0.000,0.000,18.355,0.000
3291,1231.178,500.876,500.876,488.429,287.154,373.157,96.916,0.000,0.000,0.000,18.355,0.000
3292,1231.583,462.714,462.714,488.422,287.010,373.061,97.005,0.000,0.000,0.000,18.355,0.000
3293,1231.987,505.812,505.812,488.417,286.866,372.966,97.095,0.000,0.000,0.000,18.356,0.000
3294,1232.392,550.489,550.489,488.412,286.721,372.870,97.186,0.000,0.000,0.000,18.356,0.000
3295,1232.796,504.486,504.486,488.409,286.577,372.775,97.278,0.000,0.000,0.000,18.356,0.000
3296,1233.201,482.587,482.587,488.406,286.433,372.679,97.370,0.000,0.000,0.000,18.356,0.000
3297,1233.606,496.644,496.644,488.404,286.289,372.584,97.464,0.000,0.000,0.000,18.356,0.000
3298,1234.010,487.583,487.583,488.403,286.145,372.489,97.558,0.000,0.000,0.000,18.357,0.000
3299,1234.415,529.392,529.392,488.403,286.001,372.393,97.653,0.000,0.000,0.000,18.357,0.000
3300,1234.820,507.827,507.827,488.403,285.857,372.298,97.748,0.000,0.000,0.000,18.357,0.000
3301,1235.225,502.571,502.571,488.405,285.713,372.202,97.845,0.000,0.000,0.000,18.357,0.000
3302,1235.629,487.012,487.012,488.406,285.568,372.107,97.941,0.000,0.000,0.000,18.358,0.000
3303,1236.034,491.341,491.341,488.408,285.424,372.012,98.039,0.000,0.000,0.000,18.358,0.000
3304,1236.439,536.245,536.245,488.411,285.280,371.916,98.136,0.000,0.000,0.000,18.358,0.000
3305,1236.844,497.811,497.811,488.414,285.136,371.821,98.235,0.000,0.000,0.000,18.359,0.000
3306,1237.249,489.361,489.361,488.418,284.992,371.726,98.333,0.000,0.000,0.000,18.359,0.000
3307,1237.654,574.101,574.101,488.422,284.848,371.630,98.432,0.000,0.000,0.000,18.359,0.000
3308,1238.059,503.763,503.763,488.426,284.704,371.535,98.531,0.000,0.000,0.000,18.360,0.000
3309,1238.463,472.129,472.129,488.430,284.560,371.439,98.631,0.000,0.000,0.000,18.360,0.000
3310,1238.868,509.639,509.639,488.434,284.415,371.343,98.731,0.000,0.000,0.000,18.360,0.000
3311,1239.273,443.264,443.264,488.439,284.271,371.248,98.830,0.000,0.000,0.000,18.361,0.000
3312,1239.678,477.836,477.836,488.443,284.127,371.152,98.930,0.000,0.000,0.000,18.361,0.000
3313,1240.083,500.068,500.068,488.448,283.983,371.056,99.030,0.000,0.000,0.000,18.361,0.000
3314,1240.488,503.727,503.727,488.452,283.839,370.961,99.130,0.000,0.000,0.000,18.362,0.000
3315,1240.894,443.883,443.883,488.457,283.695,370.865,99.230,0.000,0.000,0.000,18.362,0.000
3316,1241.299,516.569,516.569,488.461,283.551,370.769,99.330,0.000,0.000,0.000,18.362,0.000
3317,1241.704,523.539,523.539,488.465,283.406,370.673,99.430,0.000,0.000,0.000,18.363,0.000
