spectrum,peak_kev,peak_counts,fwhm_kev,has_curve,nuclide,line_kev,intensity_pct,is_xray,low_yield,rivals,rival_factor,coeff_ok,bq_coeff,verdict
G1S16_Ra226_Mar,1756.868,1.0,28.825,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,502.97,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,2202.831,0.0,32.769,1,Bi-214,2204.000,4.92,0,0,0,1.000,1,1966.64,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,2458.844,0.0,32.247,1,Bi-214,2447.000,1.545,0,0,0,1.000,1,7250.99,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,33.265,252.0,2.695,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Ra226_Mar_2,69.319,1369.0,4.094,1,W x-ray,69.067,8,1,0,0,1.000,1,445.987,ОТКАЗ рентген
G1S16_Ra226_Mar_2,147.436,60.0,6.989,1,U-235,145.000,10.96,0,0,0,1.000,1,145.533,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,180.486,142.0,6.227,1,U-235,185.715,57,0,0,0,1.000,1,27.6144,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,240.576,134.0,7.223,1,Pb-214,241.000,7.2615,0,0,2,6.004,1,230.718,ПОКАЗАНО со спором
G1S16_Ra226_Mar_2,294.657,206.0,8.247,1,Pb-214,295.000,18.4672,0,0,0,1.000,1,99.9679,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,351.743,260.0,10.075,1,Pb-214,353.000,35.7166,0,0,0,1.000,1,58.6661,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,613.136,71.0,14.662,1,Ag-108m,614.000,89.8,0,0,1,1.976,1,37.6238,ПОКАЗАНО со спором
G1S16_Ra226_Mar_2,778.384,4.0,16.735,1,Eu-152,780.000,12.93,0,0,0,1.000,1,324.967,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,937.623,1.0,17.892,1,Ac-228,964.000,4.99,0,0,0,1.000,1,968.801,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,1120.898,5.0,20.641,1,Bi-214,1120.000,14.9,0,0,1,1.090,1,383.508,ПОКАЗАНО со спором
G1S16_Ra226_Mar_2,1247.088,1.0,17.953,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,1056.67,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,1388.300,1.0,22.573,1,Bi-214,1377.000,3.985,0,0,0,1.000,1,1723.1,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,1520.499,0.0,15.927,1,K-40,1460.000,10.66,0,0,0,1.000,1,695.981,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,1751.846,2.0,28.328,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,552.491,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,2205.528,0.0,32.376,1,Bi-214,2204.000,4.92,0,0,0,1.000,1,2118.62,ПОКАЗАНО голым числом
G1S16_Ra226_Mar_2,2454.902,0.0,34.528,1,Bi-214,2447.000,1.545,0,0,0,1.000,1,7517.24,ПОКАЗАНО голым числом
G1S16_Th228_P25,76.639,232.0,4.319,1,Pb x-ray,74.969,100,1,0,1,1.488,1,310.319,ОТКАЗ рентген
G1S16_Th228_P25,238.254,52.0,7.943,1,Pb-212,238.000,43.6,0,0,1,6.004,1,780.338,ПОКАЗАНО со спором
G1S16_Th228_P25,293.607,2.0,8.725,1,Pb-214,295.000,18.4672,0,0,0,1.000,1,2048.74,ПОКАЗАНО голым числом
G1S16_Th228_P25,346.270,2.0,8.640,1,Eu-152,345.000,26.59,0,0,0,1.000,1,1592.56,ПОКАЗАНО голым числом
G1S16_Th228_P25,514.351,1.0,10.792,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th228_P25,585.661,3.0,14.267,1,Tl-208,583.000,30.549,0,0,0,1.000,1,2194.59,ПОКАЗАНО голым числом
G1S16_Th228_P25,732.104,0.0,18.108,1,Bi-212,727.330,6.67,0,0,1,10.758,1,12233.4,ПОКАЗАНО со спором
G1S16_Th228_P25,1112.594,0.0,18.291,1,Eu-152,1111.000,13.67,0,0,1,1.090,1,8742.14,ПОКАЗАНО со спором
G1S16_Th228_P25,1462.362,0.0,24.378,1,K-40,1460.000,10.66,0,0,0,1.000,1,14392.4,ПОКАЗАНО голым числом
G1S16_Th228_P25,1766.224,0.0,22.744,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,11964.6,ПОКАЗАНО голым числом
G1S16_Th228_P25,2109.872,0.0,27.992,1,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th228_P25,2622.846,0.0,36.417,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7656.5,ПОКАЗАНО голым числом
G1S16_Th228_P5,33.523,179.0,3.560,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Th228_P5,71.960,1579.0,4.254,1,Pb x-ray,72.804,59.5,1,0,0,1.000,1,29.9701,ОТКАЗ рентген
G1S16_Th228_P5,128.163,48.0,6.507,1,Ac-228,129.065,2.42,0,0,1,11.789,1,730.189,ПОКАЗАНО со спором
G1S16_Th228_P5,237.706,327.0,8.091,1,Pb-212,238.000,43.6,0,0,1,6.004,1,51.6911,ПОКАЗАНО со спором
G1S16_Th228_P5,299.934,7.0,8.649,1,Pb-214,295.000,18.4672,0,0,0,1.000,1,144.706,ПОКАЗАНО голым числом
G1S16_Th228_P5,377.034,1.0,8.505,1,Pu-239,375.000,0.0016,0,1,0,1.000,1,2.05186E+06,ОТКАЗ выход
G1S16_Th228_P5,510.621,6.0,10.898,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th228_P5,587.888,15.0,14.052,1,Tl-208,583.000,30.549,0,0,0,1.000,1,166.787,ПОКАЗАНО голым числом
G1S16_Th228_P5,730.695,2.0,16.121,1,Bi-212,727.330,6.67,0,0,1,10.758,1,952.155,ПОКАЗАНО со спором
G1S16_Th228_P5,864.767,1.0,16.921,1,Ac-228,835.000,1.61,0,0,0,1.000,1,4616.6,ПОКАЗАНО голым числом
G1S16_Th228_P5,1585.917,0.0,24.220,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,4153.52,ПОКАЗАНО голым числом
G1S16_Th228_P5,2121.929,0.0,28.976,1,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th228_P5,2318.379,0.0,53.175,1,Bi-214,2204.000,4.92,0,0,0,1.000,1,3999.15,ПОКАЗАНО голым числом
G1S16_Th228_P5,2618.323,0.0,36.412,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,628.188,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,73.414,155.0,4.023,1,Pb x-ray,72.804,59.5,1,0,2,1.681,1,19.1995,ОТКАЗ рентген
G1S16_Th232_Denta100,123.475,12.0,4.797,1,Eu-152,125.000,28.53,0,0,0,1.000,1,29.6819,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,238.504,49.0,7.833,1,Pb-212,238.000,43.6,0,0,1,6.004,1,22.3812,ПОКАЗАНО со спором
G1S16_Th232_Denta100,336.035,5.0,9.520,1,Ac-228,338.000,11.27,0,0,0,1.000,1,111.021,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,516.800,1.0,9.224,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Denta100,585.120,3.0,13.476,1,Tl-208,583.000,30.549,0,0,0,1.000,1,68.568,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,730.965,0.0,14.213,1,Bi-212,727.330,6.67,0,0,1,10.758,1,391.421,ПОКАЗАНО со спором
G1S16_Th232_Denta100,910.099,1.0,16.763,1,Ac-228,911.000,25.8,0,0,0,1.000,1,123.408,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,969.944,0.0,13.156,1,Ac-228,968.000,15.8,0,0,1,3.166,1,214.366,ПОКАЗАНО со спором
G1S16_Th232_Denta100,1454.141,0.0,22.470,1,K-40,1460.000,10.66,0,0,0,1.000,1,457.513,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,1602.367,0.0,24.856,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,1642.85,ПОКАЗАНО голым числом
G1S16_Th232_Denta100,2125.855,0.0,27.902,1,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Denta100,2623.441,0.0,35.749,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,242.033,ПОКАЗАНО голым числом
G1S16_Th232_Mar,40.469,123.0,2.786,0,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Th232_Mar,72.870,892.0,4.122,0,Pb x-ray,72.804,59.5,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,128.870,90.0,4.974,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,238.048,328.0,7.854,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,338.519,34.0,9.659,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,462.824,2.0,7.073,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,513.199,5.0,9.118,0,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Mar,584.375,18.0,14.053,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,723.964,2.0,14.252,0,I-131,722.000,1.7686,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,911.491,3.0,17.168,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,965.158,1.0,13.387,0,Ac-228,964.000,4.99,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,1090.534,0.0,15.556,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,1588.153,0.0,26.871,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,2119.387,0.0,27.993,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Mar,2298.309,0.0,38.420,0,Bi-214,2204.000,4.92,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar,2611.672,0.0,36.068,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
G1S16_Th232_Mar_2,38.301,129.0,3.148,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Th232_Mar_2,67.923,1867.0,3.934,1,W x-ray,67.244,22,1,0,1,2.750,1,59.3435,ОТКАЗ рентген
G1S16_Th232_Mar_2,124.239,132.0,4.951,1,Eu-152,125.000,28.53,0,0,0,1.000,1,41.9093,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,234.033,462.0,7.763,1,Pb-212,238.000,43.6,0,0,0,1.000,1,31.5338,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,335.072,49.0,9.575,1,Ac-228,338.000,11.27,0,0,0,1.000,1,153.866,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,460.078,3.0,7.482,1,Ac-228,463.000,4.4,0,0,0,1.000,1,521.073,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,513.717,6.0,8.701,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Mar_2,585.298,24.0,13.918,1,Tl-208,583.000,30.549,0,0,0,1.000,1,93.9947,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,731.660,2.0,14.438,1,Bi-212,727.330,6.67,0,0,1,10.758,1,530.534,ПОКАЗАНО со спором
G1S16_Th232_Mar_2,914.273,4.0,17.431,1,Ac-228,911.000,25.8,0,0,0,1.000,1,165.059,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,968.245,2.0,14.618,1,Ac-228,968.000,15.8,0,0,1,3.166,1,284.266,ПОКАЗАНО со спором
G1S16_Th232_Mar_2,1115.369,0.0,20.367,1,Eu-152,1111.000,13.67,0,0,1,1.090,1,375.262,ПОКАЗАНО со спором
G1S16_Th232_Mar_2,1455.766,0.0,14.450,1,K-40,1460.000,10.66,0,0,0,1.000,1,614.715,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,1597.805,0.0,26.991,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,2190.72,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,2122.940,0.0,28.457,1,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Mar_2,2324.239,0.0,34.508,1,Bi-214,2447.000,1.545,0,0,0,1.000,1,6751.24,ПОКАЗАНО голым числом
G1S16_Th232_Mar_2,2627.180,0.0,35.636,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,318.171,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,41.961,200.0,3.043,1,Pb-210,46.539,4.25,0,0,0,1.000,1,3918.79,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,74.381,2040.0,4.011,1,Am-243,74.660,67.2,0,0,2,1.488,1,44.5232,ПОКАЗАНО со спором
G1S16_Th232_Mar_3,86.174,159.0,2.350,1,Pb x-ray,87.300,8,1,0,0,1.000,1,289.875,ОТКАЗ рентген
G1S16_Th232_Mar_3,127.464,253.0,5.219,1,Ac-228,129.065,2.42,0,0,1,11.789,1,691.436,ПОКАЗАНО со спором
G1S16_Th232_Mar_3,236.703,959.0,7.731,1,Pb-212,238.000,43.6,0,0,0,1.000,1,37.7638,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,337.230,105.0,9.546,1,Ac-228,338.000,11.27,0,0,0,1.000,1,177.852,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,408.274,3.0,5.608,1,Ac-228,409.000,1.92,0,0,0,1.000,1,1221.22,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,461.603,7.0,7.385,1,Ac-228,463.000,4.4,0,0,0,1.000,1,593.18,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,512.006,15.0,8.767,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Mar_3,586.190,55.0,13.824,1,Tl-208,583.000,30.549,0,0,0,1.000,1,106.178,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,731.811,6.0,13.874,1,Bi-212,727.330,6.67,0,0,1,10.758,1,589.116,ПОКАЗАНО со спором
G1S16_Th232_Mar_3,910.518,10.0,17.868,1,Ac-228,911.000,25.8,0,0,0,1.000,1,182.417,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,967.199,4.0,14.493,1,Ac-228,968.000,15.8,0,0,1,3.166,1,313.096,ПОКАЗАНО со спором
G1S16_Th232_Mar_3,1101.618,0.0,22.303,1,Eu-152,1111.000,13.67,0,0,0,1.000,1,408.718,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,1251.260,0.0,18.649,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,1055.9,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,1590.564,1.0,28.737,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,2370.81,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,2116.052,0.0,28.367,1,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Mar_3,2316.332,0.0,33.074,1,Bi-214,2204.000,4.92,0,0,0,1.000,1,2213.48,ПОКАЗАНО голым числом
G1S16_Th232_Mar_3,2611.640,1.0,36.216,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,344.935,ПОКАЗАНО голым числом
G1S16_Th232_Petri,73.488,130.0,4.335,1,Pb x-ray,72.804,59.5,1,0,2,1.681,1,14.7566,ОТКАЗ рентген
G1S16_Th232_Petri,126.729,11.0,4.121,1,Eu-152,125.000,28.53,0,0,0,1.000,1,25.2238,ПОКАЗАНО голым числом
G1S16_Th232_Petri,239.215,37.0,7.866,1,Pb-212,238.000,43.6,0,0,1,6.004,1,19.3045,ПОКАЗАНО со спором
G1S16_Th232_Petri,339.963,4.0,9.466,1,Ac-228,338.000,11.27,0,0,0,1.000,1,95.2286,ПОКАЗАНО голым числом
G1S16_Th232_Petri,512.048,1.0,9.915,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Th232_Petri,586.308,2.0,13.767,1,Tl-208,583.000,30.549,0,0,0,1.000,1,58.1385,ПОКАЗАНО голым числом
G1S16_Th232_Petri,732.010,0.0,13.977,1,Bi-212,727.330,6.67,0,0,1,10.758,1,327.47,ПОКАЗАНО со спором
G1S16_Th232_Petri,904.730,0.0,16.036,1,Ac-228,911.000,25.8,0,0,0,1.000,1,103.484,ПОКАЗАНО голым числом
G1S16_Th232_Petri,967.336,0.0,13.787,1,Ac-228,968.000,15.8,0,0,1,3.166,1,177.598,ПОКАЗАНО со спором
G1S16_Th232_Petri,1451.523,0.0,23.160,1,K-40,1460.000,10.66,0,0,0,1.000,1,387.476,ПОКАЗАНО голым числом
G1S16_Th232_Petri,1592.405,0.0,24.985,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,1378.67,ПОКАЗАНО голым числом
G1S16_Th232_Petri,2604.901,0.0,37.466,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,203.035,ПОКАЗАНО голым числом
G1S16_Y88_P25,76.540,28.0,4.774,1,Pb x-ray,74.969,100,1,0,1,1.488,1,310.422,ОТКАЗ рентген
G1S16_Y88_P25,235.385,4.0,6.685,1,Pb-212,238.000,43.6,0,0,0,1.000,1,777.518,ПОКАЗАНО голым числом
G1S16_Y88_P25,352.268,1.0,10.388,1,Pb-214,353.000,35.7166,0,0,0,1.000,1,1200.21,ПОКАЗАНО голым числом
G1S16_Y88_P25,603.865,1.0,14.124,1,Bi-214,609.000,45.44,0,0,0,1.000,1,1509.93,ПОКАЗАНО голым числом
G1S16_Y88_P25,895.144,1.0,18.872,1,Ac-228,911.000,25.8,0,0,0,1.000,1,3851.27,ПОКАЗАНО голым числом
G1S16_Y88_P25,1122.398,0.0,18.497,1,Bi-214,1120.000,14.9,0,0,0,1.000,1,8080.97,ПОКАЗАНО голым числом
G1S16_Y88_P25,1466.314,0.0,26.143,1,K-40,1460.000,10.66,0,0,0,1.000,1,14423.4,ПОКАЗАНО голым числом
G1S16_Y88_P25,1836.982,0.0,29.017,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,12402.4,ПОКАЗАНО голым числом
G1S16_Y88_P25,2615.610,0.0,32.404,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7628.34,ПОКАЗАНО голым числом
G1S16_Y88_P5,229.168,2.0,8.343,1,Np-239,228.000,10.73,0,0,0,1.000,1,205.99,ПОКАЗАНО голым числом
G1S16_Y88_P5,521.841,0.0,13.337,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Y88_P5,664.085,0.0,13.740,1,Cs-137,662.000,85.1,0,0,0,1.000,1,68.0893,ПОКАЗАНО голым числом
G1S16_Y88_P5,900.097,3.0,19.226,1,Ac-228,911.000,25.8,0,0,0,1.000,1,298.454,ПОКАЗАНО голым числом
G1S16_Y88_P5,1346.256,0.0,18.218,1,Co-60,1332.000,99.9826,0,0,0,1.000,1,113.396,ПОКАЗАНО голым числом
G1S16_Y88_P5,1838.621,0.0,29.655,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,1007.67,ПОКАЗАНО голым числом
G1S24_Am241_P5,58.716,84001.0,4.427,1,W x-ray,59.318,100,1,0,2,2.786,1,18.854,ОТКАЗ рентген
G1S24_Am241_P5,101.178,44.0,4.675,1,Np-239,106.000,25.34,0,0,0,1.000,1,68.1324,ПОКАЗАНО голым числом
G1S24_Am241_P5,123.947,15.0,4.388,1,Eu-152,125.000,28.53,0,0,0,1.000,1,61.5272,ПОКАЗАНО голым числом
G1S24_Am241_P5,1462.653,0.0,28.748,1,K-40,1460.000,10.66,0,0,0,1.000,1,1153.41,ПОКАЗАНО голым числом
G1S24_Ba133_P5,49.781,2293.0,2.813,1,Pb-210,46.539,4.25,0,0,0,1.000,1,479.179,ПОКАЗАНО голым числом
G1S24_Ba133_P5,80.837,30758.0,4.751,1,Pb x-ray,84.936,23,1,0,0,1.000,1,75.8042,ОТКАЗ рентген
G1S24_Ba133_P5,117.753,227.0,3.125,1,Th-234,112.810,0.21,0,1,0,1.000,1,8296.06,ОТКАЗ выход
G1S24_Ba133_P5,157.754,990.0,8.272,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,2.06469E+06,ОТКАЗ выход
G1S24_Ba133_P5,299.552,592.0,7.786,1,Pb-214,295.000,18.4672,0,0,0,1.000,1,144.569,ПОКАЗАНО голым числом
G1S24_Ba133_P5,355.198,1933.0,11.326,1,Pb-214,353.000,35.7166,0,0,1,1.737,1,86.8266,ПОКАЗАНО со спором
G1S24_Ba133_P5,455.556,12.0,6.502,1,Ac-228,463.000,4.4,0,0,0,1.000,1,897.853,ПОКАЗАНО голым числом
G1S24_Ba133_P5,1461.892,0.0,28.760,1,K-40,1460.000,10.66,0,0,0,1.000,1,1152.79,ПОКАЗАНО голым числом
G1S24_Ba133_P5,2596.036,0.0,41.656,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,621.883,ПОКАЗАНО голым числом
G1S24_Bi207_P5,37.042,455.0,2.619,1,,,,0,0,0,1.000,0,0,нет подписи
G1S24_Bi207_P5,50.838,8014.0,3.380,1,Pb-210,46.539,4.25,0,0,0,1.000,1,474.044,ПОКАЗАНО голым числом
G1S24_Bi207_P5,81.312,74567.0,4.767,1,Pb x-ray,84.936,23,1,0,0,1.000,1,75.76,ОТКАЗ рентген
G1S24_Bi207_P5,196.289,747.0,9.310,1,Lu-176,202.000,77.9688,0,0,0,1.000,1,26.1051,ПОКАЗАНО голым числом
G1S24_Bi207_P5,370.819,68.0,12.763,1,Pu-239,375.000,0.0016,0,1,0,1.000,1,2.01954E+06,ОТКАЗ выход
G1S24_Bi207_P5,572.036,1324.0,15.992,1,Tl-208,583.000,30.549,0,0,0,1.000,1,162.379,ПОКАЗАНО голым числом
G1S24_Bi207_P5,811.618,14.0,22.574,1,Cs-134,798.000,85.46,0,0,0,1.000,1,82.2404,ПОКАЗАНО голым числом
G1S24_Bi207_P5,1056.055,176.0,23.517,1,Eu-152,1111.000,13.67,0,0,0,1.000,1,663.27,ПОКАЗАНО голым числом
G1S24_Bi207_P5,1271.023,1.0,22.394,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,1838.44,ПОКАЗАНО голым числом
G1S24_Bi207_P5,1446.813,0.0,37.231,1,K-40,1460.000,10.66,0,0,0,1.000,1,1141.12,ПОКАЗАНО голым числом
G1S24_Bi207_P5,1645.601,0.0,10.833,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,4304.19,ПОКАЗАНО голым числом
G1S24_Bi207_P5,1757.835,3.0,29.681,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,964.494,ПОКАЗАНО голым числом
G1S24_Bi207_P5,2341.785,0.0,36.864,1,Bi-214,2447.000,1.545,0,0,0,1.000,1,12866.2,ПОКАЗАНО голым числом
G1S24_Cd109_P5,55.261,23.0,3.400,1,W x-ray,57.981,57.6,1,0,0,1.000,1,33.6593,ОТКАЗ рентген
G1S24_Cd109_P5,86.890,393.0,4.967,1,Pb x-ray,87.300,8,1,0,1,2.875,1,216.375,ОТКАЗ рентген
G1S24_Cd109_P5,1486.245,0.0,28.227,1,K-40,1460.000,10.66,0,0,0,1.000,1,1172.76,ПОКАЗАНО голым числом
G1S24_Co60_P5,38.859,685.0,3.405,1,,,,0,0,0,1.000,0,0,нет подписи
G1S24_Co60_P5,97.156,43.0,3.483,1,Np-239,106.000,25.34,0,0,0,1.000,1,68.0813,ПОКАЗАНО голым числом
G1S24_Co60_P5,139.161,33.0,6.714,1,U-235,145.000,10.96,0,0,0,1.000,1,163.882,ПОКАЗАНО голым числом
G1S24_Co60_P5,235.390,328.0,12.577,1,Pb-212,238.000,43.6,0,0,1,6.004,1,51.4224,ПОКАЗАНО со спором
G1S24_Co60_P5,510.323,4.0,12.702,1,Tl-208,510.000,8.1224,0,0,0,1.000,1,545.562,ПОКАЗАНО голым числом
G1S24_Co60_P5,850.820,2.0,21.590,1,Ac-228,835.000,1.61,0,0,0,1.000,1,4550.86,ПОКАЗАНО голым числом
G1S24_Co60_P5,919.468,8.0,23.078,1,Ac-228,911.000,25.8,0,0,0,1.000,1,305.258,ПОКАЗАНО голым числом
G1S24_Co60_P5,1173.714,104.0,23.739,1,Co-60,1173.000,99.85,0,0,0,1.000,1,100.008,ПОКАЗАНО голым числом
G1S24_Co60_P5,1329.215,74.0,26.220,1,Co-60,1332.000,99.9826,0,0,0,1.000,1,111.993,ПОКАЗАНО голым числом
G1S24_Co60_P5,1585.486,0.0,25.500,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,4152.35,ПОКАЗАНО голым числом
G1S24_Co60_P5,2258.396,0.0,43.453,1,Bi-214,2204.000,4.92,0,0,0,1.000,1,3893.76,ПОКАЗАНО голым числом
G1S24_Co60_P5,2516.379,0.0,38.351,1,Bi-214,2447.000,1.545,0,0,0,1.000,1,13906.6,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120,183.917,3.0,6.103,1,U-235,185.715,57,0,0,1,15.659,1,15.5158,ПОКАЗАНО со спором
G1S24_Cs137_Denta120,665.256,4.0,16.939,1,Cs-137,662.000,85.1,0,0,0,1.000,1,29.1129,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120,1460.939,0.0,26.871,1,K-40,1460.000,10.66,0,0,0,1.000,1,487.719,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120,2640.259,0.0,36.074,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,259.913,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120_2,197.190,12.0,7.609,1,Lu-176,202.000,77.9688,0,0,0,1.000,1,14.5391,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120_2,443.243,1.0,20.109,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,21.1066,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120_2,663.179,21.0,17.134,1,Cs-137,662.000,85.1,0,0,0,1.000,1,32.4162,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120_2,1455.810,0.0,28.319,1,K-40,1460.000,10.66,0,0,0,1.000,1,518.246,ПОКАЗАНО голым числом
G1S24_Cs137_Denta120_2,2611.580,0.0,37.596,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,268.264,ПОКАЗАНО голым числом
G1S24_Cs137_Mar,190.747,19.0,10.577,1,Ra-226,186.211,3.64,0,0,1,15.659,1,351.285,ПОКАЗАНО со спором
G1S24_Cs137_Mar,435.170,2.0,12.470,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,23.9319,ПОКАЗАНО голым числом
G1S24_Cs137_Mar,662.801,38.0,17.269,1,Cs-137,662.000,85.1,0,0,0,1.000,1,37.6786,ПОКАЗАНО голым числом
G1S24_Cs137_Mar,1465.210,0.0,28.164,1,K-40,1460.000,10.66,0,0,0,1.000,1,622.266,ПОКАЗАНО голым числом
G1S24_Cs137_Mar,1802.457,0.0,26.890,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,528.024,ПОКАЗАНО голым числом
G1S24_Cs137_Mar_2,130.152,34.0,6.596,1,Ac-228,129.065,2.42,0,0,0,1.000,1,702.821,ПОКАЗАНО голым числом
