spectrum,peak_kev,peak_counts,fwhm_kev,has_curve,nuclide,line_kev,intensity_pct,is_xray,low_yield,rivals,rival_factor,coeff_ok,bq_coeff,verdict
ASN16_Charoite_v2,2205.074,0.0,229.365,0,Bi-214,2204.000,4.92,0,0,0,1.000,0,0,кривой нет
ASN16_Charoite_v2,2614.393,0.0,234.892,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,69.692,457.0,33.921,0,W x-ray,69.067,8,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,125.585,22.0,53.713,0,Eu-152,125.000,28.53,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,191.007,369.0,65.960,0,Ra-226,186.211,3.64,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,442.625,57.0,109.962,0,Ag-108m,433.000,90.5,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,657.963,878.0,113.330,0,Cs-137,662.000,85.1,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,869.639,0.0,114.148,0,Ac-228,835.000,1.61,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,1114.924,0.0,147.610,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,1339.906,0.0,159.073,0,Co-60,1332.000,99.9826,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,1464.839,0.0,120.861,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,1759.568,0.0,165.553,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137,2129.191,0.0,183.334,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Cs137,2614.769,0.0,220.518,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137_10cm,32.717,3.0,24.377,0,,,,0,0,0,1.000,0,0,нет подписи
ASN16_Cs137_10cm,83.528,0.0,42.132,0,Pb x-ray,84.936,23,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137_10cm,198.432,0.0,67.283,0,Lu-176,202.000,77.9688,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137_10cm,663.600,0.0,110.457,0,Cs-137,662.000,85.1,0,0,0,1.000,0,0,кривой нет
ASN16_Cs137_10cm,1456.520,0.0,164.434,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,74.735,72.0,36.865,0,Am-243,74.660,67.2,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,128.857,1.0,48.542,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,187.687,1.0,42.525,0,Ra-226,186.211,3.64,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,242.823,5.0,55.086,0,Eu-152,244.000,7.55,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,293.857,1.0,50.126,0,Pb-214,295.000,18.4672,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,352.693,1.0,71.401,0,Pb-214,353.000,35.7166,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,509.489,0.0,64.894,0,Tl-208,510.000,8.1224,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,606.911,0.0,117.519,0,Bi-214,609.000,45.44,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,911.632,0.0,114.939,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,968.353,0.0,117.738,0,Ac-228,968.000,15.8,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,1123.377,0.0,151.508,0,Bi-214,1120.000,14.9,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,1462.639,0.0,170.296,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,1603.573,0.0,98.004,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,1763.494,0.0,176.542,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN16_Granite,2106.638,0.0,222.269,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Granite,2620.367,0.0,233.161,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN16_Lu176,55.392,217.0,33.551,1,W x-ray,57.981,57.6,1,0,5,13.553,1,90.662,ОТКАЗ рентген
ASN16_Lu176,89.176,19.0,32.396,1,Pb x-ray,87.300,8,1,0,3,12.500,1,782.538,ОТКАЗ рентген
ASN16_Lu176,123.081,3.0,33.398,1,Eu-152,125.000,28.53,0,0,2,135.857,1,103.182,ПОКАЗАНО со спором
ASN16_Lu176,152.240,2.0,61.472,1,Pu-238,152.000,0.0009,0,1,3,31700.000,1,2.28285E+06,ОТКАЗ выход
ASN16_Lu176,201.412,113.0,58.742,1,Lu-176,202.000,77.9688,0,0,5,21.420,1,21.734,ПОКАЗАНО со спором
ASN16_Lu176,304.315,48.0,74.472,1,Lu-176,307.000,93.6,0,0,6,58.500,1,21.8184,ПОКАЗАНО со спором
ASN16_Lu176,370.330,1.0,51.511,1,Pu-239,375.000,0.0016,0,1,4,50937.500,1,1.61232E+06,ОТКАЗ выход
ASN16_Lu176,511.053,2.0,95.088,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Lu176,601.908,0.0,66.558,1,Bi-214,609.000,45.44,0,0,2,1.976,1,110.319,ПОКАЗАНО со спором
ASN16_Lu176,1461.409,0.0,162.759,1,K-40,1460.000,10.66,0,0,0,1.000,1,1546.11,ПОКАЗАНО голым числом
ASN16_Lu176,2709.870,0.0,205.160,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,1165.54,ПОКАЗАНО голым числом
ASN16_Lu176_P0,55.076,2.0,32.724,1,W x-ray,57.981,57.6,1,0,5,13.553,1,92.2947,ОТКАЗ рентген
ASN16_Lu176_P0,88.403,0.0,34.264,1,Pb x-ray,87.300,8,1,0,4,12.500,1,799.872,ОТКАЗ рентген
ASN16_Lu176_P0,202.236,1.0,56.485,1,Lu-176,202.000,77.9688,0,0,5,21.420,1,21.7362,ПОКАЗАНО со спором
ASN16_Lu176_P0,306.202,0.0,71.653,1,Lu-176,307.000,93.6,0,0,6,58.500,1,21.9694,ПОКАЗАНО со спором
ASN16_Lu176_P0,510.893,0.0,99.402,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Th232,55.254,1894.0,32.102,0,W x-ray,57.981,57.6,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,124.119,52.0,37.253,0,Eu-152,125.000,28.53,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,238.058,564.0,56.544,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,337.174,120.0,69.695,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,405.529,4.0,38.326,0,Ac-228,409.000,1.92,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,462.001,10.0,55.135,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,510.262,17.0,64.867,0,Tl-208,510.000,8.1224,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,583.650,51.0,94.081,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,727.661,5.0,92.026,0,Bi-212,727.330,6.67,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,786.907,1.0,44.275,0,Eu-152,780.000,12.93,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,912.540,12.0,109.604,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,973.028,5.0,89.041,0,Ac-228,968.000,15.8,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,1103.329,0.0,112.440,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,1247.911,0.0,147.979,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,1465.514,0.0,57.603,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,1586.393,2.0,164.106,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,1876.798,0.0,166.119,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,2113.200,0.0,179.620,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Th232,2316.420,0.0,236.718,0,Bi-214,2204.000,4.92,0,0,0,1.000,0,0,кривой нет
ASN16_Th232,2614.386,1.0,218.747,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,57.485,1699.0,31.105,0,W x-ray,57.981,57.6,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,78.982,610.0,32.482,0,Pb x-ray,74.969,100,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,133.183,30.0,35.906,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,240.075,241.0,61.226,0,Pb-214,241.000,7.2615,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,290.443,1.0,20.371,0,Pb-214,295.000,18.4672,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,340.312,19.0,78.461,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,404.764,0.0,34.224,0,Ac-228,409.000,1.92,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,459.688,1.0,56.912,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,512.174,2.0,69.835,0,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Th232_Am241,580.923,7.0,106.592,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,726.229,1.0,102.996,0,Ac-228,726.863,0.62,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,786.906,0.0,37.550,0,Eu-152,780.000,12.93,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,907.575,1.0,117.025,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,971.045,0.0,96.603,0,Ac-228,968.000,15.8,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,1111.694,0.0,155.607,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,1246.622,0.0,129.260,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,1382.399,0.0,123.642,0,Bi-214,1377.000,3.985,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,1589.453,0.0,179.063,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,1760.152,0.0,152.342,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,2109.515,0.0,195.665,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN16_Th232_Am241,2324.990,0.0,228.604,0,Bi-214,2447.000,1.545,0,0,0,1.000,0,0,кривой нет
ASN16_Th232_Am241,2612.915,0.0,233.821,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,62.386,238.0,32.929,0,Am-241,59.541,35.9,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,93.003,247.0,37.246,0,Pb x-ray,87.300,8,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,145.378,4.0,35.294,0,U-235,145.000,10.96,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,187.748,17.0,52.927,0,Ra-226,186.211,3.64,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,243.747,0.0,41.930,0,Eu-152,244.000,7.55,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,766.369,0.0,130.446,0,Pa-234m,766.000,0.317,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,1005.889,0.0,137.604,0,Pa-234m,1001.000,0.842,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,1461.577,0.0,165.139,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,1763.509,0.0,165.315,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN16_UGlass,2621.703,0.0,262.245,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,30.135,361.0,4.418,0,,,,0,0,0,1.000,0,0,нет подписи
ASN3_Tile,75.289,199.0,12.118,0,Pb x-ray,74.969,100,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,128.970,10.0,17.034,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,184.078,9.0,13.080,0,U-235,185.715,57,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,238.217,19.0,15.620,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,293.794,8.0,16.656,0,Pb-214,295.000,18.4672,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,349.607,11.0,20.608,0,Pb-214,353.000,35.7166,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,601.221,3.0,27.589,0,Bi-214,609.000,45.44,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,905.569,0.0,25.117,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,1115.992,0.0,30.967,0,Bi-214,1120.000,14.9,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,1451.126,0.0,45.073,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,1587.001,0.0,34.257,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,1748.138,0.0,46.543,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN3_Tile,2624.872,0.0,53.393,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN8_Am241,59.122,470.0,58.425,0,W x-ray,59.318,100,0,0,0,1.000,0,0,кривой нет
ASN8_Am241,610.266,0.0,100.086,0,Bi-214,609.000,45.44,0,0,0,1.000,0,0,кривой нет
ASN8_Am241,1461.566,0.0,162.482,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,34.460,9904.0,2.734,0,,,,0,0,0,1.000,0,0,нет подписи
ASN8_Th232_1024,72.870,9030.0,7.307,0,Pb x-ray,72.804,59.5,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,129.144,239.0,5.683,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,236.212,2724.0,9.159,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,337.866,284.0,10.502,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,461.139,10.0,6.267,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,506.427,26.0,9.038,0,Tl-208,510.000,8.1224,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,585.166,117.0,14.508,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,725.216,10.0,13.822,0,Ac-228,726.863,0.62,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,912.399,17.0,16.486,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,967.953,6.0,13.750,0,Ac-228,968.000,15.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,1104.362,2.0,18.652,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,1241.639,1.0,16.714,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,1588.634,4.0,23.491,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,1767.371,0.0,18.527,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,2125.812,1.0,25.231,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_1024,2328.429,0.0,36.666,0,Bi-214,2447.000,1.545,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_1024,2615.654,1.0,30.909,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,73.248,2031.0,15.571,0,Pb x-ray,72.804,59.5,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,130.830,42.0,10.043,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,236.104,561.0,19.781,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,340.456,58.0,22.219,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,460.398,1.0,11.235,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,510.086,4.0,17.198,0,Tl-208,510.000,8.1224,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,584.095,25.0,30.433,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,725.311,2.0,30.145,0,Ac-228,726.863,0.62,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,907.442,4.0,36.865,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,962.859,1.0,38.454,0,Ac-228,964.000,4.99,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,1112.908,0.0,37.471,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,1242.151,0.0,33.428,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,1585.343,1.0,48.932,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,1774.963,0.0,37.978,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,2113.519,0.0,52.130,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_2048,2323.977,0.0,72.865,0,Bi-214,2447.000,1.545,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_2048,2614.168,0.0,63.118,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,32.558,1844.0,11.479,0,,,,0,0,0,1.000,0,0,нет подписи
ASN8_Th232_3000,73.856,2536.0,21.761,0,Am-243,74.660,67.2,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,132.424,57.0,16.233,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,237.875,652.0,28.442,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,339.791,66.0,32.211,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,461.737,1.0,15.618,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,510.100,6.0,25.541,0,Tl-208,510.000,8.1224,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,584.407,28.0,44.249,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,722.365,2.0,44.031,0,I-131,722.000,1.7686,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,911.566,4.0,55.066,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,965.179,2.0,57.325,0,Ac-228,964.000,4.99,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,1113.036,0.0,56.152,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,1245.897,0.0,49.615,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,1589.662,1.0,71.537,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,1764.599,0.0,55.975,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,2114.018,0.0,80.337,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_3000,2320.792,0.0,95.587,0,Bi-214,2447.000,1.545,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_3000,2609.406,0.0,95.168,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,74.035,1233.0,30.584,0,Am-243,74.660,67.2,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,132.329,28.0,20.461,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,236.804,343.0,39.065,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,340.338,35.0,43.978,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,460.179,1.0,23.488,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,510.574,3.0,35.169,0,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_4096,581.487,15.0,60.251,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,724.812,1.0,59.862,0,Ac-228,726.863,0.62,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,909.778,2.0,71.957,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,963.584,1.0,67.558,0,Ac-228,964.000,4.99,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,1112.641,0.0,75.906,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,1244.792,0.0,67.428,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,1585.018,1.0,96.661,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,1764.666,0.0,75.252,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,2111.205,0.0,101.853,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_4096,2322.752,0.0,133.468,0,Bi-214,2447.000,1.545,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_4096,2617.937,0.0,126.056,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,35.163,89.0,33.324,0,,,,0,0,0,1.000,0,0,нет подписи
ASN8_Th232_8192,73.916,205.0,69.851,0,Am-243,74.660,67.2,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,134.596,3.0,36.576,0,Ac-228,129.065,2.42,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,237.132,64.0,83.873,0,Pb-212,238.000,43.6,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,340.563,7.0,89.224,0,Ac-228,338.000,11.27,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,458.820,0.0,45.644,0,Ac-228,463.000,4.4,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,511.220,1.0,68.403,0,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_8192,584.953,3.0,118.857,0,Tl-208,583.000,30.549,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,725.571,0.0,113.557,0,Ac-228,726.863,0.62,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,907.082,1.0,129.012,0,Ac-228,911.000,25.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,967.927,0.0,108.004,0,Ac-228,968.000,15.8,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,1113.410,0.0,153.198,0,Eu-152,1111.000,13.67,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,1245.796,0.0,138.804,0,Bi-214,1238.000,5.83,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,1584.582,0.0,177.125,0,Ac-228,1588.000,3.22,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,1760.869,0.0,143.254,0,Bi-214,1764.000,15.29,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,2111.793,0.0,174.684,0,Tl-208 SE,2103.000,0,0,0,0,1.000,0,0,у подписи нет выхода
ASN8_Th232_8192,2324.762,0.0,276.600,0,Bi-214,2447.000,1.545,0,0,0,1.000,0,0,кривой нет
ASN8_Th232_8192,2613.149,0.0,221.302,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,54.480,190.0,48.859,0,W x-ray,57.981,57.6,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,86.437,207.0,56.121,0,Pb x-ray,87.300,8,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,181.100,24.0,73.196,0,U-235,185.715,57,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,257.221,0.0,31.504,0,Eu-152,244.000,7.55,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,763.335,0.0,138.676,0,Pa-234m,766.000,0.317,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,1001.276,0.0,143.992,0,Pa-234m,1001.000,0.842,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,1464.848,0.0,172.303,0,K-40,1460.000,10.66,0,0,0,1.000,0,0,кривой нет
ASN8_UGlass,2628.277,0.0,256.213,0,Tl-208,2614.000,35.8516,0,0,0,1.000,0,0,кривой нет
G1S16_Am241_P25,60.691,3087.0,3.736,1,Am-241,59.541,35.9,0,0,1,2.786,1,919.342,ПОКАЗАНО со спором
G1S16_Am241_P25,1438.873,0.0,28.992,1,K-40,1460.000,10.66,0,0,0,1.000,1,14191.6,ПОКАЗАНО голым числом
G1S16_Am241_P5,56.265,24927.0,3.640,1,W x-ray,57.981,57.6,1,0,0,1.000,1,33.3815,ОТКАЗ рентген
G1S16_Am241_P5,96.970,13.0,4.470,1,Np-239,106.000,25.34,0,0,0,1.000,1,68.0811,ПОКАЗАНО голым числом
G1S16_Am241_P5,123.210,5.0,4.136,1,Eu-152,125.000,28.53,0,0,0,1.000,1,61.4545,ПОКАЗАНО голым числом
G1S16_Ba133_P25,48.227,205.0,2.855,1,Pb-210,46.539,4.25,0,0,0,1.000,1,8689.06,ПОКАЗАНО голым числом
G1S16_Ba133_P25,77.044,1728.0,4.229,1,Pb x-ray,74.969,100,1,0,0,1.000,1,309.9,ОТКАЗ рентген
G1S16_Ba133_P25,158.156,21.0,6.122,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,3.40692E+07,ОТКАЗ выход
G1S16_Ba133_P25,301.512,39.0,7.242,1,Lu-176,307.000,93.6,0,0,0,1.000,1,410.189,ПОКАЗАНО голым числом
G1S16_Ba133_P25,354.589,117.0,10.440,1,Pb-214,353.000,35.7166,0,0,1,1.737,1,1206.59,ПОКАЗАНО со спором
G1S16_Ba133_P25,613.849,0.0,16.546,1,Ag-108m,614.000,89.8,0,0,1,1.976,1,774.837,ПОКАЗАНО со спором
