ch,keV,net,fit,model,continuum_raw,Co-60
72,194.494,11197.422,11197.422,11395.861,7847.753,11395.861
73,197.401,11510.845,11510.845,12160.888,8542.715,12160.888
74,200.309,12386.067,12386.067,12940.306,9237.678,12940.306
75,203.218,13123.911,13123.911,13722.689,9932.641,13722.689
76,206.127,14201.822,14201.822,14495.982,10627.604,14495.982
77,209.037,15539.689,15539.689,15250.622,11322.567,15250.622
78,211.947,16478.756,16478.756,16115.441,12151.212,16115.441
79,214.859,17369.911,17369.911,16957.361,12979.857,16957.361
80,217.770,18245.978,18245.978,17781.572,13808.502,17781.572
81,220.683,19078.422,19078.422,18595.810,14637.147,18595.810
82,223.596,19883.489,19883.489,19407.922,15465.792,19407.922
83,226.510,19601.845,19601.845,20223.850,16294.437,20223.850
84,229.424,19972.156,19972.156,21046.516,17123.082,21046.516
85,232.339,19425.667,19425.667,20200.900,16276.857,20200.900
86,235.255,19407.267,19407.267,19359.524,15430.632,19359.524
87,238.171,18708.667,18708.667,18519.270,14584.407,18519.270
88,241.088,17855.933,17855.933,17677.685,13738.182,17677.685
89,244.005,17261.311,17261.311,16833.803,12891.957,16833.803
90,246.923,16239.933,16239.933,15987.998,12045.732,15987.998
91,249.842,15064.689,15064.689,15141.080,11199.507,15141.080
92,252.761,14300.422,14300.422,14334.913,10394.960,14334.913
93,255.681,13384.956,13384.956,13526.849,9590.413,13526.849
94,258.602,12594.756,12594.756,12715.013,8785.867,12715.013
95,261.523,11582.156,11582.156,11897.508,7981.320,11897.508
96,264.444,10819.956,10819.956,11073.433,7176.773,11073.433
97,267.367,10382.778,10382.778,10243.611,6372.227,10243.611
98,270.290,10030.467,10030.467,9410.725,5567.680,9410.725
99,273.213,9121.733,9121.733,9069.733,5254.048,9069.733
100,276.137,8786.289,8786.289,8734.107,4940.417,8734.107
101,279.062,8451.867,8451.867,8407.348,4626.785,8407.348
102,281.987,8040.378,8040.378,8091.046,4313.153,8091.046
103,284.913,7631.645,7631.645,7784.410,3999.521,7784.410
104,287.840,7358.711,7358.711,7484.490,3685.889,7484.490
105,290.767,7188.911,7188.911,7186.959,3372.257,7186.959
106,293.695,6901.067,6901.067,6887.161,3058.626,6887.161
107,296.623,6876.911,6876.911,6767.115,2930.966,6767.115
108,299.552,6806.045,6806.045,6638.393,2803.306,6638.393
109,302.481,6442.978,6442.978,6500.471,2675.647,6500.471
110,305.411,6336.422,6336.422,6354.709,2547.987,6354.709
111,308.342,6187.067,6187.067,6203.832,2420.327,6203.832
112,311.273,5971.267,5971.267,6051.094,2292.667,6051.094
113,314.205,5946.689,5946.689,5899.421,2165.008,5899.421
114,317.137,5735.733,5735.733,5750.843,2037.348,5750.843
115,320.070,5709.245,5709.245,5677.866,1981.216,5677.866
116,323.004,5504.622,5504.622,5609.079,1925.085,5609.079
117,325.938,5596.489,5596.489,5544.044,1868.953,5544.044
118,328.872,5529.733,5529.733,5482.025,1812.821,5482.025
119,331.808,5461.045,5461.045,5422.134,1756.689,5422.134
120,334.743,5378.556,5378.556,5363.413,1700.558,5363.413
121,337.680,5301.111,5301.111,5304.933,1644.426,5304.933
122,340.617,5181.978,5181.978,5245.938,1588.294,5245.938
123,343.554,5238.445,5238.445,5200.773,1546.937,5200.773
124,346.492,5236.267,5236.267,5154.632,1505.580,5154.632
125,349.431,5041.689,5041.689,5107.850,1464.223,5107.850
126,352.370,4930.333,4930.333,5060.973,1422.866,5060.973
127,355.310,5149.733,5149.733,5014.542,1381.509,5014.542
128,358.250,4937.267,4937.267,4968.900,1340.152,4968.900
129,361.191,4912.778,4912.778,4924.073,1298.795,4924.073
130,364.132,4817.267,4817.267,4879.785,1257.438,4879.785
131,367.074,4958.733,4958.733,4835.580,1216.081,4835.580
132,370.017,4815.067,4815.067,4811.057,1194.774,4811.057
133,372.960,4708.689,4708.689,4785.886,1173.468,4785.886
134,375.903,4717.822,4717.822,4760.046,1152.161,4760.046
135,378.847,4815.600,4815.600,4733.739,1130.854,4733.739
136,381.792,4747.200,4747.200,4707.283,1109.548,4707.283
137,384.737,4633.067,4633.067,4680.970,1088.241,4680.970
138,387.683,4612.422,4612.422,4654.966,1066.935,4654.966
139,390.629,4643.711,4643.711,4629.291,1045.628,4629.291
140,393.576,4690.289,4690.289,4603.862,1024.321,4603.862
141,396.524,4529.267,4529.267,4582.063,1006.514,4582.063
142,399.472,4612.733,4612.733,4560.311,988.708,4560.311
143,402.420,4549.067,4549.067,4538.573,970.901,4538.573
144,405.369,4521.511,4521.511,4516.870,953.094,4516.870
145,408.319,4369.445,4369.445,4495.254,935.287,4495.254
146,411.269,4557.289,4557.289,4473.807,917.480,4473.807
147,414.219,4295.978,4295.978,4452.660,899.674,4452.660
148,417.170,4534.400,4534.400,4432.024,881.867,4432.024
149,420.122,4405.445,4405.445,4412.207,864.060,4412.207
150,423.074,4439.289,4439.289,4393.590,846.253,4393.590
151,426.027,4368.711,4368.711,4379.266,831.153,4379.266
152,428.980,4342.267,4342.267,4366.798,816.053,4366.798
153,431.934,4322.022,4322.022,4356.209,800.954,4356.209
154,434.888,4378.156,4378.156,4347.170,785.854,4347.170
155,437.843,4399.778,4399.778,4338.974,770.754,4338.974
156,440.798,4256.556,4256.556,4330.599,755.654,4330.599
157,443.754,4387.356,4387.356,4320.873,740.554,4320.873
158,446.710,4347.867,4347.867,4308.684,725.454,4308.684
159,449.667,4355.267,4355.267,4293.204,710.355,4293.204
160,452.624,4254.956,4254.956,4274.053,695.255,4274.053
161,455.582,4281.445,4281.445,4279.575,708.365,4279.575
162,458.540,4202.822,4202.822,4282.180,721.475,4282.180
163,461.499,4272.689,4272.689,4282.848,734.586,4282.848
164,464.458,4251.511,4251.511,4282.752,747.696,4282.752
165,467.418,4315.000,4315.000,4283.095,760.806,4283.095
166,470.378,4279.845,4279.845,4284.969,773.917,4284.969
167,473.339,4375.933,4375.933,4289.276,787.027,4289.276
168,476.300,4110.400,4110.400,4296.691,800.137,4296.691
169,479.262,4339.511,4339.511,4307.656,813.248,4307.656
170,482.224,4325.845,4325.845,4322.383,826.358,4322.383
171,485.187,4257.778,4257.778,4340.854,839.468,4340.854
172,488.150,4313.578,4313.578,4340.963,830.722,4340.963
173,491.114,4278.267,4278.267,4344.082,821.976,4344.082
174,494.078,4462.956,4462.956,4349.503,813.229,4349.503
175,497.043,4543.156,4543.156,4356.343,804.483,4356.343
176,500.008,4469.556,4469.556,4363.618,795.737,4363.618
177,502.974,4240.622,4240.622,4370.348,786.990,4370.348
178,505.940,4420.733,4420.733,4375.666,778.244,4375.666
179,508.906,4448.645,4448.645,4378.924,769.498,4378.924
180,511.874,4479.022,4479.022,4379.762,760.751,4379.762
181,514.841,4369.045,4369.045,4378.133,752.005,4378.133
182,517.809,4276.778,4276.778,4374.287,743.259,4374.287
183,520.778,4395.022,4395.022,4349.922,715.733,4349.922
184,523.747,4287.000,4287.000,4324.432,688.208,4324.432
185,526.716,4357.733,4357.733,4298.469,660.683,4298.469
186,529.686,4174.222,4174.222,4272.622,633.157,4272.622
187,532.656,4170.289,4170.289,4247.341,605.632,4247.341
188,535.627,4119.578,4119.578,4222.887,578.106,4222.887
189,538.599,4285.156,4285.156,4199.304,550.581,4199.304
190,541.570,4143.889,4143.889,4176.424,523.056,4176.424
191,544.543,4099.333,4099.333,4153.895,495.530,4153.895
192,547.515,4118.489,4118.489,4131.231,468.005,4131.231
193,550.488,4152.667,4152.667,4107.878,440.480,4107.878
194,553.462,4118.200,4118.200,4083.289,412.954,4083.289
195,556.436,4129.711,4129.711,4094.716,423.139,4094.716
196,559.411,4132.400,4132.400,4104.154,433.323,4104.154
197,562.386,4044.556,4044.556,4111.519,443.507,4111.519
198,565.361,4128.000,4128.000,4116.968,453.691,4116.968
199,568.337,4167.667,4167.667,4120.892,463.875,4120.892
200,571.313,4225.311,4225.311,4123.867,474.059,4123.867
201,574.290,4127.244,4127.244,4126.596,484.244,4126.596
202,577.267,3993.800,3993.800,4129.820,494.428,4129.820
203,580.245,4095.356,4095.356,4134.232,504.612,4134.232
204,583.223,4275.222,4275.222,4140.407,514.796,4140.407
205,586.201,4151.400,4151.400,4148.751,524.980,4148.751
206,589.180,4056.222,4056.222,4159.471,535.164,4159.471
207,592.160,4317.289,4317.289,4160.489,533.254,4160.489
208,595.139,4180.000,4180.000,4163.749,531.343,4163.749
209,598.120,4052.733,4052.733,4168.973,529.433,4168.973
210,601.100,4219.067,4219.067,4175.801,527.522,4175.801
211,604.081,4230.022,4230.022,4183.842,525.611,4183.842
212,607.063,4081.422,4081.422,4192.708,523.701,4192.708
213,610.045,4154.178,4154.178,4202.054,521.790,4202.054
214,613.027,4203.800,4203.800,4211.594,519.879,4211.594
215,616.010,4306.022,4306.022,4221.124,517.969,4221.124
216,618.993,4248.756,4248.756,4230.522,516.058,4230.522
217,621.977,4164.911,4164.911,4239.750,514.147,4239.750
218,624.961,4298.111,4298.111,4248.838,512.237,4248.838
219,627.945,4335.333,4335.333,4257.864,510.326,4257.864
220,630.930,4278.667,4278.667,4267.620,509.115,4267.620
221,633.915,4222.044,4222.044,4277.480,507.904,4277.480
222,636.901,4433.200,4433.200,4287.468,506.692,4287.468
223,639.887,4166.933,4166.933,4297.539,505.481,4297.539
224,642.874,4238.378,4238.378,4307.568,504.270,4307.568
225,645.861,4264.933,4264.933,4317.367,503.058,4317.367
226,648.848,4354.000,4354.000,4326.708,501.847,4326.708
227,651.836,4387.200,4387.200,4335.365,500.636,4335.365
228,654.824,4375.089,4375.089,4343.143,499.425,4343.143
229,657.812,4291.800,4291.800,4349.914,498.213,4349.914
230,660.801,4402.378,4402.378,4355.627,497.002,4355.627
231,663.791,4315.556,4315.556,4360.303,495.791,4360.303
232,666.780,4327.022,4327.022,4364.026,494.579,4364.026
233,669.771,4375.178,4375.178,4367.616,494.077,4367.616
234,672.761,4329.311,4329.311,4370.485,493.576,4370.485
235,675.752,4390.733,4390.733,4372.739,493.074,4372.739
236,678.743,4489.378,4489.378,4374.462,492.572,4374.462
237,681.735,4300.822,4300.822,4375.720,492.070,4375.720
238,684.727,4446.378,4446.378,4376.569,491.568,4376.569
239,687.720,4438.511,4438.511,4377.078,491.066,4377.078
240,690.712,4517.733,4517.733,4377.337,490.564,4377.337
241,693.706,4326.911,4326.911,4377.476,490.062,4377.476
242,696.699,4236.756,4236.756,4377.658,489.560,4377.658
243,699.693,4374.111,4374.111,4378.075,489.058,4378.075
244,702.688,4411.756,4411.756,4378.933,488.556,4378.933
245,705.682,4350.444,4350.444,4380.433,488.054,4380.433
246,708.677,4340.867,4340.867,4382.745,487.552,4382.745
247,711.673,4389.667,4389.667,4392.293,493.346,4392.293
248,714.669,4406.444,4406.444,4402.848,499.140,4402.848
249,717.665,4459.911,4459.911,4414.416,504.935,4414.416
250,720.662,4354.556,4354.556,4426.943,510.729,4426.943
251,723.659,4381.378,4381.378,4440.329,516.523,4440.329
252,726.656,4545.644,4545.644,4454.445,522.317,4454.445
253,729.654,4581.756,4581.756,4469.159,528.111,4469.159
254,732.652,4537.467,4537.467,4484.356,533.905,4484.356
255,735.650,4526.111,4526.111,4499.958,539.700,4499.958
256,738.649,4501.200,4501.200,4515.943,545.494,4515.943
257,741.648,4428.200,4428.200,4532.343,551.288,4532.343
258,744.647,4410.044,4410.044,4549.245,557.082,4549.245
259,747.647,4666.000,4666.000,4566.776,562.876,4566.776
260,750.647,4552.867,4552.867,4585.083,568.670,4585.083
261,753.648,4642.178,4642.178,4591.721,561.872,4591.721
262,756.649,4582.289,4582.289,4599.407,555.073,4599.407
263,759.650,4696.111,4696.111,4608.228,548.274,4608.228
264,762.652,4667.333,4667.333,4618.220,541.475,4618.220
265,765.654,4474.556,4474.556,4629.374,534.676,4629.374
266,768.656,4534.267,4534.267,4641.632,527.877,4641.632
267,771.658,4677.067,4677.067,4654.908,521.078,4654.908
268,774.661,4707.089,4707.089,4669.095,514.279,4669.095
269,777.665,4768.067,4768.067,4684.081,507.480,4684.081
270,780.668,4695.222,4695.222,4699.758,500.681,4699.758
271,783.672,4776.089,4776.089,4716.027,493.882,4716.027
272,786.677,4759.156,4759.156,4732.796,487.083,4732.796
273,789.681,4781.533,4781.533,4749.972,480.284,4749.972
274,792.686,4805.178,4805.178,4767.450,473.486,4767.450
275,795.691,4743.311,4743.311,4785.100,466.687,4785.100
276,798.697,4862.067,4862.067,4819.690,476.813,4819.690
277,801.703,4779.533,4779.533,4854.100,486.940,4854.100
278,804.709,4909.511,4909.511,4888.112,497.067,4888.112
279,807.716,4996.133,4996.133,4921.489,507.193,4921.489
280,810.723,4848.267,4848.267,4954.005,517.320,4954.005
281,813.730,4869.244,4869.244,4985.464,527.447,4985.464
282,816.738,5057.000,5057.000,5015.725,537.574,5015.725
283,819.745,4991.156,4991.156,5044.724,547.700,5044.724
284,822.754,4997.022,4997.022,5072.477,557.827,5072.477
285,825.762,5248.733,5248.733,5099.089,567.954,5099.089
286,828.771,5116.444,5116.444,5124.734,578.080,5124.734
287,831.780,5078.311,5078.311,5149.639,588.207,5149.639
288,834.789,5159.622,5159.622,5174.058,598.334,5174.058
289,837.799,5238.422,5238.422,5198.245,608.461,5198.245
290,840.809,5262.222,5262.222,5222.429,618.587,5222.429
291,843.820,5330.800,5330.800,5238.839,620.754,5238.839
292,846.830,5324.333,5324.333,5255.578,622.920,5255.578
293,849.841,5321.333,5321.333,5272.738,625.087,5272.738
294,852.852,5251.867,5251.867,5290.378,627.254,5290.378
295,855.864,5320.778,5320.778,5308.524,629.420,5308.524
296,858.876,5286.267,5286.267,5327.194,631.587,5327.194
297,861.888,5380.200,5380.200,5346.401,633.753,5346.401
298,864.900,5373.111,5373.111,5366.165,635.920,5366.165
299,867.913,5256.956,5256.956,5386.516,638.087,5386.516
300,870.926,5375.156,5375.156,5407.489,640.253,5407.489
301,873.940,5385.200,5385.200,5429.118,642.420,5429.118
302,876.953,5527.889,5527.889,5451.424,644.586,5451.424
303,879.967,5236.467,5236.467,5474.401,646.753,5474.401
304,882.981,5309.889,5309.889,5498.001,648.919,5498.001
305,885.996,5490.800,5490.800,5522.123,651.086,5522.123
306,889.010,5553.511,5553.511,5546.599,653.253,5546.599
307,892.025,5585.667,5585.667,5530.591,614.826,5530.591
308,895.041,5527.356,5527.356,5514.365,576.399,5514.365
309,898.056,5365.556,5365.556,5497.508,537.973,5497.508
310,901.072,5532.844,5532.844,5479.521,499.546,5479.521
311,904.088,5596.044,5596.044,5459.821,461.120,5459.821
312,907.105,5385.356,5385.356,5437.746,422.693,5437.746
313,910.121,5643.267,5643.267,5412.569,384.266,5412.569
314,913.138,5482.200,5482.200,5383.506,345.840,5383.506
315,916.155,5626.511,5626.511,5349.733,307.413,5349.733
316,919.173,5451.378,5451.378,5310.411,268.986,5310.411
317,922.191,5333.133,5333.133,5264.710,230.560,5264.710
318,925.209,5241.911,5241.911,5211.838,192.133,5211.838
319,928.227,5087.733,5087.733,5151.084,153.707,5151.084
320,931.245,5087.311,5087.311,5081.850,115.280,5081.850
321,934.264,5139.467,5139.467,5003.698,76.853,5003.698
322,937.283,4844.333,4844.333,4916.391,38.427,4916.391
323,940.303,4803.822,4803.822,4819.922,0.000,4819.922
324,943.322,4605.911,4605.911,4759.597,6.623,4759.597
325,946.342,4562.311,4562.311,4690.897,13.247,4690.897
326,949.362,4380.756,4380.756,4614.623,19.870,4614.623
327,952.382,4424.000,4424.000,4531.830,26.494,4531.830
328,955.403,4179.511,4179.511,4443.791,33.117,4443.791
329,958.424,4084.356,4084.356,4351.938,39.740,4351.938
330,961.445,4115.489,4115.489,4257.804,46.364,4257.804
331,964.466,3898.000,3898.000,4162.948,52.987,4162.948
332,967.487,3791.400,3791.400,4068.884,59.611,4068.884
333,970.509,3874.400,3874.400,3977.010,66.234,3977.010
334,973.531,3735.111,3735.111,3888.560,72.858,3888.560
335,976.553,3734.689,3734.689,3804.556,79.481,3804.556
336,979.576,3652.178,3652.178,3725.786,86.104,3725.786
337,982.599,3638.733,3638.733,3652.802,92.728,3652.802
338,985.621,3454.822,3454.822,3585.931,99.351,3585.931
339,988.645,3574.956,3574.956,3525.294,105.975,3525.294
340,991.668,3516.044,3516.044,3470.849,112.598,3470.849
341,994.692,3652.933,3652.933,3430.551,127.352,3430.551
342,997.715,3443.756,3443.756,3396.006,142.106,3396.006
343,1000.740,3425.311,3425.311,3366.893,156.861,3366.893
344,1003.764,3422.244,3422.244,3342.862,171.615,3342.862
345,1006.788,3491.778,3491.778,3323.559,186.369,3323.559
346,1009.813,3401.178,3401.178,3308.635,201.123,3308.635
347,1012.838,3359.333,3359.333,3297.756,215.877,3297.756
348,1015.863,3389.444,3389.444,3290.604,230.632,3290.604
349,1018.889,3202.844,3202.844,3286.873,245.386,3286.873
350,1021.914,3417.933,3417.933,3286.266,260.140,3286.266
351,1024.940,3302.067,3302.067,3288.491,274.894,3288.491
352,1027.966,3392.244,3392.244,3293.254,289.648,3293.254
353,1030.992,3283.644,3283.644,3300.258,304.402,3300.258
354,1034.019,3394.556,3394.556,3309.194,319.157,3309.194
355,1037.045,3351.222,3351.222,3319.742,333.911,3319.742
356,1040.072,3338.956,3338.956,3331.563,348.665,3331.563
357,1043.099,3280.978,3280.978,3344.298,363.419,3344.298
358,1046.126,3197.533,3197.533,3357.558,378.173,3357.558
359,1049.154,3255.444,3255.444,3335.162,357.164,3335.162
360,1052.182,3346.933,3346.933,3312.423,336.154,3312.423
361,1055.209,3247.333,3247.333,3288.856,315.145,3288.856
362,1058.237,3260.444,3260.444,3263.952,294.135,3263.952
363,1061.266,3304.533,3304.533,3237.190,273.125,3237.190
364,1064.294,3147.089,3147.089,3208.061,252.116,3208.061
365,1067.323,3188.422,3188.422,3176.107,231.106,3176.107
366,1070.352,3191.733,3191.733,3140.963,210.096,3140.963
367,1073.381,3107.200,3107.200,3102.431,189.087,3102.431
368,1076.410,2988.644,2988.644,3060.555,168.077,3060.555
369,1079.439,3045.400,3045.400,3015.718,147.067,3015.718
370,1082.469,2858.556,2858.556,2968.754,126.058,2968.754
371,1085.498,2893.533,2893.533,2921.072,105.048,2921.072
372,1088.528,2862.844,2862.844,2874.783,84.039,2874.783
373,1091.558,2770.667,2770.667,2832.833,63.029,2832.833
374,1094.589,2700.511,2700.511,2799.127,42.019,2799.127
375,1097.619,2793.267,2793.267,2778.631,21.010,2778.631
376,1100.650,2780.444,2780.444,2777.436,0.000,2777.436
377,1103.680,2886.022,2886.022,2896.308,72.521,2896.308
378,1106.711,2928.622,2928.622,3050.029,145.041,3050.029
379,1109.743,3131.422,3131.422,3247.844,217.562,3247.844
380,1112.774,3149.156,3149.156,3499.663,290.082,3499.663
381,1115.805,3576.778,3576.778,3815.673,362.603,3815.673
382,1118.837,3927.111,3927.111,4205.827,435.124,4205.827
383,1121.869,4281.778,4281.778,4679.195,507.644,4679.195
384,1124.901,4917.022,4917.022,5243.228,580.165,5243.228
385,1127.933,5427.222,5427.222,5902.936,652.685,5902.936
386,1130.965,6163.889,6163.889,6660.057,725.206,6660.057
387,1133.997,7169.511,7169.511,7512.276,797.727,7512.276
388,1137.030,8190.156,8190.156,8452.561,870.247,8452.561
389,1140.063,9273.022,9273.022,9468.714,942.768,9468.714
390,1143.096,10532.889,10532.889,10543.196,1015.289,10543.196
391,1146.129,11199.889,11199.889,11653.310,1087.809,11653.310
392,1149.162,13017.000,13017.000,12771.757,1160.330,12771.757
393,1152.195,14117.289,14117.289,13867.603,1232.850,13867.603
394,1155.229,15070.022,15070.022,14907.601,1305.371,14907.601
395,1158.262,16060.756,16060.756,15857.821,1377.892,15857.821
396,1161.296,16746.711,16746.711,16544.058,1308.997,16544.058
397,1164.330,17716.556,17716.556,17077.962,1240.102,17077.962
398,1167.364,17922.511,17922.511,17434.596,1171.208,17434.596
399,1170.398,18185.200,18185.200,17595.419,1102.313,17595.419
400,1173.432,18085.378,18085.378,17549.474,1033.419,17549.474
401,1176.467,18119.778,18119.778,17294.100,964.524,17294.100
402,1179.501,17732.533,17732.533,16835.105,895.630,16835.105
403,1182.536,16845.111,16845.111,16186.366,826.735,16186.366
404,1185.571,16220.444,16220.444,15368.918,757.840,15368.918
405,1188.606,14708.244,14708.244,14409.595,688.946,14409.595
406,1191.641,13701.311,13701.311,13339.353,620.051,13339.353
407,1194.676,12396.111,12396.111,12191.427,551.157,12191.427
408,1197.712,11051.756,11051.756,10999.453,482.262,10999.453
409,1200.747,9706.289,9706.289,9795.729,413.367,9795.729
410,1203.783,8460.333,8460.333,8609.712,344.473,8609.712
411,1206.818,7365.600,7365.600,7466.855,275.578,7466.855
412,1209.854,6078.400,6078.400,6387.831,206.684,6387.831
413,1212.890,5024.689,5024.689,5388.154,137.789,5388.154
414,1215.926,4226.911,4226.911,4478.182,68.895,4478.182
415,1218.962,3455.644,3455.644,3663.438,0.000,3663.438
416,1221.999,2871.000,2871.000,3020.971,6.891,3020.971
417,1225.035,2337.911,2337.911,2472.748,13.783,2472.748
418,1228.071,1897.356,1897.356,2013.848,20.674,2013.848
419,1231.108,1514.311,1514.311,1637.536,27.566,1637.536
420,1234.145,1296.022,1296.022,1336.075,34.457,1336.075
421,1237.182,1039.000,1039.000,1101.459,41.348,1101.459
422,1240.219,854.156,854.156,926.022,48.240,926.022
423,1243.256,768.622,768.622,802.929,55.131,802.929
424,1246.293,750.378,750.378,726.530,62.022,726.530
425,1249.330,682.622,682.622,692.599,68.914,692.599
426,1252.367,746.311,746.311,698.454,75.805,698.454
427,1255.405,866.156,866.156,742.988,82.697,742.988
428,1258.442,865.489,865.489,826.604,89.588,826.604
429,1261.480,960.289,960.289,951.082,96.479,951.082
430,1264.517,1212.089,1212.089,1119.368,103.371,1119.368
431,1267.555,1434.489,1434.489,1335.309,110.262,1335.309
432,1270.593,1574.844,1574.844,1603.307,117.153,1603.307
433,1273.631,1858.800,1858.800,1927.934,124.045,1927.934
434,1276.669,2343.156,2343.156,2313.485,130.936,2313.485
435,1279.707,2684.689,2684.689,2763.488,137.828,2763.488
436,1282.745,3263.800,3263.800,3322.373,186.890,3322.373
437,1285.784,3805.911,3805.911,3948.445,235.953,3948.445
438,1288.822,4505.089,4505.089,4639.929,285.016,4639.929
439,1291.860,5325.489,5325.489,5392.386,334.079,5392.386
440,1294.899,5875.089,5875.089,6198.412,383.141,6198.412
441,1297.937,6912.067,6912.067,7047.476,432.204,7047.476
442,1300.976,7929.756,7929.756,7925.934,481.267,7925.934
443,1304.015,8893.289,8893.289,8817.241,530.330,8817.241
444,1307.054,9674.044,9674.044,9702.373,579.392,9702.373
445,1310.092,10623.844,10623.844,10560.452,628.455,10560.452
446,1313.131,11242.000,11242.000,11369.552,677.518,11369.552
447,1316.170,12398.267,12398.267,12107.652,726.581,12107.652
448,1319.209,12972.400,12972.400,12753.668,775.643,12753.668
449,1322.249,13774.644,13774.644,13288.514,824.706,13288.514
450,1325.288,14392.289,14392.289,13696.101,873.769,13696.101
451,1328.327,14313.756,14313.756,13964.218,922.832,13964.218
452,1331.366,14861.844,14861.844,14085.210,971.895,14085.210
453,1334.406,14681.222,14681.222,14056.415,1020.957,14056.415
454,1337.445,14279.622,14279.622,13880.321,1070.020,13880.321
455,1340.484,13956.933,13956.933,13564.426,1119.083,13564.426
456,1343.524,13628.422,13628.422,13120.814,1168.146,13120.814
457,1346.563,13046.089,13046.089,12468.238,1119.961,12468.238
