ch,keV,net,fit,model,continuum_raw,Pb-212,Tl-208,Bi-212,Ra-224,Th-228,Rn-220
29,66.455,1168424.084,1168424.084,1103035.538,173877.864,908725.016,161479.458,16200.650,8698.856,7836.008,93.064
30,69.307,1434423.043,1434423.043,1355185.094,145419.000,1161622.813,153806.966,14301.314,10489.003,14881.931,80.769
31,72.161,1383213.617,1383213.617,1376993.624,116960.136,1196631.478,127738.469,11669.626,13711.231,27172.475,68.352
32,75.015,1119755.296,1119755.296,1174600.569,88501.273,1009106.031,97974.992,9168.227,16981.614,41313.210,54.848
33,77.871,794319.748,794319.748,894798.243,60042.409,745807.542,74392.445,7092.935,18087.044,49377.126,39.833
34,80.729,625770.006,625770.006,661481.754,31583.545,539096.979,55588.052,5251.688,16035.971,45484.080,23.987
35,83.588,504704.960,504704.960,485515.276,3124.681,400691.695,37226.066,3429.540,12072.458,32086.149,8.707
36,86.448,378789.449,378789.449,365742.443,13154.125,299143.875,35356.881,4086.195,9606.341,17525.840,22.580
37,89.310,252283.899,252283.899,254406.946,23183.568,199125.056,34967.542,4768.784,8032.088,7473.636,39.025
38,92.172,168252.415,168252.415,171521.723,33213.012,119643.354,36684.765,5460.563,7012.671,2663.370,56.084
39,95.037,131839.478,131839.478,128190.800,43242.455,74772.810,40028.027,6149.356,6152.369,1015.749,71.461
40,97.902,124340.371,124340.371,115871.123,53271.898,58683.769,44193.298,6832.368,5456.859,619.727,83.961
41,100.769,125608.965,125608.965,120098.812,63301.342,58220.991,48643.050,7515.722,5051.639,572.262,93.892
42,103.638,133429.809,133429.809,130968.618,73330.785,63955.514,53170.127,8205.252,4926.703,607.385,102.270
43,106.507,144420.427,144420.427,148129.170,88066.430,73046.428,59882.353,9220.964,5149.724,714.752,113.413
44,109.378,156127.663,156127.663,163994.571,102802.074,80627.234,66645.878,10235.774,5453.813,905.916,124.254
45,112.250,167085.617,167085.617,177023.281,117537.719,85122.541,73455.952,11247.796,5808.145,1251.994,134.982
46,115.124,179467.916,179467.916,187453.262,132273.364,86691.687,80298.138,12262.781,6215.025,1837.868,145.725
47,117.999,193230.058,193230.058,197009.714,147009.008,87034.110,87156.072,13289.346,6675.272,2696.156,156.554
48,120.875,207610.141,207610.141,207501.362,161744.653,88100.090,94009.674,14331.007,7175.839,3714.944,167.438
49,123.752,216573.927,216573.927,219607.251,176480.297,90904.786,100832.061,15381.903,7697.763,4609.936,178.270
50,126.631,217318.073,217318.073,206342.382,164690.234,83937.723,95473.282,14612.195,7224.712,4922.667,169.406
51,129.511,206786.795,206786.795,193455.822,152900.170,78065.808,90038.875,13826.893,6755.197,4606.442,160.346
52,132.392,189320.817,189320.817,180534.712,141110.106,72769.385,84528.923,13019.734,6292.079,3771.344,151.120
53,135.275,172569.586,172569.586,167621.710,129320.043,67747.597,78960.831,12192.792,5838.681,2737.964,141.852
54,138.158,156169.498,156169.498,154938.952,117529.979,62859.560,73362.341,11352.979,5396.159,1833.362,132.692
55,141.043,142562.182,142562.182,142637.260,105739.916,58036.759,67763.687,10507.369,4963.691,1240.298,123.731
56,143.930,133713.184,133713.184,130740.896,93949.852,53237.979,62195.233,9661.640,4539.641,989.850,114.963
57,146.817,127550.374,127550.374,128666.776,91613.803,52532.269,60998.471,9466.059,4481.825,1073.371,113.220
58,149.706,123630.756,123630.756,126913.554,89277.753,51813.233,59880.601,9279.878,4429.488,1397.255,111.564
59,152.596,121520.975,121520.975,125413.152,86941.704,51079.059,58847.671,9106.339,4380.840,1887.724,110.012
60,155.487,119776.123,119776.123,124046.902,84605.655,50339.964,57888.939,8945.322,4334.181,2428.399,108.616
61,158.380,120084.844,120084.844,122653.291,82269.606,49616.207,56985.782,8793.621,4288.368,2860.428,107.429
62,161.274,120544.121,120544.121,121087.682,79933.556,48933.507,56122.459,8646.871,4243.247,3033.691,106.474
63,164.169,121795.909,121795.909,119296.378,77597.507,48315.987,55291.523,8501.959,4199.722,2880.053,105.728
64,167.065,125315.462,125315.462,122688.304,80604.174,50100.075,56925.622,8721.937,4363.251,2467.009,108.966
65,169.962,127510.481,127510.481,126062.532,83610.841,51965.063,58588.350,8945.361,4531.101,1918.967,112.211
66,172.861,130354.457,130354.457,129553.003,86617.508,53897.593,60268.491,9175.335,4703.201,1391.541,115.323
67,175.760,132740.508,132740.508,133229.747,89624.175,55886.645,61943.179,9413.915,4878.676,987.602,118.172
68,178.661,137737.868,137737.868,137106.383,92630.842,57944.701,63583.117,9660.809,5057.328,738.162,120.666
69,181.564,137052.656,137052.656,141189.571,95637.509,60121.691,65162.119,9913.057,5241.521,626.765,122.774
70,184.467,138548.549,138548.549,145519.423,98644.176,62497.432,66665.155,10165.715,5437.110,627.792,124.531
71,187.371,140154.916,140154.916,141266.005,92751.253,61272.033,64041.397,9809.321,5311.637,710.300,119.685
72,190.277,138478.678,138478.678,137384.277,86858.330,60343.892,61353.021,9444.179,5212.676,914.236,114.695
73,193.184,136604.875,136604.875,133874.467,80965.407,59660.789,58619.687,9068.688,5142.281,1271.841,109.660
74,196.092,136583.386,136583.386,130710.767,75072.484,59149.516,55864.140,8683.629,5096.806,1810.552,104.662
75,199.001,132290.687,132290.687,128010.778,69179.561,58909.620,53107.030,8291.033,5075.115,2526.811,99.769
76,201.911,130024.133,130024.133,126393.072,63286.638,59578.166,50362.832,7892.921,5100.895,3361.895,95.026
77,204.823,132325.133,132325.133,127513.694,57393.715,62839.808,47637.760,7490.685,5261.078,4192.634,90.458
78,207.735,135507.814,135507.814,139620.301,56456.799,74107.148,47195.666,7422.493,5944.713,4859.459,89.564
79,210.649,149659.091,149659.091,163054.121,55519.883,96322.843,46781.414,7354.672,7317.940,5187.189,88.818
80,213.564,184599.176,184599.176,204777.585,54582.966,136003.434,46411.509,7292.617,9899.305,5081.288,88.198
81,216.480,248437.429,248437.429,271837.907,53646.050,199533.467,46115.949,7243.544,14298.100,4557.926,87.698
82,219.397,351610.067,351610.067,368363.062,52709.133,290356.229,45934.288,7214.847,21031.119,3738.033,87.328
83,222.315,492137.111,492137.111,491800.985,51772.217,405545.758,45914.663,7213.490,30239.302,2799.433,87.127
84,225.235,644755.021,644755.021,630104.144,50835.300,533352.392,46111.322,7245.965,41393.460,1912.622,87.168
85,228.155,808661.702,808661.702,761386.381,49283.914,653442.755,46264.946,7271.679,53127.573,1191.145,87.069
86,231.077,899284.792,899284.792,860357.688,47732.528,742099.439,46690.819,7335.650,63467.315,675.895,87.348
87,233.999,946678.707,946678.707,904429.995,46181.142,778910.059,47378.303,7434.925,70268.156,349.294,88.025
88,236.923,922982.081,922982.081,882403.768,44629.756,754379.493,48274.942,7559.993,71934.706,164.345,89.039
89,239.848,822569.105,822569.105,798751.931,43078.370,673601.407,49291.498,7693.813,68003.332,70.382,90.230
90,242.774,692236.400,692236.400,671903.868,41526.983,554319.833,50328.381,7813.632,59321.948,27.429,91.359
91,245.701,536794.446,536794.446,527451.349,39975.597,420392.975,51325.843,7896.796,47732.547,9.726,92.163
92,248.629,390785.190,390785.190,389486.864,38197.521,293919.797,52149.824,7903.928,35416.698,3.137,92.181
93,251.558,268094.540,268094.540,274980.467,36419.445,189669.197,53124.468,7861.015,24231.996,0.920,91.581
94,254.488,183308.326,183308.326,190940.064,34641.369,113260.817,54509.658,7789.412,15288.239,0.246,90.422
95,257.419,129003.180,129003.180,136230.721,32863.293,62969.923,56551.158,7724.711,8894.787,0.060,88.840
96,260.351,99742.669,99742.669,105017.968,31085.216,33102.126,59345.609,7709.343,4772.683,0.013,86.982
97,263.285,89429.056,89429.056,90096.307,29307.140,17135.325,62728.851,7783.943,2362.041,0.003,84.966
98,266.219,84528.248,84528.248,85027.519,27529.064,9650.155,66237.322,7977.690,1078.337,0.000,82.870
99,269.154,86721.905,86721.905,85001.629,25750.988,6992.157,69175.632,8297.836,454.153,0.000,80.742
100,272.091,87995.632,87995.632,87394.101,24496.111,7132.558,71219.776,8784.933,176.488,0.000,79.262
101,275.028,91421.097,91421.097,89892.714,23241.234,9089.547,71345.068,9315.961,63.285,0.000,77.792
102,277.967,91884.377,91884.377,91704.552,21986.357,12489.314,69314.064,9802.859,20.943,0.000,76.337
103,280.906,92734.357,92734.357,92686.421,20731.480,17133.285,65325.311,10145.524,6.397,0.000,74.891
104,283.846,92944.447,92944.447,93010.631,19476.603,22729.359,59948.132,10256.905,1.804,0.000,73.444
105,286.788,93416.978,93416.978,92861.619,18221.726,28757.703,53942.554,10087.946,0.470,0.000,71.983
106,289.730,92399.870,92399.870,92225.590,16966.849,34467.994,48043.068,9642.977,0.113,0.000,70.500
107,292.674,91252.637,91252.637,90835.515,15711.972,38996.426,42789.814,8979.337,0.025,0.000,68.998
108,295.618,89236.831,89236.831,89092.895,15270.440,41590.831,39139.749,8292.859,0.005,0.000,68.544
109,298.564,85034.763,85034.763,85834.536,14828.907,41732.382,36444.364,7588.774,0.001,0.000,68.114
110,301.510,78821.471,78821.471,80969.151,14387.375,39372.825,34567.790,6959.911,0.000,0.000,67.732
111,304.458,74712.072,74712.072,74754.545,13945.842,34915.719,33302.236,6468.293,0.000,0.000,67.413
112,307.406,67513.109,67513.109,67745.712,13504.310,29098.256,32440.437,6138.975,0.000,0.000,67.166
113,310.355,60336.310,60336.310,60634.257,13062.777,22787.702,31815.107,5963.590,0.000,0.000,66.990
114,313.306,54795.203,54795.203,54056.471,12621.245,16769.553,31309.647,5909.539,0.000,0.000,66.872
115,316.257,48118.327,48118.327,48447.390,12179.712,11597.304,30851.618,5930.824,0.000,0.000,66.795
116,319.209,44775.753,44775.753,43983.662,11738.180,7538.053,30399.940,5978.091,0.000,0.000,66.739
117,322.162,40388.692,40388.692,40768.089,11451.454,4606.260,30067.499,6026.609,0.000,0.000,66.889
118,325.117,38640.970,38640.970,38448.171,11164.729,2647.134,29709.539,6023.648,0.000,0.000,67.024
119,328.072,36500.159,36500.159,36774.370,10878.003,1432.028,29322.838,5951.551,0.000,0.000,67.134
120,331.028,35811.863,35811.863,35518.254,10591.277,731.001,28910.097,5809.133,0.000,0.000,67.210
121,333.984,34600.585,34600.585,34511.274,10304.551,354.464,28479.347,5609.409,0.000,0.000,67.248
122,336.942,33330.884,33330.884,33652.156,10017.826,166.578,28043.006,5374.539,0.000,0.000,67.233
123,339.901,32977.948,32977.948,32894.187,9731.100,80.644,27616.115,5129.494,0.000,0.000,67.141
124,342.861,32012.395,32012.395,32224.780,9444.374,46.868,27213.894,4896.303,0.000,0.000,66.927
125,345.821,31713.249,31713.249,31646.347,9157.649,39.575,26849.149,4690.313,0.000,0.000,66.528
126,348.783,31476.527,31476.527,31237.932,8945.900,47.255,26595.512,4528.425,0.000,0.000,65.963
127,351.745,30656.782,30656.782,30923.421,8734.151,65.642,26390.162,4401.796,0.000,0.000,65.050
128,354.709,30737.658,30737.658,30694.630,8522.403,93.903,26229.893,4306.353,0.000,0.000,63.712
129,357.673,30447.957,30447.957,30537.311,8310.654,132.224,26106.635,4235.789,0.000,0.000,61.899
130,360.638,30259.363,30259.363,30433.025,8098.906,180.416,26008.746,4183.509,0.000,0.000,59.594
131,363.604,30890.193,30890.193,30360.690,7887.157,237.078,25922.218,4143.812,0.000,0.000,56.827
132,366.571,30316.898,30316.898,30297.368,7675.408,299.181,25831.417,4112.347,0.000,0.000,53.671
133,369.538,30374.662,30374.662,30218.482,7463.660,362.088,25719.343,4086.063,0.000,0.000,50.239
134,372.507,30498.093,30498.093,30098.006,7251.911,420.027,25567.654,4062.914,0.000,0.000,46.666
135,375.476,29333.137,29333.137,29909.167,7040.162,466.966,25356.876,4041.492,0.000,0.000,43.091
136,378.447,30468.519,30468.519,29587.937,6790.336,497.674,25033.980,4015.953,0.000,0.000,39.593
137,381.418,29452.519,29452.519,29149.680,6540.510,508.837,24613.664,3990.127,0.000,0.000,36.320
138,384.390,27792.200,27792.200,28577.824,6290.683,499.664,24080.923,3963.171,0.000,0.000,33.339
139,387.363,28030.034,28030.034,27864.694,6040.857,472.077,23426.807,3934.405,0.000,0.000,30.684
140,390.336,26558.117,26558.117,27013.467,5791.030,430.295,22650.645,3903.456,0.000,0.000,28.356
141,393.311,25696.842,25696.842,26038.780,5541.204,379.952,21761.358,3870.423,0.000,0.000,26.338
142,396.286,24541.842,24541.842,24965.748,5291.378,327.007,20777.423,3836.019,0.000,0.000,24.596
143,399.262,23782.864,23782.864,23827.480,5041.551,276.705,19725.331,3801.659,0.000,0.000,23.090
144,402.239,22736.801,22736.801,22661.540,4791.725,232.823,18636.737,3769.514,0.000,0.000,21.777
145,405.217,21512.246,21512.246,21505.993,4541.898,197.325,17544.811,3742.556,0.000,0.000,20.618
146,408.196,20702.185,20702.185,20729.345,4625.674,170.476,16772.136,3766.044,0.000,0.000,20.004
147,411.175,20010.209,20010.209,20026.975,4709.450,151.018,16052.655,3803.136,0.000,0.000,19.480
148,414.156,19595.163,19595.163,19420.391,4793.226,136.942,15404.329,3859.410,0.000,0.000,19.022
149,417.137,18851.805,18851.805,18923.284,4877.002,125.990,14836.863,3941.125,0.000,0.000,18.615
150,420.119,18752.888,18752.888,18542.080,4960.778,116.146,14352.274,4054.719,0.000,0.000,18.249
151,423.101,18721.358,18721.358,18276.910,5044.553,105.970,13946.438,4205.887,0.000,0.000,17.920
152,426.085,18345.165,18345.165,18122.508,5128.329,94.733,13611.174,4398.277,0.000,0.000,17.627
153,429.069,18113.954,18113.954,18068.763,5212.105,82.371,13336.395,4631.926,0.000,0.000,17.372
154,432.054,18369.637,18369.637,18100.935,5295.881,69.319,13111.969,4901.791,0.000,0.000,17.157
155,435.040,18221.657,18221.657,18199.834,5379.657,56.277,12929.079,5196.795,0.000,0.000,16.983
156,438.026,18454.657,18454.657,18342.431,5463.432,43.987,12781.061,5499.831,0.000,0.000,16.850
157,441.013,18424.447,18424.447,18503.249,5547.109,33.058,12663.724,5789.008,0.000,0.000,16.755
158,444.002,18470.251,18470.251,18657.264,5630.786,23.870,12575.779,6040.215,0.000,0.000,16.694
159,446.990,18470.808,18470.808,18783.214,5714.463,16.552,12518.759,6230.532,0.000,0.000,16.662
160,449.980,18630.744,18630.744,18867.858,5798.140,11.018,12497.531,6341.943,0.000,0.000,16.654
161,452.970,18627.022,18627.022,18910.086,5881.817,7.039,12521.188,6364.479,0.000,0.000,16.664
162,455.961,18721.681,18721.681,18924.325,5965.494,4.316,12604.565,6298.036,0.000,0.000,16.688
163,458.953,18868.406,18868.406,18942.795,6049.171,2.539,12770.389,6152.420,0.000,0.000,16.723
164,461.946,19084.299,19084.299,19016.414,6132.848,1.434,13051.883,5945.603,0.000,0.000,16.767
165,464.939,19234.365,19234.365,19214.278,6216.525,0.777,13495.327,5700.621,0.000,0.000,16.821
166,467.933,19521.022,19521.022,19621.629,6300.202,0.404,14161.748,5441.855,0.000,0.000,16.886
167,470.928,20872.085,20872.085,20335.970,6383.879,0.201,15126.552,5191.509,0.000,0.000,16.968
168,473.923,22436.893,22436.893,21831.858,6838.742,0.096,16803.946,5009.506,0.000,0.000,17.559
169,476.919,23740.854,23740.854,23837.672,7293.606,0.044,18954.456,4864.220,0.000,0.000,18.192
170,479.916,27044.214,27044.214,26435.735,7748.469,0.019,21655.472,4760.583,0.000,0.000,18.890
171,482.914,29946.129,29946.129,29674.314,8203.332,0.008,24955.735,4698.099,0.000,0.000,19.691
172,485.912,32381.661,32381.661,33549.187,8658.196,0.003,28855.428,4672.309,0.000,0.000,20.656
173,488.911,37873.404,37873.404,37986.859,9113.059,0.001,33287.770,4676.407,0.000,0.000,21.880
174,491.911,42320.873,42320.873,42833.804,9567.922,0.000,38106.823,4702.660,0.000,0.000,23.510
175,494.911,46723.659,46723.659,47856.282,10022.786,0.000,43086.244,4743.449,0.000,0.000,25.768
176,497.912,51073.722,51073.722,52753.993,10477.649,0.000,47932.293,4791.892,0.000,0.000,28.977
177,500.914,56206.175,56206.175,57188.309,10932.512,0.000,52311.766,4842.108,0.000,0.000,33.592
178,503.916,59900.467,59900.467,60822.310,11387.376,0.000,55891.991,4889.246,0.000,0.000,40.220
179,506.919,61435.856,61435.856,63366.553,11842.239,0.000,58386.667,4929.385,0.000,0.000,49.636
180,509.923,63588.343,63588.343,63844.540,11519.429,0.000,58911.569,4870.399,0.000,0.000,61.710
181,512.927,63725.895,63725.895,62957.696,11196.619,0.000,58080.003,4798.318,0.000,0.000,78.517
182,515.932,62221.725,62221.725,60766.576,10873.809,0.000,55953.157,4711.473,0.000,0.000,101.091
183,518.938,59827.557,59827.557,57462.339,10550.999,0.000,52722.167,4608.999,0.000,0.000,130.322
184,521.944,55523.963,55523.963,53342.098,10228.188,0.000,48683.615,4490.865,0.000,0.000,166.769
185,524.951,51751.197,51751.197,48771.839,9905.378,0.000,44202.647,4357.899,0.000,0.000,210.446
186,527.959,46066.753,46066.753,44145.339,9582.568,0.000,39672.109,4211.758,0.000,0.000,260.628
187,530.967,41052.919,41052.919,39847.539,9259.758,0.000,35476.144,4054.836,0.000,0.000,315.717
188,533.976,37130.177,37130.177,36228.579,8936.948,0.000,31964.419,3890.106,0.000,0.000,373.215
189,536.986,33754.009,33754.009,33591.088,8614.138,0.000,29439.516,3720.898,0.000,0.000,429.836
190,539.996,32110.306,32110.306,32189.144,8291.328,0.000,28155.888,3550.645,0.000,0.000,481.775
191,543.007,31979.880,31979.880,32234.096,7968.518,0.000,28325.531,3382.631,0.000,0.000,525.100
192,546.018,34068.693,34068.693,33900.609,7645.708,0.000,30123.772,3219.772,0.000,0.000,556.232
193,549.030,37137.310,37137.310,37358.718,7355.044,0.000,33717.217,3068.215,0.000,0.000,572.453
194,552.043,42546.651,42546.651,42666.804,7064.381,0.000,39167.830,2925.935,0.000,0.000,572.207
195,555.056,48790.138,48790.138,49846.034,6773.718,0.000,46495.824,2793.964,0.000,0.000,555.413
196,558.070,58788.863,58788.863,58817.813,6483.054,0.000,55620.875,2672.661,0.000,0.000,523.445
197,561.084,67644.714,67644.714,69371.613,6192.391,0.000,66330.057,2561.793,0.000,0.000,478.932
198,564.099,79598.116,79598.116,81140.051,5901.728,0.000,78253.163,2460.664,0.000,0.000,425.395
199,567.115,90938.033,90938.033,93590.625,5611.064,0.000,90854.774,2368.248,0.000,0.000,366.776
200,570.131,102408.371,102408.371,106041.657,5320.401,0.000,103450.559,2283.314,0.000,0.000,306.960
201,573.148,114387.075,114387.075,117705.844,5029.737,0.000,115251.131,2204.539,0.000,0.000,249.355
202,576.165,123911.603,123911.603,127759.221,4739.074,0.000,125431.219,2130.584,0.000,0.000,196.607
203,579.183,131953.031,131953.031,135427.406,4448.411,0.000,133215.988,2060.158,0.000,0.000,150.457
204,582.202,136945.053,136945.053,140076.176,4157.747,0.000,137971.573,1992.060,0.000,0.000,111.751
205,585.221,140546.330,140546.330,141291.081,3867.084,0.000,139284.536,1925.210,0.000,0.000,80.559
206,588.240,140039.481,140039.481,139086.345,3731.066,0.000,137148.651,1880.567,0.000,0.000,56.367
207,591.261,134224.778,134224.778,133459.611,3595.048,0.000,131583.838,1836.753,0.000,0.000,38.278
208,594.281,127072.308,127072.308,124835.293,3459.029,0.000,123016.086,1793.260,0.000,0.000,25.228
209,597.303,116191.564,116191.564,113853.837,3323.011,0.000,112087.269,1749.738,0.000,0.000,16.137
210,600.324,104896.924,104896.924,101290.328,3186.993,0.000,99573.644,1706.003,0.000,0.000,10.017
211,603.347,91234.819,91234.819,87962.124,3050.975,0.000,86293.413,1662.043,0.000,0.000,6.035
212,606.370,77325.289,77325.289,74640.663,2914.957,0.000,73018.533,1618.003,0.000,0.000,3.528
213,609.393,64614.396,64614.396,61980.331,2778.938,0.000,60403.615,1574.151,0.000,0.000,2.002
214,612.417,52391.332,52391.332,50472.622,2642.920,0.000,48940.157,1530.836,0.000,0.000,1.103
215,615.442,41847.269,41847.269,40428.241,2506.902,0.000,38938.740,1488.423,0.000,0.000,0.589
216,618.467,32246.352,32246.352,31984.590,2370.884,0.000,30536.584,1447.247,0.000,0.000,0.306
217,621.492,25382.225,25382.225,25132.289,2234.866,0.000,23724.154,1407.563,0.000,0.000,0.154
218,624.518,19736.016,19736.016,19752.650,2098.847,0.000,18382.664,1369.526,0.000,0.000,0.075
219,627.545,15787.590,15787.590,15658.112,1962.829,0.000,14324.539,1333.183,0.000,0.000,0.036
220,630.572,12909.909,12909.909,12818.394,2015.927,0.000,11486.162,1331.885,0.000,0.000,0.016
221,633.600,10276.782,10276.782,10822.697,2069.025,0.000,9490.130,1332.250,0.000,0.000,0.007
222,636.628,9294.420,9294.420,9467.477,2122.122,0.000,8133.060,1334.122,0.000,0.000,0.003
223,639.656,8534.719,8534.719,8578.888,2175.220,0.000,7241.188,1337.424,0.000,0.000,0.001
224,642.685,7968.018,7968.018,8017.062,2228.318,0.000,6674.582,1342.219,0.000,0.000,0.001
225,645.715,7518.145,7518.145,7675.208,2281.415,0.000,6326.159,1348.800,0.000,0.000,0.000
226,648.745,7330.889,7330.889,7475.679,2334.513,0.000,6117.638,1357.802,0.000,0.000,0.000
227,651.775,7387.678,7387.678,7364.757,2387.611,0.000,5994.174,1370.354,0.000,0.000,0.000
228,654.806,7394.378,7394.378,7307.389,2440.708,0.000,5918.894,1388.274,0.000,0.000,0.000
229,657.838,7235.400,7235.400,7282.626,2493.806,0.000,5868.079,1414.332,0.000,0.000,0.000
230,660.870,6834.018,6834.018,7280.049,2546.904,0.000,5827.267,1452.574,0.000,0.000,0.000
231,663.902,7344.315,7344.315,7297.222,2600.002,0.000,5788.320,1508.700,0.000,0.000,0.000
232,666.935,7287.274,7287.274,7338.003,2653.099,0.000,5747.323,1590.483,0.000,0.000,0.000
233,669.968,7209.656,7209.656,7411.480,2706.197,0.000,5703.103,1708.183,0.000,0.000,0.000
234,673.002,7433.592,7433.592,7443.323,2671.325,0.000,5583.798,1859.338,0.000,0.000,0.000
235,676.036,7611.189,7611.189,7539.143,2636.454,0.000,5463.362,2075.600,0.000,0.000,0.000
236,679.071,8016.699,8016.699,7719.943,2601.582,0.000,5343.832,2375.935,0.000,0.000,0.000
237,682.106,8213.680,8213.680,8009.171,2566.711,0.000,5227.352,2781.648,0.000,0.000,0.000
238,685.142,8585.403,8585.403,8431.388,2531.839,0.000,5115.904,3315.317,0.000,0.000,0.000
239,688.178,9197.977,9197.977,9010.401,2496.968,0.000,5011.132,3999.107,0.000,0.000,0.000
240,691.214,10003.018,10003.018,9766.881,2462.096,0.000,4914.258,4852.464,0.000,0.000,0.000
241,694.251,10910.573,10910.573,10715.531,2427.224,0.000,4826.080,5889.295,0.000,0.000,0.000
242,697.288,11792.996,11792.996,11862.020,2392.353,0.000,4747.033,7114.833,0.000,0.000,0.000
243,700.326,13201.826,13201.826,13200.020,2357.481,0.000,4677.305,8522.565,0.000,0.000,0.000
244,703.364,14466.634,14466.634,14708.768,2322.610,0.000,4616.979,10091.641,0.000,0.000,0.000
245,706.403,16136.232,16136.232,16351.614,2287.738,0.000,4566.178,11785.291,0.000,0.000,0.000
246,709.442,17653.614,17653.614,18076.021,2252.867,0.000,4525.192,13550.684,0.000,0.000,0.000
247,712.481,19370.254,19370.254,19815.312,2217.995,0.000,4494.574,15320.595,0.000,0.000,0.000
248,715.521,21057.510,21057.510,21492.300,2183.123,0.000,4475.166,17016.991,0.000,0.000,0.000
249,718.561,22782.106,22782.106,23103.319,2226.943,0.000,4534.741,18568.434,0.000,0.000,0.000
250,721.602,24203.531,24203.531,24488.759,2270.763,0.000,4608.657,19879.955,0.000,0.000,0.000
251,724.642,25332.339,25332.339,25576.312,2314.583,0.000,4698.317,20877.845,0.000,0.000,0.000
252,727.684,26071.424,26071.424,26309.143,2358.403,0.000,4804.910,21504.079,0.000,0.000,0.000
253,730.726,27296.639,27296.639,26651.544,2402.223,0.000,4929.152,21722.231,0.000,0.000,0.000
254,733.768,26772.147,26772.147,26592.575,2446.043,0.000,5071.028,21521.377,0.000,0.000,0.000
255,736.810,26823.446,26823.446,26147.176,2489.862,0.000,5229.543,20917.448,0.000,0.000,0.000
256,739.853,26248.086,26248.086,25354.560,2533.682,0.000,5402.548,19951.809,0.000,0.000,0.000
257,742.896,25060.809,25060.809,24274.105,2577.502,0.000,5586.642,18687.232,0.000,0.000,0.000
258,745.940,23927.680,23927.680,22979.299,2621.322,0.000,5777.209,17201.820,0.000,0.000,0.000
259,748.984,22433.531,22433.531,21550.567,2665.142,0.000,5968.591,15581.653,0.000,0.000,0.000
260,752.028,20888.767,20888.767,20067.906,2708.962,0.000,6154.391,13913.122,0.000,0.000,0.000
261,755.073,19427.213,19427.213,18604.225,2752.781,0.000,6327.912,12275.828,0.000,0.000,0.000
