ch,keV,net,fit,model,continuum_raw,Na-22,Ann-511
48,140.715,20233.167,20233.167,20374.964,9189.523,3069.615,17305.350
49,143.518,20252.534,20252.534,20903.936,9686.029,3170.038,17733.898
50,146.323,20852.622,20852.622,21059.392,9801.225,3189.770,17869.623
51,149.127,21038.434,21038.434,21212.802,9916.421,3206.465,18006.337
52,151.933,21080.778,21080.778,21351.798,10031.617,3221.635,18130.163
53,154.739,21745.600,21745.600,21468.911,10146.813,3238.575,18230.336
54,157.546,22220.145,22220.145,21570.963,10262.010,3261.024,18309.939
55,160.353,22192.278,22192.278,21679.582,10377.206,3291.114,18388.468
56,163.162,22814.956,22814.956,21820.740,10492.402,3328.182,18492.558
57,165.970,23486.756,23486.756,23620.593,12216.138,3702.653,19917.939
58,168.780,24446.978,24446.978,25473.074,13939.875,4078.663,21394.411
59,171.590,25613.845,25613.845,27365.605,15663.612,4453.336,22912.269
60,174.401,27355.511,27355.511,29274.881,17387.348,4825.440,24449.441
61,177.212,29856.634,29856.634,31173.524,19111.085,5195.564,25977.960
62,180.024,32382.567,32382.567,33037.516,20834.822,5565.595,27471.921
63,182.837,34765.656,34765.656,34852.091,22558.559,5937.593,28914.498
64,185.650,37278.389,37278.389,35375.260,23043.713,6052.509,29322.751
65,188.464,38854.422,38854.422,35851.454,23528.867,6168.927,29682.528
66,191.278,39904.845,39904.845,36291.545,24014.021,6285.312,30006.234
67,194.093,40114.056,40114.056,36708.016,24499.175,6400.242,30307.773
68,196.909,39879.400,39879.400,37113.537,24984.329,6513.571,30599.967
69,199.726,38404.056,38404.056,37520.233,25469.484,6626.864,30893.369
70,202.543,36955.367,36955.367,37938.012,25954.638,6742.867,31195.144
71,205.360,35730.489,35730.489,36437.648,24505.206,6452.203,29985.445
72,208.179,34037.211,34037.211,34953.353,23055.774,6166.809,28786.545
73,210.997,32337.922,32337.922,33480.224,21606.343,5886.298,27593.926
74,213.817,31206.534,31206.534,32011.864,20156.911,5608.504,26403.360
75,216.637,30127.956,30127.956,30543.373,18707.479,5330.155,25213.219
76,219.458,29017.911,29017.911,29072.580,17258.047,5047.800,24024.781
77,222.279,28693.345,28693.345,27599.216,15808.616,4758.694,22840.522
78,225.101,27505.378,27505.378,27332.221,15568.243,4722.421,22609.801
79,227.924,27475.456,27475.456,27061.534,15327.870,4679.157,22382.378
80,230.747,26752.989,26752.989,26785.808,15087.497,4630.647,22155.161
81,233.571,26505.211,26505.211,26504.974,14847.124,4579.721,21925.253
82,236.395,26185.745,26185.745,26221.588,14606.752,4529.606,21691.981
83,239.220,25968.922,25968.922,25940.757,14366.379,4483.130,21457.627
84,242.046,25531.578,25531.578,25668.586,14126.006,4441.983,21226.603
85,244.872,24767.334,24767.334,25053.822,13529.404,4328.347,20725.475
86,247.699,24669.634,24669.634,24455.001,12932.802,4218.154,20236.847
87,250.527,23963.334,23963.334,23871.381,12336.199,4108.467,19762.915
88,253.355,23247.467,23247.467,23299.742,11739.597,3995.924,19303.818
89,256.183,22806.656,22806.656,22735.309,11142.995,3877.750,18857.559
90,259.013,22298.967,22298.967,22172.579,10546.392,3752.530,18420.050
91,261.842,21686.345,21686.345,21606.034,9949.790,3620.476,17985.558
92,264.673,21140.711,21140.711,21030.960,9353.188,3483.132,17547.828
93,267.504,20542.478,20542.478,20575.188,8887.276,3371.662,17203.525
94,270.335,20045.378,20045.378,20108.100,8421.364,3259.267,16848.834
95,273.168,19270.078,19270.078,19633.359,7955.453,3147.365,16485.994
96,276.000,19134.478,19134.478,19158.032,7489.541,3036.547,16121.485
97,278.834,18605.889,18605.889,18691.424,7023.629,2926.726,15764.698
98,281.668,18215.233,18215.233,18243.130,6557.717,2817.475,15425.655
99,284.502,18193.867,18193.867,17820.782,6091.806,2708.361,15112.421
100,287.337,17742.145,17742.145,17428.106,5625.894,2599.131,14828.975
101,290.173,17479.433,17479.433,17355.019,5451.145,2555.316,14799.703
102,293.009,17040.689,17040.689,17304.352,5276.395,2511.612,14792.740
103,295.846,17146.322,17146.322,17266.796,5101.646,2467.977,14798.819
104,298.684,17066.856,17066.856,17232.018,4926.896,2424.260,14807.758
105,301.522,17068.456,17068.456,17190.954,4752.147,2380.255,14810.699
106,304.360,16932.533,16932.533,17137.299,4577.398,2335.841,14801.458
107,307.200,17036.956,17036.956,17067.643,4402.648,2291.121,14776.523
108,310.039,17047.022,17047.022,16980.225,4227.899,2246.488,14733.736
109,312.880,16720.489,16720.489,16872.764,4053.150,2202.586,14670.178
110,315.720,16486.711,16486.711,16572.469,3710.732,2121.521,14450.948
111,318.562,16444.033,16444.033,16237.369,3368.314,2042.317,14195.052
112,321.404,15861.133,15861.133,15852.907,3025.896,1965.253,13887.654
113,324.246,15630.345,15630.345,15400.829,2683.479,1890.147,13510.682
114,327.090,15220.367,15220.367,14861.964,2341.061,1816.338,13045.626
115,329.933,14346.622,14346.622,14220.121,1998.643,1742.804,12477.317
116,332.777,13414.311,13414.311,13466.251,1656.226,1668.385,11797.866
117,335.622,12852.245,12852.245,12601.796,1313.808,1592.055,11009.741
118,338.468,12049.867,12049.867,11640.220,971.390,1513.170,10127.050
119,341.313,11080.522,11080.522,11043.613,1066.483,1534.777,9508.836
120,344.160,10182.278,10182.278,10406.887,1161.577,1554.496,8852.391
121,347.007,9402.556,9402.556,9765.441,1256.670,1573.052,8192.390
122,349.854,8777.489,8777.489,9152.394,1351.763,1591.323,7561.071
123,352.703,8239.722,8239.722,8594.211,1446.856,1610.088,6984.123
124,355.551,8024.133,8024.133,8108.122,1541.949,1629.820,6478.302
125,358.400,7704.345,7704.345,7701.632,1637.042,1650.590,6051.042
126,361.250,7464.167,7464.167,7373.831,1732.135,1672.095,5701.736
127,364.100,7133.367,7133.367,7117.803,1827.228,1693.790,5424.013
128,366.951,6656.133,6656.133,6829.321,1828.301,1692.740,5136.581
129,369.802,6716.889,6716.889,6591.274,1829.374,1690.798,4900.476
130,372.654,6453.633,6453.633,6393.274,1830.447,1687.743,4705.531
131,375.507,6363.367,6363.367,6226.550,1831.520,1683.650,4542.900
132,378.360,6267.033,6267.033,6084.195,1832.593,1678.852,4405.343
133,381.213,6125.845,6125.845,5961.006,1833.666,1673.846,4287.159
134,384.067,5878.911,5878.911,5853.133,1834.739,1669.167,4183.967
135,386.922,5814.800,5814.800,5757.726,1835.812,1665.275,4092.450
136,389.777,5763.600,5763.600,5672.644,1836.885,1662.489,4010.156
137,392.632,5565.033,5565.033,5596.282,1837.958,1660.953,3935.329
138,395.488,5335.711,5335.711,5507.286,1818.856,1655.883,3851.403
139,398.345,5289.356,5289.356,5425.034,1799.754,1651.925,3773.108
140,401.202,5327.645,5327.645,5349.062,1780.652,1648.873,3700.189
141,404.060,5160.133,5160.133,5279.179,1761.550,1646.483,3632.695
142,406.918,5196.867,5196.867,5215.376,1742.448,1644.506,3570.871
143,409.777,5227.533,5227.533,5157.720,1723.347,1642.699,3515.021
144,412.636,5110.756,5110.756,5106.231,1704.245,1640.845,3465.387
145,415.496,5080.222,5080.222,5060.777,1685.143,1638.749,3422.028
146,418.356,4958.145,4958.145,5020.979,1666.041,1636.252,3384.727
147,421.217,5027.989,5027.989,4986.164,1646.939,1633.226,3352.938
148,424.078,4951.200,4951.200,4950.530,1623.016,1628.446,3322.084
149,426.940,4862.222,4862.222,4917.678,1599.094,1622.986,3294.692
150,429.802,4961.645,4961.645,4886.283,1575.171,1616.818,3269.465
151,432.665,4858.856,4858.856,4855.137,1551.248,1609.935,3245.202
152,435.528,4852.633,4852.633,4823.443,1527.325,1602.356,3221.087
153,438.392,4754.011,4754.011,4791.159,1503.403,1594.116,3197.043
154,441.256,4747.078,4747.078,4759.388,1479.480,1585.268,3174.119
155,444.121,4830.889,4830.889,4730.805,1455.557,1575.883,3154.922
156,446.987,4777.278,4777.278,4710.225,1431.634,1566.051,3144.174
157,449.852,4846.178,4846.178,4705.449,1407.712,1555.880,3149.568
158,452.719,4764.933,4764.933,4728.690,1383.789,1545.500,3183.190
159,455.585,5216.633,5216.633,4897.097,1457.984,1557.881,3339.216
160,458.453,5067.478,5067.478,5142.230,1532.179,1570.306,3571.924
161,461.320,5366.722,5366.722,5510.075,1606.375,1582.934,3927.142
162,464.189,5823.911,5823.911,6070.486,1680.570,1595.923,4474.563
163,467.057,6529.345,6529.345,6926.141,1754.765,1609.448,5316.693
164,469.927,7763.256,7763.256,8221.431,1828.960,1623.702,6597.729
165,472.796,9777.000,9777.000,10148.662,1903.156,1638.918,8509.744
166,475.667,12766.922,12766.922,12947.830,1977.351,1655.378,11292.452
167,478.537,16898.967,16898.967,16895.629,2051.546,1673.427,15222.202
168,481.408,22637.200,22637.200,22279.800,2125.741,1693.476,20586.324
169,484.280,30362.756,30362.756,29356.965,2199.937,1716.009,27640.956
170,487.152,38754.422,38754.422,38038.303,2016.608,1680.309,36357.994
171,490.025,49442.889,49442.889,48597.525,1833.280,1646.616,46950.909
172,492.898,61750.289,61750.289,60837.908,1649.952,1614.705,59223.202
173,495.771,75150.133,75150.133,74309.065,1466.624,1584.159,72724.907
174,498.645,88910.978,88910.978,88301.463,1283.296,1554.345,86747.118
175,501.520,102628.578,102628.578,101887.329,1099.968,1524.397,100362.932
176,504.395,114966.778,114966.778,114010.220,916.640,1493.183,112517.037
177,507.270,124391.311,124391.311,123613.824,733.312,1459.264,122154.561
178,510.146,131095.367,131095.367,129789.272,549.984,1420.826,128368.446
179,513.022,133363.322,133363.322,131912.852,366.656,1375.617,130537.235
180,515.899,131406.511,131406.511,129745.352,183.328,1320.885,128424.467
181,518.776,124831.522,124831.522,123471.209,0.000,1253.392,122217.818
182,521.654,114173.389,114173.389,113852.020,0.000,1256.180,112595.840
183,524.532,100874.511,100874.511,101584.517,0.000,1258.428,100326.090
184,527.411,85907.000,85907.000,87716.639,0.000,1260.173,86456.467
185,530.290,70212.367,70212.367,73316.627,0.000,1261.472,72055.154
186,533.170,55531.111,55531.111,59340.316,0.000,1262.401,58077.914
187,536.050,42521.645,42521.645,46535.242,0.000,1263.046,45272.196
188,538.930,30824.289,30824.289,35392.542,0.000,1263.496,34129.046
189,541.811,21632.078,21632.078,26145.941,0.000,1263.832,24882.109
190,544.692,14989.445,14989.445,18807.758,0.000,1264.118,17543.639
191,547.574,9920.667,9920.667,13226.873,0.000,1264.393,11962.480
192,550.456,6762.245,6762.245,9153.120,0.000,1264.669,7888.451
193,553.339,4815.333,4815.333,6295.674,0.000,1264.940,5030.734
194,556.222,3703.600,3703.600,4445.117,77.219,1341.321,3103.796
195,559.106,2959.356,2959.356,3270.488,154.438,1418.597,1851.892
196,561.989,2544.700,2544.700,2564.793,231.657,1496.231,1068.562
197,564.874,2387.278,2387.278,2170.254,308.876,1573.978,596.277
198,567.759,2220.500,2220.500,1973.560,386.095,1651.779,321.781
199,570.644,2200.333,2200.333,1897.616,463.314,1729.681,167.935
200,573.530,2277.656,2277.656,1892.535,540.533,1807.775,84.760
201,576.416,2227.122,2227.122,1927.528,617.752,1886.155,41.373
202,579.302,2152.900,2152.900,1984.420,694.971,1964.890,19.530
203,582.189,2181.178,2181.178,2052.918,772.189,2044.002,8.916
204,585.077,2209.611,2209.611,2127.397,849.408,2123.460,3.937
205,587.965,2110.200,2110.200,2204.859,926.627,2203.178,1.681
206,590.853,2175.111,2175.111,2283.716,1003.846,2283.022,0.694
207,593.742,2127.145,2127.145,2274.898,992.859,2274.621,0.277
208,596.631,2260.000,2260.000,2266.108,981.873,2266.001,0.107
209,599.520,2187.367,2187.367,2257.033,970.886,2256.993,0.040
210,602.410,2164.033,2164.033,2247.476,959.899,2247.461,0.014
211,605.301,2175.511,2175.511,2237.325,948.912,2237.320,0.005
212,608.191,2098.711,2098.711,2226.547,937.925,2226.545,0.002
213,611.083,2184.589,2184.589,2215.182,926.938,2215.181,0.001
214,613.974,2228.900,2228.900,2203.335,915.951,2203.334,0.000
215,616.866,2179.011,2179.011,2191.163,904.964,2191.163,0.000
216,619.759,2207.378,2207.378,2178.856,893.977,2178.856,0.000
217,622.651,2137.956,2137.956,2166.619,882.991,2166.619,0.000
218,625.545,2165.056,2165.056,2154.646,872.004,2154.646,0.000
219,628.438,2200.667,2200.667,2143.105,861.017,2143.105,0.000
220,631.332,2263.333,2263.333,2132.122,850.030,2132.122,0.000
221,634.227,2204.522,2204.522,2159.423,876.694,2159.423,0.000
222,637.122,2248.600,2248.600,2187.376,903.358,2187.376,0.000
223,640.017,2310.467,2310.467,2215.948,930.022,2215.948,0.000
224,642.912,2206.189,2206.189,2245.055,956.686,2245.055,0.000
225,645.809,2286.467,2286.467,2274.579,983.350,2274.579,0.000
226,648.705,2250.500,2250.500,2304.376,1010.014,2304.376,0.000
227,651.602,2226.600,2226.600,2334.288,1036.678,2334.288,0.000
228,654.499,2252.544,2252.544,2364.160,1063.342,2364.160,0.000
229,657.397,2316.900,2316.900,2393.853,1090.006,2393.853,0.000
230,660.294,2395.689,2395.689,2423.250,1116.670,2423.250,0.000
231,663.193,2368.778,2368.778,2452.264,1143.334,2452.264,0.000
232,666.092,2410.511,2410.511,2480.846,1169.998,2480.846,0.000
233,668.991,2460.589,2460.589,2508.983,1196.662,2508.983,0.000
234,671.890,2444.156,2444.156,2536.696,1223.326,2536.696,0.000
235,674.790,2488.367,2488.367,2540.522,1226.475,2540.522,0.000
236,677.690,2476.189,2476.189,2544.054,1229.625,2544.054,0.000
237,680.591,2695.411,2695.411,2547.388,1232.774,2547.388,0.000
238,683.492,2728.689,2728.689,2550.632,1235.923,2550.632,0.000
239,686.393,2585.756,2585.756,2553.903,1239.072,2553.903,0.000
240,689.295,2763.867,2763.867,2557.319,1242.221,2557.319,0.000
241,692.197,2665.956,2665.956,2560.995,1245.370,2560.995,0.000
242,695.100,2779.878,2779.878,2565.040,1248.520,2565.040,0.000
243,698.003,2749.556,2749.556,2569.556,1251.669,2569.556,0.000
244,700.906,2762.878,2762.878,2574.635,1254.818,2574.635,0.000
245,703.809,2696.722,2696.722,2580.358,1257.967,2580.358,0.000
246,706.713,2617.933,2617.933,2586.797,1261.116,2586.797,0.000
247,709.618,2647.833,2647.833,2594.010,1264.265,2594.010,0.000
248,712.522,2542.222,2542.222,2602.044,1267.415,2602.044,0.000
249,715.427,2647.456,2647.456,2610.930,1270.564,2610.930,0.000
250,718.333,2662.778,2662.778,2592.541,1245.575,2592.541,0.000
251,721.239,2483.689,2483.689,2575.005,1220.586,2575.005,0.000
252,724.145,2500.822,2500.822,2558.282,1195.597,2558.282,0.000
253,727.051,2467.878,2467.878,2542.299,1170.607,2542.299,0.000
254,729.958,2398.733,2398.733,2526.940,1145.618,2526.940,0.000
255,732.865,2346.056,2346.056,2512.048,1120.629,2512.048,0.000
256,735.773,2185.100,2185.100,2497.424,1095.640,2497.424,0.000
257,738.680,2303.600,2303.600,2482.830,1070.651,2482.830,0.000
258,741.589,2358.022,2358.022,2468.000,1045.662,2468.000,0.000
259,744.497,2362.000,2362.000,2452.657,1020.673,2452.657,0.000
260,747.406,2405.933,2405.933,2436.531,995.684,2436.531,0.000
261,750.315,2398.089,2398.089,2419.377,970.695,2419.377,0.000
262,753.225,2434.144,2434.144,2401.000,945.706,2401.000,0.000
263,756.135,2343.056,2343.056,2381.272,920.717,2381.272,0.000
264,759.045,2349.667,2349.667,2360.140,895.727,2360.140,0.000
265,761.955,2451.278,2451.278,2357.806,890.912,2357.806,0.000
266,764.866,2431.133,2431.133,2354.205,886.096,2354.205,0.000
267,767.778,2353.033,2353.033,2349.512,881.281,2349.512,0.000
268,770.689,2435.044,2435.044,2343.952,876.465,2343.952,0.000
269,773.601,2375.033,2375.033,2337.783,871.650,2337.783,0.000
270,776.513,2380.111,2380.111,2331.270,866.834,2331.270,0.000
271,779.426,2450.044,2450.044,2324.668,862.019,2324.668,0.000
272,782.339,2401.078,2401.078,2318.205,857.203,2318.205,0.000
273,785.252,2394.267,2394.267,2312.070,852.388,2312.070,0.000
274,788.165,2384.089,2384.089,2306.406,847.572,2306.406,0.000
275,791.079,2297.156,2297.156,2301.310,842.757,2301.310,0.000
276,793.993,2352.033,2352.033,2296.835,837.941,2296.835,0.000
277,796.908,2322.267,2322.267,2292.994,833.126,2292.994,0.000
278,799.823,2332.256,2332.256,2289.772,828.310,2289.772,0.000
279,802.738,2299.067,2299.067,2287.131,823.495,2287.131,0.000
280,805.653,2336.633,2336.633,2285.019,818.679,2285.019,0.000
281,808.569,2292.122,2292.122,2281.614,812.101,2281.614,0.000
282,811.485,2262.500,2262.500,2278.616,805.523,2278.616,0.000
283,814.401,2162.578,2162.578,2275.965,798.945,2275.965,0.000
284,817.318,2211.511,2211.511,2273.601,792.367,2273.601,0.000
285,820.235,2140.367,2140.367,2271.469,785.789,2271.469,0.000
286,823.152,2230.722,2230.722,2269.513,779.211,2269.513,0.000
287,826.069,2141.156,2141.156,2267.683,772.633,2267.683,0.000
288,828.987,2228.311,2228.311,2265.928,766.055,2265.928,0.000
289,831.905,2211.211,2211.211,2264.202,759.477,2264.202,0.000
290,834.824,2261.111,2261.111,2262.464,752.899,2262.464,0.000
291,837.743,2216.400,2216.400,2260.680,746.321,2260.680,0.000
292,840.662,2298.667,2298.667,2258.829,739.743,2258.829,0.000
293,843.581,2192.667,2192.667,2256.904,733.165,2256.904,0.000
294,846.501,2256.433,2256.433,2254.920,726.587,2254.920,0.000
295,849.420,2285.389,2285.389,2252.907,720.009,2252.907,0.000
296,852.341,2271.633,2271.633,2250.916,713.431,2250.916,0.000
297,855.261,2302.600,2302.600,2253.681,711.516,2253.681,0.000
298,858.182,2398.056,2398.056,2256.617,709.601,2256.617,0.000
299,861.103,2213.478,2213.478,2259.812,707.686,2259.812,0.000
300,864.024,2180.578,2180.578,2263.351,705.771,2263.351,0.000
301,866.946,2322.600,2322.600,2267.308,703.856,2267.308,0.000
302,869.868,2298.444,2298.444,2271.740,701.942,2271.740,0.000
303,872.790,2262.733,2262.733,2276.681,700.027,2276.681,0.000
304,875.712,2315.444,2315.444,2282.136,698.112,2282.136,0.000
305,878.635,2400.900,2400.900,2288.081,696.197,2288.081,0.000
306,881.558,2360.756,2360.756,2294.465,694.282,2294.465,0.000
307,884.481,2286.833,2286.833,2301.209,692.367,2301.209,0.000
308,887.405,2307.678,2307.678,2308.219,690.452,2308.219,0.000
309,890.329,2374.778,2374.778,2315.387,688.537,2315.387,0.000
310,893.253,2310.422,2310.422,2322.600,686.622,2322.600,0.000
311,896.177,2365.522,2365.522,2329.752,684.707,2329.752,0.000
312,899.102,2358.678,2358.678,2336.744,682.793,2336.744,0.000
313,902.026,2435.633,2435.633,2343.492,680.878,2343.492,0.000
314,904.952,2348.600,2348.600,2364.914,693.943,2364.914,0.000
315,907.877,2381.256,2381.256,2385.985,707.009,2385.985,0.000
316,910.803,2452.689,2452.689,2406.682,720.075,2406.682,0.000
317,913.728,2402.567,2402.567,2427.002,733.141,2427.002,0.000
318,916.655,2426.456,2426.456,2446.960,746.207,2446.960,0.000
319,919.581,2422.367,2422.367,2466.586,759.272,2466.586,0.000
320,922.508,2385.656,2385.656,2485.924,772.338,2485.924,0.000
321,925.434,2449.733,2449.733,2505.028,785.404,2505.028,0.000
322,928.362,2402.667,2402.667,2523.962,798.470,2523.962,0.000
323,931.289,2454.911,2454.911,2542.798,811.536,2542.798,0.000
324,934.217,2552.456,2552.456,2561.616,824.601,2561.616,0.000
325,937.145,2511.156,2511.156,2580.499,837.667,2580.499,0.000
326,940.073,2517.878,2517.878,2599.540,850.733,2599.540,0.000
327,943.001,2648.000,2648.000,2618.831,863.799,2618.831,0.000
328,945.930,2537.756,2537.756,2638.467,876.865,2638.467,0.000
329,948.859,2653.178,2653.178,2658.542,889.930,2658.542,0.000
330,951.788,2654.744,2654.744,2679.143,902.996,2679.143,0.000
331,954.717,2674.500,2674.500,2700.347,916.062,2700.347,0.000
332,957.647,2630.700,2630.700,2690.082,896.992,2690.082,0.000
333,960.576,2706.200,2706.200,2680.524,877.923,2680.524,0.000
334,963.506,2680.056,2680.056,2671.688,858.853,2671.688,0.000
335,966.437,2653.344,2653.344,2663.559,839.784,2663.559,0.000
336,969.367,2765.589,2765.589,2656.083,820.714,2656.083,0.000
337,972.298,2727.867,2727.867,2649.166,801.645,2649.166,0.000
338,975.229,2701.911,2701.911,2642.670,782.575,2642.670,0.000
339,978.160,2772.978,2772.978,2636.412,763.506,2636.412,0.000
340,981.091,2703.022,2703.022,2630.158,744.436,2630.158,0.000
341,984.023,2686.967,2686.967,2623.626,725.366,2623.626,0.000
342,986.955,2750.878,2750.878,2616.488,706.297,2616.488,0.000
343,989.887,2703.156,2703.156,2608.369,687.227,2608.369,0.000
344,992.819,2679.122,2679.122,2598.853,668.158,2598.853,0.000
345,995.751,2754.389,2754.389,2587.484,649.088,2587.484,0.000
346,998.684,2773.089,2773.089,2573.782,630.019,2573.782,0.000
347,1001.617,2700.167,2700.167,2557.241,610.949,2557.241,0.000
348,1004.550,2635.222,2635.222,2537.350,591.880,2537.350,0.000
349,1007.483,2560.422,2560.422,2513.603,572.810,2513.603,0.000
350,1010.417,2461.467,2461.467,2475.730,543.954,2475.730,0.000
351,1013.351,2554.033,2554.033,2433.076,515.097,2433.076,0.000
352,1016.285,2381.122,2381.122,2385.261,486.241,2385.261,0.000
353,1019.219,2278.322,2278.322,2331.986,457.385,2331.986,0.000
354,1022.153,2133.278,2133.278,2273.055,428.529,2273.055,0.000
355,1025.087,2124.111,2124.111,2208.389,399.672,2208.389,0.000
356,1028.022,1983.478,1983.478,2138.041,370.816,2138.041,0.000
357,1030.957,1902.489,1902.489,2062.205,341.960,2062.205,0.000
358,1033.892,1819.267,1819.267,1981.215,313.104,1981.215,0.000
359,1036.828,1722.222,1722.222,1895.544,284.247,1895.544,0.000
360,1039.763,1686.467,1686.467,1805.787,255.391,1805.787,0.000
361,1042.699,1590.167,1590.167,1712.648,226.535,1712.648,0.000
362,1045.635,1492.222,1492.222,1616.909,197.679,1616.909,0.000
363,1048.571,1396.267,1396.267,1519.406,168.822,1519.406,0.000
364,1051.507,1312.044,1312.044,1420.996,139.966,1420.996,0.000
365,1054.443,1297.711,1297.711,1322.525,111.110,1322.525,0.000
366,1057.380,1126.367,1126.367,1224.796,82.254,1224.796,0.000
367,1060.317,1176.600,1176.600,1128.544,53.397,1128.544,0.000
368,1063.254,1084.322,1084.322,1034.414,24.541,1034.414,0.000
369,1066.191,1072.200,1072.200,982.009,34.751,982.009,0.000
370,1069.128,989.278,989.278,932.681,44.961,932.681,0.000
371,1072.066,866.267,866.267,886.732,55.171,886.732,0.000
372,1075.004,903.422,903.422,844.343,65.381,844.343,0.000
373,1077.941,854.333,854.333,805.589,75.590,805.589,0.000
374,1080.879,840.256,840.256,770.447,85.800,770.447,0.000
375,1083.818,806.133,806.133,738.815,96.010,738.815,0.000
376,1086.756,754.222,754.222,710.527,106.220,710.527,0.000
377,1089.695,768.511,768.511,685.368,116.430,685.368,0.000
378,1092.633,627.311,627.311,663.096,126.640,663.096,0.000
379,1095.572,698.211,698.211,643.451,136.850,643.451,0.000
380,1098.511,680.078,680.078,626.174,147.060,626.174,0.000
381,1101.450,597.389,597.389,611.010,157.270,611.010,0.000
382,1104.390,620.056,620.056,597.723,167.479,597.723,0.000
383,1107.329,607.389,607.389,586.100,177.689,586.100,0.000
384,1110.269,528.511,528.511,575.948,187.899,575.948,0.000
385,1113.209,538.611,538.611,567.106,198.109,567.106,0.000
386,1116.149,604.944,604.944,559.436,208.319,559.436,0.000
387,1119.089,564.256,564.256,552.827,218.529,552.827,0.000
388,1122.029,480.578,480.578,538.679,220.227,538.679,0.000
389,1124.970,491.511,491.511,525.437,221.925,525.437,0.000
390,1127.910,473.444,473.444,513.054,223.623,513.054,0.000
391,1130.851,471.444,471.444,501.501,225.321,501.501,0.000
392,1133.792,503.500,503.500,490.764,227.018,490.764,0.000
393,1136.733,453.144,453.144,480.844,228.716,480.844,0.000
394,1139.674,493.511,493.511,471.763,230.414,471.763,0.000
395,1142.615,466.378,466.378,463.563,232.112,463.563,0.000
396,1145.557,415.356,415.356,456.314,233.810,456.314,0.000
397,1148.498,432.778,432.778,450.124,235.508,450.124,0.000
398,1151.440,460.756,460.756,445.151,237.206,445.151,0.000
399,1154.382,434.600,434.600,441.620,238.904,441.620,0.000
400,1157.324,445.689,445.689,439.847,240.602,439.847,0.000
