ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu
5700,2332.496,0.000,-0.646,0.029,0.029,0.000,0.000
5701,2332.948,0.589,0.589,0.029,0.029,0.000,0.000
5702,2333.400,0.472,0.472,0.030,0.030,0.000,0.000
5703,2333.852,0.530,0.530,0.030,0.030,0.000,0.000
5704,2334.304,0.000,-0.705,0.030,0.030,0.000,0.000
5705,2334.756,0.000,-0.352,0.031,0.031,0.000,0.000
5706,2335.208,0.354,0.354,0.031,0.031,0.000,0.000
5707,2335.660,0.530,0.530,0.032,0.032,0.000,0.000
5708,2336.112,0.589,0.589,0.032,0.032,0.000,0.000
5709,2336.564,0.000,-0.470,0.032,0.032,0.000,0.000
5710,2337.016,0.178,0.178,0.033,0.033,0.000,0.000
5711,2337.468,0.000,-0.705,0.033,0.033,0.000,0.000
5712,2337.920,0.000,-0.939,0.034,0.034,0.000,0.000
5713,2338.373,0.000,-0.528,0.034,0.034,0.000,0.000
5714,2338.825,0.000,-0.939,0.035,0.035,0.000,0.000
5715,2339.277,0.000,-0.646,0.035,0.035,0.000,0.000
5716,2339.729,1.295,1.295,0.035,0.035,0.000,0.000
5717,2340.181,0.000,-0.352,0.036,0.036,0.000,0.000
5718,2340.633,1.354,1.354,0.036,0.036,0.000,0.000
5719,2341.086,0.000,-0.881,0.037,0.037,0.000,0.000
5720,2341.538,0.000,-0.411,0.037,0.037,0.000,0.000
5721,2341.990,0.000,-0.411,0.038,0.038,0.000,0.000
5722,2342.442,0.237,0.237,0.038,0.038,0.000,0.000
5723,2342.894,0.119,0.119,0.038,0.038,0.000,0.000
5724,2343.347,0.354,0.354,0.039,0.039,0.000,0.000
5725,2343.799,0.000,-0.587,0.039,0.039,0.000,0.000
5726,2344.251,1.295,1.295,0.040,0.040,0.000,0.000
5727,2344.704,0.000,-0.528,0.040,0.040,0.000,0.000
5728,2345.156,0.000,-0.470,0.040,0.040,0.000,0.000
5729,2345.608,0.530,0.530,0.041,0.041,0.000,0.000
5730,2346.061,0.472,0.472,0.041,0.041,0.000,0.000
5731,2346.513,0.119,0.119,0.042,0.042,0.000,0.000
5732,2346.965,0.000,-0.587,0.042,0.042,0.000,0.000
5733,2347.418,2.589,2.589,0.043,0.043,0.000,0.000
5734,2347.870,0.000,-0.587,0.043,0.043,0.000,0.000
5735,2348.323,0.000,-0.705,0.043,0.043,0.000,0.000
5736,2348.775,0.354,0.354,0.044,0.044,0.000,0.000
5737,2349.228,0.002,0.002,0.044,0.044,0.000,0.000
5738,2349.680,0.530,0.530,0.045,0.045,0.000,0.000
5739,2350.133,0.000,-0.528,0.045,0.045,0.000,0.000
5740,2350.585,0.295,0.295,0.046,0.046,0.000,0.000
5741,2351.038,0.000,-0.881,0.046,0.046,0.000,0.000
5742,2351.490,1.648,1.648,0.046,0.046,0.000,0.000
5743,2351.943,0.000,-0.763,0.047,0.047,0.000,0.000
5744,2352.395,2.354,2.354,0.047,0.047,0.000,0.000
5745,2352.848,0.354,0.354,0.048,0.048,0.000,0.000
5746,2353.300,0.884,0.884,0.048,0.048,0.000,0.000
5747,2353.753,0.589,0.589,0.049,0.049,0.000,0.000
5748,2354.206,0.000,-0.822,0.049,0.049,0.000,0.000
5749,2354.658,0.706,0.706,0.049,0.049,0.000,0.000
5750,2355.111,0.000,-0.352,0.050,0.050,0.000,0.000
5751,2355.564,0.000,-0.822,0.050,0.050,0.000,0.000
5752,2356.016,0.413,0.413,0.051,0.051,0.000,0.000
5753,2356.469,0.000,-0.587,0.051,0.051,0.000,0.000
5754,2356.922,0.000,-0.411,0.051,0.051,0.000,0.000
5755,2357.374,1.706,1.706,0.052,0.052,0.000,0.000
5756,2357.827,0.000,-0.235,0.052,0.052,0.000,0.000
5757,2358.280,0.589,0.589,0.053,0.053,0.000,0.000
5758,2358.733,0.000,-0.292,0.053,0.053,0.000,0.000
5759,2359.185,0.000,-0.411,0.054,0.054,0.000,0.000
5760,2359.638,1.530,1.530,0.054,0.054,0.000,0.000
5761,2360.091,0.472,0.472,0.054,0.054,0.000,0.000
5762,2360.544,0.295,0.295,0.055,0.055,0.000,0.000
5763,2360.997,0.000,-0.881,0.055,0.055,0.000,0.000
5764,2361.450,0.354,0.354,0.056,0.056,0.000,0.000
5765,2361.902,0.178,0.178,0.056,0.056,0.000,0.000
5766,2362.355,0.000,-0.646,0.057,0.057,0.000,0.000
5767,2362.808,0.589,0.589,0.057,0.057,0.000,0.000
5768,2363.261,0.000,-0.411,0.057,0.057,0.000,0.000
5769,2363.714,0.472,0.472,0.058,0.058,0.000,0.000
5770,2364.167,0.472,0.472,0.058,0.058,0.000,0.000
5771,2364.620,0.472,0.472,0.059,0.059,0.000,0.000
5772,2365.073,0.000,-0.411,0.059,0.059,0.000,0.000
5773,2365.526,0.000,-0.763,0.059,0.059,0.000,0.000
5774,2365.979,0.354,0.354,0.060,0.060,0.000,0.000
5775,2366.432,0.000,-0.881,0.060,0.060,0.000,0.000
5776,2366.885,0.000,-0.528,0.061,0.061,0.000,0.000
5777,2367.338,0.472,0.472,0.061,0.061,0.000,0.000
5778,2367.791,0.000,-0.235,0.062,0.062,0.000,0.000
5779,2368.244,0.178,0.178,0.062,0.062,0.000,0.000
5780,2368.697,0.000,-0.587,0.062,0.062,0.000,0.000
5781,2369.150,0.000,-0.705,0.063,0.063,0.000,0.000
5782,2369.604,0.354,0.354,0.063,0.063,0.000,0.000
5783,2370.057,0.000,-0.587,0.064,0.064,0.000,0.000
5784,2370.510,1.472,1.472,0.064,0.064,0.000,0.000
5785,2370.963,0.589,0.589,0.065,0.065,0.000,0.000
5786,2371.416,0.530,0.530,0.065,0.065,0.000,0.000
5787,2371.869,0.530,0.530,0.065,0.065,0.000,0.000
5788,2372.323,0.354,0.354,0.066,0.066,0.000,0.000
5789,2372.776,0.295,0.295,0.066,0.066,0.000,0.000
5790,2373.229,2.413,2.413,0.067,0.067,0.000,0.000
5791,2373.682,0.000,-0.763,0.067,0.067,0.000,0.000
5792,2374.136,0.237,0.237,0.067,0.067,0.000,0.000
5793,2374.589,0.000,-0.059,0.068,0.068,0.000,0.000
5794,2375.042,0.883,0.883,0.068,0.068,0.000,0.000
5795,2375.495,0.706,0.706,0.069,0.069,0.000,0.000
5796,2375.949,0.002,0.002,0.069,0.069,0.000,0.000
5797,2376.402,0.000,-0.587,0.070,0.070,0.000,0.000
5798,2376.856,1.706,1.706,0.070,0.070,0.000,0.000
5799,2377.309,2.413,2.413,0.070,0.070,0.000,0.000
5800,2377.762,0.824,0.824,0.071,0.071,0.000,0.000
5801,2378.216,0.000,-0.352,0.071,0.071,0.000,0.000
5802,2378.669,0.589,0.589,0.072,0.072,0.000,0.000
5803,2379.123,0.000,-0.646,0.072,0.072,0.000,0.000
5804,2379.576,0.589,0.589,0.073,0.073,0.000,0.000
5805,2380.029,2.589,2.589,0.073,0.073,0.000,0.000
5806,2380.483,0.000,-0.470,0.073,0.073,0.000,0.000
5807,2380.936,0.472,0.472,0.074,0.074,0.000,0.000
5808,2381.390,0.000,-0.470,0.074,0.074,0.000,0.000
5809,2381.843,0.000,-0.528,0.075,0.075,0.000,0.000
5810,2382.297,0.648,0.648,0.074,0.074,0.000,0.000
5811,2382.751,0.000,-0.294,0.074,0.074,0.000,0.000
5812,2383.204,0.000,-0.176,0.073,0.073,0.000,0.000
5813,2383.658,0.000,-0.939,0.073,0.073,0.000,0.000
5814,2384.111,0.589,0.589,0.073,0.073,0.000,0.000
5815,2384.565,0.000,-0.528,0.072,0.072,0.000,0.000
5816,2385.018,0.000,-0.470,0.072,0.072,0.000,0.000
5817,2385.472,1.648,1.648,0.071,0.071,0.000,0.000
5818,2385.926,0.589,0.589,0.071,0.071,0.000,0.000
5819,2386.379,0.472,0.472,0.070,0.070,0.000,0.000
5820,2386.833,0.000,-0.822,0.070,0.070,0.000,0.000
5821,2387.287,0.295,0.295,0.070,0.070,0.000,0.000
5822,2387.741,0.000,-0.235,0.069,0.069,0.000,0.000
5823,2388.194,0.354,0.354,0.069,0.069,0.000,0.000
5824,2388.648,0.530,0.530,0.068,0.068,0.000,0.000
5825,2389.102,0.000,-0.646,0.068,0.068,0.000,0.000
5826,2389.556,0.000,-0.528,0.068,0.068,0.000,0.000
5827,2390.009,0.295,0.295,0.067,0.067,0.000,0.000
5828,2390.463,0.000,-0.528,0.067,0.067,0.000,0.000
5829,2390.917,2.413,2.413,0.066,0.066,0.000,0.000
5830,2391.371,0.000,-0.587,0.066,0.066,0.000,0.000
5831,2391.825,0.354,0.354,0.065,0.065,0.000,0.000
5832,2392.278,0.000,-0.705,0.065,0.065,0.000,0.000
5833,2392.732,0.000,-1.233,0.065,0.065,0.000,0.000
5834,2393.186,0.000,-0.470,0.064,0.064,0.000,0.000
5835,2393.640,2.472,2.472,0.064,0.064,0.000,0.000
5836,2394.094,0.000,-0.470,0.063,0.063,0.000,0.000
5837,2394.548,0.413,0.413,0.063,0.063,0.000,0.000
5838,2395.002,0.706,0.706,0.063,0.063,0.000,0.000
5839,2395.456,0.295,0.295,0.062,0.062,0.000,0.000
5840,2395.910,1.530,1.530,0.062,0.062,0.000,0.000
5841,2396.364,0.589,0.589,0.061,0.061,0.000,0.000
5842,2396.818,0.765,0.765,0.061,0.061,0.000,0.000
5843,2397.272,0.354,0.354,0.060,0.060,0.000,0.000
5844,2397.726,1.706,1.706,0.060,0.060,0.000,0.000
5845,2398.180,0.472,0.472,0.060,0.060,0.000,0.000
5846,2398.634,0.000,-0.646,0.059,0.059,0.000,0.000
5847,2399.088,0.000,-0.587,0.059,0.059,0.000,0.000
5848,2399.542,2.472,2.472,0.058,0.058,0.000,0.000
5849,2399.996,0.000,-0.646,0.058,0.058,0.000,0.000
5850,2400.450,0.000,-0.411,0.058,0.058,0.000,0.000
5851,2400.905,0.000,-0.646,0.057,0.057,0.000,0.000
5852,2401.359,0.000,-0.470,0.057,0.057,0.000,0.000
5853,2401.813,0.000,-0.470,0.056,0.056,0.000,0.000
5854,2402.267,0.000,-0.646,0.056,0.056,0.000,0.000
5855,2402.721,0.589,0.589,0.055,0.055,0.000,0.000
5856,2403.175,0.000,-0.470,0.055,0.055,0.000,0.000
5857,2403.630,0.000,-0.470,0.055,0.055,0.000,0.000
5858,2404.084,0.000,-0.528,0.054,0.054,0.000,0.000
5859,2404.538,0.000,-0.528,0.054,0.054,0.000,0.000
5860,2404.992,0.237,0.237,0.053,0.053,0.000,0.000
5861,2405.447,0.000,-0.470,0.053,0.053,0.000,0.000
5862,2405.901,0.472,0.472,0.053,0.053,0.000,0.000
5863,2406.355,0.000,-0.411,0.052,0.052,0.000,0.000
5864,2406.810,0.589,0.589,0.052,0.052,0.000,0.000
5865,2407.264,1.354,1.354,0.051,0.051,0.000,0.000
5866,2407.718,0.000,-0.587,0.051,0.051,0.000,0.000
5867,2408.173,0.648,0.648,0.050,0.050,0.000,0.000
5868,2408.627,0.472,0.472,0.050,0.050,0.000,0.000
5869,2409.081,0.530,0.530,0.050,0.050,0.000,0.000
5870,2409.536,0.000,-0.470,0.049,0.049,0.000,0.000
5871,2409.990,1.824,1.824,0.049,0.049,0.000,0.000
5872,2410.445,0.002,0.002,0.048,0.048,0.000,0.000
5873,2410.899,1.354,1.354,0.048,0.048,0.000,0.000
5874,2411.354,0.000,-0.587,0.048,0.048,0.000,0.000
5875,2411.808,0.530,0.530,0.047,0.047,0.000,0.000
5876,2412.263,1.354,1.354,0.047,0.047,0.000,0.000
5877,2412.717,0.000,-0.763,0.046,0.046,0.000,0.000
5878,2413.172,0.413,0.413,0.046,0.046,0.000,0.000
5879,2413.626,0.648,0.648,0.045,0.045,0.000,0.000
5880,2414.081,0.883,0.883,0.045,0.045,0.000,0.000
5881,2414.535,0.000,-0.528,0.045,0.045,0.000,0.000
5882,2414.990,0.354,0.354,0.044,0.044,0.000,0.000
5883,2415.445,0.413,0.413,0.044,0.044,0.000,0.000
5884,2415.899,0.354,0.354,0.043,0.043,0.000,0.000
5885,2416.354,0.000,-0.235,0.043,0.043,0.000,0.000
5886,2416.809,0.000,-0.294,0.043,0.043,0.000,0.000
5887,2417.263,0.000,-0.646,0.042,0.042,0.000,0.000
5888,2417.718,1.706,1.706,0.042,0.042,0.000,0.000
5889,2418.173,1.472,1.472,0.041,0.041,0.000,0.000
5890,2418.627,0.706,0.706,0.041,0.041,0.000,0.000
5891,2419.082,1.589,1.589,0.040,0.040,0.000,0.000
5892,2419.537,0.589,0.589,0.040,0.040,0.000,0.000
5893,2419.992,0.119,0.119,0.040,0.040,0.000,0.000
5894,2420.446,0.000,-0.411,0.039,0.039,0.000,0.000
5895,2420.901,0.706,0.706,0.039,0.039,0.000,0.000
5896,2421.356,0.000,-0.646,0.038,0.038,0.000,0.000
5897,2421.811,0.706,0.706,0.038,0.038,0.000,0.000
5898,2422.265,0.000,-0.587,0.038,0.038,0.000,0.000
5899,2422.720,0.530,0.530,0.037,0.037,0.000,0.000
5900,2423.175,0.000,-0.470,0.037,0.037,0.000,0.000
5901,2423.630,1.589,1.589,0.036,0.036,0.000,0.000
5902,2424.085,0.472,0.472,0.036,0.036,0.000,0.000
5903,2424.540,0.000,-0.587,0.035,0.035,0.000,0.000
5904,2424.995,0.530,0.530,0.035,0.035,0.000,0.000
5905,2425.450,0.000,-0.470,0.035,0.035,0.000,0.000
5906,2425.905,0.000,-0.117,0.034,0.034,0.000,0.000
5907,2426.360,0.295,0.295,0.034,0.034,0.000,0.000
5908,2426.815,0.000,-0.470,0.033,0.033,0.000,0.000
5909,2427.270,2.765,2.765,0.033,0.033,0.000,0.000
5910,2427.725,0.413,0.413,0.033,0.033,0.000,0.000
5911,2428.180,0.000,-0.352,0.032,0.032,0.000,0.000
5912,2428.635,1.706,1.706,0.032,0.032,0.000,0.000
5913,2429.090,0.000,-0.470,0.031,0.031,0.000,0.000
5914,2429.545,0.000,-0.587,0.031,0.031,0.000,0.000
5915,2430.000,0.000,-0.587,0.030,0.030,0.000,0.000
5916,2430.455,0.000,-0.470,0.030,0.030,0.000,0.000
5917,2430.910,0.413,0.413,0.030,0.030,0.000,0.000
5918,2431.365,0.000,-0.939,0.029,0.029,0.000,0.000
5919,2431.820,2.530,2.530,0.029,0.029,0.000,0.000
5920,2432.275,0.000,-0.352,0.028,0.028,0.000,0.000
5921,2432.731,2.706,2.706,0.028,0.028,0.000,0.000
5922,2433.186,0.000,-0.587,0.028,0.028,0.000,0.000
5923,2433.641,0.000,-0.646,0.027,0.027,0.000,0.000
5924,2434.096,0.000,-0.528,0.027,0.027,0.000,0.000
5925,2434.551,0.413,0.413,0.026,0.026,0.000,0.000
5926,2435.007,0.000,-0.470,0.026,0.026,0.000,0.000
5927,2435.462,0.000,-0.470,0.025,0.025,0.000,0.000
5928,2435.917,0.000,-0.176,0.025,0.025,0.000,0.000
5929,2436.372,0.000,-0.294,0.025,0.025,0.000,0.000
5930,2436.828,0.706,0.706,0.024,0.024,0.000,0.000
5931,2437.283,1.413,1.413,0.024,0.024,0.000,0.000
5932,2437.738,0.000,-0.352,0.023,0.023,0.000,0.000
5933,2438.194,0.765,0.765,0.023,0.023,0.000,0.000
5934,2438.649,0.000,-0.352,0.023,0.023,0.000,0.000
5935,2439.104,0.000,-0.176,0.022,0.022,0.000,0.000
5936,2439.560,0.000,-0.998,0.022,0.022,0.000,0.000
5937,2440.015,0.765,0.765,0.021,0.021,0.000,0.000
5938,2440.471,0.589,0.589,0.021,0.021,0.000,0.000
5939,2440.926,0.530,0.530,0.020,0.020,0.000,0.000
5940,2441.381,0.000,-0.352,0.020,0.020,0.000,0.000
5941,2441.837,0.000,-0.411,0.020,0.020,0.000,0.000
5942,2442.292,0.589,0.589,0.019,0.019,0.000,0.000
5943,2442.748,0.000,-0.470,0.019,0.019,0.000,0.000
5944,2443.203,2.706,2.706,0.018,0.018,0.000,0.000
5945,2443.659,1.589,1.589,0.018,0.018,0.000,0.000
5946,2444.114,0.000,-0.646,0.018,0.018,0.000,0.000
5947,2444.570,1.295,1.295,0.017,0.017,0.000,0.000
5948,2445.026,0.000,-0.352,0.017,0.017,0.000,0.000
5949,2445.481,1.472,1.472,0.016,0.016,0.000,0.000
5950,2445.937,0.000,-0.646,0.016,0.016,0.000,0.000
5951,2446.392,0.413,0.413,0.015,0.015,0.000,0.000
5952,2446.848,0.354,0.354,0.015,0.015,0.000,0.000
5953,2447.304,0.000,-0.294,0.015,0.015,0.000,0.000
5954,2447.759,0.000,-0.411,0.014,0.014,0.000,0.000
5955,2448.215,0.589,0.589,0.014,0.014,0.000,0.000
5956,2448.671,0.648,0.648,0.013,0.013,0.000,0.000
5957,2449.126,0.648,0.648,0.013,0.013,0.000,0.000
5958,2449.582,0.530,0.530,0.013,0.013,0.000,0.000
5959,2450.038,0.589,0.589,0.012,0.012,0.000,0.000
5960,2450.493,0.000,-0.587,0.012,0.012,0.000,0.000
5961,2450.949,0.413,0.413,0.011,0.011,0.000,0.000
5962,2451.405,0.000,-0.294,0.011,0.011,0.000,0.000
5963,2451.861,0.589,0.589,0.010,0.010,0.000,0.000
5964,2452.317,0.706,0.706,0.010,0.010,0.000,0.000
5965,2452.772,0.000,-0.646,0.010,0.010,0.000,0.000
5966,2453.228,0.706,0.706,0.009,0.009,0.000,0.000
5967,2453.684,0.000,-0.528,0.009,0.009,0.000,0.000
5968,2454.140,0.000,-0.352,0.008,0.008,0.000,0.000
5969,2454.596,0.648,0.648,0.008,0.008,0.000,0.000
5970,2455.052,0.000,-0.235,0.008,0.008,0.000,0.000
5971,2455.508,0.000,-0.470,0.007,0.007,0.000,0.000
5972,2455.963,0.000,-0.352,0.007,0.007,0.000,0.000
5973,2456.419,0.824,0.824,0.006,0.006,0.000,0.000
5974,2456.875,0.000,-0.352,0.006,0.006,0.000,0.000
5975,2457.331,0.648,0.648,0.005,0.005,0.000,0.000
5976,2457.787,0.354,0.354,0.005,0.005,0.000,0.000
5977,2458.243,0.000,-0.117,0.005,0.005,0.000,0.000
5978,2458.699,0.765,0.765,0.004,0.004,0.000,0.000
5979,2459.155,1.648,1.648,0.004,0.004,0.000,0.000
5980,2459.611,0.000,-0.235,0.003,0.003,0.000,0.000
5981,2460.067,0.000,-0.587,0.003,0.003,0.000,0.000
5982,2460.523,0.000,-0.294,0.003,0.003,0.000,0.000
5983,2460.979,0.000,-0.587,0.002,0.002,0.000,0.000
5984,2461.436,0.000,-0.294,0.002,0.002,0.000,0.000
5985,2461.892,0.000,-0.352,0.001,0.001,0.000,0.000
5986,2462.348,0.000,-0.528,0.001,0.001,0.000,0.000
5987,2462.804,0.000,-0.470,0.000,0.000,0.000,0.000
5988,2463.260,0.000,-0.470,0.000,0.000,0.000,0.000
5989,2463.716,0.000,-0.352,0.000,0.000,0.000,0.000
5990,2464.172,0.000,-0.646,0.000,0.000,0.000,0.000
5991,2464.629,0.000,-0.294,0.000,0.000,0.000,0.000
5992,2465.085,0.000,-0.352,0.000,0.000,0.000,0.000
5993,2465.541,0.472,0.472,0.000,0.000,0.000,0.000
5994,2465.997,0.589,0.589,0.000,0.000,0.000,0.000
5995,2466.454,0.000,-0.411,0.000,0.000,0.000,0.000
5996,2466.910,0.000,-0.294,0.000,0.000,0.000,0.000
5997,2467.366,0.000,-0.411,0.000,0.000,0.000,0.000
5998,2467.822,0.000,-0.470,0.000,0.000,0.000,0.000
5999,2468.279,0.000,-0.294,0.000,0.000,0.000,0.000
6000,2468.735,0.000,-0.294,0.000,0.000,0.000,0.000
6001,2469.191,0.000,-0.117,0.000,0.000,0.000,0.000
6002,2469.648,0.000,-0.294,0.000,0.000,0.000,0.000
6003,2470.104,0.000,-0.411,0.000,0.000,0.000,0.000
6004,2470.560,0.000,-0.587,0.000,0.000,0.000,0.000
6005,2471.017,0.000,-0.528,0.000,0.000,0.000,0.000
6006,2471.473,0.000,-0.587,0.000,0.000,0.000,0.000
6007,2471.930,0.941,0.941,0.000,0.000,0.000,0.000
6008,2472.386,0.530,0.530,0.000,0.000,0.000,0.000
6009,2472.843,0.000,-0.235,0.000,0.000,0.000,0.000
6010,2473.299,0.589,0.589,0.000,0.000,0.000,0.000
6011,2473.756,0.530,0.530,0.000,0.000,0.000,0.000
6012,2474.212,0.765,0.765,0.000,0.000,0.000,0.000
6013,2474.669,1.178,1.178,0.000,0.000,0.000,0.000
6014,2475.125,0.000,-0.352,0.000,0.000,0.000,0.000
6015,2475.582,0.000,-0.294,0.000,0.000,0.000,0.000
6016,2476.038,0.000,-0.176,0.000,0.000,0.000,0.000
6017,2476.495,0.765,0.765,0.000,0.000,0.000,0.000
6018,2476.951,0.000,-0.528,0.000,0.000,0.000,0.000
6019,2477.408,0.000,-0.352,0.000,0.000,0.000,0.000
6020,2477.865,0.648,0.648,0.000,0.000,0.000,0.000
6021,2478.321,0.000,-0.352,0.000,0.000,0.000,0.000
6022,2478.778,0.000,-0.294,0.000,0.000,0.000,0.000
6023,2479.235,0.000,-0.528,0.000,0.000,0.000,0.000
6024,2479.691,0.000,-0.587,0.000,0.000,0.000,0.000
6025,2480.148,0.000,-0.235,0.000,0.000,0.000,0.000
6026,2480.605,0.765,0.765,0.000,0.000,0.000,0.000
6027,2481.061,0.000,-0.235,0.000,0.000,0.000,0.000
6028,2481.518,0.000,-0.352,0.000,0.000,0.000,0.000
6029,2481.975,0.000,-0.294,0.000,0.000,0.000,0.000
6030,2482.432,0.472,0.472,0.000,0.000,0.000,0.000
6031,2482.888,0.530,0.530,0.000,0.000,0.000,0.000
6032,2483.345,0.000,-0.176,0.000,0.000,0.000,0.000
6033,2483.802,1.883,1.883,0.000,0.000,0.000,0.000
6034,2484.259,0.000,-0.587,0.000,0.000,0.000,0.000
6035,2484.716,0.000,-0.470,0.000,0.000,0.000,0.000
6036,2485.173,0.706,0.706,0.000,0.000,0.000,0.000
6037,2485.629,0.824,0.824,0.000,0.000,0.000,0.000
6038,2486.086,0.000,-0.528,0.000,0.000,0.000,0.000
6039,2486.543,0.000,-0.352,0.000,0.000,0.000,0.000
6040,2487.000,0.000,-0.176,0.000,0.000,0.000,0.000
6041,2487.457,0.706,0.706,0.000,0.000,0.000,0.000
6042,2487.914,0.000,-0.117,0.000,0.000,0.000,0.000
6043,2488.371,0.000,-0.235,0.000,0.000,0.000,0.000
6044,2488.828,0.530,0.530,0.000,0.000,0.000,0.000
6045,2489.285,0.000,-0.176,0.000,0.000,0.000,0.000
6046,2489.742,0.000,-0.352,0.000,0.000,0.000,0.000
6047,2490.199,0.000,-0.470,0.000,0.000,0.000,0.000
6048,2490.656,0.000,-0.235,0.000,0.000,0.000,0.000
6049,2491.113,0.472,0.472,0.000,0.000,0.000,0.000
6050,2491.570,0.000,-0.587,0.000,0.000,0.000,0.000
6051,2492.027,0.000,-0.176,0.000,0.000,0.000,0.000
6052,2492.484,0.000,-0.294,0.000,0.000,0.000,0.000
6053,2492.941,0.000,-0.294,0.000,0.000,0.000,0.000
6054,2493.398,0.000,-0.235,0.000,0.000,0.000,0.000
6055,2493.856,0.648,0.648,0.000,0.000,0.000,0.000
6056,2494.313,0.413,0.413,0.000,0.000,0.000,0.000
6057,2494.770,0.000,-0.470,0.000,0.000,0.000,0.000
6058,2495.227,0.000,-0.470,0.000,0.000,0.000,0.000
6059,2495.684,1.883,1.883,0.000,0.000,0.000,0.000
6060,2496.141,0.000,-0.411,0.000,0.000,0.000,0.000
6061,2496.599,1.648,1.648,0.000,0.000,0.000,0.000
6062,2497.056,0.000,-0.470,0.000,0.000,0.000,0.000
6063,2497.513,0.530,0.530,0.000,0.000,0.000,0.000
6064,2497.970,0.000,-0.470,0.000,0.000,0.000,0.000
6065,2498.428,0.000,-0.235,0.000,0.000,0.000,0.000
6066,2498.885,0.000,-0.646,0.000,0.000,0.000,0.000
6067,2499.342,0.354,0.354,0.000,0.000,0.000,0.000
6068,2499.800,0.765,0.765,0.000,0.000,0.000,0.000
6069,2500.257,0.000,-0.352,0.000,0.000,0.000,0.000
6070,2500.714,0.706,0.706,0.000,0.000,0.000,0.000
6071,2501.172,0.000,-0.411,0.000,0.000,0.000,0.000
6072,2501.629,0.000,-0.470,0.000,0.000,0.000,0.000
6073,2502.086,0.000,-0.294,0.000,0.000,0.000,0.000
6074,2502.544,0.000,-0.411,0.000,0.000,0.000,0.000
6075,2503.001,0.000,-0.352,0.000,0.000,0.000,0.000
6076,2503.459,0.000,-0.470,0.000,0.000,0.000,0.000
6077,2503.916,0.000,-0.294,0.000,0.000,0.000,0.000
6078,2504.374,0.000,-0.176,0.000,0.000,0.000,0.000
6079,2504.831,0.000,-0.352,0.000,0.000,0.000,0.000
6080,2505.289,0.472,0.472,0.000,0.000,0.000,0.000
6081,2505.746,0.000,-0.294,0.000,0.000,0.000,0.000
6082,2506.204,0.589,0.589,0.000,0.000,0.000,0.000
6083,2506.661,0.648,0.648,0.000,0.000,0.000,0.000
6084,2507.119,0.000,-0.411,0.000,0.000,0.000,0.000
6085,2507.576,0.000,-0.294,0.000,0.000,0.000,0.000
6086,2508.034,0.000,-0.352,0.000,0.000,0.000,0.000
6087,2508.492,0.000,-0.294,0.000,0.000,0.000,0.000
6088,2508.949,1.000,1.000,0.000,0.000,0.000,0.000
6089,2509.407,0.472,0.472,0.000,0.000,0.000,0.000
6090,2509.864,0.000,-0.117,0.000,0.000,0.000,0.000
6091,2510.322,1.589,1.589,0.000,0.000,0.000,0.000
6092,2510.780,0.000,-0.294,0.000,0.000,0.000,0.000
6093,2511.237,0.000,-0.411,0.000,0.000,0.000,0.000
6094,2511.695,0.000,-0.470,0.000,0.000,0.000,0.000
6095,2512.153,0.000,-0.117,0.000,0.000,0.000,0.000
6096,2512.611,0.589,0.589,0.000,0.000,0.000,0.000
6097,2513.068,0.706,0.706,0.000,0.000,0.000,0.000
6098,2513.526,0.000,-0.294,0.000,0.000,0.000,0.000
6099,2513.984,0.941,0.941,0.000,0.000,0.000,0.000
6100,2514.442,0.000,-0.352,0.000,0.000,0.000,0.000
6101,2514.900,0.000,-0.352,0.000,0.000,0.000,0.000
6102,2515.357,0.000,-0.411,0.000,0.000,0.000,0.000
6103,2515.815,1.706,1.706,0.000,0.000,0.000,0.000
6104,2516.273,0.000,-0.235,0.000,0.000,0.000,0.000
6105,2516.731,0.765,0.765,0.000,0.000,0.000,0.000
6106,2517.189,0.000,-0.176,0.000,0.000,0.000,0.000
6107,2517.647,0.000,-0.176,0.000,0.000,0.000,0.000
6108,2518.105,0.648,0.648,0.000,0.000,0.000,0.000
6109,2518.563,0.000,-0.294,0.000,0.000,0.000,0.000
6110,2519.020,0.000,-0.294,0.000,0.000,0.000,0.000
6111,2519.478,0.000,-0.352,0.000,0.000,0.000,0.000
6112,2519.936,0.000,-0.294,0.000,0.000,0.000,0.000
6113,2520.394,0.472,0.472,0.000,0.000,0.000,0.000
6114,2520.852,0.000,-0.352,0.000,0.000,0.000,0.000
6115,2521.310,0.883,0.883,0.000,0.000,0.000,0.000
6116,2521.768,0.000,-0.352,0.000,0.000,0.000,0.000
6117,2522.226,0.706,0.706,0.000,0.000,0.000,0.000
6118,2522.685,0.000,-0.352,0.000,0.000,0.000,0.000
6119,2523.143,0.000,-0.352,0.000,0.000,0.000,0.000
6120,2523.601,0.000,-0.352,0.000,0.000,0.000,0.000
6121,2524.059,0.000,-0.528,0.000,0.000,0.000,0.000
6122,2524.517,0.413,0.413,0.000,0.000,0.000,0.000
6123,2524.975,0.000,-0.235,0.000,0.000,0.000,0.000
6124,2525.433,0.000,-0.528,0.000,0.000,0.000,0.000
6125,2525.891,0.000,-0.176,0.000,0.000,0.000,0.000
6126,2526.350,0.000,-0.352,0.000,0.000,0.000,0.000
6127,2526.808,0.000,-0.294,0.000,0.000,0.000,0.000
6128,2527.266,1.706,1.706,0.000,0.000,0.000,0.000
