ch,keV,net,fit,model,continuum_raw,Cd-109,Esc-NaI,continuum
0,-6.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,-3.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,-1.072,0.000,0.000,0.080,0.075,0.079,0.001,0.000
3,1.745,0.000,0.000,2.162,1.415,2.151,0.012,0.000
4,4.564,0.000,0.000,8.470,2.411,8.449,0.020,0.000
5,7.384,3.125,3.125,16.178,1.711,16.164,0.014,0.000
6,10.206,155.625,155.625,30.469,1.451,30.456,0.012,0.000
7,13.029,1922.250,1922.250,523.989,1.655,523.975,0.014,0.000
8,15.854,6748.344,6748.344,5143.270,6.047,5143.218,0.051,0.000
9,18.680,8677.031,8677.031,12277.268,15.929,12277.110,0.158,0.000
10,21.508,8618.969,8618.969,8842.402,36.561,8841.804,0.598,0.000
11,24.337,6647.156,6647.156,4078.545,67.572,4076.476,2.069,0.000
12,27.168,2663.437,2663.437,1621.937,94.926,1617.112,4.825,0.000
13,30.000,498.469,498.469,408.422,87.609,402.473,5.949,0.000
14,32.834,66.000,66.000,87.413,52.552,83.563,3.850,0.000
15,35.669,65.000,65.000,55.100,52.277,51.199,3.900,0.000
16,38.506,85.750,85.750,71.626,70.896,66.257,5.369,0.000
17,41.344,101.344,101.344,95.513,95.031,88.206,7.307,0.000
18,44.184,69.875,69.875,120.483,119.864,111.075,9.408,0.000
19,47.025,118.594,118.594,146.257,144.871,134.234,12.022,0.000
20,49.868,169.969,169.969,174.307,169.941,157.523,16.784,0.000
21,52.712,255.312,255.312,208.886,195.021,181.020,27.866,0.000
22,55.557,347.656,347.656,248.270,213.548,199.100,49.170,0.000
23,58.404,313.250,313.250,294.290,232.075,218.780,75.510,0.000
24,61.253,302.625,302.625,327.982,250.601,240.979,87.003,0.000
25,64.103,340.312,340.312,336.243,269.128,265.476,70.767,0.000
26,66.954,283.344,283.344,330.685,287.655,290.827,39.858,0.000
27,69.806,311.344,311.344,331.814,306.182,316.292,15.522,0.000
28,72.660,399.500,399.500,348.404,324.709,344.198,4.206,0.000
29,75.516,397.562,397.562,467.282,427.021,466.464,0.818,0.000
30,78.373,642.281,642.281,617.858,529.334,617.746,0.112,0.000
31,81.231,1117.125,1117.125,825.385,631.646,825.374,0.011,0.000
32,84.091,2125.906,2125.906,1103.099,733.959,1103.098,0.001,0.000
33,86.952,3378.375,3378.375,1412.218,836.272,1412.218,0.000,0.000
34,89.814,4209.937,4209.937,1656.493,938.584,1656.493,0.000,0.000
35,92.678,3967.719,3967.719,1749.372,1040.897,1749.372,0.000,0.000
36,95.543,3009.531,3009.531,1444.121,892.198,1444.121,0.000,0.000
37,98.409,1532.531,1532.531,1082.632,743.498,1082.632,0.000,0.000
38,101.277,577.656,577.656,759.085,594.798,759.085,0.000,0.000
39,104.146,118.312,118.312,508.794,446.099,508.794,0.000,0.000
40,107.017,9.906,9.906,316.222,297.399,316.222,0.000,0.000
41,109.889,0.000,-1.344,153.137,148.700,153.137,0.000,0.000
42,112.762,0.000,-16.438,0.820,0.000,0.820,0.000,0.000
43,115.636,0.000,-14.844,0.119,0.000,0.119,0.000,0.000
44,118.512,0.000,-11.656,0.013,0.000,0.013,0.000,0.000
45,121.389,0.000,-4.875,0.001,0.000,0.001,0.000,0.000
46,124.268,0.000,-12.031,0.000,0.000,0.000,0.000,0.000
47,127.148,0.000,-12.750,0.000,0.000,0.000,0.000,0.000
48,130.029,0.000,-21.188,0.000,0.000,0.000,0.000,0.000
49,132.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,135.795,0.000,-8.781,0.000,0.000,0.000,0.000,0.000
51,138.679,0.000,-11.250,0.000,0.000,0.000,0.000,0.000
52,141.566,0.000,-19.875,0.000,0.000,0.000,0.000,0.000
53,144.453,0.000,-6.125,0.000,0.000,0.000,0.000,0.000
54,147.342,0.000,-22.625,0.000,0.000,0.000,0.000,0.000
55,150.232,4.094,4.094,0.000,0.000,0.000,0.000,0.000
56,153.123,5.562,5.562,0.000,0.000,0.000,0.000,0.000
57,156.016,17.531,17.531,0.000,0.000,0.000,0.000,0.000
58,158.909,0.000,-4.063,0.000,0.000,0.000,0.000,0.000
59,161.804,0.000,-5.313,0.000,0.000,0.000,0.000,0.000
60,164.701,0.000,-11.625,0.000,0.000,0.000,0.000,0.000
61,167.598,0.000,-8.563,0.000,0.000,0.000,0.000,0.000
62,170.497,13.906,13.906,0.000,0.000,0.000,0.000,0.000
63,173.397,8.562,8.562,0.000,0.000,0.000,0.000,0.000
64,176.298,0.000,-4.969,0.000,0.000,0.000,0.000,0.000
65,179.200,0.000,-6.063,0.000,0.000,0.000,0.000,0.000
66,182.104,0.000,-1.906,0.000,0.000,0.000,0.000,0.000
67,185.008,2.250,2.250,0.000,0.000,0.000,0.000,0.000
68,187.914,0.281,0.281,0.000,0.000,0.000,0.000,0.000
69,190.822,0.937,0.937,0.000,0.000,0.000,0.000,0.000
70,193.730,0.000,-0.469,0.000,0.000,0.000,0.000,0.000
71,196.639,0.000,-16.031,0.000,0.000,0.000,0.000,0.000
72,199.550,0.000,-15.688,0.000,0.000,0.000,0.000,0.000
73,202.462,0.000,-0.313,0.000,0.000,0.000,0.000,0.000
74,205.375,0.875,0.875,0.000,0.000,0.000,0.000,0.000
75,208.289,18.187,18.187,0.000,0.000,0.000,0.000,0.000
76,211.204,0.000,-17.750,0.000,0.000,0.000,0.000,0.000
77,214.121,0.000,-10.750,0.000,0.000,0.000,0.000,0.000
78,217.038,0.000,-3.500,0.000,0.000,0.000,0.000,0.000
79,219.957,5.969,5.969,0.000,0.000,0.000,0.000,0.000
80,222.877,0.000,-6.000,0.000,0.000,0.000,0.000,0.000
81,225.798,0.000,-16.375,0.000,0.000,0.000,0.000,0.000
82,228.720,2.125,2.125,0.000,0.000,0.000,0.000,0.000
83,231.643,0.000,-3.125,0.000,0.000,0.000,0.000,0.000
84,234.567,0.000,-4.094,0.000,0.000,0.000,0.000,0.000
85,237.493,0.000,-12.844,0.425,0.425,0.000,0.000,0.425
86,240.419,0.000,-5.875,0.850,0.850,0.000,0.000,0.850
87,243.347,4.094,4.094,1.275,1.275,0.000,0.000,1.275
88,246.276,9.937,9.937,1.700,1.700,0.000,0.000,1.700
89,249.206,5.781,5.781,2.125,2.125,0.000,0.000,2.125
90,252.136,11.687,11.687,2.550,2.550,0.000,0.000,2.550
91,255.068,3.906,3.906,2.975,2.975,0.000,0.000,2.975
92,258.002,0.000,-3.188,3.400,3.400,0.000,0.000,3.400
93,260.936,9.812,9.812,2.975,2.975,0.000,0.000,2.975
94,263.871,0.000,-6.000,2.550,2.550,0.000,0.000,2.550
95,266.807,4.781,4.781,2.125,2.125,0.000,0.000,2.125
96,269.744,10.594,10.594,1.700,1.700,0.000,0.000,1.700
97,272.683,0.000,-9.063,1.275,1.275,0.000,0.000,1.275
98,275.622,0.000,-2.625,0.850,0.850,0.000,0.000,0.850
99,278.562,0.000,-3.219,0.425,0.425,0.000,0.000,0.425
100,281.504,0.000,-2.750,0.000,0.000,0.000,0.000,0.000
101,284.446,0.000,-4.781,0.000,0.000,0.000,0.000,0.000
102,287.390,0.000,-4.844,0.000,0.000,0.000,0.000,0.000
103,290.334,13.250,13.250,0.000,0.000,0.000,0.000,0.000
104,293.280,13.219,13.219,0.000,0.000,0.000,0.000,0.000
105,296.226,8.312,8.312,0.000,0.000,0.000,0.000,0.000
106,299.174,11.906,11.906,0.000,0.000,0.000,0.000,0.000
107,302.122,0.000,-3.813,0.000,0.000,0.000,0.000,0.000
108,305.072,0.000,-2.906,0.000,0.000,0.000,0.000,0.000
109,308.022,0.000,-5.500,0.000,0.000,0.000,0.000,0.000
110,310.974,0.000,-8.938,0.512,0.512,0.000,0.000,0.512
111,313.926,0.000,-3.781,1.025,1.025,0.000,0.000,1.025
112,316.880,0.000,-0.438,1.537,1.537,0.000,0.000,1.537
113,319.834,0.000,-0.125,2.050,2.050,0.000,0.000,2.050
114,322.790,4.469,4.469,2.562,2.562,0.000,0.000,2.562
115,325.746,5.312,5.312,3.075,3.075,0.000,0.000,3.075
116,328.703,13.469,13.469,3.587,3.587,0.000,0.000,3.587
117,331.661,4.281,4.281,4.100,4.100,0.000,0.000,4.100
118,334.621,0.000,-3.250,4.612,4.612,0.000,0.000,4.612
119,337.581,12.719,12.719,4.560,4.560,0.000,0.000,4.560
120,340.542,0.000,-0.656,4.508,4.508,0.000,0.000,4.508
121,343.504,0.875,0.875,4.456,4.456,0.000,0.000,4.456
122,346.467,4.719,4.719,4.404,4.404,0.000,0.000,4.404
123,349.431,10.375,10.375,4.352,4.352,0.000,0.000,4.352
124,352.395,4.906,4.906,4.300,4.300,0.000,0.000,4.300
125,355.361,17.687,17.687,4.248,4.248,0.000,0.000,4.248
126,358.328,0.000,-1.844,4.197,4.197,0.000,0.000,4.197
127,361.295,8.250,8.250,4.145,4.145,0.000,0.000,4.145
128,364.263,0.000,-1.594,4.093,4.093,0.000,0.000,4.093
129,367.233,16.250,16.250,4.107,4.107,0.000,0.000,4.107
130,370.203,3.500,3.500,4.122,4.122,0.000,0.000,4.122
131,373.174,0.000,-10.563,4.136,4.136,0.000,0.000,4.136
132,376.146,11.531,11.531,4.150,4.150,0.000,0.000,4.150
133,379.119,11.344,11.344,4.165,4.165,0.000,0.000,4.165
134,382.092,6.437,6.437,4.179,4.179,0.000,0.000,4.179
135,385.067,0.000,-1.813,4.194,4.194,0.000,0.000,4.194
136,388.042,11.594,11.594,4.208,4.208,0.000,0.000,4.208
137,391.018,7.594,7.594,4.223,4.223,0.000,0.000,4.223
138,393.996,0.000,-0.156,4.237,4.237,0.000,0.000,4.237
139,396.973,2.719,2.719,3.973,3.973,0.000,0.000,3.973
140,399.952,4.281,4.281,3.708,3.708,0.000,0.000,3.708
141,402.932,1.281,1.281,3.444,3.444,0.000,0.000,3.444
142,405.912,6.281,6.281,3.179,3.179,0.000,0.000,3.179
143,408.894,0.000,-1.344,2.915,2.915,0.000,0.000,2.915
144,411.876,5.000,5.000,2.650,2.650,0.000,0.000,2.650
145,414.859,7.062,7.062,2.386,2.386,0.000,0.000,2.386
146,417.842,5.875,5.875,2.121,2.121,0.000,0.000,2.121
147,420.827,7.719,7.719,1.857,1.857,0.000,0.000,1.857
148,423.812,0.000,-3.500,1.592,1.592,0.000,0.000,1.592
149,426.799,2.937,2.937,1.328,1.328,0.000,0.000,1.328
150,429.786,0.000,-0.500,1.331,1.331,0.000,0.000,1.331
151,432.773,9.406,9.406,1.334,1.334,0.000,0.000,1.334
152,435.762,0.000,-2.031,1.337,1.337,0.000,0.000,1.337
153,438.751,0.000,-6.375,1.340,1.340,0.000,0.000,1.340
154,441.741,12.344,12.344,1.343,1.343,0.000,0.000,1.343
155,444.732,0.000,-5.750,1.346,1.346,0.000,0.000,1.346
156,447.724,1.250,1.250,1.349,1.349,0.000,0.000,1.349
157,450.716,2.375,2.375,1.352,1.352,0.000,0.000,1.352
158,453.710,4.000,4.000,1.355,1.355,0.000,0.000,1.355
159,456.704,1.406,1.406,1.358,1.358,0.000,0.000,1.358
160,459.698,0.000,-6.250,1.361,1.361,0.000,0.000,1.361
161,462.694,9.219,9.219,1.668,1.668,0.000,0.000,1.668
162,465.690,6.094,6.094,1.975,1.975,0.000,0.000,1.975
163,468.687,2.094,2.094,2.282,2.282,0.000,0.000,2.282
164,471.684,15.687,15.687,2.590,2.590,0.000,0.000,2.590
165,474.683,13.812,13.812,2.897,2.897,0.000,0.000,2.897
166,477.682,8.219,8.219,3.204,3.204,0.000,0.000,3.204
167,480.682,0.875,0.875,3.511,3.511,0.000,0.000,3.511
168,483.682,0.000,-6.563,3.819,3.819,0.000,0.000,3.819
169,486.684,3.625,3.625,4.126,4.126,0.000,0.000,4.126
170,489.686,0.000,-6.344,4.433,4.433,0.000,0.000,4.433
171,492.688,0.625,0.625,4.740,4.740,0.000,0.000,4.740
172,495.692,18.187,18.187,5.048,5.048,0.000,0.000,5.048
173,498.696,3.625,3.625,4.915,4.915,0.000,0.000,4.915
174,501.701,13.531,13.531,4.782,4.782,0.000,0.000,4.782
175,504.706,2.719,2.719,4.650,4.650,0.000,0.000,4.650
176,507.713,7.375,7.375,4.517,4.517,0.000,0.000,4.517
177,510.719,8.844,8.844,4.385,4.385,0.000,0.000,4.385
178,513.727,11.281,11.281,4.252,4.252,0.000,0.000,4.252
179,516.735,11.094,11.094,4.120,4.120,0.000,0.000,4.120
180,519.744,9.437,9.437,3.987,3.987,0.000,0.000,3.987
181,522.754,0.000,-7.094,3.854,3.854,0.000,0.000,3.854
182,525.764,10.844,10.844,3.722,3.722,0.000,0.000,3.722
183,528.775,2.250,2.250,3.589,3.589,0.000,0.000,3.589
184,531.786,0.000,-0.500,3.457,3.457,0.000,0.000,3.457
185,534.798,1.219,1.219,3.304,3.304,0.000,0.000,3.304
186,537.811,6.625,6.625,3.151,3.151,0.000,0.000,3.151
187,540.824,0.750,0.750,2.998,2.998,0.000,0.000,2.998
188,543.839,6.312,6.312,2.845,2.845,0.000,0.000,2.845
189,546.853,0.000,-0.281,2.692,2.692,0.000,0.000,2.692
190,549.869,9.094,9.094,2.539,2.539,0.000,0.000,2.539
191,552.885,0.000,-4.063,2.386,2.386,0.000,0.000,2.386
192,555.901,11.437,11.437,2.233,2.233,0.000,0.000,2.233
193,558.918,2.031,2.031,2.081,2.081,0.000,0.000,2.081
194,561.936,4.156,4.156,1.928,1.928,0.000,0.000,1.928
195,564.955,10.500,10.500,1.775,1.775,0.000,0.000,1.775
196,567.974,0.000,-2.500,1.622,1.622,0.000,0.000,1.622
197,570.993,1.812,1.812,1.469,1.469,0.000,0.000,1.469
198,574.013,4.125,4.125,1.606,1.606,0.000,0.000,1.606
199,577.034,1.562,1.562,1.744,1.744,0.000,0.000,1.744
200,580.055,2.219,2.219,1.881,1.881,0.000,0.000,1.881
201,583.077,2.844,2.844,2.019,2.019,0.000,0.000,2.019
202,586.100,0.469,0.469,2.156,2.156,0.000,0.000,2.156
203,589.123,0.094,0.094,2.294,2.294,0.000,0.000,2.294
204,592.147,0.000,-1.531,2.432,2.432,0.000,0.000,2.432
205,595.171,3.937,3.937,2.569,2.569,0.000,0.000,2.569
206,598.196,0.094,0.094,2.707,2.707,0.000,0.000,2.707
207,601.221,0.469,0.469,2.844,2.844,0.000,0.000,2.844
208,604.247,0.562,0.562,2.982,2.982,0.000,0.000,2.982
209,607.274,4.656,4.656,3.119,3.119,0.000,0.000,3.119
210,610.301,0.000,-0.313,3.257,3.257,0.000,0.000,3.257
211,613.328,6.750,6.750,3.394,3.394,0.000,0.000,3.394
212,616.356,3.656,3.656,3.264,3.264,0.000,0.000,3.264
213,619.385,5.062,5.062,3.134,3.134,0.000,0.000,3.134
214,622.414,4.406,4.406,3.004,3.004,0.000,0.000,3.004
215,625.444,0.750,0.750,2.874,2.874,0.000,0.000,2.874
216,628.474,4.312,4.312,2.745,2.745,0.000,0.000,2.745
217,631.505,8.000,8.000,2.615,2.615,0.000,0.000,2.615
218,634.536,4.125,4.125,2.485,2.485,0.000,0.000,2.485
219,637.568,0.000,-1.031,2.355,2.355,0.000,0.000,2.355
220,640.600,12.719,12.719,2.225,2.225,0.000,0.000,2.225
221,643.633,7.406,7.406,2.095,2.095,0.000,0.000,2.095
222,646.666,2.906,2.906,1.965,1.965,0.000,0.000,1.965
223,649.700,1.750,1.750,1.835,1.835,0.000,0.000,1.835
224,652.734,3.594,3.594,1.705,1.705,0.000,0.000,1.705
225,655.769,2.906,2.906,1.575,1.575,0.000,0.000,1.575
226,658.804,4.812,4.812,1.470,1.470,0.000,0.000,1.470
227,661.840,0.000,-5.531,1.365,1.365,0.000,0.000,1.365
228,664.876,6.625,6.625,1.260,1.260,0.000,0.000,1.260
229,667.913,2.000,2.000,1.155,1.155,0.000,0.000,1.155
230,670.950,0.000,-2.406,1.050,1.050,0.000,0.000,1.050
231,673.987,3.969,3.969,0.945,0.945,0.000,0.000,0.945
232,677.025,0.000,-2.313,0.840,0.840,0.000,0.000,0.840
233,680.064,2.094,2.094,0.735,0.735,0.000,0.000,0.735
234,683.103,0.000,-6.563,0.630,0.630,0.000,0.000,0.630
235,686.142,0.656,0.656,0.525,0.525,0.000,0.000,0.525
236,689.182,5.844,5.844,0.420,0.420,0.000,0.000,0.420
237,692.223,3.937,3.937,0.315,0.315,0.000,0.000,0.315
238,695.263,4.469,4.469,0.210,0.210,0.000,0.000,0.210
239,698.305,0.000,-5.688,0.105,0.105,0.000,0.000,0.105
240,701.346,0.000,-7.406,0.000,0.000,0.000,0.000,0.000
241,704.388,0.000,-5.469,0.000,0.000,0.000,0.000,0.000
242,707.431,2.219,2.219,0.000,0.000,0.000,0.000,0.000
243,710.474,4.156,4.156,0.000,0.000,0.000,0.000,0.000
244,713.517,3.719,3.719,0.000,0.000,0.000,0.000,0.000
245,716.561,2.406,2.406,0.000,0.000,0.000,0.000,0.000
246,719.605,0.000,-1.188,0.000,0.000,0.000,0.000,0.000
247,722.650,2.781,2.781,0.000,0.000,0.000,0.000,0.000
248,725.694,0.000,-1.125,0.000,0.000,0.000,0.000,0.000
249,728.740,6.094,6.094,0.000,0.000,0.000,0.000,0.000
250,731.786,0.250,0.250,0.000,0.000,0.000,0.000,0.000
251,734.832,0.812,0.812,0.000,0.000,0.000,0.000,0.000
252,737.878,0.000,-2.156,0.000,0.000,0.000,0.000,0.000
253,740.925,0.000,-1.344,0.000,0.000,0.000,0.000,0.000
254,743.973,0.000,-1.625,0.000,0.000,0.000,0.000,0.000
255,747.020,4.219,4.219,0.000,0.000,0.000,0.000,0.000
256,750.068,0.000,-0.813,0.000,0.000,0.000,0.000,0.000
257,753.117,0.000,-3.281,0.000,0.000,0.000,0.000,0.000
258,756.166,2.937,2.937,0.000,0.000,0.000,0.000,0.000
259,759.215,0.250,0.250,0.000,0.000,0.000,0.000,0.000
260,762.264,0.000,-4.563,0.000,0.000,0.000,0.000,0.000
261,765.314,0.000,-6.500,0.000,0.000,0.000,0.000,0.000
262,768.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
263,771.415,0.000,-0.906,0.000,0.000,0.000,0.000,0.000
264,774.466,4.937,4.937,0.000,0.000,0.000,0.000,0.000
265,777.517,0.000,-1.125,0.000,0.000,0.000,0.000,0.000
266,780.569,0.312,0.312,0.000,0.000,0.000,0.000,0.000
267,783.621,6.937,6.937,0.000,0.000,0.000,0.000,0.000
268,786.673,6.625,6.625,0.000,0.000,0.000,0.000,0.000
269,789.726,0.750,0.750,0.000,0.000,0.000,0.000,0.000
270,792.779,0.000,-4.531,0.000,0.000,0.000,0.000,0.000
271,795.832,2.344,2.344,0.000,0.000,0.000,0.000,0.000
272,798.886,3.781,3.781,0.000,0.000,0.000,0.000,0.000
273,801.940,0.000,-4.250,0.000,0.000,0.000,0.000,0.000
274,804.994,3.687,3.687,0.000,0.000,0.000,0.000,0.000
275,808.049,0.937,0.937,0.000,0.000,0.000,0.000,0.000
276,811.104,0.000,-2.625,0.000,0.000,0.000,0.000,0.000
277,814.159,0.000,-3.281,0.000,0.000,0.000,0.000,0.000
278,817.214,4.937,4.937,0.000,0.000,0.000,0.000,0.000
279,820.270,0.000,-2.781,0.000,0.000,0.000,0.000,0.000
280,823.326,2.969,2.969,0.000,0.000,0.000,0.000,0.000
281,826.382,3.906,3.906,0.000,0.000,0.000,0.000,0.000
282,829.439,1.094,1.094,0.000,0.000,0.000,0.000,0.000
283,832.496,0.000,-3.188,0.000,0.000,0.000,0.000,0.000
284,835.553,1.187,1.187,0.000,0.000,0.000,0.000,0.000
285,838.611,0.000,-1.813,0.000,0.000,0.000,0.000,0.000
286,841.669,0.500,0.500,0.000,0.000,0.000,0.000,0.000
287,844.727,1.344,1.344,0.000,0.000,0.000,0.000,0.000
288,847.785,1.250,1.250,0.000,0.000,0.000,0.000,0.000
289,850.843,0.000,-4.281,0.000,0.000,0.000,0.000,0.000
290,853.902,7.344,7.344,0.000,0.000,0.000,0.000,0.000
291,856.961,0.000,-3.000,0.000,0.000,0.000,0.000,0.000
292,860.021,2.937,2.937,0.000,0.000,0.000,0.000,0.000
293,863.080,1.406,1.406,0.000,0.000,0.000,0.000,0.000
294,866.140,0.000,-3.000,0.000,0.000,0.000,0.000,0.000
295,869.200,2.156,2.156,0.000,0.000,0.000,0.000,0.000
296,872.261,0.000,-0.031,0.000,0.000,0.000,0.000,0.000
297,875.321,2.656,2.656,0.000,0.000,0.000,0.000,0.000
298,878.382,1.187,1.187,0.000,0.000,0.000,0.000,0.000
299,881.443,0.000,-3.938,0.000,0.000,0.000,0.000,0.000
300,884.504,0.000,-4.063,0.000,0.000,0.000,0.000,0.000
301,887.566,0.531,0.531,0.000,0.000,0.000,0.000,0.000
302,890.628,3.656,3.656,0.000,0.000,0.000,0.000,0.000
303,893.690,0.187,0.187,0.000,0.000,0.000,0.000,0.000
304,896.752,0.094,0.094,0.000,0.000,0.000,0.000,0.000
305,899.814,1.812,1.812,0.000,0.000,0.000,0.000,0.000
306,902.877,0.000,-4.844,0.000,0.000,0.000,0.000,0.000
307,905.940,5.344,5.344,0.000,0.000,0.000,0.000,0.000
308,909.003,1.750,1.750,0.037,0.037,0.000,0.000,0.037
309,912.066,2.156,2.156,0.074,0.074,0.000,0.000,0.074
310,915.129,0.000,-1.188,0.111,0.111,0.000,0.000,0.111
311,918.193,0.000,-4.250,0.148,0.148,0.000,0.000,0.148
312,921.257,1.250,1.250,0.185,0.185,0.000,0.000,0.185
313,924.321,5.562,5.562,0.222,0.222,0.000,0.000,0.222
314,927.385,2.437,2.437,0.259,0.259,0.000,0.000,0.259
315,930.449,0.000,-0.531,0.296,0.296,0.000,0.000,0.296
316,933.514,0.000,-0.781,0.333,0.333,0.000,0.000,0.333
317,936.579,3.250,3.250,0.370,0.370,0.000,0.000,0.370
318,939.643,3.250,3.250,0.407,0.407,0.000,0.000,0.407
319,942.709,0.531,0.531,0.444,0.444,0.000,0.000,0.444
320,945.774,5.312,5.312,0.481,0.481,0.000,0.000,0.481
321,948.839,0.000,-2.031,0.518,0.518,0.000,0.000,0.518
322,951.905,1.687,1.687,0.555,0.555,0.000,0.000,0.555
323,954.971,0.000,-2.719,0.592,0.592,0.000,0.000,0.592
324,958.036,5.906,5.906,0.629,0.629,0.000,0.000,0.629
325,961.103,3.656,3.656,0.666,0.666,0.000,0.000,0.666
326,964.169,4.844,4.844,0.631,0.631,0.000,0.000,0.631
327,967.235,0.906,0.906,0.596,0.596,0.000,0.000,0.596
328,970.302,1.656,1.656,0.561,0.561,0.000,0.000,0.561
329,973.368,4.062,4.062,0.526,0.526,0.000,0.000,0.526
330,976.435,0.812,0.812,0.491,0.491,0.000,0.000,0.491
331,979.502,0.000,-0.813,0.456,0.456,0.000,0.000,0.456
332,982.569,0.000,-2.094,0.421,0.421,0.000,0.000,0.421
333,985.636,0.000,-3.188,0.385,0.385,0.000,0.000,0.385
334,988.704,0.000,-4.875,0.350,0.350,0.000,0.000,0.350
335,991.771,0.000,-1.344,0.315,0.315,0.000,0.000,0.315
336,994.839,2.219,2.219,0.280,0.280,0.000,0.000,0.280
337,997.906,3.844,3.844,0.245,0.245,0.000,0.000,0.245
338,1000.974,0.000,-3.594,0.210,0.210,0.000,0.000,0.210
339,1004.042,5.344,5.344,0.175,0.175,0.000,0.000,0.175
340,1007.110,3.844,3.844,0.140,0.140,0.000,0.000,0.140
341,1010.178,0.250,0.250,0.105,0.105,0.000,0.000,0.105
342,1013.247,0.000,-2.000,0.070,0.070,0.000,0.000,0.070
343,1016.315,5.000,5.000,0.035,0.035,0.000,0.000,0.035
344,1019.384,1.906,1.906,0.000,0.000,0.000,0.000,0.000
345,1022.452,0.000,-2.125,0.000,0.000,0.000,0.000,0.000
346,1025.521,2.687,2.687,0.000,0.000,0.000,0.000,0.000
347,1028.590,0.062,0.062,0.000,0.000,0.000,0.000,0.000
348,1031.659,0.000,-5.750,0.000,0.000,0.000,0.000,0.000
349,1034.727,11.094,11.094,0.000,0.000,0.000,0.000,0.000
350,1037.797,0.000,-4.844,0.000,0.000,0.000,0.000,0.000
351,1040.866,0.000,-2.313,0.000,0.000,0.000,0.000,0.000
352,1043.935,0.000,-0.813,0.000,0.000,0.000,0.000,0.000
353,1047.004,4.312,4.312,0.000,0.000,0.000,0.000,0.000
354,1050.074,3.250,3.250,0.000,0.000,0.000,0.000,0.000
355,1053.143,2.281,2.281,0.000,0.000,0.000,0.000,0.000
356,1056.212,0.906,0.906,0.000,0.000,0.000,0.000,0.000
357,1059.282,4.094,4.094,0.000,0.000,0.000,0.000,0.000
358,1062.352,0.000,-3.969,0.000,0.000,0.000,0.000,0.000
359,1065.421,1.781,1.781,0.000,0.000,0.000,0.000,0.000
360,1068.491,0.000,-1.563,0.000,0.000,0.000,0.000,0.000
361,1071.561,0.000,-0.250,0.000,0.000,0.000,0.000,0.000
362,1074.631,0.000,-5.688,0.000,0.000,0.000,0.000,0.000
363,1077.701,0.000,-2.594,0.000,0.000,0.000,0.000,0.000
364,1080.771,2.906,2.906,0.000,0.000,0.000,0.000,0.000
365,1083.841,0.687,0.687,0.071,0.071,0.000,0.000,0.071
366,1086.911,1.031,1.031,0.142,0.142,0.000,0.000,0.142
367,1089.981,7.562,7.562,0.213,0.213,0.000,0.000,0.213
368,1093.051,1.781,1.781,0.285,0.285,0.000,0.000,0.285
369,1096.121,0.000,-0.313,0.356,0.356,0.000,0.000,0.356
370,1099.192,0.000,-7.375,0.427,0.427,0.000,0.000,0.427
371,1102.262,0.000,-2.281,0.498,0.498,0.000,0.000,0.498
372,1105.332,0.000,-0.500,0.569,0.569,0.000,0.000,0.569
373,1108.403,9.344,9.344,0.640,0.640,0.000,0.000,0.640
374,1111.473,0.000,-0.094,0.711,0.711,0.000,0.000,0.711
375,1114.543,2.000,2.000,0.783,0.783,0.000,0.000,0.783
376,1117.614,4.750,4.750,0.854,0.854,0.000,0.000,0.854
377,1120.684,3.531,3.531,0.925,0.925,0.000,0.000,0.925
378,1123.754,3.312,3.312,0.996,0.996,0.000,0.000,0.996
379,1126.825,1.062,1.062,1.067,1.067,0.000,0.000,1.067
380,1129.895,4.875,4.875,1.138,1.138,0.000,0.000,1.138
381,1132.966,0.000,-2.313,1.209,1.209,0.000,0.000,1.209
382,1136.036,6.250,6.250,1.281,1.281,0.000,0.000,1.281
383,1139.107,4.406,4.406,1.352,1.352,0.000,0.000,1.352
384,1142.177,4.937,4.937,1.423,1.423,0.000,0.000,1.423
385,1145.248,0.937,0.937,1.403,1.403,0.000,0.000,1.403
386,1148.318,0.156,0.156,1.383,1.383,0.000,0.000,1.383
387,1151.389,5.156,5.156,1.363,1.363,0.000,0.000,1.363
388,1154.459,0.375,0.375,1.343,1.343,0.000,0.000,1.343
389,1157.530,0.000,-1.375,1.323,1.323,0.000,0.000,1.323
390,1160.600,0.000,-0.906,1.303,1.303,0.000,0.000,1.303
391,1163.670,6.625,6.625,1.283,1.283,0.000,0.000,1.283
392,1166.741,0.594,0.594,1.264,1.264,0.000,0.000,1.264
393,1169.811,0.312,0.312,1.244,1.244,0.000,0.000,1.244
394,1172.882,0.000,-2.094,1.224,1.224,0.000,0.000,1.224
395,1175.952,2.937,2.937,1.204,1.204,0.000,0.000,1.204
396,1179.022,1.812,1.812,1.184,1.184,0.000,0.000,1.184
397,1182.092,1.500,1.500,1.164,1.164,0.000,0.000,1.164
