ch,keV,net,fit,model,continuum_raw,Na-22,Ann-511,continuum
716,2063.720,26.532,26.532,24.025,24.025,0.000,0.000,24.025
717,2066.561,32.688,32.688,23.112,23.112,0.000,0.000,23.112
718,2069.401,28.750,28.750,22.199,22.199,0.000,0.000,22.199
719,2072.241,16.438,16.438,21.287,21.287,0.000,0.000,21.287
720,2075.081,24.813,24.813,21.174,21.174,0.000,0.000,21.174
721,2077.920,19.813,19.813,21.061,21.061,0.000,0.000,21.061
722,2080.759,17.875,17.875,20.948,20.948,0.000,0.000,20.948
723,2083.598,22.500,22.500,20.835,20.835,0.000,0.000,20.835
724,2086.436,24.063,24.063,20.722,20.722,0.000,0.000,20.722
725,2089.275,32.750,32.750,20.609,20.609,0.000,0.000,20.609
726,2092.113,21.594,21.594,20.496,20.496,0.000,0.000,20.496
727,2094.951,24.875,24.875,20.383,20.383,0.000,0.000,20.383
728,2097.788,17.469,17.469,20.270,20.270,0.000,0.000,20.270
729,2100.625,31.813,31.813,20.157,20.157,0.000,0.000,20.157
730,2103.462,21.750,21.750,20.044,20.044,0.000,0.000,20.044
731,2106.299,18.063,18.063,19.931,19.931,0.000,0.000,19.931
732,2109.136,16.907,16.907,19.819,19.819,0.000,0.000,19.819
733,2111.972,15.719,15.719,19.706,19.706,0.000,0.000,19.706
734,2114.808,16.907,16.907,19.593,19.593,0.000,0.000,19.593
735,2117.644,17.250,17.250,19.480,19.480,0.000,0.000,19.480
736,2120.479,18.813,18.813,19.367,19.367,0.000,0.000,19.367
737,2123.315,27.750,27.750,19.254,19.254,0.000,0.000,19.254
738,2126.150,23.625,23.625,19.141,19.141,0.000,0.000,19.141
739,2128.984,29.782,29.782,19.028,19.028,0.000,0.000,19.028
740,2131.819,20.813,20.813,18.915,18.915,0.000,0.000,18.915
741,2134.653,22.750,22.750,18.802,18.802,0.000,0.000,18.802
742,2137.487,18.750,18.750,18.689,18.689,0.000,0.000,18.689
743,2140.321,19.625,19.625,18.576,18.576,0.000,0.000,18.576
744,2143.154,15.063,15.063,18.463,18.463,0.000,0.000,18.463
745,2145.988,15.782,15.782,18.350,18.350,0.000,0.000,18.350
746,2148.821,10.594,10.594,18.237,18.237,0.000,0.000,18.237
747,2151.653,22.407,22.407,18.125,18.125,0.000,0.000,18.125
748,2154.486,20.031,20.031,18.012,18.012,0.000,0.000,18.012
749,2157.318,13.625,13.625,17.899,17.899,0.000,0.000,17.899
750,2160.150,23.782,23.782,17.786,17.786,0.000,0.000,17.786
751,2162.982,20.250,20.250,17.673,17.673,0.000,0.000,17.673
752,2165.814,22.000,22.000,17.686,17.686,0.000,0.000,17.686
753,2168.645,25.844,25.844,17.700,17.700,0.000,0.000,17.700
754,2171.476,21.000,21.000,17.713,17.713,0.000,0.000,17.713
755,2174.307,14.719,14.719,17.727,17.727,0.000,0.000,17.727
756,2177.137,16.094,16.094,17.740,17.740,0.000,0.000,17.740
757,2179.968,22.219,22.219,17.754,17.754,0.000,0.000,17.754
758,2182.798,23.219,23.219,17.767,17.767,0.000,0.000,17.767
759,2185.628,17.156,17.156,17.781,17.781,0.000,0.000,17.781
760,2188.458,15.938,15.938,17.794,17.794,0.000,0.000,17.794
761,2191.287,26.094,26.094,17.807,17.807,0.000,0.000,17.807
762,2194.116,8.375,8.375,17.821,17.821,0.000,0.000,17.821
763,2196.945,14.969,14.969,17.834,17.834,0.000,0.000,17.834
764,2199.774,17.875,17.875,17.848,17.848,0.000,0.000,17.848
765,2202.603,13.281,13.281,17.861,17.861,0.000,0.000,17.861
766,2205.431,15.063,15.063,17.875,17.875,0.000,0.000,17.875
767,2208.259,20.000,20.000,17.888,17.888,0.000,0.000,17.888
768,2211.087,22.063,22.063,17.902,17.902,0.000,0.000,17.902
769,2213.915,17.188,17.188,17.915,17.915,0.000,0.000,17.915
770,2216.742,21.907,21.907,17.929,17.929,0.000,0.000,17.929
771,2219.569,17.188,17.188,17.942,17.942,0.000,0.000,17.942
772,2222.396,19.969,19.969,17.956,17.956,0.000,0.000,17.956
773,2225.223,18.313,18.313,17.969,17.969,0.000,0.000,17.969
774,2228.050,18.281,18.281,17.983,17.983,0.000,0.000,17.983
775,2230.876,22.406,22.406,17.996,17.996,0.000,0.000,17.996
776,2233.702,17.531,17.531,18.009,18.009,0.000,0.000,18.009
777,2236.528,16.125,16.125,18.023,18.023,0.000,0.000,18.023
778,2239.354,15.875,15.875,18.036,18.036,0.000,0.000,18.036
779,2242.179,28.031,28.031,18.050,18.050,0.000,0.000,18.050
780,2245.004,13.344,13.344,18.063,18.063,0.000,0.000,18.063
781,2247.829,11.219,11.219,18.077,18.077,0.000,0.000,18.077
782,2250.654,15.188,15.188,18.090,18.090,0.000,0.000,18.090
783,2253.479,25.000,25.000,18.104,18.104,0.000,0.000,18.104
784,2256.303,21.406,21.406,18.117,18.117,0.000,0.000,18.117
785,2259.128,23.125,23.125,17.830,17.830,0.000,0.000,17.830
786,2261.952,19.125,19.125,17.542,17.542,0.000,0.000,17.542
787,2264.776,22.219,22.219,17.254,17.254,0.000,0.000,17.254
788,2267.599,17.250,17.250,16.967,16.967,0.000,0.000,16.967
789,2270.423,15.406,15.406,16.679,16.679,0.000,0.000,16.679
790,2273.246,19.438,19.438,16.391,16.391,0.000,0.000,16.391
791,2276.069,15.438,15.438,16.104,16.104,0.000,0.000,16.104
792,2278.892,15.219,15.219,15.816,15.816,0.000,0.000,15.816
793,2281.714,15.156,15.156,15.529,15.529,0.000,0.000,15.529
794,2284.537,17.281,17.281,15.241,15.241,0.000,0.000,15.241
795,2287.359,10.406,10.406,14.953,14.953,0.000,0.000,14.953
796,2290.181,13.188,13.188,14.666,14.666,0.000,0.000,14.666
797,2293.003,11.125,11.125,14.378,14.378,0.000,0.000,14.378
798,2295.825,15.188,15.188,14.091,14.091,0.000,0.000,14.091
799,2298.646,15.188,15.188,13.803,13.803,0.000,0.000,13.803
800,2301.468,14.438,14.438,13.515,13.515,0.000,0.000,13.515
801,2304.289,11.219,11.219,13.228,13.228,0.000,0.000,13.228
802,2307.110,17.344,17.344,12.940,12.940,0.000,0.000,12.940
803,2309.931,9.313,9.313,12.653,12.653,0.000,0.000,12.653
804,2312.751,15.375,15.375,12.365,12.365,0.000,0.000,12.365
805,2315.572,18.656,18.656,12.077,12.077,0.000,0.000,12.077
806,2318.392,14.344,14.344,11.790,11.790,0.000,0.000,11.790
807,2321.212,13.250,13.250,11.502,11.502,0.000,0.000,11.502
808,2324.032,18.313,18.313,11.214,11.214,0.000,0.000,11.214
809,2326.852,16.250,16.250,10.927,10.927,0.000,0.000,10.927
810,2329.671,10.219,10.219,10.639,10.639,0.000,0.000,10.639
811,2332.491,8.469,8.469,10.352,10.352,0.000,0.000,10.352
812,2335.310,11.406,11.406,10.064,10.064,0.000,0.000,10.064
813,2338.129,9.031,9.031,9.776,9.776,0.000,0.000,9.776
814,2340.948,15.188,15.188,9.489,9.489,0.000,0.000,9.489
815,2343.767,9.250,9.250,9.201,9.201,0.000,0.000,9.201
816,2346.585,9.344,9.344,8.914,8.914,0.000,0.000,8.914
817,2349.403,10.313,10.313,8.626,8.626,0.000,0.000,8.626
818,2352.222,10.500,10.500,8.338,8.338,0.000,0.000,8.338
819,2355.040,7.031,7.031,8.496,8.496,0.000,0.000,8.496
820,2357.858,8.375,8.375,8.654,8.654,0.000,0.000,8.654
821,2360.675,10.656,10.656,8.812,8.812,0.000,0.000,8.812
822,2363.493,15.469,15.469,8.970,8.970,0.000,0.000,8.970
823,2366.311,7.375,7.375,9.127,9.127,0.000,0.000,9.127
824,2369.128,12.188,12.188,9.285,9.285,0.000,0.000,9.285
825,2371.945,13.125,13.125,9.443,9.443,0.000,0.000,9.443
826,2374.762,17.313,17.313,9.601,9.601,0.000,0.000,9.601
827,2377.579,7.344,7.344,9.759,9.759,0.000,0.000,9.759
828,2380.396,14.313,14.313,9.916,9.916,0.000,0.000,9.916
829,2383.212,7.500,7.500,10.074,10.074,0.000,0.000,10.074
830,2386.029,5.500,5.500,10.232,10.232,0.000,0.000,10.232
831,2388.845,9.375,9.375,10.390,10.390,0.000,0.000,10.390
832,2391.661,17.719,17.719,10.548,10.548,0.000,0.000,10.548
833,2394.477,9.563,9.563,10.705,10.705,0.000,0.000,10.705
834,2397.293,9.344,9.344,10.863,10.863,0.000,0.000,10.863
835,2400.109,6.281,6.281,11.021,11.021,0.000,0.000,11.021
836,2402.924,3.406,3.406,11.179,11.179,0.000,0.000,11.179
837,2405.740,8.625,8.625,11.337,11.337,0.000,0.000,11.337
838,2408.555,16.438,16.438,11.494,11.494,0.000,0.000,11.494
839,2411.370,11.313,11.313,11.652,11.652,0.000,0.000,11.652
840,2414.186,7.500,7.500,11.810,11.810,0.000,0.000,11.810
841,2417.001,18.438,18.438,11.968,11.968,0.000,0.000,11.968
842,2419.815,8.406,8.406,12.126,12.126,0.000,0.000,12.126
843,2422.630,9.438,9.438,12.283,12.283,0.000,0.000,12.283
844,2425.445,13.125,13.125,12.441,12.441,0.000,0.000,12.441
845,2428.259,13.281,13.281,12.599,12.599,0.000,0.000,12.599
846,2431.074,9.531,9.531,12.757,12.757,0.000,0.000,12.757
847,2433.888,10.531,10.531,12.915,12.915,0.000,0.000,12.915
848,2436.702,15.375,15.375,13.073,13.073,0.000,0.000,13.073
849,2439.516,12.406,12.406,13.230,13.230,0.000,0.000,13.230
850,2442.330,13.250,13.250,13.388,13.388,0.000,0.000,13.388
851,2445.144,9.344,9.344,13.546,13.546,0.000,0.000,13.546
852,2447.958,12.094,12.094,13.704,13.704,0.000,0.000,13.704
853,2450.771,17.156,17.156,13.445,13.445,0.000,0.000,13.445
854,2453.585,10.313,10.313,13.186,13.186,0.000,0.000,13.186
855,2456.398,16.438,16.438,12.927,12.927,0.000,0.000,12.927
856,2459.212,22.313,22.313,12.668,12.668,0.000,0.000,12.668
857,2462.025,15.188,15.188,12.409,12.409,0.000,0.000,12.409
858,2464.838,14.250,14.250,12.150,12.150,0.000,0.000,12.150
859,2467.651,14.281,14.281,11.891,11.891,0.000,0.000,11.891
860,2470.464,11.938,11.938,11.632,11.632,0.000,0.000,11.632
861,2473.277,19.031,19.031,11.373,11.373,0.000,0.000,11.373
862,2476.090,9.094,9.094,11.114,11.114,0.000,0.000,11.114
863,2478.903,13.938,13.938,10.856,10.856,0.000,0.000,10.856
864,2481.715,12.500,12.500,10.597,10.597,0.000,0.000,10.597
865,2484.528,15.719,15.719,10.338,10.338,0.000,0.000,10.338
866,2487.340,18.000,18.000,10.079,10.079,0.000,0.000,10.079
867,2490.153,10.938,10.938,9.820,9.820,0.000,0.000,9.820
868,2492.965,11.688,11.688,9.561,9.561,0.000,0.000,9.561
869,2495.777,12.063,12.063,9.302,9.302,0.000,0.000,9.302
870,2498.589,18.719,18.719,9.043,9.043,0.000,0.000,9.043
871,2501.402,15.500,15.500,8.784,8.784,0.000,0.000,8.784
872,2504.214,11.782,11.782,8.525,8.525,0.000,0.000,8.525
873,2507.026,2.594,2.594,8.266,8.266,0.000,0.000,8.266
874,2509.837,12.938,12.938,8.007,8.007,0.000,0.000,8.007
875,2512.649,17.875,17.875,7.748,7.748,0.000,0.000,7.748
876,2515.461,21.625,21.625,7.489,7.489,0.000,0.000,7.489
877,2518.273,12.063,12.063,7.230,7.230,0.000,0.000,7.230
878,2521.085,6.625,6.625,6.972,6.972,0.000,0.000,6.972
879,2523.896,6.938,6.938,6.713,6.713,0.000,0.000,6.713
880,2526.708,5.625,5.625,6.454,6.454,0.000,0.000,6.454
881,2529.519,12.938,12.938,6.195,6.195,0.000,0.000,6.195
882,2532.331,13.907,13.907,5.936,5.936,0.000,0.000,5.936
883,2535.142,6.219,6.219,5.677,5.677,0.000,0.000,5.677
884,2537.954,12.469,12.469,5.418,5.418,0.000,0.000,5.418
885,2540.765,5.625,5.625,5.159,5.159,0.000,0.000,5.159
886,2543.576,8.875,8.875,4.900,4.900,0.000,0.000,4.900
887,2546.387,7.031,7.031,4.641,4.641,0.000,0.000,4.641
888,2549.199,4.782,4.782,4.540,4.540,0.000,0.000,4.540
889,2552.010,7.219,7.219,4.439,4.439,0.000,0.000,4.439
890,2554.821,7.375,7.375,4.337,4.337,0.000,0.000,4.337
891,2557.632,2.938,2.938,4.236,4.236,0.000,0.000,4.236
892,2560.443,7.063,7.063,4.134,4.134,0.000,0.000,4.134
893,2563.254,5.188,5.188,4.033,4.033,0.000,0.000,4.033
894,2566.065,6.281,6.281,3.932,3.932,0.000,0.000,3.932
895,2568.876,3.375,3.375,3.830,3.830,0.000,0.000,3.830
896,2571.688,2.406,2.406,3.729,3.729,0.000,0.000,3.729
897,2574.499,1.563,1.563,3.628,3.628,0.000,0.000,3.628
898,2577.310,2.469,2.469,3.526,3.526,0.000,0.000,3.526
899,2580.121,2.313,2.313,3.425,3.425,0.000,0.000,3.425
900,2582.931,4.594,4.594,3.324,3.324,0.000,0.000,3.324
901,2585.742,10.531,10.531,3.222,3.222,0.000,0.000,3.222
902,2588.553,0.438,0.438,3.121,3.121,0.000,0.000,3.121
903,2591.364,0.406,0.406,3.020,3.020,0.000,0.000,3.020
904,2594.175,3.406,3.406,2.918,2.918,0.000,0.000,2.918
905,2596.986,2.531,2.531,2.817,2.817,0.000,0.000,2.817
906,2599.797,2.438,2.438,2.716,2.716,0.000,0.000,2.716
907,2602.608,1.719,1.719,2.614,2.614,0.000,0.000,2.614
908,2605.419,0.719,0.719,2.513,2.513,0.000,0.000,2.513
909,2608.230,2.594,2.594,2.412,2.412,0.000,0.000,2.412
910,2611.041,1.563,1.563,2.310,2.310,0.000,0.000,2.310
911,2613.852,3.531,3.531,2.209,2.209,0.000,0.000,2.209
912,2616.663,0.563,0.563,2.108,2.108,0.000,0.000,2.108
913,2619.474,2.750,2.750,2.006,2.006,0.000,0.000,2.006
914,2622.285,7.719,7.719,1.905,1.905,0.000,0.000,1.905
915,2625.097,3.563,3.563,1.804,1.804,0.000,0.000,1.804
916,2627.908,2.594,2.594,1.702,1.702,0.000,0.000,1.702
917,2630.719,2.750,2.750,1.601,1.601,0.000,0.000,1.601
918,2633.530,1.625,1.625,1.499,1.499,0.000,0.000,1.499
919,2636.341,0.813,0.813,1.398,1.398,0.000,0.000,1.398
920,2639.152,1.625,1.625,1.297,1.297,0.000,0.000,1.297
921,2641.964,2.781,2.781,1.195,1.195,0.000,0.000,1.195
922,2644.775,2.594,2.594,1.094,1.094,0.000,0.000,1.094
923,2647.586,0.688,0.688,0.993,0.993,0.000,0.000,0.993
924,2650.398,1.656,1.656,0.989,0.989,0.000,0.000,0.989
925,2653.209,0.781,0.781,0.986,0.986,0.000,0.000,0.986
926,2656.021,1.813,1.813,0.982,0.982,0.000,0.000,0.982
927,2658.832,0.750,0.750,0.978,0.978,0.000,0.000,0.978
928,2661.644,0.594,0.594,0.975,0.975,0.000,0.000,0.975
929,2664.456,3.719,3.719,0.971,0.971,0.000,0.000,0.971
930,2667.268,2.813,2.813,0.968,0.968,0.000,0.000,0.968
931,2670.079,4.875,4.875,0.964,0.964,0.000,0.000,0.964
932,2672.891,1.750,1.750,0.960,0.960,0.000,0.000,0.960
933,2675.703,2.656,2.656,0.957,0.957,0.000,0.000,0.957
934,2678.515,0.656,0.656,0.953,0.953,0.000,0.000,0.953
935,2681.327,0.000,-0.219,0.950,0.950,0.000,0.000,0.950
936,2684.139,1.625,1.625,0.946,0.946,0.000,0.000,0.946
937,2686.952,1.688,1.688,0.942,0.942,0.000,0.000,0.942
938,2689.764,0.594,0.594,0.939,0.939,0.000,0.000,0.939
939,2692.576,2.719,2.719,0.935,0.935,0.000,0.000,0.935
940,2695.389,1.719,1.719,0.932,0.932,0.000,0.000,0.932
941,2698.201,1.656,1.656,0.928,0.928,0.000,0.000,0.928
942,2701.014,0.000,-0.344,0.924,0.924,0.000,0.000,0.924
943,2703.827,3.719,3.719,0.921,0.921,0.000,0.000,0.921
944,2706.640,3.688,3.688,0.917,0.917,0.000,0.000,0.917
945,2709.453,2.500,2.500,0.914,0.914,0.000,0.000,0.914
946,2712.266,2.781,2.781,0.910,0.910,0.000,0.000,0.910
947,2715.079,0.000,-0.156,0.906,0.906,0.000,0.000,0.906
948,2717.892,0.813,0.813,0.903,0.903,0.000,0.000,0.903
949,2720.705,3.719,3.719,0.899,0.899,0.000,0.000,0.899
950,2723.519,0.719,0.719,0.896,0.896,0.000,0.000,0.896
951,2726.333,0.844,0.844,0.892,0.892,0.000,0.000,0.892
952,2729.146,1.719,1.719,0.888,0.888,0.000,0.000,0.888
953,2731.960,0.875,0.875,0.885,0.885,0.000,0.000,0.885
954,2734.774,1.656,1.656,0.881,0.881,0.000,0.000,0.881
955,2737.588,0.656,0.656,0.878,0.878,0.000,0.000,0.878
956,2740.402,0.875,0.875,0.874,0.874,0.000,0.000,0.874
957,2743.217,2.719,2.719,0.870,0.870,0.000,0.000,0.870
958,2746.031,2.719,2.719,0.867,0.867,0.000,0.000,0.867
959,2748.846,0.000,-0.219,0.863,0.863,0.000,0.000,0.863
960,2751.660,0.000,-0.187,0.860,0.860,0.000,0.000,0.860
961,2754.475,0.000,-0.250,0.849,0.849,0.000,0.000,0.849
962,2757.290,0.719,0.719,0.838,0.838,0.000,0.000,0.838
963,2760.105,1.813,1.813,0.827,0.827,0.000,0.000,0.827
964,2762.921,2.750,2.750,0.817,0.817,0.000,0.000,0.817
965,2765.736,0.688,0.688,0.806,0.806,0.000,0.000,0.806
966,2768.552,0.000,-0.219,0.795,0.795,0.000,0.000,0.795
967,2771.367,1.781,1.781,0.784,0.784,0.000,0.000,0.784
968,2774.183,2.750,2.750,0.774,0.774,0.000,0.000,0.774
969,2776.999,0.719,0.719,0.763,0.763,0.000,0.000,0.763
970,2779.816,0.594,0.594,0.752,0.752,0.000,0.000,0.752
971,2782.632,0.781,0.781,0.741,0.741,0.000,0.000,0.741
972,2785.449,0.656,0.656,0.731,0.731,0.000,0.000,0.731
973,2788.265,0.000,-0.219,0.720,0.720,0.000,0.000,0.720
974,2791.082,1.813,1.813,0.709,0.709,0.000,0.000,0.709
975,2793.899,2.656,2.656,0.698,0.698,0.000,0.000,0.698
976,2796.717,0.000,-0.250,0.688,0.688,0.000,0.000,0.688
977,2799.534,0.750,0.750,0.677,0.677,0.000,0.000,0.677
978,2802.352,0.781,0.781,0.666,0.666,0.000,0.000,0.666
979,2805.170,1.875,1.875,0.655,0.655,0.000,0.000,0.655
980,2807.988,0.000,-0.406,0.645,0.645,0.000,0.000,0.645
981,2810.806,0.594,0.594,0.634,0.634,0.000,0.000,0.634
982,2813.624,0.813,0.813,0.623,0.623,0.000,0.000,0.623
983,2816.443,1.688,1.688,0.612,0.612,0.000,0.000,0.612
984,2819.262,2.781,2.781,0.602,0.602,0.000,0.000,0.602
985,2822.081,0.000,-0.344,0.591,0.591,0.000,0.000,0.591
986,2824.900,0.000,-0.219,0.580,0.580,0.000,0.000,0.580
987,2827.720,0.719,0.719,0.569,0.569,0.000,0.000,0.569
988,2830.539,0.844,0.844,0.559,0.559,0.000,0.000,0.559
989,2833.359,0.875,0.875,0.548,0.548,0.000,0.000,0.548
990,2836.179,0.000,-0.156,0.537,0.537,0.000,0.000,0.537
991,2839.000,0.000,-0.281,0.526,0.526,0.000,0.000,0.526
992,2841.820,1.750,1.750,0.516,0.516,0.000,0.000,0.516
993,2844.641,0.688,0.688,0.505,0.505,0.000,0.000,0.505
994,2847.462,1.719,1.719,0.494,0.494,0.000,0.000,0.494
995,2850.283,0.000,-0.156,0.483,0.483,0.000,0.000,0.483
996,2853.105,1.688,1.688,0.473,0.473,0.000,0.000,0.473
997,2855.927,0.719,0.719,0.462,0.462,0.000,0.000,0.462
998,2858.749,0.000,-0.219,0.451,0.451,0.000,0.000,0.451
999,2861.571,1.750,1.750,0.458,0.458,0.000,0.000,0.458
1000,2864.393,0.000,-0.125,0.465,0.465,0.000,0.000,0.465
1001,2867.216,1.875,1.875,0.472,0.472,0.000,0.000,0.472
1002,2870.039,0.000,-0.219,0.478,0.478,0.000,0.000,0.478
1003,2872.862,0.688,0.688,0.485,0.485,0.000,0.000,0.485
1004,2875.686,0.000,-0.344,0.492,0.492,0.000,0.000,0.492
1005,2878.510,1.781,1.781,0.499,0.499,0.000,0.000,0.499
1006,2881.334,0.844,0.844,0.506,0.506,0.000,0.000,0.506
1007,2884.158,0.000,-0.250,0.513,0.513,0.000,0.000,0.513
1008,2886.983,0.813,0.813,0.519,0.519,0.000,0.000,0.519
1009,2889.808,1.875,1.875,0.526,0.526,0.000,0.000,0.526
1010,2892.633,2.625,2.625,0.533,0.533,0.000,0.000,0.533
1011,2895.458,0.000,-0.250,0.540,0.540,0.000,0.000,0.540
1012,2898.284,0.656,0.656,0.547,0.547,0.000,0.000,0.547
1013,2901.110,1.781,1.781,0.553,0.553,0.000,0.000,0.553
1014,2903.936,0.000,-0.094,0.560,0.560,0.000,0.000,0.560
1015,2906.763,2.813,2.813,0.567,0.567,0.000,0.000,0.567
1016,2909.590,1.750,1.750,0.574,0.574,0.000,0.000,0.574
1017,2912.417,0.000,-0.312,0.581,0.581,0.000,0.000,0.581
1018,2915.245,0.000,-0.437,0.588,0.588,0.000,0.000,0.588
1019,2918.073,3.719,3.719,0.594,0.594,0.000,0.000,0.594
1020,2920.901,0.000,-0.281,0.601,0.601,0.000,0.000,0.601
1021,2923.729,0.719,0.719,0.608,0.608,0.000,0.000,0.608
1022,2926.558,0.844,0.844,0.615,0.615,0.000,0.000,0.615
1023,2929.387,0.813,0.813,0.622,0.622,0.000,0.000,0.622
