ch,keV,net,fit,model,continuum_raw,Na-22,Ann-511
55,149.132,6498.217,6498.217,6423.921,3832.711,1553.405,4870.516
56,152.010,6599.151,6599.151,6415.831,3802.823,1546.627,4869.204
57,154.890,6599.820,6599.820,6689.676,4073.682,1626.903,5062.773
58,157.770,6804.688,6804.688,6962.931,4344.542,1708.070,5254.861
59,160.651,7062.357,7062.357,7244.716,4615.401,1794.120,5450.597
60,163.532,7094.293,7094.293,7530.218,4886.261,1885.795,5644.422
61,166.415,7578.762,7578.762,7808.295,5157.120,1980.618,5827.677
62,169.298,8003.429,8003.429,8072.732,5427.980,2074.820,5997.912
63,172.182,8302.331,8302.331,8327.229,5698.839,2165.123,6162.106
64,175.067,8564.632,8564.632,8365.515,5753.729,2183.484,6182.031
65,177.952,8755.599,8755.599,8411.463,5808.618,2194.855,6216.607
66,180.838,8547.034,8547.034,8466.704,5863.508,2200.077,6266.627
67,183.725,8851.667,8851.667,8528.238,5918.398,2201.913,6326.324
68,186.613,8887.668,8887.668,8592.890,5973.287,2204.513,6388.377
69,189.501,8631.072,8631.072,8659.503,6028.177,2211.763,6447.740
70,192.390,8577.506,8577.506,8727.432,6083.067,2225.571,6501.861
71,195.280,8371.474,8371.474,8603.687,5947.565,2186.555,6417.131
72,198.170,8537.441,8537.441,8473.841,5812.063,2151.561,6322.280
73,201.062,8039.944,8039.944,8333.341,5676.561,2119.200,6214.141
74,203.954,8215.877,8215.877,8181.123,5541.059,2089.324,6091.800
75,206.846,8025.013,8025.013,8021.010,5405.557,2062.524,5958.486
76,209.740,7738.179,7738.179,7860.077,5270.055,2038.900,5821.177
77,212.634,8025.682,8025.682,7704.932,5134.554,2017.161,5687.771
78,215.529,7668.882,7668.882,7653.933,5094.726,2024.725,5629.208
79,218.425,7567.049,7567.049,7609.165,5054.899,2028.922,5580.243
80,221.321,7540.082,7540.082,7565.471,5015.072,2028.098,5537.374
81,224.218,7521.217,7521.217,7518.338,4975.245,2022.571,5495.767
82,227.116,7517.151,7517.151,7466.568,4935.418,2014.467,5452.101
83,230.014,7146.550,7146.550,7412.451,4895.591,2006.636,5405.816
84,232.913,7414.716,7414.716,7359.698,4855.764,2001.190,5358.507
85,235.813,7246.250,7246.250,7270.362,4775.333,1985.567,5284.795
86,238.714,7259.752,7259.752,7185.588,4694.901,1970.903,5214.685
87,241.615,7228.719,7228.719,7104.570,4614.470,1954.337,5150.233
88,244.517,7001.589,7001.589,7026.705,4534.039,1933.184,5093.521
89,247.420,7150.523,7150.523,6952.450,4453.608,1906.135,5046.315
90,250.323,6920.361,6920.361,6882.807,4373.177,1873.703,5009.104
91,253.227,6748.227,6748.227,6817.993,4292.745,1837.804,4980.189
92,256.132,6803.963,6803.963,6755.783,4211.666,1800.597,4955.186
93,259.038,6568.564,6568.564,6693.628,4130.586,1764.238,4929.390
94,261.944,6578.797,6578.797,6627.999,4049.507,1729.860,4898.139
95,264.851,6456.133,6456.133,6556.703,3968.427,1697.910,4858.793
96,267.758,6439.833,6439.833,6479.972,3887.348,1668.498,4811.474
97,270.667,6335.800,6335.800,6400.430,3806.268,1641.629,4758.801
98,273.575,6454.534,6454.534,6322.006,3725.189,1617.170,4704.835
99,276.485,6134.700,6134.700,6271.129,3666.903,1602.045,4669.084
100,279.395,6350.401,6350.401,6226.987,3608.617,1588.001,4638.986
101,282.306,6326.434,6326.434,6189.310,3550.330,1573.868,4615.442
102,285.218,6210.734,6210.734,6155.902,3492.044,1558.586,4597.316
103,288.130,5979.269,5979.269,6123.620,3433.758,1541.618,4582.003
104,291.043,6202.435,6202.435,6089.535,3375.472,1523.152,4566.383
105,293.957,6077.969,6077.969,6051.797,3317.185,1503.995,4547.802
106,296.871,5821.570,5821.570,6009.895,3258.899,1485.187,4524.708
107,299.786,5994.203,5994.203,5926.378,3162.736,1455.071,4471.307
108,302.702,5820.672,5820.672,5839.625,3066.572,1426.385,4413.239
109,305.618,5713.307,5713.307,5749.246,2970.408,1398.893,4350.352
110,308.535,5708.874,5708.874,5653.289,2874.244,1372.026,4281.263
111,311.453,5577.209,5577.209,5548.130,2778.081,1345.195,4202.935
112,314.371,5540.909,5540.909,5428.997,2681.917,1318.039,4110.958
113,317.290,5287.677,5287.677,5290.982,2585.753,1290.501,4000.481
114,320.210,5194.543,5194.543,5130.274,2489.590,1262.752,3867.522
115,323.130,4907.510,4907.510,4956.125,2404.281,1238.672,3717.452
116,326.051,4714.510,4714.510,4758.986,2318.972,1214.802,3544.184
117,328.973,4577.710,4577.710,4543.140,2233.663,1191.170,3351.970
118,331.895,4227.944,4227.944,4315.260,2148.354,1167.679,3147.581
119,334.818,3966.008,3966.008,4083.297,2063.045,1144.160,2939.137
120,337.741,3845.375,3845.375,3855.133,1977.736,1120.423,2734.710
121,340.666,3672.608,3672.608,3637.351,1892.426,1096.297,2541.055
122,343.590,3461.142,3461.142,3434.390,1807.117,1071.610,2362.780
123,346.516,3276.374,3276.374,3248.234,1721.808,1046.164,2202.071
124,349.442,3243.575,3243.575,3142.283,1700.176,1041.286,2100.997
125,352.369,2980.275,2980.275,3050.860,1678.543,1035.034,2015.826
126,355.296,3024.409,3024.409,2970.952,1656.911,1027.007,1943.945
127,358.224,2877.644,2877.644,2899.227,1635.278,1016.841,1882.386
128,361.153,2788.378,2788.378,2832.635,1613.646,1004.336,1828.299
129,364.082,2734.980,2734.980,2768.848,1592.013,989.556,1779.292
130,367.012,2706.348,2706.348,2706.527,1570.381,972.902,1733.625
131,369.942,2635.415,2635.415,2645.410,1548.748,955.102,1690.308
132,372.873,2556.950,2556.950,2586.206,1527.115,937.122,1649.084
133,375.805,2577.850,2577.850,2525.207,1500.365,918.280,1606.927
134,378.738,2513.418,2513.418,2469.233,1473.615,901.279,1567.954
135,381.671,2453.852,2453.852,2419.799,1446.865,886.830,1532.968
136,384.604,2370.652,2370.652,2377.789,1420.114,875.284,1502.505
137,387.538,2264.186,2264.186,2343.145,1393.364,866.585,1476.559
138,390.473,2360.986,2360.986,2314.760,1366.614,860.303,1454.457
139,393.409,2317.986,2317.986,2290.640,1339.864,855.734,1434.906
140,396.345,2226.453,2226.453,2268.268,1313.113,852.042,1416.226
141,399.281,2220.153,2220.153,2245.094,1286.363,848.404,1396.690
142,402.219,2263.286,2263.286,2232.631,1273.232,848.741,1383.890
143,405.156,2223.587,2223.587,2215.933,1260.101,847.994,1367.939
144,408.095,2152.888,2152.888,2194.595,1246.970,845.943,1348.652
145,411.034,2204.954,2204.954,2169.049,1233.839,842.567,1326.482
146,413.974,2164.221,2164.221,2140.339,1220.708,837.977,1302.363
147,416.914,2077.154,2077.154,2109.822,1207.577,832.346,1277.475
148,419.855,2136.655,2136.655,2078.893,1194.446,825.874,1253.019
149,422.796,2018.922,2018.922,2048.794,1181.315,818.773,1230.021
150,425.738,2020.521,2020.521,2020.508,1168.184,811.289,1209.219
151,428.681,2023.222,2023.222,1994.750,1155.053,803.716,1191.034
152,431.624,2071.255,2071.255,1993.585,1163.513,803.638,1189.947
153,434.568,2027.389,2027.389,1995.725,1171.972,804.144,1191.581
154,437.512,1980.055,1980.055,2001.378,1180.431,805.519,1195.860
155,440.457,1944.555,1944.555,2010.772,1188.890,807.906,1202.866
156,443.402,1956.823,1956.823,2024.344,1197.349,811.264,1213.080
157,446.349,1999.156,1999.156,2043.074,1205.809,815.353,1227.721
158,449.295,1963.255,1963.255,2069.031,1214.268,819.782,1249.250
159,452.243,2159.789,2159.789,2106.252,1222.727,824.091,1282.161
160,455.190,2138.223,2138.223,2162.056,1231.186,827.861,1334.195
161,458.139,2197.523,2197.523,2248.902,1239.646,830.804,1418.097
162,461.088,2356.789,2356.789,2350.456,1211.782,820.712,1529.743
163,464.037,2587.057,2587.057,2533.279,1183.918,809.808,1723.471
164,466.987,2902.223,2902.223,2840.372,1156.054,798.363,2042.009
165,469.938,3346.923,3346.923,3328.834,1128.190,786.765,2542.069
166,472.889,4185.790,4185.790,4068.712,1100.326,775.445,3293.266
167,475.841,5345.556,5345.556,5137.883,1072.462,764.826,4373.057
168,478.793,6921.390,6921.390,6611.887,1044.598,755.275,5856.612
169,481.746,8824.356,8824.356,8548.584,1016.734,747.095,7801.488
170,484.700,11346.756,11346.756,10969.146,988.870,740.530,10228.617
171,487.654,13584.423,13584.423,13838.771,961.006,735.787,13102.984
172,490.608,16152.590,16152.590,17052.059,933.142,733.070,16318.989
173,493.563,20065.056,20065.056,20846.132,1322.885,886.011,19960.120
174,496.519,23403.656,23403.656,24557.737,1712.629,1052.958,23504.778
175,499.475,26188.422,26188.422,27901.791,2102.372,1239.131,26662.660
176,502.432,29026.923,29026.923,30592.515,2492.115,1450.833,29141.682
177,505.389,30485.622,30485.622,32388.291,2881.859,1695.329,30692.963
178,508.347,32902.689,32902.689,33133.009,3271.602,1980.484,31152.525
179,511.305,33455.756,33455.756,32784.157,3661.346,2314.072,30470.085
180,514.264,32492.790,32492.790,31420.701,4051.089,2702.628,28718.073
181,517.224,30583.290,30583.290,29228.738,4440.833,3149.830,26078.908
182,520.183,27800.057,27800.057,26468.574,4830.576,3654.657,22813.917
183,523.144,24510.490,24510.490,23431.267,5220.320,4209.899,19221.368
184,526.105,21184.258,21184.258,19584.096,4799.495,4168.424,15415.672
185,529.067,17309.624,17309.624,15966.820,4378.670,4063.077,11903.743
186,532.029,13785.025,13785.025,12738.801,3957.845,3889.390,8849.411
187,534.991,10395.892,10395.892,9984.140,3537.020,3650.231,6333.909
188,537.954,7644.758,7644.758,7719.599,3116.196,3354.421,4365.178
189,540.918,5440.159,5440.159,5911.070,2695.371,3014.003,2897.067
190,543.882,3623.559,3623.559,4493.177,2274.546,2641.410,1851.767
191,546.847,2598.625,2598.625,3387.469,1853.721,2247.443,1140.026
192,549.812,1907.559,1907.559,2516.381,1432.896,1840.367,676.013
193,552.778,1282.992,1282.992,1811.991,1012.071,1425.885,386.106
194,555.744,962.025,962.025,1219.984,591.246,1007.583,212.401
195,558.710,803.859,803.859,700.061,170.422,587.525,112.536
196,561.678,761.059,761.059,646.951,172.329,589.266,57.685
197,564.645,656.392,656.392,619.590,174.236,591.120,28.470
198,567.614,679.425,679.425,606.628,176.143,593.099,13.529
199,570.582,620.324,620.324,601.408,178.050,595.218,6.190
200,573.551,605.724,605.724,600.231,179.957,597.505,2.727
201,576.521,589.524,589.524,601.155,181.864,599.998,1.156
202,579.491,645.524,645.524,603.209,183.771,602.737,0.472
203,582.462,602.723,602.723,605.931,185.678,605.745,0.186
204,585.433,603.790,603.790,609.088,187.585,609.018,0.070
205,588.405,644.523,644.523,612.540,189.492,612.515,0.026
206,591.377,598.023,598.023,616.170,191.399,616.161,0.009
207,594.350,628.156,628.156,619.858,193.306,619.855,0.003
208,597.323,579.689,579.689,618.906,190.629,618.905,0.001
209,600.297,618.389,618.389,617.790,187.952,617.790,0.000
210,603.271,574.755,574.755,616.434,185.276,616.434,0.000
211,606.245,613.589,613.589,614.795,182.599,614.795,0.000
212,609.220,623.289,623.289,612.873,179.922,612.873,0.000
213,612.196,619.589,619.589,610.704,177.245,610.704,0.000
214,615.172,607.756,607.756,608.351,174.569,608.351,0.000
215,618.148,603.990,603.990,605.892,171.892,605.892,0.000
216,621.125,600.124,600.124,603.401,169.215,603.401,0.000
217,624.103,572.824,572.824,600.936,166.538,600.936,0.000
218,627.081,629.992,629.992,598.534,163.862,598.534,0.000
219,630.059,622.726,622.726,596.199,161.185,596.199,0.000
220,633.038,605.993,605.993,593.912,158.508,593.912,0.000
221,636.017,588.926,588.926,594.393,158.590,594.393,0.000
222,638.997,614.360,614.360,594.835,158.671,594.835,0.000
223,641.977,596.127,596.127,595.190,158.753,595.190,0.000
224,644.958,626.227,626.227,595.415,158.834,595.415,0.000
225,647.939,517.828,517.828,595.484,158.915,595.484,0.000
226,650.920,590.061,590.061,595.388,158.997,595.388,0.000
227,653.902,610.961,610.961,595.138,159.078,595.138,0.000
228,656.885,612.061,612.061,594.767,159.160,594.767,0.000
229,659.868,538.928,538.928,594.325,159.241,594.325,0.000
230,662.851,585.061,585.061,593.883,159.323,593.883,0.000
231,665.835,600.528,600.528,593.533,159.404,593.533,0.000
232,668.819,573.895,573.895,593.379,159.486,593.379,0.000
233,671.804,598.862,598.862,593.538,159.567,593.538,0.000
234,674.789,572.828,572.828,591.324,156.842,591.324,0.000
235,677.775,586.195,586.195,589.657,154.118,589.657,0.000
236,680.761,607.395,607.395,588.629,151.393,588.629,0.000
237,683.747,565.195,565.195,588.302,148.669,588.302,0.000
238,686.734,622.095,622.095,588.693,145.944,588.693,0.000
239,689.721,624.061,624.061,589.767,143.219,589.767,0.000
240,692.709,593.295,593.295,591.435,140.495,591.435,0.000
241,695.697,647.862,647.862,593.558,137.770,593.558,0.000
242,698.685,604.062,604.062,595.961,135.045,595.961,0.000
243,701.674,651.995,651.995,598.448,132.321,598.448,0.000
244,704.664,595.128,595.128,600.827,129.596,600.827,0.000
245,707.654,635.628,635.628,602.925,126.872,602.925,0.000
246,710.644,626.495,626.495,604.613,124.147,604.613,0.000
247,713.634,602.628,602.628,605.808,121.422,605.808,0.000
248,716.626,564.895,564.895,607.795,120.011,607.795,0.000
249,719.617,604.162,604.162,609.283,118.600,609.283,0.000
250,722.609,606.028,606.028,610.332,117.189,610.332,0.000
251,725.601,564.695,564.695,611.021,115.778,611.021,0.000
252,728.594,569.128,569.128,611.442,114.367,611.442,0.000
253,731.587,589.628,589.628,611.676,112.956,611.676,0.000
254,734.580,634.662,634.662,611.785,111.545,611.785,0.000
255,737.574,615.395,615.395,611.806,110.134,611.806,0.000
256,740.569,607.562,607.562,611.750,108.723,611.750,0.000
257,743.563,563.628,563.628,611.603,107.311,611.603,0.000
258,746.558,600.695,600.695,611.330,105.900,611.330,0.000
259,749.554,628.895,628.895,610.890,104.489,610.890,0.000
260,752.550,614.195,614.195,610.236,103.078,610.236,0.000
261,755.546,633.828,633.828,609.328,101.667,609.328,0.000
262,758.543,648.862,648.862,610.405,102.520,610.405,0.000
263,761.540,615.695,615.695,611.195,103.373,611.195,0.000
264,764.537,601.695,601.695,611.714,104.226,611.714,0.000
265,767.535,589.495,589.495,612.002,105.079,612.002,0.000
266,770.533,594.262,594.262,612.120,105.932,612.120,0.000
267,773.532,602.528,602.528,612.151,106.785,612.151,0.000
268,776.530,636.262,636.262,612.193,107.638,612.193,0.000
269,779.530,615.095,615.095,612.353,108.491,612.353,0.000
270,782.529,623.695,623.695,612.741,109.344,612.741,0.000
271,785.529,656.829,656.829,613.462,110.197,613.462,0.000
272,788.530,649.929,649.929,614.607,111.050,614.607,0.000
273,791.531,621.195,621.195,616.248,111.903,616.248,0.000
274,794.532,634.696,634.696,618.432,112.756,618.432,0.000
275,797.533,618.596,618.596,621.179,113.609,621.179,0.000
276,800.535,617.762,617.762,624.478,114.462,624.478,0.000
277,803.537,644.296,644.296,626.100,113.128,626.100,0.000
278,806.540,634.195,634.195,628.162,111.795,628.162,0.000
279,809.543,639.762,639.762,630.567,110.461,630.567,0.000
280,812.546,624.662,624.662,633.200,109.127,633.200,0.000
281,815.550,607.096,607.096,635.926,107.794,635.926,0.000
282,818.554,625.929,625.929,638.604,106.460,638.604,0.000
283,821.558,569.896,569.896,641.090,105.126,641.090,0.000
284,824.563,600.263,600.263,643.252,103.792,643.252,0.000
285,827.568,660.429,660.429,644.972,102.459,644.972,0.000
286,830.573,639.129,639.129,646.161,101.125,646.161,0.000
287,833.579,632.296,632.296,646.769,99.791,646.769,0.000
288,836.585,653.029,653.029,646.785,98.458,646.785,0.000
289,839.592,652.363,652.363,646.249,97.124,646.249,0.000
290,842.598,682.529,682.529,645.242,95.790,645.242,0.000
291,845.605,660.863,660.863,643.888,94.457,643.888,0.000
292,848.613,642.063,642.063,642.341,93.123,642.341,0.000
293,851.620,623.729,623.729,641.122,92.142,641.122,0.000
294,854.629,659.763,659.763,640.048,91.160,640.048,0.000
295,857.637,655.363,655.363,639.277,90.179,639.277,0.000
296,860.646,656.696,656.696,638.934,89.197,638.934,0.000
297,863.655,610.329,610.329,639.109,88.216,639.109,0.000
298,866.664,642.463,642.463,639.844,87.234,639.844,0.000
299,869.674,637.296,637.296,641.137,86.253,641.137,0.000
300,872.684,657.696,657.696,642.942,85.271,642.942,0.000
301,875.694,627.763,627.763,645.180,84.290,645.180,0.000
302,878.705,638.096,638.096,647.745,83.308,647.745,0.000
303,881.716,678.430,678.430,650.522,82.327,650.522,0.000
304,884.727,666.729,666.729,653.392,81.346,653.392,0.000
305,887.738,680.063,680.063,656.245,80.364,656.245,0.000
306,890.750,679.529,679.529,658.985,79.383,658.985,0.000
307,893.762,707.196,707.196,661.539,78.401,661.539,0.000
308,896.775,647.596,647.596,663.854,77.420,663.854,0.000
309,899.788,657.363,657.363,669.749,80.288,669.749,0.000
310,902.801,696.396,696.396,675.362,83.156,675.362,0.000
311,905.814,666.729,666.729,680.700,86.024,680.700,0.000
312,908.828,680.196,680.196,685.781,88.893,685.781,0.000
313,911.842,624.562,624.562,690.631,91.761,690.631,0.000
314,914.856,691.029,691.029,695.285,94.629,695.285,0.000
315,917.871,697.796,697.796,699.780,97.497,699.780,0.000
316,920.886,653.462,653.462,704.158,100.366,704.158,0.000
317,923.901,752.729,752.729,708.461,103.234,708.461,0.000
318,926.916,732.963,732.963,712.733,106.102,712.733,0.000
319,929.932,696.196,696.196,717.016,108.970,717.016,0.000
320,932.948,724.196,724.196,721.354,111.839,721.354,0.000
321,935.964,712.229,712.229,725.787,114.707,725.787,0.000
322,938.981,746.496,746.496,730.353,117.575,730.353,0.000
323,941.997,698.063,698.063,735.086,120.443,735.086,0.000
324,945.014,681.463,681.463,740.013,123.312,740.013,0.000
325,948.032,769.830,769.830,745.152,126.180,745.152,0.000
326,951.049,703.029,703.029,742.524,121.055,742.524,0.000
327,954.067,718.630,718.630,740.125,115.929,740.125,0.000
328,957.086,742.563,742.563,737.954,110.804,737.954,0.000
329,960.104,724.797,724.797,736.003,105.678,736.003,0.000
330,963.123,745.430,745.430,734.260,100.553,734.260,0.000
331,966.142,801.196,801.196,732.711,95.427,732.711,0.000
332,969.161,709.230,709.230,731.340,90.302,731.340,0.000
333,972.180,758.196,758.196,730.133,85.177,730.133,0.000
334,975.200,795.963,795.963,729.074,80.051,729.074,0.000
335,978.220,792.596,792.596,728.146,74.926,728.146,0.000
336,981.240,793.097,793.097,727.328,69.800,727.328,0.000
337,984.261,779.363,779.363,726.596,64.675,726.596,0.000
338,987.282,732.297,732.297,725.914,59.550,725.914,0.000
339,990.303,806.697,806.697,725.229,54.424,725.229,0.000
340,993.324,772.930,772.930,724.475,49.299,724.475,0.000
341,996.345,757.763,757.763,723.559,44.173,723.559,0.000
342,999.367,735.163,735.163,722.361,39.048,722.361,0.000
343,1002.389,770.130,770.130,723.690,36.879,723.690,0.000
344,1005.411,725.797,725.797,724.414,34.709,724.414,0.000
345,1008.434,702.030,702.030,724.329,32.540,724.329,0.000
346,1011.456,693.830,693.830,723.207,30.371,723.207,0.000
347,1014.479,700.964,700.964,720.808,28.201,720.808,0.000
348,1017.502,687.530,687.530,716.883,26.032,716.883,0.000
349,1020.526,656.130,656.130,711.193,23.863,711.193,0.000
350,1023.549,619.297,619.297,703.518,21.693,703.518,0.000
351,1026.573,667.897,667.897,693.670,19.524,693.670,0.000
352,1029.597,630.931,630.931,681.514,17.355,681.514,0.000
353,1032.621,579.831,579.831,666.970,15.185,666.970,0.000
354,1035.646,558.697,558.697,650.031,13.016,650.031,0.000
355,1038.671,537.630,537.630,630.761,10.847,630.761,0.000
356,1041.696,535.364,535.364,609.305,8.677,609.305,0.000
357,1044.721,497.564,497.564,585.876,6.508,585.876,0.000
358,1047.746,453.464,453.464,560.757,4.339,560.757,0.000
359,1050.772,411.230,411.230,534.282,2.169,534.282,0.000
360,1053.797,421.697,421.697,506.826,0.000,506.826,0.000
361,1056.823,368.364,368.364,480.956,0.000,480.956,0.000
362,1059.850,350.430,350.430,454.904,0.000,454.904,0.000
363,1062.876,333.430,333.430,429.058,0.000,429.058,0.000
364,1065.902,307.697,307.697,403.776,0.000,403.776,0.000
365,1068.929,298.430,298.430,379.373,0.000,379.373,0.000
366,1071.956,276.564,276.564,356.110,0.000,356.110,0.000
367,1074.983,245.630,245.630,334.185,0.000,334.185,0.000
368,1078.011,255.264,255.264,313.732,0.000,313.732,0.000
369,1081.038,250.063,250.063,294.821,0.000,294.821,0.000
370,1084.066,235.330,235.330,277.463,0.000,277.463,0.000
371,1087.094,239.564,239.564,261.614,0.000,261.614,0.000
372,1090.122,214.464,214.464,247.188,0.000,247.188,0.000
373,1093.151,194.463,194.463,234.066,0.000,234.066,0.000
374,1096.179,177.797,177.797,222.105,0.000,222.105,0.000
375,1099.208,185.463,185.463,211.153,0.000,211.153,0.000
376,1102.237,165.963,165.963,201.053,0.000,201.053,0.000
377,1105.266,165.530,165.530,191.655,0.000,191.655,0.000
378,1108.295,172.196,172.196,182.821,0.000,182.821,0.000
379,1111.324,154.996,154.996,174.434,0.000,174.434,0.000
380,1114.354,161.563,161.563,167.048,0.656,167.048,0.000
381,1117.384,126.763,126.763,159.930,1.313,159.930,0.000
382,1120.414,120.997,120.997,153.025,1.969,153.025,0.000
383,1123.444,115.030,115.030,146.296,2.626,146.296,0.000
384,1126.474,127.797,127.797,139.725,3.282,139.725,0.000
385,1129.504,112.063,112.063,133.312,3.938,133.312,0.000
386,1132.535,107.330,107.330,127.065,4.595,127.065,0.000
387,1135.566,108.130,108.130,121.006,5.251,121.006,0.000
388,1138.597,110.530,110.530,115.160,5.908,115.160,0.000
389,1141.628,106.230,106.230,109.558,6.564,109.558,0.000
390,1144.659,94.397,94.397,104.232,7.220,104.232,0.000
391,1147.690,93.364,93.364,99.214,7.877,99.214,0.000
392,1150.722,76.197,76.197,94.536,8.533,94.536,0.000
393,1153.753,78.264,78.264,90.233,9.190,90.233,0.000
394,1156.785,84.730,84.730,86.338,9.846,86.338,0.000
395,1159.817,104.464,104.464,82.892,10.502,82.892,0.000
396,1162.849,90.264,90.264,79.943,11.159,79.943,0.000
397,1165.881,91.964,91.964,77.555,11.815,77.555,0.000
398,1168.914,88.164,88.164,75.817,12.472,75.817,0.000
399,1171.946,74.864,74.864,80.527,18.806,80.527,0.000
400,1174.979,101.231,101.231,86.171,25.140,86.171,0.000
401,1178.012,98.631,98.631,92.976,31.474,92.976,0.000
402,1181.045,110.031,110.031,101.242,37.808,101.242,0.000
403,1184.078,118.797,118.797,111.363,44.142,111.363,0.000
404,1187.111,127.198,127.198,123.846,50.477,123.846,0.000
405,1190.144,138.764,138.764,139.331,56.811,139.331,0.000
406,1193.178,160.631,160.631,158.603,63.145,158.603,0.000
407,1196.211,182.598,182.598,182.616,69.479,182.616,0.000
408,1199.245,214.864,214.864,212.488,75.813,212.488,0.000
409,1202.279,214.198,214.198,249.513,82.147,249.513,0.000
410,1205.313,297.398,297.398,295.139,88.481,295.139,0.000
411,1208.347,379.464,379.464,350.942,94.816,350.942,0.000
412,1211.381,406.998,406.998,418.583,101.150,418.583,0.000
413,1214.415,486.198,486.198,499.741,107.484,499.741,0.000
414,1217.449,583.464,583.464,596.027,113.818,596.027,0.000
415,1220.484,672.198,672.198,708.880,120.152,708.880,0.000
416,1223.519,790.564,790.564,839.448,126.486,839.448,0.000
417,1226.553,946.131,946.131,988.452,132.820,988.452,0.000
418,1229.588,1131.264,1131.264,1156.056,139.155,1156.056,0.000
419,1232.623,1319.765,1319.765,1330.090,133.838,1330.090,0.000
420,1235.658,1486.664,1486.664,1520.888,128.522,1520.888,0.000
421,1238.693,1729.398,1729.398,1726.258,123.206,1726.258,0.000
422,1241.728,1872.431,1872.431,1943.101,117.890,1943.101,0.000
423,1244.764,2158.865,2158.865,2167.420,112.573,2167.420,0.000
424,1247.799,2461.865,2461.865,2394.394,107.257,2394.394,0.000
