ch,keV,net,fit,model,continuum_raw,Cs-137,continuum
866,2530.941,0.000,0.000,0.000,0.000,0.000,0.000
867,2533.826,0.000,-1.062,0.000,0.000,0.000,0.000
868,2536.712,0.688,0.688,0.000,0.000,0.000,0.000
869,2539.597,0.063,0.063,0.000,0.000,0.000,0.000
870,2542.481,0.000,-0.281,0.000,0.000,0.000,0.000
871,2545.366,0.500,0.500,0.000,0.000,0.000,0.000
872,2548.251,0.781,0.781,0.000,0.000,0.000,0.000
873,2551.136,0.594,0.594,0.000,0.000,0.000,0.000
874,2554.021,1.938,1.938,0.000,0.000,0.000,0.000
875,2556.905,0.000,-0.125,0.000,0.000,0.000,0.000
876,2559.790,0.000,-0.375,0.000,0.000,0.000,0.000
877,2562.674,0.063,0.063,0.000,0.000,0.000,0.000
878,2565.559,0.000,-0.375,0.000,0.000,0.000,0.000
879,2568.443,0.000,-0.062,0.000,0.000,0.000,0.000
880,2571.327,0.000,-0.375,0.000,0.000,0.000,0.000
881,2574.212,0.000,-1.062,0.000,0.000,0.000,0.000
882,2577.096,0.000,-0.094,0.000,0.000,0.000,0.000
883,2579.980,4.219,4.219,0.000,0.000,0.000,0.000
884,2582.864,0.000,-1.531,0.000,0.000,0.000,0.000
885,2585.748,0.625,0.625,0.000,0.000,0.000,0.000
886,2588.632,0.000,-1.125,0.000,0.000,0.000,0.000
887,2591.516,0.000,-0.969,0.000,0.000,0.000,0.000
888,2594.400,0.000,-0.219,0.000,0.000,0.000,0.000
889,2597.284,0.000,-0.781,0.000,0.000,0.000,0.000
890,2600.168,0.000,-0.625,0.000,0.000,0.000,0.000
891,2603.052,0.000,-0.062,0.000,0.000,0.000,0.000
892,2605.936,0.063,0.063,0.000,0.000,0.000,0.000
893,2608.820,0.000,-0.812,0.000,0.000,0.000,0.000
894,2611.703,1.281,1.281,0.000,0.000,0.000,0.000
895,2614.587,0.375,0.375,0.000,0.000,0.000,0.000
896,2617.471,1.406,1.406,0.000,0.000,0.000,0.000
897,2620.355,0.000,-0.437,0.000,0.000,0.000,0.000
898,2623.238,2.469,2.469,0.000,0.000,0.000,0.000
899,2626.122,2.313,2.313,0.000,0.000,0.000,0.000
900,2629.006,0.000,-0.406,0.000,0.000,0.000,0.000
901,2631.890,0.531,0.531,0.000,0.000,0.000,0.000
902,2634.773,0.000,-0.562,0.000,0.000,0.000,0.000
903,2637.657,0.000,-0.594,0.000,0.000,0.000,0.000
904,2640.541,0.406,0.406,0.000,0.000,0.000,0.000
905,2643.424,0.000,-0.469,0.000,0.000,0.000,0.000
906,2646.308,0.000,-0.562,0.000,0.000,0.000,0.000
907,2649.192,0.000,-0.281,0.000,0.000,0.000,0.000
908,2652.076,0.719,0.719,0.000,0.000,0.000,0.000
909,2654.959,0.594,0.594,0.000,0.000,0.000,0.000
910,2657.843,0.563,0.563,0.000,0.000,0.000,0.000
911,2660.727,0.000,-0.469,0.000,0.000,0.000,0.000
912,2663.611,0.563,0.563,0.000,0.000,0.000,0.000
913,2666.494,0.000,-0.250,0.000,0.000,0.000,0.000
914,2669.378,0.000,-0.281,0.000,0.000,0.000,0.000
915,2672.262,0.563,0.563,0.000,0.000,0.000,0.000
916,2675.146,0.000,-0.406,0.000,0.000,0.000,0.000
917,2678.030,0.000,-0.250,0.000,0.000,0.000,0.000
918,2680.914,0.000,-0.375,0.000,0.000,0.000,0.000
919,2683.798,0.000,-0.187,0.000,0.000,0.000,0.000
920,2686.682,0.000,-0.375,0.000,0.000,0.000,0.000
921,2689.566,0.000,-0.219,0.000,0.000,0.000,0.000
922,2692.450,0.000,-0.406,0.000,0.000,0.000,0.000
923,2695.334,0.000,-0.312,0.000,0.000,0.000,0.000
924,2698.218,0.656,0.656,0.000,0.000,0.000,0.000
925,2701.102,0.000,-0.219,0.000,0.000,0.000,0.000
926,2703.987,0.000,-0.187,0.000,0.000,0.000,0.000
927,2706.871,1.750,1.750,0.000,0.000,0.000,0.000
928,2709.755,0.000,-0.406,0.000,0.000,0.000,0.000
929,2712.640,0.000,-0.281,0.000,0.000,0.000,0.000
930,2715.524,0.000,-0.187,0.000,0.000,0.000,0.000
931,2718.409,0.000,-0.125,0.000,0.000,0.000,0.000
932,2721.293,0.000,-0.250,0.000,0.000,0.000,0.000
933,2724.178,0.000,-0.344,0.000,0.000,0.000,0.000
934,2727.063,0.000,-0.344,0.000,0.000,0.000,0.000
935,2729.948,0.000,-0.219,0.000,0.000,0.000,0.000
936,2732.833,0.000,-0.375,0.000,0.000,0.000,0.000
937,2735.718,0.000,-0.312,0.000,0.000,0.000,0.000
938,2738.603,0.594,0.594,0.000,0.000,0.000,0.000
939,2741.488,0.719,0.719,0.000,0.000,0.000,0.000
940,2744.373,0.719,0.719,0.000,0.000,0.000,0.000
941,2747.259,0.000,-0.344,0.000,0.000,0.000,0.000
942,2750.144,0.000,-0.344,0.000,0.000,0.000,0.000
943,2753.029,0.000,-0.281,0.000,0.000,0.000,0.000
944,2755.915,0.000,-0.312,0.000,0.000,0.000,0.000
945,2758.801,0.000,-0.500,0.000,0.000,0.000,0.000
946,2761.687,0.000,-0.219,0.000,0.000,0.000,0.000
947,2764.573,0.000,-0.156,0.000,0.000,0.000,0.000
948,2767.459,0.000,-0.187,0.000,0.000,0.000,0.000
949,2770.345,0.000,-0.281,0.000,0.000,0.000,0.000
950,2773.231,0.000,-0.281,0.000,0.000,0.000,0.000
951,2776.117,0.844,0.844,0.000,0.000,0.000,0.000
952,2779.004,0.000,-0.281,0.001,0.001,0.000,0.001
953,2781.891,0.000,-0.125,0.001,0.001,0.000,0.001
954,2784.777,0.656,0.656,0.001,0.001,0.000,0.001
955,2787.664,0.000,-0.344,0.001,0.001,0.000,0.001
956,2790.551,0.000,-0.125,0.002,0.002,0.000,0.002
957,2793.438,0.719,0.719,0.002,0.002,0.000,0.002
958,2796.326,0.000,-0.281,0.002,0.002,0.000,0.002
959,2799.213,0.781,0.781,0.002,0.002,0.000,0.002
960,2802.101,0.000,-0.187,0.003,0.003,0.000,0.003
961,2804.988,0.000,-0.250,0.003,0.003,0.000,0.003
962,2807.876,0.000,-0.281,0.003,0.003,0.000,0.003
963,2810.764,0.813,0.813,0.003,0.003,0.000,0.003
964,2813.652,0.000,-0.250,0.004,0.004,0.000,0.004
965,2816.541,0.000,-0.312,0.004,0.004,0.000,0.004
966,2819.429,0.000,-0.219,0.004,0.004,0.000,0.004
967,2822.318,0.000,-0.219,0.004,0.004,0.000,0.004
968,2825.206,0.000,-0.250,0.005,0.005,0.000,0.005
969,2828.095,0.000,-0.281,0.005,0.005,0.000,0.005
970,2830.984,0.000,-0.406,0.005,0.005,0.000,0.005
971,2833.874,0.000,-0.219,0.005,0.005,0.000,0.005
972,2836.763,0.000,-0.344,0.006,0.006,0.000,0.006
973,2839.653,0.000,-0.219,0.006,0.006,0.000,0.006
974,2842.543,0.000,-0.187,0.006,0.006,0.000,0.006
975,2845.433,0.656,0.656,0.006,0.006,0.000,0.006
976,2848.323,0.000,-0.250,0.007,0.007,0.000,0.007
977,2851.213,0.750,0.750,0.007,0.007,0.000,0.007
978,2854.104,0.000,-0.219,0.007,0.007,0.000,0.007
979,2856.994,0.000,-0.125,0.007,0.007,0.000,0.007
980,2859.885,0.000,-0.406,0.008,0.008,0.000,0.008
981,2862.777,0.000,-0.406,0.008,0.008,0.000,0.008
982,2865.668,0.000,-0.187,0.008,0.008,0.000,0.008
983,2868.560,0.000,-0.312,0.008,0.008,0.000,0.008
984,2871.451,0.781,0.781,0.009,0.009,0.000,0.009
985,2874.343,0.656,0.656,0.009,0.009,0.000,0.009
986,2877.235,0.781,0.781,0.009,0.009,0.000,0.009
987,2880.128,0.000,-0.281,0.009,0.009,0.000,0.009
988,2883.021,0.000,-0.156,0.010,0.010,0.000,0.010
989,2885.913,0.000,-0.125,0.009,0.009,0.000,0.009
990,2888.806,0.844,0.844,0.009,0.009,0.000,0.009
991,2891.700,0.000,-0.281,0.009,0.009,0.000,0.009
992,2894.593,0.750,0.750,0.009,0.009,0.000,0.009
993,2897.487,0.000,-0.312,0.008,0.008,0.000,0.008
994,2900.381,0.000,-0.281,0.008,0.008,0.000,0.008
995,2903.275,0.000,-0.156,0.008,0.008,0.000,0.008
996,2906.170,0.000,-0.312,0.007,0.007,0.000,0.007
997,2909.065,0.000,-0.281,0.007,0.007,0.000,0.007
998,2911.960,0.000,-0.219,0.007,0.007,0.000,0.007
999,2914.855,0.000,-0.250,0.007,0.007,0.000,0.007
1000,2917.751,0.000,-0.125,0.006,0.006,0.000,0.006
1001,2920.646,0.875,0.875,0.006,0.006,0.000,0.006
1002,2923.542,0.781,0.781,0.006,0.006,0.000,0.006
1003,2926.439,0.000,-0.312,0.006,0.006,0.000,0.006
1004,2929.335,0.000,-0.344,0.005,0.005,0.000,0.005
1005,2932.232,0.000,-0.219,0.005,0.005,0.000,0.005
1006,2935.129,1.844,1.844,0.005,0.005,0.000,0.005
1007,2938.027,0.000,-0.250,0.004,0.004,0.000,0.004
1008,2940.925,0.000,-0.187,0.004,0.004,0.000,0.004
1009,2943.823,0.875,0.875,0.004,0.004,0.000,0.004
1010,2946.721,0.000,-0.375,0.004,0.004,0.000,0.004
1011,2949.619,0.000,-0.250,0.003,0.003,0.000,0.003
1012,2952.518,0.000,-0.344,0.003,0.003,0.000,0.003
1013,2955.417,0.000,-0.219,0.003,0.003,0.000,0.003
1014,2958.317,0.000,-0.094,0.002,0.002,0.000,0.002
1015,2961.217,0.000,-0.187,0.002,0.002,0.000,0.002
1016,2964.117,0.000,-0.250,0.002,0.002,0.000,0.002
1017,2967.017,0.000,-0.312,0.002,0.002,0.000,0.002
1018,2969.918,0.563,0.563,0.001,0.001,0.000,0.001
1019,2972.819,0.000,-0.281,0.001,0.001,0.000,0.001
1020,2975.720,1.719,1.719,0.001,0.001,0.000,0.001
1021,2978.622,0.000,-0.281,0.001,0.001,0.000,0.001
1022,2981.524,0.000,-0.156,0.000,0.000,0.000,0.000
1023,2984.426,0.000,-0.187,0.000,0.000,0.000,0.000
