ch,keV,net,fit,model,continuum_raw,Cs-137,continuum
219,623.644,24820.969,24820.969,27560.455,16011.855,27560.455,0.000
220,626.593,31559.719,31559.719,33637.653,18765.965,33637.653,0.000
221,629.543,38215.406,38215.406,40386.355,21520.076,40386.355,0.000
222,632.493,45163.906,45163.906,47807.614,24274.186,47807.614,0.000
223,635.443,54922.750,54922.750,55853.820,27028.297,55853.820,0.000
224,638.394,65148.594,65148.594,64420.336,29782.407,64420.336,0.000
225,641.346,74655.906,74655.906,73341.861,32536.518,73341.861,0.000
226,644.298,80637.813,80637.813,82395.159,35290.628,82395.159,0.000
227,647.250,93734.469,93734.469,91309.108,38044.739,91309.108,0.000
228,650.203,101783.625,101783.625,99782.035,40798.849,99782.035,0.000
229,653.157,106671.000,106671.000,107505.097,43552.960,107505.097,0.000
230,656.110,109181.594,109181.594,108531.705,40649.429,108531.705,0.000
231,659.065,114961.969,114961.969,108277.969,37745.898,108277.969,0.000
232,662.019,114045.688,114045.688,106574.113,34842.368,106574.113,0.000
233,664.975,108649.094,108649.094,103339.893,31938.837,103339.893,0.000
234,667.930,104905.438,104905.438,98593.208,29035.306,98593.208,0.000
235,670.886,98984.656,98984.656,92448.292,26131.776,92448.292,0.000
236,673.843,87968.844,87968.844,85103.732,23228.245,85103.732,0.000
237,676.800,76913.938,76913.938,76822.085,20324.714,76822.085,0.000
238,679.757,67953.469,67953.469,67903.995,17421.184,67903.995,0.000
239,682.715,57129.313,57129.313,58660.376,14517.653,58660.376,0.000
240,685.673,45435.594,45435.594,49386.193,11614.123,49386.193,0.000
241,688.632,36716.531,36716.531,40338.850,8710.592,40338.850,0.000
242,691.591,28746.219,28746.219,31723.184,5807.061,31723.184,0.000
243,694.550,21141.156,21141.156,23683.892,2903.531,23683.892,0.000
244,697.510,15225.719,15225.719,16305.078,0.000,16305.078,0.000
245,700.470,11166.406,11166.406,12519.881,0.633,12519.881,0.000
246,703.431,7657.813,7657.813,9407.552,1.265,9407.552,0.000
247,706.392,4997.781,4997.781,6917.693,1.898,6917.693,0.000
248,709.353,3313.875,3313.875,4978.175,2.530,4978.175,0.000
249,712.315,2129.094,2129.094,3506.158,3.163,3506.158,0.000
250,715.277,1261.250,1261.250,2417.101,3.795,2417.101,0.000
251,718.240,813.813,813.813,1631.353,4.428,1631.353,0.000
252,721.203,468.844,468.844,1078.320,5.061,1078.320,0.000
253,724.166,262.656,262.656,698.519,5.693,698.519,0.000
254,727.130,160.375,160.375,443.974,6.326,443.974,0.000
255,730.094,98.219,98.219,277.484,6.958,277.484,0.000
256,733.058,81.188,81.188,171.225,7.591,171.225,0.000
257,736.023,41.719,41.719,105.078,8.224,105.078,0.000
258,738.988,39.938,39.938,64.954,8.856,64.954,0.000
259,741.954,28.250,28.250,41.284,9.489,41.284,0.000
260,744.920,36.438,36.438,27.755,10.121,27.755,0.000
261,747.886,46.500,46.500,21.560,11.989,21.560,0.000
262,750.853,49.000,49.000,18.940,13.858,18.940,0.000
263,753.820,31.094,31.094,18.367,15.726,18.367,0.000
264,756.787,41.938,41.938,18.937,17.594,18.937,0.000
265,759.755,36.875,36.875,20.131,19.462,20.131,0.000
266,762.722,23.313,23.313,21.656,21.330,21.656,0.000
267,765.691,17.938,17.938,23.354,23.199,23.354,0.000
268,768.659,37.625,37.625,25.139,25.067,25.139,0.000
269,771.628,54.750,54.750,26.968,26.935,26.968,0.000
270,774.597,36.469,36.469,28.818,28.803,28.818,0.000
271,777.567,43.344,43.344,30.678,30.671,30.678,0.000
272,780.537,31.781,31.781,32.542,32.540,32.542,0.000
273,783.507,35.750,35.750,34.409,34.408,34.409,0.000
274,786.477,23.688,23.688,36.276,36.276,36.276,0.000
275,789.448,27.938,27.938,38.144,38.144,38.144,0.000
276,792.419,40.375,40.375,40.012,40.012,40.012,0.000
277,795.391,41.719,41.719,41.881,41.881,41.881,0.000
278,798.362,48.938,48.938,41.947,41.947,41.947,0.000
279,801.334,38.219,38.219,42.013,42.013,42.013,0.000
280,804.307,43.969,43.969,42.079,42.079,42.079,0.000
281,807.279,28.906,28.906,42.145,42.145,42.145,0.000
282,810.252,48.094,48.094,42.211,42.211,42.211,0.000
283,813.225,36.813,36.813,42.277,42.277,42.277,0.000
284,816.198,42.188,42.188,42.344,42.344,42.344,0.000
285,819.172,45.188,45.188,42.410,42.410,42.410,0.000
286,822.146,44.500,44.500,42.476,42.476,42.476,0.000
287,825.120,40.344,40.344,42.542,42.542,42.542,0.000
288,828.094,30.250,30.250,42.608,42.608,42.608,0.000
289,831.069,37.719,37.719,42.674,42.674,0.000,42.674
290,834.044,51.344,51.344,42.741,42.741,0.000,42.741
291,837.019,32.000,32.000,42.807,42.807,0.000,42.807
292,839.995,39.938,39.938,42.873,42.873,0.000,42.873
293,842.970,55.406,55.406,42.939,42.939,0.000,42.939
294,845.946,39.000,39.000,43.005,43.005,0.000,43.005
295,848.922,27.156,27.156,42.077,42.077,0.000,42.077
296,851.899,35.969,35.969,41.149,41.149,0.000,41.149
297,854.875,51.656,51.656,40.221,40.221,0.000,40.221
298,857.852,51.188,51.188,39.293,39.293,0.000,39.293
299,860.829,50.063,50.063,38.365,38.365,0.000,38.365
300,863.807,41.938,41.938,37.437,37.437,0.000,37.437
301,866.784,51.531,51.531,36.509,36.509,0.000,36.509
302,869.762,45.656,45.656,35.581,35.581,0.000,35.581
303,872.740,27.188,27.188,34.653,34.653,0.000,34.653
304,875.718,48.094,48.094,33.725,33.725,0.000,33.725
305,878.696,28.813,28.813,32.797,32.797,0.000,32.797
306,881.675,30.156,30.156,31.869,31.869,0.000,31.869
307,884.654,46.344,46.344,30.941,30.941,0.000,30.941
308,887.633,38.750,38.750,30.013,30.013,0.000,30.013
309,890.612,37.156,37.156,29.085,29.085,0.000,29.085
310,893.591,20.813,20.813,28.157,28.157,0.000,28.157
311,896.571,37.750,37.750,27.228,27.228,0.000,27.228
312,899.551,36.250,36.250,26.300,26.300,0.000,26.300
313,902.531,28.563,28.563,25.577,25.577,0.000,25.577
314,905.511,14.438,14.438,24.853,24.853,0.000,24.853
315,908.491,17.469,17.469,24.130,24.130,0.000,24.130
316,911.471,28.219,28.219,23.406,23.406,0.000,23.406
317,914.452,18.250,18.250,22.683,22.683,0.000,22.683
318,917.433,15.250,15.250,21.959,21.959,0.000,21.959
319,920.414,16.531,16.531,21.236,21.236,0.000,21.236
320,923.395,15.313,15.313,20.512,20.512,0.000,20.512
321,926.376,22.969,22.969,19.788,19.788,0.000,19.788
322,929.358,10.688,10.688,19.065,19.065,0.000,19.065
323,932.340,18.281,18.281,18.341,18.341,0.000,18.341
324,935.321,23.906,23.906,17.618,17.618,0.000,17.618
325,938.303,11.656,11.656,16.894,16.894,0.000,16.894
326,941.285,15.844,15.844,16.171,16.171,0.000,16.171
327,944.268,23.906,23.906,15.447,15.447,0.000,15.447
328,947.250,19.656,19.656,14.724,14.724,0.000,14.724
329,950.233,19.063,19.063,14.000,14.000,0.000,14.000
330,953.215,14.813,14.813,13.277,13.277,0.000,13.277
331,956.198,12.188,12.188,12.553,12.553,0.000,12.553
332,959.181,15.906,15.906,12.492,12.492,0.000,12.492
333,962.164,16.813,16.813,12.432,12.432,0.000,12.432
334,965.147,6.125,6.125,12.371,12.371,0.000,12.371
335,968.131,14.656,14.656,12.310,12.310,0.000,12.310
336,971.114,12.219,12.219,12.249,12.249,0.000,12.249
337,974.098,10.844,10.844,12.189,12.189,0.000,12.189
338,977.081,12.406,12.406,12.128,12.128,0.000,12.128
339,980.065,10.344,10.344,12.067,12.067,0.000,12.067
340,983.049,17.844,17.844,12.007,12.007,0.000,12.007
341,986.033,7.250,7.250,11.946,11.946,0.000,11.946
342,989.017,11.000,11.000,11.885,11.885,0.000,11.885
343,992.001,20.000,20.000,11.824,11.824,0.000,11.824
344,994.986,10.906,10.906,11.764,11.764,0.000,11.764
345,997.970,11.875,11.875,11.703,11.703,0.000,11.703
346,1000.955,9.688,9.688,11.642,11.642,0.000,11.642
347,1003.939,10.063,10.063,11.582,11.582,0.000,11.582
348,1006.924,12.250,12.250,11.521,11.521,0.000,11.521
349,1009.909,26.094,26.094,11.460,11.460,0.000,11.460
350,1012.893,7.156,7.156,11.399,11.399,0.000,11.399
351,1015.878,13.688,13.688,11.339,11.339,0.000,11.339
352,1018.863,7.188,7.188,11.328,11.328,0.000,11.328
353,1021.848,10.313,10.313,11.317,11.317,0.000,11.317
354,1024.834,12.250,12.250,11.306,11.306,0.000,11.306
355,1027.819,18.281,18.281,11.295,11.295,0.000,11.295
356,1030.804,5.906,5.906,11.284,11.284,0.000,11.284
357,1033.790,15.094,15.094,11.273,11.273,0.000,11.273
358,1036.775,17.031,17.031,11.261,11.261,0.000,11.261
359,1039.760,17.781,17.781,11.250,11.250,0.000,11.250
360,1042.746,9.438,9.438,11.239,11.239,0.000,11.239
361,1045.732,4.750,4.750,11.228,11.228,0.000,11.228
362,1048.717,4.313,4.313,11.217,11.217,0.000,11.217
363,1051.703,15.406,15.406,11.206,11.206,0.000,11.206
364,1054.689,14.906,14.906,11.195,11.195,0.000,11.195
365,1057.675,21.688,21.688,11.184,11.184,0.000,11.184
366,1060.660,21.031,21.031,11.173,11.173,0.000,11.173
367,1063.646,15.563,15.563,11.162,11.162,0.000,11.162
368,1066.632,5.781,5.781,11.151,11.151,0.000,11.151
369,1069.618,15.688,15.688,11.140,11.140,0.000,11.140
370,1072.604,11.625,11.625,11.129,11.129,0.000,11.129
371,1075.590,18.719,18.719,11.118,11.118,0.000,11.118
372,1078.576,17.500,17.500,10.841,10.841,0.000,10.841
373,1081.562,17.344,17.344,10.563,10.563,0.000,10.563
374,1084.549,11.906,11.906,10.285,10.285,0.000,10.285
375,1087.535,9.000,9.000,10.008,10.008,0.000,10.008
376,1090.521,7.750,7.750,9.730,9.730,0.000,9.730
377,1093.507,2.531,2.531,9.453,9.453,0.000,9.453
378,1096.493,4.313,4.313,9.175,9.175,0.000,9.175
379,1099.480,8.063,8.063,8.897,8.897,0.000,8.897
380,1102.466,6.875,6.875,8.620,8.620,0.000,8.620
381,1105.452,5.688,5.688,8.342,8.342,0.000,8.342
382,1108.438,0.000,-1.750,8.065,8.065,0.000,8.065
383,1111.424,16.406,16.406,7.787,7.787,0.000,7.787
384,1114.411,7.938,7.938,7.510,7.510,0.000,7.510
385,1117.397,9.938,9.938,7.232,7.232,0.000,7.232
386,1120.383,17.156,17.156,6.954,6.954,0.000,6.954
387,1123.369,7.156,7.156,6.677,6.677,0.000,6.677
388,1126.356,6.375,6.375,6.399,6.399,0.000,6.399
389,1129.342,4.625,4.625,6.122,6.122,0.000,6.122
390,1132.328,16.094,16.094,5.844,5.844,0.000,5.844
391,1135.314,2.625,2.625,5.566,5.566,0.000,5.566
392,1138.300,4.594,4.594,5.289,5.289,0.000,5.289
393,1141.287,7.313,7.313,5.191,5.191,0.000,5.191
394,1144.273,6.906,6.906,5.094,5.094,0.000,5.094
395,1147.259,0.938,0.938,4.997,4.997,0.000,4.997
396,1150.245,1.813,1.813,4.899,4.899,0.000,4.899
397,1153.231,1.500,1.500,4.802,4.802,0.000,4.802
398,1156.217,6.750,6.750,4.704,4.704,0.000,4.704
399,1159.203,6.375,6.375,4.607,4.607,0.000,4.607
400,1162.189,11.375,11.375,4.510,4.510,0.000,4.510
401,1165.175,8.563,8.563,4.412,4.412,0.000,4.412
402,1168.161,7.625,7.625,4.315,4.315,0.000,4.315
403,1171.147,3.344,3.344,4.217,4.217,0.000,4.217
404,1174.132,7.406,7.406,4.120,4.120,0.000,4.120
405,1177.118,3.938,3.938,4.023,4.023,0.000,4.023
406,1180.104,6.406,6.406,3.925,3.925,0.000,3.925
407,1183.089,6.406,6.406,3.828,3.828,0.000,3.828
408,1186.075,7.938,7.938,3.730,3.730,0.000,3.730
409,1189.061,3.938,3.938,3.633,3.633,0.000,3.633
410,1192.046,11.063,11.063,3.535,3.535,0.000,3.535
411,1195.032,5.813,5.813,3.438,3.438,0.000,3.438
412,1198.017,9.875,9.875,3.341,3.341,0.000,3.341
413,1201.002,2.656,2.656,3.243,3.243,0.000,3.243
414,1203.988,0.000,-1.719,3.146,3.146,0.000,3.146
415,1206.973,6.094,6.094,3.720,3.720,0.000,3.720
416,1209.958,5.688,5.688,4.295,4.295,0.000,4.295
417,1212.943,4.938,4.938,4.869,4.869,0.000,4.869
418,1215.928,2.125,2.125,5.444,5.444,0.000,5.444
419,1218.913,5.094,5.094,6.018,6.018,0.000,6.018
420,1221.898,7.063,7.063,6.593,6.593,0.000,6.593
421,1224.883,14.563,14.563,7.167,7.167,0.000,7.167
