ch,keV,net,fit,model,continuum_raw,Pb-212,Tl-208,Bi-212,Ra-224,Th-228,Rn-220
78,214.011,1318.133,1318.133,1552.732,217.999,1088.546,295.066,47.401,73.205,47.899,0.607
79,216.972,1650.367,1650.367,2218.023,181.666,1737.652,278.790,44.946,115.532,40.513,0.582
80,219.934,2254.967,2254.967,3238.525,145.333,2715.964,262.643,42.561,186.125,30.667,0.557
81,222.896,3194.633,3194.633,4582.098,109.000,3986.220,246.597,40.228,287.765,20.750,0.531
82,225.858,4874.233,4874.233,6077.961,72.666,5383.242,230.500,37.897,413.271,12.541,0.503
83,228.820,6712.767,6712.767,7426.433,36.333,6626.744,213.905,35.474,543.063,6.767,0.475
84,231.782,8632.733,8632.733,8284.454,0.000,7403.352,196.002,32.827,648.566,3.259,0.444
85,234.744,9409.000,9409.000,8693.669,257.758,7580.030,346.020,55.051,710.484,1.406,0.670
86,237.706,10121.900,10121.900,8310.585,515.515,7007.582,518.919,80.616,701.984,0.541,0.930
87,240.668,9792.000,9792.000,7312.021,773.273,5857.092,717.377,109.884,626.233,0.186,1.230
88,243.631,8494.400,8494.400,6020.455,1031.031,4432.358,939.356,142.462,504.635,0.057,1.563
89,246.593,6863.967,6863.967,4769.849,1288.789,3044.949,1178.338,177.208,367.390,0.016,1.919
90,249.556,5171.900,5171.900,3793.701,1546.546,1910.569,1426.437,212.699,241.676,0.004,2.281
91,252.519,3587.033,3587.033,3183.612,1804.304,1111.019,1678.379,247.861,143.672,0.001,2.639
92,255.482,2416.133,2416.133,2417.477,1564.094,589.910,1526.640,222.160,76.359,0.000,2.371
93,258.444,1613.433,1613.433,1910.241,1323.884,302.386,1373.803,195.192,36.742,0.000,2.085
94,261.407,1094.133,1094.133,1570.172,1083.674,158.364,1225.721,168.261,16.009,0.000,1.791
95,264.370,921.233,921.233,1323.335,843.464,91.528,1081.722,142.253,6.317,0.000,1.493
96,267.334,784.433,784.433,1119.302,603.254,62.730,935.451,117.652,2.257,0.000,1.195
97,270.297,892.667,892.667,926.987,363.044,53.418,777.428,94.503,0.730,0.000,0.895
98,273.260,844.700,844.700,729.257,122.834,57.376,598.720,72.344,0.214,0.000,0.594
99,276.224,885.600,885.600,784.791,148.083,87.501,613.595,83.003,0.057,0.000,0.627
100,279.187,938.433,938.433,828.977,173.333,131.505,604.312,92.476,0.014,0.000,0.660
101,282.151,908.300,908.300,866.863,198.582,188.755,577.969,99.433,0.003,0.000,0.694
102,285.114,941.067,941.067,903.428,223.831,255.045,544.652,102.992,0.001,0.000,0.728
103,288.078,903.967,903.967,939.883,249.081,322.052,513.995,103.063,0.000,0.000,0.762
104,291.042,935.567,935.567,972.345,274.330,378.578,492.576,100.385,0.000,0.000,0.796
105,294.006,914.367,914.367,993.560,299.579,413.422,483.032,96.264,0.000,0.000,0.830
106,296.970,946.600,946.600,996.679,324.829,418.923,484.738,92.140,0.000,0.000,0.865
107,299.934,875.867,875.867,937.143,308.254,392.661,459.694,83.930,0.000,0.000,0.846
108,302.899,904.067,904.067,859.850,291.679,341.351,440.154,77.507,0.000,0.000,0.828
109,305.863,797.467,797.467,772.656,275.104,275.101,423.704,73.030,0.000,0.000,0.809
110,308.827,763.133,763.133,685.271,258.529,205.495,408.696,70.277,0.000,0.000,0.792
111,311.792,697.100,697.100,606.023,241.954,142.268,394.172,68.799,0.000,0.000,0.774
112,314.756,585.400,585.400,539.760,225.380,91.293,379.651,68.048,0.000,0.000,0.757
113,317.721,514.033,514.033,487.449,208.805,54.314,364.918,67.468,0.000,0.000,0.740
114,320.686,441.100,441.100,447.149,192.230,29.975,349.878,66.563,0.000,0.000,0.723
115,323.651,369.867,369.867,420.898,181.019,15.373,339.154,65.649,0.000,0.000,0.713
116,326.616,410.933,410.933,399.994,169.808,7.350,328.069,63.863,0.000,0.000,0.702
117,329.581,335.733,335.733,381.885,158.597,3.305,316.649,61.230,0.000,0.000,0.691
118,332.546,337.600,337.600,365.051,147.386,1.429,304.979,57.954,0.000,0.000,0.680
119,335.511,343.567,343.567,348.845,136.175,0.630,293.197,54.341,0.000,0.000,0.669
120,338.477,322.833,322.833,333.182,124.964,0.321,281.488,50.708,0.000,0.000,0.657
121,341.442,318.667,318.667,318.228,113.753,0.227,270.043,47.306,0.000,0.000,0.644
122,344.407,350.467,350.467,304.179,102.542,0.235,259.026,44.280,0.000,0.000,0.630
123,347.373,360.167,360.167,301.191,101.380,0.321,257.302,42.934,0.000,0.000,0.627
124,350.339,320.400,320.400,299.204,100.219,0.477,256.133,41.966,0.000,0.000,0.621
125,353.305,266.033,266.033,298.107,99.058,0.721,255.468,41.301,0.000,0.000,0.610
126,356.270,258.500,258.500,297.729,97.897,1.071,255.202,40.854,0.000,0.000,0.594
127,359.236,299.100,299.100,297.865,96.736,1.538,255.195,40.552,0.000,0.000,0.573
128,362.202,257.400,257.400,298.301,95.575,2.116,255.294,40.338,0.000,0.000,0.547
129,365.169,318.667,318.667,298.812,94.414,2.774,255.339,40.175,0.000,0.000,0.517
130,368.135,301.900,301.900,299.158,93.253,3.459,255.166,40.042,0.000,0.000,0.484
131,371.101,317.100,317.100,299.083,92.092,4.096,254.605,39.925,0.000,0.000,0.450
132,374.068,283.100,283.100,297.279,89.892,4.605,252.564,39.688,0.000,0.000,0.415
133,377.034,326.533,326.533,294.521,87.691,4.917,249.760,39.456,0.000,0.000,0.381
134,380.001,277.733,277.733,290.577,85.491,4.991,246.006,39.221,0.000,0.000,0.351
135,382.967,322.400,322.400,285.274,83.291,4.822,241.143,38.978,0.000,0.000,0.324
136,385.934,281.800,281.800,278.537,81.091,4.446,235.066,38.718,0.000,0.000,0.301
137,388.901,275.100,275.100,270.402,78.890,3.924,227.756,38.434,0.000,0.000,0.281
138,391.868,251.133,251.133,261.029,76.690,3.337,219.298,38.123,0.000,0.000,0.264
139,394.835,231.067,231.067,250.691,74.490,2.759,209.886,37.789,0.000,0.000,0.249
140,397.802,274.933,274.933,239.747,72.290,2.250,199.812,37.441,0.000,0.000,0.237
141,400.769,203.400,203.400,229.351,70.840,1.844,190.084,37.189,0.000,0.000,0.227
142,403.737,234.600,234.600,219.155,69.390,1.553,180.414,36.963,0.000,0.000,0.219
143,406.704,193.600,193.600,209.513,67.940,1.363,171.139,36.794,0.000,0.000,0.211
144,409.672,195.267,195.267,200.704,66.490,1.248,162.522,36.724,0.000,0.000,0.204
145,412.639,220.667,220.667,192.917,65.040,1.178,154.727,36.808,0.000,0.000,0.197
146,415.607,179.433,179.433,186.255,63.590,1.121,147.819,37.118,0.000,0.000,0.191
147,418.575,173.967,173.967,180.756,62.141,1.055,141.772,37.738,0.000,0.000,0.185
148,421.543,181.600,181.600,176.413,60.691,0.967,136.500,38.760,0.000,0.000,0.179
149,424.510,166.667,166.667,173.181,59.241,0.855,131.882,40.264,0.000,0.000,0.173
150,427.479,165.933,165.933,170.984,57.791,0.725,127.789,42.295,0.000,0.000,0.168
151,430.447,175.567,175.567,172.967,59.612,0.587,126.972,45.234,0.000,0.000,0.168
152,433.415,188.900,188.900,175.671,61.434,0.454,126.472,48.570,0.000,0.000,0.168
153,436.383,177.033,177.033,178.832,63.255,0.334,126.228,52.096,0.000,0.000,0.168
154,439.352,200.233,200.233,182.127,65.076,0.234,126.201,55.516,0.000,0.000,0.169
155,442.320,192.667,192.667,185.202,66.897,0.156,126.381,58.488,0.000,0.000,0.170
156,445.289,174.833,174.833,187.735,68.719,0.099,126.777,60.680,0.000,0.000,0.172
157,448.257,186.533,186.533,189.496,70.540,0.060,127.417,61.840,0.000,0.000,0.173
158,451.226,166.800,166.800,190.415,72.361,0.034,128.353,61.846,0.000,0.000,0.175
159,454.195,169.900,169.900,190.613,74.183,0.019,129.668,60.743,0.000,0.000,0.176
160,457.164,181.433,181.433,190.422,76.004,0.010,131.504,58.723,0.000,0.000,0.178
161,460.133,202.167,202.167,184.448,71.902,0.005,128.865,55.399,0.000,0.000,0.172
162,463.102,181.733,181.733,179.323,67.800,0.002,127.332,51.816,0.000,0.000,0.166
163,466.071,189.033,189.033,175.918,63.698,0.001,127.450,48.300,0.000,0.000,0.160
164,469.041,200.767,200.767,175.251,59.597,0.000,129.982,45.108,0.000,0.000,0.154
165,472.010,181.000,181.000,178.471,55.495,0.000,135.917,42.399,0.000,0.000,0.149
166,474.980,186.767,186.767,186.800,51.393,0.000,146.416,40.234,0.000,0.000,0.143
167,477.949,209.900,209.900,201.418,47.291,0.000,162.682,38.592,0.000,0.000,0.138
168,480.919,235.600,235.600,223.272,43.189,0.000,185.733,37.399,0.000,0.000,0.134
169,483.889,248.267,248.267,252.796,39.088,0.000,216.105,36.555,0.000,0.000,0.130
170,486.859,285.267,285.267,289.611,34.986,0.000,253.520,35.957,0.000,0.000,0.128
171,489.828,330.667,330.667,332.265,30.884,0.000,296.620,35.512,0.000,0.000,0.127
172,492.799,403.867,403.867,401.686,50.352,0.000,363.715,37.803,0.000,0.000,0.161
173,495.769,465.400,465.400,470.582,69.821,0.000,430.257,40.117,0.000,0.000,0.201
174,498.739,510.933,510.933,534.531,89.290,0.000,491.861,42.413,0.000,0.000,0.250
175,501.709,510.733,510.733,589.016,108.758,0.000,544.034,44.661,0.000,0.000,0.313
176,504.680,607.333,607.333,630.163,128.227,0.000,582.921,46.838,0.000,0.000,0.397
177,507.650,667.933,667.933,655.433,147.695,0.000,605.994,48.920,0.000,0.000,0.511
178,510.621,701.100,701.100,664.109,167.164,0.000,612.544,50.888,0.000,0.000,0.668
179,513.591,681.967,681.967,657.440,186.633,0.000,603.829,52.722,0.000,0.000,0.880
180,516.562,629.533,629.533,638.427,206.101,0.000,582.848,54.408,0.000,0.000,1.161
181,519.533,630.567,630.567,611.289,225.570,0.000,553.819,55.938,0.000,0.000,1.521
182,522.504,627.167,627.167,580.776,245.038,0.000,521.485,57.314,0.000,0.000,1.967
183,525.475,594.533,594.533,511.606,224.618,0.000,455.265,53.889,0.000,0.000,2.442
184,528.446,441.000,441.000,447.627,204.199,0.000,394.294,50.336,0.000,0.000,2.987
185,531.417,397.100,397.100,391.912,183.779,0.000,341.630,46.697,0.000,0.000,3.575
186,534.389,340.333,340.333,346.684,163.359,0.000,299.487,43.019,0.000,0.000,4.169
187,537.360,307.933,307.933,313.555,142.939,0.000,269.480,39.346,0.000,0.000,4.720
188,540.331,276.867,276.867,293.862,122.519,0.000,252.956,35.719,0.000,0.000,5.179
189,543.303,252.233,252.233,288.965,102.099,0.000,251.292,32.167,0.000,0.000,5.499
190,546.275,278.333,278.333,300.391,81.679,0.000,266.029,28.711,0.000,0.000,5.643
191,549.246,290.000,290.000,329.753,61.260,0.000,298.791,25.361,0.000,0.000,5.594
192,552.218,350.733,350.733,378.425,40.840,0.000,350.949,22.116,0.000,0.000,5.354
193,555.190,404.000,404.000,447.010,20.420,0.000,423.095,18.963,0.000,0.000,4.946
194,558.162,510.800,510.800,534.697,0.000,0.000,514.398,15.883,0.000,0.000,4.409
195,561.134,626.067,626.067,685.249,26.161,0.000,663.029,18.405,0.000,0.000,3.808
196,564.107,760.100,760.100,846.888,52.321,0.000,822.646,21.062,0.000,0.000,3.171
197,567.079,892.833,892.833,1012.023,78.482,0.000,985.595,23.873,0.000,0.000,2.547
198,570.051,1035.500,1035.500,1171.145,104.642,0.000,1142.303,26.861,0.000,0.000,1.972
199,573.024,1109.000,1109.000,1313.758,130.803,0.000,1282.220,30.056,0.000,0.000,1.473
200,575.996,1248.967,1248.967,1429.673,156.964,0.000,1395.116,33.486,0.000,0.000,1.061
201,578.969,1439.367,1439.367,1510.438,183.124,0.000,1472.510,37.181,0.000,0.000,0.737
202,581.942,1444.700,1444.700,1550.613,209.285,0.000,1508.949,41.159,0.000,0.000,0.494
203,584.915,1430.533,1430.533,1548.638,235.445,0.000,1502.877,45.431,0.000,0.000,0.319
204,587.888,1443.833,1443.833,1507.083,261.606,0.000,1456.886,49.986,0.000,0.000,0.199
205,590.861,1458.600,1458.600,1432.238,287.766,0.000,1377.307,54.799,0.000,0.000,0.120
206,593.834,1303.333,1303.333,1333.124,313.927,0.000,1273.218,59.823,0.000,0.000,0.069
207,596.807,1251.433,1251.433,1172.472,292.410,0.000,1115.046,57.374,0.000,0.000,0.039
208,599.780,1132.000,1132.000,1008.325,270.893,0.000,953.644,54.648,0.000,0.000,0.021
209,602.754,965.100,965.100,849.765,249.376,0.000,798.092,51.651,0.000,0.000,0.011
210,605.727,811.100,811.100,703.729,227.859,0.000,655.303,48.409,0.000,0.000,0.005
211,608.701,649.533,649.533,574.619,206.342,0.000,529.646,44.961,0.000,0.000,0.003
212,611.674,509.133,509.133,464.359,184.825,0.000,422.997,41.352,0.000,0.000,0.001
213,614.648,380.767,380.767,372.788,163.308,0.000,335.151,37.628,0.000,0.000,0.001
214,617.622,288.700,288.700,298.237,141.791,0.000,264.401,33.829,0.000,0.000,0.000
215,620.596,202.033,202.033,238.162,120.274,0.000,208.171,29.985,0.000,0.000,0.000
216,623.570,172.133,172.133,189.689,98.757,0.000,163.563,26.120,0.000,0.000,0.000
217,626.544,155.867,155.867,150.031,77.240,0.000,127.778,22.248,0.000,0.000,0.000
218,629.518,146.167,146.167,116.749,55.723,0.000,98.367,18.377,0.000,0.000,0.000
219,632.493,89.000,89.000,87.864,34.206,0.000,73.350,14.511,0.000,0.000,0.000
220,635.467,92.000,92.000,82.504,33.319,0.000,68.197,14.304,0.000,0.000,0.000
221,638.441,78.567,78.567,78.962,32.431,0.000,64.856,14.103,0.000,0.000,0.000
222,641.416,71.800,71.800,76.501,31.544,0.000,62.591,13.907,0.000,0.000,0.000
223,644.391,62.400,62.400,74.639,30.656,0.000,60.920,13.717,0.000,0.000,0.000
224,647.365,59.567,59.567,73.078,29.769,0.000,59.540,13.535,0.000,0.000,0.000
225,650.340,69.400,69.400,71.639,28.881,0.000,58.269,13.368,0.000,0.000,0.000
226,653.315,73.500,73.500,70.227,27.994,0.000,56.998,13.227,0.000,0.000,0.000
227,656.290,62.800,62.800,68.802,27.106,0.000,55.671,13.130,0.000,0.000,0.000
228,659.265,70.633,70.633,67.369,26.219,0.000,54.263,13.104,0.000,0.000,0.000
229,662.241,72.700,72.700,65.966,25.331,0.000,52.772,13.192,0.000,0.000,0.000
230,665.216,73.067,73.067,64.666,24.443,0.000,51.209,13.455,0.000,0.000,0.000
231,668.191,65.333,65.333,63.579,23.556,0.000,49.597,13.980,0.000,0.000,0.000
232,671.167,67.533,67.533,62.853,22.668,0.000,47.962,14.889,0.000,0.000,0.000
233,674.142,70.767,70.767,64.321,23.427,0.000,47.689,16.631,0.000,0.000,0.000
234,677.118,79.467,79.467,66.568,24.185,0.000,47.451,19.115,0.000,0.000,0.000
235,680.094,57.100,57.100,69.860,24.943,0.000,47.272,22.587,0.000,0.000,0.000
236,683.070,76.567,76.567,74.493,25.701,0.000,47.169,27.323,0.000,0.000,0.000
237,686.045,78.233,78.233,80.772,26.459,0.000,47.153,33.618,0.000,0.000,0.000
238,689.021,104.067,104.067,88.986,27.218,0.000,47.228,41.756,0.000,0.000,0.000
239,691.998,82.267,82.267,99.370,27.976,0.000,47.394,51.974,0.000,0.000,0.000
240,694.974,97.600,97.600,112.060,28.734,0.000,47.647,64.412,0.000,0.000,0.000
241,697.950,119.867,119.867,127.045,29.492,0.000,47.981,79.063,0.000,0.000,0.000
242,700.926,129.633,129.633,144.125,30.251,0.000,48.393,95.730,0.000,0.000,0.000
243,703.903,152.667,152.667,162.877,31.009,0.000,48.882,113.994,0.000,0.000,0.000
244,706.879,186.633,186.633,182.652,31.767,0.000,49.451,133.199,0.000,0.000,0.000
245,709.856,220.167,220.167,202.592,32.525,0.000,50.110,152.480,0.000,0.000,0.000
246,712.833,214.800,214.800,221.686,33.283,0.000,50.872,170.812,0.000,0.000,0.000
247,715.810,233.500,233.500,239.949,35.138,0.000,52.687,187.260,0.000,0.000,0.000
248,718.787,252.667,252.667,255.241,36.992,0.000,54.657,200.582,0.000,0.000,0.000
249,721.764,273.367,273.367,266.669,38.846,0.000,56.808,209.859,0.000,0.000,0.000
250,724.741,252.333,252.333,273.592,40.701,0.000,59.161,214.429,0.000,0.000,0.000
251,727.718,330.067,330.067,275.706,42.555,0.000,61.733,213.971,0.000,0.000,0.000
252,730.695,313.467,313.467,273.077,44.409,0.000,64.529,208.546,0.000,0.000,0.000
253,733.673,292.633,292.633,266.135,46.263,0.000,67.543,198.590,0.000,0.000,0.000
254,736.650,265.200,265.200,255.625,48.118,0.000,70.750,184.873,0.000,0.000,0.000
255,739.628,267.167,267.167,242.511,49.972,0.000,74.110,168.399,0.000,0.000,0.000
256,742.605,219.300,219.300,227.868,51.826,0.000,77.562,150.303,0.000,0.000,0.000
257,745.583,233.800,233.800,212.763,53.681,0.000,81.032,131.727,0.000,0.000,0.000
258,748.561,234.067,234.067,198.153,55.535,0.000,84.434,113.715,0.000,0.000,0.000
259,751.539,203.000,203.000,184.805,57.389,0.000,87.677,97.123,0.000,0.000,0.000
260,754.517,168.800,168.800,173.250,59.243,0.000,90.676,82.569,0.000,0.000,0.000
261,757.495,164.267,164.267,159.502,56.827,0.000,89.431,70.065,0.000,0.000,0.000
262,760.473,130.433,130.433,147.887,54.410,0.000,87.794,60.085,0.000,0.000,0.000
263,763.451,124.167,124.167,138.271,51.994,0.000,85.740,52.521,0.000,0.000,0.000
264,766.430,135.000,135.000,130.384,49.577,0.000,83.273,47.099,0.000,0.000,0.000
265,769.408,110.833,110.833,123.876,47.161,0.000,80.422,43.439,0.000,0.000,0.000
266,772.387,98.400,98.400,118.367,44.744,0.000,77.242,41.106,0.000,0.000,0.000
267,775.365,102.100,102.100,113.494,42.328,0.000,73.809,39.663,0.000,0.000,0.000
268,778.344,87.133,87.133,108.939,39.911,0.000,70.207,38.706,0.000,0.000,0.000
269,781.323,125.100,125.100,104.453,37.495,0.000,66.530,37.892,0.000,0.000,0.000
270,784.302,102.333,102.333,99.862,35.078,0.000,62.867,36.960,0.000,0.000,0.000
271,787.281,88.133,88.133,95.076,32.662,0.000,59.303,35.734,0.000,0.000,0.000
272,790.260,89.233,89.233,90.077,30.245,0.000,55.911,34.123,0.000,0.000,0.000
273,793.239,82.800,82.800,84.915,27.829,0.000,52.761,32.109,0.000,0.000,0.000
274,796.218,86.267,86.267,79.696,25.412,0.000,49.912,29.736,0.000,0.000,0.000
275,799.198,78.467,78.467,74.565,22.996,0.000,47.424,27.091,0.000,0.000,0.000
276,802.177,73.100,73.100,72.085,22.969,0.000,47.602,24.432,0.000,0.000,0.000
277,805.157,75.800,75.800,70.056,22.941,0.000,48.278,21.728,0.000,0.000,0.000
278,808.137,86.767,86.767,68.669,22.914,0.000,49.531,19.090,0.000,0.000,0.000
279,811.116,74.200,74.200,68.108,22.887,0.000,51.449,16.614,0.000,0.000,0.000
280,814.096,77.900,77.900,68.538,22.860,0.000,54.123,14.373,0.000,0.000,0.000
281,817.076,68.367,68.367,70.094,22.832,0.000,57.645,12.410,0.000,0.000,0.000
282,820.056,74.500,74.500,72.873,22.805,0.000,62.092,10.748,0.000,0.000,0.000
283,823.036,72.733,72.733,76.923,22.778,0.000,67.510,9.384,0.000,0.000,0.000
284,826.016,70.533,70.533,82.231,22.751,0.000,73.904,8.302,0.000,0.000,0.000
285,828.997,80.100,80.100,88.716,22.724,0.000,81.221,7.475,0.000,0.000,0.000
286,831.977,88.167,88.167,96.220,22.696,0.000,89.335,6.869,0.000,0.000,0.000
287,834.957,87.467,87.467,104.506,22.669,0.000,98.042,6.451,0.000,0.000,0.000
288,837.938,110.933,110.933,113.265,22.642,0.000,107.063,6.192,0.000,0.000,0.000
289,840.919,124.633,124.633,122.123,22.615,0.000,116.050,6.065,0.000,0.000,0.000
290,843.899,122.333,122.333,130.662,22.588,0.000,124.605,6.051,0.000,0.000,0.000
291,846.880,155.200,155.200,139.204,23.316,0.000,133.020,6.179,0.000,0.000,0.000
292,849.861,154.000,154.000,146.574,24.044,0.000,140.175,6.397,0.000,0.000,0.000
