ch,keV,net,fit,model,continuum_raw,Eu-152,Esc-NaI
82,228.333,16066.232,16066.232,16338.154,8036.145,16305.302,32.852
83,231.243,17566.766,17566.766,18206.926,7585.202,18186.135,20.791
84,234.154,20339.732,20339.732,20390.652,7134.260,20377.631,13.021
85,237.065,22865.999,22865.999,23430.787,7687.302,23421.648,9.139
86,239.977,26191.899,26191.899,25762.974,8240.344,25755.561,7.413
87,242.890,28060.999,28060.999,26925.897,8793.387,26919.028,6.870
88,245.803,27718.399,27718.399,26744.746,9346.429,26737.857,6.889
89,248.717,27255.966,27255.966,25405.802,9899.471,25398.659,7.142
90,251.631,24740.899,24740.899,23374.874,10452.514,23367.395,7.479
91,254.546,20987.032,20987.032,21208.124,11005.556,21200.285,7.840
92,257.462,17829.132,17829.132,17706.746,9905.579,17699.487,7.259
93,260.378,14634.432,14634.432,14769.162,8805.601,14762.489,6.673
94,263.295,11912.132,11912.132,12433.888,7705.624,12427.800,6.088
95,266.212,9934.233,9934.233,10605.741,6605.647,10600.226,5.515
96,269.131,8572.432,8572.432,9142.455,5505.669,9137.496,4.959
97,272.049,7826.666,7826.666,7914.624,4405.692,7910.198,4.426
98,274.969,7343.699,7343.699,6828.993,3305.715,6825.061,3.932
99,277.889,7121.599,7121.599,6880.113,3260.126,6875.991,4.122
100,280.809,7160.432,7160.432,6974.277,3214.537,6969.802,4.476
101,283.730,7116.299,7116.299,7081.041,3168.947,7075.874,5.167
102,286.652,7173.066,7173.066,7173.240,3123.358,7166.755,6.485
103,289.574,6936.966,6936.966,7227.376,3077.769,7218.534,8.842
104,292.497,7110.566,7110.566,7227.480,3032.180,7214.745,12.734
105,295.421,6904.366,6904.366,7169.477,2986.591,7150.847,18.630
106,298.345,6770.599,6770.599,7063.943,2941.002,7037.163,26.780
107,301.269,6649.866,6649.866,6666.596,2625.071,6629.736,36.860
108,304.194,6522.066,6522.066,6289.810,2309.140,6241.562,48.249
109,307.120,6186.466,6186.466,5994.209,1993.209,5934.640,59.569
110,310.047,6204.133,6204.133,5865.149,1677.278,5796.093,69.056
111,312.974,6473.099,6473.099,6020.542,1361.347,5945.559,74.984
112,315.901,6819.399,6819.399,6614.150,1045.416,6537.993,76.157
113,318.829,8077.033,8077.033,7824.958,729.485,7752.668,72.289
114,321.758,9837.099,9837.099,9823.944,413.554,9759.846,64.098
115,324.687,13185.866,13185.866,14020.083,1401.345,13966.823,53.260
116,327.617,17071.933,17071.933,19077.502,2389.135,19036.213,41.289
117,330.548,22028.733,22028.733,24765.368,3376.925,24735.501,29.867
118,333.479,27047.599,27047.599,30635.170,4364.716,30615.010,20.160
119,336.410,32578.566,32578.566,36069.448,5352.506,36056.750,12.698
120,339.343,36713.833,36713.833,40401.164,6340.296,40393.700,7.464
121,342.275,39972.666,39972.666,43075.362,7328.087,43071.268,4.094
122,345.209,42377.466,42377.466,43799.980,8315.877,43797.885,2.096
123,348.142,42151.166,42151.166,42629.388,9303.668,42628.387,1.001
124,351.077,39638.399,39638.399,38222.451,8566.441,38222.006,0.445
125,354.012,35933.033,35933.033,32906.829,7829.215,32906.644,0.184
126,356.947,31561.499,31561.499,27342.574,7091.989,27342.503,0.071
127,359.884,26082.099,26082.099,22093.939,6354.762,22093.913,0.026
128,362.820,20035.399,20035.399,17531.779,5617.536,17531.771,0.009
129,365.757,15936.666,15936.666,13809.993,4880.309,13809.990,0.003
130,368.695,11915.899,11915.899,10903.952,4143.083,10903.951,0.001
131,371.633,9261.099,9261.099,8680.873,3405.857,8680.872,0.000
132,374.572,7086.099,7086.099,6970.783,2668.630,6970.783,0.000
133,377.512,5891.533,5891.533,6190.630,2504.444,6190.630,0.000
134,380.452,5388.733,5388.733,5650.135,2340.257,5650.135,0.000
135,383.392,5002.399,5002.399,5274.343,2176.071,5274.343,0.000
136,386.333,4647.800,4647.800,5021.470,2011.884,5021.470,0.000
137,389.275,4613.099,4613.099,4869.603,1847.697,4869.603,0.000
138,392.217,4597.133,4597.133,4804.554,1683.511,4804.554,0.000
139,395.160,4797.066,4797.066,4811.225,1519.324,4811.225,0.000
140,398.103,4905.933,4905.933,4869.014,1355.137,4869.014,0.000
141,401.047,5084.400,5084.400,4951.039,1190.951,4951.039,0.000
142,403.991,5248.600,5248.600,5236.607,1236.730,5236.607,0.000
143,406.936,5646.600,5646.600,5486.251,1282.510,5486.251,0.000
144,409.881,5736.266,5736.266,5677.611,1328.289,5677.611,0.000
145,412.827,5775.666,5775.666,5800.662,1374.069,5800.662,0.000
146,415.773,6011.433,6011.433,5860.296,1419.848,5860.296,0.000
147,418.720,5939.966,5939.966,5875.074,1465.627,5875.074,0.000
148,421.668,6047.600,6047.600,5872.123,1511.407,5872.123,0.000
149,424.616,5829.666,5829.666,5879.449,1557.186,5879.449,0.000
150,427.564,6068.933,6068.933,5917.887,1602.966,5917.887,0.000
151,430.513,5831.566,5831.566,5995.095,1648.745,5995.095,0.000
152,433.463,5915.900,5915.900,6039.403,1630.563,6039.403,0.000
153,436.413,5920.033,5920.033,6093.931,1612.380,6093.931,0.000
154,439.363,6059.233,6059.233,6130.552,1594.198,6130.552,0.000
155,442.314,6063.666,6063.666,6121.522,1576.015,6121.522,0.000
156,445.266,6055.833,6055.833,6046.709,1557.833,6046.709,0.000
157,448.218,5937.533,5937.533,5898.443,1539.650,5898.443,0.000
158,451.171,5850.800,5850.800,5682.877,1521.468,5682.877,0.000
159,454.124,5585.900,5585.900,5417.880,1503.285,5417.880,0.000
160,457.077,5365.433,5365.433,5128.421,1485.103,5128.421,0.000
161,460.031,4953.166,4953.166,4840.963,1466.920,4840.963,0.000
162,462.986,4671.733,4671.733,4561.733,1432.074,4561.733,0.000
163,465.941,4340.033,4340.033,4323.279,1397.227,4323.279,0.000
164,468.897,4135.766,4135.766,4133.091,1362.380,4133.091,0.000
165,471.853,3795.000,3795.000,3990.771,1327.534,3990.771,0.000
166,474.810,3684.766,3684.766,3889.832,1292.687,3889.832,0.000
167,477.767,3637.900,3637.900,3820.099,1257.840,3820.099,0.000
168,480.724,3532.600,3532.600,3770.109,1222.993,3770.109,0.000
169,483.682,3597.266,3597.266,3729.107,1188.147,3729.107,0.000
170,486.641,3568.266,3568.266,3688.439,1153.300,3688.439,0.000
171,489.600,3515.666,3515.666,3642.293,1118.453,3642.293,0.000
172,492.560,3639.866,3639.866,3587.863,1083.606,3587.863,0.000
173,495.520,3692.400,3692.400,3561.179,1084.922,3561.179,0.000
174,498.480,3804.933,3804.933,3527.964,1086.238,3527.964,0.000
175,501.441,3619.733,3619.733,3491.295,1087.554,3491.295,0.000
176,504.403,3681.333,3681.333,3454.620,1088.870,3454.620,0.000
177,507.365,3404.933,3404.933,3421.075,1090.186,3421.075,0.000
178,510.327,3638.100,3638.100,3393.040,1091.501,3393.040,0.000
179,513.290,3441.966,3441.966,3371.953,1092.817,3371.953,0.000
180,516.254,3431.533,3431.533,3358.356,1094.133,3358.356,0.000
181,519.218,3410.566,3410.566,3352.102,1095.449,3352.102,0.000
182,522.182,3438.166,3438.166,3352.628,1096.765,3352.628,0.000
183,525.147,3271.533,3271.533,3359.226,1098.080,3359.226,0.000
184,528.112,3352.000,3352.000,3347.672,1075.819,3347.672,0.000
185,531.078,3250.100,3250.100,3341.060,1053.558,3341.060,0.000
186,534.044,3272.333,3272.333,3339.079,1031.297,3339.079,0.000
187,537.011,3239.933,3239.933,3341.507,1009.036,3341.507,0.000
188,539.978,3189.866,3189.866,3348.073,986.775,3348.073,0.000
189,542.946,3261.233,3261.233,3358.295,964.514,3358.295,0.000
190,545.914,3362.333,3362.333,3371.348,942.252,3371.348,0.000
191,548.882,3395.000,3395.000,3385.983,919.991,3385.983,0.000
192,551.851,3393.733,3393.733,3400.537,897.730,3400.537,0.000
193,554.821,3410.000,3410.000,3413.029,875.469,3413.029,0.000
194,557.791,3408.800,3408.800,3421.337,853.208,3421.337,0.000
195,560.761,3448.066,3448.066,3423.402,830.947,3423.402,0.000
196,563.732,3507.100,3507.100,3434.379,825.614,3434.379,0.000
197,566.703,3471.833,3471.833,3436.008,820.281,3436.008,0.000
198,569.675,3423.500,3423.500,3427.504,814.948,3427.504,0.000
199,572.647,3431.000,3431.000,3408.643,809.615,3408.643,0.000
200,575.620,3401.966,3401.966,3379.724,804.282,3379.724,0.000
201,578.593,3392.366,3392.366,3341.492,798.950,3341.492,0.000
202,581.566,3329.700,3329.700,3295.057,793.617,3295.057,0.000
203,584.540,3255.533,3255.533,3241.823,788.284,3241.823,0.000
204,587.515,3206.833,3206.833,3183.426,782.951,3183.426,0.000
205,590.489,3203.600,3203.600,3121.684,777.618,3121.684,0.000
206,593.465,3046.333,3046.333,3058.522,772.286,3058.522,0.000
207,596.440,2931.433,2931.433,2995.879,766.953,2995.879,0.000
208,599.416,2925.000,2925.000,2929.519,755.553,2929.519,0.000
209,602.393,2812.100,2812.100,2867.100,744.153,2867.100,0.000
210,605.370,2731.100,2731.100,2809.853,732.754,2809.853,0.000
211,608.347,2814.533,2814.533,2758.573,721.354,2758.573,0.000
212,611.325,2749.133,2749.133,2713.591,709.955,2713.591,0.000
213,614.303,2642.766,2642.766,2674.818,698.555,2674.818,0.000
214,617.282,2677.700,2677.700,2641.833,687.155,2641.833,0.000
215,620.261,2651.033,2651.033,2614.016,675.756,2614.016,0.000
216,623.241,2563.133,2563.133,2590.682,664.356,2590.682,0.000
217,626.221,2501.866,2501.866,2571.208,652.956,2571.208,0.000
218,629.201,2481.166,2481.166,2555.128,641.557,2555.128,0.000
219,632.182,2613.000,2613.000,2542.193,630.157,2542.193,0.000
220,635.163,2518.000,2518.000,2532.388,618.758,2532.388,0.000
221,638.145,2591.566,2591.566,2545.074,626.514,2545.074,0.000
222,641.127,2647.800,2647.800,2561.476,634.271,2561.476,0.000
223,644.109,2520.400,2520.400,2582.082,642.027,2582.082,0.000
224,647.092,2664.566,2664.566,2607.401,649.784,2607.401,0.000
225,650.075,2642.400,2642.400,2637.861,657.540,2637.861,0.000
226,653.059,2678.500,2678.500,2673.693,665.297,2673.693,0.000
227,656.043,2622.800,2622.800,2714.818,673.054,2714.818,0.000
228,659.027,2774.633,2774.633,2760.746,680.810,2760.746,0.000
229,662.012,2731.700,2731.700,2810.499,688.567,2810.499,0.000
230,664.997,2969.066,2969.066,2862.582,696.323,2862.582,0.000
231,667.983,2838.333,2838.333,2915.020,704.080,2915.020,0.000
232,670.969,2962.533,2962.533,2965.468,711.837,2965.468,0.000
233,673.955,2977.766,2977.766,3011.385,719.593,3011.385,0.000
234,676.942,2964.466,2964.466,3049.673,726.752,3049.673,0.000
235,679.929,3197.100,3197.100,3078.731,733.911,3078.731,0.000
236,682.917,3222.566,3222.566,3096.911,741.071,3096.911,0.000
237,685.905,3048.233,3048.233,3103.317,748.230,3103.317,0.000
238,688.893,3047.066,3047.066,3097.930,755.389,3097.930,0.000
239,691.882,2999.266,2999.266,3081.624,762.548,3081.624,0.000
240,694.871,3100.600,3100.600,3056.084,769.707,3056.084,0.000
241,697.861,3146.866,3146.866,3023.640,776.866,3023.640,0.000
242,700.851,3026.633,3026.633,2987.043,784.026,2987.043,0.000
243,703.841,3014.666,3014.666,2949.235,791.185,2949.235,0.000
244,706.832,2857.633,2857.633,2913.139,798.344,2913.139,0.000
245,709.823,2993.166,2993.166,2881.528,805.503,2881.528,0.000
246,712.814,2939.800,2939.800,2856.969,812.662,2856.969,0.000
247,715.806,2897.500,2897.500,2841.867,819.821,2841.867,0.000
248,718.798,2827.666,2827.666,2822.227,810.623,2822.227,0.000
249,721.790,2744.366,2744.366,2816.896,801.426,2816.896,0.000
250,724.783,2790.333,2790.333,2828.671,792.228,2828.671,0.000
251,727.777,2782.066,2782.066,2860.796,783.030,2860.796,0.000
252,730.770,2954.466,2954.466,2917.008,773.832,2917.008,0.000
253,733.764,2992.633,2992.633,3001.444,764.634,3001.444,0.000
254,736.759,3024.200,3024.200,3118.381,755.436,3118.381,0.000
255,739.753,3200.166,3200.166,3271.787,746.238,3271.787,0.000
256,742.748,3440.300,3440.300,3464.710,737.040,3464.710,0.000
257,745.744,3438.800,3438.800,3698.544,727.842,3698.544,0.000
258,748.739,3807.066,3807.066,3972.264,718.645,3972.264,0.000
259,751.736,4039.000,4039.000,4281.743,709.447,4281.743,0.000
260,754.732,4555.800,4555.800,4619.279,700.249,4619.279,0.000
261,757.729,5041.266,5041.266,4973.467,691.051,4973.467,0.000
262,760.726,5355.433,5355.433,5373.800,726.156,5373.800,0.000
263,763.724,5784.166,5784.166,5758.550,761.260,5758.550,0.000
264,766.721,6255.000,6255.000,6108.914,796.365,6108.914,0.000
265,769.720,6447.833,6447.833,6406.293,831.470,6406.293,0.000
266,772.718,6901.400,6901.400,6634.038,866.575,6634.038,0.000
267,775.717,7146.100,7146.100,6779.139,901.679,6779.139,0.000
268,778.716,7257.133,7257.133,6833.608,936.784,6833.608,0.000
269,781.716,7231.100,7231.100,6795.367,971.889,6795.367,0.000
270,784.716,7113.333,7113.333,6668.497,1006.994,6668.497,0.000
271,787.716,7021.133,7021.133,6462.807,1042.098,6462.807,0.000
272,790.717,6569.233,6569.233,6192.800,1077.203,6192.800,0.000
273,793.718,6195.800,6195.800,5876.189,1112.308,5876.189,0.000
274,796.719,5836.266,5836.266,5532.172,1147.413,5532.172,0.000
275,799.720,5308.466,5308.466,5179.724,1182.518,5179.724,0.000
276,802.722,4879.100,4879.100,4836.103,1217.622,4836.103,0.000
277,805.725,4339.800,4339.800,4429.113,1166.098,4429.113,0.000
278,808.727,4032.766,4032.766,4056.346,1114.574,4056.346,0.000
279,811.730,3771.200,3771.200,3725.118,1063.049,3725.118,0.000
280,814.733,3367.900,3367.900,3439.325,1011.525,3439.325,0.000
281,817.737,2949.366,2949.366,3199.948,960.001,3199.948,0.000
282,820.740,2804.500,2804.500,3005.724,908.477,3005.724,0.000
283,823.745,2700.733,2700.733,2853.824,856.952,2853.824,0.000
284,826.749,2518.533,2518.533,2740.473,805.428,2740.473,0.000
285,829.754,2480.100,2480.100,2661.405,753.904,2661.405,0.000
286,832.759,2484.166,2484.166,2612.172,702.379,2612.172,0.000
287,835.764,2460.466,2460.466,2588.270,650.855,2588.270,0.000
288,838.770,2461.933,2461.933,2585.162,599.331,2585.162,0.000
289,841.776,2613.633,2613.633,2598.219,547.807,2598.219,0.000
290,844.782,2532.333,2532.333,2622.647,496.282,2622.647,0.000
291,847.789,2777.200,2777.200,2653.447,444.758,2653.447,0.000
292,850.796,2782.000,2782.000,2685.448,393.234,2685.448,0.000
293,853.803,2948.000,2948.000,2761.079,389.374,2761.079,0.000
294,856.811,2848.300,2848.300,2827.583,385.514,2827.583,0.000
295,859.819,2958.166,2958.166,2880.265,381.653,2880.265,0.000
296,862.827,2897.900,2897.900,2915.127,377.793,2915.127,0.000
297,865.835,2982.800,2982.800,2929.148,373.933,2929.148,0.000
298,868.844,3083.166,3083.166,2920.514,370.073,2920.514,0.000
299,871.853,3009.433,3009.433,2888.766,366.213,2888.766,0.000
300,874.862,3007.733,3007.733,2834.833,362.353,2834.833,0.000
301,877.872,2776.800,2776.800,2760.951,358.493,2760.951,0.000
302,880.882,2652.333,2652.333,2670.478,354.633,2670.478,0.000
303,883.892,2572.200,2572.200,2567.623,350.772,2567.623,0.000
304,886.902,2534.333,2534.333,2457.143,346.912,2457.143,0.000
305,889.913,2404.700,2404.700,2344.022,343.052,2344.022,0.000
306,892.924,2232.266,2232.266,2233.191,339.192,2233.191,0.000
307,895.935,2175.500,2175.500,2129.306,335.332,2129.306,0.000
308,898.947,2068.033,2068.033,2036.610,331.472,2036.610,0.000
309,901.959,1980.333,1980.333,1990.516,359.262,1990.516,0.000
310,904.971,1911.266,1911.266,1962.664,387.053,1962.664,0.000
311,907.983,1958.566,1958.566,1955.916,414.843,1955.916,0.000
312,910.996,1962.033,1962.033,1972.770,442.634,1972.770,0.000
313,914.009,2014.900,2014.900,2015.396,470.425,2015.396,0.000
314,917.022,2023.800,2023.800,2085.634,498.215,2085.634,0.000
315,920.035,2166.766,2166.766,2184.915,526.006,2184.915,0.000
316,923.049,2142.066,2142.066,2314.123,553.796,2314.123,0.000
317,926.063,2368.700,2368.700,2473.378,581.587,2473.378,0.000
318,929.077,2472.366,2472.366,2661.795,609.377,2661.795,0.000
319,932.092,2875.100,2875.100,2877.224,637.168,2877.224,0.000
320,935.107,3055.966,3055.966,3116.038,664.958,3116.038,0.000
321,938.122,3296.200,3296.200,3373.007,692.749,3373.007,0.000
322,941.137,3415.000,3415.000,3641.294,720.540,3641.294,0.000
323,944.153,3996.733,3996.733,3912.618,748.330,3912.618,0.000
324,947.168,4001.366,4001.366,4177.582,776.121,4177.582,0.000
325,950.184,4314.467,4314.467,4426.161,803.911,4426.161,0.000
326,953.201,4440.633,4440.633,4604.974,788.357,4604.974,0.000
327,956.217,5027.000,5027.000,4748.012,772.804,4748.012,0.000
328,959.234,5008.266,5008.266,4847.292,757.250,4847.292,0.000
329,962.251,5026.533,5026.533,4896.830,741.696,4896.830,0.000
330,965.268,5131.233,5131.233,4893.114,726.142,4893.114,0.000
331,968.286,5007.500,5007.500,4835.393,710.589,4835.393,0.000
332,971.304,4915.100,4915.100,4725.716,695.035,4725.716,0.000
333,974.322,4897.600,4897.600,4568.745,679.481,4568.745,0.000
334,977.340,4601.166,4601.166,4371.339,663.927,4371.339,0.000
335,980.359,4464.033,4464.033,4141.981,648.374,4141.981,0.000
336,983.377,4114.766,4114.766,3890.096,632.820,3890.096,0.000
337,986.396,3798.600,3798.600,3625.341,617.266,3625.341,0.000
338,989.415,3424.733,3424.733,3356.950,601.713,3356.950,0.000
339,992.435,3219.933,3219.933,3093.187,586.159,3093.187,0.000
340,995.454,2968.066,2968.066,2840.944,570.605,2840.944,0.000
341,998.474,2623.900,2623.900,2605.528,555.051,2605.528,0.000
342,1001.494,2315.633,2315.633,2390.614,539.498,2390.614,0.000
343,1004.515,2223.467,2223.467,2198.700,524.290,2198.700,0.000
344,1007.535,2019.367,2019.367,2030.300,509.082,2030.300,0.000
345,1010.556,1759.167,1759.167,1885.288,493.874,1885.288,0.000
346,1013.577,1711.266,1711.266,1762.889,478.666,1762.889,0.000
347,1016.598,1581.500,1581.500,1662.016,463.458,1662.016,0.000
348,1019.620,1526.667,1526.667,1581.560,448.250,1581.560,0.000
349,1022.641,1430.267,1430.267,1520.623,433.043,1520.623,0.000
350,1025.663,1478.400,1478.400,1478.679,417.835,1478.679,0.000
351,1028.685,1328.100,1328.100,1455.658,402.627,1455.658,0.000
352,1031.708,1375.367,1375.367,1451.955,387.419,1451.955,0.000
353,1034.730,1442.967,1442.967,1468.374,372.211,1468.374,0.000
354,1037.753,1474.833,1474.833,1506.022,357.003,1506.022,0.000
355,1040.776,1575.333,1575.333,1566.162,341.796,1566.162,0.000
356,1043.799,1687.433,1687.433,1650.029,326.588,1650.029,0.000
357,1046.822,1736.467,1736.467,1758.645,311.380,1758.645,0.000
358,1049.846,1992.800,1992.800,1892.619,296.172,1892.619,0.000
359,1052.869,2056.667,2056.667,2051.963,280.964,2051.963,0.000
360,1055.893,2256.400,2256.400,2235.935,265.756,2235.935,0.000
361,1058.917,2537.500,2537.500,2507.728,315.365,2507.728,0.000
362,1061.942,2819.667,2819.667,2799.942,364.974,2799.942,0.000
363,1064.966,3107.800,3107.800,3109.012,414.583,3109.012,0.000
364,1067.991,3466.133,3466.133,3430.429,464.191,3430.429,0.000
365,1071.016,3898.133,3898.133,3758.835,513.800,3758.835,0.000
366,1074.041,4104.100,4104.100,4088.185,563.409,4088.185,0.000
367,1077.066,4392.800,4392.800,4411.944,613.018,4411.944,0.000
368,1080.091,4732.967,4732.967,4723.337,662.626,4723.337,0.000
369,1083.117,4999.600,4999.600,5015.607,712.235,5015.607,0.000
370,1086.143,5425.833,5425.833,5282.293,761.844,5282.293,0.000
371,1089.169,5578.800,5578.800,5517.490,811.453,5517.490,0.000
372,1092.195,5878.267,5878.267,5716.089,861.061,5716.089,0.000
373,1095.221,6033.000,6033.000,5873.977,910.670,5873.977,0.000
374,1098.248,6058.767,6058.767,5988.205,960.279,5988.205,0.000
375,1101.274,6130.400,6130.400,6057.086,1009.888,6057.086,0.000
376,1104.301,6248.667,6248.667,6080.260,1059.496,6080.260,0.000
377,1107.328,6182.533,6182.533,6058.690,1109.105,6058.690,0.000
378,1110.356,5917.933,5917.933,5994.612,1158.714,5994.612,0.000
379,1113.383,5741.633,5741.633,5891.429,1208.323,5891.429,0.000
380,1116.410,5581.233,5581.233,5648.679,1153.043,5648.679,0.000
381,1119.438,5427.167,5427.167,5376.507,1097.763,5376.507,0.000
382,1122.466,4952.166,4952.166,5080.782,1042.484,5080.782,0.000
383,1125.494,4751.167,4751.167,4767.742,987.204,4767.742,0.000
384,1128.522,4453.533,4453.533,4443.743,931.925,4443.743,0.000
385,1131.551,4079.833,4079.833,4115.011,876.645,4115.011,0.000
386,1134.579,3582.833,3582.833,3787.404,821.366,3787.404,0.000
387,1137.608,3479.767,3479.767,3466.218,766.086,3466.218,0.000
388,1140.637,3226.733,3226.733,3156.019,710.807,3156.019,0.000
389,1143.666,2732.533,2732.533,2860.530,655.527,2860.530,0.000
390,1146.695,2570.333,2570.333,2582.574,600.248,2582.574,0.000
391,1149.724,2171.333,2171.333,2324.065,544.968,2324.065,0.000
392,1152.753,2145.500,2145.500,2086.047,489.688,2086.047,0.000
393,1155.783,1851.433,1851.433,1868.777,434.409,1868.777,0.000
394,1158.813,1644.533,1644.533,1671.840,379.129,1671.840,0.000
395,1161.843,1465.133,1465.133,1494.274,323.850,1494.274,0.000
396,1164.873,1421.067,1421.067,1334.707,268.570,1334.707,0.000
397,1167.903,1256.333,1256.333,1191.492,213.291,1191.492,0.000
398,1170.933,1181.267,1181.267,1062.827,158.011,1062.827,0.000
399,1173.963,1065.800,1065.800,1001.978,157.858,1001.978,0.000
400,1176.994,977.067,977.067,951.982,157.706,951.982,0.000
401,1180.025,926.667,926.667,911.083,157.553,911.083,0.000
402,1183.055,939.300,939.300,877.645,157.401,877.645,0.000
