ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
824,2443.067,67.999,67.999,66.586,66.586,66.586,0.000
825,2446.018,59.922,59.922,66.608,66.608,66.608,0.000
826,2448.969,63.153,63.153,66.629,66.629,66.629,0.000
827,2451.920,72.191,72.191,65.862,65.862,65.862,0.000
828,2454.871,66.153,66.153,65.094,65.094,65.094,0.000
829,2457.822,67.384,67.384,64.326,64.326,64.326,0.000
830,2460.772,57.384,57.384,63.558,63.558,63.558,0.000
831,2463.723,63.230,63.230,62.790,62.790,62.790,0.000
832,2466.673,58.653,58.653,62.022,62.022,62.022,0.000
833,2469.623,64.461,64.461,61.254,61.254,61.254,0.000
834,2472.573,68.191,68.191,60.486,60.486,60.486,0.000
835,2475.523,67.114,67.114,59.718,59.718,59.718,0.000
836,2478.472,58.268,58.268,58.950,58.950,58.950,0.000
837,2481.422,54.538,54.538,58.182,58.182,58.182,0.000
838,2484.371,63.307,63.307,57.414,57.414,57.414,0.000
839,2487.321,61.153,61.153,56.646,56.646,56.646,0.000
840,2490.270,59.384,59.384,55.878,55.878,55.878,0.000
841,2493.219,79.307,79.307,55.110,55.110,55.110,0.000
842,2496.168,60.268,60.268,54.342,54.342,54.342,0.000
843,2499.116,60.307,60.307,53.574,53.574,53.574,0.000
844,2502.065,55.922,55.922,52.806,52.806,52.806,0.000
845,2505.013,51.114,51.114,52.038,52.038,52.038,0.000
846,2507.962,54.422,54.422,51.270,51.270,51.270,0.000
847,2510.910,52.422,52.422,50.502,50.502,50.502,0.000
848,2513.858,52.230,52.230,49.735,49.734,49.735,0.000
849,2516.806,48.268,48.268,48.967,48.966,48.967,0.000
850,2519.754,60.076,60.076,48.199,48.198,48.199,0.000
851,2522.702,44.191,44.191,47.431,47.430,47.431,0.000
852,2525.650,54.883,54.883,46.663,46.662,46.663,0.000
853,2528.597,42.960,42.960,45.896,45.894,45.896,0.000
854,2531.545,46.153,46.153,45.128,45.127,45.128,0.000
855,2534.492,51.307,51.307,44.361,44.359,44.361,0.000
856,2537.439,43.153,43.153,43.594,43.591,43.594,0.000
857,2540.386,52.999,52.999,42.827,42.823,42.827,0.000
858,2543.334,47.076,47.076,42.060,42.055,42.060,0.000
859,2546.281,42.114,42.114,41.294,41.287,41.294,0.000
860,2549.227,43.691,43.691,40.528,40.519,40.528,0.000
861,2552.174,45.806,45.806,39.763,39.751,39.763,0.000
862,2555.121,40.883,40.883,38.812,38.796,38.812,0.000
863,2558.068,39.691,39.691,37.862,37.841,37.862,0.000
864,2561.014,43.152,43.152,36.913,36.886,36.913,0.000
865,2563.960,31.421,31.421,35.965,35.931,35.965,0.000
866,2566.907,32.768,32.768,35.019,34.977,35.019,0.000
867,2569.853,27.691,27.691,34.076,34.022,34.076,0.000
868,2572.799,33.383,33.383,33.135,33.067,33.135,0.000
869,2575.745,42.845,42.845,32.198,32.112,32.198,0.000
870,2578.691,19.421,19.421,31.265,31.157,31.265,0.000
871,2581.637,25.152,25.152,30.337,30.203,30.337,0.000
872,2584.583,22.498,22.498,29.416,29.248,29.416,0.000
873,2587.529,22.267,22.267,28.501,28.293,28.501,0.000
874,2590.475,24.691,24.691,27.596,27.338,27.596,0.000
875,2593.421,31.614,31.614,26.700,26.383,26.700,0.000
876,2596.366,29.306,29.306,25.817,25.428,25.817,0.000
877,2599.312,29.845,29.845,24.949,24.474,24.949,0.000
878,2602.257,23.306,23.306,24.097,23.519,24.097,0.000
879,2605.203,23.691,23.691,23.266,22.564,23.266,0.000
880,2608.148,11.306,11.306,22.457,21.609,22.457,0.000
881,2611.094,21.691,21.691,21.675,20.654,21.675,0.000
882,2614.039,22.652,22.652,20.924,19.699,20.924,0.000
883,2616.984,21.037,21.037,20.207,18.745,20.207,0.000
884,2619.929,29.113,29.113,19.531,17.790,19.531,0.000
885,2622.875,12.306,12.306,18.900,16.835,18.900,0.000
886,2625.820,11.614,11.614,18.320,15.880,18.320,0.000
887,2628.765,14.806,14.806,17.797,14.925,17.797,0.000
888,2631.710,14.498,14.498,17.339,13.970,17.339,0.000
889,2634.655,26.037,26.037,16.951,13.016,16.951,0.000
890,2637.600,13.230,13.230,16.641,12.061,16.641,0.000
891,2640.545,26.691,26.691,16.417,11.106,16.417,0.000
892,2643.490,21.845,21.845,16.287,10.151,16.287,0.000
893,2646.435,19.999,19.999,16.259,9.196,16.259,0.000
894,2649.380,30.114,30.114,16.340,8.241,16.340,0.000
895,2652.324,23.230,23.230,16.538,7.287,16.538,0.000
896,2655.269,22.268,22.268,16.861,6.332,16.861,0.000
897,2658.214,22.461,22.461,17.316,5.377,17.316,0.000
898,2661.159,32.345,32.345,19.260,5.773,19.260,0.000
899,2664.104,22.153,22.153,21.347,6.169,21.347,0.000
900,2667.049,28.499,28.499,23.583,6.566,23.583,0.000
901,2669.993,20.422,20.422,25.971,6.962,25.971,0.000
902,2672.938,29.307,29.307,28.512,7.358,28.512,0.000
903,2675.883,39.268,39.268,31.207,7.754,31.207,0.000
904,2678.828,34.268,34.268,34.055,8.151,34.055,0.000
905,2681.772,44.422,44.422,37.053,8.547,37.053,0.000
906,2684.717,40.307,40.307,40.194,8.943,40.194,0.000
907,2687.662,31.653,31.653,43.472,9.339,43.472,0.000
908,2690.607,38.653,38.653,46.877,9.736,46.877,0.000
909,2693.552,50.499,50.499,50.395,10.132,50.395,0.000
910,2696.496,57.461,57.461,54.013,10.528,54.013,0.000
911,2699.441,45.422,45.422,57.714,10.924,57.714,0.000
912,2702.386,67.461,67.461,61.477,11.321,61.477,0.000
913,2705.331,50.692,50.692,65.282,11.717,65.282,0.000
914,2708.276,57.653,57.653,69.105,12.113,69.105,0.000
915,2711.221,67.461,67.461,72.921,12.509,72.921,0.000
916,2714.166,74.499,74.499,76.702,12.906,76.702,0.000
917,2717.111,84.692,84.692,80.422,13.302,80.422,0.000
918,2720.056,68.538,68.538,84.050,13.698,84.050,0.000
919,2723.001,76.769,76.769,87.560,14.094,87.560,0.000
920,2725.946,71.538,71.538,90.920,14.490,90.920,0.000
921,2728.891,78.730,78.730,94.103,14.887,94.103,0.000
922,2731.836,87.499,87.499,97.080,15.283,97.080,0.000
923,2734.781,98.615,98.615,99.827,15.679,99.827,0.000
924,2737.727,107.576,107.576,102.317,16.075,102.317,0.000
925,2740.672,80.730,80.730,104.529,16.472,104.529,0.000
926,2743.617,115.769,115.769,106.444,16.868,106.444,0.000
927,2746.563,126.692,126.692,108.045,17.264,108.045,0.000
928,2749.508,99.499,99.499,109.318,17.660,109.318,0.000
929,2752.454,113.653,113.653,110.254,18.057,110.254,0.000
930,2755.399,113.769,113.769,110.847,18.453,110.847,0.000
931,2758.345,103.846,103.846,111.094,18.849,111.094,0.000
932,2761.291,114.692,114.692,110.997,19.245,110.997,0.000
933,2764.236,115.576,115.576,110.562,19.642,110.562,0.000
934,2767.182,115.576,115.576,109.798,20.038,109.798,0.000
935,2770.128,101.730,101.730,107.801,19.517,107.801,0.000
936,2773.074,112.538,112.538,105.503,18.995,105.503,0.000
937,2776.020,106.615,106.615,102.924,18.474,102.924,0.000
938,2778.967,98.499,98.499,100.087,17.953,100.087,0.000
939,2781.913,95.653,95.653,97.014,17.431,97.014,0.000
940,2784.859,107.653,107.653,93.733,16.910,93.733,0.000
941,2787.806,95.576,95.576,90.270,16.389,90.270,0.000
942,2790.752,93.576,93.576,86.655,15.867,86.655,0.000
943,2793.699,102.653,102.653,82.916,15.346,82.916,0.000
944,2796.646,75.615,75.615,79.082,14.825,79.082,0.000
945,2799.593,82.384,82.384,75.182,14.303,75.182,0.000
946,2802.539,94.730,94.730,71.245,13.782,71.245,0.000
947,2805.487,72.807,72.807,67.296,13.261,67.296,0.000
948,2808.434,60.769,60.769,63.362,12.739,63.362,0.000
949,2811.381,72.653,72.653,59.467,12.218,59.467,0.000
950,2814.328,47.653,47.653,55.632,11.697,55.632,0.000
951,2817.276,47.807,47.807,51.876,11.175,51.876,0.000
952,2820.224,61.653,61.653,48.218,10.654,48.218,0.000
953,2823.171,45.846,45.846,44.672,10.133,44.672,0.000
954,2826.119,51.576,51.576,41.251,9.611,41.251,0.000
955,2829.067,50.576,50.576,37.965,9.090,37.965,0.000
956,2832.015,45.846,45.846,34.822,8.569,34.822,0.000
957,2834.964,28.653,28.653,31.828,8.047,31.828,0.000
958,2837.912,25.653,25.653,28.987,7.526,28.987,0.000
959,2840.861,22.730,22.730,26.299,7.005,26.299,0.000
960,2843.809,21.769,21.769,23.766,6.484,23.766,0.000
961,2846.758,27.692,27.692,21.384,5.962,21.384,0.000
962,2849.707,19.653,19.653,19.151,5.441,19.151,0.000
963,2852.656,22.769,22.769,17.063,4.920,17.063,0.000
964,2855.606,12.692,12.692,15.114,4.398,15.114,0.000
965,2858.555,17.615,17.615,13.297,3.877,13.297,0.000
966,2861.505,14.730,14.730,11.606,3.356,11.606,0.000
967,2864.455,6.730,6.730,10.033,2.834,10.033,0.000
968,2867.405,11.692,11.692,8.571,2.313,8.571,0.000
969,2870.355,9.653,9.653,7.211,1.792,7.211,0.000
970,2873.305,3.499,3.499,5.946,1.270,5.946,0.000
971,2876.255,8.730,8.730,4.768,0.749,4.768,0.000
972,2879.206,1.576,1.576,3.670,0.228,3.670,0.000
973,2882.157,2.730,2.730,3.169,0.232,3.169,0.000
974,2885.108,2.769,2.769,2.733,0.237,2.733,0.000
975,2888.059,2.576,2.576,2.355,0.241,2.355,0.000
976,2891.011,2.692,2.692,2.029,0.246,2.029,0.000
977,2893.962,1.692,1.692,1.749,0.250,1.749,0.000
978,2896.914,1.730,1.730,1.510,0.255,1.510,0.000
979,2899.866,2.846,2.846,1.306,0.259,1.306,0.000
980,2902.818,0.499,0.499,1.134,0.264,1.134,0.000
981,2905.770,0.000,-0.501,0.988,0.268,0.988,0.000
982,2908.723,0.769,0.769,0.867,0.272,0.867,0.000
983,2911.676,0.615,0.615,0.765,0.277,0.765,0.000
984,2914.629,1.730,1.730,0.681,0.281,0.681,0.000
985,2917.582,1.576,1.576,0.612,0.286,0.612,0.000
986,2920.536,3.730,3.730,0.555,0.290,0.555,0.000
987,2923.489,0.653,0.653,0.509,0.295,0.509,0.000
988,2926.443,0.000,-0.193,0.472,0.299,0.472,0.000
989,2929.397,2.846,2.846,0.443,0.304,0.443,0.000
990,2932.352,0.000,-0.193,0.420,0.308,0.420,0.000
991,2935.306,0.653,0.653,0.402,0.313,0.402,0.000
992,2938.261,0.692,0.692,0.388,0.317,0.388,0.000
993,2941.216,0.000,-0.385,0.378,0.322,0.378,0.000
994,2944.172,2.653,2.653,0.370,0.326,0.370,0.000
995,2947.127,0.000,-0.193,0.365,0.331,0.365,0.000
996,2950.083,0.000,-0.385,0.362,0.335,0.362,0.000
997,2953.039,1.653,1.653,0.361,0.340,0.361,0.000
998,2955.995,0.000,-0.270,0.360,0.344,0.360,0.000
999,2958.952,0.692,0.692,0.361,0.349,0.361,0.000
1000,2961.909,2.846,2.846,0.363,0.353,0.363,0.000
1001,2964.866,0.846,0.846,0.365,0.357,0.365,0.000
1002,2967.823,1.730,1.730,0.368,0.362,0.368,0.000
1003,2970.781,0.615,0.615,0.371,0.366,0.371,0.000
1004,2973.739,0.000,-0.424,0.374,0.371,0.374,0.000
1005,2976.697,0.730,0.730,0.378,0.375,0.378,0.000
1006,2979.656,1.807,1.807,0.382,0.380,0.382,0.000
1007,2982.615,0.692,0.692,0.386,0.384,0.386,0.000
1008,2985.574,0.000,-0.231,0.390,0.389,0.390,0.000
1009,2988.533,0.000,-0.154,0.394,0.393,0.394,0.000
1010,2991.493,0.000,-0.462,0.398,0.398,0.398,0.000
1011,2994.453,1.692,1.692,0.403,0.402,0.403,0.000
1012,2997.413,0.576,0.576,0.369,0.369,0.369,0.000
1013,3000.374,0.000,-0.270,0.336,0.336,0.336,0.000
1014,3003.334,0.000,-0.116,0.303,0.303,0.303,0.000
1015,3006.296,0.000,-0.231,0.270,0.269,0.270,0.000
1016,3009.257,0.000,-0.308,0.236,0.236,0.236,0.000
1017,3012.219,0.615,0.615,0.203,0.203,0.203,0.000
1018,3015.181,0.461,0.461,0.170,0.170,0.170,0.000
1019,3018.144,1.653,1.653,0.137,0.137,0.137,0.000
1020,3021.106,0.000,-0.347,0.103,0.103,0.103,0.000
1021,3024.070,0.653,0.653,0.070,0.070,0.070,0.000
1022,3027.033,0.000,-0.193,0.037,0.037,0.037,0.000
1023,3029.997,0.000,-0.231,0.004,0.004,0.004,0.000
