ch,keV,net,fit,model,continuum_raw,Ba-133,continuum
0,-4.839,0.000,0.000,0.000,0.000,0.000,0.000
1,-2.048,0.000,0.000,0.160,0.160,0.160,0.000
2,0.743,0.000,0.000,0.319,0.319,0.319,0.000
3,3.535,0.000,0.000,0.479,0.479,0.479,0.000
4,6.328,0.000,0.000,0.639,0.639,0.639,0.000
5,9.122,28.700,28.700,1.234,0.798,1.234,0.000
6,11.916,280.100,280.100,49.426,0.958,49.426,0.000
7,14.711,1545.433,1545.433,901.411,1.117,901.411,0.000
8,17.507,5169.532,5169.532,4023.566,0.958,4023.566,0.000
9,20.304,21031.931,21031.931,11827.747,0.798,11827.747,0.000
10,23.101,120085.363,120085.363,65584.088,0.639,65584.088,0.000
11,25.899,280169.929,280169.929,277084.395,0.479,277084.395,0.000
12,28.697,474929.028,474929.028,476090.997,0.319,476090.997,0.000
13,31.497,403100.229,403100.229,332158.463,0.160,332158.463,0.000
14,34.297,199209.728,199209.728,163312.788,0.000,163312.788,0.000
15,37.098,65957.329,65957.329,74792.361,1177.372,74792.361,0.000
16,39.899,20709.461,20709.461,25220.822,2354.744,25220.822,0.000
17,42.701,12158.694,12158.694,14388.604,3532.116,14388.604,0.000
18,45.504,15631.561,15631.561,18123.392,4709.488,18123.392,0.000
19,48.308,22442.228,22442.228,24801.606,5886.860,24801.606,0.000
20,51.112,29015.094,29015.094,29731.180,7064.232,29731.180,0.000
21,53.917,29572.194,29572.194,29583.716,8241.604,29583.716,0.000
22,56.723,23985.961,23985.961,23395.082,7772.261,23395.082,0.000
23,59.529,19153.260,19153.260,17238.363,7302.919,17238.363,0.000
24,62.337,19927.627,19927.627,14167.922,6833.576,14167.922,0.000
25,65.144,22717.693,22717.693,14359.764,6364.234,14359.764,0.000
26,67.953,23589.526,23589.526,19159.951,5894.891,19159.951,0.000
27,70.762,25627.259,25627.259,34494.073,5425.549,34494.073,0.000
28,73.572,38623.025,38623.025,67557.233,4956.206,67557.233,0.000
29,76.383,74577.258,74577.258,113795.636,5049.634,113795.636,0.000
30,79.194,135295.057,135295.057,146704.025,5143.062,146704.025,0.000
31,82.006,191162.591,191162.591,140629.471,5236.490,140629.471,0.000
32,84.819,187575.525,187575.525,100557.829,5329.918,100557.829,0.000
33,87.632,122706.358,122706.358,55502.341,5423.346,55502.341,0.000
34,90.446,50891.025,50891.025,26389.418,5516.774,26389.418,0.000
35,93.261,16602.492,16602.492,13987.925,5610.202,13987.925,0.000
36,96.077,8954.159,8954.159,10158.976,5467.611,10158.976,0.000
37,98.893,7924.826,7924.826,9302.250,5325.021,9302.250,0.000
38,101.709,8336.660,8336.660,9223.012,5182.430,9223.012,0.000
39,104.527,8857.727,8857.727,9466.697,5039.839,9466.697,0.000
40,107.345,9401.460,9401.460,9980.611,4897.249,9980.611,0.000
41,110.164,10042.860,10042.860,10613.730,4754.658,10613.730,0.000
42,112.983,11687.993,11687.993,11048.320,4612.067,11048.320,0.000
43,115.804,12968.427,12968.427,11758.073,5233.741,11758.073,0.000
44,118.624,13745.526,13745.526,11948.766,5855.415,11948.766,0.000
45,121.446,13505.026,13505.026,11865.924,6477.089,11865.924,0.000
46,124.268,12645.226,12645.226,11822.100,7098.763,11822.100,0.000
47,127.091,12408.293,12408.293,11996.545,7720.437,11996.545,0.000
48,129.915,12221.492,12221.492,12400.091,8342.111,12400.091,0.000
49,132.739,13126.593,13126.593,12957.603,8963.784,12957.603,0.000
50,135.564,14477.859,14477.859,14670.156,10661.787,14670.156,0.000
51,138.389,15671.293,15671.293,16424.188,12359.790,16424.188,0.000
52,141.215,17564.326,17564.326,18220.792,14057.793,18220.792,0.000
53,144.042,19348.793,19348.793,20083.854,15755.796,20083.854,0.000
54,146.869,21485.425,21485.425,22039.505,17453.799,22039.505,0.000
55,149.698,23316.825,23316.825,24092.651,19151.802,24092.651,0.000
56,152.526,25521.859,25521.859,26204.622,20849.804,26204.622,0.000
57,155.356,26591.259,26591.259,25682.563,19944.560,25682.563,0.000
58,158.186,27883.925,27883.925,25013.948,19039.315,25013.948,0.000
59,161.017,26936.526,26936.526,24112.327,18134.070,24112.327,0.000
60,163.848,26263.525,26263.525,22973.493,17228.826,22973.493,0.000
61,166.680,23871.892,23871.892,21683.099,16323.581,21683.099,0.000
62,169.513,21397.692,21397.692,20369.580,15418.336,20369.580,0.000
63,172.346,19140.959,19140.959,19138.732,14513.092,19138.732,0.000
64,175.180,16913.158,16913.158,17577.653,13149.372,17577.653,0.000
65,178.014,15073.258,15073.258,16135.016,11785.651,16135.016,0.000
66,180.850,13550.525,13550.525,14773.321,10421.931,14773.321,0.000
67,183.685,12761.158,12761.158,13451.947,9058.211,13451.947,0.000
68,186.522,11707.192,11707.192,12137.688,7694.491,12137.688,0.000
69,189.359,10986.159,10986.159,10804.862,6330.770,10804.862,0.000
70,192.197,10643.092,10643.092,9432.806,4967.050,9432.806,0.000
71,195.035,9855.459,9855.459,9159.940,4757.597,9159.940,0.000
72,197.874,9361.625,9361.625,8823.658,4548.144,8823.658,0.000
73,200.714,8222.759,8222.759,8426.390,4338.690,8426.390,0.000
74,203.554,7733.592,7733.592,7982.252,4129.237,7982.252,0.000
75,206.395,7110.859,7110.859,7514.040,3919.784,7514.040,0.000
76,209.236,6820.726,6820.726,7047.008,3710.331,7047.008,0.000
77,212.078,6474.026,6474.026,6601.995,3500.877,6601.995,0.000
78,214.921,6291.125,6291.125,6267.241,3367.757,6267.241,0.000
79,217.765,6300.359,6300.359,5968.870,3234.637,5968.870,0.000
80,220.608,6028.959,6028.959,5702.823,3101.516,5702.823,0.000
81,223.453,5875.625,5875.625,5462.756,2968.396,5462.756,0.000
82,226.298,5508.225,5508.225,5243.356,2835.276,5243.356,0.000
83,229.144,5260.758,5260.758,5041.610,2702.155,5041.610,0.000
84,231.990,4905.725,4905.725,4856.269,2569.035,4856.269,0.000
85,234.837,4410.992,4410.992,4639.947,2389.223,4639.947,0.000
86,237.685,4213.892,4213.892,4438.735,2209.411,4438.735,0.000
87,240.533,4074.992,4074.992,4253.610,2029.599,4253.610,0.000
88,243.382,3814.392,3814.392,4091.042,1849.788,4091.042,0.000
89,246.232,3809.959,3809.959,3968.871,1669.976,3968.871,0.000
90,249.082,3998.893,3998.893,3922.337,1490.164,3922.337,0.000
91,251.932,4183.026,4183.026,4007.013,1310.352,4007.013,0.000
92,254.784,4726.126,4726.126,4749.537,1585.814,4749.537,0.000
93,257.635,5764.427,5764.427,5765.831,1861.276,5765.831,0.000
94,260.488,7172.127,7172.127,7099.239,2136.738,7099.239,0.000
95,263.341,9171.227,9171.227,8732.808,2412.200,8732.808,0.000
96,266.194,11136.427,11136.427,10567.370,2687.662,10567.370,0.000
97,269.049,13003.660,13003.660,12428.723,2963.124,12428.723,0.000
98,271.903,14381.694,14381.694,14114.602,3238.586,14114.602,0.000
99,274.759,15190.594,15190.594,15472.725,3514.047,15472.725,0.000
100,277.615,15690.427,15690.427,16504.678,3815.299,16504.678,0.000
101,280.471,16596.294,16596.294,17325.096,4116.551,17325.096,0.000
102,283.328,17513.061,17513.061,18203.932,4417.803,18203.932,0.000
103,286.186,19025.961,19025.961,19435.438,4719.054,19435.438,0.000
104,289.045,21545.561,21545.561,21200.720,5020.306,21200.720,0.000
105,291.903,24257.361,24257.361,23457.485,5321.558,23457.485,0.000
106,294.763,25935.594,25935.594,25910.371,5622.809,25910.371,0.000
107,297.623,27829.861,27829.861,28082.952,5924.061,28082.952,0.000
108,300.483,28721.061,28721.061,28448.446,5205.411,28448.446,0.000
109,303.345,27519.461,27519.461,27660.123,4486.762,27660.123,0.000
110,306.206,25490.128,25490.128,25614.517,3768.113,25614.517,0.000
111,309.069,22767.095,22767.095,22500.534,3049.463,22500.534,0.000
112,311.932,18777.395,18777.395,18731.610,2330.814,18731.610,0.000
113,314.795,14937.028,14937.028,14819.011,1612.164,14819.011,0.000
114,317.659,11527.095,11527.095,11244.345,893.515,11244.345,0.000
115,320.524,9247.862,9247.862,8379.838,174.865,8379.838,0.000
116,323.389,8615.928,8615.928,9241.268,2222.829,9241.268,0.000
117,326.254,10138.728,10138.728,11225.425,4270.792,11225.425,0.000
118,329.121,13261.595,13261.595,14462.307,6318.756,14462.307,0.000
119,331.987,18876.562,18876.562,19077.809,8366.720,19077.809,0.000
120,334.855,25819.828,25819.828,25175.596,10414.683,25175.596,0.000
121,337.723,34671.662,34671.662,32769.834,12462.647,32769.834,0.000
122,340.591,44054.461,44054.461,41691.188,14510.610,41691.188,0.000
123,343.460,53570.162,53570.162,51506.878,16558.574,51506.878,0.000
124,346.330,60311.395,60311.395,61500.686,18606.538,61500.686,0.000
125,349.200,66747.028,66747.028,66629.929,16539.145,66629.929,0.000
126,352.071,71058.495,71058.495,70036.818,14471.751,70036.818,0.000
127,354.942,71412.095,71412.095,70921.684,12404.358,70921.684,0.000
128,357.814,66598.396,66598.396,68862.621,10336.965,68862.621,0.000
129,360.686,62894.662,62894.662,63931.814,8269.572,63931.814,0.000
130,363.559,55414.896,55414.896,56678.635,6202.179,56678.635,0.000
131,366.432,46649.096,46649.096,47982.879,4134.786,47982.879,0.000
132,369.306,37534.096,37534.096,38829.249,2067.393,38829.249,0.000
133,372.180,29871.529,29871.529,30079.386,0.000,30079.386,0.000
134,375.055,24046.729,24046.729,24378.228,0.000,24378.228,0.000
135,377.931,19158.396,19158.396,19894.612,0.000,19894.612,0.000
136,380.807,15883.796,15883.796,16566.023,0.000,16566.023,0.000
137,383.684,13822.096,13822.096,14138.307,0.000,14138.307,0.000
138,386.561,12178.130,12178.130,12290.325,0.000,12290.325,0.000
139,389.438,10517.063,10517.063,10736.399,0.000,10736.399,0.000
140,392.316,9071.930,9071.930,9285.044,0.000,9285.044,0.000
141,395.195,7729.396,7729.396,7852.032,0.000,7852.032,0.000
142,398.074,5987.596,5987.596,6439.775,0.000,6439.775,0.000
143,400.954,4747.596,4747.596,5100.590,0.000,5100.590,0.000
144,403.834,3499.263,3499.263,3929.214,29.332,3929.214,0.000
145,406.715,2419.663,2419.663,2948.176,58.663,2948.176,0.000
146,409.596,1807.430,1807.430,2182.913,87.995,2182.913,0.000
147,412.478,1357.963,1357.963,1631.604,117.327,1631.604,0.000
148,415.360,1095.596,1095.596,1271.860,146.658,1271.860,0.000
149,418.243,918.663,918.663,1070.021,175.990,1070.021,0.000
150,421.127,952.930,952.930,989.378,205.321,989.378,0.000
151,424.010,907.563,907.563,995.498,234.653,995.498,0.000
152,426.895,998.897,998.897,1058.497,263.985,1058.497,0.000
153,429.780,1149.030,1149.030,1153.182,293.316,1153.182,0.000
154,432.665,1293.230,1293.230,1211.269,275.596,1211.269,0.000
155,435.551,1252.663,1252.663,1261.953,257.876,1261.953,0.000
156,438.437,1443.830,1443.830,1290.830,240.156,1290.830,0.000
157,441.324,1463.530,1463.530,1287.627,222.436,1287.627,0.000
158,444.211,1440.797,1440.797,1247.038,204.716,1247.038,0.000
159,447.099,1346.897,1346.897,1169.182,186.996,1169.182,0.000
160,449.988,1215.430,1215.430,1059.268,169.276,1059.268,0.000
161,452.877,1041.163,1041.163,926.388,151.556,926.388,0.000
162,455.766,961.730,961.730,781.672,133.836,781.672,0.000
163,458.656,761.030,761.030,636.254,116.117,636.254,0.000
164,461.546,558.764,558.764,499.520,98.397,499.520,0.000
165,464.437,390.997,390.997,388.039,90.704,388.039,0.000
166,467.328,271.763,271.763,295.127,83.012,295.127,0.000
167,470.220,184.897,184.897,221.257,75.320,221.257,0.000
168,473.112,138.597,138.597,164.783,67.628,164.783,0.000
169,476.005,105.263,105.263,122.834,59.936,122.834,0.000
170,478.898,84.263,84.263,92.125,52.243,92.125,0.000
171,481.792,50.663,50.663,69.553,44.551,69.553,0.000
172,484.686,41.863,41.863,52.529,36.859,52.529,0.000
173,487.581,37.396,37.396,39.092,29.167,39.092,0.000
174,490.476,26.930,26.930,27.874,21.475,27.874,0.000
175,493.371,22.730,22.730,17.990,13.783,17.990,0.000
176,496.267,33.330,33.330,16.221,13.416,16.221,0.000
177,499.164,27.930,27.930,14.929,13.050,14.929,0.000
178,502.061,12.097,12.097,13.935,12.683,13.935,0.000
179,504.958,7.963,7.963,13.137,12.317,13.137,0.000
180,507.856,7.530,7.530,12.476,11.950,12.476,0.000
181,510.755,18.563,18.563,11.912,11.584,11.912,0.000
182,513.654,17.163,17.163,11.415,11.218,11.415,0.000
183,516.553,13.530,13.530,10.967,10.851,10.967,0.000
184,519.453,10.997,10.997,10.550,10.485,10.550,0.000
185,522.353,20.097,20.097,10.154,10.118,10.154,0.000
186,525.254,10.331,10.331,9.770,9.752,9.770,0.000
187,528.155,4.930,4.930,9.395,9.385,9.395,0.000
188,531.056,15.864,15.864,8.767,8.762,8.767,0.000
189,533.958,5.231,5.231,8.141,8.138,8.141,0.000
190,536.861,1.331,1.331,7.516,7.515,7.516,0.000
191,539.764,0.997,0.997,6.892,6.892,6.892,0.000
192,542.667,3.731,3.731,6.268,6.268,6.268,0.000
193,545.571,12.997,12.997,5.645,5.645,5.645,0.000
194,548.475,14.798,14.798,5.021,5.021,5.021,0.000
195,551.380,0.000,-0.936,4.398,4.398,4.398,0.000
196,554.285,4.098,4.098,3.774,3.774,3.774,0.000
197,557.191,10.831,10.831,3.151,3.151,3.151,0.000
198,560.097,17.498,17.498,2.528,2.528,2.528,0.000
199,563.004,0.997,0.997,1.904,1.904,1.904,0.000
200,565.910,4.964,4.964,2.345,2.345,2.345,0.000
201,568.818,0.000,-5.636,2.786,2.786,2.786,0.000
202,571.726,4.697,4.697,3.226,3.226,3.226,0.000
203,574.634,3.531,3.531,3.667,3.667,3.667,0.000
204,577.542,9.831,9.831,4.108,4.108,4.108,0.000
205,580.452,1.597,1.597,4.549,4.549,4.549,0.000
206,583.361,5.331,5.331,4.989,4.989,4.989,0.000
207,586.271,0.431,0.431,5.430,5.430,5.430,0.000
208,589.181,6.997,6.997,5.871,5.871,5.871,0.000
209,592.092,8.097,8.097,6.311,6.311,6.311,0.000
210,595.003,7.097,7.097,6.752,6.752,6.752,0.000
211,597.915,6.531,6.531,7.193,7.193,7.193,0.000
212,600.827,6.131,6.131,7.634,7.634,0.000,7.634
213,603.739,12.764,12.764,7.612,7.612,0.000,7.612
214,606.652,8.698,8.698,7.590,7.590,0.000,7.590
215,609.565,9.031,9.031,7.568,7.568,0.000,7.568
216,612.479,1.131,1.131,7.546,7.546,0.000,7.546
217,615.393,13.864,13.864,7.524,7.524,0.000,7.524
218,618.308,8.164,8.164,7.502,7.502,0.000,7.502
219,621.223,2.998,2.998,7.480,7.480,0.000,7.480
220,624.138,18.998,18.998,7.458,7.458,0.000,7.458
221,627.054,10.565,10.565,7.436,7.436,0.000,7.436
222,629.970,6.798,6.798,7.414,7.414,0.000,7.414
223,632.886,14.398,14.398,7.391,7.391,0.000,7.391
224,635.803,5.565,5.565,7.369,7.369,0.000,7.369
225,638.720,6.398,6.398,7.347,7.347,0.000,7.347
226,641.638,5.498,5.498,7.374,7.374,0.000,7.374
227,644.556,3.798,3.798,7.400,7.400,0.000,7.400
228,647.475,12.631,12.631,7.427,7.427,0.000,7.427
229,650.394,3.698,3.698,7.453,7.453,0.000,7.453
230,653.313,7.065,7.065,7.479,7.479,0.000,7.479
231,656.232,14.331,14.331,7.506,7.506,0.000,7.506
232,659.153,10.531,10.531,7.532,7.532,0.000,7.532
233,662.073,6.765,6.765,7.559,7.559,0.000,7.559
234,664.994,5.464,5.464,7.585,7.585,0.000,7.585
235,667.915,2.098,2.098,7.611,7.611,0.000,7.611
236,670.837,6.565,6.565,7.638,7.638,0.000,7.638
237,673.758,6.231,6.231,7.664,7.664,0.000,7.664
238,676.681,6.065,6.065,7.690,7.690,0.000,7.690
239,679.604,9.265,9.265,7.717,7.717,0.000,7.717
240,682.527,12.598,12.598,7.677,7.677,0.000,7.677
241,685.450,7.865,7.865,7.637,7.637,0.000,7.637
242,688.374,1.631,1.631,7.598,7.598,0.000,7.598
243,691.298,8.665,8.665,7.558,7.558,0.000,7.558
244,694.223,17.631,17.631,7.518,7.518,0.000,7.518
245,697.148,13.165,13.165,7.479,7.479,0.000,7.479
246,700.073,10.798,10.798,7.439,7.439,0.000,7.439
