ch,keV,net,fit,model,continuum_raw,Y-88
157,443.556,41.333,41.333,19.607,11.976,19.607
158,446.510,30.533,30.533,18.033,10.427,18.033
159,449.465,0.000,-0.400,16.492,8.878,16.492
160,452.420,7.467,7.467,14.983,7.329,14.983
161,455.376,28.067,28.067,14.915,7.192,14.915
162,458.333,8.600,8.600,14.871,7.055,14.871
163,461.290,19.133,19.133,14.844,6.918,14.844
164,464.248,25.467,25.467,14.827,6.782,14.827
165,467.206,17.867,17.867,14.811,6.645,14.811
166,470.165,0.000,-2.400,14.787,6.508,14.787
167,473.124,27.133,27.133,14.747,6.371,14.747
168,476.084,17.800,17.800,14.683,6.235,14.683
169,479.045,35.733,35.733,14.590,6.098,14.590
170,482.006,19.533,19.533,14.465,5.961,14.465
171,484.967,14.867,14.867,14.311,5.824,14.311
172,487.929,8.200,8.200,14.960,6.518,14.960
173,490.892,14.133,14.133,15.589,7.212,15.589
174,493.855,0.000,-5.667,16.206,7.906,16.206
175,496.819,13.867,13.867,16.820,8.600,16.820
176,499.784,48.867,48.867,17.438,9.293,17.438
177,502.748,0.000,-24.733,18.068,9.987,18.068
178,505.714,29.400,29.400,18.713,10.681,18.713
179,508.680,23.533,23.533,19.375,11.375,19.375
180,511.646,26.600,26.600,20.053,12.068,20.053
181,514.613,30.600,30.600,20.745,12.762,20.745
182,517.581,32.133,32.133,21.448,13.456,21.448
183,520.549,17.000,17.000,21.483,13.473,21.483
184,523.518,0.000,-0.467,21.525,13.489,21.525
185,526.487,28.267,28.267,21.573,13.506,21.573
186,529.457,27.067,27.067,21.627,13.522,21.627
187,532.427,25.800,25.800,21.685,13.539,21.685
188,535.398,26.533,26.533,21.747,13.555,21.747
189,538.369,15.333,15.333,21.811,13.572,21.811
190,541.341,28.133,28.133,21.874,13.588,21.874
191,544.313,20.267,20.267,21.935,13.605,21.935
192,547.286,25.133,25.133,21.989,13.621,21.989
193,550.259,31.000,31.000,22.037,13.638,22.037
194,553.233,16.067,16.067,22.076,13.654,22.076
195,556.207,17.733,17.733,20.954,12.516,20.954
196,559.182,18.133,18.133,19.826,11.378,19.826
197,562.158,25.800,25.800,18.696,10.241,18.696
198,565.133,5.867,5.867,17.566,9.103,17.566
199,568.110,4.667,4.667,16.438,7.965,16.438
200,571.087,30.467,30.467,15.313,6.827,15.313
201,574.064,27.067,27.067,14.193,5.689,14.193
202,577.042,0.000,-1.933,13.078,4.551,13.078
203,580.020,14.467,14.467,11.966,3.414,11.966
204,582.999,22.600,22.600,10.857,2.276,10.857
205,585.979,11.067,11.067,9.750,1.138,9.750
206,588.958,0.000,-1.933,8.645,0.000,8.645
207,591.939,1.333,1.333,10.364,1.684,10.364
208,594.920,24.400,24.400,12.086,3.367,12.086
209,597.901,6.800,6.800,13.811,5.051,13.811
210,600.883,13.533,13.533,15.541,6.735,15.541
211,603.865,45.200,45.200,17.277,8.419,17.277
212,606.848,10.600,10.600,19.017,10.102,19.017
213,609.831,20.200,20.200,20.763,11.786,20.763
214,612.815,10.533,10.533,22.514,13.470,22.514
215,615.799,24.000,24.000,24.268,15.154,24.268
216,618.783,26.267,26.267,26.025,16.837,26.025
217,621.768,15.667,15.667,27.784,18.521,27.784
218,624.754,46.000,46.000,29.545,20.205,29.545
219,627.740,24.467,24.467,31.305,21.889,31.305
220,630.727,28.000,28.000,30.198,20.706,30.198
221,633.714,28.867,28.867,29.087,19.523,29.087
222,636.701,24.733,24.733,27.972,18.340,27.972
223,639.689,28.267,28.267,26.849,17.156,26.849
224,642.677,22.467,22.467,25.716,15.973,25.716
225,645.666,24.667,24.667,24.568,14.790,24.568
226,648.655,23.133,23.133,23.402,13.607,23.402
227,651.645,28.933,28.933,22.215,12.424,22.215
228,654.635,36.133,36.133,21.004,11.241,21.004
229,657.626,35.867,35.867,19.765,10.058,19.765
230,660.617,19.133,19.133,18.496,8.875,18.496
231,663.608,19.067,19.067,17.197,7.692,17.197
232,666.600,8.800,8.800,15.867,6.509,15.867
233,669.593,10.733,10.733,15.635,6.455,15.635
234,672.585,2.667,2.667,15.373,6.401,15.373
235,675.579,24.400,24.400,15.084,6.348,15.084
236,678.572,0.800,0.800,14.770,6.294,14.770
237,681.567,31.400,31.400,14.436,6.240,14.436
238,684.561,14.200,14.200,14.085,6.187,14.085
239,687.556,5.133,5.133,13.723,6.133,13.723
240,690.551,0.600,0.600,13.356,6.080,13.356
241,693.547,18.733,18.733,12.987,6.026,12.987
242,696.544,30.133,30.133,12.623,5.972,12.623
243,699.540,33.000,33.000,12.267,5.919,12.267
244,702.537,8.267,8.267,11.923,5.865,11.923
245,705.535,9.267,9.267,11.595,5.811,11.595
246,708.533,14.000,14.000,11.284,5.758,11.284
247,711.531,0.000,-1.733,10.634,5.346,10.634
248,714.530,0.800,0.800,10.004,4.935,10.004
249,717.529,12.333,12.333,9.394,4.524,9.394
250,720.529,14.067,14.067,8.803,4.113,8.803
251,723.529,12.400,12.400,8.232,3.701,8.232
252,726.529,12.267,12.267,7.679,3.290,7.679
253,729.530,15.267,15.267,7.144,2.879,7.144
254,732.531,13.333,13.333,6.625,2.468,6.625
255,735.533,7.800,7.800,6.120,2.056,6.120
256,738.535,0.000,-7.867,5.628,1.645,5.628
257,741.537,0.000,-2.733,5.149,1.234,5.149
258,744.540,0.000,-2.600,4.680,0.823,4.680
259,747.543,12.800,12.800,4.220,0.411,4.220
260,750.547,15.400,15.400,3.770,0.000,3.770
261,753.551,14.667,14.667,3.740,0.000,3.740
262,756.555,0.000,-11.267,3.719,0.000,3.719
263,759.560,4.400,4.400,3.709,0.000,3.709
264,762.565,0.000,-5.600,3.710,0.000,3.710
265,765.571,7.000,7.000,3.725,0.000,3.725
266,768.577,0.000,-0.467,3.753,0.000,3.753
267,771.583,0.000,-8.933,3.797,0.000,3.797
268,774.589,5.533,5.533,3.855,0.000,3.855
269,777.596,0.200,0.200,3.927,0.000,3.927
270,780.604,0.400,0.400,4.010,0.000,4.010
271,783.612,10.667,10.667,4.102,0.000,4.102
272,786.620,10.867,10.867,4.198,0.000,4.198
273,789.628,17.400,17.400,4.292,0.000,4.292
274,792.637,2.400,2.400,4.379,0.000,4.379
275,795.646,1.200,1.200,4.453,0.000,4.453
276,798.656,0.000,-4.467,4.510,0.000,4.510
277,801.666,18.600,18.600,4.546,0.000,4.546
278,804.676,3.400,3.400,4.560,0.000,4.560
279,807.687,6.533,6.533,4.553,0.000,4.553
280,810.698,9.333,9.333,4.528,0.000,4.528
281,813.710,5.200,5.200,4.492,0.000,4.492
282,816.721,0.867,0.867,4.458,0.000,4.458
283,819.733,8.800,8.800,4.438,0.000,4.438
284,822.746,3.533,3.533,4.452,0.000,4.452
285,825.759,1.867,1.867,4.524,0.000,4.524
286,828.772,0.000,-17.733,4.681,0.000,4.681
287,831.785,0.000,-3.400,4.960,0.000,4.960
288,834.799,11.067,11.067,5.398,0.000,5.398
289,837.813,2.733,2.733,6.042,0.000,6.042
290,840.828,10.067,10.067,6.941,0.000,6.941
291,843.843,25.733,25.733,12.269,4.123,12.269
292,846.858,0.133,0.133,17.954,8.246,17.954
293,849.873,30.467,30.467,24.043,12.370,24.043
294,852.889,12.533,12.533,30.571,16.493,30.571
295,855.905,23.733,23.733,37.556,20.616,37.556
296,858.922,38.400,38.400,44.995,24.739,44.995
297,861.938,49.667,49.667,52.856,28.863,52.856
298,864.956,40.933,40.933,61.072,32.986,61.072
299,867.973,68.600,68.600,69.543,37.109,69.543
300,870.991,90.400,90.400,78.133,41.232,78.133
301,874.009,69.533,69.533,86.678,45.355,86.678
302,877.027,106.200,106.200,94.995,49.479,94.995
303,880.046,92.867,92.867,102.891,53.602,102.891
304,883.065,83.467,83.467,110.178,57.725,110.178
305,886.084,116.133,116.133,116.689,61.848,116.689
306,889.104,119.067,119.067,122.295,65.972,122.295
307,892.124,118.400,118.400,119.498,62.681,119.498
308,895.144,138.200,138.200,115.682,59.391,115.682
309,898.165,111.733,111.733,110.876,56.101,110.876
310,901.186,121.800,121.800,105.162,52.811,105.162
311,904.207,107.467,107.467,98.671,49.520,98.671
312,907.228,99.400,99.400,91.570,46.230,91.570
313,910.250,106.133,106.133,84.044,42.940,84.044
314,913.272,101.067,101.067,76.288,39.650,76.288
315,916.294,79.600,79.600,68.485,36.359,68.485
316,919.317,74.933,74.933,60.800,33.069,60.800
317,922.340,54.467,54.467,53.369,29.779,53.369
318,925.363,33.933,33.933,46.291,26.489,46.291
319,928.387,42.400,42.400,39.632,23.198,39.632
320,931.410,53.400,53.400,33.424,19.908,33.424
321,934.434,42.467,42.467,27.670,16.618,27.670
322,937.459,25.000,25.000,22.349,13.328,22.349
323,940.483,11.133,11.133,17.424,10.037,17.424
324,943.508,7.933,7.933,15.549,9.447,15.549
325,946.533,20.667,20.667,13.972,8.856,13.972
326,949.559,0.067,0.067,12.642,8.266,12.642
327,952.584,8.267,8.267,11.510,7.676,11.510
328,955.610,0.133,0.133,10.534,7.085,10.534
329,958.637,12.600,12.600,9.676,6.495,9.676
330,961.663,10.867,10.867,8.908,5.904,8.908
331,964.690,7.400,7.400,8.205,5.314,8.205
332,967.717,11.467,11.467,7.549,4.723,7.549
333,970.744,0.000,-10.600,6.926,4.133,6.926
334,973.772,0.000,-1.067,6.325,3.543,6.325
335,976.799,14.200,14.200,5.739,2.952,5.739
336,979.828,8.200,8.200,5.163,2.362,5.163
337,982.856,4.733,4.733,4.593,1.771,4.593
338,985.884,10.600,10.600,4.026,1.181,4.026
339,988.913,9.400,9.400,3.460,0.590,3.460
340,991.942,5.867,5.867,2.895,0.000,2.895
341,994.971,0.000,-1.467,2.918,0.000,2.918
342,998.001,2.333,2.333,2.940,0.000,2.940
343,1001.031,4.267,4.267,2.960,0.000,2.960
344,1004.061,0.000,-4.400,2.977,0.000,2.977
345,1007.091,2.067,2.067,2.991,0.000,2.991
346,1010.121,0.000,-1.333,3.002,0.000,3.002
347,1013.152,0.000,-2.067,3.009,0.000,3.009
348,1016.183,6.067,6.067,3.013,0.000,3.013
349,1019.214,0.000,-0.733,3.012,0.000,3.012
350,1022.246,4.600,4.600,3.007,0.000,3.007
351,1025.277,0.000,-4.200,2.998,0.000,2.998
352,1028.309,23.867,23.867,2.985,0.000,2.985
353,1031.341,0.000,-3.333,2.968,0.000,2.968
354,1034.373,6.400,6.400,2.948,0.000,2.948
355,1037.406,8.267,8.267,2.925,0.000,2.925
356,1040.439,12.733,12.733,2.899,0.000,2.899
357,1043.472,5.133,5.133,2.872,0.000,2.872
358,1046.505,1.933,1.933,2.845,0.000,2.845
359,1049.538,0.000,-10.533,2.818,0.000,2.818
360,1052.572,7.400,7.400,2.793,0.000,2.793
361,1055.606,4.733,4.733,2.769,0.000,2.769
362,1058.640,0.867,0.867,2.749,0.000,2.749
363,1061.674,0.000,-4.133,2.732,0.000,2.732
364,1064.708,0.000,-4.600,2.720,0.000,2.720
365,1067.743,3.867,3.867,2.711,0.000,2.711
366,1070.778,11.133,11.133,2.708,0.000,2.708
367,1073.813,0.000,-1.733,2.709,0.000,2.709
368,1076.848,0.000,-3.467,2.714,0.000,2.714
369,1079.883,0.000,-5.867,2.723,0.000,2.723
370,1082.919,0.000,-10.333,2.736,0.000,2.736
371,1085.954,0.000,-0.867,2.752,0.000,2.752
372,1088.990,3.933,3.933,2.771,0.000,2.771
373,1092.027,0.000,-1.067,2.791,0.000,2.791
374,1095.063,10.600,10.600,2.814,0.000,2.814
375,1098.099,2.933,2.933,2.837,0.000,2.837
376,1101.136,10.933,10.933,2.860,0.000,2.860
377,1104.173,0.000,-2.933,2.884,0.000,2.884
378,1107.210,0.000,-0.600,2.907,0.000,2.907
379,1110.247,8.000,8.000,2.929,0.000,2.929
380,1113.285,3.133,3.133,2.951,0.000,2.951
381,1116.322,3.533,3.533,2.970,0.000,2.970
382,1119.360,1.000,1.000,2.989,0.000,2.989
383,1122.398,8.067,8.067,3.005,0.000,3.005
384,1125.436,2.600,2.600,3.021,0.000,3.021
385,1128.474,6.133,6.133,3.034,0.000,3.034
386,1131.512,0.000,-4.333,3.046,0.000,3.046
387,1134.551,0.267,0.267,3.057,0.000,3.057
388,1137.590,6.067,6.067,3.067,0.000,3.067
389,1140.629,12.467,12.467,3.075,0.000,3.075
390,1143.668,0.000,-10.200,3.083,0.000,3.083
391,1146.707,14.733,14.733,3.090,0.000,3.090
392,1149.746,24.400,24.400,3.096,0.000,3.096
393,1152.786,0.000,-3.467,3.102,0.000,3.102
394,1155.825,7.467,7.467,3.106,0.000,3.106
395,1158.865,0.000,-2.067,3.111,0.000,3.111
396,1161.905,0.000,-6.467,3.243,0.129,3.243
397,1164.945,11.933,11.933,3.375,0.259,3.375
398,1167.985,0.333,0.333,3.506,0.388,3.506
399,1171.026,6.733,6.733,3.637,0.517,3.637
400,1174.066,5.467,5.467,3.766,0.646,3.766
401,1177.107,12.267,12.267,3.895,0.776,3.895
402,1180.147,0.000,-1.933,4.023,0.905,4.023
403,1183.188,9.600,9.600,4.150,1.034,4.150
404,1186.229,4.400,4.400,4.276,1.163,4.276
405,1189.270,0.000,-4.467,4.402,1.293,4.402
406,1192.312,18.267,18.267,4.526,1.422,4.526
407,1195.353,0.200,0.200,4.651,1.551,4.651
408,1198.395,0.000,-3.267,4.774,1.680,4.774
409,1201.436,16.400,16.400,4.898,1.810,4.898
410,1204.478,7.800,7.800,5.021,1.939,5.021
411,1207.520,4.933,4.933,5.143,2.068,5.143
412,1210.562,11.000,11.000,5.266,2.197,5.266
413,1213.604,7.400,7.400,5.389,2.327,5.389
414,1216.646,1.933,1.933,5.512,2.456,5.512
415,1219.688,7.400,7.400,5.635,2.585,5.635
416,1222.731,0.000,-3.867,5.561,2.518,5.561
417,1225.773,6.267,6.267,5.488,2.450,5.488
418,1228.816,5.533,5.533,5.416,2.382,5.416
419,1231.859,10.533,10.533,5.346,2.315,5.346
420,1234.902,0.333,0.333,5.277,2.247,5.277
421,1237.945,8.800,8.800,5.210,2.180,5.210
422,1240.988,0.000,-2.133,5.145,2.112,5.145
423,1244.031,11.733,11.733,5.084,2.045,5.084
424,1247.074,22.733,22.733,5.028,1.977,5.028
425,1250.117,12.000,12.000,4.976,1.909,4.976
426,1253.161,0.333,0.333,4.930,1.842,4.930
427,1256.204,8.667,8.667,4.891,1.774,4.891
428,1259.248,0.000,-1.933,4.859,1.707,4.859
429,1262.291,0.933,0.933,4.836,1.639,4.836
430,1265.335,6.733,6.733,4.822,1.571,4.822
431,1268.379,1.867,1.867,4.817,1.504,4.817
432,1271.423,11.200,11.200,4.823,1.436,4.823
433,1274.467,7.400,7.400,4.838,1.369,4.838
434,1277.511,1.067,1.067,4.863,1.301,4.863
435,1280.555,15.467,15.467,4.897,1.234,4.897
436,1283.599,1.733,1.733,5.252,1.479,5.252
437,1286.644,3.000,3.000,5.613,1.725,5.613
438,1289.688,12.400,12.400,5.978,1.970,5.978
439,1292.732,10.133,10.133,6.346,2.216,6.346
440,1295.777,4.600,4.600,6.714,2.462,6.714
441,1298.821,6.400,6.400,7.078,2.707,7.078
442,1301.866,0.000,-3.133,7.437,2.953,7.437
443,1304.911,3.533,3.533,7.787,3.199,7.787
444,1307.955,15.800,15.800,8.126,3.444,8.126
445,1311.000,7.000,7.000,8.452,3.690,8.452
446,1314.045,16.600,16.600,8.762,3.936,8.762
447,1317.090,13.600,13.600,9.055,4.181,9.055
448,1320.135,8.867,8.867,9.330,4.427,9.330
449,1323.180,2.600,2.600,9.587,4.673,9.587
450,1326.225,22.067,22.067,9.826,4.918,9.826
451,1329.270,8.867,8.867,10.048,5.164,10.048
452,1332.315,17.533,17.533,10.254,5.409,10.254
453,1335.360,6.067,6.067,10.446,5.655,10.446
454,1338.405,16.267,16.267,10.626,5.901,10.626
455,1341.450,18.000,18.000,10.798,6.146,10.798
456,1344.496,16.067,16.067,10.963,6.392,10.963
457,1347.541,10.400,10.400,10.588,6.101,10.588
458,1350.586,12.267,12.267,10.211,5.811,10.211
459,1353.632,10.200,10.200,9.836,5.520,9.836
460,1356.677,2.800,2.800,9.464,5.230,9.464
461,1359.722,2.867,2.867,9.096,4.939,9.096
462,1362.768,7.667,7.667,8.734,4.649,8.734
463,1365.813,9.000,9.000,8.380,4.358,8.380
464,1368.859,11.333,11.333,8.032,4.068,8.032
465,1371.904,8.733,8.733,7.692,3.777,7.692
466,1374.950,2.067,2.067,7.359,3.487,7.359
467,1377.995,1.933,1.933,7.034,3.196,7.034
468,1381.041,12.733,12.733,6.715,2.905,6.715
469,1384.086,6.000,6.000,6.402,2.615,6.402
470,1387.132,4.733,4.733,6.094,2.324,6.094
471,1390.178,0.000,-2.467,5.791,2.034,5.791
472,1393.223,4.600,4.600,5.492,1.743,5.492
473,1396.269,12.267,12.267,5.196,1.453,5.196
474,1399.314,1.200,1.200,4.903,1.162,4.903
475,1402.360,0.333,0.333,4.613,0.872,4.613
476,1405.405,10.267,10.267,4.324,0.581,4.324
477,1408.451,14.267,14.267,4.037,0.291,4.037
478,1411.497,9.667,9.667,3.752,0.000,3.752
479,1414.542,0.000,-10.467,4.017,0.258,4.017
480,1417.588,3.200,3.200,4.283,0.516,4.283
481,1420.633,3.667,3.667,4.551,0.774,4.551
482,1423.679,11.267,11.267,4.819,1.032,4.819
483,1426.724,4.000,4.000,5.089,1.291,5.089
484,1429.770,3.200,3.200,5.360,1.549,5.360
485,1432.815,1.733,1.733,5.632,1.807,5.632
486,1435.861,6.733,6.733,5.904,2.065,5.904
487,1438.906,0.000,-2.600,6.177,2.323,6.177
488,1441.952,0.000,-3.067,6.451,2.581,6.451
489,1444.997,0.000,-8.133,6.725,2.839,6.725
490,1448.043,0.200,0.200,7.000,3.097,7.000
491,1451.088,12.000,12.000,7.275,3.356,7.275
492,1454.133,8.333,8.333,7.551,3.614,7.551
493,1457.178,0.000,-6.933,7.828,3.872,7.828
494,1460.224,0.000,-0.200,8.105,4.130,8.105
495,1463.269,0.000,-5.133,8.384,4.388,8.384
496,1466.314,17.333,17.333,8.664,4.646,8.664
497,1469.359,0.000,-5.667,8.946,4.904,8.946
498,1472.404,1.933,1.933,9.229,5.162,9.229
499,1475.449,12.933,12.933,9.515,5.420,9.515
500,1478.494,6.067,6.067,9.803,5.679,9.803
501,1481.539,28.333,28.333,9.674,5.518,9.674
502,1484.584,11.933,11.933,9.549,5.358,9.549
503,1487.629,10.267,10.267,9.426,5.198,9.426
504,1490.674,8.333,8.333,9.305,5.037,9.305
505,1493.719,11.267,11.267,9.187,4.877,9.187
506,1496.763,15.667,15.667,9.070,4.717,9.070
507,1499.808,9.800,9.800,8.955,4.556,8.955
508,1502.853,23.133,23.133,8.841,4.396,8.841
509,1505.897,21.600,21.600,8.727,4.235,8.727
510,1508.942,0.400,0.400,8.612,4.075,8.612
511,1511.986,17.333,17.333,8.496,3.915,8.496
512,1515.030,21.400,21.400,8.379,3.754,8.379
513,1518.075,10.600,10.600,8.259,3.594,8.259
514,1521.119,18.733,18.733,8.135,3.434,8.135
515,1524.163,10.867,10.867,8.007,3.273,8.007
516,1527.207,7.867,7.867,7.875,3.113,7.875
517,1530.251,0.467,0.467,7.737,2.953,7.737
518,1533.295,7.800,7.800,7.593,2.792,7.593
519,1536.339,12.133,12.133,7.443,2.632,7.443
520,1539.383,0.000,-0.067,7.285,2.472,7.285
521,1542.426,14.867,14.867,7.120,2.311,7.120
522,1545.470,3.867,3.867,6.947,2.151,6.947
523,1548.513,6.800,6.800,6.767,1.991,6.767
