ch,keV,net,fit,model,continuum_raw,Cs-137,continuum
1797,651.341,22330.061,22330.061,20660.038,20122.398,20660.038,0.000
1798,651.706,22540.339,22540.339,20840.747,20293.588,20840.747,0.000
1799,652.071,22638.735,22638.735,21021.442,20464.778,21021.442,0.000
1800,652.436,22590.214,22590.214,21202.117,20635.968,21202.117,0.000
1801,652.801,22809.313,22809.313,21382.765,20807.158,21382.765,0.000
1802,653.166,22774.789,22774.789,21563.378,20978.348,21563.378,0.000
1803,653.532,23012.591,23012.591,21743.950,21149.538,21743.950,0.000
1804,653.897,23343.104,23343.104,21924.473,21320.728,21924.473,0.000
1805,654.262,22873.536,22873.536,22104.940,21491.918,22104.940,0.000
1806,654.627,23023.163,23023.163,22285.343,21663.107,22285.343,0.000
1807,654.992,23307.352,23307.352,22465.676,21834.297,22465.676,0.000
1808,655.358,23126.435,23126.435,22645.931,22005.487,22645.931,0.000
1809,655.723,23333.067,23333.067,22826.100,22176.677,22826.100,0.000
1810,656.088,23299.611,23299.611,23006.175,22347.867,23006.175,0.000
1811,656.454,23098.347,23098.347,22836.238,22169.144,22836.238,0.000
1812,656.819,23218.445,23218.445,22666.192,21990.422,22666.192,0.000
1813,657.184,23242.567,23242.567,22496.031,21811.699,22496.031,0.000
1814,657.550,23260.773,23260.773,22325.746,21632.976,22325.746,0.000
1815,657.915,23149.052,23149.052,22155.331,21454.253,22155.331,0.000
1816,658.280,23020.856,23020.856,21984.778,21275.531,21984.778,0.000
1817,658.646,23039.942,23039.942,21814.079,21096.808,21814.079,0.000
1818,659.011,22880.740,22880.740,21643.228,20918.085,21643.228,0.000
1819,659.377,22615.954,22615.954,21472.218,20739.362,21472.218,0.000
1820,659.742,22710.125,22710.125,21301.040,20560.640,21301.040,0.000
1821,660.107,22643.335,22643.335,21129.688,20381.917,21129.688,0.000
1822,660.473,22550.464,22550.464,20958.156,20203.194,20958.156,0.000
1823,660.838,22727.108,22727.108,20786.436,20024.471,20786.436,0.000
1824,661.204,22315.590,22315.590,20614.521,19845.749,20614.521,0.000
1825,661.569,22196.589,22196.589,20442.406,19667.026,20442.406,0.000
1826,661.935,22168.084,22168.084,20270.083,19488.303,20270.083,0.000
1827,662.300,21852.644,21852.644,20097.547,19309.580,20097.547,0.000
1828,662.666,21859.228,21859.228,19924.791,19130.858,19924.791,0.000
1829,663.032,21677.980,21677.980,19751.810,18952.135,19751.810,0.000
1830,663.397,21514.382,21514.382,19578.598,18773.412,19578.598,0.000
1831,663.763,21460.072,21460.072,19405.149,18594.689,19405.149,0.000
1832,664.128,21036.065,21036.065,19231.458,18415.967,19231.458,0.000
1833,664.494,21133.860,21133.860,19057.520,18237.244,19057.520,0.000
1834,664.860,20694.409,20694.409,18883.331,18058.521,18883.331,0.000
1835,665.225,20577.664,20577.664,18708.885,17879.798,18708.885,0.000
1836,665.591,20419.749,20419.749,18534.178,17701.075,18534.178,0.000
1837,665.957,20091.326,20091.326,18359.206,17522.353,18359.206,0.000
1838,666.323,19702.981,19702.981,18183.966,17343.630,18183.966,0.000
1839,666.688,19508.652,19508.652,18008.453,17164.907,18008.453,0.000
1840,667.054,19402.498,19402.498,17832.664,16986.184,17832.664,0.000
1841,667.420,19322.235,19322.235,17656.596,16807.462,17656.596,0.000
1842,667.786,18832.519,18832.519,17480.247,16628.739,17480.247,0.000
1843,668.151,18422.674,18422.674,17303.614,16450.016,17303.614,0.000
1844,668.517,18336.399,18336.399,17126.694,16271.293,17126.694,0.000
1845,668.883,18224.832,18224.832,16949.486,16092.571,16949.486,0.000
1846,669.249,17895.100,17895.100,16771.988,15913.848,16771.988,0.000
1847,669.615,17581.803,17581.803,16594.198,15735.125,16594.198,0.000
1848,669.981,17327.391,17327.391,16416.116,15556.402,16416.116,0.000
1849,670.347,16961.707,16961.707,16237.742,15377.680,16237.742,0.000
1850,670.712,16698.862,16698.862,16059.073,15198.957,16059.073,0.000
1851,671.078,16333.717,16333.717,15880.111,15020.234,15880.111,0.000
1852,671.444,16138.232,16138.232,15700.856,14841.511,15700.856,0.000
1853,671.810,15836.396,15836.396,15521.307,14662.789,15521.307,0.000
1854,672.176,15619.768,15619.768,15341.466,14484.066,15341.466,0.000
1855,672.542,15538.803,15538.803,15161.334,14305.343,15161.334,0.000
1856,672.908,14946.095,14946.095,14980.912,14126.620,14980.912,0.000
1857,673.274,14829.449,14829.449,14800.202,13947.898,14800.202,0.000
1858,673.640,14414.749,14414.749,14619.206,13769.175,14619.206,0.000
1859,674.006,14376.024,14376.024,14437.925,13590.452,14437.925,0.000
1860,674.373,13780.735,13780.735,14256.364,13411.729,14256.364,0.000
1861,674.739,13622.643,13622.643,14074.524,13233.007,14074.524,0.000
1862,675.105,13249.364,13249.364,13892.408,13054.284,13892.408,0.000
1863,675.471,12987.390,12987.390,13710.020,12875.561,13710.020,0.000
1864,675.837,12686.324,12686.324,13527.364,12696.838,13527.364,0.000
1865,676.203,12327.237,12327.237,13344.443,12518.116,13344.443,0.000
1866,676.569,11997.375,11997.375,13161.262,12339.393,13161.262,0.000
1867,676.935,11725.419,11725.419,12977.825,12160.670,12977.825,0.000
1868,677.302,11485.319,11485.319,12794.136,11981.947,12794.136,0.000
1869,677.668,11201.065,11201.065,12610.201,11803.225,12610.201,0.000
1870,678.034,10868.226,10868.226,12426.025,11624.502,12426.025,0.000
1871,678.400,10581.862,10581.862,12241.612,11445.779,12241.612,0.000
1872,678.767,10261.088,10261.088,12056.969,11267.056,12056.969,0.000
1873,679.133,9927.568,9927.568,11872.101,11088.334,11872.101,0.000
1874,679.499,9911.689,9911.689,11687.015,10909.611,11687.015,0.000
1875,679.866,9454.899,9454.899,11501.715,10730.888,11501.715,0.000
1876,680.232,9145.407,9145.407,11316.209,10552.165,11316.209,0.000
1877,680.598,8976.217,8976.217,11130.503,10373.443,11130.503,0.000
1878,680.965,8428.854,8428.854,10944.604,10194.720,10944.604,0.000
1879,681.331,8327.578,8327.578,10758.517,10015.997,10758.517,0.000
1880,681.697,8166.359,8166.359,10572.250,9837.274,10572.250,0.000
1881,682.064,7966.458,7966.458,10385.811,9658.552,10385.811,0.000
1882,682.430,7739.596,7739.596,10199.205,9479.829,10199.205,0.000
1883,682.797,7331.698,7331.698,10012.441,9301.106,10012.441,0.000
1884,683.163,7126.282,7126.282,9825.525,9122.383,9825.525,0.000
1885,683.530,7067.364,7067.364,9638.465,8943.661,9638.465,0.000
1886,683.896,6746.409,6746.409,9451.267,8764.938,9451.267,0.000
1887,684.263,6518.728,6518.728,9263.941,8586.215,9263.941,0.000
1888,684.629,6296.544,6296.544,9076.492,8407.492,9076.492,0.000
1889,684.996,6032.586,6032.586,8888.929,8228.770,8888.929,0.000
1890,685.362,5750.990,5750.990,8701.259,8050.047,8701.259,0.000
1891,685.729,5640.746,5640.746,8513.489,7871.324,8513.489,0.000
1892,686.096,5320.023,5320.023,8325.628,7692.601,8325.628,0.000
1893,686.462,5208.459,5208.459,8137.682,7513.879,8137.682,0.000
1894,686.829,4838.822,4838.822,7949.660,7335.156,7949.660,0.000
1895,687.195,4873.837,4873.837,7761.568,7156.433,7761.568,0.000
1896,687.562,4659.794,4659.794,7573.414,6977.710,7573.414,0.000
1897,687.929,4319.376,4319.376,7385.206,6798.988,7385.206,0.000
1898,688.296,4214.440,4214.440,7196.950,6620.265,7196.950,0.000
1899,688.662,4052.083,4052.083,7008.655,6441.542,7008.655,0.000
1900,689.029,3829.009,3829.009,6820.326,6262.819,6820.326,0.000
1901,689.396,3910.859,3910.859,6631.972,6084.097,6631.972,0.000
1902,689.763,3633.746,3633.746,6443.599,5905.374,6443.599,0.000
1903,690.129,3533.464,3533.464,6255.215,5726.651,6255.215,0.000
1904,690.496,3250.433,3250.433,6066.825,5547.928,6066.825,0.000
1905,690.863,3216.633,3216.633,5878.437,5369.206,5878.437,0.000
1906,691.230,3095.471,3095.471,5690.058,5190.483,5690.058,0.000
1907,691.597,2917.162,2917.162,5501.692,5011.760,5501.692,0.000
1908,691.964,2667.991,2667.991,5313.348,4833.037,5313.348,0.000
1909,692.330,2720.065,2720.065,5125.031,4654.315,5125.031,0.000
1910,692.697,2608.689,2608.689,4936.747,4475.592,4936.747,0.000
1911,693.064,2421.980,2421.980,4748.501,4296.869,4748.501,0.000
1912,693.431,2317.259,2317.259,4560.301,4118.146,4560.301,0.000
1913,693.798,2189.247,2189.247,4372.150,3939.424,4372.150,0.000
1914,694.165,2056.352,2056.352,4184.054,3760.701,4184.054,0.000
1915,694.532,1991.877,1991.877,3996.019,3581.978,3996.019,0.000
1916,694.899,1823.170,1823.170,3808.050,3403.255,3808.050,0.000
1917,695.266,1915.335,1915.335,3620.151,3224.533,3620.151,0.000
1918,695.633,1732.499,1732.499,3432.327,3045.810,3432.327,0.000
1919,696.000,1609.199,1609.199,3244.583,2867.087,3244.583,0.000
1920,696.367,1559.066,1559.066,3056.922,2688.364,3056.922,0.000
1921,696.734,1444.777,1444.777,2869.349,2509.642,2869.349,0.000
1922,697.102,1402.933,1402.933,2681.868,2330.919,2681.868,0.000
1923,697.469,1352.900,1352.900,2494.482,2152.196,2494.482,0.000
1924,697.836,1207.861,1207.861,2307.195,1973.473,2307.195,0.000
1925,698.203,1202.074,1202.074,2120.011,1794.751,2120.011,0.000
1926,698.570,1159.164,1159.164,1932.932,1616.028,1932.932,0.000
1927,698.937,1043.642,1043.642,1745.961,1437.305,1745.961,0.000
1928,699.305,1024.203,1024.203,1559.102,1258.582,1559.102,0.000
1929,699.672,955.471,955.471,1372.356,1079.860,1372.356,0.000
1930,700.039,941.101,941.101,1185.727,901.137,1185.727,0.000
1931,700.406,826.277,826.277,999.216,722.414,999.216,0.000
1932,700.774,799.848,799.848,812.826,543.691,812.826,0.000
1933,701.141,817.676,817.676,626.557,364.969,626.557,0.000
1934,701.508,715.427,715.427,440.413,186.246,440.413,0.000
1935,701.876,683.114,683.114,254.395,7.523,254.395,0.000
1936,702.243,680.346,680.346,247.439,7.736,247.439,0.000
1937,702.610,590.134,590.134,240.610,7.948,240.610,0.000
1938,702.978,606.061,606.061,233.911,8.161,233.911,0.000
1939,703.345,551.019,551.019,227.342,8.373,227.342,0.000
1940,703.713,515.839,515.839,220.904,8.586,220.904,0.000
1941,704.080,510.264,510.264,214.596,8.798,214.596,0.000
1942,704.447,472.566,472.566,208.420,9.011,208.420,0.000
1943,704.815,414.669,414.669,202.376,9.224,202.376,0.000
1944,705.182,380.665,380.665,196.464,9.436,196.464,0.000
1945,705.550,396.540,396.540,190.684,9.649,190.684,0.000
1946,705.917,338.860,338.860,185.035,9.861,185.035,0.000
1947,706.285,303.481,303.481,179.518,10.074,179.518,0.000
1948,706.653,325.409,325.409,174.132,10.286,174.132,0.000
1949,707.020,278.655,278.655,168.876,10.499,168.876,0.000
1950,707.388,244.356,244.356,163.751,10.711,163.751,0.000
1951,707.755,282.693,282.693,158.754,10.924,158.754,0.000
1952,708.123,230.480,230.480,153.885,11.137,153.885,0.000
1953,708.491,242.609,242.609,149.143,11.349,149.143,0.000
1954,708.858,226.966,226.966,144.528,11.562,144.528,0.000
1955,709.226,217.975,217.975,140.038,11.774,140.038,0.000
1956,709.594,146.146,146.146,135.671,11.987,135.671,0.000
1957,709.961,162.544,162.544,131.427,12.199,131.427,0.000
1958,710.329,160.191,160.191,127.304,12.412,127.304,0.000
1959,710.697,123.787,123.787,123.300,12.625,123.300,0.000
1960,711.065,148.215,148.215,119.415,12.837,119.415,0.000
1961,711.432,97.134,97.134,115.645,13.050,115.645,0.000
1962,711.800,142.102,142.102,111.991,13.262,111.991,0.000
1963,712.168,133.036,133.036,108.449,13.475,108.449,0.000
1964,712.536,119.959,119.959,105.019,13.687,105.019,0.000
1965,712.904,133.294,133.294,101.699,13.900,101.699,0.000
1966,713.272,101.513,101.513,98.486,14.113,98.486,0.000
1967,713.640,107.534,107.534,95.378,14.325,95.378,0.000
1968,714.008,95.959,95.959,92.375,14.538,92.375,0.000
1969,714.375,114.337,114.337,89.473,14.750,89.473,0.000
1970,714.743,96.310,96.310,86.672,14.963,86.672,0.000
1971,715.111,74.778,74.778,83.968,15.175,83.968,0.000
1972,715.479,62.383,62.383,81.360,15.388,81.360,0.000
1973,715.847,77.434,77.434,78.846,15.600,78.846,0.000
1974,716.215,48.405,48.405,76.424,15.813,76.424,0.000
1975,716.584,57.083,57.083,74.091,16.026,74.091,0.000
1976,716.952,57.663,57.663,71.846,16.238,71.846,0.000
1977,717.320,89.176,89.176,69.687,16.451,69.687,0.000
1978,717.688,49.459,49.459,67.612,16.663,67.612,0.000
1979,718.056,76.636,76.636,65.618,16.876,65.618,0.000
1980,718.424,77.045,77.045,63.703,17.088,63.703,0.000
1981,718.792,52.146,52.146,61.866,17.301,61.866,0.000
1982,719.160,53.173,53.173,60.105,17.514,60.105,0.000
1983,719.529,54.057,54.057,58.417,17.726,58.417,0.000
1984,719.897,58.499,58.499,56.800,17.939,56.800,0.000
1985,720.265,53.864,53.864,55.253,18.151,55.253,0.000
1986,720.633,48.842,48.842,53.773,18.364,53.773,0.000
1987,721.001,54.815,54.815,52.359,18.576,52.359,0.000
1988,721.370,48.347,48.347,51.008,18.789,51.008,0.000
1989,721.738,41.437,41.437,49.719,19.002,49.719,0.000
1990,722.106,60.552,60.552,48.491,19.214,48.491,0.000
1991,722.475,47.776,47.776,47.320,19.427,47.320,0.000
1992,722.843,40.373,40.373,46.205,19.639,46.205,0.000
1993,723.211,37.806,37.806,45.145,19.852,45.145,0.000
1994,723.580,24.603,24.603,44.137,20.064,44.137,0.000
1995,723.948,10.790,10.790,43.181,20.277,43.181,0.000
1996,724.317,37.964,37.964,42.273,20.489,42.273,0.000
1997,724.685,21.673,21.673,41.414,20.702,41.414,0.000
1998,725.054,52.672,52.672,40.600,20.915,40.600,0.000
1999,725.422,35.267,35.267,39.831,21.127,39.831,0.000
2000,725.791,45.583,45.583,39.104,21.340,39.104,0.000
2001,726.159,45.211,45.211,38.419,21.552,38.419,0.000
2002,726.528,47.644,47.644,37.774,21.765,37.774,0.000
2003,726.896,50.146,50.146,37.167,21.977,37.167,0.000
2004,727.265,24.820,24.820,36.597,22.190,36.597,0.000
2005,727.633,43.802,43.802,36.063,22.403,36.063,0.000
2006,728.002,40.926,40.926,35.563,22.615,35.563,0.000
2007,728.371,23.479,23.479,35.096,22.828,35.096,0.000
2008,728.739,47.714,47.714,34.660,23.040,34.660,0.000
2009,729.108,36.248,36.248,34.255,23.253,34.255,0.000
2010,729.477,30.293,30.293,33.880,23.465,33.880,0.000
2011,729.845,26.018,26.018,33.532,23.678,33.532,0.000
2012,730.214,40.628,40.628,33.211,23.891,33.211,0.000
2013,730.583,22.573,22.573,32.916,24.103,32.916,0.000
2014,730.951,34.690,34.690,32.646,24.316,32.646,0.000
2015,731.320,38.794,38.794,32.400,24.528,32.400,0.000
2016,731.689,32.050,32.050,32.176,24.741,32.176,0.000
2017,732.058,54.144,54.144,31.974,24.953,31.974,0.000
2018,732.427,32.664,32.664,31.793,25.166,31.793,0.000
2019,732.796,50.772,50.772,31.632,25.378,31.632,0.000
2020,733.164,55.520,55.520,31.490,25.591,31.490,0.000
2021,733.533,36.035,36.035,31.366,25.804,31.366,0.000
2022,733.902,18.858,18.858,31.259,26.016,31.259,0.000
2023,734.271,24.604,24.604,31.169,26.229,31.169,0.000
2024,734.640,53.124,53.124,31.095,26.441,31.095,0.000
2025,735.009,28.489,28.489,31.036,26.654,31.036,0.000
2026,735.378,29.831,29.831,30.992,26.866,30.992,0.000
2027,735.747,23.820,23.820,30.961,27.079,30.961,0.000
2028,736.116,41.703,41.703,30.943,27.292,30.943,0.000
2029,736.485,29.926,29.926,30.938,27.504,30.938,0.000
2030,736.854,36.412,36.412,30.944,27.717,30.944,0.000
2031,737.223,39.544,39.544,30.962,27.929,30.962,0.000
2032,737.592,45.593,45.593,30.991,28.142,30.991,0.000
2033,737.961,11.739,11.739,31.030,28.354,31.030,0.000
2034,738.331,63.567,63.567,31.079,28.567,31.079,0.000
2035,738.700,37.405,37.405,31.137,28.780,31.137,0.000
2036,739.069,20.488,20.488,31.203,28.992,31.203,0.000
2037,739.438,24.093,24.093,31.278,29.205,31.278,0.000
2038,739.807,48.897,48.897,31.361,29.417,31.361,0.000
2039,740.176,58.241,58.241,31.451,29.630,31.451,0.000
2040,740.546,22.528,22.528,31.549,29.842,31.549,0.000
2041,740.915,39.679,39.679,31.653,30.055,31.653,0.000
2042,741.284,36.771,36.771,31.764,30.267,31.764,0.000
2043,741.654,39.277,39.277,31.880,30.480,31.880,0.000
2044,742.023,31.401,31.401,32.002,30.693,32.002,0.000
2045,742.392,21.410,21.410,32.130,30.905,32.130,0.000
2046,742.762,31.104,31.104,32.263,31.118,32.263,0.000
2047,743.131,51.992,51.992,32.400,31.330,32.400,0.000
2048,743.500,27.907,27.907,32.543,31.543,32.543,0.000
2049,743.870,29.844,29.844,32.689,31.755,32.689,0.000
2050,744.239,29.720,29.720,32.840,31.968,32.840,0.000
2051,744.609,27.747,27.747,32.994,32.181,32.994,0.000
2052,744.978,31.990,31.990,33.152,32.393,33.152,0.000
2053,745.348,39.196,39.196,33.313,32.606,33.313,0.000
2054,745.717,16.044,16.044,33.478,32.818,33.478,0.000
2055,746.087,17.518,17.518,33.646,33.031,33.646,0.000
2056,746.456,55.690,55.690,33.816,33.243,33.816,0.000
2057,746.826,23.853,23.853,33.990,33.456,33.990,0.000
2058,747.195,39.694,39.694,34.165,33.669,34.165,0.000
2059,747.565,15.259,15.259,34.343,33.881,34.343,0.000
2060,747.935,36.441,36.441,34.524,34.094,34.524,0.000
2061,748.304,53.024,53.024,34.706,34.306,34.706,0.000
2062,748.674,28.814,28.814,34.891,34.519,34.891,0.000
2063,749.044,51.164,51.164,35.077,34.731,35.077,0.000
2064,749.413,53.050,53.050,35.265,34.944,35.265,0.000
2065,749.783,27.213,27.213,35.455,35.156,35.455,0.000
2066,750.153,37.559,37.559,35.646,35.369,35.646,0.000
2067,750.523,49.377,49.377,35.839,35.582,35.839,0.000
2068,750.892,16.708,16.708,35.721,35.483,35.721,0.000
2069,751.262,32.491,32.491,35.605,35.384,35.605,0.000
2070,751.632,23.170,23.170,35.491,35.286,35.491,0.000
2071,752.002,30.985,30.985,35.377,35.187,35.377,0.000
2072,752.372,32.278,32.278,35.264,35.088,35.264,0.000
2073,752.742,25.765,25.765,35.153,34.990,35.153,0.000
2074,753.111,29.383,29.383,35.042,34.891,35.042,0.000
2075,753.481,41.469,41.469,34.932,34.792,34.932,0.000
2076,753.851,50.675,50.675,34.823,34.694,34.823,0.000
2077,754.221,24.618,24.618,34.715,34.595,34.715,0.000
2078,754.591,19.314,19.314,34.607,34.496,34.607,0.000
2079,754.961,52.922,52.922,34.500,34.398,34.500,0.000
2080,755.331,32.057,32.057,34.393,34.299,34.393,0.000
2081,755.701,6.089,6.089,34.287,34.200,34.287,0.000
2082,756.071,27.385,27.385,34.182,34.102,34.182,0.000
2083,756.441,17.741,17.741,34.077,34.003,34.077,0.000
2084,756.811,22.305,22.305,33.973,33.904,33.973,0.000
2085,757.182,37.990,37.990,33.869,33.806,33.869,0.000
2086,757.552,32.703,32.703,33.765,33.707,33.765,0.000
2087,757.922,51.718,51.718,33.662,33.608,33.662,0.000
2088,758.292,46.633,46.633,33.559,33.510,33.559,0.000
2089,758.662,51.787,51.787,33.456,33.411,33.456,0.000
2090,759.032,36.223,36.223,33.354,33.312,33.354,0.000
2091,759.403,34.007,34.007,33.252,33.213,33.252,0.000
2092,759.773,46.324,46.324,33.150,33.115,33.150,0.000
2093,760.143,15.437,15.437,33.049,33.016,33.049,0.000
2094,760.513,43.621,43.621,32.948,32.917,32.948,0.000
2095,760.884,52.456,52.456,32.847,32.819,32.847,0.000
2096,761.254,53.329,53.329,32.746,32.720,32.746,0.000
2097,761.624,33.989,33.989,32.645,32.621,32.645,0.000
2098,761.995,23.080,23.080,32.544,32.523,32.544,0.000
2099,762.365,48.476,48.476,32.444,32.424,32.444,0.000
2100,762.736,35.187,35.187,32.344,32.325,32.344,0.000
2101,763.106,37.174,37.174,32.243,32.227,32.243,0.000
2102,763.476,48.570,48.570,32.143,32.128,32.143,0.000
2103,763.847,13.756,13.756,32.043,32.029,32.043,0.000
2104,764.217,3.709,3.709,31.944,31.931,31.944,0.000
2105,764.588,36.255,36.255,31.844,31.832,31.844,0.000
2106,764.958,22.677,22.677,31.744,31.733,31.744,0.000
2107,765.329,36.063,36.063,31.645,31.635,31.645,0.000
2108,765.699,41.966,41.966,31.545,31.536,31.545,0.000
2109,766.070,25.989,25.989,31.446,31.437,31.446,0.000
2110,766.441,30.149,30.149,31.346,31.339,31.346,0.000
2111,766.811,22.625,22.625,31.247,31.240,31.247,0.000
2112,767.182,42.776,42.776,31.148,31.141,31.148,0.000
2113,767.553,37.585,37.585,31.048,31.043,31.048,0.000
2114,767.923,14.163,14.163,30.949,30.944,30.949,0.000
2115,768.294,36.718,36.718,30.850,30.845,30.850,0.000
2116,768.665,19.055,19.055,30.751,30.747,30.751,0.000
2117,769.035,45.340,45.340,30.652,30.648,30.652,0.000
2118,769.406,26.111,26.111,30.553,30.549,30.553,0.000
2119,769.777,35.926,35.926,30.454,30.451,30.454,0.000
2120,770.148,24.308,24.308,30.355,30.352,30.355,0.000
2121,770.519,4.416,4.416,30.256,30.253,30.256,0.000
2122,770.889,48.605,48.605,30.157,30.155,30.157,0.000
2123,771.260,32.826,32.826,30.058,30.056,30.058,0.000
2124,771.631,30.853,30.853,29.959,29.957,29.959,0.000
2125,772.002,28.916,28.916,29.861,29.859,29.861,0.000
2126,772.373,33.551,33.551,29.762,29.760,29.762,0.000
2127,772.744,10.556,10.556,29.663,29.661,29.663,0.000
2128,773.115,25.816,25.816,29.564,29.563,29.564,0.000
2129,773.486,20.842,20.842,29.465,29.464,29.465,0.000
2130,773.857,31.454,31.454,29.367,29.365,29.367,0.000
2131,774.228,12.742,12.742,29.268,29.267,29.268,0.000
2132,774.599,24.272,24.272,29.169,29.168,29.169,0.000
2133,774.970,24.088,24.088,29.070,29.069,29.070,0.000
2134,775.341,30.331,30.331,28.971,28.971,28.971,0.000
2135,775.712,30.980,30.980,28.873,28.872,28.873,0.000
2136,776.083,44.079,44.079,28.774,28.773,28.774,0.000
2137,776.454,23.693,23.693,28.675,28.675,28.675,0.000
2138,776.826,35.973,35.973,28.577,28.576,28.577,0.000
2139,777.197,17.658,17.658,28.478,28.477,28.478,0.000
2140,777.568,34.681,34.681,28.379,28.379,28.379,0.000
2141,777.939,27.534,27.534,28.280,28.280,28.280,0.000
2142,778.310,18.120,18.120,28.182,28.181,28.182,0.000
2143,778.682,1.983,1.983,28.083,28.083,28.083,0.000
2144,779.053,18.894,18.894,27.984,27.984,27.984,0.000
2145,779.424,32.439,32.439,27.886,27.885,27.886,0.000
2146,779.796,29.535,29.535,27.787,27.787,27.787,0.000
2147,780.167,32.923,32.923,27.688,27.688,27.688,0.000
2148,780.538,26.267,26.267,27.589,27.589,27.589,0.000
2149,780.910,38.110,38.110,27.491,27.491,27.491,0.000
2150,781.281,17.190,17.190,27.392,27.392,27.392,0.000
2151,781.652,42.526,42.526,27.293,27.293,27.293,0.000
2152,782.024,17.248,17.248,27.195,27.195,27.195,0.000
2153,782.395,26.316,26.316,27.096,27.096,27.096,0.000
2154,782.767,38.825,38.825,26.997,26.997,26.997,0.000
2155,783.138,38.090,38.090,26.899,26.899,26.899,0.000
2156,783.510,15.128,15.128,26.800,26.800,26.800,0.000
2157,783.881,42.659,42.659,26.701,26.701,26.701,0.000
2158,784.253,21.684,21.684,26.603,26.603,26.603,0.000
2159,784.625,23.700,23.700,26.504,26.504,26.504,0.000
2160,784.996,49.914,49.914,26.405,26.405,26.405,0.000
2161,785.368,33.270,33.270,26.307,26.307,26.307,0.000
2162,785.739,28.899,28.899,26.208,26.208,26.208,0.000
2163,786.111,19.624,19.624,26.109,26.109,26.109,0.000
2164,786.483,23.575,23.575,26.011,26.011,26.011,0.000
2165,786.854,20.412,20.412,25.912,25.912,25.912,0.000
2166,787.226,18.273,18.273,25.813,25.813,25.813,0.000
2167,787.598,47.251,47.251,25.715,25.715,25.715,0.000
2168,787.970,38.881,38.881,25.616,25.616,25.616,0.000
2169,788.341,34.850,34.850,25.517,25.517,25.517,0.000
2170,788.713,31.015,31.015,25.419,25.419,25.419,0.000
2171,789.085,33.588,33.588,25.320,25.320,25.320,0.000
2172,789.457,14.380,14.380,25.221,25.221,25.221,0.000
2173,789.829,25.790,25.790,25.123,25.123,25.123,0.000
2174,790.201,15.225,15.225,25.024,25.024,25.024,0.000
2175,790.573,33.166,33.166,24.925,24.925,24.925,0.000
2176,790.945,29.077,29.077,24.827,24.827,24.827,0.000
2177,791.317,24.635,24.635,24.728,24.728,24.728,0.000
2178,791.689,17.043,17.043,24.629,24.629,24.629,0.000
2179,792.061,14.456,14.456,24.531,24.531,24.531,0.000
2180,792.433,49.104,49.104,24.432,24.432,24.432,0.000
2181,792.805,33.901,33.901,24.333,24.333,24.333,0.000
2182,793.177,42.550,42.550,24.235,24.235,24.235,0.000
2183,793.549,38.368,38.368,24.136,24.136,24.136,0.000
2184,793.921,16.118,16.118,24.037,24.037,24.037,0.000
2185,794.293,25.916,25.916,23.939,23.939,23.939,0.000
2186,794.665,21.643,21.643,23.840,23.840,23.840,0.000
2187,795.037,39.888,39.888,23.741,23.741,23.741,0.000
2188,795.409,22.393,22.393,23.642,23.642,23.642,0.000
2189,795.782,34.961,34.961,23.544,23.544,23.544,0.000
2190,796.154,27.933,27.933,23.445,23.445,23.445,0.000
2191,796.526,21.828,21.828,23.346,23.346,23.346,0.000
2192,796.898,5.714,5.714,23.248,23.248,23.248,0.000
2193,797.271,16.675,16.675,23.149,23.149,23.149,0.000
2194,797.643,22.054,22.054,23.050,23.050,23.050,0.000
2195,798.015,23.221,23.221,22.952,22.952,22.952,0.000
2196,798.388,31.943,31.943,22.853,22.853,22.853,0.000
2197,798.760,16.364,16.364,22.754,22.754,22.754,0.000
2198,799.132,35.279,35.279,22.656,22.656,22.656,0.000
2199,799.505,35.345,35.345,22.557,22.557,22.557,0.000
2200,799.877,30.144,30.144,22.458,22.458,22.458,0.000
2201,800.250,25.158,25.158,22.360,22.360,22.360,0.000
2202,800.622,23.807,23.807,22.261,22.261,22.261,0.000
2203,800.995,15.376,15.376,22.162,22.162,22.162,0.000
2204,801.367,23.375,23.375,22.064,22.064,22.064,0.000
2205,801.740,15.781,15.781,21.965,21.965,21.965,0.000
2206,802.112,0.000,-1.021,21.866,21.866,21.866,0.000
2207,802.485,28.568,28.568,21.768,21.768,21.768,0.000
2208,802.857,46.091,46.091,21.796,21.796,21.796,0.000
2209,803.230,0.656,0.656,21.824,21.824,21.824,0.000
2210,803.603,29.055,29.055,21.853,21.853,21.853,0.000
2211,803.975,20.360,20.360,21.881,21.881,21.881,0.000
2212,804.348,10.707,10.707,21.909,21.909,21.909,0.000
2213,804.721,36.854,36.854,21.938,21.938,21.938,0.000
2214,805.093,31.422,31.422,21.966,21.966,21.966,0.000
2215,805.466,11.717,11.717,21.994,21.994,21.994,0.000
2216,805.839,35.169,35.169,22.022,22.022,22.022,0.000
2217,806.212,27.649,27.649,22.051,22.051,22.051,0.000
2218,806.584,28.871,28.871,22.079,22.079,22.079,0.000
2219,806.957,28.733,28.733,22.107,22.107,22.107,0.000
2220,807.330,22.715,22.715,22.136,22.136,22.136,0.000
2221,807.703,6.829,6.829,22.164,22.164,22.164,0.000
2222,808.076,29.711,29.711,22.192,22.192,22.192,0.000
2223,808.449,31.595,31.595,22.221,22.221,22.221,0.000
2224,808.822,35.244,35.244,22.249,22.249,22.249,0.000
2225,809.195,29.435,29.435,22.277,22.277,22.277,0.000
