ch,keV,net,fit,model,continuum_raw,Eu-152,continuum
820,2419.334,2.553,2.553,4.708,4.708,0.000,4.708
821,2422.252,6.204,6.204,4.714,4.714,0.000,4.714
822,2425.171,9.770,9.770,4.721,4.721,0.000,4.721
823,2428.089,6.553,6.553,4.727,4.727,0.000,4.727
824,2431.007,4.118,4.118,4.734,4.734,0.000,4.734
825,2433.926,7.974,7.974,4.740,4.740,0.000,4.740
826,2436.843,3.408,3.408,4.747,4.747,0.000,4.747
827,2439.761,2.480,2.480,4.669,4.669,0.000,4.669
828,2442.679,4.408,4.408,4.590,4.590,0.000,4.590
829,2445.596,7.842,7.842,4.512,4.512,0.000,4.512
830,2448.514,1.842,1.842,4.434,4.434,0.000,4.434
831,2451.431,2.553,2.553,4.356,4.356,0.000,4.356
832,2454.348,2.349,2.349,4.277,4.277,0.000,4.277
833,2457.265,2.987,2.987,4.199,4.199,0.000,4.199
834,2460.181,4.480,4.480,4.121,4.121,0.000,4.121
835,2463.098,3.336,3.336,4.043,4.043,0.000,4.043
836,2466.015,1.625,1.625,3.964,3.964,0.000,3.964
837,2468.931,6.132,6.132,3.886,3.886,0.000,3.886
838,2471.847,6.697,6.697,3.808,3.808,0.000,3.808
839,2474.763,4.408,4.408,3.730,3.730,0.000,3.730
840,2477.679,2.842,2.842,3.651,3.651,0.000,3.651
841,2480.595,4.697,4.697,3.573,3.573,0.000,3.573
842,2483.511,5.625,5.625,3.495,3.495,0.000,3.495
843,2486.426,5.697,5.697,3.417,3.417,0.000,3.417
844,2489.342,5.974,5.974,3.338,3.338,0.000,3.338
845,2492.257,4.336,4.336,3.260,3.260,0.000,3.260
846,2495.172,3.914,3.914,3.182,3.182,0.000,3.182
847,2498.087,4.914,4.914,3.104,3.104,0.000,3.104
848,2501.002,3.553,3.553,3.025,3.025,0.000,3.025
849,2503.917,2.625,2.625,2.947,2.947,0.000,2.947
850,2506.832,9.263,9.263,2.869,2.869,0.000,2.869
851,2509.747,9.480,9.480,2.791,2.791,0.000,2.791
852,2512.661,7.901,7.901,2.712,2.712,0.000,2.712
853,2515.576,3.046,3.046,2.634,2.634,0.000,2.634
854,2518.490,3.408,3.408,2.556,2.556,0.000,2.556
855,2521.404,2.697,2.697,2.478,2.478,0.000,2.478
856,2524.318,4.408,4.408,2.399,2.399,0.000,2.399
857,2527.232,2.118,2.118,2.321,2.321,0.000,2.321
858,2530.146,2.263,2.263,2.243,2.243,0.000,2.243
859,2533.060,5.336,5.336,2.164,2.164,0.000,2.164
860,2535.974,1.539,1.539,2.086,2.086,0.000,2.086
861,2538.887,2.757,2.757,2.008,2.008,0.000,2.008
862,2541.801,1.901,1.901,1.983,1.983,0.000,1.983
863,2544.714,4.539,4.539,1.958,1.958,0.000,1.958
864,2547.628,1.526,1.526,1.932,1.932,0.000,1.932
865,2550.541,4.033,4.033,1.907,1.907,0.000,1.907
866,2553.454,3.684,3.684,1.882,1.882,0.000,1.882
867,2556.367,0.539,0.539,1.857,1.857,0.000,1.857
868,2559.280,0.000,-1.039,1.832,1.832,0.000,1.832
869,2562.193,6.829,6.829,1.807,1.807,0.000,1.807
870,2565.106,2.033,2.033,1.781,1.781,0.000,1.781
871,2568.019,0.000,-1.474,1.756,1.756,0.000,1.756
872,2570.932,4.178,4.178,1.731,1.731,0.000,1.731
873,2573.845,4.743,4.743,1.706,1.706,0.000,1.706
874,2576.757,0.539,0.539,1.681,1.681,0.000,1.681
875,2579.670,2.395,2.395,1.655,1.655,0.000,1.655
876,2582.582,1.816,1.816,1.630,1.630,0.000,1.630
877,2585.495,0.000,-2.171,1.605,1.605,0.000,1.605
878,2588.407,6.816,6.816,1.580,1.580,0.000,1.580
879,2591.320,0.000,-0.461,1.555,1.555,0.000,1.555
880,2594.232,0.000,-0.184,1.530,1.530,0.000,1.530
881,2597.144,1.539,1.539,1.504,1.504,0.000,1.504
882,2600.056,2.467,2.467,1.479,1.479,0.000,1.479
883,2602.968,4.191,4.191,1.454,1.454,0.000,1.454
884,2605.880,2.454,2.454,1.429,1.429,0.000,1.429
885,2608.793,3.816,3.816,1.404,1.404,0.000,1.404
886,2611.705,0.000,-0.605,1.379,1.379,0.000,1.379
887,2614.616,5.757,5.757,1.353,1.353,0.000,1.353
888,2617.528,1.178,1.178,1.328,1.328,0.000,1.328
889,2620.440,3.191,3.191,1.303,1.303,0.000,1.303
890,2623.352,0.553,0.553,1.278,1.278,0.000,1.278
891,2626.264,0.000,-0.461,1.253,1.253,0.000,1.253
892,2629.176,2.829,2.829,1.227,1.227,0.000,1.227
893,2632.088,3.118,3.118,1.202,1.202,0.000,1.202
894,2634.999,0.336,0.336,1.177,1.177,0.000,1.177
895,2637.911,0.000,-0.447,1.152,1.152,0.000,1.152
896,2640.823,5.625,5.625,1.127,1.127,0.000,1.127
897,2643.735,0.000,-0.013,1.102,1.102,0.000,1.102
898,2646.646,2.770,2.770,1.074,1.074,0.000,1.074
899,2649.558,6.408,6.408,1.046,1.046,0.000,1.046
900,2652.470,5.059,5.059,1.018,1.018,0.000,1.018
901,2655.381,0.914,0.914,0.990,0.990,0.000,0.990
902,2658.293,3.697,3.697,0.963,0.963,0.000,0.963
903,2661.205,2.625,2.625,0.935,0.935,0.000,0.935
904,2664.116,2.625,2.625,0.907,0.907,0.000,0.907
905,2667.028,4.914,4.914,0.879,0.879,0.000,0.879
906,2669.939,1.697,1.697,0.851,0.851,0.000,0.851
907,2672.851,0.349,0.349,0.824,0.824,0.000,0.824
908,2675.763,0.349,0.349,0.796,0.796,0.000,0.796
909,2678.675,4.059,4.059,0.768,0.768,0.000,0.768
910,2681.586,0.987,0.987,0.740,0.740,0.000,0.740
911,2684.498,0.914,0.914,0.713,0.713,0.000,0.713
912,2687.410,0.987,0.987,0.685,0.685,0.000,0.685
913,2690.321,0.000,-0.579,0.657,0.657,0.000,0.657
914,2693.233,3.349,3.349,0.629,0.629,0.000,0.629
915,2696.145,0.987,0.987,0.601,0.601,0.000,0.601
916,2699.057,1.059,1.059,0.574,0.574,0.000,0.574
917,2701.969,1.421,1.421,0.546,0.546,0.000,0.546
918,2704.881,1.132,1.132,0.518,0.518,0.000,0.518
919,2707.792,0.566,0.566,0.490,0.490,0.000,0.490
920,2710.704,0.132,0.132,0.462,0.462,0.000,0.462
921,2713.616,1.493,1.493,0.435,0.435,0.000,0.435
922,2716.528,0.000,-0.941,0.407,0.407,0.000,0.407
923,2719.441,1.276,1.276,0.379,0.379,0.000,0.379
924,2722.353,4.204,4.204,0.351,0.351,0.000,0.351
925,2725.265,0.493,0.493,0.324,0.324,0.000,0.324
926,2728.177,0.566,0.566,0.296,0.296,0.000,0.296
927,2731.089,0.000,-0.579,0.268,0.268,0.000,0.268
928,2734.002,0.059,0.059,0.240,0.240,0.000,0.240
929,2736.914,0.349,0.349,0.212,0.212,0.000,0.212
930,2739.827,0.566,0.566,0.185,0.185,0.000,0.185
931,2742.739,3.711,3.711,0.157,0.157,0.000,0.157
932,2745.652,2.421,2.421,0.129,0.129,0.000,0.129
933,2748.564,0.000,-0.796,0.101,0.101,0.000,0.101
934,2751.477,0.000,-0.796,0.073,0.073,0.000,0.073
935,2754.390,1.493,1.493,0.081,0.081,0.000,0.081
936,2757.303,0.000,-0.868,0.089,0.089,0.000,0.089
937,2760.216,3.276,3.276,0.096,0.096,0.000,0.096
938,2763.129,2.059,2.059,0.104,0.104,0.000,0.104
939,2766.042,0.000,-0.651,0.111,0.111,0.000,0.111
940,2768.955,1.349,1.349,0.119,0.119,0.000,0.119
941,2771.869,0.000,-0.796,0.127,0.127,0.000,0.127
942,2774.782,0.000,-0.796,0.134,0.134,0.000,0.134
943,2777.695,0.349,0.349,0.142,0.142,0.000,0.142
944,2780.609,0.000,-0.724,0.150,0.150,0.000,0.150
945,2783.523,0.000,-1.158,0.157,0.157,0.000,0.157
946,2786.437,0.000,-0.507,0.165,0.165,0.000,0.165
947,2789.350,0.638,0.638,0.172,0.172,0.000,0.172
948,2792.264,0.000,-0.434,0.180,0.180,0.000,0.180
949,2795.179,0.349,0.349,0.188,0.188,0.000,0.188
950,2798.093,1.349,1.349,0.195,0.195,0.000,0.195
951,2801.007,0.638,0.638,0.203,0.203,0.000,0.203
952,2803.922,0.349,0.349,0.210,0.210,0.000,0.210
953,2806.836,0.711,0.711,0.218,0.218,0.000,0.218
954,2809.751,1.204,1.204,0.226,0.226,0.000,0.226
955,2812.666,0.000,-0.796,0.233,0.233,0.000,0.233
956,2815.581,0.000,-0.289,0.241,0.241,0.000,0.241
957,2818.496,2.349,2.349,0.249,0.249,0.000,0.249
958,2821.411,0.349,0.349,0.256,0.256,0.000,0.256
959,2824.327,0.000,-0.507,0.264,0.264,0.000,0.264
960,2827.242,1.566,1.566,0.271,0.271,0.000,0.271
961,2830.158,2.421,2.421,0.279,0.279,0.000,0.279
962,2833.074,1.349,1.349,0.287,0.287,0.000,0.287
963,2835.990,0.566,0.566,0.294,0.294,0.000,0.294
964,2838.906,0.421,0.421,0.302,0.302,0.000,0.302
965,2841.822,1.276,1.276,0.309,0.309,0.000,0.309
966,2844.739,1.493,1.493,0.317,0.317,0.000,0.317
967,2847.655,0.000,-0.507,0.325,0.325,0.000,0.325
968,2850.572,0.421,0.421,0.332,0.332,0.000,0.332
969,2853.489,0.000,-0.651,0.340,0.340,0.000,0.340
970,2856.406,0.059,0.059,0.348,0.348,0.000,0.348
971,2859.323,0.000,-0.507,0.355,0.355,0.000,0.355
972,2862.241,0.204,0.204,0.363,0.363,0.000,0.363
973,2865.159,1.493,1.493,0.353,0.353,0.000,0.353
974,2868.076,0.000,-0.434,0.344,0.344,0.000,0.344
975,2870.994,1.204,1.204,0.335,0.335,0.000,0.335
976,2873.913,0.000,-0.579,0.326,0.326,0.000,0.326
977,2876.831,2.421,2.421,0.316,0.316,0.000,0.316
978,2879.750,0.493,0.493,0.307,0.307,0.000,0.307
979,2882.668,2.711,2.711,0.298,0.298,0.000,0.298
980,2885.587,2.059,2.059,0.288,0.288,0.000,0.288
981,2888.506,0.059,0.059,0.279,0.279,0.000,0.279
982,2891.426,0.566,0.566,0.270,0.270,0.000,0.270
983,2894.345,0.276,0.276,0.260,0.260,0.000,0.260
984,2897.265,0.493,0.493,0.251,0.251,0.000,0.251
985,2900.185,1.204,1.204,0.242,0.242,0.000,0.242
986,2903.106,3.493,3.493,0.233,0.233,0.000,0.233
987,2906.026,1.349,1.349,0.223,0.223,0.000,0.223
988,2908.947,1.638,1.638,0.214,0.214,0.000,0.214
989,2911.868,0.000,-0.289,0.205,0.205,0.000,0.205
990,2914.789,0.000,-0.362,0.195,0.195,0.000,0.195
991,2917.710,1.349,1.349,0.186,0.186,0.000,0.186
992,2920.632,0.000,-0.579,0.177,0.177,0.000,0.177
993,2923.554,0.276,0.276,0.167,0.167,0.000,0.167
994,2926.476,0.000,-0.651,0.158,0.158,0.000,0.158
995,2929.398,0.638,0.638,0.149,0.149,0.000,0.149
996,2932.321,0.000,-0.724,0.140,0.140,0.000,0.140
997,2935.243,0.000,-0.651,0.130,0.130,0.000,0.130
998,2938.166,0.493,0.493,0.121,0.121,0.000,0.121
999,2941.090,0.000,-0.579,0.112,0.112,0.000,0.112
1000,2944.013,0.000,-0.289,0.102,0.102,0.000,0.102
1001,2946.937,0.711,0.711,0.093,0.093,0.000,0.093
1002,2949.861,0.000,-0.507,0.084,0.084,0.000,0.084
1003,2952.786,0.000,-0.724,0.074,0.074,0.000,0.074
1004,2955.710,0.000,-0.796,0.065,0.065,0.000,0.065
1005,2958.635,0.000,-0.507,0.056,0.056,0.000,0.056
1006,2961.561,0.000,-0.362,0.047,0.047,0.000,0.047
1007,2964.486,0.000,-0.579,0.037,0.037,0.000,0.037
1008,2967.412,0.000,-0.434,0.028,0.028,0.000,0.028
1009,2970.338,0.000,-0.289,0.019,0.019,0.000,0.019
1010,2973.264,0.000,-0.868,0.009,0.009,0.000,0.009
1011,2976.191,0.000,-0.579,0.000,0.000,0.000,0.000
1012,2979.118,0.000,-0.796,0.000,0.000,0.000,0.000
1013,2982.045,0.000,-0.507,0.000,0.000,0.000,0.000
1014,2984.973,0.783,0.783,0.000,0.000,0.000,0.000
1015,2987.901,1.566,1.566,0.000,0.000,0.000,0.000
1016,2990.829,0.421,0.421,0.000,0.000,0.000,0.000
1017,2993.758,0.276,0.276,0.000,0.000,0.000,0.000
1018,2996.686,0.000,-1.013,0.000,0.000,0.000,0.000
1019,2999.616,0.000,-0.651,0.000,0.000,0.000,0.000
1020,3002.545,0.000,-0.651,0.000,0.000,0.000,0.000
1021,3005.475,0.000,-0.651,0.000,0.000,0.000,0.000
1022,3008.405,0.000,-0.362,0.000,0.000,0.000,0.000
1023,3011.336,0.000,-0.434,0.000,0.000,0.000,0.000
