spectrum,det,part,matrix,component,energy_kev,lines,intensity_pct,expected,measured,sigma,z,ratio,purity,decision,obligatory
AS80_K40,AS80x80,unknown,0,Bi-214,1762.61,4,21.2330,8085.9,3779.2,692.4,-6.22,0.4674,0.999,802.5,1
AS80_K40,AS80x80,unknown,0,Bi-214,2187.82,2,6.0760,2367.2,344.9,530.0,-3.82,0.1457,1.000,616.4,1
AS80_K40,AS80x80,unknown,0,Bi-214,2447.69,1,1.5450,1331.6,-1516.6,421.3,-6.76,-1.1389,0.480,492.2,1
AS80_Th232WT20,AS80x80,unknown,0,Th-232,63.81,1,0.2630,1387688.6,1481320.7,1995.2,46.93,1.0675,0.351,1899.8,1
AS80_Th232WT20,AS80x80,unknown,0,Th-232,140.88,1,0.0210,283951.1,266072.0,2346.4,-7.62,0.9370,0.137,3061.7,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,57.77,1,0.4700,1209831.4,1195567.6,1798.9,-7.93,0.9882,0.024,1761.7,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,93.49,3,6.4700,732126.1,618152.3,2227.2,-51.17,0.8443,0.584,2581.2,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,106.33,2,1.5400,415137.3,440807.7,2304.8,11.14,1.0618,0.767,2806.0,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,129.07,1,2.4200,311533.4,312692.6,2339.9,0.50,1.0037,0.516,2990.2,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,153.98,1,0.7220,151204.2,142814.9,2329.1,-3.60,0.9445,0.397,3130.3,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,209.49,3,4.9650,745039.7,723840.7,2381.6,-8.90,0.9715,0.401,3161.7,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,270.25,1,3.4600,1097156.7,1245688.3,2377.8,62.47,1.1354,0.193,3070.4,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,336.20,4,14.9890,1289057.0,1352101.4,2219.5,28.40,1.0489,0.702,2794.8,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,409.46,1,1.9200,153246.8,158439.3,1745.7,2.97,1.0339,0.888,2552.5,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,463.00,1,4.4000,396501.9,418216.4,1791.0,12.12,1.0548,0.717,2526.8,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,508.96,1,0.4500,509466.0,514594.5,1853.3,2.77,1.0101,0.213,2609.0,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,562.50,1,0.8700,693887.5,1125975.0,2028.6,213.00,1.6227,0.084,2647.9,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,674.75,1,2.1000,337738.2,220061.9,1440.1,-81.72,0.6516,0.427,2075.4,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,779.42,5,7.8450,811416.2,811636.0,1449.4,0.15,1.0003,0.609,1696.3,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,836.18,3,3.0600,795223.2,948484.4,1493.0,102.66,1.1927,0.818,1690.4,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,936.14,5,47.6400,2614361.4,2592593.0,1934.2,-11.25,0.9917,0.979,1581.0,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,1110.61,1,0.2850,115377.8,113291.1,908.4,-2.30,0.9819,0.156,1211.7,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,1247.08,1,0.5000,59829.6,75146.2,805.3,19.02,1.2560,0.510,1102.4,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,1482.93,3,2.1500,214333.4,228058.6,920.0,14.92,1.0640,0.810,1071.6,1
AS80_Th232WT20,AS80x80,unknown,0,Ac-228,1602.51,4,5.8000,480579.3,482925.4,866.3,2.71,1.0049,0.751,753.3,1
AS80_Th232WT20,AS80x80,unknown,0,Ra-224,82.76,2,0.3426,867419.1,836352.5,2164.7,-14.35,0.9642,0.220,2373.2,1
AS80_Th232WT20,AS80x80,unknown,0,Ra-224,95.52,2,0.0976,703028.4,600843.5,2257.6,-45.26,0.8547,0.192,2636.9,1
AS80_Th232WT20,AS80x80,unknown,0,Ra-224,240.99,1,4.1000,2495883.1,2592829.4,2729.8,35.51,1.0388,0.819,3180.8,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-212,76.25,2,26.8038,945623.4,1047141.1,2110.6,48.10,1.1074,0.154,2205.4,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-212,87.95,2,7.5051,834583.6,713586.2,2198.5,-55.04,0.8550,0.124,2483.7,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-212,115.18,1,0.5964,305288.0,346555.2,2327.3,17.73,1.1352,0.010,2905.5,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-212,238.63,1,43.6000,2503122.4,2598850.2,2741.4,34.92,1.0382,0.084,3196.1,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-212,300.09,1,3.3005,576831.1,583448.7,2143.4,3.09,1.0115,0.028,2947.8,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,39.86,1,1.0600,239145.9,210759.7,1106.2,-25.66,0.8813,0.316,1367.7,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,72.87,1,0.0925,1115962.4,1224906.4,2100.3,51.87,1.0976,0.006,2126.0,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,288.20,1,0.3370,524709.8,502512.9,2157.0,-10.29,0.9577,0.047,2992.5,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,328.03,1,0.1250,1227137.2,1308037.9,2240.4,36.11,1.0659,0.010,2844.7,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,452.98,1,0.3630,350241.9,394310.0,1777.7,24.79,1.1258,0.074,2511.2,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,727.33,1,6.6700,762128.6,780187.1,1499.6,12.04,1.0237,0.652,1817.1,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,785.37,1,1.1020,819474.0,826901.3,1473.0,5.04,1.0091,0.288,1731.8,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,893.41,1,0.3780,1997571.2,2180605.1,1853.2,98.77,1.0916,0.016,1658.9,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,952.12,1,0.1700,2508626.5,2432297.7,1886.3,-40.46,0.9696,0.010,1565.8,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,1078.62,1,0.5640,125402.1,86046.0,923.7,-42.61,0.6862,0.320,1268.4,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,1512.70,1,0.2900,308060.7,335376.3,919.3,29.71,1.0887,0.128,988.6,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,1620.50,1,1.4700,464713.5,466510.0,853.6,2.10,1.0039,0.233,744.2,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-212,1806.00,1,0.0900,74577.0,62319.8,620.3,-19.76,0.8356,0.088,858.6,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,74.16,2,1.9623,1025692.5,1131678.5,2095.1,50.59,1.1033,0.038,2151.4,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,85.52,2,0.5474,857560.6,761302.7,2181.7,-44.12,0.8878,0.032,2433.9,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,277.37,1,2.3720,710780.9,759019.7,2248.6,21.45,1.0679,0.058,3038.1,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,510.77,1,8.1224,502641.5,499945.7,1848.7,-1.46,0.9946,0.302,2609.0,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,583.19,1,30.5490,748097.0,1225667.7,2030.1,235.25,1.6384,0.715,2600.8,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,763.13,1,0.6433,909756.5,907470.2,1508.9,-1.52,0.9975,0.013,1747.1,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,860.56,1,4.4925,1260503.9,1447369.6,1651.2,113.17,1.1482,0.062,1683.9,1
AS80_Th232WT20,AS80x80,unknown,0,Tl-208,2614.51,1,35.8516,625051.0,578739.8,910.6,-50.86,0.9259,0.999,748.2,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,53.23,1,1.0733,830645.5,833809.4,1589.7,1.99,1.0038,0.015,1648.0,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,76.25,2,13.9540,945623.4,1047141.1,2110.6,48.10,1.1074,0.184,2205.4,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,87.95,2,3.9071,834583.6,713586.2,2198.5,-55.04,0.8550,0.149,2483.7,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,243.14,2,7.7927,2489954.4,2583458.5,2725.3,34.31,1.0376,0.034,3179.2,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,295.22,1,18.4672,527585.0,523420.3,2139.8,-1.95,0.9921,0.395,2961.9,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,351.93,1,35.7166,1206649.9,1194406.0,2162.3,-5.66,0.9899,0.330,2766.9,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,487.11,1,0.4326,564238.6,578229.2,1853.5,7.55,1.0248,0.009,2569.0,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,580.13,1,0.3685,744932.9,1226855.1,2037.0,236.59,1.6469,0.005,2613.6,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,785.96,1,1.0588,815183.0,823476.2,1471.3,5.64,1.0102,0.018,1730.7,1
AS80_Th232WT20,AS80x80,unknown,0,Pb-214,839.06,1,0.5807,835858.3,996846.1,1510.7,106.57,1.1926,0.014,1693.1,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,78.38,2,1.0981,895748.7,980092.9,2129.3,39.61,1.0942,0.005,2259.3,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,90.42,2,0.3097,802575.0,679801.0,2231.1,-55.03,0.8470,0.004,2551.4,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,609.32,1,45.4400,659750.6,1052448.9,1926.4,203.85,1.5952,0.266,2489.5,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,674.42,2,2.0220,330046.5,212030.6,1433.3,-82.34,0.6424,0.085,2069.2,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,776.12,2,6.1520,859036.4,858401.4,1483.9,-0.43,0.9993,0.027,1731.6,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,934.06,1,3.0940,2645131.9,2633094.6,1952.4,-6.17,0.9954,0.004,1601.7,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,1123.74,2,16.5340,111526.9,120539.7,900.4,10.01,1.0808,0.569,1190.7,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,1246.59,2,7.2650,59750.4,74944.1,803.3,18.91,1.2543,0.489,1099.4,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,1390.64,4,8.5070,73377.1,49750.5,884.5,-26.71,0.6780,0.455,1175.3,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,1527.69,2,2.8350,359894.1,385491.5,908.6,28.17,1.0711,0.032,930.7,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,1753.65,3,19.2060,101119.8,104360.9,629.5,5.15,1.0321,0.723,799.9,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,1847.43,1,2.0270,48347.5,35632.0,607.7,-20.92,0.7370,0.879,889.5,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,2187.82,2,6.0760,21986.7,124299.0,736.1,138.99,5.6534,1.000,1011.7,1
AS80_Th232WT20,AS80x80,unknown,0,Bi-214,2447.69,1,1.5450,66578.2,16554.9,584.3,-85.62,0.2487,0.089,901.5,1
RC103_K40,RC103,known,1,K-40,1460.82,1,10.6600,16057.5,16076.9,169.2,0.11,1.0012,1.000,141.9,1
RC103_K40,RC103,known,1,Ra-224,85.59,4,0.4402,7318.0,7652.3,1178.4,0.28,1.0457,0.335,1413.4,1
RC103_K40,RC103,known,1,Ra-224,240.99,1,4.1000,37561.7,39384.3,620.3,2.94,1.0485,0.162,705.3,1
AS80_Cs137_0cm,AS80x80,known,1,Cs-137,32.06,2,5.6575,344107.0,115964.1,504.2,-452.46,0.3370,1.000,432.6,1
AS80_Cs137_0cm,AS80x80,known,1,Cs-137,36.64,2,1.3505,267078.7,105467.2,506.3,-319.20,0.3949,1.000,451.8,1
AS80_Cs137_0cm,AS80x80,known,1,Cs-137,661.66,1,85.1000,2620159.4,2871026.5,1737.0,144.43,1.0957,0.999,552.8,1
AS80_Cs137_0cm,AS80x80,known,1,Th-228,84.37,1,1.1880,33401.3,41235.6,643.6,12.17,1.2345,0.841,840.5,1
AS80_Cs137_0cm,AS80x80,known,1,Th-228,131.61,1,0.1271,143176.3,147507.5,731.3,5.92,1.0303,0.024,867.8,1
AS80_Cs137_0cm,AS80x80,known,1,Th-228,166.41,1,0.1009,148667.5,130651.3,747.6,-24.10,0.8788,0.018,938.7,1
AS80_Cs137_0cm,AS80x80,known,1,Th-228,215.26,2,0.2660,227524.4,259309.7,841.4,37.78,1.1397,0.027,988.5,1
AS80_Cs137_0cm,AS80x80,known,1,Ra-224,82.76,2,0.3426,32225.2,36044.1,636.2,6.00,1.1185,0.102,835.0,1
AS80_Cs137_0cm,AS80x80,known,1,Ra-224,95.52,2,0.0976,47905.1,68619.5,674.1,30.73,1.4324,0.046,859.2,1
AS80_Cs137_0cm,AS80x80,known,1,Ra-224,240.99,1,4.1000,254437.1,263149.6,836.3,10.42,1.0342,0.121,980.6,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,78.38,2,1.0981,24788.8,20570.7,612.2,-6.89,0.8298,0.031,816.9,0
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,90.42,2,0.3097,38625.0,56450.7,657.2,27.12,1.4615,0.018,845.7,0
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,609.32,1,45.4400,919382.1,1141141.0,1159.7,191.22,1.2412,0.008,659.2,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,674.42,2,2.0220,2545143.3,2740679.7,1694.7,115.38,1.0768,0.001,520.3,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,776.12,2,6.1520,7318.2,4565.5,257.8,-10.68,0.6239,0.226,299.3,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,934.06,1,3.0940,1860.8,3356.6,255.4,5.86,1.8038,0.688,297.9,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,1123.74,2,16.5340,2993.7,2311.6,234.8,-2.90,0.7721,0.741,272.4,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,1246.59,2,7.2650,2119.6,2255.8,205.6,0.66,1.0643,0.737,233.5,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,1390.64,4,8.5070,3602.4,5966.5,266.7,8.86,1.6562,0.458,297.0,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,1527.69,2,2.8350,3050.3,3296.4,247.3,1.00,1.0807,0.322,279.8,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,1762.61,4,21.2330,2060.4,1252.5,129.7,-6.23,0.6079,1.000,145.2,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,2187.82,2,6.0760,469.7,900.8,97.7,4.41,1.9178,1.000,108.1,1
AS80_Cs137_0cm,AS80x80,known,1,Bi-214,2447.69,1,1.5450,110.9,788.0,72.2,9.38,7.1052,1.000,77.5,1
AS80_Cs137_0cm,AS80x80,known,1,Po-214,799.70,1,0.0104,5295.0,6982.7,255.1,6.62,1.3187,0.610,283.0,1
AS80_Cs137_0cm,AS80x80,known,1,K-40,1460.82,1,10.6600,4114.6,5131.3,281.0,3.62,1.2471,0.640,316.0,1
RC103_Cs137_0cm,RC103,known,1,Cs-137,32.94,4,7.0080,44396.3,46698.6,216.6,10.63,1.0519,0.798,16.5,1
RC103_Cs137_0cm,RC103,known,1,Cs-137,661.66,1,85.1000,21907.6,22178.9,149.0,1.82,1.0124,0.994,7.0,1
RC103_Cs137_0cm,RC103,known,1,Th-232,63.81,1,0.2630,6689.3,6566.3,90.0,-1.37,0.9816,0.224,55.9,1
RC103_Cs137_0cm,RC103,known,1,Th-232,140.88,1,0.0210,7429.9,7233.7,98.9,-1.98,0.9736,0.013,74.8,1
RC103_Cs137_0cm,RC103,known,1,Th-228,84.37,1,1.1880,5190.9,5561.9,90.2,4.11,1.0715,0.280,74.7,1
RC103_Cs137_0cm,RC103,known,1,Th-228,131.61,1,0.1271,7583.4,7266.0,100.3,-3.16,0.9582,0.021,78.6,1
RC103_Cs137_0cm,RC103,known,1,Th-228,166.41,1,0.1009,9065.9,8971.6,105.1,-0.90,0.9896,0.012,67.9,1
RC103_Cs137_0cm,RC103,known,1,Th-228,215.26,2,0.2660,12377.3,12897.2,120.2,4.33,1.0420,0.012,59.7,1
RC103_Cs137_0cm,RC103,known,1,Pb-212,78.81,4,34.3088,5600.5,5882.8,91.1,3.10,1.0504,0.206,72.2,1
RC103_Cs137_0cm,RC103,known,1,Pb-212,115.18,1,0.5964,6379.9,6242.6,95.9,-1.43,0.9785,0.021,80.6,1
RC103_Cs137_0cm,RC103,known,1,Pb-212,238.63,1,43.6000,11415.4,11459.6,113.4,0.39,1.0039,0.048,57.3,1
RC103_Cs137_0cm,RC103,known,1,Pb-212,300.09,1,3.3005,9252.8,9323.4,102.9,0.69,1.0076,0.004,56.4,0
RC103_Cs137_0cm,RC103,known,1,Bi-212,39.86,1,1.0600,42476.6,45089.7,213.1,12.27,1.0615,0.020,21.5,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,72.87,1,0.0925,6400.0,6351.6,92.0,-0.53,0.9925,0.028,66.8,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,288.20,1,0.3370,9269.7,9355.9,102.9,0.84,1.0093,0.027,55.3,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,328.03,1,0.1250,9117.4,9459.2,103.8,3.29,1.0375,0.023,57.9,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,452.98,1,0.3630,10231.7,10245.0,104.5,0.13,1.0013,0.022,41.6,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,727.33,1,6.6700,7762.8,8429.8,92.0,7.25,1.0859,0.040,6.2,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,785.37,1,1.1020,258.3,519.6,23.3,11.21,2.0120,0.830,5.8,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,911.62,2,0.5480,37.6,-2.0,4.2,-9.35,-0.0541,1.000,5.2,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,1078.62,1,0.5640,30.9,-2.3,3.8,-8.78,-0.0733,1.000,4.7,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,1512.70,1,0.2900,11.2,-0.7,2.9,-4.03,-0.0628,1.000,3.6,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,1620.50,1,1.4700,14.5,0.1,2.4,-5.93,0.0074,1.000,2.8,1
RC103_Cs137_0cm,RC103,known,1,Bi-212,1806.00,1,0.0900,1.0,0.9,2.3,-0.04,0.9041,1.000,2.4,0
RC103_Cs137_0cm,RC103,known,1,Ra-226,85.59,4,0.6798,5503.3,5880.2,92.9,4.06,1.0685,0.146,77.3,1
RC103_Cs137_0cm,RC103,known,1,Ra-226,186.21,1,3.6400,11510.0,11991.3,117.9,4.08,1.0418,0.199,65.7,1
ASN16_Lu176,ASN16,known,1,Lu-176,57.10,4,33.4927,425749.0,412312.0,751.7,-17.88,0.9684,0.978,635.8,1
ASN16_Lu176,ASN16,known,1,Lu-176,88.34,1,14.5080,155638.7,162680.0,456.7,15.42,1.0452,0.798,320.2,1
ASN16_Lu176,ASN16,known,1,Lu-176,201.83,1,77.9688,1200247.0,1286238.9,1143.1,75.23,1.0716,0.975,188.7,1
ASN16_Lu176,ASN16,known,1,Lu-176,306.78,1,93.6000,1009499.0,1039032.1,1044.1,28.28,1.0293,0.994,347.9,1
ASN16_Lu176,ASN16,known,1,Th-228,84.37,1,1.1880,162991.6,171839.4,467.4,18.93,1.0543,0.197,322.3,1
ASN16_Lu176,ASN16,known,1,Th-228,131.61,1,0.1271,164855.4,170905.4,455.3,13.29,1.0367,0.068,282.5,1
ASN16_Lu176,ASN16,known,1,Th-228,166.41,1,0.1009,274505.0,241199.0,514.0,-64.79,0.8787,0.045,207.4,1
ASN16_Lu176,ASN16,known,1,Th-228,215.26,2,0.2660,958388.2,1062059.7,1042.6,99.44,1.1082,0.030,218.1,1
ASN16_Lu176,ASN16,known,1,Rn-220,549.73,1,0.1140,28015.2,45292.8,241.8,71.44,1.6167,0.106,157.5,1
ASN16_Lu176,ASN16,known,1,Pb-214,53.23,1,1.0733,399539.0,383030.7,733.1,-22.52,0.9587,0.002,639.5,0
ASN16_Lu176,ASN16,known,1,Pb-214,78.81,4,17.8611,172923.4,175013.1,468.9,4.46,1.0121,0.002,317.0,1
ASN16_Lu176,ASN16,known,1,Pb-214,243.14,2,7.7927,105408.8,101835.5,371.1,-9.63,0.9661,0.007,277.3,1
ASN16_Lu176,ASN16,known,1,Pb-214,295.22,1,18.4672,933552.1,972521.0,1010.7,38.56,1.0417,0.001,338.8,1
ASN16_Lu176,ASN16,known,1,Pb-214,351.93,1,35.7166,52969.5,58607.3,339.8,16.59,1.1064,0.033,370.7,1
ASN16_Lu176,ASN16,known,1,Pb-214,487.11,1,0.4326,48708.8,48272.1,260.4,-1.68,0.9910,0.000,201.2,0
ASN16_Lu176,ASN16,known,1,Pb-214,580.13,1,0.3685,2468.5,2989.2,119.2,4.37,1.2109,0.006,139.3,0
ASN16_Lu176,ASN16,known,1,Pb-214,785.96,1,1.0588,18.3,265.9,72.4,3.42,14.5002,1.000,82.1,0
ASN16_Lu176,ASN16,known,1,Pb-214,839.06,1,0.5807,13.2,104.5,68.4,1.34,7.9297,1.000,78.6,0
ASN16_Lu176_P0,ASN16,unknown,0,Lu-176,57.10,4,33.4927,3552.5,3649.2,78.4,1.23,1.0272,0.363,65.4,1
ASN16_Lu176_P0,ASN16,unknown,0,Lu-176,88.34,1,14.5080,648.0,663.3,71.2,0.22,1.0237,0.765,81.0,1
ASN16_Lu176_P0,ASN16,unknown,0,Lu-176,201.83,1,77.9688,9128.2,9164.8,111.7,0.33,1.0040,0.987,77.4,1
ASN16_Lu176_P0,ASN16,unknown,0,Lu-176,306.78,1,93.6000,9132.2,9377.5,102.9,2.38,1.0269,0.994,44.8,1
ASN16_Lu176_P0,ASN16,unknown,0,Th-228,84.37,1,1.1880,655.4,687.6,70.2,0.46,1.0491,0.217,79.4,1
ASN16_Lu176_P0,ASN16,unknown,0,Th-228,131.61,1,0.1271,729.0,808.4,72.7,1.09,1.1089,0.055,84.6,0
ASN16_Lu176_P0,ASN16,unknown,0,Th-228,166.41,1,0.1009,817.7,1002.2,71.3,2.59,1.2256,0.052,84.4,0
ASN16_Lu176_P0,ASN16,unknown,0,Th-228,215.26,2,0.2660,7345.0,7609.9,102.7,2.58,1.0361,0.016,72.7,1
AS80_Lu176,AS80x80,known,1,Lu-176,57.10,4,33.4927,52455.8,36972.6,370.9,-41.74,0.7048,0.962,369.3,1
AS80_Lu176,AS80x80,known,1,Lu-176,88.34,1,14.5080,24586.1,30118.3,399.7,13.84,1.2250,0.641,450.4,1
AS80_Lu176,AS80x80,known,1,Lu-176,201.83,1,77.9688,175201.1,184648.5,543.6,17.38,1.0539,0.946,433.3,1
AS80_Lu176,AS80x80,known,1,Lu-176,306.78,1,93.6000,200682.2,204455.9,531.0,7.11,1.0188,0.999,367.0,1
AS80_Lu176,AS80x80,known,1,Th-228,84.37,1,1.1880,24972.6,31473.1,395.4,16.44,1.2603,0.358,435.9,1
AS80_Lu176,AS80x80,known,1,Th-228,131.61,1,0.1271,24542.6,22982.2,408.0,-3.82,0.9364,0.142,503.9,1
AS80_Lu176,AS80x80,known,1,Th-228,166.41,1,0.1009,43848.1,44301.4,408.2,1.11,1.0103,0.089,456.9,1
AS80_Lu176,AS80x80,known,1,Th-228,215.26,2,0.2660,144534.6,154974.0,505.7,20.64,1.0722,0.072,413.9,1
AS80_Lu176,AS80x80,known,1,Ra-224,82.76,2,0.3426,24686.8,30976.2,389.5,16.15,1.2548,0.007,426.4,0
AS80_Lu176,AS80x80,known,1,Ra-224,95.52,2,0.0976,21642.0,25633.2,403.7,9.89,1.1844,0.009,474.5,0
AS80_Lu176,AS80x80,known,1,Ra-224,240.99,1,4.1000,27773.9,25924.9,343.3,-5.39,0.9334,0.140,396.9,1
AS80_Lu176,AS80x80,known,1,Rn-220,549.73,1,0.1140,12215.5,11958.5,220.4,-1.17,0.9790,0.108,236.1,1
AS80_Lu176,AS80x80,known,1,K-40,1460.82,1,10.6600,938.3,1378.9,161.1,2.73,1.4696,1.000,183.6,1
RC103_K40Village,RC103,unknown,0,K-40,1460.82,1,10.6600,12935.4,13120.9,158.2,1.17,1.0143,1.000,141.2,1
RC103_K40Village,RC103,unknown,0,Th-228,84.37,1,1.1880,27327.0,42083.5,1096.5,13.46,1.5400,1.000,1274.6,1
RC103_K40Village,RC103,unknown,0,Th-228,131.61,1,0.1271,3201.8,16409.7,958.5,13.78,5.1251,1.000,1160.9,1
RC103_K40Village,RC103,unknown,0,Th-228,166.41,1,0.1009,3047.4,-3163.8,826.9,-7.51,-1.0382,1.000,1026.0,1
RC103_K40Village,RC103,unknown,0,Th-228,215.26,2,0.2660,6152.8,3755.6,645.3,-3.71,0.6104,1.000,794.4,1
RC103_K40Village,RC103,unknown,0,Po-216,76.64,4,0.0000,25250.0,23840.8,1066.8,-1.32,0.9442,0.000,1244.4,0
RC103_K40Village,RC103,unknown,0,Po-216,804.90,1,0.0019,1474.4,2031.6,196.4,2.84,1.3780,1.000,264.9,1
RC103_Th232Village,RC103,unknown,0,Th-232,63.81,1,0.2630,68534.5,79957.7,478.4,23.88,1.1667,0.087,575.2,1
RC103_Th232Village,RC103,unknown,0,Th-232,140.88,1,0.0210,10909.5,9867.4,350.7,-2.97,0.9045,0.044,493.3,0
RC103_Th232Village,RC103,unknown,0,Ac-228,57.77,1,0.4700,27950.5,29699.2,401.0,4.36,1.0626,0.002,544.0,0
RC103_Th232Village,RC103,unknown,0,Ac-228,95.96,5,8.0100,100833.2,113337.2,531.8,23.51,1.1240,0.010,607.2,1
RC103_Th232Village,RC103,unknown,0,Ac-228,129.07,1,2.4200,9799.0,3529.9,373.0,-16.81,0.3602,0.051,541.1,0
RC103_Th232Village,RC103,unknown,0,Ac-228,153.98,1,0.7220,11450.1,13955.1,336.6,7.44,1.2188,0.020,462.6,0
RC103_Th232Village,RC103,unknown,0,Ac-228,209.49,3,4.9650,51595.3,48778.2,343.8,-8.20,0.9454,0.012,398.1,1
RC103_Th232Village,RC103,unknown,0,Ac-228,270.25,1,3.4600,48944.3,50317.2,320.2,4.29,1.0281,0.009,353.5,1
RC103_Th232Village,RC103,unknown,0,Ac-228,336.20,4,14.9890,16703.5,19461.3,222.7,12.38,1.1651,0.112,269.6,1
RC103_Th232Village,RC103,unknown,0,Ac-228,409.46,1,1.9200,2016.2,1639.2,155.5,-2.43,0.8130,0.209,235.9,1
RC103_Th232Village,RC103,unknown,0,Ac-228,463.00,1,4.4000,866.8,195.0,146.9,-4.57,0.2250,0.747,231.9,1
RC103_Th232Village,RC103,unknown,0,Ac-228,508.96,1,0.4500,2445.7,1886.1,147.9,-3.78,0.7712,0.157,225.0,1
RC103_Th232Village,RC103,unknown,0,Ac-228,562.50,1,0.8700,4242.1,8026.3,162.6,23.28,1.8920,0.031,215.9,0
